id,initT_SAEM,aS_SAEM,dS_SAEM,tau_SAEM,lBt0_SAEM,lp_SAEM,dI_SAEM,n_SAEM,V0_SAEM,initT_mean,aS_mean,dS_mean,tau_mean,lBt0_mean,lp_mean,dI_mean,n_mean,V0_mean,initT_mode,aS_mode,dS_mode,tau_mode,lBt0_mode,lp_mode,dI_mode,n_mode,V0_mode,initT_sd,aS_sd,dS_sd,tau_sd,lBt0_sd,lp_sd,dI_sd,n_sd,V0_sd,initT_randomEffects,aS_randomEffects,dS_randomEffects,tau_randomEffects,lBt0_randomEffects,lp_randomEffects,dI_randomEffects,n_randomEffects,V0_randomEffects
1,-13.78290240669688416,-0.49360721520733986,-7.78595061390638588,-2.99573227355399085,-4.80343763109994182,4.59999999999999964,0.25809763584209977,-2.73486238145892369,-3.91202300542814596,-13.01693700498975836,-0.49385971589564770,-8.04258588573398114,-2.99573227355399085,-4.90226646431887225,4.59999999999999964,0.25882683791730837,-2.72699419064493043,-3.91202300542814596,-12.05105671278537116,-0.25187901367486359,-8.42441895283341680,-2.99573227355399085,-5.06510418521285111,4.59999999999999964,0.62627967458585843,-3.03831301083979444,-3.91202300542814596,1.75200446800423082,0.17045291622338096,0.17789850272966598,0.00000000000000000,0.07865686732796127,0.00000000000000000,0.18764525376947300,0.13959096757916112,0.00000000000000000,2.66032696851874295,-0.24508013790728525,-0.76116962720749148,0.00000000000000000,-0.31067428767003075,0.00000000000000000,-0.17645684640318982,-0.26800442512492695,0.00000000000000000
2,-10.63391308064043805,0.33905044104896670,-5.51675183951923209,-2.99573227355399085,-3.83375835384267338,4.59999999999999964,1.37307585851279401,-3.37291200594110352,-3.91202300542814596,-11.17898178192796266,0.25939631342178082,-5.02013352421480175,-2.99573227355399085,-3.62564062135664500,4.59999999999999964,1.28917994145901904,-3.33390022377199724,-3.91202300542814596,-10.81159444858297292,0.21279241225795448,-5.23501754721011192,-2.99573227355399085,-3.71200923326596488,4.59999999999999964,1.23989505912098208,-3.31154367258973359,-3.91202300542814596,2.12918595812366540,0.14501947171289159,0.41711790541845717,0.00000000000000000,0.15865699821817503,0.00000000000000000,0.19980214368228705,0.16010548175523964,0.00000000000000000,4.49828219158053244,0.50817589141014308,2.26128273431169324,0.00000000000000000,0.96595155529219978,0.00000000000000000,0.85389625713852113,-0.87491045825199298,0.00000000000000000
3,-6.69471184730941804,-0.00048643690197954,-4.96755416755556922,-2.99573227355399085,-3.59672833104172573,4.59999999999999964,1.04350359185023223,-3.44254254255250380,-3.91202300542814596,-7.37923919243005066,-0.15335951436646911,-4.79945468486756432,-2.99573227355399085,-3.51994498911967213,4.59999999999999964,0.86444490244192307,-3.40859520910463853,-3.91202300542814596,-7.02935054141351046,-0.06622561751541178,-4.82161854301423887,-2.99573227355399085,-3.53089891278026702,4.59999999999999964,0.97320733769217815,-3.46019843683832828,-3.91202300542814596,1.00607970999278473,0.17264204134136693,0.17388374804008952,0.00000000000000000,0.07045821145396781,0.00000000000000000,0.20043957680555832,0.16714580938937795,0.00000000000000000,8.29802478107844266,0.09542006362189347,2.48196157365892445,0.00000000000000000,1.07164718752917487,0.00000000000000000,0.42916121812142483,-0.94960544358463495,0.00000000000000000
4,-12.49986448392111349,-0.51664548607055771,-6.81009128526723195,-2.99573227355399085,-4.37388001895102185,4.59999999999999964,0.08801613871182874,-2.46879784208354858,-3.91202300542814596,-12.57131426119770978,-0.55955356996938166,-6.96315957496091364,-2.99573227355399085,-4.42709221567494637,4.59999999999999964,0.01641343304338959,-2.41650001432023309,-3.91202300542814596,-11.93048099970108566,-0.56854802320272757,-6.88629048069866023,-2.99573227355399085,-4.39277908706562492,4.59999999999999964,-0.01223666344808302,-2.37164807221119478,-3.91202300542814596,2.04806937017790469,0.16964889459198210,0.27609136022862746,0.00000000000000000,0.12160166682104176,0.00000000000000000,0.22261942251007841,0.16478531462339324,0.00000000000000000,3.10594971231078709,-0.31077399198101940,0.31825668356557674,0.00000000000000000,0.16449996097390102,0.00000000000000000,-0.41887025127710897,0.04248975119976961,0.00000000000000000
5,-14.53339791803683845,-0.27130683529317301,-8.00993775771155292,-2.99573227355399085,-4.86659787873566696,4.59999999999999964,0.54278668682465803,-2.95960756887560406,-3.91202300542814596,-15.54829588967330345,-0.47921235453809230,-7.88616094059437511,-2.99573227355399085,-4.79348868899814740,4.59999999999999964,0.28468294156821616,-2.79408674484252018,-3.91202300542814596,-14.50155659605295355,-0.27132707828289981,-8.02933349750125203,-2.99573227355399085,-4.87376505190462339,4.59999999999999964,0.57725070140681800,-3.00572641684528996,-3.91202300542814596,3.31096711774596963,0.14092061639150674,0.25630023373663979,0.00000000000000000,0.10868111762775583,0.00000000000000000,0.18721605327412805,0.20864605183204243,0.00000000000000000,0.12896808383519431,-0.23043277654972991,-0.60474468206788345,0.00000000000000000,-0.20189651234930261,0.00000000000000000,-0.15060074275228236,-0.33509697932251792,0.00000000000000000
6,-6.31711438794339752,-0.09096774953448571,-7.76947364977214150,-2.99573227355399085,-4.79844413441039030,4.59999999999999964,0.77258801326899429,-2.84803187842230487,-3.91202300542814596,-6.28832479646932008,-0.14100878121703975,-7.87251079048708835,-2.99573227355399085,-4.83011159285722158,4.59999999999999964,0.73125139130911632,-2.83977330208401835,-3.91202300542814596,-6.10957425017614941,-0.03417157050621653,-7.85173903897209158,-2.99573227355399085,-4.83479991048365321,4.59999999999999964,0.85795083012432549,-2.93512667727671150,-3.91202300542814596,0.75432189724881238,0.13353759124450260,0.25019471595502130,0.00000000000000000,0.08891081492973420,0.00000000000000000,0.18885178261153415,0.17486257831853413,0.00000000000000000,9.38893917703917857,0.10777079677132263,-0.59109453196059403,0.00000000000000000,-0.23851941620837122,0.00000000000000000,0.29596770698861785,-0.38078353656401603,0.00000000000000000
7,-14.56136017985348552,-0.19266024710564911,-6.31403125926125774,-2.99573227355399085,-4.19289282086289017,4.59999999999999964,0.44632351384652369,-2.33434137163372357,-3.91202300542814596,-15.13175617278663054,-0.27565865896310576,-6.20872569506183769,-2.99573227355399085,-4.14090158094177418,4.59999999999999964,0.36521688741625619,-2.29401799083349101,-3.91202300542814596,-11.69269365887303991,-0.09488213709800292,-6.39419960622951500,-2.99573227355399085,-4.21964468007694293,4.59999999999999964,0.55982576978014775,-2.34577345712063012,-3.91202300542814596,3.68377717587883380,0.21558639576128760,0.52817789224646716,0.00000000000000000,0.20732090080425769,0.00000000000000000,0.28289888067150731,0.23347978599070529,0.00000000000000000,0.54550780072186933,-0.02687908097474341,1.07269056346465108,0.00000000000000000,0.45069059570707110,0.00000000000000000,-0.07006679690424196,0.16497177468651236,0.00000000000000000
8,-8.26619066473696940,-0.23406489842137340,-9.02813208896318109,-2.99573227355399085,-5.31407762309818565,4.59999999999999964,0.51536928338489829,-2.72348997318068786,-3.91202300542814596,-8.23552219991784540,-0.20959313539537272,-8.83288178944706814,-2.99573227355399085,-5.24443259815549645,4.59999999999999964,0.50117791845008819,-2.63824367581483488,-3.91202300542814596,-7.58275091670405743,-0.21563786860001977,-9.23028174843393856,-2.99573227355399085,-5.39582718419061536,4.59999999999999964,0.55379021642658444,-2.74328942446952340,-3.91202300542814596,1.57237856306464474,0.28531549668313699,0.70035950997019847,0.00000000000000000,0.28585042337779965,0.00000000000000000,0.47529599778331832,0.46706740592909535,0.00000000000000000,7.44174177359064526,0.03918644259298965,-1.55146553092058448,0.00000000000000000,-0.65284042150664834,0.00000000000000000,0.06589423412959017,-0.17925391029483095,0.00000000000000000
9,-9.88559239397554812,-0.33970391595461108,-8.67603994835677383,-2.99573227355399085,-5.15191289778878936,4.59999999999999964,0.18113377287630758,-2.17412961393509807,-3.91202300542814596,-9.21808061459276296,-0.22965557763840386,-8.90655533733005988,-2.99573227355399085,-5.25324197889447664,4.59999999999999964,0.38436589579991398,-2.34171385378433827,-3.91202300542814596,-8.59028280001839306,-0.09597150014084579,-9.32379427127471416,-2.99573227355399085,-5.43062915095898013,4.59999999999999964,0.60623768845543080,-2.56392346768478419,-3.91202300542814596,1.04899037535476469,0.14955962516756305,0.36290929811431960,0.00000000000000000,0.13303515536435237,0.00000000000000000,0.17158869216161929,0.16394001616650367,0.00000000000000000,6.45918335891573214,0.01912400034995838,-1.62513907880356889,0.00000000000000000,-0.66164980224562953,0.00000000000000000,-0.05091778852058385,0.11727591173566719,0.00000000000000000
10,-7.92458745149409260,-0.50576484111091524,-8.79453090650648228,-2.99573227355399085,-5.24024354489750888,4.59999999999999964,-0.05369407363825693,-1.83637866354734580,-3.91202300542814596,-8.24200708418740291,-0.55534567792081091,-8.63296786560612084,-2.99573227355399085,-5.17873145615319697,4.59999999999999964,-0.18250536687135266,-1.70003475339266696,-3.91202300542814596,-7.77931941148578154,-0.51697682791141752,-8.82826179824728996,-2.99573227355399085,-5.25508041294342476,4.59999999999999964,-0.06466719116513198,-1.85250779025409784,-3.91202300542814596,1.28577387896192241,0.17271482315543657,0.34588322042207753,0.00000000000000000,0.14019850483237781,0.00000000000000000,0.26640990624906458,0.26107573139670909,0.00000000000000000,7.43525688932109130,-0.30656609993244799,-1.35155160707962296,0.00000000000000000,-0.58713927950435219,0.00000000000000000,-0.61778905119185057,0.75895501212733618,0.00000000000000000
