rep,id_var,initT_simulated,aS_simulated,dS_simulated,lBt0_simulated,lk_simulated,lae_simulated,lw_simulated,dE_simulated,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lk_simulated,eta_lae_simulated,eta_lw_simulated,eta_dE_simulated,data,split,color,filter
5,48,-9.09854,1.84073,2.62222,0.0256864,-4.3376,0.054882,-2.99573,0,-4.73187,0.00848656,4.6,0,-0.105361,0,-3.29174,0.671588,thai,All,#4682B4,0
6,48,-12.4485,-1.50923,2.58189,-0.0146348,-4.35851,0.0339776,-2.99573,0,-4.74424,-0.00387569,4.6,0,-0.105361,0,-3.86231,0.101015,thai,All,#4682B4,0
7,48,-8.4363,2.50296,2.58393,-0.0125999,-4.36478,0.0276986,-2.99573,0,-4.74546,-0.00509469,4.6,0,-0.105361,0,-4.8233,-0.859977,thai,All,#4682B4,0
8,48,-7.90666,3.03261,2.57497,-0.021556,-4.37568,0.0168037,-2.99573,0,-4.73289,0.00746858,4.6,0,-0.105361,0,-4.33033,-0.366999,thai,All,#4682B4,0
9,48,-9.97246,0.966801,2.60075,0.00422206,-4.33429,0.0581891,-2.99573,0,-4.7446,-0.00423995,4.6,0,-0.105361,0,-3.72691,0.236419,thai,All,#4682B4,0
10,48,-9.76158,1.17768,2.63083,0.0342992,-4.36,0.0324797,-2.99573,0,-4.75449,-0.0141342,4.6,0,-0.105361,0,-3.41704,0.546286,thai,All,#4682B4,0
1,49,-1.88597,9.0533,2.59838,0.00184985,-4.42098,-0.0284952,-2.99573,0,-4.74471,-0.00435391,4.6,0,-0.105361,0,-3.89228,0.0710492,thai,All,#4682B4,0
2,49,-1.37373,9.56553,2.6074,0.0108681,-4.43554,-0.0430586,-2.99573,0,-4.73321,0.00715016,4.6,0,-0.105361,0,-3.70734,0.255988,thai,All,#4682B4,0
3,49,-4.37047,6.5688,2.59719,0.000662978,-4.36098,0.0315081,-2.99573,0,-4.74972,-0.00935584,4.6,0,-0.105361,0,-3.78802,0.175311,thai,All,#4682B4,0
4,49,-2.38928,8.54999,2.601,0.00447301,-4.40226,-0.00977329,-2.99573,0,-4.73554,0.00482212,4.6,0,-0.105361,0,-4.19951,-0.236185,thai,All,#4682B4,0
5,49,-2.83012,8.10914,2.58917,-0.00735973,-4.38284,0.00964219,-2.99573,0,-4.74244,-0.00207877,4.6,0,-0.105361,0,-3.75385,0.20948,thai,All,#4682B4,0
6,49,-2.85693,8.08234,2.62429,0.0277562,-4.32671,0.0657702,-2.99573,0,-4.73974,0.000617696,4.6,0,-0.105361,0,-3.9443,0.0190281,thai,All,#4682B4,0
7,49,-2.33992,8.59935,2.60985,0.0133211,-4.41923,-0.0267422,-2.99573,0,-4.73338,0.0069854,4.6,0,-0.105361,0,-4.81099,-0.847661,thai,All,#4682B4,0
8,49,-3.6426,7.29667,2.6212,0.0246754,-4.38741,0.0050737,-2.99573,0,-4.75879,-0.0184332,4.6,0,-0.105361,0,-4.4515,-0.488176,thai,All,#4682B4,0
9,49,-3.67503,7.26424,2.57195,-0.02458,-4.3706,0.0218807,-2.99573,0,-4.73098,0.00938468,4.6,0,-0.105361,0,-4.04092,-0.0775885,thai,All,#4682B4,0
10,49,-4.63431,6.30495,2.58242,-0.0141108,-4.33939,0.0530927,-2.99573,0,-4.73046,0.00989597,4.6,0,-0.105361,0,-4.40398,-0.440648,thai,All,#4682B4,0
1,50,-5.31069,5.62858,2.61332,0.0167905,-4.44843,-0.0559488,-2.99573,0,-4.73618,0.00417573,4.6,0,-0.105361,0,-4.32718,-0.363852,thai,All,#4682B4,0
2,50,-6.71254,4.22673,2.58693,-0.00959793,-4.41052,-0.0180329,-2.99573,0,-4.74563,-0.00526898,4.6,0,-0.105361,0,-4.10633,-0.143005,thai,All,#4682B4,0
3,50,-6.88532,4.05394,2.59543,-0.00109723,-4.40575,-0.0132641,-2.99573,0,-4.73214,0.00821854,4.6,0,-0.105361,0,-3.09298,0.870345,thai,All,#4682B4,0
4,50,-6.37261,4.56666,2.58906,-0.00746822,-4.43817,-0.0456841,-2.99573,0,-4.72982,0.0105369,4.6,0,-0.105361,0,-3.46604,0.497288,thai,All,#4682B4,0
5,50,-6.24429,4.69498,2.59874,0.00221582,-4.44223,-0.0497456,-2.99573,0,-4.7434,-0.00304241,4.6,0,-0.105361,0,-3.82828,0.135047,thai,All,#4682B4,0
6,50,-7.2715,3.66776,2.60231,0.00577787,-4.40367,-0.0111863,-2.99573,0,-4.74525,-0.00488543,4.6,0,-0.105361,0,-4.23398,-0.270656,thai,All,#4682B4,0
7,50,-7.09772,3.84155,2.57852,-0.0180043,-4.38252,0.00996541,-2.99573,0,-4.72826,0.0120967,4.6,0,-0.105361,0,-3.49701,0.466316,thai,All,#4682B4,0
8,50,-6.09592,4.84334,2.61052,0.0139886,-4.46592,-0.0734394,-2.99573,0,-4.75168,-0.011324,4.6,0,-0.105361,0,-3.98175,-0.0184181,thai,All,#4682B4,0
9,50,-6.39655,4.54271,2.60896,0.0124272,-4.37501,0.0174753,-2.99573,0,-4.72913,0.0112355,4.6,0,-0.105361,0,-3.70259,0.260742,thai,All,#4682B4,0
10,50,-7.875,3.06427,2.58428,-0.0122535,-4.41157,-0.0190837,-2.99573,0,-4.75102,-0.0106627,4.6,0,-0.105361,0,-4.03032,-0.0669927,thai,All,#4682B4,0
1,51,-10.9332,0.00605494,2.59292,-0.00360885,-4.35017,0.0423135,-2.99573,0,-4.74783,-0.00746977,4.6,0,-0.105361,0,-4.32243,-0.359105,thai,All,#4682B4,0
2,51,-10.2134,0.7259,2.59075,-0.0057797,-4.38774,0.00474739,-2.99573,0,-4.74729,-0.00693228,4.6,0,-0.105361,0,-4.31023,-0.346902,thai,All,#4682B4,0
3,51,-9.43909,1.50018,2.59689,0.000356021,-4.39586,-0.00337495,-2.99573,0,-4.73813,0.0022267,4.6,0,-0.105361,0,-4.02884,-0.0655085,thai,All,#4682B4,0
4,51,-9.8022,1.13707,2.58822,-0.0083135,-4.37011,0.0223692,-2.99573,0,-4.74453,-0.00416715,4.6,0,-0.105361,0,-3.6367,0.326632,thai,All,#4682B4,0
5,51,-9.89991,1.03936,2.62212,0.0255952,-4.38379,0.00868995,-2.99573,0,-4.72925,0.0111059,4.6,0,-0.105361,0,-4.45808,-0.494755,thai,All,#4682B4,0
6,51,-8.70332,2.23595,2.61534,0.0188072,-4.41649,-0.0240047,-2.99573,0,-4.74021,0.000147358,4.6,0,-0.105361,0,-4.44187,-0.478539,thai,All,#4682B4,0
7,51,-11.9139,-0.974662,2.57297,-0.0235565,-4.35394,0.0385434,-2.99573,0,-4.74096,-0.000602488,4.6,0,-0.105361,0,-3.52037,0.44296,thai,All,#4682B4,0
8,51,-10.5829,0.356334,2.59589,-0.000634975,-4.40843,-0.0159507,-2.99573,0,-4.73961,0.000746114,4.6,0,-0.105361,0,-3.76344,0.199887,thai,All,#4682B4,0
9,51,-9.82277,1.1165,2.58269,-0.0138388,-4.40258,-0.0100936,-2.99573,0,-4.73757,0.00278806,4.6,0,-0.105361,0,-3.39708,0.566245,thai,All,#4682B4,0
10,51,-11.8623,-0.923076,2.59505,-0.0014833,-4.38298,0.00950704,-2.99573,0,-4.73967,0.000693466,4.6,0,-0.105361,0,-4.46121,-0.497879,thai,All,#4682B4,0
1,1,-11.5943,-0.65504,2.60319,0.00665758,-4.36251,0.02997,-2.99573,0,-4.73878,0.00158484,4.6,0,-0.105361,0,-4.82229,-0.858961,africa,All,#4682B4,0
2,1,-11.8598,-0.920558,2.59356,-0.00297172,-4.36086,0.0316206,-2.99573,0,-4.75306,-0.0126972,4.6,0,-0.105361,0,-5.02027,-1.05694,africa,All,#4682B4,0
3,1,-10.1233,0.815995,2.59884,0.00231481,-4.3564,0.0360878,-2.99573,0,-4.73321,0.00715245,4.6,0,-0.105361,0,-5.06135,-1.09802,africa,All,#4682B4,0
4,1,-8.79116,2.14811,2.59322,-0.00330662,-4.42566,-0.0331788,-2.99573,0,-4.73533,0.00503291,4.6,0,-0.105361,0,-5.13014,-1.16681,africa,All,#4682B4,0
5,1,-12.5131,-1.57379,2.57146,-0.0250659,-4.3629,0.0295816,-2.99573,0,-4.73805,0.0023083,4.6,0,-0.105361,0,-5.15756,-1.19423,africa,All,#4682B4,0
6,1,-11.4759,-0.536652,2.57371,-0.0228226,-4.3779,0.0145789,-2.99573,0,-4.74409,-0.00372611,4.6,0,-0.105361,0,-4.71589,-0.752561,africa,All,#4682B4,0
7,1,-8.60382,2.33544,2.58904,-0.00748487,-4.41865,-0.0261652,-2.99573,0,-4.73435,0.00600783,4.6,0,-0.105361,0,-4.40798,-0.444656,africa,All,#4682B4,0
8,1,-12.2266,-1.28736,2.5818,-0.014725,-4.40851,-0.0160241,-2.99573,0,-4.75065,-0.0102904,4.6,0,-0.105361,0,-4.31531,-0.351978,africa,All,#4682B4,0
9,1,-9.53025,1.40901,2.60353,0.00700473,-4.41445,-0.0219637,-2.99573,0,-4.74054,-0.000174886,4.6,0,-0.105361,0,-3.91681,0.0465215,africa,All,#4682B4,0
10,1,-12.4897,-1.55042,2.57526,-0.0212644,-4.38164,0.0108434,-2.99573,0,-4.75843,-0.0180658,4.6,0,-0.105361,0,-4.29806,-0.334736,africa,All,#4682B4,0
1,2,-8.12729,2.81198,2.57432,-0.0222047,-4.40665,-0.0141715,-2.99573,0,-4.72906,0.0113047,4.6,0,-0.105361,0,-3.53833,0.425001,africa,All,#4682B4,0
2,2,-10.2733,0.665946,2.59203,-0.00450218,-4.35168,0.0408003,-2.99573,0,-4.73465,0.0057071,4.6,0,-0.105361,0,-4.33529,-0.371965,africa,All,#4682B4,0
3,2,-10.3221,0.61713,2.59804,0.00151363,-4.37808,0.0144004,-2.99573,0,-4.74897,-0.00860932,4.6,0,-0.105361,0,-4.49825,-0.534922,africa,All,#4682B4,0
4,2,-8.218,2.72127,2.58741,-0.00911472,-4.41145,-0.0189682,-2.99573,0,-4.73857,0.00178832,4.6,0,-0.105361,0,-4.02067,-0.0573447,africa,All,#4682B4,0
5,2,-7.1969,3.74236,2.59975,0.00321817,-4.41344,-0.0209536,-2.99573,0,-4.73719,0.00317474,4.6,0,-0.105361,0,-3.96872,-0.00539529,africa,All,#4682B4,0
6,2,-7.28463,3.65464,2.60102,0.00449529,-4.41977,-0.027282,-2.99573,0,-4.74093,-0.000566556,4.6,0,-0.105361,0,-4.10715,-0.14382,africa,All,#4682B4,0
7,2,-7.2553,3.68396,2.60579,0.00926248,-4.43173,-0.0392439,-2.99573,0,-4.74539,-0.00502963,4.6,0,-0.105361,0,-3.83083,0.132496,africa,All,#4682B4,0
8,2,-9.7957,1.14357,2.57579,-0.0207373,-4.39431,-0.00182639,-2.99573,0,-4.7428,-0.00243703,4.6,0,-0.105361,0,-4.15174,-0.188417,africa,All,#4682B4,0
9,2,-10.1262,0.813051,2.58691,-0.00961604,-4.31664,0.0758457,-2.99573,0,-4.73886,0.00149951,4.6,0,-0.105361,0,-3.46109,0.502234,africa,All,#4682B4,0
10,2,-10.0585,0.880745,2.58889,-0.00764405,-4.39298,-0.000500601,-2.99573,0,-4.74543,-0.0050718,4.6,0,-0.105361,0,-4.4954,-0.532073,africa,All,#4682B4,0
1,3,-10.1882,0.751097,2.57648,-0.0200529,-4.37363,0.0188555,-2.99573,0,-4.73513,0.00522968,4.6,0,-0.105361,0,-3.98877,-0.0254458,africa,All,#4682B4,0
2,3,-10.2267,0.712556,2.57108,-0.0254524,-4.40385,-0.0113628,-2.99573,0,-4.7438,-0.00344344,4.6,0,-0.105361,0,-3.58288,0.380449,africa,All,#4682B4,0
3,3,-11.5805,-0.641229,2.58777,-0.0087635,-4.34939,0.043097,-2.99573,0,-4.73782,0.00254175,4.6,0,-0.105361,0,-3.8009,0.162422,africa,All,#4682B4,0
4,3,-8.32281,2.61645,2.60201,0.00547793,-4.38128,0.011203,-2.99573,0,-4.73389,0.0064731,4.6,0,-0.105361,0,-3.93371,0.029619,africa,All,#4682B4,0
5,3,-8.04647,2.8928,2.60195,0.0054239,-4.4051,-0.0126126,-2.99573,0,-4.73631,0.00404617,4.6,0,-0.105361,0,-3.96983,-0.00650459,africa,All,#4682B4,0
6,3,-11.3353,-0.395991,2.60418,0.00765249,-4.38046,0.0120269,-2.99573,0,-4.7485,-0.00813726,4.6,0,-0.105361,0,-3.47228,0.491046,africa,All,#4682B4,0
7,3,-8.0775,2.86176,2.61145,0.014916,-4.41743,-0.0249517,-2.99573,0,-4.75234,-0.0119814,4.6,0,-0.105361,0,-4.22179,-0.25846,africa,All,#4682B4,0
8,3,-9.78589,1.15337,2.60348,0.00695155,-4.39644,-0.00395497,-2.99573,0,-4.74726,-0.00690066,4.6,0,-0.105361,0,-4.24493,-0.281602,africa,All,#4682B4,0
9,3,-10.7784,0.1609,2.62397,0.0274454,-4.36651,0.0259702,-2.99573,0,-4.74587,-0.00551178,4.6,0,-0.105361,0,-4.53642,-0.573097,africa,All,#4682B4,0
10,3,-10.3366,0.60265,2.63338,0.0368527,-4.34713,0.0453518,-2.99573,0,-4.74313,-0.00277178,4.6,0,-0.105361,0,-4.32479,-0.36146,africa,All,#4682B4,0
1,4,-13.1388,-2.19958,2.55825,-0.0382746,-4.36903,0.0234508,-2.99573,0,-4.73785,0.00251452,4.6,0,-0.105361,0,-3.56695,0.396377,africa,All,#4682B4,0
2,4,-11.0134,-0.0741645,2.60026,0.00373414,-4.39879,-0.00631088,-2.99573,0,-4.74377,-0.00341105,4.6,0,-0.105361,0,-4.14356,-0.18023,africa,All,#4682B4,0
3,4,-9.68216,1.25711,2.60515,0.00862242,-4.43278,-0.0402987,-2.99573,0,-4.73386,0.00649918,4.6,0,-0.105361,0,-3.47687,0.48646,africa,All,#4682B4,0
4,4,-11.2657,-0.326426,2.59263,-0.00390356,-4.43052,-0.0380362,-2.99573,0,-4.74641,-0.00605184,4.6,0,-0.105361,0,-4.04192,-0.0785969,africa,All,#4682B4,0
5,4,-9.01412,1.92514,2.60393,0.00740053,-4.36918,0.0233037,-2.99573,0,-4.73572,0.00463572,4.6,0,-0.105361,0,-3.68423,0.279098,africa,All,#4682B4,0
6,4,-9.33828,1.60098,2.61997,0.0234361,-4.39278,-0.00029499,-2.99573,0,-4.72974,0.0106205,4.6,0,-0.105361,0,-3.58453,0.378796,africa,All,#4682B4,0
7,4,-11.0959,-0.156651,2.59055,-0.00598054,-4.38752,0.00495986,-2.99573,0,-4.747,-0.00663801,4.6,0,-0.105361,0,-4.177,-0.213672,africa,All,#4682B4,0
8,4,-15.1362,-4.19697,2.59352,-0.00300898,-4.38457,0.00791014,-2.99573,0,-4.73956,0.000797236,4.6,0,-0.105361,0,-3.5445,0.418824,africa,All,#4682B4,0
9,4,-9.13089,1.80837,2.58454,-0.0119876,-4.38183,0.0106524,-2.99573,0,-4.74013,0.000226979,4.6,0,-0.105361,0,-3.97437,-0.0110388,africa,All,#4682B4,0
10,4,-10.0549,0.884332,2.61026,0.0137273,-4.42807,-0.0355825,-2.99573,0,-4.73442,0.00594135,4.6,0,-0.105361,0,-3.21417,0.749162,africa,All,#4682B4,0
1,5,-11.7359,-0.796588,2.60621,0.00968268,-4.38261,0.0098781,-2.99573,0,-4.74298,-0.00261776,4.6,0,-0.105361,0,-4.74342,-0.780096,africa,All,#4682B4,0
2,5,-10.6141,0.325196,2.58743,-0.00909643,-4.40587,-0.0133906,-2.99573,0,-4.74891,-0.00855227,4.6,0,-0.105361,0,-4.17438,-0.211058,africa,All,#4682B4,0
3,5,-8.84622,2.09305,2.59218,-0.00434513,-4.43689,-0.0444025,-2.99573,0,-4.72475,0.0156118,4.6,0,-0.105361,0,-3.97868,-0.015353,africa,All,#4682B4,0
4,5,-11.0435,-0.104231,2.5966,7.31077e-05,-4.40281,-0.0103292,-2.99573,0,-4.73525,0.00511223,4.6,0,-0.105361,0,-3.77601,0.187314,africa,All,#4682B4,0
5,5,-10.8368,0.102497,2.61579,0.0192642,-4.37816,0.0143258,-2.99573,0,-4.74331,-0.00294523,4.6,0,-0.105361,0,-3.75042,0.21291,africa,All,#4682B4,0
6,5,-13.1465,-2.2072,2.5872,-0.00932659,-4.42175,-0.0292642,-2.99573,0,-4.7432,-0.00284098,4.6,0,-0.105361,0,-4.27937,-0.316045,africa,All,#4682B4,0
7,5,-10.6568,0.2825,2.60349,0.0069635,-4.39375,-0.00127091,-2.99573,0,-4.74753,-0.00717343,4.6,0,-0.105361,0,-3.85974,0.103589,africa,All,#4682B4,0
8,5,-10.267,0.672272,2.59543,-0.00109673,-4.39533,-0.00284403,-2.99573,0,-4.74172,-0.00135991,4.6,0,-0.105361,0,-3.66501,0.298314,africa,All,#4682B4,0
9,5,-11.852,-0.912706,2.58863,-0.00789715,-4.36787,0.0246181,-2.99573,0,-4.73908,0.00128435,4.6,0,-0.105361,0,-3.87226,0.0910695,africa,All,#4682B4,0
10,5,-14.5725,-3.63319,2.59124,-0.00529393,-4.35161,0.0408729,-2.99573,0,-4.74362,-0.00325587,4.6,0,-0.105361,0,-4.08287,-0.119541,africa,All,#4682B4,0
1,6,-13.7236,-2.78431,2.59191,-0.00461946,-4.37095,0.0215299,-2.99573,0,-4.74675,-0.00639119,4.6,0,-0.105361,0,-3.54081,0.422516,africa,All,#4682B4,0
2,6,-16.513,-5.57369,2.58092,-0.0156138,-4.38848,0.00400116,-2.99573,0,-4.74664,-0.00628138,4.6,0,-0.105361,0,-2.79284,1.17049,africa,All,#4682B4,0
3,6,-13.9875,-3.0482,2.59709,0.000561833,-4.43038,-0.0378948,-2.99573,0,-4.75009,-0.00972615,4.6,0,-0.105361,0,-3.50722,0.456111,africa,All,#4682B4,0
4,6,-13.6666,-2.72732,2.59374,-0.00279267,-4.43882,-0.0463331,-2.99573,0,-4.7482,-0.00783907,4.6,0,-0.105361,0,-3.61579,0.34754,africa,All,#4682B4,0
5,6,-11.9767,-1.03741,2.60774,0.0112121,-4.37856,0.0139256,-2.99573,0,-4.73375,0.00660833,4.6,0,-0.105361,0,-3.59629,0.367033,africa,All,#4682B4,0
6,6,-13.0526,-2.1133,2.62992,0.0333905,-4.44857,-0.0560843,-2.99573,0,-4.74273,-0.0023701,4.6,0,-0.105361,0,-3.74608,0.217243,africa,All,#4682B4,0
7,6,-14.8689,-3.9296,2.56921,-0.0273207,-4.40079,-0.00830781,-2.99573,0,-4.73039,0.00996659,4.6,0,-0.105361,0,-3.90122,0.0621111,africa,All,#4682B4,0
8,6,-14.124,-3.18471,2.60676,0.0102292,-4.3827,0.00978829,-2.99573,0,-4.74827,-0.00790802,4.6,0,-0.105361,0,-3.31468,0.648652,africa,All,#4682B4,0
9,6,-15.5162,-4.57695,2.61705,0.0205207,-4.40049,-0.00800829,-2.99573,0,-4.72915,0.0112141,4.6,0,-0.105361,0,-3.87798,0.0853449,africa,All,#4682B4,0
10,6,-13.0786,-2.13937,2.6109,0.0143719,-4.36215,0.030331,-2.99573,0,-4.74034,1.94634e-05,4.6,0,-0.105361,0,-3.73425,0.229081,africa,All,#4682B4,0
1,7,-10.5108,0.428484,2.58894,-0.00759066,-4.41991,-0.0274297,-2.99573,0,-4.74115,-0.000789028,4.6,0,-0.105361,0,-3.2435,0.719823,africa,All,#4682B4,0
2,7,-12.3612,-1.4219,2.57713,-0.0193985,-4.39692,-0.00443561,-2.99573,0,-4.73804,0.00231692,4.6,0,-0.105361,0,-3.02127,0.94206,africa,All,#4682B4,0
3,7,-14.6862,-3.74693,2.59312,-0.00340545,-4.3858,0.00667953,-2.99573,0,-4.73925,0.0011102,4.6,0,-0.105361,0,-3.04741,0.915916,africa,All,#4682B4,0
4,7,-16.5827,-5.64342,2.57443,-0.0220964,-4.3938,-0.00131821,-2.99573,0,-4.74845,-0.00809334,4.6,0,-0.105361,0,-3.0582,0.905131,africa,All,#4682B4,0
5,7,-13.9988,-3.05954,2.61011,0.0135803,-4.371,0.0214788,-2.99573,0,-4.74117,-0.000809476,4.6,0,-0.105361,0,-3.22497,0.738362,africa,All,#4682B4,0
6,7,-15.7578,-4.81851,2.58304,-0.0134844,-4.38559,0.006893,-2.99573,0,-4.74236,-0.00199701,4.6,0,-0.105361,0,-3.02727,0.936056,africa,All,#4682B4,0
7,7,-17.4754,-6.53618,2.60307,0.00654171,-4.35216,0.0403218,-2.99573,0,-4.7355,0.00486013,4.6,0,-0.105361,0,-3.27189,0.691433,africa,All,#4682B4,0
8,7,-13.2901,-2.35082,2.60094,0.00441247,-4.3912,0.00127984,-2.99573,0,-4.73557,0.00479124,4.6,0,-0.105361,0,-3.27634,0.686987,africa,All,#4682B4,0
9,7,-16.4459,-5.50666,2.58695,-0.00958329,-4.40163,-0.00914752,-2.99573,0,-4.73863,0.00173316,4.6,0,-0.105361,0,-3.18252,0.780808,africa,All,#4682B4,0
10,7,-15.709,-4.76978,2.58607,-0.0104584,-4.36765,0.0248313,-2.99573,0,-4.74992,-0.00955927,4.6,0,-0.105361,0,-3.29071,0.672616,africa,All,#4682B4,0
1,8,-13.5557,-2.61643,2.59623,-0.000302895,-4.38216,0.0103227,-2.99573,0,-4.73911,0.00125261,4.6,0,-0.105361,0,-3.53536,0.427968,africa,All,#4682B4,0
2,8,-12.1547,-1.21543,2.57733,-0.019197,-4.40121,-0.00872761,-2.99573,0,-4.73565,0.00470824,4.6,0,-0.105361,0,-4.6334,-0.670076,africa,All,#4682B4,0
3,8,-12.0474,-1.10809,2.60599,0.00946082,-4.37808,0.0144078,-2.99573,0,-4.74337,-0.003014,4.6,0,-0.105361,0,-4.68542,-0.722098,africa,All,#4682B4,0
4,8,-10.856,0.083241,2.58167,-0.0148572,-4.4158,-0.023317,-2.99573,0,-4.72855,0.011815,4.6,0,-0.105361,0,-3.23665,0.726678,africa,All,#4682B4,0
5,8,-11.7036,-0.764383,2.57815,-0.018383,-4.3866,0.00588147,-2.99573,0,-4.72865,0.0117076,4.6,0,-0.105361,0,-3.89907,0.0642583,africa,All,#4682B4,0
6,8,-11.7224,-0.783177,2.59285,-0.00368157,-4.39213,0.000356255,-2.99573,0,-4.73464,0.00571566,4.6,0,-0.105361,0,-4.12835,-0.165028,africa,All,#4682B4,0
7,8,-12.1962,-1.25689,2.59046,-0.0060735,-4.40542,-0.012938,-2.99573,0,-4.7464,-0.00603675,4.6,0,-0.105361,0,-4.22977,-0.266442,africa,All,#4682B4,0
8,8,-11.9345,-0.995213,2.59875,0.00222019,-4.40401,-0.011531,-2.99573,0,-4.75286,-0.0124956,4.6,0,-0.105361,0,-4.69976,-0.73643,africa,All,#4682B4,0
9,8,-12.536,-1.59675,2.58982,-0.00671041,-4.40808,-0.015593,-2.99573,0,-4.74517,-0.00480569,4.6,0,-0.105361,0,-4.74175,-0.778426,africa,All,#4682B4,0
10,8,-11.9464,-1.00718,2.6524,0.0558752,-4.37738,0.0151052,-2.99573,0,-4.74335,-0.00298772,4.6,0,-0.105361,0,-4.94449,-0.981158,africa,All,#4682B4,0
1,9,-17.2651,-6.32584,2.62074,0.0242077,-4.38111,0.0113775,-2.99573,0,-4.73825,0.00210799,4.6,0,-0.105361,0,-3.30571,0.657619,africa,All,#4682B4,0
2,9,-13.4772,-2.5379,2.61697,0.0204372,-4.37209,0.0203888,-2.99573,0,-4.74629,-0.00592496,4.6,0,-0.105361,0,-3.64465,0.318676,africa,All,#4682B4,0
3,9,-11.6447,-0.705448,2.59323,-0.00329706,-4.39388,-0.00139649,-2.99573,0,-4.74691,-0.0065533,4.6,0,-0.105361,0,-3.93566,0.0276635,africa,All,#4682B4,0
4,9,-16.709,-5.76976,2.592,-0.00452799,-4.33681,0.0556745,-2.99573,0,-4.75256,-0.0121986,4.6,0,-0.105361,0,-3.86837,0.0949578,africa,All,#4682B4,0
5,9,-11.4357,-0.496483,2.59937,0.00283617,-4.39833,-0.00584263,-2.99573,0,-4.73552,0.00483857,4.6,0,-0.105361,0,-3.68435,0.278973,africa,All,#4682B4,0
6,9,-14.4855,-3.5462,2.5809,-0.0156304,-4.377,0.0154862,-2.99573,0,-4.73088,0.0094759,4.6,0,-0.105361,0,-3.53126,0.432066,africa,All,#4682B4,0
7,9,-12.4801,-1.54084,2.60803,0.0114966,-4.38611,0.00637672,-2.99573,0,-4.74355,-0.00318577,4.6,0,-0.105361,0,-3.79451,0.168821,africa,All,#4682B4,0
8,9,-13.2253,-2.28602,2.5994,0.0028752,-4.38154,0.0109451,-2.99573,0,-4.75087,-0.0105081,4.6,0,-0.105361,0,-3.48592,0.47741,africa,All,#4682B4,0
9,9,-9.84167,1.0976,2.59324,-0.00328455,-4.43469,-0.0422053,-2.99573,0,-4.72905,0.011306,4.6,0,-0.105361,0,-3.92694,0.0363918,africa,All,#4682B4,0
10,9,-12.0551,-1.11587,2.59883,0.00229939,-4.36187,0.0306182,-2.99573,0,-4.73843,0.00193065,4.6,0,-0.105361,0,-3.90397,0.0593614,africa,All,#4682B4,0
1,10,-12.7834,-1.84414,2.60937,0.0128375,-4.41915,-0.0266709,-2.99573,0,-4.74503,-0.00466734,4.6,0,-0.105361,0,-4.33595,-0.372621,africa,All,#4682B4,0
2,10,-11.5085,-0.569219,2.61084,0.0143155,-4.41964,-0.0271562,-2.99573,0,-4.74373,-0.00336833,4.6,0,-0.105361,0,-4.31923,-0.355907,africa,All,#4682B4,0
3,10,-12.9624,-2.02314,2.5901,-0.00643166,-4.39513,-0.00264553,-2.99573,0,-4.73062,0.00973923,4.6,0,-0.105361,0,-3.70776,0.255567,africa,All,#4682B4,0
4,10,-13.6809,-2.74161,2.59871,0.0021819,-4.41725,-0.0247655,-2.99573,0,-4.74816,-0.00780085,4.6,0,-0.105361,0,-4.39793,-0.434601,africa,All,#4682B4,0
5,10,-11.9119,-0.972677,2.57922,-0.0173048,-4.40972,-0.017237,-2.99573,0,-4.73437,0.00599338,4.6,0,-0.105361,0,-4.5909,-0.627569,africa,All,#4682B4,0
6,10,-12.594,-1.65471,2.60484,0.00830852,-4.42943,-0.0369515,-2.99573,0,-4.73677,0.00359264,4.6,0,-0.105361,0,-4.02137,-0.0580474,africa,All,#4682B4,0
7,10,-12.7568,-1.81751,2.61204,0.0155098,-4.4113,-0.0188158,-2.99573,0,-4.74153,-0.0011696,4.6,0,-0.105361,0,-4.08949,-0.126165,africa,All,#4682B4,0
8,10,-13.0275,-2.08821,2.60863,0.0121014,-4.40838,-0.0158938,-2.99573,0,-4.73069,0.00966817,4.6,0,-0.105361,0,-4.34252,-0.379196,africa,All,#4682B4,0
9,10,-12.8013,-1.86199,2.61049,0.0139594,-4.40199,-0.00951012,-2.99573,0,-4.73594,0.0044228,4.6,0,-0.105361,0,-4.26753,-0.304199,africa,All,#4682B4,0
10,10,-11.6637,-0.724482,2.58897,-0.00756041,-4.42837,-0.0358899,-2.99573,0,-4.73984,0.000516046,4.6,0,-0.105361,0,-4.71282,-0.749492,africa,All,#4682B4,0
1,11,-8.26578,2.67349,2.55698,-0.0395503,-4.44198,-0.0494951,-2.99573,0,-4.74404,-0.00367515,4.6,0,-0.105361,0,-4.50542,-0.542089,africa,All,#4682B4,0
2,11,-7.55225,3.38701,2.62043,0.0239028,-4.40605,-0.013571,-2.99573,0,-4.73997,0.000388045,4.6,0,-0.105361,0,-4.33981,-0.376488,africa,All,#4682B4,0
3,11,-8.19771,2.74156,2.5952,-0.00132632,-4.40747,-0.0149902,-2.99573,0,-4.75117,-0.0108104,4.6,0,-0.105361,0,-4.301,-0.337673,africa,All,#4682B4,0
4,11,-7.64851,3.29075,2.61106,0.0145331,-4.41689,-0.0244107,-2.99573,0,-4.74622,-0.00585937,4.6,0,-0.105361,0,-4.16845,-0.205124,africa,All,#4682B4,0
