parameter,value,se_lin,rse_lin
initT_pop,-10.93926599808845523,0.84060485240244365,7.68428935313696826
aS_pop,13.41708813954219970,1.49465914534894195,11.13996665896495131
dS_pop,0.01236997255200988,0.00149330419834938,12.07200898846573622
tau_pop,0.05000000000000001,,
lBt0_pop,-4.74036060559246764,0.05506761644073120,1.16167568298000079
lp_pop,4.59999999999999964,,
dI_pop,0.90000000000000002,,
lk_pop,-3.96332711738611509,1.04270820404496334,26.30891100234612878
lae_pop,1.03151453546790717,0.96890709348676030,93.93053225830236386
lw_pop,1.63328914578644291,0.98827762958460263,60.50843061892378216
dE_pop,0.17034998398214046,0.04221377032134205,24.78061302651355646
lE50_pop,2.00000000000000000,,
omega_initT,3.27535130108457961,0.47256701676095864,14.42797957594581604
omega_aS,0.01565950288817950,0.27813643775543584,1776.15113162618854403
omega_dS,0.03085551744854561,0.14359476556536299,465.37792083642858643
omega_lBt0,0.00744649927628400,0.11815632167922377,1586.73649583951737441
omega_lk,0.50439344603263203,0.15287083125001810,30.30785440462048186
omega_lae,0.15646017062535578,0.35491290475783138,226.83913953262339191
omega_lw,0.56849706988769233,0.12620995108719218,22.20063352518689470
omega_dE,1.31175365946442279,0.16473546141944054,12.55841447293545521
a,0.37592964758587638,0.07751675634047799,20.62001676065473177
b,0.02734698806331708,0.01559828699043654,57.03840932800894592
