rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,lw,dE,lE50,data
1,26,-11.963890,13.466444,0.011856,0.050000,-4.733221,4.600000,0.900000,-3.199904,0.937629,2.100589,0.033055,2.000000,africa
2,26,-11.917687,13.718185,0.012061,0.050000,-4.735830,4.600000,0.900000,-3.768329,0.993928,2.180237,0.032914,2.000000,africa
3,26,-15.605453,13.593550,0.012045,0.050000,-4.749732,4.600000,0.900000,-3.470704,1.190263,2.214469,0.027950,2.000000,africa
4,26,-15.330558,13.576468,0.012458,0.050000,-4.746520,4.600000,0.900000,-3.862278,0.771617,2.385370,0.027950,2.000000,africa
5,26,-13.807778,13.281599,0.012799,0.050000,-4.739711,4.600000,0.900000,-4.316752,1.208836,2.968294,0.028167,2.000000,africa
6,26,-16.032082,13.384110,0.012015,0.050000,-4.749186,4.600000,0.900000,-3.187733,1.027145,2.382266,0.029641,2.000000,africa
7,26,-14.099737,13.491139,0.012197,0.050000,-4.726800,4.600000,0.900000,-3.374697,1.055662,1.867783,0.027452,2.000000,africa
8,26,-13.907619,13.455140,0.011644,0.050000,-4.734527,4.600000,0.900000,-3.435916,1.232067,1.990165,0.031075,2.000000,africa
9,26,-14.982084,13.502776,0.012743,0.050000,-4.731269,4.600000,0.900000,-3.644360,1.072025,2.446800,0.030283,2.000000,africa
10,26,-13.661737,13.555765,0.012226,0.050000,-4.738081,4.600000,0.900000,-4.209351,1.155797,2.709602,0.028742,2.000000,africa
1,27,-11.793228,13.315329,0.012431,0.050000,-4.748831,4.600000,0.900000,-4.071079,0.636753,0.778059,0.228966,2.000000,africa
2,27,-10.299009,13.248982,0.012101,0.050000,-4.738096,4.600000,0.900000,-4.306464,1.115077,1.468411,1.182659,2.000000,africa
3,27,-12.856466,13.724056,0.012658,0.050000,-4.738617,4.600000,0.900000,-5.204371,0.899065,1.636202,0.108792,2.000000,africa
4,27,-11.881197,13.745967,0.012849,0.050000,-4.739211,4.600000,0.900000,-4.597240,1.024269,1.215653,0.366906,2.000000,africa
5,27,-12.326985,13.096948,0.012593,0.050000,-4.745242,4.600000,0.900000,-5.175365,1.316229,1.197956,0.100311,2.000000,africa
6,27,-11.589135,13.568254,0.012062,0.050000,-4.742306,4.600000,0.900000,-4.319218,0.858670,0.947194,0.499942,2.000000,africa
7,27,-13.332266,13.288803,0.012596,0.050000,-4.742444,4.600000,0.900000,-5.077183,0.890773,1.551206,0.070067,2.000000,africa
8,27,-12.131241,12.900305,0.011987,0.050000,-4.737485,4.600000,0.900000,-3.672114,1.090537,0.923456,1.078007,2.000000,africa
9,27,-10.905108,13.397207,0.012264,0.050000,-4.749328,4.600000,0.900000,-4.787832,0.984254,1.492893,0.109269,2.000000,africa
10,27,-11.896550,13.399013,0.012531,0.050000,-4.740098,4.600000,0.900000,-4.773008,0.837933,1.201889,0.173098,2.000000,africa
1,28,-8.724685,13.828391,0.012107,0.050000,-4.740445,4.600000,0.900000,-4.337488,1.008922,1.106520,1.449713,2.000000,africa
2,28,-8.066504,13.933134,0.012489,0.050000,-4.731976,4.600000,0.900000,-5.262076,0.959541,1.406164,0.678563,2.000000,africa
3,28,-10.047598,13.836585,0.012801,0.050000,-4.738629,4.600000,0.900000,-4.188727,1.114187,0.776984,0.180239,2.000000,africa
4,28,-11.137372,13.426455,0.012255,0.050000,-4.748423,4.600000,0.900000,-4.669970,1.011515,1.257754,0.256707,2.000000,africa
5,28,-9.712596,13.619008,0.012331,0.050000,-4.753779,4.600000,0.900000,-4.092116,0.785791,1.016579,0.091659,2.000000,africa
6,28,-7.837157,13.761861,0.012274,0.050000,-4.731858,4.600000,0.900000,-4.295324,0.933491,1.172124,0.981487,2.000000,africa
7,28,-10.861644,13.296240,0.012087,0.050000,-4.748384,4.600000,0.900000,-4.293841,1.002101,1.160191,0.275961,2.000000,africa
8,28,-11.223486,13.214869,0.012507,0.050000,-4.748458,4.600000,0.900000,-4.337507,1.149801,0.426550,0.352038,2.000000,africa
9,28,-9.242701,13.482135,0.012537,0.050000,-4.745735,4.600000,0.900000,-4.516142,1.124662,1.299502,0.254813,2.000000,africa
10,28,-9.478938,13.461855,0.012297,0.050000,-4.729365,4.600000,0.900000,-3.769035,0.841388,0.781605,0.859220,2.000000,africa
1,29,-14.717196,13.639524,0.012508,0.050000,-4.740626,4.600000,0.900000,-3.645139,1.384653,1.406362,0.152740,2.000000,africa
2,29,-16.661809,13.442719,0.011836,0.050000,-4.751872,4.600000,0.900000,-3.852311,1.160931,1.980833,1.177769,2.000000,africa
3,29,-15.547367,13.563401,0.012663,0.050000,-4.740808,4.600000,0.900000,-3.834307,0.928784,1.763379,0.851501,2.000000,africa
4,29,-17.822514,13.480192,0.012814,0.050000,-4.739015,4.600000,0.900000,-3.899439,0.703953,2.278487,3.788394,2.000000,africa
5,29,-16.758785,13.090421,0.012261,0.050000,-4.736705,4.600000,0.900000,-3.119623,1.043789,1.061481,0.421460,2.000000,africa
6,29,-13.570393,13.594952,0.012287,0.050000,-4.741755,4.600000,0.900000,-3.810357,1.034200,1.765505,0.238999,2.000000,africa
7,29,-13.922523,13.175909,0.012022,0.050000,-4.731712,4.600000,0.900000,-4.161229,1.124172,1.857956,0.929759,2.000000,africa
8,29,-16.192727,13.526602,0.012532,0.050000,-4.729725,4.600000,0.900000,-3.946923,0.869057,1.675024,0.559246,2.000000,africa
9,29,-16.680627,13.537525,0.011951,0.050000,-4.754096,4.600000,0.900000,-3.502787,1.012473,1.985499,2.271273,2.000000,africa
10,29,-14.389335,13.535542,0.011877,0.050000,-4.736280,4.600000,0.900000,-4.168001,1.041646,1.512695,0.375566,2.000000,africa
1,30,-6.836547,13.696415,0.012441,0.050000,-4.739643,4.600000,0.900000,-3.293311,0.715435,1.933732,0.724919,2.000000,africa
2,30,-12.191389,13.314183,0.012706,0.050000,-4.742446,4.600000,0.900000,-3.687591,1.441712,2.308956,0.307168,2.000000,africa
3,30,-7.681610,13.536707,0.011916,0.050000,-4.733723,4.600000,0.900000,-3.228536,1.135324,1.291130,0.303349,2.000000,africa
4,30,-8.826897,13.476325,0.012687,0.050000,-4.734165,4.600000,0.900000,-4.449525,1.174350,1.676712,0.768487,2.000000,africa
5,30,-12.091217,12.934397,0.012501,0.050000,-4.751522,4.600000,0.900000,-4.202302,1.017549,2.293143,1.194445,2.000000,africa
6,30,-8.822582,13.702790,0.012238,0.050000,-4.751251,4.600000,0.900000,-3.511081,1.072357,1.369435,0.336114,2.000000,africa
7,30,-10.047306,13.186673,0.012998,0.050000,-4.728461,4.600000,0.900000,-4.901556,0.864978,2.037797,0.350425,2.000000,africa
8,30,-8.954710,13.758853,0.012221,0.050000,-4.752431,4.600000,0.900000,-3.875043,1.323361,1.109662,0.486263,2.000000,africa
9,30,-11.299892,13.448852,0.012894,0.050000,-4.739689,4.600000,0.900000,-4.888270,1.218051,2.497237,0.492884,2.000000,africa
10,30,-10.709911,13.368682,0.012089,0.050000,-4.748180,4.600000,0.900000,-3.964987,1.080153,2.310893,0.680695,2.000000,africa
1,31,-11.450936,13.001157,0.012279,0.050000,-4.748281,4.600000,0.900000,-3.886467,0.915394,1.272585,0.036357,2.000000,africa
2,31,-10.161370,13.407185,0.012745,0.050000,-4.734947,4.600000,0.900000,-3.764586,0.970595,1.343039,0.031869,2.000000,africa
3,31,-9.835800,13.447827,0.011941,0.050000,-4.729799,4.600000,0.900000,-4.218689,1.223129,0.729935,0.056216,2.000000,africa
4,31,-8.720917,13.337396,0.012061,0.050000,-4.733900,4.600000,0.900000,-3.873905,1.029062,1.102063,0.048517,2.000000,africa
5,31,-10.220065,13.557274,0.012531,0.050000,-4.740624,4.600000,0.900000,-3.774859,0.666071,1.107354,0.033635,2.000000,africa
6,31,-12.788081,13.071273,0.012409,0.050000,-4.742214,4.600000,0.900000,-4.647688,1.122037,1.478757,0.038277,2.000000,africa
7,31,-10.188595,13.505692,0.012290,0.050000,-4.743401,4.600000,0.900000,-4.333174,1.102781,1.258665,0.040562,2.000000,africa
8,31,-12.073813,13.396575,0.012514,0.050000,-4.727802,4.600000,0.900000,-3.584369,1.067425,0.719171,0.034795,2.000000,africa
9,31,-9.953969,13.591705,0.012476,0.050000,-4.728141,4.600000,0.900000,-3.433124,1.000974,1.090785,0.031782,2.000000,africa
10,31,-13.378021,13.159642,0.012683,0.050000,-4.749663,4.600000,0.900000,-4.163250,1.210824,1.835711,0.027080,2.000000,africa
1,32,-22.664808,13.348051,0.012215,0.050000,-4.737741,4.600000,0.900000,-4.429157,0.847397,0.667275,1.004217,2.000000,africa
2,32,-17.788685,13.552045,0.011631,0.050000,-4.748907,4.600000,0.900000,-3.298609,1.052597,0.408363,1.263736,2.000000,africa
3,32,-19.891022,13.655813,0.011758,0.050000,-4.752073,4.600000,0.900000,-3.739357,1.257017,0.408918,0.589971,2.000000,africa
4,32,-15.815944,13.721910,0.011602,0.050000,-4.740737,4.600000,0.900000,-4.521609,1.080736,0.901399,0.081691,2.000000,africa
5,32,-16.877012,13.614144,0.012149,0.050000,-4.731907,4.600000,0.900000,-4.304245,1.107939,-0.078674,0.114111,2.000000,africa
6,32,-20.991061,13.679945,0.012141,0.050000,-4.721758,4.600000,0.900000,-4.862909,1.128073,0.953064,0.091254,2.000000,africa
7,32,-16.675142,13.597759,0.012737,0.050000,-4.743007,4.600000,0.900000,-4.545453,0.850518,2.107913,0.033013,2.000000,africa
8,32,-22.529461,13.255763,0.012273,0.050000,-4.736130,4.600000,0.900000,-4.565026,1.326892,0.955162,0.074795,2.000000,africa
9,32,-18.285828,13.519457,0.012509,0.050000,-4.722116,4.600000,0.900000,-4.741057,1.443008,1.250069,1.869653,2.000000,africa
10,32,-21.502216,13.501291,0.011710,0.050000,-4.749326,4.600000,0.900000,-4.545865,1.082170,1.075928,0.662271,2.000000,africa
1,33,-7.850664,13.758196,0.011896,0.050000,-4.738349,4.600000,0.900000,-4.778377,1.056346,0.892252,0.137378,2.000000,africa
2,33,-11.516732,13.684508,0.012344,0.050000,-4.731939,4.600000,0.900000,-3.515662,0.957683,0.779736,0.049531,2.000000,africa
3,33,-9.826270,13.445852,0.012190,0.050000,-4.744105,4.600000,0.900000,-3.833338,1.185233,1.168367,0.046897,2.000000,africa
4,33,-7.307133,13.711771,0.011715,0.050000,-4.737752,4.600000,0.900000,-4.216139,1.190686,0.911001,0.057904,2.000000,africa
5,33,-10.599776,13.758548,0.012335,0.050000,-4.743183,4.600000,0.900000,-3.674368,1.037446,1.179792,0.036072,2.000000,africa
6,33,-10.797168,13.128424,0.012511,0.050000,-4.736984,4.600000,0.900000,-3.869146,1.311262,1.205341,0.040139,2.000000,africa
7,33,-12.342283,13.412273,0.012752,0.050000,-4.751661,4.600000,0.900000,-3.888443,1.087334,1.423696,0.033262,2.000000,africa
8,33,-12.812443,13.317625,0.013082,0.050000,-4.742397,4.600000,0.900000,-3.540155,0.957871,1.342511,0.034028,2.000000,africa
9,33,-13.176927,13.350473,0.012854,0.050000,-4.744138,4.600000,0.900000,-3.591028,1.106468,1.238085,0.039841,2.000000,africa
10,33,-9.455672,13.507563,0.012426,0.050000,-4.735508,4.600000,0.900000,-4.922598,1.035685,1.962919,0.044825,2.000000,africa
1,34,-10.623479,13.332719,0.012221,0.050000,-4.749063,4.600000,0.900000,-3.710932,0.858210,3.133239,0.032373,2.000000,africa
2,34,-11.053652,13.565373,0.012078,0.050000,-4.745562,4.600000,0.900000,-3.517156,1.127824,2.871849,0.031948,2.000000,africa
3,34,-13.038044,13.538754,0.012375,0.050000,-4.746712,4.600000,0.900000,-3.600242,1.178465,3.042443,0.026494,2.000000,africa
4,34,-14.459305,13.325989,0.012786,0.050000,-4.730542,4.600000,0.900000,-3.632931,1.185300,2.744638,0.025719,2.000000,africa
5,34,-11.032270,13.510720,0.012216,0.050000,-4.744062,4.600000,0.900000,-3.526503,1.035089,2.946530,0.030946,2.000000,africa
6,34,-9.471469,13.044104,0.012469,0.050000,-4.729738,4.600000,0.900000,-3.155051,0.753258,2.641588,0.033193,2.000000,africa
7,34,-11.918140,13.806277,0.012764,0.050000,-4.742605,4.600000,0.900000,-3.445982,1.002679,2.890414,0.030641,2.000000,africa
8,34,-11.283349,13.406972,0.012183,0.050000,-4.732882,4.600000,0.900000,-3.412211,1.007944,2.607607,0.028848,2.000000,africa
9,34,-11.677237,13.102576,0.012288,0.050000,-4.737981,4.600000,0.900000,-3.671695,1.003721,3.061318,0.031327,2.000000,africa
10,34,-11.503378,13.523577,0.012769,0.050000,-4.741128,4.600000,0.900000,-3.610255,0.813855,3.148741,0.029844,2.000000,africa
