initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,lw_abscissa,lw_cdf,lI50_abscissa,lI50_cdf,split
-0.00512785,0.458824,-0.149867,0.458824,-0.136948,0.458824,-0.256062,0.458824,-0.113608,0.458824,All
-0.00308724,0.460784,-0.148604,0.460784,-0.135788,0.460784,-0.25327,0.460784,-0.104376,0.460784,All
0.00486764,0.462745,-0.145882,0.462745,-0.122351,0.462745,-0.246722,0.462745,-0.0951385,0.462745,All
0.0128681,0.464706,-0.134961,0.464706,-0.117873,0.464706,-0.233886,0.464706,-0.0864762,0.464706,All
0.0148885,0.466667,-0.134344,0.466667,-0.116151,0.466667,-0.232696,0.466667,-0.0784953,0.466667,All
0.0166031,0.468627,-0.132213,0.468627,-0.113023,0.468627,-0.231519,0.468627,-0.0763055,0.468627,All
0.0231323,0.470588,-0.125227,0.470588,-0.111731,0.470588,-0.230824,0.470588,-0.0732045,0.470588,All
0.02531,0.472549,-0.124794,0.472549,-0.109087,0.472549,-0.226522,0.472549,-0.0458084,0.472549,All
0.0301006,0.47451,-0.122373,0.47451,-0.107193,0.47451,-0.219497,0.47451,-0.0362292,0.47451,All
0.0503331,0.476471,-0.121846,0.476471,-0.106836,0.476471,-0.213457,0.476471,-0.033396,0.476471,All
0.0541166,0.478431,-0.121131,0.478431,-0.0966451,0.478431,-0.211163,0.478431,-0.0237253,0.478431,All
0.0580551,0.480392,-0.119986,0.480392,-0.0932211,0.480392,-0.211034,0.480392,-0.0143119,0.480392,All
0.0600178,0.482353,-0.106528,0.482353,-0.0855541,0.482353,-0.209669,0.482353,-0.0136508,0.482353,All
0.0664774,0.484314,-0.101274,0.484314,-0.0833801,0.484314,-0.204207,0.484314,-0.001546,0.484314,All
0.0687309,0.486275,-0.090028,0.486275,-0.0703409,0.486275,-0.197414,0.486275,0.00657121,0.486275,All
0.0729228,0.488235,-0.0865943,0.488235,-0.0692265,0.488235,-0.189968,0.488235,0.00725662,0.488235,All
0.0826229,0.490196,-0.0865257,0.490196,-0.0677372,0.490196,-0.188604,0.490196,0.0147459,0.490196,All
0.0832621,0.492157,-0.0846101,0.492157,-0.0673195,0.492157,-0.180648,0.492157,0.0204722,0.492157,All
0.0845028,0.494118,-0.0767005,0.494118,-0.0672159,0.494118,-0.172579,0.494118,0.0229718,0.494118,All
0.0859849,0.496078,-0.0676351,0.496078,-0.0619524,0.496078,-0.16317,0.496078,0.0290813,0.496078,All
0.0867689,0.498039,-0.0668072,0.498039,-0.0566542,0.498039,-0.158927,0.498039,0.0303681,0.498039,All
0.092154,0.5,-0.0625575,0.5,-0.0558295,0.5,-0.152959,0.5,0.0393384,0.5,All
0.0989235,0.501961,-0.0555648,0.501961,-0.0539554,0.501961,-0.140573,0.501961,0.0449669,0.501961,All
0.10631,0.503922,-0.0461632,0.503922,-0.049931,0.503922,-0.130338,0.503922,0.0507391,0.503922,All
0.11001,0.505882,-0.0454961,0.505882,-0.0428834,0.505882,-0.126485,0.505882,0.0695207,0.505882,All
0.11331,0.507843,-0.0423435,0.507843,-0.0345315,0.507843,-0.122658,0.507843,0.0696095,0.507843,All
0.118291,0.509804,-0.0407345,0.509804,-0.0306361,0.509804,-0.121229,0.509804,0.0724803,0.509804,All
0.122727,0.511765,-0.0306501,0.511765,-0.0282589,0.511765,-0.120893,0.511765,0.0842044,0.511765,All
0.125221,0.513725,-0.0209889,0.513725,-0.0250076,0.513725,-0.115872,0.513725,0.0864273,0.513725,All
0.128875,0.515686,-0.0205364,0.515686,-0.0161013,0.515686,-0.115312,0.515686,0.0866366,0.515686,All
0.129426,0.517647,-0.0202095,0.517647,-0.00546219,0.517647,-0.11467,0.517647,0.0904684,0.517647,All
0.137127,0.519608,-0.0200492,0.519608,-0.00449047,0.519608,-0.105443,0.519608,0.108944,0.519608,All
0.145281,0.521569,-0.0151288,0.521569,0.000499231,0.521569,-0.0975453,0.521569,0.110418,0.521569,All
0.152024,0.523529,-0.00734497,0.523529,0.00136455,0.523529,-0.0972905,0.523529,0.111477,0.523529,All
0.161733,0.52549,0.00193845,0.52549,0.00654203,0.52549,-0.0965398,0.52549,0.114342,0.52549,All
0.163786,0.527451,0.00518336,0.527451,0.00763343,0.527451,-0.0932058,0.527451,0.117324,0.527451,All
0.169475,0.529412,0.00730641,0.529412,0.0110615,0.529412,-0.0878045,0.529412,0.122794,0.529412,All
0.172172,0.531373,0.0080161,0.531373,0.0115534,0.531373,-0.0852975,0.531373,0.133838,0.531373,All
0.173048,0.533333,0.0115164,0.533333,0.0174747,0.533333,-0.0851592,0.533333,0.135551,0.533333,All
0.174905,0.535294,0.0204266,0.535294,0.0222685,0.535294,-0.0830567,0.535294,0.136099,0.535294,All
0.180413,0.537255,0.0333946,0.537255,0.0240939,0.537255,-0.0767045,0.537255,0.140121,0.537255,All
0.180794,0.539216,0.0368232,0.539216,0.028487,0.539216,-0.0748064,0.539216,0.146334,0.539216,All
0.18111,0.541176,0.037754,0.541176,0.03029,0.541176,-0.0690513,0.541176,0.149546,0.541176,All
0.184198,0.543137,0.0488177,0.543137,0.0330938,0.543137,-0.0670162,0.543137,0.153173,0.543137,All
0.185423,0.545098,0.0495292,0.545098,0.0344496,0.545098,-0.0620554,0.545098,0.15989,0.545098,All
0.187686,0.547059,0.0500501,0.547059,0.0377124,0.547059,-0.0602349,0.547059,0.16321,0.547059,All
0.189414,0.54902,0.0516314,0.54902,0.0384077,0.54902,-0.0541171,0.54902,0.166893,0.54902,All
0.190214,0.55098,0.0542417,0.55098,0.0400016,0.55098,-0.0519866,0.55098,0.173659,0.55098,All
0.194187,0.552941,0.0599501,0.552941,0.0444586,0.552941,-0.0480688,0.552941,0.176465,0.552941,All
0.195095,0.554902,0.0696779,0.554902,0.0459759,0.554902,-0.0442439,0.554902,0.180986,0.554902,All
0.198066,0.556863,0.0710729,0.556863,0.0511051,0.556863,-0.0406751,0.556863,0.192743,0.556863,All
0.207275,0.558824,0.0761593,0.558824,0.0554578,0.558824,-0.0315605,0.558824,0.195652,0.558824,All
0.208335,0.560784,0.0826468,0.560784,0.0563668,0.560784,-0.0216152,0.560784,0.197783,0.560784,All
0.208654,0.562745,0.0840402,0.562745,0.0571096,0.562745,-0.021494,0.562745,0.205419,0.562745,All
0.214945,0.564706,0.0929182,0.564706,0.0652743,0.564706,-0.0188976,0.564706,0.20829,0.564706,All
0.220973,0.566667,0.0958335,0.566667,0.0719114,0.566667,-0.0110859,0.566667,0.211414,0.566667,All
0.224156,0.568627,0.104365,0.568627,0.0850671,0.568627,-0.00517394,0.568627,0.22562,0.568627,All
0.224589,0.570588,0.10606,0.570588,0.0913779,0.570588,-0.00316787,0.570588,0.23034,0.570588,All
0.230366,0.572549,0.110742,0.572549,0.0916847,0.572549,-0.00181251,0.572549,0.23913,0.572549,All
0.231501,0.57451,0.110796,0.57451,0.0935939,0.57451,0.0078095,0.57451,0.239495,0.57451,All
0.234564,0.576471,0.118435,0.576471,0.0975327,0.576471,0.0125803,0.576471,0.23984,0.576471,All
0.236211,0.578431,0.12139,0.578431,0.106544,0.578431,0.0242211,0.578431,0.251587,0.578431,All
0.236294,0.580392,0.123164,0.580392,0.112437,0.580392,0.0346583,0.580392,0.259516,0.580392,All
0.238796,0.582353,0.128438,0.582353,0.118017,0.582353,0.0463225,0.582353,0.261101,0.582353,All
0.243683,0.584314,0.129898,0.584314,0.127684,0.584314,0.0514054,0.584314,0.265386,0.584314,All
0.244766,0.586275,0.136872,0.586275,0.128527,0.586275,0.0519677,0.586275,0.282367,0.586275,All
0.24954,0.588235,0.137916,0.588235,0.135275,0.588235,0.0558982,0.588235,0.287839,0.588235,All
0.251645,0.590196,0.139923,0.590196,0.136419,0.590196,0.0696237,0.590196,0.292293,0.590196,All
0.256854,0.592157,0.142289,0.592157,0.153463,0.592157,0.0700493,0.592157,0.292721,0.592157,All
0.262987,0.594118,0.144006,0.594118,0.160264,0.594118,0.0738999,0.594118,0.300188,0.594118,All
0.26336,0.596078,0.151656,0.596078,0.160464,0.596078,0.0854616,0.596078,0.31594,0.596078,All
0.27199,0.598039,0.154877,0.598039,0.163245,0.598039,0.08549,0.598039,0.327362,0.598039,All
0.28397,0.6,0.158893,0.6,0.164125,0.6,0.100963,0.6,0.341971,0.6,All
0.298347,0.601961,0.161785,0.601961,0.165128,0.601961,0.101944,0.601961,0.343854,0.601961,All
0.303553,0.603922,0.169009,0.603922,0.175787,0.603922,0.112445,0.603922,0.346172,0.603922,All
0.309631,0.605882,0.181939,0.605882,0.176471,0.605882,0.112521,0.605882,0.349594,0.605882,All
0.311851,0.607843,0.182924,0.607843,0.184633,0.607843,0.113308,0.607843,0.350619,0.607843,All
0.316372,0.609804,0.183654,0.609804,0.185659,0.609804,0.117035,0.609804,0.351926,0.609804,All
0.316433,0.611765,0.188904,0.611765,0.208757,0.611765,0.120668,0.611765,0.355921,0.611765,All
0.319112,0.613725,0.191298,0.613725,0.210223,0.613725,0.137274,0.613725,0.35849,0.613725,All
0.326984,0.615686,0.19293,0.615686,0.210792,0.615686,0.141358,0.615686,0.360841,0.615686,All
0.327048,0.617647,0.194042,0.617647,0.210989,0.617647,0.153459,0.617647,0.361849,0.617647,All
0.328351,0.619608,0.204004,0.619608,0.213213,0.619608,0.153871,0.619608,0.364128,0.619608,All
0.332859,0.621569,0.205299,0.621569,0.214446,0.621569,0.166467,0.621569,0.372332,0.621569,All
0.334173,0.623529,0.210791,0.623529,0.217154,0.623529,0.173663,0.623529,0.379328,0.623529,All
0.335035,0.62549,0.213951,0.62549,0.220842,0.62549,0.17565,0.62549,0.385279,0.62549,All
0.342397,0.627451,0.230825,0.627451,0.236016,0.627451,0.190307,0.627451,0.391327,0.627451,All
0.346085,0.629412,0.231859,0.629412,0.236532,0.629412,0.201348,0.629412,0.396267,0.629412,All
0.351319,0.631373,0.236698,0.631373,0.236938,0.631373,0.206129,0.631373,0.407615,0.631373,All
0.36082,0.633333,0.237881,0.633333,0.243461,0.633333,0.210048,0.633333,0.429041,0.633333,All
0.361624,0.635294,0.260599,0.635294,0.245111,0.635294,0.217322,0.635294,0.43426,0.635294,All
0.364739,0.637255,0.263271,0.637255,0.24599,0.637255,0.231476,0.637255,0.445339,0.637255,All
0.366717,0.639216,0.282524,0.639216,0.249328,0.639216,0.232241,0.639216,0.455677,0.639216,All
0.371199,0.641176,0.286006,0.641176,0.252608,0.641176,0.232784,0.641176,0.462134,0.641176,All
0.377989,0.643137,0.29668,0.643137,0.265958,0.643137,0.23764,0.643137,0.462675,0.643137,All
0.379478,0.645098,0.298597,0.645098,0.267303,0.645098,0.244241,0.645098,0.465245,0.645098,All
0.391347,0.647059,0.300372,0.647059,0.282156,0.647059,0.261411,0.647059,0.470365,0.647059,All
0.392577,0.64902,0.31717,0.64902,0.292903,0.64902,0.264949,0.64902,0.47427,0.64902,All
0.393614,0.65098,0.340086,0.65098,0.33099,0.65098,0.265111,0.65098,0.477963,0.65098,All
0.396184,0.652941,0.345428,0.652941,0.334342,0.652941,0.266053,0.652941,0.479447,0.652941,All
0.409317,0.654902,0.368881,0.654902,0.342248,0.654902,0.273634,0.654902,0.480127,0.654902,All
0.41708,0.656863,0.39034,0.656863,0.348426,0.656863,0.281095,0.656863,0.480744,0.656863,All
0.419843,0.658824,0.392115,0.658824,0.390546,0.658824,0.294087,0.658824,0.487485,0.658824,All
0.434412,0.660784,0.423738,0.660784,0.400341,0.660784,0.308155,0.660784,0.494258,0.660784,All
0.436077,0.662745,0.42548,0.662745,0.40335,0.662745,0.308398,0.662745,0.496149,0.662745,All
0.457207,0.664706,0.437783,0.664706,0.427789,0.664706,0.326044,0.664706,0.496558,0.664706,All
0.457405,0.666667,0.458586,0.666667,0.434519,0.666667,0.343455,0.666667,0.497099,0.666667,All
0.462129,0.668627,0.464274,0.668627,0.435155,0.668627,0.347204,0.668627,0.499623,0.668627,All
0.465252,0.670588,0.4645,0.670588,0.439699,0.670588,0.350632,0.670588,0.503004,0.670588,All
0.47278,0.672549,0.468645,0.672549,0.44056,0.672549,0.350906,0.672549,0.509669,0.672549,All
0.476007,0.67451,0.469727,0.67451,0.448083,0.67451,0.352013,0.67451,0.517589,0.67451,All
0.478207,0.676471,0.471456,0.676471,0.454775,0.676471,0.363186,0.676471,0.518895,0.676471,All
0.478739,0.678431,0.475242,0.678431,0.476886,0.678431,0.383778,0.678431,0.525372,0.678431,All
0.481332,0.680392,0.486094,0.680392,0.478977,0.680392,0.388313,0.680392,0.546619,0.680392,All
0.487648,0.682353,0.490586,0.682353,0.482616,0.682353,0.389967,0.682353,0.547162,0.682353,All
0.497781,0.684314,0.499757,0.684314,0.490849,0.684314,0.392497,0.684314,0.566116,0.684314,All
0.505833,0.686275,0.501326,0.686275,0.500738,0.686275,0.399712,0.686275,0.576529,0.686275,All
0.520298,0.688235,0.502946,0.688235,0.515185,0.688235,0.400157,0.688235,0.582995,0.688235,All
0.522503,0.690196,0.505361,0.690196,0.520578,0.690196,0.403604,0.690196,0.592394,0.690196,All
0.523929,0.692157,0.506212,0.692157,0.52664,0.692157,0.41826,0.692157,0.593542,0.692157,All
0.533677,0.694118,0.511841,0.694118,0.527752,0.694118,0.419736,0.694118,0.596449,0.694118,All
0.53481,0.696078,0.521379,0.696078,0.530291,0.696078,0.435041,0.696078,0.598182,0.696078,All
0.53539,0.698039,0.531253,0.698039,0.53058,0.698039,0.448388,0.698039,0.605625,0.698039,All
0.536816,0.7,0.543999,0.7,0.534962,0.7,0.456596,0.7,0.607964,0.7,All
0.544889,0.701961,0.549682,0.701961,0.543539,0.701961,0.471752,0.701961,0.611489,0.701961,All
0.552317,0.703922,0.555348,0.703922,0.543594,0.703922,0.47579,0.703922,0.6202,0.703922,All
0.560623,0.705882,0.558181,0.705882,0.54444,0.705882,0.480645,0.705882,0.621323,0.705882,All
0.567449,0.707843,0.558463,0.707843,0.544533,0.707843,0.483987,0.707843,0.623852,0.707843,All
0.568338,0.709804,0.560227,0.709804,0.553232,0.709804,0.48402,0.709804,0.627365,0.709804,All
0.572506,0.711765,0.566816,0.711765,0.555494,0.711765,0.489129,0.711765,0.647172,0.711765,All
0.576857,0.713725,0.587458,0.713725,0.569074,0.713725,0.50132,0.713725,0.647442,0.713725,All
0.577691,0.715686,0.588232,0.715686,0.575287,0.715686,0.515992,0.715686,0.648774,0.715686,All
0.578401,0.717647,0.589309,0.717647,0.586041,0.717647,0.531607,0.717647,0.649429,0.717647,All
0.588644,0.719608,0.606719,0.719608,0.594999,0.719608,0.551675,0.719608,0.657998,0.719608,All
0.602292,0.721569,0.608937,0.721569,0.600338,0.721569,0.558203,0.721569,0.65873,0.721569,All
0.604389,0.723529,0.617861,0.723529,0.61072,0.723529,0.560293,0.723529,0.660362,0.723529,All
0.614017,0.72549,0.624718,0.72549,0.612656,0.72549,0.563192,0.72549,0.662576,0.72549,All
0.619085,0.727451,0.627244,0.727451,0.613156,0.727451,0.56467,0.727451,0.66525,0.727451,All
0.620923,0.729412,0.634263,0.729412,0.641683,0.729412,0.578333,0.729412,0.674457,0.729412,All
0.639109,0.731373,0.63496,0.731373,0.646748,0.731373,0.5789,0.731373,0.678006,0.731373,All
0.649334,0.733333,0.638827,0.733333,0.649251,0.733333,0.583499,0.733333,0.681792,0.733333,All
0.674677,0.735294,0.64523,0.735294,0.65721,0.735294,0.584714,0.735294,0.688795,0.735294,All
0.691153,0.737255,0.676718,0.737255,0.668695,0.737255,0.587897,0.737255,0.690986,0.737255,All
0.693486,0.739216,0.68212,0.739216,0.670778,0.739216,0.590355,0.739216,0.69887,0.739216,All
0.69466,0.741176,0.685834,0.741176,0.674073,0.741176,0.610897,0.741176,0.703337,0.741176,All
0.70644,0.743137,0.69001,0.743137,0.679515,0.743137,0.615151,0.743137,0.70916,0.743137,All
0.706717,0.745098,0.69416,0.745098,0.681683,0.745098,0.617052,0.745098,0.714293,0.745098,All
0.708087,0.747059,0.701508,0.747059,0.68659,0.747059,0.622958,0.747059,0.720886,0.747059,All
0.715678,0.74902,0.704689,0.74902,0.688306,0.74902,0.631044,0.74902,0.727665,0.74902,All
0.734843,0.75098,0.717647,0.75098,0.689212,0.75098,0.633898,0.75098,0.733605,0.75098,All
0.746358,0.752941,0.72062,0.752941,0.70538,0.752941,0.638455,0.752941,0.736183,0.752941,All
0.762389,0.754902,0.724982,0.754902,0.723182,0.754902,0.640429,0.754902,0.745525,0.754902,All
0.773038,0.756863,0.726915,0.756863,0.729147,0.756863,0.642971,0.756863,0.752587,0.756863,All
0.775874,0.758824,0.73371,0.758824,0.73076,0.758824,0.643466,0.758824,0.754717,0.758824,All
0.786014,0.760784,0.737805,0.760784,0.731412,0.760784,0.646616,0.760784,0.7583,0.760784,All
0.787787,0.762745,0.745541,0.762745,0.758284,0.762745,0.654449,0.762745,0.758632,0.762745,All
0.789589,0.764706,0.746102,0.764706,0.769227,0.764706,0.657705,0.764706,0.765875,0.764706,All
0.80664,0.766667,0.76575,0.766667,0.775377,0.766667,0.662514,0.766667,0.770947,0.766667,All
0.812832,0.768627,0.769784,0.768627,0.779291,0.768627,0.664726,0.768627,0.775132,0.768627,All
0.82531,0.770588,0.783025,0.770588,0.785657,0.770588,0.682159,0.770588,0.78828,0.770588,All
0.83237,0.772549,0.784886,0.772549,0.786304,0.772549,0.682201,0.772549,0.805582,0.772549,All
0.833236,0.77451,0.793873,0.77451,0.80582,0.77451,0.685849,0.77451,0.812444,0.77451,All
0.840963,0.776471,0.803889,0.776471,0.807848,0.776471,0.691042,0.776471,0.813223,0.776471,All
0.847462,0.778431,0.81939,0.778431,0.811121,0.778431,0.697953,0.778431,0.815536,0.778431,All
0.850326,0.780392,0.819839,0.780392,0.815115,0.780392,0.698085,0.780392,0.821649,0.780392,All
0.851487,0.782353,0.839649,0.782353,0.817185,0.782353,0.708609,0.782353,0.82169,0.782353,All
0.851887,0.784314,0.843887,0.784314,0.831769,0.784314,0.711165,0.784314,0.825069,0.784314,All
0.870106,0.786275,0.844876,0.786275,0.832141,0.786275,0.711993,0.786275,0.829001,0.786275,All
0.889375,0.788235,0.849063,0.788235,0.845689,0.788235,0.716077,0.788235,0.83016,0.788235,All
0.901107,0.790196,0.851967,0.790196,0.848525,0.790196,0.720824,0.790196,0.831643,0.790196,All
0.906627,0.792157,0.852006,0.792157,0.855477,0.792157,0.72373,0.792157,0.842637,0.792157,All
0.913435,0.794118,0.854755,0.794118,0.862797,0.794118,0.731996,0.794118,0.8682,0.794118,All
0.917708,0.796078,0.866505,0.796078,0.863559,0.796078,0.733157,0.796078,0.869496,0.796078,All
0.924845,0.798039,0.8748,0.798039,0.869814,0.798039,0.742964,0.798039,0.871522,0.798039,All
0.925109,0.8,0.898121,0.8,0.874312,0.8,0.747719,0.8,0.9079,0.8,All
0.935522,0.801961,0.906422,0.801961,0.883235,0.801961,0.808272,0.801961,0.926676,0.801961,All
0.945144,0.803922,0.920858,0.803922,0.8892,0.803922,0.808882,0.803922,0.931473,0.803922,All
0.9457,0.805882,0.92551,0.805882,0.899924,0.805882,0.825369,0.805882,0.934248,0.805882,All
0.94797,0.807843,0.930173,0.807843,0.902369,0.807843,0.830267,0.807843,0.939882,0.807843,All
0.95017,0.809804,0.935503,0.809804,0.906335,0.809804,0.834449,0.809804,0.944927,0.809804,All
0.954601,0.811765,0.942531,0.811765,0.935133,0.811765,0.83751,0.811765,0.959394,0.811765,All
0.954771,0.813725,0.952788,0.813725,0.945066,0.813725,0.838455,0.813725,0.961062,0.813725,All
0.970159,0.815686,0.957936,0.815686,0.961079,0.815686,0.842336,0.815686,0.97484,0.815686,All
0.992896,0.817647,0.968298,0.817647,0.974434,0.817647,0.842943,0.817647,0.978008,0.817647,All
0.99415,0.819608,0.97591,0.819608,0.990226,0.819608,0.858164,0.819608,0.978621,0.819608,All
0.996786,0.821569,0.981238,0.821569,0.995247,0.821569,0.858334,0.821569,0.98137,0.821569,All
1.00397,0.823529,0.984829,0.823529,0.997757,0.823529,0.862467,0.823529,0.98635,0.823529,All
1.00404,0.82549,0.985188,0.82549,1.00534,0.82549,0.863681,0.82549,0.996275,0.82549,All
1.01847,0.827451,1.00294,0.827451,1.00697,0.827451,0.873126,0.827451,0.996741,0.827451,All
1.025,0.829412,1.00468,0.829412,1.00862,0.829412,0.8799,0.829412,1.00276,0.829412,All
1.03132,0.831373,1.00748,0.831373,1.0092,0.831373,0.893785,0.831373,1.00612,0.831373,All
1.036,0.833333,1.01191,0.833333,1.0145,0.833333,0.896306,0.833333,1.00854,0.833333,All
1.03652,0.835294,1.02835,0.835294,1.02953,0.835294,0.907327,0.835294,1.01101,0.835294,All
1.03909,0.837255,1.04762,0.837255,1.04075,0.837255,0.911077,0.837255,1.01264,0.837255,All
1.04067,0.839216,1.05618,0.839216,1.04135,0.839216,0.926424,0.839216,1.01405,0.839216,All
1.04067,0.841176,1.06367,0.841176,1.04591,0.841176,0.943918,0.841176,1.01657,0.841176,All
1.05039,0.843137,1.09312,0.843137,1.05589,0.843137,0.946136,0.843137,1.03797,0.843137,All
1.06056,0.845098,1.10892,0.845098,1.12126,0.845098,0.97161,0.845098,1.04014,0.845098,All
1.06597,0.847059,1.13619,0.847059,1.13061,0.847059,0.984199,0.847059,1.04127,0.847059,All
1.06986,0.84902,1.17072,0.84902,1.13666,0.84902,0.995016,0.84902,1.05578,0.84902,All
1.07184,0.85098,1.17077,0.85098,1.1816,0.85098,0.995503,0.85098,1.05628,0.85098,All
1.07562,0.852941,1.19186,0.852941,1.22573,0.852941,1.00292,0.852941,1.0682,0.852941,All
1.08556,0.854902,1.19782,0.854902,1.23445,0.854902,1.01143,0.854902,1.0722,0.854902,All
1.08961,0.856863,1.20949,0.856863,1.24067,0.856863,1.01401,0.856863,1.09,0.856863,All
1.0932,0.858824,1.22343,0.858824,1.25974,0.858824,1.03038,0.858824,1.09294,0.858824,All
1.09527,0.860784,1.24921,0.860784,1.26237,0.860784,1.04364,0.860784,1.10391,0.860784,All
1.10066,0.862745,1.25854,0.862745,1.26986,0.862745,1.08053,0.862745,1.11016,0.862745,All
1.11331,0.864706,1.27619,0.864706,1.2793,0.864706,1.08902,0.864706,1.11327,0.864706,All
1.12488,0.866667,1.29963,0.866667,1.28113,0.866667,1.09043,0.866667,1.12772,0.866667,All
1.1363,0.868627,1.33326,0.868627,1.29207,0.868627,1.10278,0.868627,1.13417,0.868627,All
1.14223,0.870588,1.35551,0.870588,1.29724,0.870588,1.10663,0.870588,1.13752,0.870588,All
1.15552,0.872549,1.35779,0.872549,1.31065,0.872549,1.13672,0.872549,1.15392,0.872549,All
1.16248,0.87451,1.36149,0.87451,1.33192,0.87451,1.14021,0.87451,1.15608,0.87451,All
1.16433,0.876471,1.38983,0.876471,1.36632,0.876471,1.15013,0.876471,1.20417,0.876471,All
1.16814,0.878431,1.39133,0.878431,1.37202,0.878431,1.16638,0.878431,1.21028,0.878431,All
1.18579,0.880392,1.39785,0.880392,1.40402,0.880392,1.16719,0.880392,1.23389,0.880392,All
1.18858,0.882353,1.41186,0.882353,1.42293,0.882353,1.18968,0.882353,1.23539,0.882353,All
1.20477,0.884314,1.43108,0.884314,1.4765,0.884314,1.19442,0.884314,1.24219,0.884314,All
1.21787,0.886275,1.47459,0.886275,1.48773,0.886275,1.21124,0.886275,1.251,0.886275,All
1.2337,0.888235,1.48587,0.888235,1.4895,0.888235,1.22035,0.888235,1.25203,0.888235,All
1.26103,0.890196,1.48838,0.890196,1.49441,0.890196,1.25708,0.890196,1.25956,0.890196,All
1.27839,0.892157,1.49915,0.892157,1.49999,0.892157,1.27879,0.892157,1.26689,0.892157,All
1.28425,0.894118,1.53117,0.894118,1.52051,0.894118,1.2954,0.894118,1.26703,0.894118,All
1.28757,0.896078,1.54294,0.896078,1.54751,0.896078,1.29906,0.896078,1.27118,0.896078,All
1.29165,0.898039,1.54874,0.898039,1.55122,0.898039,1.30213,0.898039,1.27621,0.898039,All
1.29562,0.9,1.57381,0.9,1.55777,0.9,1.31473,0.9,1.29749,0.9,All
1.29847,0.901961,1.57386,0.901961,1.56253,0.901961,1.32073,0.901961,1.30878,0.901961,All
1.30243,0.903922,1.5742,0.903922,1.58559,0.903922,1.33721,0.903922,1.31305,0.903922,All
1.31255,0.905882,1.58519,0.905882,1.59422,0.905882,1.35118,0.905882,1.31767,0.905882,All
1.31737,0.907843,1.60238,0.907843,1.59775,0.907843,1.39324,0.907843,1.33503,0.907843,All
1.32429,0.909804,1.61561,0.909804,1.60082,0.909804,1.44991,0.909804,1.36018,0.909804,All
1.34407,0.911765,1.61609,0.911765,1.61427,0.911765,1.47454,0.911765,1.37097,0.911765,All
1.34736,0.913725,1.62909,0.913725,1.61537,0.913725,1.4792,0.913725,1.40091,0.913725,All
1.34758,0.915686,1.65753,0.915686,1.63428,0.915686,1.50228,0.915686,1.40165,0.915686,All
1.35743,0.917647,1.6617,0.917647,1.63594,0.917647,1.51829,0.917647,1.40986,0.917647,All
1.40768,0.919608,1.71423,0.919608,1.65875,0.919608,1.57573,0.919608,1.41201,0.919608,All
1.41883,0.921569,1.7239,0.921569,1.68664,0.921569,1.61655,0.921569,1.46239,0.921569,All
1.42272,0.923529,1.73795,0.923529,1.69269,0.923529,1.61698,0.923529,1.47435,0.923529,All
1.44475,0.92549,1.74614,0.92549,1.73172,0.92549,1.62704,0.92549,1.4852,0.92549,All
1.4571,0.927451,1.75593,0.927451,1.74166,0.927451,1.62866,0.927451,1.48911,0.927451,All
1.46917,0.929412,1.7744,0.929412,1.77151,0.929412,1.68134,0.929412,1.49031,0.929412,All
1.47351,0.931373,1.77622,0.931373,1.8109,0.931373,1.68955,0.931373,1.49108,0.931373,All
1.48729,0.933333,1.80736,0.933333,1.81409,0.933333,1.70562,0.933333,1.49932,0.933333,All
1.49526,0.935294,1.87163,0.935294,1.81936,0.935294,1.8241,0.935294,1.50626,0.935294,All
1.50576,0.937255,1.92365,0.937255,1.86392,0.937255,1.84493,0.937255,1.51101,0.937255,All
1.52722,0.939216,1.93808,0.939216,1.96152,0.939216,1.90227,0.939216,1.52609,0.939216,All
1.53523,0.941176,1.94619,0.941176,1.96485,0.941176,1.96668,0.941176,1.5267,0.941176,All
1.5556,0.943137,1.97243,0.943137,2.00227,0.943137,2.01465,0.943137,1.52723,0.943137,All
1.56286,0.945098,2.04242,0.945098,2.01426,0.945098,2.04611,0.945098,1.539,0.945098,All
1.57215,0.947059,2.05089,0.947059,2.09649,0.947059,2.05048,0.947059,1.54135,0.947059,All
1.57295,0.94902,2.06844,0.94902,2.11114,0.94902,2.05799,0.94902,1.5424,0.94902,All
1.5905,0.95098,2.15701,0.95098,2.12822,0.95098,2.06274,0.95098,1.56194,0.95098,All
1.61336,0.952941,2.16548,0.952941,2.14972,0.952941,2.07307,0.952941,1.56325,0.952941,All
1.62028,0.954902,2.18929,0.954902,2.1839,0.954902,2.07899,0.954902,1.56877,0.954902,All
1.66812,0.956863,2.19121,0.956863,2.18472,0.956863,2.08767,0.956863,1.5765,0.956863,All
1.68627,0.958824,2.23873,0.958824,2.20307,0.958824,2.12957,0.958824,1.60563,0.958824,All
1.69806,0.960784,2.26788,0.960784,2.20348,0.960784,2.23311,0.960784,1.61768,0.960784,All
1.72686,0.962745,2.27402,0.962745,2.26517,0.962745,2.24217,0.962745,1.62194,0.962745,All
1.75836,0.964706,2.27562,0.964706,2.30256,0.964706,2.31045,0.964706,1.71771,0.964706,All
1.76028,0.966667,2.29036,0.966667,2.31288,0.966667,2.31338,0.966667,1.73049,0.966667,All
1.7648,0.968627,2.32514,0.968627,2.37638,0.968627,2.32291,0.968627,1.7531,0.968627,All
1.79818,0.970588,2.35086,0.970588,2.38046,0.970588,2.37104,0.970588,1.84759,0.970588,All
