initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,lw_abscissa,lw_cdf,lI50_abscissa,lI50_cdf,split
-2.74405,0.464706,0.0515845,0.464706,-4.66682,0.464706,0.628606,0.464706,-1.06648,0.464706,All
-2.74165,0.466667,0.0515888,0.466667,-4.66653,0.466667,0.629382,0.466667,-1.06613,0.466667,All
-2.73969,0.468627,0.0516353,0.468627,-4.6664,0.468627,0.631187,0.468627,-1.0661,0.468627,All
-2.73862,0.470588,0.051651,0.470588,-4.66628,0.470588,0.631352,0.470588,-1.06596,0.470588,All
-2.73594,0.472549,0.0516685,0.472549,-4.66622,0.472549,0.631877,0.472549,-1.06586,0.472549,All
-2.7354,0.47451,0.0516839,0.47451,-4.66619,0.47451,0.631998,0.47451,-1.06559,0.47451,All
-2.72959,0.476471,0.0517272,0.476471,-4.66588,0.476471,0.632916,0.476471,-1.06558,0.476471,All
-2.72913,0.478431,0.0517422,0.478431,-4.66577,0.478431,0.633915,0.478431,-1.06548,0.478431,All
-2.72557,0.480392,0.0517491,0.480392,-4.66526,0.480392,0.635246,0.480392,-1.06537,0.480392,All
-2.72408,0.482353,0.0517955,0.482353,-4.66512,0.482353,0.637829,0.482353,-1.06481,0.482353,All
-2.72109,0.484314,0.0518058,0.484314,-4.6645,0.484314,0.6385,0.484314,-1.06472,0.484314,All
-2.72012,0.486275,0.0518599,0.486275,-4.66444,0.486275,0.63901,0.486275,-1.06469,0.486275,All
-2.71839,0.488235,0.0518719,0.488235,-4.6641,0.488235,0.639751,0.488235,-1.06457,0.488235,All
-2.71526,0.490196,0.0518994,0.490196,-4.66407,0.490196,0.639992,0.490196,-1.06447,0.490196,All
-2.71463,0.492157,0.0519035,0.492157,-4.66372,0.492157,0.640053,0.492157,-1.06433,0.492157,All
-2.70317,0.494118,0.0519186,0.494118,-4.66363,0.494118,0.640135,0.494118,-1.0641,0.494118,All
-2.70026,0.496078,0.0519377,0.496078,-4.66357,0.496078,0.640469,0.496078,-1.06407,0.496078,All
-2.69747,0.498039,0.0519386,0.498039,-4.66354,0.498039,0.641268,0.498039,-1.06405,0.498039,All
-2.69369,0.5,0.0519955,0.5,-4.66331,0.5,0.641874,0.5,-1.06404,0.5,All
-2.69262,0.501961,0.0520041,0.501961,-4.66327,0.501961,0.643916,0.501961,-1.06391,0.501961,All
-2.68667,0.503922,0.0520176,0.503922,-4.66309,0.503922,0.644766,0.503922,-1.0636,0.503922,All
-2.68356,0.505882,0.0520398,0.505882,-4.66257,0.505882,0.645112,0.505882,-1.06353,0.505882,All
-2.68158,0.507843,0.0520571,0.507843,-4.66246,0.507843,0.645793,0.507843,-1.06342,0.507843,All
-2.6801,0.509804,0.052079,0.509804,-4.66229,0.509804,0.646428,0.509804,-1.06331,0.509804,All
-2.67486,0.511765,0.0520852,0.511765,-4.66227,0.511765,0.647361,0.511765,-1.06321,0.511765,All
-2.67412,0.513725,0.0521219,0.513725,-4.66132,0.513725,0.648744,0.513725,-1.06314,0.513725,All
-2.67298,0.515686,0.0521338,0.515686,-4.66128,0.515686,0.65131,0.515686,-1.06293,0.515686,All
-2.6705,0.517647,0.0521481,0.517647,-4.66043,0.517647,0.654027,0.517647,-1.06288,0.517647,All
-2.66745,0.519608,0.0521727,0.519608,-4.65989,0.519608,0.655649,0.519608,-1.06227,0.519608,All
-2.6661,0.521569,0.0521779,0.521569,-4.65977,0.521569,0.65824,0.521569,-1.06202,0.521569,All
-2.66507,0.523529,0.0521863,0.523529,-4.6595,0.523529,0.658465,0.523529,-1.06124,0.523529,All
-2.66463,0.52549,0.0521878,0.52549,-4.65884,0.52549,0.65897,0.52549,-1.06073,0.52549,All
-2.65893,0.527451,0.052215,0.527451,-4.65723,0.527451,0.66192,0.527451,-1.06067,0.527451,All
-2.65143,0.529412,0.0522627,0.529412,-4.65713,0.529412,0.663557,0.529412,-1.06066,0.529412,All
-2.64454,0.531373,0.0522979,0.531373,-4.6571,0.531373,0.664287,0.531373,-1.0604,0.531373,All
-2.6433,0.533333,0.0523123,0.533333,-4.65671,0.533333,0.665483,0.533333,-1.06018,0.533333,All
-2.64144,0.535294,0.0523184,0.535294,-4.65665,0.535294,0.667943,0.535294,-1.06003,0.535294,All
-2.64024,0.537255,0.0523271,0.537255,-4.65654,0.537255,0.668338,0.537255,-1.05975,0.537255,All
-2.63928,0.539216,0.0523441,0.539216,-4.65624,0.539216,0.668764,0.539216,-1.05865,0.539216,All
-2.63548,0.541176,0.0524206,0.541176,-4.65617,0.541176,0.669233,0.541176,-1.05858,0.541176,All
-2.62644,0.543137,0.0524326,0.543137,-4.65601,0.543137,0.669405,0.543137,-1.05854,0.543137,All
-2.62233,0.545098,0.052444,0.545098,-4.65597,0.545098,0.669811,0.545098,-1.05773,0.545098,All
-2.621,0.547059,0.0524944,0.547059,-4.65575,0.547059,0.671337,0.547059,-1.05755,0.547059,All
-2.61941,0.54902,0.0525071,0.54902,-4.65525,0.54902,0.673464,0.54902,-1.05755,0.54902,All
-2.61406,0.55098,0.0525093,0.55098,-4.65517,0.55098,0.6739,0.55098,-1.05737,0.55098,All
-2.60624,0.552941,0.0525317,0.552941,-4.65487,0.552941,0.675019,0.552941,-1.05679,0.552941,All
-2.60576,0.554902,0.052538,0.554902,-4.65471,0.554902,0.675105,0.554902,-1.05666,0.554902,All
-2.6041,0.556863,0.0525547,0.556863,-4.65462,0.556863,0.675885,0.556863,-1.05648,0.556863,All
-2.60323,0.558824,0.0525636,0.558824,-4.65437,0.558824,0.676953,0.558824,-1.05644,0.558824,All
-2.59995,0.560784,0.0525644,0.560784,-4.65423,0.560784,0.679564,0.560784,-1.05627,0.560784,All
-2.5978,0.562745,0.0525904,0.562745,-4.65412,0.562745,0.679831,0.562745,-1.05584,0.562745,All
-2.59591,0.564706,0.0525939,0.564706,-4.65402,0.564706,0.682653,0.564706,-1.0554,0.564706,All
-2.59309,0.566667,0.0525965,0.566667,-4.65244,0.566667,0.683952,0.566667,-1.05515,0.566667,All
-2.5879,0.568627,0.0525995,0.568627,-4.65236,0.568627,0.685611,0.568627,-1.05509,0.568627,All
-2.58129,0.570588,0.0526184,0.570588,-4.6517,0.570588,0.686365,0.570588,-1.05469,0.570588,All
-2.5796,0.572549,0.0526384,0.572549,-4.65157,0.572549,0.686727,0.572549,-1.05424,0.572549,All
-2.57943,0.57451,0.0526535,0.57451,-4.65139,0.57451,0.688275,0.57451,-1.05328,0.57451,All
-2.57827,0.576471,0.0527022,0.576471,-4.65116,0.576471,0.689884,0.576471,-1.05321,0.576471,All
-2.57259,0.578431,0.0527084,0.578431,-4.65106,0.578431,0.691996,0.578431,-1.05284,0.578431,All
-2.57184,0.580392,0.0527458,0.580392,-4.65101,0.580392,0.694241,0.580392,-1.05274,0.580392,All
-2.57136,0.582353,0.0527547,0.582353,-4.65089,0.582353,0.695049,0.582353,-1.05204,0.582353,All
-2.56961,0.584314,0.0527895,0.584314,-4.65061,0.584314,0.695255,0.584314,-1.05178,0.584314,All
-2.56958,0.586275,0.0527905,0.586275,-4.65041,0.586275,0.698031,0.586275,-1.05176,0.586275,All
-2.56639,0.588235,0.0528083,0.588235,-4.65034,0.588235,0.702206,0.588235,-1.05166,0.588235,All
-2.56492,0.590196,0.0528284,0.590196,-4.6502,0.590196,0.702884,0.590196,-1.05143,0.590196,All
-2.56467,0.592157,0.0528335,0.592157,-4.65019,0.592157,0.706586,0.592157,-1.05131,0.592157,All
-2.55356,0.594118,0.0528684,0.594118,-4.64991,0.594118,0.706894,0.594118,-1.0513,0.594118,All
-2.54826,0.596078,0.0528939,0.596078,-4.64972,0.596078,0.709053,0.596078,-1.05113,0.596078,All
-2.5442,0.598039,0.0529045,0.598039,-4.64943,0.598039,0.70932,0.598039,-1.05113,0.598039,All
-2.54287,0.6,0.0529125,0.6,-4.64942,0.6,0.710246,0.6,-1.05102,0.6,All
-2.53686,0.601961,0.0529274,0.601961,-4.64934,0.601961,0.710611,0.601961,-1.05098,0.601961,All
-2.53616,0.603922,0.0529421,0.603922,-4.64864,0.603922,0.714423,0.603922,-1.0509,0.603922,All
-2.53535,0.605882,0.053002,0.605882,-4.64837,0.605882,0.716395,0.605882,-1.05077,0.605882,All
-2.53299,0.607843,0.0530316,0.607843,-4.64828,0.607843,0.717586,0.607843,-1.0506,0.607843,All
-2.53163,0.609804,0.0530326,0.609804,-4.64821,0.609804,0.718973,0.609804,-1.05046,0.609804,All
-2.53005,0.611765,0.0530486,0.611765,-4.64819,0.611765,0.719493,0.611765,-1.05023,0.611765,All
-2.5287,0.613725,0.0530521,0.613725,-4.64801,0.613725,0.719498,0.613725,-1.05015,0.613725,All
-2.52364,0.615686,0.0530608,0.615686,-4.64797,0.615686,0.720119,0.615686,-1.05005,0.615686,All
-2.51736,0.617647,0.0530706,0.617647,-4.64782,0.617647,0.721262,0.617647,-1.05,0.617647,All
-2.51629,0.619608,0.0530829,0.619608,-4.64719,0.619608,0.721371,0.619608,-1.0499,0.619608,All
-2.50789,0.621569,0.0530894,0.621569,-4.64684,0.621569,0.721815,0.621569,-1.04975,0.621569,All
-2.5036,0.623529,0.0530928,0.623529,-4.64551,0.623529,0.72213,0.623529,-1.04941,0.623529,All
-2.50276,0.62549,0.053093,0.62549,-4.64527,0.62549,0.722298,0.62549,-1.04929,0.62549,All
-2.502,0.627451,0.0531065,0.627451,-4.64446,0.627451,0.723959,0.627451,-1.04907,0.627451,All
-2.49828,0.629412,0.0531265,0.629412,-4.64428,0.629412,0.728816,0.629412,-1.04886,0.629412,All
-2.49804,0.631373,0.0531624,0.631373,-4.6439,0.631373,0.729798,0.631373,-1.04873,0.631373,All
-2.49799,0.633333,0.0531653,0.633333,-4.64343,0.633333,0.729968,0.633333,-1.04862,0.633333,All
-2.48634,0.635294,0.0531679,0.635294,-4.64328,0.635294,0.730614,0.635294,-1.04862,0.635294,All
-2.48611,0.637255,0.0532105,0.637255,-4.64304,0.637255,0.730773,0.637255,-1.0485,0.637255,All
-2.4859,0.639216,0.0532327,0.639216,-4.64253,0.639216,0.731256,0.639216,-1.04848,0.639216,All
-2.48278,0.641176,0.0533082,0.641176,-4.6418,0.641176,0.732423,0.641176,-1.04833,0.641176,All
-2.48181,0.643137,0.0533393,0.643137,-4.64172,0.643137,0.734151,0.643137,-1.04832,0.643137,All
-2.47977,0.645098,0.0533551,0.645098,-4.64118,0.645098,0.735604,0.645098,-1.04821,0.645098,All
-2.47115,0.647059,0.0533968,0.647059,-4.64111,0.647059,0.736147,0.647059,-1.04779,0.647059,All
-2.47003,0.64902,0.0533991,0.64902,-4.64073,0.64902,0.736355,0.64902,-1.0477,0.64902,All
-2.466,0.65098,0.0534309,0.65098,-4.6405,0.65098,0.736454,0.65098,-1.04763,0.65098,All
-2.45685,0.652941,0.0534705,0.652941,-4.63999,0.652941,0.736943,0.652941,-1.0471,0.652941,All
-2.45538,0.654902,0.0534924,0.654902,-4.63981,0.654902,0.737267,0.654902,-1.04663,0.654902,All
-2.45241,0.656863,0.0535096,0.656863,-4.63912,0.656863,0.738743,0.656863,-1.04618,0.656863,All
-2.44892,0.658824,0.0535226,0.658824,-4.63898,0.658824,0.739153,0.658824,-1.0461,0.658824,All
-2.44835,0.660784,0.0535295,0.660784,-4.63856,0.660784,0.742977,0.660784,-1.04568,0.660784,All
-2.44786,0.662745,0.0535935,0.662745,-4.63854,0.662745,0.74326,0.662745,-1.04568,0.662745,All
-2.44459,0.664706,0.0536488,0.664706,-4.63777,0.664706,0.744574,0.664706,-1.04535,0.664706,All
-2.4435,0.666667,0.0536553,0.666667,-4.63727,0.666667,0.744997,0.666667,-1.0453,0.666667,All
-2.44161,0.668627,0.0536808,0.668627,-4.63717,0.668627,0.747181,0.668627,-1.04521,0.668627,All
-2.4415,0.670588,0.053727,0.670588,-4.63619,0.670588,0.748834,0.670588,-1.04516,0.670588,All
-2.43983,0.672549,0.053728,0.672549,-4.63523,0.672549,0.748848,0.672549,-1.04506,0.672549,All
-2.4346,0.67451,0.0538259,0.67451,-4.63483,0.67451,0.749358,0.67451,-1.04485,0.67451,All
-2.43339,0.676471,0.0538299,0.676471,-4.63446,0.676471,0.749838,0.676471,-1.04453,0.676471,All
-2.43301,0.678431,0.053831,0.678431,-4.63423,0.678431,0.749914,0.678431,-1.04452,0.678431,All
-2.42886,0.680392,0.0538364,0.680392,-4.634,0.680392,0.752007,0.680392,-1.04377,0.680392,All
-2.42467,0.682353,0.0539,0.682353,-4.63373,0.682353,0.752728,0.682353,-1.04359,0.682353,All
-2.42246,0.684314,0.0539176,0.684314,-4.6337,0.684314,0.753949,0.684314,-1.04304,0.684314,All
-2.41982,0.686275,0.0539271,0.686275,-4.63359,0.686275,0.7544,0.686275,-1.04221,0.686275,All
-2.41859,0.688235,0.0540368,0.688235,-4.63333,0.688235,0.756487,0.688235,-1.0416,0.688235,All
-2.40939,0.690196,0.0540517,0.690196,-4.63256,0.690196,0.759253,0.690196,-1.04121,0.690196,All
-2.40932,0.692157,0.0540524,0.692157,-4.6325,0.692157,0.759718,0.692157,-1.04115,0.692157,All
-2.40603,0.694118,0.0540677,0.694118,-4.63185,0.694118,0.760788,0.694118,-1.04108,0.694118,All
-2.40569,0.696078,0.0540957,0.696078,-4.63163,0.696078,0.76121,0.696078,-1.04106,0.696078,All
-2.40496,0.698039,0.0541398,0.698039,-4.63102,0.698039,0.761609,0.698039,-1.04074,0.698039,All
-2.40392,0.7,0.0541426,0.7,-4.6308,0.7,0.764039,0.7,-1.0407,0.7,All
-2.40159,0.701961,0.054174,0.701961,-4.63078,0.701961,0.764611,0.701961,-1.04052,0.701961,All
-2.40148,0.703922,0.0541982,0.703922,-4.63039,0.703922,0.76545,0.703922,-1.04048,0.703922,All
-2.39999,0.705882,0.0542007,0.705882,-4.63034,0.705882,0.766278,0.705882,-1.03981,0.705882,All
-2.39972,0.707843,0.0542008,0.707843,-4.6295,0.707843,0.768395,0.707843,-1.03963,0.707843,All
-2.39286,0.709804,0.054209,0.709804,-4.62866,0.709804,0.76891,0.709804,-1.03961,0.709804,All
-2.38911,0.711765,0.054228,0.711765,-4.62858,0.711765,0.770346,0.711765,-1.03951,0.711765,All
-2.38891,0.713725,0.0542473,0.713725,-4.62842,0.713725,0.770361,0.713725,-1.03948,0.713725,All
-2.38284,0.715686,0.0542531,0.715686,-4.62834,0.715686,0.770406,0.715686,-1.03929,0.715686,All
-2.37955,0.717647,0.0542536,0.717647,-4.62805,0.717647,0.770462,0.717647,-1.03923,0.717647,All
-2.37513,0.719608,0.0543465,0.719608,-4.62723,0.719608,0.77237,0.719608,-1.0392,0.719608,All
-2.37391,0.721569,0.0543791,0.721569,-4.62633,0.721569,0.773673,0.721569,-1.0391,0.721569,All
-2.37145,0.723529,0.0544125,0.723529,-4.62569,0.723529,0.774332,0.723529,-1.03874,0.723529,All
-2.36794,0.72549,0.054444,0.72549,-4.62569,0.72549,0.776831,0.72549,-1.03829,0.72549,All
-2.36769,0.727451,0.0544676,0.727451,-4.62491,0.727451,0.777227,0.727451,-1.03822,0.727451,All
-2.36274,0.729412,0.0544844,0.729412,-4.62466,0.729412,0.777509,0.729412,-1.0378,0.729412,All
-2.36166,0.731373,0.0545012,0.731373,-4.62374,0.731373,0.778931,0.731373,-1.03743,0.731373,All
-2.36115,0.733333,0.0545096,0.733333,-4.62237,0.733333,0.780278,0.733333,-1.03711,0.733333,All
-2.3498,0.735294,0.0545144,0.735294,-4.62236,0.735294,0.780623,0.735294,-1.03688,0.735294,All
-2.34911,0.737255,0.0545189,0.737255,-4.6223,0.737255,0.781767,0.737255,-1.03655,0.737255,All
-2.34455,0.739216,0.0545196,0.739216,-4.62188,0.739216,0.782548,0.739216,-1.03653,0.739216,All
-2.34277,0.741176,0.0545375,0.741176,-4.62126,0.741176,0.783288,0.741176,-1.0357,0.741176,All
-2.34269,0.743137,0.054563,0.743137,-4.62124,0.743137,0.784309,0.743137,-1.03564,0.743137,All
-2.32688,0.745098,0.0545864,0.745098,-4.62033,0.745098,0.784476,0.745098,-1.03552,0.745098,All
-2.32624,0.747059,0.0545884,0.747059,-4.62016,0.747059,0.786908,0.747059,-1.03489,0.747059,All
-2.3246,0.74902,0.0546329,0.74902,-4.61923,0.74902,0.789273,0.74902,-1.0337,0.74902,All
-2.32146,0.75098,0.0546552,0.75098,-4.61861,0.75098,0.792482,0.75098,-1.03362,0.75098,All
-2.31817,0.752941,0.0546828,0.752941,-4.61831,0.752941,0.795274,0.752941,-1.03325,0.752941,All
-2.31495,0.754902,0.0547351,0.754902,-4.61774,0.754902,0.799326,0.754902,-1.03306,0.754902,All
-2.30844,0.756863,0.0547575,0.756863,-4.61672,0.756863,0.800293,0.756863,-1.03276,0.756863,All
-2.2937,0.758824,0.0547787,0.758824,-4.61657,0.758824,0.800616,0.758824,-1.03264,0.758824,All
-2.28556,0.760784,0.054832,0.760784,-4.61623,0.760784,0.801068,0.760784,-1.03262,0.760784,All
-2.28542,0.762745,0.0548853,0.762745,-4.61621,0.762745,0.801883,0.762745,-1.03221,0.762745,All
-2.28457,0.764706,0.0549154,0.764706,-4.61594,0.764706,0.803443,0.764706,-1.03181,0.764706,All
-2.27562,0.766667,0.0549898,0.766667,-4.61592,0.766667,0.803528,0.766667,-1.03176,0.766667,All
-2.27218,0.768627,0.0550069,0.768627,-4.61583,0.768627,0.80489,0.768627,-1.03147,0.768627,All
-2.2667,0.770588,0.0550207,0.770588,-4.61554,0.770588,0.805877,0.770588,-1.03119,0.770588,All
-2.26377,0.772549,0.055041,0.772549,-4.61441,0.772549,0.809349,0.772549,-1.03071,0.772549,All
-2.26222,0.77451,0.0550609,0.77451,-4.61372,0.77451,0.810623,0.77451,-1.03053,0.77451,All
-2.26039,0.776471,0.0551038,0.776471,-4.61352,0.776471,0.811788,0.776471,-1.02976,0.776471,All
-2.2595,0.778431,0.0551688,0.778431,-4.61344,0.778431,0.814179,0.778431,-1.02858,0.778431,All
-2.25785,0.780392,0.0551724,0.780392,-4.6133,0.780392,0.815329,0.780392,-1.02831,0.780392,All
-2.24701,0.782353,0.0551993,0.782353,-4.61259,0.782353,0.817234,0.782353,-1.02707,0.782353,All
-2.23947,0.784314,0.0552322,0.784314,-4.61229,0.784314,0.818382,0.784314,-1.027,0.784314,All
-2.22863,0.786275,0.0552415,0.786275,-4.61203,0.786275,0.819057,0.786275,-1.02685,0.786275,All
-2.22676,0.788235,0.0552536,0.788235,-4.61178,0.788235,0.81932,0.788235,-1.02683,0.788235,All
-2.22462,0.790196,0.055258,0.790196,-4.6113,0.790196,0.820069,0.790196,-1.02662,0.790196,All
-2.22276,0.792157,0.0552763,0.792157,-4.61121,0.792157,0.823358,0.792157,-1.02623,0.792157,All
-2.21265,0.794118,0.055281,0.794118,-4.61117,0.794118,0.823788,0.794118,-1.02607,0.794118,All
-2.20429,0.796078,0.0553074,0.796078,-4.61087,0.796078,0.825109,0.796078,-1.02544,0.796078,All
-2.20382,0.798039,0.055308,0.798039,-4.61029,0.798039,0.825531,0.798039,-1.02503,0.798039,All
-2.19838,0.8,0.055311,0.8,-4.60954,0.8,0.829714,0.8,-1.02467,0.8,All
-2.19708,0.801961,0.0553537,0.801961,-4.60901,0.801961,0.830587,0.801961,-1.02426,0.801961,All
-2.19457,0.803922,0.0553904,0.803922,-4.60858,0.803922,0.83074,0.803922,-1.02406,0.803922,All
-2.19164,0.805882,0.0554276,0.805882,-4.60816,0.805882,0.831131,0.805882,-1.02381,0.805882,All
-2.18031,0.807843,0.0554625,0.807843,-4.60812,0.807843,0.834258,0.807843,-1.02367,0.807843,All
-2.17366,0.809804,0.0555671,0.809804,-4.60794,0.809804,0.837243,0.809804,-1.02357,0.809804,All
-2.1686,0.811765,0.0555795,0.811765,-4.60742,0.811765,0.837724,0.811765,-1.02348,0.811765,All
-2.16028,0.813725,0.0556358,0.813725,-4.60718,0.813725,0.838197,0.813725,-1.02344,0.813725,All
-2.15675,0.815686,0.0557434,0.815686,-4.6069,0.815686,0.839602,0.815686,-1.02291,0.815686,All
-2.15567,0.817647,0.0557748,0.817647,-4.60561,0.817647,0.840551,0.817647,-1.02271,0.817647,All
-2.15075,0.819608,0.0557804,0.819608,-4.6056,0.819608,0.842904,0.819608,-1.02251,0.819608,All
-2.14932,0.821569,0.0558238,0.821569,-4.60479,0.821569,0.844152,0.821569,-1.0218,0.821569,All
-2.14765,0.823529,0.0558562,0.823529,-4.60361,0.823529,0.852056,0.823529,-1.02075,0.823529,All
-2.14696,0.82549,0.0558688,0.82549,-4.60317,0.82549,0.852464,0.82549,-1.02072,0.82549,All
-2.14351,0.827451,0.0558714,0.827451,-4.60259,0.827451,0.856066,0.827451,-1.02047,0.827451,All
-2.14225,0.829412,0.0558933,0.829412,-4.60101,0.829412,0.857565,0.829412,-1.02031,0.829412,All
-2.14108,0.831373,0.0558936,0.831373,-4.60092,0.831373,0.858005,0.831373,-1.01992,0.831373,All
-2.13975,0.833333,0.0559543,0.833333,-4.59988,0.833333,0.85881,0.833333,-1.01946,0.833333,All
-2.13513,0.835294,0.0559601,0.835294,-4.59982,0.835294,0.860002,0.835294,-1.01927,0.835294,All
-2.1351,0.837255,0.0559814,0.837255,-4.59963,0.837255,0.863562,0.837255,-1.01873,0.837255,All
-2.13469,0.839216,0.0560225,0.839216,-4.59957,0.839216,0.864355,0.839216,-1.01858,0.839216,All
-2.13137,0.841176,0.0560268,0.841176,-4.59935,0.841176,0.865706,0.841176,-1.01856,0.841176,All
-2.1285,0.843137,0.0560614,0.843137,-4.59893,0.843137,0.866173,0.843137,-1.01845,0.843137,All
-2.12388,0.845098,0.0560795,0.845098,-4.59886,0.845098,0.866837,0.845098,-1.01837,0.845098,All
-2.1236,0.847059,0.0560929,0.847059,-4.59861,0.847059,0.867075,0.847059,-1.01815,0.847059,All
-2.12148,0.84902,0.0561049,0.84902,-4.59851,0.84902,0.867811,0.84902,-1.01807,0.84902,All
-2.11626,0.85098,0.0561965,0.85098,-4.59789,0.85098,0.868346,0.85098,-1.01794,0.85098,All
-2.11292,0.852941,0.0562048,0.852941,-4.59757,0.852941,0.869462,0.852941,-1.0178,0.852941,All
-2.11152,0.854902,0.0563299,0.854902,-4.59718,0.854902,0.875517,0.854902,-1.01778,0.854902,All
-2.10091,0.856863,0.056373,0.856863,-4.59597,0.856863,0.87584,0.856863,-1.01758,0.856863,All
-2.09596,0.858824,0.0564339,0.858824,-4.59462,0.858824,0.876882,0.858824,-1.01738,0.858824,All
-2.08338,0.860784,0.0565444,0.860784,-4.59422,0.860784,0.877269,0.860784,-1.01612,0.860784,All
-2.07303,0.862745,0.0565914,0.862745,-4.59415,0.862745,0.878909,0.862745,-1.01526,0.862745,All
-2.07299,0.864706,0.0565922,0.864706,-4.59379,0.864706,0.880875,0.864706,-1.01467,0.864706,All
-2.06378,0.866667,0.0565958,0.866667,-4.59378,0.866667,0.881335,0.866667,-1.01436,0.866667,All
-2.05871,0.868627,0.0567124,0.868627,-4.59353,0.868627,0.883024,0.868627,-1.0143,0.868627,All
-2.05652,0.870588,0.056817,0.870588,-4.59311,0.870588,0.883897,0.870588,-1.01376,0.870588,All
-2.05638,0.872549,0.0568457,0.872549,-4.5931,0.872549,0.886003,0.872549,-1.01327,0.872549,All
-2.04906,0.87451,0.0568705,0.87451,-4.59287,0.87451,0.886373,0.87451,-1.01319,0.87451,All
-2.04779,0.876471,0.0568821,0.876471,-4.59219,0.876471,0.901106,0.876471,-1.01317,0.876471,All
-2.04577,0.878431,0.0569327,0.878431,-4.59212,0.878431,0.905216,0.878431,-1.01242,0.878431,All
-2.04566,0.880392,0.0569737,0.880392,-4.59207,0.880392,0.906368,0.880392,-1.01231,0.880392,All
-2.03648,0.882353,0.0570083,0.882353,-4.59192,0.882353,0.917132,0.882353,-1.01177,0.882353,All
-2.03234,0.884314,0.0570695,0.884314,-4.59046,0.884314,0.918439,0.884314,-1.01079,0.884314,All
-2.03166,0.886275,0.057146,0.886275,-4.59009,0.886275,0.919159,0.886275,-1.01047,0.886275,All
-2.02832,0.888235,0.0572007,0.888235,-4.58802,0.888235,0.922942,0.888235,-1.01021,0.888235,All
-2.01595,0.890196,0.0572096,0.890196,-4.58786,0.890196,0.924257,0.890196,-1.00985,0.890196,All
-2.00889,0.892157,0.0572698,0.892157,-4.58683,0.892157,0.925472,0.892157,-1.00944,0.892157,All
-2.00493,0.894118,0.0573333,0.894118,-4.58579,0.894118,0.926014,0.894118,-1.00928,0.894118,All
-2.00036,0.896078,0.0573878,0.896078,-4.58553,0.896078,0.926585,0.896078,-1.00908,0.896078,All
-1.99929,0.898039,0.0574136,0.898039,-4.5855,0.898039,0.928017,0.898039,-1.0086,0.898039,All
-1.99819,0.9,0.0574701,0.9,-4.58454,0.9,0.934041,0.9,-1.00845,0.9,All
-1.99142,0.901961,0.0574992,0.901961,-4.58371,0.901961,0.935803,0.901961,-1.00703,0.901961,All
-1.99056,0.903922,0.0575313,0.903922,-4.58155,0.903922,0.940992,0.903922,-1.00667,0.903922,All
-1.98557,0.905882,0.057559,0.905882,-4.58154,0.905882,0.954568,0.905882,-1.00661,0.905882,All
-1.98304,0.907843,0.0575749,0.907843,-4.58105,0.907843,0.961604,0.907843,-1.00658,0.907843,All
-1.98145,0.909804,0.0578066,0.909804,-4.58009,0.909804,0.96362,0.909804,-1.00585,0.909804,All
-1.96576,0.911765,0.0579686,0.911765,-4.57976,0.911765,0.967249,0.911765,-1.00485,0.911765,All
-1.9651,0.913725,0.0580171,0.913725,-4.57897,0.913725,0.970393,0.913725,-1.00424,0.913725,All
-1.9528,0.915686,0.0580996,0.915686,-4.57874,0.915686,0.983615,0.915686,-1.00373,0.915686,All
-1.94617,0.917647,0.0581641,0.917647,-4.57872,0.917647,0.98404,0.917647,-1.00337,0.917647,All
-1.92274,0.919608,0.0581659,0.919608,-4.57844,0.919608,0.988143,0.919608,-1.00331,0.919608,All
-1.91671,0.921569,0.0582352,0.921569,-4.57671,0.921569,0.990265,0.921569,-1.0031,0.921569,All
-1.91121,0.923529,0.0582563,0.923529,-4.57657,0.923529,0.993405,0.923529,-1.00252,0.923529,All
-1.90073,0.92549,0.0583131,0.92549,-4.57628,0.92549,0.998343,0.92549,-1.0021,0.92549,All
-1.8878,0.927451,0.0583378,0.927451,-4.57574,0.927451,1.00588,0.927451,-1.0019,0.927451,All
-1.87589,0.929412,0.058348,0.929412,-4.57459,0.929412,1.00654,0.929412,-1.0019,0.929412,All
-1.86704,0.931373,0.0583831,0.931373,-4.5743,0.931373,1.01143,0.931373,-1.00169,0.931373,All
-1.86526,0.933333,0.0583934,0.933333,-4.57357,0.933333,1.02423,0.933333,-1.00121,0.933333,All
-1.85436,0.935294,0.0584853,0.935294,-4.57341,0.935294,1.02577,0.935294,-1.00113,0.935294,All
-1.85153,0.937255,0.0585933,0.937255,-4.5722,0.937255,1.02716,0.937255,-1.00077,0.937255,All
-1.84714,0.939216,0.0586456,0.939216,-4.57121,0.939216,1.04151,0.939216,-1.00023,0.939216,All
-1.84699,0.941176,0.058774,0.941176,-4.57037,0.941176,1.04254,0.941176,-0.998908,0.941176,All
-1.84315,0.943137,0.0588307,0.943137,-4.56939,0.943137,1.04739,0.943137,-0.998506,0.943137,All
-1.83813,0.945098,0.0588961,0.945098,-4.56822,0.945098,1.04846,0.945098,-0.996221,0.945098,All
-1.8215,0.947059,0.058941,0.947059,-4.56666,0.947059,1.05052,0.947059,-0.996147,0.947059,All
-1.81763,0.94902,0.0591414,0.94902,-4.56637,0.94902,1.05912,0.94902,-0.993474,0.94902,All
-1.81021,0.95098,0.0593087,0.95098,-4.56527,0.95098,1.0595,0.95098,-0.993253,0.95098,All
