dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_lI50_abscissa,dS_vs_lI50_spline,dS_vs_lI50_regression,dS_vs_lw_abscissa,dS_vs_lw_spline,dS_vs_lw_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_lI50_abscissa,initT_vs_lI50_spline,initT_vs_lI50_regression,initT_vs_lw_abscissa,initT_vs_lw_spline,initT_vs_lw_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_lI50_abscissa,lBt0_vs_lI50_spline,lBt0_vs_lI50_regression,lBt0_vs_lw_abscissa,lBt0_vs_lw_spline,lBt0_vs_lw_regression,lI50_vs_dS_abscissa,lI50_vs_dS_spline,lI50_vs_dS_regression,lI50_vs_initT_abscissa,lI50_vs_initT_spline,lI50_vs_initT_regression,lI50_vs_lBt0_abscissa,lI50_vs_lBt0_spline,lI50_vs_lBt0_regression,lI50_vs_lw_abscissa,lI50_vs_lw_spline,lI50_vs_lw_regression,lw_vs_dS_abscissa,lw_vs_dS_spline,lw_vs_dS_regression,lw_vs_initT_abscissa,lw_vs_initT_spline,lw_vs_initT_regression,lw_vs_lBt0_abscissa,lw_vs_lBt0_spline,lw_vs_lBt0_regression,lw_vs_lI50_abscissa,lw_vs_lI50_spline,lw_vs_lI50_regression
-0.348731,0.124833,0.0506316,-0.179231,-0.261777,-0.265507,-0.03218,0.00452631,0.0123048,-0.14034,-0.00841367,-0.0252828,-0.270529,0.0364023,0.0148143,-0.179231,0.00857372,0.0151156,-0.03218,0.00173538,-0.00544597,-0.14034,-0.0516398,0.00446652,-0.270529,-0.182825,-0.18201,-0.348731,0.0857253,0.0348997,-0.03218,-0.00227451,0.00782382,-0.14034,-0.00461291,-0.0164501,-0.270529,0.000424817,-0.00093019,-0.348731,0.000120027,-0.0030005,-0.179231,-6.93044e-05,-0.000974094,-0.14034,-0.00189386,-0.00069889,-0.270529,-0.0591624,-0.0381423,-0.348731,-0.00968812,-0.00210093,-0.179231,-0.0548314,-0.0368188,-0.03218,-0.0146491,-0.00761967
-0.33508,0.119547,0.0497916,-0.16657,-0.246392,-0.246745,-0.0300428,0.00503137,0.0133667,-0.127132,0.0132837,-0.0203195,-0.251769,0.0300955,0.014326,-0.16657,0.0298604,0.0145997,-0.0300428,-0.0113789,-0.00464032,-0.127132,-0.028695,0.00470145,-0.251769,-0.170468,-0.169388,-0.33508,0.0821278,0.0343026,-0.0300428,-0.000996293,0.0085679,-0.127132,0.00999817,-0.0131619,-0.251769,0.000999946,-0.000815529,-0.33508,0.000655412,-0.00285088,-0.16657,-0.000359139,-0.000854665,-0.127132,0.00336766,-0.000552096,-0.251769,-0.0616098,-0.0355364,-0.33508,-0.0162,-0.00188878,-0.16657,-0.0748714,-0.0342525,-0.0300428,-0.00774913,-0.00690589
-0.321429,0.111811,0.0489516,-0.153908,-0.230677,-0.227983,-0.0279056,0.0319068,0.0144286,-0.113923,0.0114521,-0.0153563,-0.233009,0.0181242,0.0138376,-0.153908,0.0478615,0.0140837,-0.0279056,-0.0286757,-0.00383467,-0.113923,0.0103536,0.00493638,-0.233009,-0.157211,-0.156766,-0.321429,0.0768211,0.0337056,-0.0279056,0.0198172,0.00931198,-0.113923,0.00852008,-0.00987371,-0.233009,3.77567e-05,-0.000700869,-0.321429,0.00127776,-0.00270125,-0.153908,-0.000991475,-0.000735236,-0.113923,0.00119134,-0.000405301,-0.233009,-0.0630416,-0.0329305,-0.321429,-0.0238055,-0.00167662,-0.153908,-0.0877613,-0.0316863,-0.0279056,-0.00980833,-0.0061921
-0.307778,0.100979,0.0481116,-0.141246,-0.210837,-0.209221,-0.0257684,0.0517194,0.0154905,-0.100715,0.043474,-0.010393,-0.214248,0.00413588,0.0133492,-0.141246,0.0420703,0.0135677,-0.0257684,-0.0327646,-0.00302901,-0.100715,0.0228884,0.0051713,-0.214248,-0.142494,-0.144144,-0.307778,0.0693706,0.0331086,-0.0257684,0.0357435,0.0100561,-0.100715,0.0287077,-0.00658553,-0.214248,-0.000635777,-0.000586208,-0.307778,0.00196869,-0.00255162,-0.141246,-0.000414959,-0.000615807,-0.100715,-0.00238829,-0.000258506,-0.214248,-0.0692584,-0.0303246,-0.307778,-0.029988,-0.00146447,-0.141246,-0.079044,-0.02912,-0.0257684,-0.0133568,-0.00547832
-0.294128,0.0862163,0.0472716,-0.128585,-0.189258,-0.190458,-0.0236312,0.0369698,0.0165524,-0.0875064,0.0114002,-0.00542971,-0.195488,0.00478293,0.0128608,-0.128585,0.017521,0.0130517,-0.0236312,-0.01169,-0.00222336,-0.0875064,-0.0134607,0.00540623,-0.195488,-0.12881,-0.131522,-0.294128,0.0592287,0.0325115,-0.0236312,0.0265224,0.0108001,-0.0875064,0.0078433,-0.00329735,-0.195488,-0.0027203,-0.000471547,-0.294128,0.00267088,-0.002402,-0.128585,-0.000269369,-0.000496378,-0.0875064,0.000657956,-0.000111712,-0.195488,-0.0706852,-0.0277186,-0.294128,-0.0296893,-0.00125231,-0.128585,-0.0639458,-0.0265537,-0.0236312,-0.0112376,-0.00476453
-0.280477,0.0674778,0.0464316,-0.115923,-0.16952,-0.171696,-0.0214939,0.0196114,0.0176143,-0.074298,-0.0653584,-0.000466438,-0.176728,0.0320781,0.0123725,-0.115923,-0.0102475,0.0125358,-0.0214939,0.0109714,-0.00141771,-0.074298,-0.0564347,0.00564116,-0.176728,-0.119242,-0.1189,-0.280477,0.0463787,0.0319145,-0.0214939,0.014108,0.0115442,-0.074298,-0.0433884,-9.16638e-06,-0.176728,-0.00801776,-0.000356887,-0.280477,0.00334374,-0.00225237,-0.115923,-0.00256127,-0.000376949,-0.074298,0.00314698,3.5083e-05,-0.176728,-0.0555802,-0.0251127,-0.280477,-0.0203293,-0.00104016,-0.115923,-0.0620795,-0.0239875,-0.0214939,-0.00717619,-0.00405075
-0.266826,0.0444182,0.0455916,-0.103262,-0.150889,-0.152934,-0.0193567,0.0527425,0.0186762,-0.0610895,0.126047,0.00449683,-0.157967,0.0255748,0.0118841,-0.103262,-0.0140157,0.0120198,-0.0193567,-0.00105907,-0.000612054,-0.0610895,-0.0144885,0.00587609,-0.157967,-0.109592,-0.106278,-0.266826,0.030579,0.0313175,-0.0193567,0.035582,0.0122883,-0.0610895,0.0858249,0.00327901,-0.157967,-0.00639494,-0.000242226,-0.266826,0.00384892,-0.00210274,-0.103262,-0.00521226,-0.000257521,-0.0610895,-0.000956727,0.000181878,-0.157967,-0.054013,-0.0225068,-0.266826,0.00245948,-0.000828006,-0.103262,-0.0662467,-0.0214212,-0.0193567,-0.00881909,-0.00333696
-0.253175,0.0265053,0.0447515,-0.0906001,-0.134012,-0.134172,-0.0172195,0.0977228,0.019738,-0.0478811,0.0793623,0.00946011,-0.139207,-0.0485162,0.0113957,-0.0906001,-0.0120578,0.0115038,-0.0172195,-0.0241332,0.000193599,-0.0478811,0.0412531,0.00611101,-0.139207,-0.0950684,-0.0936556,-0.253175,0.0181119,0.0307204,-0.0172195,0.0655661,0.0130324,-0.0478811,0.0545304,0.0065672,-0.139207,0.00296796,-0.000127566,-0.253175,0.00341753,-0.00195312,-0.0906001,-0.00459032,-0.000138092,-0.0478811,-0.00485823,0.000328672,-0.139207,-0.0754923,-0.0199009,-0.253175,0.0290864,-0.000615851,-0.0906001,-0.055348,-0.0188549,-0.0172195,-0.00982777,-0.00262318
-0.239524,0.0262176,0.0439115,-0.0779385,-0.117453,-0.11541,-0.0150823,0.0417262,0.0207999,-0.0346727,-0.033596,0.0144234,-0.120447,-0.0402363,0.0109073,-0.0779385,-0.0240322,0.0109878,-0.0150823,0.0137173,0.000999252,-0.0346727,-0.00134021,0.00634594,-0.120447,-0.0798386,-0.0810336,-0.239524,0.0172614,0.0301234,-0.0150823,0.0278876,0.0137765,-0.0346727,-0.0207845,0.00985538,-0.120447,-0.0106684,-1.29053e-05,-0.239524,0.00106744,-0.00180349,-0.0779385,-0.00146506,-1.8663e-05,-0.0346727,-0.0100076,0.000475467,-0.120447,-0.0303827,-0.017295,-0.239524,0.045465,-0.000403697,-0.0779385,-0.0276904,-0.0162886,-0.0150823,0.00529806,-0.0019094
-0.225873,0.0408505,0.0430715,-0.0652769,-0.0962814,-0.0966474,-0.0129451,-0.000332222,0.0218618,-0.0214643,0.0266442,0.0193867,-0.101687,0.0293559,0.0104189,-0.0652769,-0.0145676,0.0104719,-0.0129451,0.0330568,0.0018049,-0.0214643,-0.00588936,0.00658087,-0.101687,-0.0664855,-0.0684115,-0.225873,0.0264225,0.0295264,-0.0129451,-0.000870112,0.0145205,-0.0214643,0.0174605,0.0131436,-0.101687,-0.000717101,0.000101755,-0.225873,-0.00280511,-0.00165386,-0.0652769,-0.00103084,0.000100766,-0.0214643,0.000774678,0.000622262,-0.101687,-0.00201399,-0.0146891,-0.225873,0.046183,-0.000191543,-0.0652769,-0.0127311,-0.0137224,-0.0129451,-0.00167078,-0.00119561
-0.212222,0.0533177,0.0422315,-0.0526153,-0.0784005,-0.0778851,-0.0108079,0.0364001,0.0229237,-0.00825583,0.0575292,0.0243499,-0.0829263,0.0207693,0.00993056,-0.0526153,0.0256173,0.00995589,-0.0108079,-0.0236044,0.00261056,-0.00825583,0.0368487,0.0068158,-0.0829263,-0.0550695,-0.0557895,-0.212222,0.0345927,0.0289293,-0.0108079,0.023221,0.0152646,-0.00825583,0.0365046,0.0164317,-0.0829263,0.00597598,0.000216416,-0.212222,-0.00649326,-0.00150424,-0.0526153,4.11867e-05,0.000220195,-0.00825583,0.0141167,0.000769056,-0.0829263,-0.0292689,-0.0120831,-0.212222,0.0349507,2.06114e-05,-0.0526153,-0.0265177,-0.0111561,-0.0108079,-0.0292265,-0.000481826
-0.198571,0.0463721,0.0413915,-0.0399537,-0.0620875,-0.0591229,-0.00867068,-0.0182919,0.0239856,0.0049526,-0.104745,0.0293132,-0.064166,-0.0169961,0.00944219,-0.0399537,0.043138,0.00943991,-0.00867068,-0.0415717,0.00341621,0.0049526,0.00352212,0.00705072,-0.064166,-0.0428873,-0.0431675,-0.198571,0.0306857,0.0283323,-0.00867068,-0.0129667,0.0160087,0.0049526,-0.070335,0.0197199,-0.064166,0.00112734,0.000331076,-0.198571,-0.00827045,-0.00135461,-0.0399537,0.0021134,0.000339623,0.0049526,0.00658403,0.000915851,-0.064166,-0.0501017,-0.00947722,-0.198571,0.0149784,0.000232766,-0.0399537,-0.0393343,-0.00858982,-0.00867068,0.00121484,0.000231958
-0.18492,0.0184073,0.0405515,-0.0272921,-0.0429714,-0.0403607,-0.00653347,-0.0386577,0.0250475,0.018161,-0.0320461,0.0342765,-0.0454057,0.0304203,0.00895381,-0.0272921,0.0144561,0.00892394,-0.00653347,-0.0188486,0.00422186,0.018161,-0.00405852,0.00728565,-0.0454057,-0.0288098,-0.0305454,-0.18492,0.013472,0.0277352,-0.00653347,-0.02654,0.0167528,0.018161,-0.0238725,0.0230081,-0.0454057,0.00595153,0.000445737,-0.18492,-0.00732037,-0.00120498,-0.0272921,0.00337125,0.000459052,0.018161,0.00563856,0.00106265,-0.0454057,-0.0175823,-0.00687131,-0.18492,-0.00707577,0.00044492,-0.0272921,-0.0265226,-0.00602355,-0.00653347,0.028928,0.000945743
-0.17127,-0.00471918,0.0397115,-0.0146305,-0.0242902,-0.0215985,-0.00439626,0.0162156,0.0261094,0.0313695,0.0833866,0.0392397,-0.0266454,0.044544,0.00846543,-0.0146305,0.00615835,0.00840796,-0.00439626,0.00778215,0.00502752,0.0313695,-0.0105374,0.00752058,-0.0266454,-0.0169809,-0.0179234,-0.17127,-0.000942802,0.0271382,-0.00439626,0.00969634,0.0174968,0.0313695,0.0526093,0.0262963,-0.0266454,0.00369419,0.000560397,-0.17127,-0.00442541,-0.00105536,-0.0146305,0.00388161,0.000578481,0.0313695,0.00658626,0.00120944,-0.0266454,-0.00662006,-0.00426539,-0.17127,-0.0193236,0.000657074,-0.0146305,-0.00623027,-0.00345728,-0.00439626,0.0233966,0.00165953
-0.157619,0.00135797,0.0388715,-0.00196894,-0.00346297,-0.00283629,-0.00225905,0.0643056,0.0271713,0.0445779,0.081497,0.044203,-0.00788505,0.0247711,0.00797706,-0.00196894,0.00459192,0.00789199,-0.00225905,-0.00597471,0.00583317,0.0445779,-0.0313086,0.00775551,-0.00788505,-0.00506609,-0.00530136,-0.157619,0.00260389,0.0265412,-0.00225905,0.0419017,0.0182409,0.0445779,0.0546213,0.0295845,-0.00788505,0.00290242,0.000675058,-0.157619,-0.000994279,-0.000905729,-0.00196894,0.00498533,0.00069791,0.0445779,0.00375795,0.00135624,-0.00788505,0.0003707,-0.00165947,-0.157619,-0.011577,0.000869229,-0.00196894,0.0332854,-0.000891005,-0.00225905,0.00506712,0.00237331
-0.143968,0.0223954,0.0380315,0.0106926,0.0195924,0.0159259,-0.000121837,0.0790398,0.0282331,0.0577863,0.0383873,0.0491663,0.0108753,0.00337385,0.00748868,0.0106926,0.00110038,0.00737601,-0.000121837,-0.0488576,0.00663882,0.0577863,-0.0291895,0.00799043,0.0108753,0.00789024,0.00732067,-0.143968,0.0149097,0.0259441,-0.000121837,0.0526225,0.018985,0.0577863,0.0282889,0.0328726,0.0108753,0.00755393,0.000789718,-0.143968,-0.00192509,-0.000756102,0.0106926,0.00647423,0.000817339,0.0577863,0.000736638,0.00150303,0.0108753,0.0345331,0.000946443,-0.143968,0.00731764,0.00108138,0.0106926,0.049039,0.00167527,-0.000121837,-0.0105756,0.0030871
-0.130317,0.0302821,0.0371915,0.0233542,0.0388352,0.0346881,0.00201537,0.0889804,0.029295,0.0709947,-0.00613963,0.0541296,0.0296356,-0.00516435,0.0070003,0.0233542,0.0113884,0.00686004,0.00201537,-0.0541046,0.00744448,0.0709947,-0.00146496,0.00822536,0.0296356,0.0195185,0.0199427,-0.130317,0.0184181,0.0253471,0.00201537,0.060643,0.0197291,0.0709947,-0.00157028,0.0361608,0.0296356,0.00817026,0.000904379,-0.130317,-0.0104595,-0.000606475,0.0233542,0.00733991,0.000936768,0.0709947,-0.000322761,0.00164982,0.0296356,0.0715748,0.00355236,-0.130317,0.0195467,0.00129354,0.0233542,0.0141638,0.00424154,0.00201537,-0.0133098,0.00380088
-0.116666,0.0181968,0.0363515,0.0360158,0.050995,0.0534503,0.00415258,0.0950316,0.0303569,0.0842032,-0.056628,0.0590928,0.0483959,0.0203377,0.00651192,0.0360158,0.0315592,0.00634406,0.00415258,-0.00123436,0.00825013,0.0842032,0.0237881,0.00846029,0.0483959,0.0311047,0.0325647,-0.116666,0.0107598,0.0247501,0.00415258,0.065755,0.0204732,0.0842032,-0.0369385,0.039449,0.0483959,0.00727549,0.00101904,-0.116666,-0.0151201,-0.000456849,0.0360158,0.00660953,0.0010562,0.0842032,0.000986374,0.00179662,0.0483959,-0.00297208,0.00615828,-0.116666,0.00834673,0.00150569,0.0360158,-0.0164269,0.00680781,0.00415258,-0.00715008,0.00451467
-0.103015,-0.00796757,0.0355115,0.0486774,0.0681049,0.0722126,0.00628979,0.0352302,0.0314188,0.0974116,-0.0960786,0.0640561,0.0671562,0.0318981,0.00602355,0.0486774,0.024325,0.00582809,0.00628979,0.0354158,0.00905578,0.0974116,0.0332218,0.00869522,0.0671562,0.0429042,0.0451868,-0.103015,-0.0037575,0.024153,0.00628979,0.0250144,0.0212172,0.0974116,-0.0652211,0.0427372,0.0671562,0.00284909,0.0011337,-0.103015,-0.0086521,-0.000307222,0.0486774,0.00209383,0.00117563,0.0974116,0.00343717,0.00194341,0.0671562,-0.0410921,0.00876419,-0.103015,-0.0254196,0.00171785,0.0486774,0.0133996,0.00937409,0.00628979,-0.0206147,0.00522845
-0.0893642,-0.0302938,0.0346715,0.061339,0.0927281,0.0909748,0.00842701,-0.0399212,0.0324807,0.11062,-0.0861359,0.0690194,0.0859165,0.00585593,0.00553517,0.061339,-0.00296919,0.00531211,0.00842701,0.0387796,0.00986143,0.11062,0.029433,0.00893014,0.0859165,0.0547575,0.0578088,-0.0893642,-0.0166799,0.023556,0.00842701,-0.0264312,0.0219613,0.11062,-0.0595508,0.0460254,0.0859165,-0.00485371,0.00124836,-0.0893642,0.00100302,-0.000157595,0.061339,-0.00371204,0.00129505,0.11062,0.00439783,0.00209021,0.0859165,0.0538321,0.0113701,-0.0893642,-0.0486601,0.00193,0.061339,0.0820468,0.0119404,0.00842701,-0.0405131,0.00594224
-0.0757133,-0.0318714,0.0338315,0.0740006,0.115812,0.109737,0.0105642,-0.0183676,0.0335426,0.123828,-0.0224829,0.0739827,0.104677,-0.0131776,0.00504679,0.0740006,0.000604802,0.00479614,0.0105642,0.0440149,0.0106671,0.123828,0.0194011,0.00916507,0.104677,0.0674233,0.0704308,-0.0757133,-0.0200083,0.022959,0.0105642,-0.0107778,0.0227054,0.123828,-0.0163855,0.0493135,0.104677,-0.00844323,0.00136302,-0.0757133,0.00460778,-7.96837e-06,0.0740006,-0.0044221,0.00141448,0.123828,0.00386793,0.002237,0.104677,0.149673,0.013976,-0.0757133,-0.0301002,0.00214215,0.0740006,0.100317,0.0145066,0.0105642,-0.0271931,0.00665602
-0.0620625,-0.01794,0.0329915,0.0866622,0.134165,0.128499,0.0127014,0.0138504,0.0346045,0.137037,0.0479187,0.0789459,0.123437,0.013382,0.00455842,0.0866622,0.0409463,0.00428016,0.0127014,0.0432171,0.0114727,0.137037,0.0140987,0.0094,0.123437,0.0814611,0.0830529,-0.0620625,-0.0141652,0.0223619,0.0127014,0.0123776,0.0234495,0.137037,0.0324833,0.0526017,0.123437,-0.00212371,0.00147768,-0.0620625,0.00239473,0.000141658,0.0866622,0.000330383,0.00153391,0.137037,0.00515631,0.0023838,0.123437,0.125468,0.0165819,-0.0620625,0.0115353,0.00235431,0.0866622,0.0522328,0.0170729,0.0127014,0.00124618,0.0073698
-0.0484116,-0.00900979,0.0321515,0.0993238,0.149997,0.147261,0.0148386,-0.0315197,0.0356664,0.150245,0.0872909,0.0839092,0.142197,0.0567889,0.00407004,0.0993238,0.075563,0.00376418,0.0148386,0.0234917,0.0122784,0.150245,0.0142172,0.00963493,0.142197,0.0959038,0.0956749,-0.0484116,-0.00544315,0.0217649,0.0148386,-0.0183635,0.0241936,0.150245,0.0600419,0.0558899,0.142197,0.00678437,0.00159234,-0.0484116,0.0011113,0.000291285,0.0993238,0.00442645,0.00165334,0.150245,0.00623132,0.00253059,0.142197,0.0289465,0.0191879,-0.0484116,0.0217551,0.00256646,0.0993238,-0.00402231,0.0196392,0.0148386,0.0166159,0.00808359
-0.0347607,0.0169582,0.0313115,0.111985,0.166972,0.166024,0.0169758,-0.0388368,0.0367282,0.163454,0.0737768,0.0888725,0.160958,0.0540492,0.00358166,0.111985,0.0534296,0.00324821,0.0169758,0.00500741,0.013084,0.163454,0.0160562,0.00986985,0.160958,0.108996,0.108297,-0.0347607,0.0147818,0.0211679,0.0169758,-0.0237556,0.0249376,0.163454,0.0498849,0.0591781,0.160958,0.00424788,0.001707,-0.0347607,0.00099291,0.000440912,0.111985,0.000607491,0.00177277,0.163454,0.00350881,0.00267739,0.160958,-0.00907891,0.0217938,-0.0347607,0.00519078,0.00277862,0.111985,0.00609612,0.0222054,0.0169758,0.0221722,0.00879737
-0.0211098,0.0576242,0.0304715,0.124647,0.185636,0.184786,0.0191131,0.0551826,0.0377901,0.176662,0.0405397,0.0938358,0.179718,0.00414012,0.00309328,0.124647,-0.0101348,0.00273223,0.0191131,0.00570942,0.0138897,0.176662,0.0179277,0.0101048,0.179718,0.120607,0.120919,-0.0211098,0.0378212,0.0205708,0.0191131,0.0394487,0.0256817,0.176662,0.0253602,0.0624663,0.179718,-0.00792849,0.00182166,-0.0211098,-0.00015517,0.000590539,0.124647,-0.00743299,0.0018922,0.176662,-0.00130607,0.00282418,0.179718,0.0393946,0.0243997,-0.0211098,-0.000411524,0.00299077,0.124647,0.0705207,0.0247717,0.0191131,0.0268482,0.00951116
-0.00745889,0.0146412,0.0296315,0.137309,0.203861,0.203548,0.0212503,0.111941,0.038852,0.189871,0.0413006,0.098799,0.198478,-0.025879,0.00260491,0.137309,-0.0419107,0.00221626,0.0212503,0.0234167,0.0146954,0.189871,0.0190865,0.0103397,0.198478,0.132384,0.133541,-0.00745889,0.0126442,0.0199738,0.0212503,0.0755982,0.0264258,0.189871,0.0247402,0.0657545,0.198478,-0.0109297,0.00193632,-0.00745889,0.00311852,0.000740165,0.137309,-0.00700686,0.00201163,0.189871,-0.00434875,0.00297098,0.198478,0.0833518,0.0270056,-0.00745889,-0.0128786,0.00320293,0.137309,0.101775,0.027338,0.0212503,0.0381853,0.0102249
0.006192,0.0113483,0.0287915,0.14997,0.22159,0.22231,0.0233875,0.0723161,0.0399139,0.203079,0.0859742,0.103762,0.217239,-0.0180693,0.00211653,0.14997,-0.024702,0.00170028,0.0233875,0.0406563,0.015501,0.203079,0.0192158,0.0105746,0.217239,0.144908,0.146163,0.006192,0.0113132,0.0193768,0.0233875,0.0457187,0.0271699,0.203079,0.0551801,0.0690426,0.217239,-0.00254323,0.00205098,0.006192,0.00504494,0.000889792,0.14997,0.00151426,0.00213106,0.203079,-0.00446904,0.00311777,0.217239,0.0886205,0.0296115,0.006192,-0.00114747,0.00341508,0.14997,0.0839802,0.0299043,0.0233875,0.0430547,0.0109387
0.0198429,0.0612388,0.0279515,0.162632,0.240465,0.241072,0.0255247,0.0369595,0.0409758,0.216287,0.1491,0.108726,0.235999,0.00474808,0.00162815,0.162632,0.00402236,0.00118431,0.0255247,0.031471,0.0163067,0.216287,0.0183775,0.0108096,0.235999,0.157841,0.158785,0.0198429,0.0388921,0.0187797,0.0255247,0.0227262,0.0279139,0.216287,0.0987343,0.0723308,0.235999,0.00567374,0.00216564,0.0198429,0.00251281,0.00103942,0.162632,0.00597834,0.00225048,0.216287,-0.00266902,0.00326457,0.235999,0.0713613,0.0322174,0.0198429,0.0135412,0.00362723,0.162632,0.0675703,0.0324705,0.0255247,0.0120305,0.0116525
0.0334938,0.012531,0.0271115,0.175293,0.260672,0.259835,0.0276619,0.019474,0.0420377,0.229496,0.205599,0.113689,0.254759,0.0201632,0.00113978,0.175293,0.0210431,0.000668332,0.0276619,0.0282892,0.0171123,0.229496,0.0166472,0.0110445,0.254759,0.170816,0.171407,0.0334938,0.00694721,0.0181827,0.0276619,0.0134298,0.028658,0.229496,0.137721,0.075619,0.254759,0.0054819,0.00228031,0.0334938,0.00149735,0.00118905,0.175293,0.00277367,0.00236991,0.229496,3.98056e-05,0.00341136,0.254759,0.0507609,0.0348234,0.0334938,-0.0263922,0.00383939,0.175293,0.0703088,0.0350368,0.0276619,-0.00894398,0.0123663
0.0471447,0.0143635,0.0262715,0.187955,0.280233,0.278597,0.0297991,0.0140107,0.0430996,0.242704,0.245357,0.118652,0.273519,0.0229749,0.000651399,0.187955,0.019602,0.000152357,0.0297991,0.0525834,0.017918,0.242704,0.0143122,0.0112794,0.273519,0.183734,0.184029,0.0471447,0.00917871,0.0175856,0.0297991,0.0109955,0.0294021,0.242704,0.165,0.0789072,0.273519,0.00190719,0.00239497,0.0471447,0.00475048,0.00133867,0.187955,0.000270998,0.00248934,0.242704,0.00302896,0.00355816,0.273519,0.036037,0.0374293,0.0471447,0.0117191,0.00405154,0.187955,0.0671739,0.0376031,0.0297991,0.0125507,0.0130801
0.0607956,-0.0740367,0.0254315,0.200617,0.298517,0.297359,0.0319363,0.0307346,0.0441615,0.255913,0.269529,0.123615,0.29228,0.0114716,0.000163022,0.200617,0.00293534,-0.000363619,0.0319363,0.0716012,0.0187236,0.255913,0.0117831,0.0115143,0.29228,0.196538,0.196651,0.0607956,-0.0491049,0.0169886,0.0319363,0.0225786,0.0301462,0.255913,0.18138,0.0821954,0.29228,0.00093998,0.00250963,0.0607956,0.00473968,0.0014883,0.200617,0.00162423,0.00260877,0.255913,0.00607591,0.00370495,0.29228,0.0335763,0.0400352,0.0607956,0.0162085,0.0042637,0.200617,0.0497782,0.0401694,0.0319363,0.039601,0.0137939
0.0744465,-0.0409481,0.0245915,0.213278,0.316176,0.316121,0.0340735,0.0781369,0.0452233,0.269121,0.282597,0.128579,0.31104,-0.00826769,-0.000325356,0.213278,-0.0179242,-0.000879594,0.0340735,0.0513776,0.0195293,0.269121,0.00954328,0.0117493,0.31104,0.209234,0.209273,0.0744465,-0.0276185,0.0163916,0.0340735,0.0545429,0.0308903,0.269121,0.190005,0.0854835,0.31104,0.00282409,0.00262429,0.0744465,0.00198449,0.00163793,0.213278,0.0047825,0.0027282,0.269121,0.00895706,0.00385174,0.31104,0.0400044,0.0426411,0.0744465,0.000107133,0.00447585,0.213278,0.0270303,0.0427356,0.0340735,0.0327487,0.0145077
0.0880973,0.0360926,0.0237515,0.22594,0.33386,0.334884,0.0362107,0.122557,0.0462852,0.28233,0.287611,0.133542,0.3298,-0.0269881,-0.000813733,0.22594,-0.0335369,-0.00139557,0.0362107,0.0147407,0.0203349,0.28233,0.00811,0.0119842,0.3298,0.221854,0.221895,0.0880973,0.0230615,0.0157945,0.0362107,0.0843214,0.0316343,0.28233,0.193018,0.0887717,0.3298,0.00543861,0.00273895,0.0880973,-0.000341416,0.00178755,0.22594,0.00769774,0.00284763,0.28233,0.0114291,0.00399854,0.3298,0.0479295,0.045247,0.0880973,-0.0171921,0.00468801,0.22594,0.00721421,0.0453019,0.0362107,0.0116461,0.0152214
0.101748,0.0276824,0.0229115,0.238601,0.352189,0.353646,0.038348,0.127849,0.0473471,0.295538,0.288585,0.138505,0.348561,-0.0358645,-0.00130211,0.238601,-0.0335532,-0.00191154,0.038348,-0.0013069,0.0211406,0.295538,0.0078096,0.0122191,0.348561,0.234426,0.234517,0.101748,0.0179173,0.0151975,0.038348,0.087449,0.0323784,0.295538,0.193231,0.0920599,0.348561,0.00676532,0.00285361,0.101748,-0.000406885,0.00193718,0.238601,0.00839519,0.00296706,0.295538,0.0133435,0.00414533,0.348561,0.050364,0.0478529,0.101748,-0.0258861,0.00490016,0.238601,-0.000765322,0.0478682,0.038348,0.0109214,0.0159352
0.115399,0.0557851,0.0220715,0.251263,0.371084,0.372408,0.0404852,0.10398,0.048409,0.308746,0.28825,0.143468,0.367321,-0.0330088,-0.00179049,0.251263,-0.0219567,-0.00242752,0.0404852,0.00162386,0.0219462,0.308746,0.00911862,0.0124541,0.367321,0.246971,0.247139,0.115399,0.0373144,0.0146005,0.0404852,0.070683,0.0331225,0.308746,0.192563,0.0953481,0.367321,0.00626956,0.00296827,0.115399,0.00259587,0.00208681,0.251263,0.00731797,0.00308649,0.308746,0.0144706,0.00429213,0.367321,0.0462638,0.0504589,0.115399,0.0166483,0.00511231,0.251263,0.00169546,0.0504344,0.0404852,0.0242247,0.016649
0.12905,0.118754,0.0212315,0.263924,0.390399,0.39117,0.0426224,0.0725207,0.0494709,0.321955,0.287543,0.148432,0.386081,-0.022711,-0.00227886,0.263924,-0.00357778,-0.0029435,0.0426224,0.0120481,0.0227519,0.321955,0.012248,0.012689,0.386081,0.259502,0.259761,0.12905,0.0791549,0.0140034,0.0426224,0.0486755,0.0338666,0.321955,0.191693,0.0986363,0.386081,0.00471281,0.00308293,0.12905,0.00567528,0.00223643,0.263924,0.00516107,0.00320591,0.321955,0.0146459,0.00443892,0.386081,0.0396198,0.0530648,0.12905,0.06465,0.00532447,0.263924,0.0130552,0.0530007,0.0426224,0.0374946,0.0173628
