rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_w,data
10,10,-2.762858,-0.023703,-0.062843,0.000000,-0.023884,0.000000,0.739462,0.071229,africa
1,11,1.314946,0.058297,0.184031,0.000000,0.032903,0.000000,-0.690989,-0.268544,africa
2,11,2.612028,0.051337,-0.104521,0.000000,-0.088152,0.000000,0.566087,0.559874,africa
3,11,2.627920,-0.007589,0.217076,0.000000,0.021083,0.000000,-0.091236,0.660906,africa
4,11,0.546964,-0.019602,0.040509,0.000000,-0.071527,0.000000,-1.592825,0.060372,africa
5,11,1.779906,0.030523,0.015669,0.000000,-0.056521,0.000000,-0.935489,0.327702,africa
6,11,-2.130825,-0.114059,-0.022739,0.000000,-0.059649,0.000000,0.364327,0.071122,africa
7,11,-1.146169,-0.048706,0.034008,0.000000,-0.081754,0.000000,0.875771,0.184785,africa
8,11,0.547686,0.078636,-0.007062,0.000000,-0.079788,0.000000,1.423918,-0.087066,africa
9,11,1.184531,-0.054895,0.020924,0.000000,-0.023863,0.000000,1.244432,0.443378,africa
10,11,2.921361,0.044305,-0.013144,0.000000,0.011237,0.000000,-1.583409,-0.091457,africa
1,12,3.769407,0.003757,-0.223301,0.000000,0.073192,0.000000,0.242080,0.251575,africa
2,12,1.408207,-0.074667,-0.088146,0.000000,0.043880,0.000000,0.450584,0.288922,africa
3,12,-0.510867,-0.114362,-0.031568,0.000000,0.075317,0.000000,1.115081,0.050901,africa
4,12,1.609300,0.071960,-0.125135,0.000000,0.043531,0.000000,0.256641,0.212919,africa
5,12,0.066017,0.192741,0.201530,0.000000,0.050296,0.000000,3.527690,-0.276730,africa
6,12,5.094649,0.006411,-0.185339,0.000000,0.122703,0.000000,0.859774,0.070355,africa
7,12,-1.689063,-0.071095,-0.108272,0.000000,0.030297,0.000000,-0.540440,-0.076619,africa
8,12,0.185720,0.083477,0.067789,0.000000,0.061330,0.000000,0.934504,-0.056595,africa
9,12,-1.128241,0.079898,-0.030933,0.000000,0.039872,0.000000,2.753436,0.013960,africa
10,12,0.112456,-0.007802,-0.016241,0.000000,0.081404,0.000000,1.235866,-0.064657,africa
1,13,0.001070,-0.039344,-0.086772,0.000000,-0.027660,0.000000,1.680496,-0.236770,africa
2,13,-0.306091,0.025520,0.039510,0.000000,-0.032996,0.000000,2.521516,0.138450,africa
3,13,-0.350690,-0.051925,0.006123,0.000000,0.001254,0.000000,0.626686,-0.209854,africa
4,13,2.907255,0.038601,-0.041158,0.000000,-0.005503,0.000000,1.556141,-0.110134,africa
5,13,0.375791,-0.029149,-0.036202,0.000000,-0.026532,0.000000,0.425827,0.126499,africa
6,13,-1.411712,0.007660,-0.146875,0.000000,-0.089183,0.000000,1.772267,-0.601451,africa
7,13,1.730093,0.023029,-0.118262,0.000000,0.020449,0.000000,1.327367,0.006566,africa
8,13,1.866958,0.052173,0.038330,0.000000,0.032715,0.000000,0.306826,0.175790,africa
9,13,0.577137,0.044508,0.127292,0.000000,0.009241,0.000000,-0.855577,-0.417440,africa
10,13,-1.791931,-0.147767,0.129494,0.000000,0.003466,0.000000,-0.676346,-0.962271,africa
1,14,4.284485,0.048279,-0.171177,0.000000,0.097498,0.000000,0.663612,0.353920,africa
2,14,3.515568,0.022258,0.032178,0.000000,0.090195,0.000000,1.621679,0.003535,africa
3,14,2.643144,0.112165,0.043732,0.000000,0.061387,0.000000,-0.497399,-0.175295,africa
4,14,3.601912,0.009022,-0.133828,0.000000,0.055495,0.000000,1.687407,0.038380,africa
5,14,4.213059,0.032788,-0.134222,0.000000,0.041687,0.000000,2.734985,0.233378,africa
6,14,3.247921,0.052801,0.037932,0.000000,0.076091,0.000000,1.888123,0.203912,africa
7,14,0.847030,0.008604,-0.014219,0.000000,0.010795,0.000000,2.395170,-0.955726,africa
8,14,3.126289,0.000913,0.047731,0.000000,0.130356,0.000000,4.036022,-0.162426,africa
9,14,3.069888,-0.126747,0.189299,0.000000,0.194753,0.000000,0.544706,0.076939,africa
10,14,3.758611,0.071795,-0.079399,0.000000,0.109470,0.000000,2.253705,0.228532,africa
1,15,1.077317,-0.000648,0.055261,0.000000,-0.006981,0.000000,-1.688327,-0.195168,africa
2,15,-0.836841,0.015440,0.110170,0.000000,-0.017628,0.000000,-2.086271,-0.288142,africa
3,15,0.551231,-0.116773,0.123944,0.000000,0.024792,0.000000,-1.887062,0.521469,africa
4,15,1.505764,0.031612,-0.088312,0.000000,-0.037417,0.000000,-1.612855,-0.132088,africa
5,15,-1.493867,-0.029382,-0.032605,0.000000,-0.095159,0.000000,-1.113517,0.696750,africa
6,15,0.646210,-0.114741,-0.169671,0.000000,-0.061498,0.000000,-2.088960,0.044476,africa
7,15,1.319048,-0.047255,-0.092282,0.000000,-0.040889,0.000000,-1.470222,0.854977,africa
8,15,-0.018332,-0.004447,0.014140,0.000000,-0.031975,0.000000,-1.938743,-0.529929,africa
9,15,-0.015211,-0.003386,0.058273,0.000000,0.005076,0.000000,-2.004383,-0.230921,africa
10,15,0.120329,0.032404,-0.159569,0.000000,-0.111685,0.000000,-1.776246,-0.082244,africa
1,16,1.636849,-0.101641,-0.019647,0.000000,-0.077436,0.000000,-2.313934,0.031965,africa
2,16,3.867411,0.030533,-0.013015,0.000000,0.000264,0.000000,-1.722131,-0.486648,africa
3,16,4.038416,-0.082433,-0.042362,0.000000,-0.013782,0.000000,-2.552884,0.377416,africa
4,16,2.256511,0.003948,-0.048665,0.000000,-0.095868,0.000000,-1.899325,0.139508,africa
5,16,1.080086,-0.021726,-0.071562,0.000000,-0.103179,0.000000,-2.154335,0.830874,africa
6,16,0.218289,-0.013096,0.201611,0.000000,0.008265,0.000000,-0.799072,0.436757,africa
7,16,-0.513247,-0.026792,-0.004128,0.000000,-0.140446,0.000000,-0.110157,0.240946,africa
8,16,1.221050,-0.088599,0.147945,0.000000,-0.051881,0.000000,-0.500642,0.914934,africa
9,16,1.918464,-0.000693,0.070591,0.000000,-0.027407,0.000000,-2.276178,-0.635451,africa
10,16,-0.355309,-0.020413,0.062453,0.000000,-0.147570,0.000000,-1.460038,0.519793,africa
1,17,1.930915,-0.044187,0.052438,0.000000,0.084724,0.000000,-0.013003,-0.181779,africa
2,17,2.276676,0.064148,-0.032321,0.000000,0.052284,0.000000,-0.355810,0.061779,africa
3,17,0.496401,-0.068217,-0.141359,0.000000,-0.070567,0.000000,0.756723,-0.090477,africa
4,17,2.150260,-0.057682,-0.101962,0.000000,0.045817,0.000000,1.271852,-0.057477,africa
5,17,-4.031844,0.013866,0.034844,0.000000,-0.081597,0.000000,0.564724,0.253347,africa
6,17,-2.408734,-0.073772,0.136839,0.000000,-0.014727,0.000000,0.113957,0.298712,africa
7,17,-1.493229,-0.024070,0.115998,0.000000,-0.034156,0.000000,-1.976305,0.110324,africa
8,17,1.062812,-0.060514,-0.108179,0.000000,-0.113258,0.000000,0.048291,1.116617,africa
9,17,0.009385,-0.018171,-0.015985,0.000000,0.036139,0.000000,2.253624,1.082924,africa
10,17,-0.980044,-0.048586,-0.111807,0.000000,0.067075,0.000000,-3.492566,-1.518390,africa
1,18,4.167130,0.006837,0.197515,0.000000,0.081421,0.000000,2.288014,-0.867882,africa
2,18,4.635438,0.052857,0.176956,0.000000,0.042267,0.000000,0.833673,-1.115010,africa
3,18,4.313038,0.016632,0.193457,0.000000,0.054486,0.000000,2.555192,-0.940260,africa
4,18,4.443002,0.014237,0.195212,0.000000,0.059768,0.000000,5.072800,-0.552722,africa
5,18,4.655007,-0.051484,0.115409,0.000000,0.053851,0.000000,2.973628,-0.963699,africa
6,18,4.349612,-0.008829,0.262184,0.000000,0.094757,0.000000,1.426341,-1.361473,africa
7,18,4.105919,-0.107813,0.128116,0.000000,0.057211,0.000000,0.554444,-0.834712,africa
8,18,4.042020,0.087879,0.161436,0.000000,-0.006190,0.000000,2.861818,-0.670910,africa
9,18,4.257757,-0.005314,0.064388,0.000000,0.019795,0.000000,1.670467,-1.205848,africa
10,18,3.923873,-0.044161,0.048773,0.000000,0.022215,0.000000,2.124133,-0.908507,africa
1,19,-1.250937,0.055468,0.075509,0.000000,-0.069059,0.000000,-0.988567,0.667282,africa
2,19,-0.274970,-0.012900,-0.043015,0.000000,-0.009154,0.000000,1.382209,0.830123,africa
3,19,-0.708914,0.106318,-0.087879,0.000000,0.065121,0.000000,-2.114304,-0.485313,africa
4,19,-2.903039,-0.038355,-0.055599,0.000000,-0.040706,0.000000,-2.327023,0.232294,africa
5,19,-0.197421,-0.068345,0.012268,0.000000,0.013068,0.000000,-0.628676,1.244196,africa
6,19,1.314670,0.009150,0.022879,0.000000,0.055478,0.000000,-2.164625,-0.994825,africa
7,19,-2.270823,0.005822,0.179552,0.000000,0.045716,0.000000,-1.884938,-0.804443,africa
8,19,-1.328202,-0.012070,0.179443,0.000000,0.109104,0.000000,-2.026169,1.210218,africa
9,19,-1.940827,0.128936,0.044605,0.000000,0.044979,0.000000,-2.133793,0.214894,africa
10,19,-3.054485,0.144521,-0.122938,0.000000,-0.014000,0.000000,-2.593979,0.512074,africa
1,20,1.778938,0.026540,-0.147400,0.000000,-0.047284,0.000000,-0.619398,-0.096205,africa
2,20,1.814637,0.050455,0.205221,0.000000,-0.038444,0.000000,-1.057276,0.900795,africa
3,20,-0.454153,-0.033840,0.046931,0.000000,-0.003858,0.000000,-0.437372,-0.130764,africa
4,20,1.247581,0.092570,-0.036936,0.000000,0.016231,0.000000,1.235480,-1.362777,africa
5,20,3.880685,0.043625,-0.047580,0.000000,0.068487,0.000000,-2.012210,0.648341,africa
6,20,1.327685,-0.050290,-0.162347,0.000000,-0.060419,0.000000,-0.312104,0.077558,africa
7,20,1.285849,-0.025573,0.055539,0.000000,-0.032898,0.000000,-4.032358,-0.127078,africa
8,20,-0.559586,0.035192,-0.059344,0.000000,-0.123029,0.000000,0.470624,0.247111,africa
9,20,0.108236,-0.102404,0.061727,0.000000,-0.037465,0.000000,-1.990280,0.388183,africa
10,20,-0.631767,0.061332,0.007228,0.000000,-0.098904,0.000000,-0.355417,0.373472,africa
1,21,-0.267927,0.009506,0.235916,0.000000,0.132041,0.000000,-2.919296,0.633239,africa
2,21,1.861664,0.028490,0.095678,0.000000,0.143970,0.000000,-3.056713,-0.765992,africa
3,21,0.363091,0.082530,0.049243,0.000000,0.028107,0.000000,-3.574085,0.167933,africa
4,21,0.585123,-0.043586,-0.039539,0.000000,-0.037049,0.000000,-3.205252,-0.057440,africa
5,21,1.682301,0.020920,-0.150851,0.000000,-0.007769,0.000000,-3.688742,0.197844,africa
6,21,1.010938,-0.059126,0.111422,0.000000,0.105452,0.000000,-2.830471,-0.005097,africa
7,21,-0.502061,0.025464,0.314994,0.000000,-0.015195,0.000000,-2.475239,0.718630,africa
8,21,0.366427,0.097889,0.030832,0.000000,-0.044962,0.000000,-3.108043,0.779932,africa
9,21,0.233644,-0.010702,0.003300,0.000000,-0.037754,0.000000,-3.304930,0.003844,africa
10,21,-1.381866,0.007696,0.167541,0.000000,-0.040714,0.000000,-3.128296,0.755188,africa
1,22,-1.898541,-0.033733,-0.018712,0.000000,0.071553,0.000000,0.764892,0.140161,africa
2,22,-0.684677,0.067687,-0.098611,0.000000,0.103972,0.000000,1.480898,0.408043,africa
3,22,-0.997257,0.030342,0.090238,0.000000,0.118696,0.000000,1.035302,0.324307,africa
4,22,-0.776052,0.012537,-0.156138,0.000000,0.093916,0.000000,2.094791,0.590975,africa
5,22,-3.288639,0.008683,-0.167744,0.000000,0.023271,0.000000,-1.347997,0.120909,africa
6,22,-2.988969,0.008070,0.116001,0.000000,0.114198,0.000000,0.335235,0.640713,africa
7,22,-1.615127,-0.050849,-0.072560,0.000000,0.067566,0.000000,2.017976,0.205579,africa
8,22,-1.202240,-0.035575,-0.165988,0.000000,0.068028,0.000000,-0.315392,0.297688,africa
9,22,-2.050565,-0.133047,-0.242905,0.000000,0.038945,0.000000,0.611755,0.132329,africa
10,22,-4.216149,-0.012692,-0.347947,0.000000,-0.039352,0.000000,-0.873730,0.127767,africa
1,23,-0.925387,0.059201,0.097617,0.000000,-0.002231,0.000000,2.568266,-0.233946,africa
2,23,-0.252655,0.041139,-0.026822,0.000000,-0.066332,0.000000,0.456862,-0.162928,africa
3,23,-4.502204,0.030094,-0.061233,0.000000,-0.074592,0.000000,1.807285,-0.391832,africa
4,23,-2.673906,-0.033032,-0.053867,0.000000,-0.071336,0.000000,1.858502,-0.156450,africa
5,23,-0.874533,-0.006659,-0.270055,0.000000,-0.089870,0.000000,0.916999,-0.122278,africa
6,23,-1.789545,0.017541,-0.117977,0.000000,-0.113827,0.000000,-1.115589,-0.797291,africa
7,23,-0.386031,-0.077654,-0.009755,0.000000,0.007901,0.000000,0.189301,-0.350709,africa
8,23,-2.056252,-0.042426,0.052922,0.000000,-0.017566,0.000000,-0.913883,-0.611244,africa
9,23,-3.303261,0.066484,-0.024455,0.000000,-0.137233,0.000000,-0.794682,-0.485846,africa
10,23,-3.139921,0.031881,0.115513,0.000000,-0.064592,0.000000,-0.857698,-0.622784,africa
1,24,3.724957,0.030756,-0.147505,0.000000,-0.015183,0.000000,-1.670511,0.034700,africa
2,24,1.234394,0.027943,0.154137,0.000000,0.106719,0.000000,-1.733481,-0.821512,africa
3,24,0.333038,-0.008226,-0.086066,0.000000,-0.102149,0.000000,-1.309892,0.561034,africa
4,24,-1.067675,0.052681,0.198494,0.000000,0.004735,0.000000,2.512451,0.520138,africa
5,24,-0.861393,-0.066254,0.157497,0.000000,-0.008385,0.000000,-1.615413,-0.334958,africa
6,24,0.717646,-0.023527,0.097414,0.000000,-0.049877,0.000000,-2.543054,-0.498029,africa
7,24,2.321577,0.096146,0.117685,0.000000,-0.000260,0.000000,-0.697158,0.446002,africa
8,24,-0.433608,-0.078235,0.075566,0.000000,-0.044824,0.000000,-1.337465,0.444064,africa
9,24,0.432526,-0.075922,0.079620,0.000000,-0.013607,0.000000,-1.116373,0.698598,africa
10,24,1.410383,-0.044092,-0.088319,0.000000,-0.076349,0.000000,-1.502628,0.688880,africa
1,25,1.060315,0.126782,-0.108785,0.000000,0.023608,0.000000,1.393890,-0.267000,africa
2,25,-1.245814,-0.040561,-0.125328,0.000000,0.047512,0.000000,1.009411,-0.202962,africa
3,25,1.240299,-0.033628,-0.076251,0.000000,0.069507,0.000000,0.514762,-0.275412,africa
4,25,1.813065,0.121998,-0.050587,0.000000,0.083055,0.000000,4.503782,-0.007573,africa
5,25,2.412436,-0.026520,-0.087680,0.000000,0.103829,0.000000,0.340402,-0.249218,africa
6,25,0.718882,0.009395,-0.020312,0.000000,0.091933,0.000000,3.038003,-0.155946,africa
7,25,-1.234417,0.090525,0.313905,0.000000,0.119799,0.000000,2.041633,-0.673919,africa
8,25,-0.165703,0.024653,0.042069,0.000000,0.064199,0.000000,1.379489,-0.439096,africa
9,25,-2.754681,0.015492,0.126352,0.000000,0.010563,0.000000,-0.171359,-0.554375,africa
10,25,1.686964,0.075229,0.115551,0.000000,0.136512,0.000000,3.941313,-0.120527,africa
1,26,0.947614,0.010155,0.063937,0.000000,0.242429,0.000000,2.568037,-0.731371,africa
2,26,-2.407966,-0.042679,0.041011,0.000000,0.233578,0.000000,3.893412,-0.591511,africa
3,26,-2.023592,-0.068474,-0.120590,0.000000,0.233589,0.000000,1.993053,-0.426324,africa
4,26,-4.908800,0.064479,-0.055053,0.000000,0.137739,0.000000,4.921912,-0.585929,africa
5,26,-5.848359,-0.088609,0.022373,0.000000,0.226881,0.000000,5.470369,-0.588068,africa
6,26,-3.526229,-0.084388,-0.187051,0.000000,0.175853,0.000000,0.896458,-0.571944,africa
7,26,-5.334899,0.029217,-0.247907,0.000000,0.093740,0.000000,0.128817,-0.648176,africa
8,26,-4.322074,-0.014087,-0.113698,0.000000,0.120000,0.000000,2.611846,-0.498242,africa
9,26,-4.677457,0.156760,-0.107604,0.000000,0.093281,0.000000,3.264564,-0.585517,africa
10,26,-4.319988,0.037334,-0.149605,0.000000,0.141227,0.000000,0.559060,-0.599635,africa
1,27,0.904436,0.070001,-0.098822,0.000000,-0.065623,0.000000,-1.152889,-0.268399,africa
2,27,-1.435997,-0.132279,-0.080429,0.000000,-0.029642,0.000000,1.460663,0.213933,africa
3,27,-1.563801,-0.038711,-0.089921,0.000000,-0.075916,0.000000,-0.940350,-0.237937,africa
4,27,-0.624759,0.047839,0.019701,0.000000,-0.034053,0.000000,2.926335,0.634475,africa
5,27,-1.476506,-0.018632,-0.000534,0.000000,-0.066956,0.000000,-0.931533,0.060687,africa
6,27,-1.624885,-0.054794,0.055068,0.000000,0.015922,0.000000,-1.172712,-0.412760,africa
7,27,0.039764,0.031474,-0.037979,0.000000,0.035228,0.000000,-1.623292,-0.697006,africa
8,27,0.938377,0.048750,-0.195555,0.000000,-0.069371,0.000000,-1.287040,-0.425921,africa
9,27,-0.005754,0.001202,0.047230,0.000000,-0.026348,0.000000,-1.056054,0.174460,africa
10,27,-2.447360,0.006103,-0.097073,0.000000,-0.165258,0.000000,-0.969944,-0.222867,africa
1,28,-2.593196,0.038609,-0.037145,0.000000,-0.157624,0.000000,-0.204624,-0.149784,africa
2,28,0.253935,0.151744,0.078054,0.000000,-0.092279,0.000000,0.345390,-0.253141,africa
3,28,-0.949105,-0.001888,0.021904,0.000000,-0.132410,0.000000,-0.955709,-0.137794,africa
4,28,0.280839,-0.114284,-0.003266,0.000000,-0.036314,0.000000,-0.179494,-0.209085,africa
5,28,-2.421510,0.035185,-0.066464,0.000000,-0.160674,0.000000,-0.308596,-0.158974,africa
6,28,-0.090975,0.078726,0.005840,0.000000,-0.159237,0.000000,-1.384125,-0.364404,africa
7,28,0.795638,0.106201,-0.096059,0.000000,-0.159316,0.000000,0.368981,0.055709,africa
8,28,-2.748179,-0.026350,-0.041727,0.000000,-0.129783,0.000000,-1.038610,-0.913259,africa
9,28,-2.115477,0.042755,-0.024506,0.000000,-0.162924,0.000000,-1.209463,-0.252448,africa
10,28,0.594239,-0.084774,-0.082933,0.000000,-0.029698,0.000000,1.310832,-0.030019,africa
1,29,-0.585643,0.052110,-0.118167,0.000000,-0.007469,0.000000,-2.068439,0.081711,africa
2,29,-0.925473,0.072527,-0.082116,0.000000,0.055622,0.000000,-2.121310,0.241423,africa
3,29,-2.402635,-0.044474,-0.168945,0.000000,-0.099002,0.000000,-2.642438,0.496143,africa
4,29,-0.493725,-0.000607,0.129723,0.000000,0.135536,0.000000,-2.019916,-0.173746,africa
5,29,-0.902395,-0.049605,0.033741,0.000000,0.139154,0.000000,-2.339723,0.786706,africa
6,29,-0.669478,0.015365,0.066183,0.000000,0.013288,0.000000,-2.669458,-0.423974,africa
7,29,-2.120525,-0.022854,0.028234,0.000000,-0.037224,0.000000,-1.964165,-0.184055,africa
8,29,-2.949398,-0.114687,0.042129,0.000000,-0.028828,0.000000,-2.627506,0.172907,africa
9,29,-1.210981,-0.024882,-0.055726,0.000000,-0.084240,0.000000,-3.189293,0.580958,africa
10,29,-1.727454,-0.063890,-0.136271,0.000000,0.035379,0.000000,-3.162932,-0.316860,africa
1,30,1.309180,-0.041308,0.151171,0.000000,-0.016099,0.000000,-1.442200,0.664238,africa
2,30,1.337446,-0.116058,-0.054277,0.000000,-0.044119,0.000000,1.544157,0.707048,africa
3,30,-1.613388,0.040760,0.264809,0.000000,-0.098003,0.000000,3.100871,1.042611,africa
4,30,-0.433028,0.100972,-0.122402,0.000000,-0.211585,0.000000,0.217131,0.787118,africa
5,30,1.110459,-0.065169,0.076817,0.000000,-0.000863,0.000000,0.357182,0.531546,africa
6,30,-0.983362,-0.060850,0.226780,0.000000,-0.004078,0.000000,0.403095,0.411411,africa
7,30,-1.349364,0.017217,-0.155641,0.000000,-0.245956,0.000000,0.493436,0.368015,africa
8,30,-1.461066,0.035469,0.010448,0.000000,-0.179165,0.000000,-1.262073,0.731332,africa
9,30,-1.417288,-0.028316,0.144741,0.000000,-0.110025,0.000000,-0.463059,-0.131705,africa
10,30,-1.700328,0.023550,0.150955,0.000000,-0.108050,0.000000,0.036965,0.437031,africa
1,31,-4.212728,-0.083377,0.041108,0.000000,0.025460,0.000000,3.627570,-0.752602,africa
2,31,-0.457545,0.003485,0.061410,0.000000,0.055811,0.000000,2.132181,-0.667055,africa
3,31,-0.949161,-0.089434,-0.022701,0.000000,0.030637,0.000000,0.307389,-0.548380,africa
4,31,0.550685,0.076722,-0.043416,0.000000,-0.020120,0.000000,1.403058,-0.314672,africa
5,31,1.291469,0.007230,-0.221903,0.000000,-0.045085,0.000000,0.108173,-0.517213,africa
6,31,0.110217,-0.024029,-0.139914,0.000000,-0.044567,0.000000,-0.193057,-0.442112,africa
7,31,-1.099865,-0.023344,-0.100415,0.000000,-0.037773,0.000000,-0.027200,-0.626615,africa
8,31,-1.280271,-0.003588,-0.063881,0.000000,0.014044,0.000000,2.553557,-0.500712,africa
9,31,-3.430904,-0.073205,-0.123176,0.000000,-0.026055,0.000000,1.274717,-0.492200,africa
10,31,-0.465533,-0.047676,0.100861,0.000000,0.073091,0.000000,-0.337470,-0.801505,africa
1,32,-1.061331,0.070485,-0.090553,0.000000,0.018288,0.000000,-0.668324,-0.681259,africa
2,32,-3.584065,-0.028811,0.106888,0.000000,0.133411,0.000000,0.320248,-0.482207,africa
3,32,-6.183200,-0.035157,0.139504,0.000000,0.096301,0.000000,1.218289,-0.426927,africa
4,32,-4.417530,-0.012128,0.029330,0.000000,0.047298,0.000000,-0.070963,-0.486166,africa
5,32,-4.229725,0.053794,-0.035029,0.000000,-0.025524,0.000000,0.332059,-0.216909,africa
6,32,-3.102493,-0.007596,-0.295475,0.000000,-0.042641,0.000000,0.158519,-0.102256,africa
7,32,-2.555520,-0.002730,-0.073702,0.000000,0.043486,0.000000,0.015347,-0.209514,africa
8,32,-3.418137,-0.040548,-0.088393,0.000000,0.019617,0.000000,0.001386,-0.362577,africa
9,32,-6.013257,-0.017350,-0.171407,0.000000,-0.006831,0.000000,1.914489,-0.321472,africa
10,32,-1.868931,-0.019989,-0.218918,0.000000,0.003410,0.000000,-0.143951,-0.205325,africa
1,33,-0.042153,-0.080524,-0.135031,0.000000,-0.047627,0.000000,0.019516,-0.227372,africa
2,33,-0.456548,0.049180,0.066629,0.000000,0.009027,0.000000,-0.225869,-0.394841,africa
3,33,1.055887,-0.011437,-0.068654,0.000000,-0.000363,0.000000,1.671469,-0.429525,africa
4,33,-0.964786,0.009792,0.122521,0.000000,0.044450,0.000000,0.827260,-0.594431,africa
5,33,1.195975,-0.114996,0.003527,0.000000,0.091890,0.000000,0.672444,-0.178747,africa
6,33,0.020622,-0.129415,-0.056082,0.000000,0.035096,0.000000,1.422577,-0.508316,africa
7,33,1.365474,0.039444,-0.058090,0.000000,-0.016572,0.000000,1.383307,-0.128419,africa
8,33,2.536957,0.049360,-0.100979,0.000000,0.034167,0.000000,2.498418,0.074297,africa
9,33,0.807694,-0.011349,-0.022723,0.000000,0.025649,0.000000,0.147228,-0.096795,africa
10,33,-1.139217,0.041629,0.138599,0.000000,0.011202,0.000000,1.035034,-0.410476,africa
1,34,-9.757217,0.006293,-0.216532,0.000000,0.074600,0.000000,-0.213937,-1.020219,africa
2,34,-10.799858,0.049835,-0.120946,0.000000,0.053375,0.000000,0.048038,-1.193899,africa
3,34,-7.183006,0.065208,-0.319045,0.000000,0.051606,0.000000,0.551659,-0.644294,africa
4,34,-6.746846,0.025706,-0.390462,0.000000,0.072413,0.000000,1.189931,-0.542430,africa
5,34,-7.666743,0.064663,-0.178971,0.000000,0.093561,0.000000,3.131421,-0.686496,africa
6,34,-4.998711,0.081202,-0.287804,0.000000,0.106133,0.000000,1.508941,-0.649597,africa
7,34,-3.191673,0.035172,-0.237088,0.000000,0.155569,0.000000,1.910197,-0.678750,africa
8,34,-2.464103,-0.077215,-0.266918,0.000000,0.192816,0.000000,1.289807,-0.644010,africa
9,34,-5.288436,-0.034175,-0.187983,0.000000,0.154506,0.000000,0.896729,-0.684184,africa
10,34,-4.767704,-0.025098,-0.245529,0.000000,0.129258,0.000000,4.232746,-0.616713,africa
