id,time,y,ytype,initT,aS,dS,tau,lBt0,lp,dI,lk,f,dp,lw,dE,lI50,lod
1,0,3.1751,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,2.2949,3.795,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,6.8355,5.4818,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,7,5.6085,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,10.041,5.8973,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,10.308,5.4376,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,12.979,6.3744,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,14,5.5199,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,16.451,4.7398,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,20.724,5.9353,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,21,4.8773,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,24.197,4.7241,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,28,4.7208,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,28.737,5.3378,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,30.607,5.2048,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,35,4.6071,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,42,4.5177,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,46.098,4.3357,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,49,4.4437,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,52.509,4.6395,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,56,4.3804,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,63,4.3251,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,65.596,4.9371,1,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
1,70,4.276,2,-5.5177,70,0.05451,0.05,-4.7869,4.6,0.9,-1.8857,0.9,0.001,-0.11574,1,0.59281,15
2,0,3.297,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,1.2265,3.4613,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,3.8974,5.0097,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,6.1232,5.542,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,7,6.1484,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,11.243,7.2183,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,14,7.1844,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,17.92,6.0368,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,20.813,6.4272,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,21,6.1757,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,25.042,6.165,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,27.936,6.0671,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,28,5.8999,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,35,6.2713,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,42,6.7323,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,42.181,6.2544,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,49,6.6464,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,53.31,6.247,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,56,6.4239,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,63,6.4254,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,64.216,5.7426,1,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
2,70,6.5458,2,-5.2092,70,0.04518,0.05,-4.841,4.6,0.9,-1.8857,0.9,0.001,0.39263,1,-1.3589,15
3,0,3.599,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,3.6303,5.3772,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,6.5684,7.3024,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,7,6.932,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,10.041,6.6586,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,13.513,6.9153,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,14,6.7524,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,20.19,5.4014,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,21,5.4715,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,26.066,5.5894,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,27.402,4.8969,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,28,5.1276,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,35,5.3859,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,42,5.6591,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,49,5.6162,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,53.844,5.9013,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,56,5.3595,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,59.453,5.0772,1,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,63,5.1796,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
3,70,5.0661,2,-4.866,70,0.03415,0.05,-4.912,4.6,0.9,-1.8857,0.9,0.001,-0.42934,1,0.26796,15
4,0,4.0416,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,0.42521,4.5664,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,6.3013,5.0496,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,7,4.7697,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,7.6368,4.2931,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,12.979,3.9558,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,14,4.265,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,18.855,3.852,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,20.724,3.7851,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,21,4.0706,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,25.799,3.4304,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,28,3.9438,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,28.47,3.8108,1,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,35,3.8475,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,42,3.7697,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,49,3.7044,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,56,3.6483,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,63,3.5989,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
4,70,3.555,2,-7.6122,70,0.05084,0.05,-4.8083,4.6,0.9,-1.8857,0.9,0.001,0.54468,1,0.34593,15
5,0,3.5247,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,0.9594,3.6586,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,4.1645,4.9061,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,6.8355,5.8349,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,7,5.1593,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,10.575,5.0759,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,14,4.7243,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,14.314,4.5431,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,18.053,4.4572,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,21,4.2932,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,21.259,4.5062,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,24.731,3.7999,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,27.669,3.7791,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,28,4.1349,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,35,4.021,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,38.353,3.6966,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,41.558,3.6343,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,42,3.9324,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,49,3.8596,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,55.981,3.8565,1,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,56,3.7978,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,63,3.7442,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
5,70,3.6968,2,-8.4945,70,0.07679,0.05,-4.6951,4.6,0.9,-1.8857,0.9,0.001,0.42958,1,0.04212,15
6,0,3.8644,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,0.69231,4.6311,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,4.1645,5.4397,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,7,6.7975,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,7.1026,7.4569,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,11.376,7.3706,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,14,6.8482,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,14.047,6.6452,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,19.389,5.9532,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,21,5.8086,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,21.793,5.4665,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,27.135,5.9923,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,28,5.5121,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,29.004,5.4255,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,35,5.7606,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,35.949,5.9345,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,42,6.168,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,43.16,6.2784,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,49,6.2818,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,56,5.9382,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,57.583,6.3632,1,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,63,5.407,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
6,70,5.0114,2,-6.0971,70,0.04157,0.05,-4.8584,4.6,0.9,-1.8857,0.9,0.001,-0.06945,1,-0.28119,15
7,0,1.1761,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,0.9594,1.3968,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,2.8291,2.6939,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,6.3013,3.1175,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,7,3.3318,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,10.308,4.7001,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,14,5.9139,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,14.581,5.1938,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,16.718,6.8446,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,20.991,7.5443,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,21,7.0823,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,28,5.9843,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,35,5.1071,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,35.682,5.0736,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,42,4.7129,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,43.16,5.5903,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,49,4.6217,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,56,4.5279,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,58.652,5.1705,1,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,63,4.3957,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
7,70,4.2782,2,1.4079,70,0.04976,0.05,-4.8123,4.6,0.9,-1.8857,0.9,0.001,0.33238,1,-0.49452,15
8,0,2.3392,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,1.2265,3.3013,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,2.8291,4.0988,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,5.5,4.7596,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,7,5.1365,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,10.575,6.3845,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,14,7.0756,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,14.314,7.133,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,16.718,6.9927,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,20.457,6.6718,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,21,6.1664,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,24.197,6.1674,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,27.669,4.9866,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,28,4.6425,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,34.613,4.1073,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,35,4.1233,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,42,4.1691,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,42.359,4.7731,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,49,4.1423,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,55.447,4.5534,1,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,56,4.0672,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,63,3.9882,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
8,70,3.9143,2,-2.9123,70,0.04528,0.05,-4.8415,4.6,0.9,-1.8857,0.9,0.001,0.51941,1,-0.56692,15
9,0,1.8622,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,2.2949,2.1668,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,4.1645,3.3445,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,7,4.1156,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,7.6368,4.9399,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,11.376,5.6566,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,14,6.2686,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,15.382,6.2162,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,18.588,6.6164,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,20.724,6.532,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,21,6.9771,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,25.532,6.9813,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,27.936,6.2506,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,28,6.2573,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,33.812,6.6155,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,35,6.1041,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,42,6.3811,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,42.092,6.4145,1,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
9,49,6.5667,2,-2.2259,70,0.06504,0.05,-4.7388,4.6,0.9,-1.8857,0.9,0.001,0.37838,1,-1.1291,15
