,0
572,-27.905057309472202
573,-22.65498304484624
574,-26.724236751132533
575,-15.672570694119614
576,21.370661645896355
577,-23.3513798501848
578,-12.533362055310782
579,-21.32632567540012
580,-16.26462995893285
581,-19.105722098456045
582,-32.32973837490594
583,-10.936297976046458
584,-34.322734574950644
585,-29.336114754997425
586,27.47104845543808
587,-14.571250845405949
588,-22.752157731817547
589,8.53266334825075
590,26.753395051789337
591,-24.173494385261588
592,-18.096560417835374
593,-30.363520576416676
594,23.658247760295623
595,-31.040878805397398
596,-24.088714452075425
597,-36.46727944256952
598,-13.99164650845495
599,-20.788988841472005
600,-10.962284252326512
601,-26.272846460640892
602,-24.351166486862947
603,20.6038539344565
604,-21.886635496930413
605,-18.746960037621847
606,-27.091483300239677
607,-11.292457827734744
608,-15.304770250332734
609,-7.123601211317908
610,-8.71090954382467
611,-11.967932018573745
612,-28.497396517922333
613,-36.26136039909456
614,-25.06095465367798
615,2.1750456291808407
616,-16.32751663978501
617,-26.2495568385562
618,-25.524636158355495
619,-8.712568721362793
620,-18.13316437233602
621,-12.808555996921305
622,-18.382218379071375
623,-33.230679160967256
624,-31.11427688436374
625,-35.59688879257709
626,-16.927956143260566
627,-27.324413292049687
628,22.988022858202772
629,-20.85578152050043
630,-15.152809249302805
631,-34.37443445798036
632,-17.615106551711513
633,-29.667859858553275
634,-29.710138682620514
635,2.7987043519464856
636,6.345758625144583
637,-10.580282027582477
638,-14.878084446509966
639,-32.40615219864693
640,-13.305960897792291
641,-14.597621708569378
642,-21.0468511724186
643,-31.51842666472036
644,-7.57494173722203
645,-31.11180509074718
646,-11.397700775237386
647,-31.827259179361718
648,-20.09959929126599
649,-9.266411061624453
650,-24.88110202544857
651,-33.153643522086405
652,-20.917663979603656
653,6.907001091359567
654,-27.239975430394956
655,-22.942415976286174
656,-25.083238016540054
657,-13.32853352079428
658,14.577333048658325
659,-22.49408831730922
660,11.624963047794319
661,22.107927495331108
662,-5.574984153713363
663,18.66408041107444
664,-11.081506872228854
665,-17.319494905899898
666,-13.716795739547367
667,-14.692254180108693
668,-32.97722452299443
669,-24.419577354955916
670,-23.278224364653717
671,-17.962386200292876
672,-27.44014622832205
673,-21.7975182091651
674,-21.596546385050452
675,-20.791472836329376
676,0.9163292674491621
677,-3.5311875601728993
678,-23.102361963488242
679,-34.389554442056664
680,-32.907031542852174
681,-24.64931251230809
682,-7.544902660588001
683,-6.446402558222857
684,-14.674346849602934
685,-19.585661235624116
686,-23.2547387315911
687,-36.28294167514652
688,-6.6538520690144765
689,-30.10271193723087
690,-25.7979134741886
691,-30.218969941968105
692,-15.812531991116959
693,-23.727418577103467
694,-7.701475685635792
695,-36.81911028949838
696,-24.087503655430464
697,-41.02173506492048
698,-10.645926503390925
699,-14.349093445039284
700,-15.836490623726991
701,-34.988606336659274
702,-37.12680974873503
703,-17.1349158124798
704,-21.067710731489385
705,-26.099956350934967
706,27.515643614759306
707,-45.02860076935608
708,13.703931179594317
709,-31.105533581259806
710,-25.450867917696293
711,-36.52200456119949
712,-12.896817735832347
713,-30.67821427188574
714,-16.141956196409183
715,-14.74502117052822
716,12.881537372818094
717,-13.416845106550252
718,-21.55293807012902
719,-14.620287724081523
720,-17.69491179715569
721,-28.579730430860415
722,-27.870262911335875
723,-12.516522429838194
724,-18.44189404961311
725,-31.733470561064088
726,-14.690651912269516
727,-6.045942135921411
728,-10.505696532954389
729,-22.58967142245196
730,-23.8574133979007
731,-28.50968234615358
732,15.79300707035819
733,-29.982889644036913
734,-24.37860545140541
735,-16.141844708441226
736,-33.6208568561221
737,-5.400905501580507
738,-21.294744251780813
739,4.001563037975156
740,-11.165666331240445
741,6.393287866204039
742,-18.68907787793076
743,-20.28156207980704
744,6.151141855708401
745,-21.535285243828547
746,-5.895063038172587
747,-30.941254276920905
748,24.179964919557985
749,-34.81394256538947
750,-23.904177128821914
751,-33.214285945328555
752,-37.457358277226135
753,-32.77299175054545
754,2.5043040556524336
755,-29.798577646900632
756,-31.62857263577279
757,-31.001381571188695
758,-27.505885026210525
759,-19.156441814062852
760,6.53768458195783
761,-28.6300327175364
762,-10.977029637106448
763,-30.851117604889488
764,-19.556147219667036
765,-37.39686157601033
766,-18.596148042093024
767,-9.352360650329562
768,-6.38536071383173
769,-29.794191391256767
770,-8.42294170225868
771,-11.796780240148138
772,-33.38138246666236
773,-36.40821103475729
774,-29.004965471821937
775,-18.048949549528594
776,-34.04434931278925
777,-27.604941916567025
778,-21.280046860807456
779,-7.640363983254954
780,-29.316631572704694
781,-24.994069731753115
782,-12.386029041376801
783,-29.32769658650663
784,-18.156054980303452
785,-31.30428206861329
786,10.990221974267463
787,-31.337684688259657
788,-12.94804055353241
789,-19.120213032310268
790,-16.47067851767307
791,-32.40931964073354
792,-20.203190891843228
793,-28.41689268720973
794,-18.12171253277449
795,18.35220441725035
796,-26.061364631981878
797,-18.491477473037758
798,-15.711462325059163
799,-12.482228008005292
800,8.560119057831452
801,-47.94828656634151
802,-21.70845787505657
803,-15.376502735377901
804,-24.10971805464522
805,-16.619404058020304
806,-28.26370780903911
807,19.68136061704142
808,-19.775713202966443
809,-30.66305351846285
810,-36.28642560078044
811,27.63985524432279
812,-25.60112119824104
813,-14.147066200351418
814,-23.62610655020613
815,-11.783692012118024
816,-7.947541133587542
817,-13.037013199366724
818,15.21666486516108
819,-9.671335669037752
820,-32.79300467987153
821,-32.03158429141433
822,-7.222178765154425
823,-15.9660865206938
824,-5.7325564730709715
825,-12.211873460444629
826,-20.386276657054395
827,26.168839748777135
828,-32.01426552989452
829,-7.510657257678073
830,9.83616463990911
831,-10.388840557242169
832,-37.02826766710045
833,-35.57861497808249
834,-5.68272034970818
835,-28.848315848510694
836,-35.46470627809094
837,21.813131248131043
838,-30.750924149576818
839,-32.1555275817304
840,-21.859153424015798
841,-29.52897345119315
842,-19.918861405868654
843,-37.04901981085776
844,-24.91462122626273
845,5.179534058340691
846,-15.814016531968413
847,-9.787927478433868
848,-42.60507196641389
849,-18.838398869138352
850,-35.5533972847666
851,-15.121953559956827
852,27.893230136871537
853,-20.786700707454216
854,5.251246771255099
855,-28.765554983197244
856,-13.143618079470187
857,-28.685681509390655
858,-12.37873953349377
859,-32.4655549384221
860,-21.779362081583997
861,-29.41441756633092
862,13.24663679362825
863,-8.037662291174996
864,-9.4734738705395
865,-30.17895750402411
866,-21.633555799267093
867,-43.51780989637522
868,12.646216257479889
869,-15.358105549087636
870,-12.887097904669828
871,-32.924896151143166
872,-22.702872799721824
873,-23.70452839266999
874,-22.795904465908386
875,-16.258443196788253
876,-16.361507625841583
877,-7.69604485875854
878,-32.50973240181827
879,-27.20179612489539
880,-29.64483502440251
881,-26.35726122548528
882,-23.59037922560087
883,-16.419802041788788
884,-12.331274298434778
885,-11.456027025889938
886,-29.419860488139847
887,-31.939151267856978
888,-22.58118627195524
889,-8.35974726291877
890,-41.08133409540028
891,-17.983755885042104
892,-45.22116499977447
893,23.26822263498694
894,-26.40420171429131
895,-35.1223634597532
896,-14.004299953303496
897,-24.609846298859825
898,-17.814762745549235
899,-13.519313172690365
900,-30.13430694278621
901,22.812014938734343
902,-33.69304652804675
903,26.157905065636196
904,-15.667588500738255
905,-8.400683463025981
906,-7.160323568092846
907,-9.566705508309244
908,12.289935945077202
909,-18.93775413733832
910,2.7991234586266764
911,-14.458975530199115
912,-35.92940436008365
913,-29.44231006446208
914,-21.97361962358317
915,7.292558988568758
916,-24.281040464702716
917,-17.205689587690575
918,-34.863990137059425
919,-32.59299537695611
920,-26.24386444143694
921,-29.089480588353958
922,-32.828703082865694
923,-6.131707436650917
924,23.075022670157814
925,-13.198877885123181
926,-17.160910616817247
927,-26.871465149364923
928,-36.58808184528055
929,-34.373570294292506
930,-36.1781945536128
931,-14.261243964431948
932,-19.36864687360155
933,-32.47406092832455
934,-29.886900095966773
935,-35.58439481636756
936,23.243488412870388
937,-10.663164259596314
938,5.975969765438178
939,-11.85020748905049
940,-10.354811024598597
941,5.346657247701799
942,-30.53762017391621
943,-14.628722686438591
944,-27.86989166538295
945,-16.09292982583431
946,-30.854336917613644
947,-23.989522579109252
948,-34.34507700766916
949,-25.914020953032065
950,-32.29385935464843
951,-32.707906625983746
952,5.453861630280343
953,-18.415307958002412
954,-20.30812325614331
955,-4.2603681314006
956,-27.218741263603043
957,-22.864261809253467
958,-24.59121683007034
959,-24.551385267470472
960,1.4828942753195187
961,-34.36512583779147
962,-42.5544121924309
963,-16.790927835842083
964,-14.793691720904583
965,-6.4648823099424355
966,-27.507802317448277
967,-34.355155743472615
968,-21.615890481965113
969,-33.01836194336259
970,-8.720994009677305
971,12.17483411568995
972,-12.00012966514718
973,-24.95520764242939
974,-23.131038342605173
975,-17.455205212012636
976,-41.66359773247133
977,-7.420708516023815
978,15.696433881798518
979,-24.359002652795397
980,-24.36654011302505
981,-4.402255697128059
982,-31.632077786214033
983,20.232588809497127
984,-37.9451584561666
985,-11.010531919643931
986,-4.275442363197193
987,-38.48631366766561
988,-25.921452857710623
989,-14.950434229323518
990,-36.87240094808365
991,-13.931549916782023
992,-25.854625029949922
993,-32.01846623211037
994,-24.21756068284443
995,-32.187321149326095
996,-15.242293213607953
997,-16.229078049299893
998,-25.90855886086152
999,-10.364380808250576
