,0,2,4,8,12,24
0,6.976945094587685,5.894965155988284,5.3963368437511665,5.110997780048903,5.092393266364192,5.093127007117719
1,3.057219654048738,5.945557356993559,5.500246611406837,3.7985353004332847,2.8685776259531215,2.3672843404144714
2,5.229563705343542,4.814470744042268,4.632523634963477,4.59096630058333,4.598890341776539,4.598029743330508
3,7.035797629424011,5.6007308041815,4.734483285858268,4.088081815871056,4.231808153583671,4.271553195458918
4,6.159265590348396,5.493278389947795,4.956734980527484,4.05080239210983,3.431858102304556,3.895848334825013
5,6.403729242132439,5.738134691411787,4.559122424962505,4.152280267348108,4.836124629210501,4.743576585749477
6,5.556585471220564,4.408284242770027,3.6714676461818905,2.6181932942332615,2.003665524143158,2.0066805264723424
7,6.944903933131557,6.3181764298472105,5.993823546463654,5.78307452638137,5.750242981830113,5.748561180231075
8,5.707500508134076,4.294268895904775,3.2319226387133133,2.0483144099477046,2.1443975897441274,4.534599888413027
9,3.3612920068230547,6.937861094699586,5.17923222044144,4.962417982831052,5.170430630783195,5.280039542521672
10,5.538340665880672,5.398347069712602,4.202979922716029,2.9836949615560737,1.9665965412256667,0.4292983746707247
11,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
12,6.560308838988277,3.931897175801724,4.259394093550184,4.276516844638573,2.7825542867837245,-0.5991858077324411
13,6.575861881349919,4.821866051342232,4.217857906538179,4.671645159578083,5.007720841820642,4.80202210631099
14,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
15,5.8923052701281735,5.232093389792244,4.853630226412905,3.8292865660644897,3.2580271038673,4.088066820474765
16,5.51593192304724,4.296493767600644,3.793662312474706,3.150179184412927,2.8160236141806587,3.216814986892677
17,6.542604585800757,4.637859651362027,4.550668231395499,4.196714881302298,3.2842274545087395,3.5012797387899304
18,5.384677651668343,4.837127800408892,3.9382071363278763,2.812897401038642,2.016263747795701,1.2231107979005575
19,3.2472616798553764,6.7281163775747,5.667378017196837,3.910430023684573,3.404445613988286,4.678152709883758
20,6.483982443722033,5.897299944628861,5.5291379860581555,5.1110799965356515,4.967413462578393,4.931720512210757
21,6.1221271311516166,5.605540205590069,5.22464265993825,4.5844504899097265,4.184580285464137,4.191163732600836
22,6.576493393447098,5.989089502605841,4.513215222232532,4.257636657190335,5.286589782629957,4.887967865329165
