iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
260,534.671,2,0.381552,13.4924,0.027693,0.187391,0.0123714,-10.3898,-4.73686,1.01131,-4.05693,1.75997,0.0164462,1.31934,0.0344374,3.40788,0.00779826,0.178138,0.515458,0.554821
261,468.217,2,0.381404,13.4861,0.0268958,0.175566,0.0123867,-10.4656,-4.73752,1.00973,-4.0494,1.73644,0.016018,1.25003,0.0330383,3.27241,0.00771192,0.18074,0.503527,0.559239
262,519.469,2,0.372228,13.4887,0.027979,0.174123,0.0123923,-10.4049,-4.73797,1.0136,-4.024,1.7037,0.0165965,1.25577,0.0316091,3.22085,0.00787689,0.19208,0.500793,0.565215
263,542.246,2,0.383353,13.4739,0.025841,0.179684,0.012388,-10.387,-4.73798,1.00325,-4.0494,1.72048,0.016487,1.28672,0.033239,3.14721,0.0077603,0.188172,0.501391,0.586718
264,521.707,2,0.383308,13.4691,0.0256075,0.191746,0.0123902,-10.3943,-4.73789,1.00975,-4.07762,1.76802,0.0159485,1.32443,0.0336718,3.22087,0.00745016,0.188652,0.498789,0.597852
265,547.707,2,0.383392,13.4778,0.0260258,0.19823,0.0123935,-10.3746,-4.73803,1.0055,-4.09553,1.76381,0.0159998,1.33025,0.0328922,3.23832,0.00757312,0.182692,0.513799,0.599298
266,524.556,2,0.380335,13.4822,0.0271436,0.200527,0.0123927,-10.4482,-4.7383,0.997449,-4.07346,1.73816,0.0158269,1.34641,0.0320953,3.20827,0.00766825,0.172228,0.51647,0.602213
267,534.011,2,0.364467,13.4799,0.0306108,0.196199,0.0123835,-10.5059,-4.73853,1.00519,-4.06591,1.734,0.0162261,1.33785,0.0323451,3.23642,0.0074575,0.168882,0.508784,0.605538
268,512.68,2,0.377216,13.4654,0.0282802,0.193731,0.0123739,-10.5503,-4.73874,1.01189,-4.05124,1.71801,0.0163679,1.34726,0.0319479,3.27193,0.00721013,0.167728,0.498404,0.592383
269,494.671,2,0.377159,13.4535,0.0279878,0.1893,0.0123634,-10.561,-4.73881,1.00681,-4.03228,1.71001,0.0165101,1.33047,0.0318585,3.27051,0.00706388,0.169242,0.491062,0.592772
270,491.283,2,0.386136,13.4423,0.0258854,0.187859,0.0123608,-10.589,-4.7389,1.00846,-4.04625,1.71607,0.0162481,1.32886,0.032453,3.27938,0.00693042,0.16745,0.493029,0.586985
271,507.805,2,0.378592,13.4311,0.026657,0.187506,0.0123664,-10.6589,-4.73895,1.01351,-4.04969,1.70441,0.0163316,1.32494,0.0324497,3.2879,0.00704558,0.174107,0.499989,0.581184
272,509.667,2,0.3761,13.4308,0.0266608,0.187638,0.0123775,-10.7408,-4.739,1.01083,-4.02441,1.68213,0.016442,1.32318,0.0331558,3.34701,0.0069842,0.171072,0.510085,0.587186
273,518.452,2,0.370195,13.4225,0.0281637,0.189102,0.0123872,-10.7804,-4.73905,1.01439,-4.01226,1.6675,0.0163726,1.32813,0.0328376,3.35565,0.00692517,0.168721,0.518285,0.582329
274,530.579,2,0.370256,13.4316,0.0284601,0.187678,0.0123895,-10.8003,-4.73939,1.01433,-3.9956,1.65674,0.0167012,1.32505,0.0324817,3.37037,0.00703419,0.166172,0.513246,0.578455
275,500.384,2,0.368707,13.4348,0.0285436,0.18578,0.012383,-10.8383,-4.73964,1.01648,-3.98651,1.64998,0.0168363,1.31806,0.0322371,3.39751,0.0071043,0.164159,0.511453,0.578908
276,503.814,2,0.365204,13.4354,0.0293439,0.182589,0.0123827,-10.8519,-4.73972,1.02187,-3.98274,1.64599,0.0167079,1.31537,0.0321689,3.4087,0.00718507,0.162207,0.509358,0.57484
277,525.868,2,0.362907,13.4335,0.0299346,0.178202,0.0123785,-10.8582,-4.7399,1.02863,-3.97986,1.65364,0.0166356,1.31266,0.0323432,3.40752,0.00725159,0.16193,0.503985,0.579728
278,501.344,2,0.3643,13.4296,0.0297469,0.173758,0.0123753,-10.8743,-4.73988,1.02897,-3.97255,1.64306,0.0165935,1.30184,0.0321185,3.35811,0.00725442,0.162008,0.507566,0.581237
279,471.908,2,0.36968,13.4263,0.0283409,0.173125,0.0123696,-10.8907,-4.74007,1.02462,-3.97605,1.64232,0.0163888,1.29785,0.0323633,3.33267,0.00720031,0.161137,0.514058,0.581779
280,481.019,2,0.374759,13.4233,0.0270131,0.171775,0.012372,-10.9001,-4.74012,1.01951,-3.97677,1.64585,0.0162371,1.29722,0.0325056,3.31479,0.00733984,0.160829,0.511428,0.581479
281,510.781,2,0.374806,13.4218,0.0272567,0.172194,0.0123746,-10.8968,-4.74017,1.01522,-3.97362,1.6463,0.0160528,1.30161,0.0324108,3.25397,0.00737569,0.162131,0.507512,0.58407
282,477.564,2,0.374788,13.4213,0.0271562,0.17273,0.0123769,-10.9117,-4.74027,1.01656,-3.97295,1.64651,0.0158298,1.30492,0.0326171,3.25765,0.00743526,0.162272,0.499912,0.580843
283,513.138,2,0.374109,13.4193,0.0273174,0.174074,0.0123826,-10.9399,-4.74034,1.01826,-3.9715,1.64653,0.0159503,1.31349,0.0323132,3.23683,0.00748953,0.164399,0.495759,0.578408
284,514.17,2,0.372943,13.4195,0.0276249,0.17495,0.0123839,-10.936,-4.7402,1.01959,-3.97419,1.64723,0.0158206,1.31737,0.0321178,3.23854,0.00755613,0.16518,0.498986,0.573266
285,470.597,2,0.374162,13.4202,0.0275119,0.174538,0.0123833,-10.9298,-4.74009,1.02175,-3.97938,1.64776,0.0158134,1.31403,0.0318318,3.22891,0.00757449,0.163196,0.498476,0.565206
286,490.063,2,0.374163,13.4195,0.0275179,0.175293,0.0123763,-10.9225,-4.74018,1.02545,-3.98143,1.6479,0.0159444,1.31591,0.0316923,3.23459,0.00762093,0.161869,0.497565,0.558241
287,528.116,2,0.373756,13.4196,0.0276119,0.175253,0.0123745,-10.9206,-4.74018,1.02612,-3.98203,1.64908,0.015941,1.31588,0.0317338,3.23491,0.00763144,0.161989,0.498128,0.557966
288,527.201,2,0.373973,13.4192,0.0275847,0.175127,0.012375,-10.9181,-4.74018,1.02668,-3.98229,1.64896,0.0159515,1.31445,0.0317471,3.23805,0.00764415,0.162196,0.497386,0.558384
289,523.198,2,0.373665,13.4199,0.0276832,0.175048,0.0123754,-10.9161,-4.7402,1.02631,-3.98095,1.6486,0.0159557,1.31763,0.0317519,3.24029,0.00763922,0.162299,0.496101,0.557931
290,553.084,2,0.373514,13.4204,0.0278111,0.174845,0.0123754,-10.9123,-4.7402,1.02611,-3.98086,1.64872,0.0159618,1.3183,0.0317339,3.24042,0.00763775,0.162273,0.495154,0.55856
291,469.619,2,0.373088,13.4206,0.0279355,0.174911,0.0123743,-10.9075,-4.74022,1.02633,-3.98095,1.64899,0.0159778,1.31766,0.0316912,3.23701,0.00760185,0.161948,0.49429,0.558523
292,502.204,2,0.37229,13.4199,0.0281004,0.174796,0.0123736,-10.9069,-4.74021,1.02659,-3.98071,1.64878,0.0159786,1.3159,0.0316869,3.23758,0.00759772,0.162154,0.494552,0.558165
293,486.104,2,0.372538,13.4209,0.0280549,0.174527,0.0123726,-10.9016,-4.74021,1.02642,-3.98081,1.64816,0.0159616,1.31375,0.0316153,3.24143,0.00758708,0.161885,0.495918,0.558512
294,529.229,2,0.372546,13.4204,0.0280956,0.174489,0.012372,-10.9013,-4.74023,1.02633,-3.9812,1.64828,0.0159596,1.31498,0.0315997,3.24787,0.00757843,0.161774,0.496206,0.557976
295,471.614,2,0.372251,13.4203,0.0281411,0.173951,0.0123713,-10.9007,-4.74025,1.02664,-3.98251,1.64926,0.0159333,1.31228,0.031577,3.25128,0.00758515,0.161638,0.495969,0.557899
296,487.688,2,0.371772,13.4198,0.0282689,0.173847,0.01237,-10.9051,-4.74028,1.02694,-3.98337,1.64987,0.0158578,1.3103,0.0315351,3.25636,0.00759808,0.161137,0.496592,0.558263
297,463.159,2,0.371787,13.4185,0.0282448,0.173862,0.0123698,-10.9077,-4.74032,1.02663,-3.98335,1.65014,0.0158207,1.30984,0.0315348,3.25832,0.0075987,0.160674,0.49668,0.558497
298,488.339,2,0.372238,13.4176,0.0281459,0.17371,0.0123706,-10.9086,-4.74033,1.02624,-3.98345,1.65052,0.015828,1.30899,0.0314929,3.26298,0.00759439,0.160668,0.496224,0.558551
299,483.208,2,0.371722,13.4171,0.0282278,0.173767,0.0123716,-10.9109,-4.74035,1.0257,-3.98253,1.65043,0.0158516,1.30942,0.0314475,3.26905,0.00758545,0.160441,0.496046,0.558485
300,487.758,2,0.372005,13.4164,0.0281614,0.174095,0.0123716,-10.9155,-4.74035,1.02648,-3.98067,1.64965,0.0158847,1.31003,0.0314074,3.27452,0.00758516,0.160234,0.495514,0.55733
301,483.682,2,0.371322,13.417,0.0283114,0.174105,0.0123717,-10.9194,-4.74037,1.02686,-3.98011,1.6492,0.0158902,1.30938,0.0314002,3.28181,0.00757556,0.159673,0.495011,0.557474
302,518.957,2,0.370938,13.4165,0.0283988,0.174136,0.0123713,-10.9178,-4.74038,1.0269,-3.98007,1.64833,0.0158827,1.3079,0.0314813,3.28704,0.00755826,0.159854,0.494825,0.557937
303,497.347,2,0.371213,13.4162,0.028329,0.174307,0.0123714,-10.9211,-4.74036,1.02705,-3.97852,1.64872,0.0158787,1.30923,0.0315058,3.29731,0.00755148,0.159372,0.495067,0.557668
304,500.308,2,0.371212,13.4158,0.0283222,0.174329,0.0123717,-10.9242,-4.74035,1.02685,-3.97793,1.65005,0.0158851,1.31048,0.0314487,3.30383,0.00754385,0.159082,0.495883,0.557918
305,469.603,2,0.371422,13.4157,0.0282756,0.174037,0.0123716,-10.928,-4.74036,1.02721,-3.97825,1.65005,0.0158724,1.30944,0.0314121,3.30729,0.00752759,0.159049,0.496059,0.557737
306,518.851,2,0.371706,13.4152,0.0282641,0.173571,0.0123719,-10.9254,-4.74036,1.02724,-3.97793,1.65027,0.0158597,1.30768,0.0314377,3.30677,0.00754734,0.15863,0.495939,0.557612
307,502.287,2,0.37125,13.415,0.0283927,0.173479,0.0123718,-10.9251,-4.74037,1.02725,-3.97657,1.64864,0.0158257,1.30742,0.0314043,3.30669,0.00754729,0.158734,0.495335,0.557976
308,454.839,2,0.37125,13.4146,0.0283914,0.17333,0.0123718,-10.9264,-4.74037,1.0276,-3.97593,1.64777,0.0157881,1.30666,0.0313878,3.30531,0.00755434,0.158288,0.49493,0.558082
309,453.121,2,0.371407,13.4152,0.0283296,0.173392,0.0123718,-10.9253,-4.74037,1.02768,-3.97484,1.64659,0.0157471,1.30703,0.0313846,3.30455,0.00755202,0.158116,0.494661,0.558643
310,453.835,2,0.371036,13.4155,0.0284008,0.173372,0.0123718,-10.9276,-4.74037,1.02733,-3.97471,1.64643,0.0156979,1.30914,0.0313109,3.30449,0.0075346,0.158017,0.494702,0.559294
311,467.706,2,0.371195,13.4155,0.0283559,0.173181,0.0123715,-10.9272,-4.74037,1.02725,-3.97437,1.6465,0.015664,1.31029,0.0312808,3.3034,0.00752427,0.157992,0.494663,0.560054
312,476.262,2,0.37164,13.4152,0.0282659,0.173054,0.0123712,-10.9294,-4.74036,1.02719,-3.9732,1.64497,0.0156354,1.31064,0.0312516,3.30702,0.00750974,0.158114,0.494429,0.560068
313,494.309,2,0.372248,13.4149,0.0281154,0.172632,0.0123712,-10.9337,-4.74036,1.02802,-3.97254,1.64299,0.0156352,1.30882,0.0312401,3.31099,0.00750533,0.158233,0.495223,0.560457
314,525.763,2,0.371961,13.4153,0.0281616,0.172141,0.0123708,-10.9344,-4.74037,1.02827,-3.97179,1.64149,0.0156585,1.30731,0.0312345,3.31862,0.00750966,0.15829,0.495188,0.561259
315,470.772,2,0.371335,13.415,0.0282631,0.171826,0.0123708,-10.9373,-4.74038,1.02831,-3.9708,1.64061,0.0156436,1.30648,0.0312311,3.32219,0.00751407,0.158018,0.495,0.562028
316,497.198,2,0.371622,13.4149,0.0281694,0.171495,0.0123713,-10.9419,-4.74039,1.02843,-3.97016,1.63986,0.0156541,1.30709,0.0312072,3.32581,0.00751135,0.157919,0.495014,0.563581
317,535.323,2,0.371991,13.4141,0.0281198,0.171322,0.0123717,-10.943,-4.74037,1.02854,-3.96951,1.63938,0.0156519,1.30806,0.0311972,3.32885,0.00750983,0.157694,0.495385,0.564451
318,549.962,2,0.371998,13.4132,0.0281546,0.171302,0.0123718,-10.9433,-4.74036,1.02872,-3.96899,1.63936,0.015669,1.30993,0.0311399,3.33428,0.00750817,0.157537,0.495504,0.565227
319,450.818,2,0.371995,13.4132,0.0281373,0.171429,0.0123714,-10.946,-4.74036,1.02872,-3.96838,1.63975,0.0156603,1.3109,0.0310654,3.33906,0.00748577,0.157386,0.495752,0.565357
320,491.524,2,0.372236,13.4135,0.0280864,0.171227,0.0123712,-10.9449,-4.74037,1.02924,-3.96783,1.63942,0.0156449,1.31031,0.031087,3.34071,0.00748408,0.157199,0.495969,0.565642
321,446.944,2,0.372059,13.4136,0.0281109,0.171065,0.0123715,-10.9449,-4.74037,1.02979,-3.96765,1.63894,0.0156241,1.3086,0.0310402,3.33756,0.00747617,0.157248,0.496554,0.565472
322,487.027,2,0.372354,13.414,0.0280151,0.171156,0.0123716,-10.9463,-4.74036,1.02958,-3.96694,1.6387,0.0156323,1.30833,0.0310099,3.33702,0.00747565,0.157381,0.497402,0.56581
323,518.245,2,0.372545,13.4147,0.0279567,0.17117,0.0123716,-10.9482,-4.74036,1.02947,-3.96635,1.63815,0.0156632,1.30924,0.0310335,3.33761,0.0074695,0.157629,0.497748,0.565308
324,468.351,2,0.372729,13.4147,0.0279066,0.171045,0.0123719,-10.9511,-4.74036,1.02988,-3.9664,1.63811,0.0156779,1.30946,0.0310428,3.33612,0.00745916,0.157387,0.498054,0.564813
325,491.24,2,0.373088,13.415,0.0278244,0.170839,0.0123725,-10.9553,-4.74035,1.03013,-3.96692,1.63813,0.0156852,1.30813,0.0310492,3.33789,0.0074527,0.157446,0.498622,0.564398
326,498.045,2,0.372861,13.4154,0.0278805,0.170667,0.012372,-10.9506,-4.74035,1.03025,-3.96736,1.63854,0.0156804,1.30723,0.0310707,3.33462,0.00744707,0.157359,0.49942,0.564478
327,509.917,2,0.372773,13.416,0.0278966,0.170771,0.0123716,-10.9485,-4.74038,1.03044,-3.96692,1.63835,0.0156745,1.30828,0.0310754,3.33071,0.00745699,0.157148,0.500317,0.564647
328,480.535,2,0.373308,13.4163,0.0277845,0.170667,0.012371,-10.9475,-4.7404,1.0308,-3.96631,1.63853,0.015655,1.30848,0.0310991,3.32369,0.00744901,0.157045,0.500658,0.565717
329,535.202,2,0.37374,13.4165,0.0276917,0.170862,0.0123707,-10.9458,-4.74041,1.03122,-3.96577,1.63803,0.0156729,1.31027,0.0310786,3.31811,0.00745108,0.157149,0.50145,0.566664
330,503.42,2,0.373741,13.4165,0.0277012,0.171081,0.0123702,-10.9452,-4.74042,1.03149,-3.96544,1.638,0.0156629,1.31121,0.0310491,3.31119,0.00744522,0.157253,0.502263,0.567353
331,493.046,2,0.373967,13.4161,0.0276508,0.171264,0.0123698,-10.9433,-4.74042,1.0315,-3.96507,1.63795,0.0156879,1.31262,0.03104,3.3042,0.00744704,0.156856,0.502603,0.568039
332,489.393,2,0.373967,13.4159,0.0276551,0.171215,0.0123698,-10.9422,-4.7404,1.03166,-3.96478,1.63793,0.015703,1.31339,0.0309937,3.2986,0.00745293,0.156666,0.503061,0.568086
333,523.458,2,0.374878,13.4154,0.0274787,0.171246,0.0123688,-10.943,-4.74039,1.03153,-3.96364,1.63696,0.0157055,1.3147,0.030971,3.29385,0.00745666,0.156763,0.50335,0.568503
334,496.769,2,0.375465,13.4154,0.0273916,0.17116,0.012368,-10.9447,-4.7404,1.0316,-3.96313,1.6354,0.0156711,1.31446,0.0309747,3.28989,0.00745432,0.156677,0.503672,0.568524
335,494.542,2,0.375963,13.4153,0.0273096,0.171091,0.0123681,-10.9469,-4.7404,1.03147,-3.96273,1.63455,0.0156314,1.31397,0.0309491,3.2887,0.00746596,0.156476,0.504255,0.56865
336,457.368,2,0.375965,13.4159,0.0273224,0.17079,0.0123683,-10.9432,-4.74039,1.03151,-3.96231,1.63338,0.0156026,1.31302,0.0309052,3.28553,0.00745905,0.156631,0.504287,0.568433
337,490.2,2,0.376091,13.4163,0.0272842,0.170542,0.0123688,-10.9406,-4.74038,1.03147,-3.96245,1.63341,0.0156242,1.31319,0.0308886,3.28172,0.00745345,0.156871,0.504521,0.568138
338,476.583,2,0.376091,13.4168,0.0272852,0.170403,0.0123694,-10.9398,-4.74038,1.03149,-3.96302,1.63355,0.0156513,1.31244,0.0308806,3.27916,0.0074486,0.156585,0.504587,0.56819
339,499.002,2,0.37593,13.4171,0.027347,0.17035,0.01237,-10.9393,-4.74036,1.03151,-3.96333,1.63329,0.0156595,1.31175,0.0308555,3.27535,0.0074465,0.15646,0.504393,0.568497
