iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
129,723.739,1,0.368216,13.5801,0.0288513,0.165513,0.0128393,-10.8586,-4.73302,1.36175,-4.49777,2.12772,0.0395522,1.41107,0.0365918,3.12034,0.0116087,0.473367,0.448281,0.687635
130,762.179,1,0.38826,13.5989,0.0261254,0.168581,0.012887,-10.9488,-4.73302,1.21455,-4.51194,2.06652,0.0385507,1.37535,0.0356652,3.3865,0.0114146,0.497459,0.43693,0.717362
131,760.401,1,0.388009,13.5588,0.0246834,0.167793,0.0128711,-10.8247,-4.73253,1.16448,-4.50195,2.11515,0.0375746,1.34052,0.0353923,3.30075,0.0113445,0.517244,0.465588,0.75922
132,733.598,1,0.415543,13.5535,0.0185164,0.16432,0.0127792,-10.5754,-4.73302,1.11422,-4.5988,2.22907,0.0366232,1.32633,0.0344962,3.21717,0.011839,0.504147,0.475806,0.739997
133,796.459,1,0.407016,13.5396,0.0231355,0.146737,0.0128263,-10.6339,-4.73366,1.16727,-4.59562,2.1637,0.0408778,1.29275,0.0336227,3.20743,0.0115392,0.559341,0.463758,0.73143
134,784.824,1,0.406648,13.5629,0.0212233,0.17669,0.0128713,-11.0404,-4.73505,1.20476,-4.55464,2.25846,0.0398427,1.43396,0.0327714,3.2423,0.011247,0.566348,0.452016,0.726429
135,782.724,1,0.403843,13.5207,0.0239413,0.166439,0.0128467,-11.0762,-4.7365,1.17875,-4.61076,2.24,0.0388339,1.39765,0.0335296,3.1602,0.0118908,0.552008,0.44057,0.708035
136,765.136,1,0.343198,13.5498,0.0351686,0.166771,0.0127665,-10.8778,-4.73527,1.18452,-4.61178,2.20386,0.0401804,1.36226,0.0337092,3.10761,0.0115898,0.550084,0.466489,0.690108
137,751.536,1,0.407723,13.642,0.0201354,0.19259,0.0128247,-10.7653,-4.73586,1.23767,-4.57408,2.23203,0.039163,1.38696,0.0328556,3.17653,0.0112963,0.536156,0.456676,0.672634
138,745.123,1,0.40764,13.6685,0.0195768,0.202399,0.0128786,-10.8562,-4.7358,1.2611,-4.52902,2.16981,0.0381714,1.4242,0.0324789,3.11389,0.0114459,0.52258,0.473809,0.655602
139,800.636,1,0.399429,13.618,0.0222181,0.181516,0.0129117,-11.2963,-4.73602,1.2344,-4.52922,2.13533,0.0424569,1.39876,0.0351121,3.64058,0.011156,0.509348,0.517125,0.690507
140,819.326,1,0.399621,13.685,0.0231931,0.180826,0.0129088,-11.3831,-4.73659,1.0918,-4.47695,2.16402,0.0428001,1.54416,0.034223,3.95253,0.0115489,0.496451,0.517385,0.70761
141,788.401,1,0.360959,13.7135,0.027603,0.190591,0.0128336,-11.2186,-4.73928,1.13798,-4.44729,2.18311,0.0449461,1.56248,0.0333565,3.85245,0.0112565,0.544867,0.570423,0.689693
142,779.435,1,0.376033,13.6417,0.025261,0.138589,0.0127995,-11.2108,-4.74025,1.13288,-4.44598,2.18906,0.043808,1.52292,0.0325119,3.7549,0.0109714,0.649645,0.55598,0.67223
143,803.091,1,0.343817,13.66,0.0324229,0.140259,0.01275,-11.303,-4.74111,1.2193,-4.47458,2.2038,0.0426988,1.48436,0.0316887,3.84228,0.0112408,0.633195,0.588354,0.67333
144,826.646,1,0.422436,13.6839,0.0183661,0.151289,0.0126974,-11.1268,-4.74057,1.18435,-4.50562,2.22316,0.0416176,1.44677,0.0308863,3.79451,0.0109562,0.641035,0.627558,0.696017
145,854.685,1,0.440032,13.5802,0.0166392,0.15497,0.0126957,-11.1849,-4.73812,1.12232,-4.51871,2.19591,0.0405638,1.41014,0.0316665,3.69843,0.0106787,0.72655,0.643564,0.729389
146,812.474,1,0.374863,13.514,0.025609,0.152159,0.012636,-11.5403,-4.73845,1.26375,-4.53427,2.17901,0.0395367,1.4171,0.0308647,3.70717,0.0109619,0.708153,0.627269,0.774692
147,786.278,1,0.405427,13.4748,0.0181506,0.145472,0.0126451,-11.5754,-4.7386,1.33539,-4.55561,2.17488,0.0385356,1.38122,0.0302389,3.61331,0.0107382,0.690223,0.611386,0.755077
148,827.384,1,0.431354,13.5695,0.0164657,0.155545,0.0126331,-11.1968,-4.73895,1.38446,-4.60176,2.14424,0.0384808,1.42753,0.0294733,3.52182,0.0107653,0.699818,0.595905,0.735958
149,781.867,1,0.431682,13.5196,0.0182546,0.139987,0.0126442,-11.4158,-4.73906,1.32054,-4.51153,2.01825,0.0375065,1.39138,0.028727,3.43264,0.0104927,0.682098,0.580817,0.717323
150,793.042,1,0.345348,13.4988,0.0335258,0.146968,0.012609,-11.1856,-4.73869,1.21245,-4.48643,2.02304,0.0365568,1.35615,0.0279996,3.46894,0.0114868,0.664827,0.594473,0.69916
151,768.564,1,0.345269,13.4536,0.0329828,0.147085,0.0125905,-11.0181,-4.73446,1.2325,-4.46116,2.03627,0.0356319,1.32181,0.0285292,3.59056,0.011196,0.647994,0.630514,0.692975
152,732.266,1,0.34535,13.4073,0.0334723,0.150379,0.0125257,-10.8096,-4.73346,1.18572,-4.45162,2.07342,0.0347297,1.33462,0.0278069,3.49965,0.0109125,0.631586,0.614549,0.675429
153,738.037,1,0.372368,13.3485,0.0255316,0.161982,0.0125389,-11.0715,-4.73324,1.23103,-4.4617,2.05287,0.0345822,1.33762,0.0271028,3.44755,0.0118534,0.615594,0.598988,0.658326
154,757.314,1,0.320272,13.3365,0.0397216,0.162573,0.0125792,-10.8947,-4.73222,1.21686,-4.4519,2.08473,0.0337065,1.30376,0.0264165,3.50665,0.0128755,0.600007,0.583822,0.64918
155,804.562,1,0.314123,13.3174,0.0452299,0.136807,0.0125532,-10.8074,-4.73186,1.10693,-4.45379,2.04608,0.033433,1.27074,0.0283329,3.61135,0.0125495,0.584814,0.569039,0.660607
156,770.096,1,0.347083,13.3647,0.0349166,0.152247,0.0125482,-10.852,-4.7342,1.09807,-4.46021,2.11527,0.0325865,1.23857,0.0287334,3.66525,0.0122317,0.596565,0.554631,0.643881
157,743.412,1,0.347132,13.3494,0.035126,0.141369,0.0125415,-10.9994,-4.73467,1.10917,-4.46961,2.0743,0.0317614,1.20721,0.0280059,3.64764,0.011922,0.58146,0.546113,0.639022
158,692.45,1,0.34686,13.3208,0.0337281,0.160101,0.0124892,-11.0709,-4.73424,1.17934,-4.45554,2.04061,0.0309572,1.22244,0.0272968,3.55528,0.0116201,0.566737,0.532285,0.622841
159,718.151,1,0.317161,13.3219,0.0397933,0.148037,0.0124607,-10.6077,-4.73456,1.21048,-4.49062,2.06598,0.0301733,1.19148,0.0266056,3.46526,0.0120425,0.552387,0.536277,0.624229
160,673.917,1,0.344039,13.2862,0.0337801,0.146629,0.0124393,-10.8935,-4.73376,1.17309,-4.5089,2.15522,0.0294093,1.16132,0.0259319,3.38087,0.0117375,0.5384,0.522698,0.608423
161,702.212,1,0.379737,13.3127,0.0270488,0.135978,0.0124152,-10.7124,-4.73654,1.12051,-4.57706,2.19103,0.0294405,1.13504,0.0265007,3.35112,0.0114403,0.530999,0.578799,0.593018
162,677.242,1,0.403383,13.3467,0.0213151,0.187832,0.0123878,-10.5649,-4.73491,1.2317,-4.43228,2.17454,0.0286951,1.27172,0.0258297,3.26627,0.0111507,0.520511,0.570985,0.578002
163,687.65,1,0.394569,13.2587,0.0252097,0.158391,0.0123545,-10.791,-4.73472,1.30739,-4.43151,2.0988,0.0279685,1.23951,0.0251756,3.18356,0.0108683,0.520819,0.556528,0.563367
164,740.145,1,0.484115,13.325,0.009167,0.149099,0.0123632,-10.7372,-4.7344,1.36636,-4.3689,2.07922,0.0320046,1.20813,0.0270381,3.10295,0.0105931,0.507632,0.561607,0.549386
165,668.081,1,0.42632,13.2963,0.0163513,0.181708,0.0122801,-10.5822,-4.73559,1.33214,-4.31951,2.0266,0.0311942,1.26545,0.0268625,3.02438,0.0103249,0.506537,0.547387,0.535475
166,658.836,1,0.359669,13.2963,0.0306562,0.17937,0.0122654,-10.666,-4.73823,1.31813,-4.34972,2.03711,0.0304043,1.28294,0.0261824,2.97581,0.0100849,0.493712,0.533527,0.521917
167,663.187,1,0.392871,13.2522,0.024443,0.16309,0.0122552,-10.8255,-4.73814,1.31766,-4.3016,1.95981,0.0322699,1.38325,0.0268841,3.05687,0.00982956,0.48121,0.520018,0.514852
168,622.492,1,0.376253,13.2871,0.0271389,0.14953,0.0122621,-10.5845,-4.73783,1.29211,-4.36994,1.94895,0.0314528,1.34822,0.026616,2.97947,0.00958067,0.469026,0.522196,0.501816
169,648.8,1,0.376543,13.2389,0.0285301,0.164375,0.0122704,-10.8662,-4.7356,1.32402,-4.35872,1.9476,0.0306564,1.31409,0.0259421,3.11244,0.00933808,0.463036,0.524444,0.51036
170,621.307,1,0.390385,13.2572,0.0271082,0.162503,0.0123043,-10.7879,-4.73736,1.26264,-4.3156,1.88503,0.0298801,1.28081,0.0252852,3.1324,0.00910163,0.451312,0.511165,0.497438
171,657.63,1,0.375728,13.2684,0.0305122,0.167816,0.0123147,-11.0098,-4.73745,1.19047,-4.33875,1.89558,0.0291236,1.24838,0.0277425,3.22628,0.00949876,0.439885,0.498222,0.484842
172,626.273,1,0.350905,13.2649,0.0352291,0.144279,0.0122664,-10.7172,-4.73621,1.21449,-4.38733,1.87016,0.0283861,1.21677,0.02704,3.41982,0.00925825,0.430695,0.50391,0.472566
173,635.407,1,0.350627,13.2324,0.0337398,0.137827,0.0122762,-10.7555,-4.7362,1.22329,-4.33133,1.91793,0.0295518,1.18596,0.0263554,3.33323,0.00941123,0.424153,0.53901,0.461318
174,630.185,1,0.386908,13.2182,0.0235872,0.140531,0.0123315,-10.7955,-4.73433,1.19404,-4.35051,1.96438,0.0288035,1.29832,0.0267475,3.32546,0.00917294,0.428733,0.575777,0.449637
175,620.477,1,0.400488,13.2895,0.0219207,0.145877,0.0122963,-10.9231,-4.73597,1.2103,-4.325,1.99928,0.0280742,1.26545,0.0269814,3.24125,0.00919676,0.417877,0.57542,0.473399
176,618.905,1,0.346031,13.3227,0.0297746,0.149028,0.0122745,-10.9674,-4.73622,1.26698,-4.35037,1.97587,0.0273634,1.26549,0.0262983,3.71222,0.0089639,0.423577,0.621537,0.492078
177,642.717,1,0.335664,13.3752,0.0344884,0.157547,0.0122559,-10.7841,-4.73743,1.27219,-4.4298,2.02297,0.0266705,1.28092,0.0270273,4.00113,0.00873693,0.412851,0.649824,0.479618
178,645.912,1,0.348197,13.3431,0.0324721,0.159877,0.0122295,-10.9109,-4.73804,1.3495,-4.45067,1.97527,0.0268906,1.24849,0.0263429,3.89981,0.0085157,0.443353,0.633371,0.467474
179,652.182,1,0.333145,13.2326,0.0359523,0.162408,0.0121381,-10.7206,-4.73734,1.36682,-4.41514,1.95472,0.026684,1.21688,0.0256759,3.80107,0.00830008,0.441603,0.666386,0.509304
180,611.761,1,0.359043,13.2117,0.0272456,0.15928,0.012067,-10.8086,-4.73652,1.26358,-4.39593,2.00106,0.0300023,1.21202,0.0250258,3.77476,0.00808992,0.495198,0.649513,0.496408
181,639.539,1,0.318395,13.2383,0.0384024,0.15485,0.0121018,-10.6555,-4.73573,1.35614,-4.39993,2.00539,0.0292426,1.20442,0.0271538,3.92781,0.00788508,0.482659,0.633067,0.483839
182,639.544,1,0.335341,13.1426,0.0348688,0.155914,0.0120722,-10.7565,-4.73545,1.27515,-4.41725,2.05266,0.0285021,1.18629,0.0264663,3.91046,0.00768542,0.480297,0.688751,0.471588
183,634.392,1,0.34786,13.1021,0.0308032,0.17127,0.012079,-10.7086,-4.73492,1.33729,-4.45164,2.09988,0.0277805,1.35796,0.0263778,3.81144,0.00821132,0.468136,0.671312,0.493819
184,702.483,1,0.373924,13.1934,0.0302066,0.183261,0.0121189,-10.7061,-4.73642,1.30968,-4.46551,2.08369,0.0280858,1.32358,0.0257099,3.71494,0.0087189,0.461887,0.654314,0.504092
185,656.933,1,0.352578,13.2319,0.0318403,0.157003,0.0121288,-10.5705,-4.7355,1.21441,-4.47502,2.07476,0.0273746,1.29006,0.0260815,3.62348,0.00875214,0.473727,0.637746,0.491328
186,635.636,1,0.353022,13.2573,0.0342762,0.198174,0.0121075,-10.3744,-4.73335,1.31479,-4.44789,2.00186,0.0266815,1.2574,0.0254211,3.54916,0.00853053,0.461732,0.621598,0.478888
187,669.714,1,0.309719,13.1756,0.0414974,0.239939,0.0120873,-10.3989,-4.73358,1.36516,-4.4127,2.00783,0.0265457,1.40638,0.0286292,3.45929,0.0086521,0.450041,0.605859,0.466762
188,619.874,1,0.298865,13.1835,0.040808,0.264621,0.0121353,-10.4727,-4.73397,1.41024,-4.39383,2.07988,0.0258736,1.62413,0.0282693,3.37346,0.00843302,0.438646,0.590518,0.47078
189,671.574,1,0.287509,13.3294,0.0456134,0.230546,0.0121831,-10.1733,-4.73502,1.29859,-4.3781,2.1162,0.0265678,1.583,0.0275927,3.65818,0.0083397,0.427539,0.607918,0.49598
190,683.404,1,0.30303,13.338,0.0413892,0.250531,0.0121942,-10.6416,-4.73395,1.28231,-4.37922,2.0608,0.028494,1.63239,0.0268941,4.11544,0.0088107,0.416714,0.647099,0.52475
191,668.07,1,0.312579,13.3853,0.0408654,0.239864,0.0122071,-10.3299,-4.73328,1.3883,-4.27628,1.9441,0.02855,1.59106,0.0262131,4.01123,0.00858761,0.406162,0.653055,0.511463
192,676.48,1,0.33751,13.432,0.0355753,0.218229,0.0122285,-10.4244,-4.73472,1.39597,-4.3038,1.97919,0.0278271,1.55077,0.0255494,4.19912,0.00837017,0.395878,0.675616,0.501459
193,655.125,1,0.337354,13.3933,0.0347097,0.202144,0.0121693,-10.3642,-4.73361,1.25863,-4.32311,1.98789,0.0271225,1.5115,0.0249025,4.09279,0.00876363,0.385854,0.678009,0.488762
194,639.274,1,0.320819,13.417,0.0362453,0.184045,0.012138,-10.0944,-4.73362,1.31809,-4.32982,1.96263,0.0264357,1.47323,0.026871,3.98916,0.00912288,0.388459,0.660841,0.496445
195,601.999,1,0.330422,13.4536,0.0352883,0.183404,0.0121018,-10.1696,-4.73419,1.33342,-4.35702,1.97107,0.0257664,1.43593,0.0261906,3.88815,0.00889188,0.378623,0.65746,0.492132
196,653.422,1,0.364394,13.4288,0.0304913,0.217257,0.0121532,-10.2727,-4.73495,1.33225,-4.22673,1.96039,0.025114,1.51416,0.0255274,3.7897,0.0088549,0.369036,0.640813,0.530266
197,655.348,1,0.349065,13.4693,0.0326128,0.212332,0.0121932,-10.5243,-4.73773,1.32708,-4.33063,2.04307,0.0247987,1.59323,0.0266772,3.70347,0.00863068,0.359691,0.628757,0.517659
198,706.57,1,0.340085,13.4647,0.0371004,0.190226,0.0122476,-10.7968,-4.73646,1.31226,-4.26219,1.95423,0.0279019,1.55289,0.0285641,3.6097,0.00912917,0.352187,0.635714,0.53615
199,666.207,1,0.339954,13.5256,0.0327565,0.218039,0.0122777,-10.9465,-4.73732,1.33743,-4.16713,1.94283,0.0284909,1.57168,0.0285161,3.85044,0.00983623,0.34327,0.619617,0.522574
200,673.38,1,0.368989,13.4732,0.0275047,0.1975,0.0122755,-10.7336,-4.73754,1.28879,-4.28635,1.95226,0.0277695,1.61289,0.0277941,3.75295,0.00975835,0.334578,0.624318,0.521687
201,636.86,1,0.369285,13.5957,0.0291146,0.232616,0.0123169,-10.5339,-4.73636,1.29682,-4.24763,1.95521,0.0270664,1.57205,0.0270903,3.65792,0.00951126,0.326106,0.650485,0.508478
202,620.457,1,0.315815,13.6037,0.0390257,0.20462,0.0123475,-10.5563,-4.73749,1.33977,-4.26675,1.95556,0.0288053,1.53224,0.0264044,3.64056,0.00927043,0.318371,0.634015,0.495603
203,651.851,1,0.344971,13.603,0.0343563,0.184892,0.0123932,-10.9896,-4.73757,1.32705,-4.18088,1.8804,0.0305301,1.49345,0.0273064,3.65157,0.0090357,0.31031,0.617961,0.499423
204,632.62,1,0.28728,13.511,0.0445787,0.176225,0.0124134,-11.1778,-4.73793,1.29399,-4.16115,1.88367,0.0317265,1.45563,0.0269035,3.57252,0.00880691,0.320704,0.621249,0.486777
205,625.074,1,0.343837,13.532,0.0329085,0.178293,0.0124319,-11.0223,-4.73664,1.35964,-4.16742,1.89154,0.0319926,1.41877,0.027117,3.48206,0.00858391,0.317571,0.605519,0.474451
206,562.841,1,0.343582,13.5312,0.0315785,0.190437,0.0123785,-10.6683,-4.73617,1.34837,-4.16344,1.86278,0.0311825,1.40498,0.0264304,3.39389,0.00836656,0.30953,0.590187,0.462438
207,605.189,1,0.361332,13.4785,0.0291358,0.200105,0.0123377,-10.5682,-4.73607,1.33495,-4.18618,1.88403,0.0336797,1.52282,0.0263648,3.30796,0.00815472,0.301692,0.605128,0.450729
208,629.686,1,0.398402,13.5234,0.0228921,0.200595,0.0124082,-10.074,-4.73386,1.3178,-4.20481,1.82892,0.0332971,1.48732,0.0256972,3.2242,0.00890426,0.294053,0.610925,0.464356
209,625.073,1,0.386955,13.5853,0.0236277,0.238842,0.0124006,-10.2456,-4.73524,1.24995,-4.16173,1.8915,0.032454,1.45908,0.0250466,3.14256,0.0101378,0.311074,0.61156,0.452599
210,639.606,1,0.410336,13.5832,0.0206987,0.247767,0.0124197,-10.4935,-4.73574,1.21607,-4.15057,1.85279,0.0316322,1.53816,0.0246737,3.06299,0.00988113,0.30601,0.676948,0.441139
211,641.301,1,0.422171,13.6212,0.0205919,0.221946,0.0123934,-10.3481,-4.73578,1.19894,-4.17482,1.82737,0.0308313,1.6523,0.0240489,3.18392,0.00981155,0.298261,0.659807,0.429969
212,619.044,1,0.396726,13.62,0.0241377,0.218366,0.0123655,-10.3096,-4.73576,1.18057,-4.05164,1.83958,0.0300506,1.61046,0.02344,3.1033,0.00956312,0.298285,0.643101,0.421728
213,573.547,1,0.385115,13.6112,0.0225024,0.214848,0.0123767,-10.3033,-4.73496,1.18724,-4.10303,1.83974,0.0292897,1.56968,0.0232059,3.02472,0.00953014,0.310136,0.626817,0.411049
214,572.316,1,0.411492,13.5088,0.0196334,0.199501,0.0123722,-10.3982,-4.7351,1.14767,-4.19247,1.83614,0.0313567,1.52994,0.0226183,3.00555,0.0102023,0.302283,0.611151,0.400641
215,595.133,1,0.411528,13.3575,0.019701,0.19219,0.0123217,-10.4404,-4.73529,1.08286,-4.16039,1.85083,0.0326327,1.4912,0.0220456,3.06265,0.0108117,0.294629,0.648604,0.390497
216,600.475,1,0.337983,13.3457,0.0334308,0.192049,0.0123495,-10.3438,-4.73202,1.02265,-4.17935,1.84243,0.0347448,1.45344,0.0214874,3.10481,0.010538,0.287799,0.632181,0.380609
217,640.094,1,0.34978,13.3433,0.0330525,0.179174,0.0123137,-10.2954,-4.73293,1.08086,-4.17702,1.77838,0.0360598,1.41664,0.0209433,3.18718,0.011135,0.28855,0.654527,0.398304
218,632.321,1,0.349732,13.4708,0.0327486,0.168514,0.0123297,-10.4351,-4.7342,1.11827,-4.27064,1.77846,0.0351467,1.38077,0.021564,3.30003,0.0122457,0.281244,0.637954,0.453322
219,619.746,1,0.349658,13.4742,0.0323016,0.175752,0.0122831,-10.3829,-4.73545,1.11259,-4.31881,1.87663,0.0342568,1.34581,0.0211487,3.21648,0.0119357,0.274122,0.783768,0.441843
220,614.719,1,0.337312,13.4537,0.0362537,0.214771,0.0122895,-10.5281,-4.73557,1.10937,-4.21945,1.86562,0.0333894,1.43687,0.0209411,3.13503,0.0116335,0.267181,0.763922,0.435088
221,624.129,1,0.42058,13.4327,0.0196588,0.209814,0.012294,-11.0886,-4.73622,1.05193,-4.20291,1.78458,0.0325439,1.434,0.0204109,3.05565,0.0113389,0.260416,0.756173,0.424071
222,692.951,1,0.400727,13.4278,0.0252562,0.249624,0.0123294,-10.8992,-4.73822,1.04089,-4.20728,1.94115,0.0375706,1.59497,0.0198941,3.45997,0.0122299,0.284306,0.737027,0.413334
223,645.955,1,0.387962,13.4029,0.0231056,0.230547,0.0123265,-10.7615,-4.73874,1.05207,-4.21621,1.93495,0.0366193,1.56206,0.0193903,3.48494,0.0119202,0.277107,0.73861,0.439407
224,619.524,1,0.38831,13.4221,0.0247849,0.220168,0.0122969,-10.6045,-4.73861,1.01799,-4.21804,1.92873,0.0356921,1.52251,0.0188994,3.3967,0.0119814,0.27009,0.719908,0.428281
225,644.165,1,0.363781,13.4995,0.0307332,0.208892,0.0123042,-10.5275,-4.74021,0.999778,-4.21529,1.95785,0.0347884,1.48396,0.0205446,3.3107,0.011678,0.26798,0.70985,0.444837
226,661.903,1,0.377853,13.5385,0.0285434,0.206503,0.0123333,-10.1715,-4.7411,0.986777,-4.19937,1.98189,0.0339075,1.46948,0.0200244,3.22687,0.0118429,0.270788,0.732427,0.449342
227,655.338,1,0.343129,13.498,0.0353998,0.20825,0.0123241,-10.5944,-4.7417,1.01735,-4.16665,1.97368,0.0348988,1.5309,0.0195944,3.37433,0.011543,0.263932,0.713882,0.437965
228,631.243,1,0.33206,13.4831,0.0371362,0.224799,0.0123434,-11.035,-4.74382,1.05405,-4.22188,1.97767,0.0340151,1.56137,0.0211136,3.42029,0.0112508,0.267045,0.695806,0.426875
229,602.546,1,0.360932,13.3772,0.0298822,0.255812,0.0123207,-11.0583,-4.74268,1.03734,-4.16218,2.00462,0.0331538,1.68531,0.020579,3.33368,0.0109659,0.26723,0.678188,0.416067
230,643.422,1,0.389899,13.3391,0.024776,0.306014,0.0123247,-10.7607,-4.73965,0.940362,-4.17215,2.01892,0.0323144,1.84707,0.0224782,3.56293,0.0112205,0.260463,0.661016,0.436073
231,671.984,1,0.346556,13.4128,0.0335154,0.323912,0.0123078,-10.7278,-4.73998,0.984768,-4.11183,1.96484,0.0314962,1.92725,0.021909,3.57453,0.0117355,0.280376,0.722955,0.460347
232,689.225,1,0.346644,13.4151,0.0340567,0.348073,0.012327,-10.8406,-4.73982,0.984475,-4.12415,2.00257,0.0306987,1.92806,0.0213543,3.48402,0.0123379,0.273277,0.749618,0.51053
233,740.26,1,0.373555,13.4751,0.029425,0.298571,0.0123572,-10.9387,-4.74161,1.00215,-4.18757,1.96859,0.0299213,1.87924,0.0232923,3.65573,0.0133294,0.274955,0.796425,0.497603
234,770.057,1,0.355813,13.4649,0.0349248,0.293512,0.0123027,-10.8368,-4.73937,0.993054,-4.15621,1.94579,0.0295234,1.83166,0.0227025,3.56317,0.0150845,0.285446,0.837851,0.540389
235,760.255,1,0.37707,13.4244,0.0280569,0.286848,0.0122902,-10.9513,-4.73681,0.978665,-4.21491,2.01039,0.0287759,1.78528,0.0233976,3.6005,0.0152797,0.315048,0.884756,0.526706
236,770.537,2,0.342522,13.4584,0.0362913,0.306539,0.0123058,-10.7828,-4.73443,0.991753,-4.25646,2.02147,0.0288806,1.74007,0.0228052,3.65151,0.0169296,0.321776,0.862353,0.513369
237,742.428,2,0.333205,13.4388,0.0361724,0.253886,0.0123276,-10.7868,-4.73563,1.00766,-4.20615,1.98652,0.0281493,1.69601,0.0262133,3.8625,0.016501,0.313628,0.840518,0.538955
238,753.138,2,0.370122,13.4899,0.0292899,0.283102,0.0123118,-10.3986,-4.7371,0.951925,-4.18775,2.01615,0.03068,1.52595,0.0276185,3.56748,0.0141997,0.283542,0.760252,0.556231
239,737.625,2,0.335039,13.6114,0.0370852,0.274079,0.0123122,-10.2901,-4.73688,0.99123,-4.16053,2.02976,0.0297293,1.47579,0.0303034,3.76685,0.0135303,0.249869,0.687919,0.56162
240,698.015,2,0.343631,13.5809,0.0322767,0.239789,0.0123365,-10.0793,-4.73802,0.890337,-4.11769,1.95705,0.0297216,1.53988,0.0310384,3.33361,0.0137929,0.251887,0.672223,0.548862
241,714.399,2,0.37057,13.5791,0.0285156,0.21458,0.0123229,-10.0232,-4.73911,0.880492,-4.07926,1.94094,0.0305775,1.55996,0.0306425,3.38776,0.0127586,0.252397,0.658799,0.56009
242,662.931,2,0.390981,13.5405,0.0221674,0.191794,0.0123387,-10.144,-4.7392,0.884811,-4.15125,1.92219,0.0296941,1.48089,0.0295844,3.34618,0.0114469,0.260372,0.609851,0.587806
243,663.1,2,0.391062,13.5244,0.0227012,0.190599,0.0123012,-10.1515,-4.73837,0.838219,-4.12292,1.8826,0.0263612,1.59595,0.0286055,3.30857,0.0108938,0.235485,0.634982,0.65185
244,694.86,2,0.364721,13.5057,0.0297305,0.215706,0.0123006,-10.3386,-4.73718,0.836528,-4.10828,1.83996,0.0275806,1.58394,0.0299421,3.31035,0.0113066,0.225863,0.637798,0.646259
245,721.117,2,0.38462,13.4944,0.027001,0.221867,0.0122663,-10.4106,-4.73839,0.886204,-4.15181,1.82619,0.0266698,1.51603,0.0302419,3.40019,0.0124053,0.212182,0.67912,0.685555
246,669.889,2,0.422727,13.4987,0.0209329,0.220787,0.0122394,-10.3862,-4.73902,0.963909,-4.16679,1.82924,0.0239924,1.48646,0.0262238,3.12385,0.0115922,0.211626,0.638157,0.678911
247,641.158,2,0.387987,13.5524,0.0270596,0.200624,0.0122488,-9.95594,-4.73862,0.973798,-4.13666,1.8759,0.0235375,1.41429,0.0292485,3.19264,0.010722,0.190535,0.616907,0.664833
248,668.919,2,0.39441,13.5312,0.0260273,0.197809,0.0122517,-10.0926,-4.73823,0.9629,-4.13897,1.87376,0.0232867,1.36865,0.0309937,3.35899,0.0104836,0.198423,0.61763,0.653901
249,631.132,2,0.368687,13.5545,0.0314344,0.195818,0.0123029,-10.1301,-4.73768,0.980758,-4.18465,1.85662,0.0221552,1.38624,0.0321589,3.27347,0.00966326,0.178032,0.642676,0.62917
250,669.054,2,0.379532,13.5102,0.0283404,0.191173,0.0123515,-10.2364,-4.73737,0.983577,-4.18043,1.84267,0.0208767,1.42724,0.0348695,3.36075,0.0105519,0.18748,0.648779,0.645524
251,671.953,2,0.396933,13.4955,0.0266186,0.193618,0.0123258,-9.99864,-4.7371,0.972328,-4.20362,1.85185,0.0193946,1.40448,0.0349692,3.14605,0.0102427,0.202976,0.648945,0.647719
252,645.924,2,0.378822,13.466,0.0298464,0.193003,0.0123493,-10.1685,-4.73733,0.950968,-4.14136,1.82615,0.0189954,1.37086,0.0358306,3.22997,0.0104513,0.207964,0.580483,0.646921
253,640.694,2,0.378882,13.4761,0.0301004,0.191662,0.0123389,-10.1141,-4.73675,0.937276,-4.12115,1.84163,0.0177007,1.31821,0.0374452,3.20904,0.0104461,0.214067,0.542576,0.647361
254,617.741,2,0.36789,13.4938,0.0314001,0.204781,0.0123003,-10.0071,-4.73687,0.943967,-4.05027,1.84443,0.0178154,1.34878,0.0375728,3.35594,0.0098786,0.204951,0.518487,0.65768
255,598.238,2,0.355859,13.4939,0.0329997,0.204701,0.0122803,-10.0465,-4.73735,0.964732,-4.04744,1.86074,0.0169586,1.3481,0.0372527,3.38528,0.00978665,0.198104,0.521627,0.665089
256,581.241,2,0.363377,13.5075,0.0311543,0.203847,0.0122935,-10.0846,-4.73698,0.978257,-4.06193,1.8635,0.0167043,1.38454,0.0360121,3.37865,0.00950379,0.190862,0.509305,0.652096
257,579.537,2,0.357322,13.4966,0.0327432,0.206826,0.0123085,-10.0262,-4.73641,0.989199,-4.04531,1.84417,0.0173294,1.37836,0.0354707,3.43925,0.00884695,0.185504,0.499238,0.633262
258,544.165,2,0.364113,13.4848,0.0312736,0.197767,0.0123289,-10.2816,-4.73617,1.00312,-4.04239,1.79352,0.0178522,1.34049,0.0343051,3.4822,0.00836181,0.181054,0.490953,0.592554
259,535.863,2,0.372301,13.492,0.0287323,0.192477,0.0123572,-10.3788,-4.7366,1.00303,-4.04577,1.76043,0.017219,1.34262,0.03545,3.46021,0.00839987,0.176622,0.495573,0.57154
