iteration,convergenceIndicator,phase,a,aS_pop,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
758,1052.45,1,0.336007,1.45473,2.12734,0.000892728,-10.7997,-4.60017,0.0942734,0.713572,0.823394,3.64344,0.394336,0.601882
759,1043.54,1,0.334599,1.45191,2.07152,0.000886002,-10.6042,-4.60467,0.0941173,0.728289,0.84147,3.55119,0.389968,0.593335
760,1048.39,1,0.33378,1.45339,2.1112,0.000880696,-10.5101,-4.60148,0.0942862,0.743041,0.850107,3.509,0.397536,0.603843
761,1050.09,1,0.333473,1.45445,2.13787,0.000877831,-10.3728,-4.59731,0.0961195,0.77153,0.861676,3.42015,0.402067,0.609256
762,1028.11,1,0.329593,1.45946,2.14151,0.000869893,-10.144,-4.59706,0.096094,0.775873,0.85656,3.33355,0.395261,0.598099
763,1049.22,1,0.334573,1.46011,2.14745,0.000865307,-10.1296,-4.59884,0.0958181,0.77678,0.843162,3.35209,0.399589,0.592816
764,1046.32,1,0.33392,1.45865,2.15644,0.000862213,-9.96128,-4.60159,0.0963316,0.757111,0.854576,3.41633,0.402357,0.592142
765,1023.4,1,0.329286,1.45919,2.1952,0.00085959,-10.0796,-4.60131,0.094568,0.737941,0.859989,3.32982,0.40119,0.597396
766,1031.45,1,0.331843,1.45717,2.25065,0.000843481,-10.1906,-4.60214,0.092731,0.719256,0.861067,3.29137,0.401009,0.602458
767,1028.77,1,0.331247,1.45974,2.26548,0.000843116,-9.92381,-4.60495,0.0937688,0.707213,0.854464,3.22927,0.402537,0.612913
768,1026.66,1,0.331968,1.45479,2.26025,0.000830947,-9.70023,-4.60193,0.0956404,0.704603,0.860604,3.1475,0.40375,0.613815
769,1058.51,1,0.337679,1.45759,2.27986,0.000817525,-9.93936,-4.60382,0.0979549,0.720343,0.877262,3.1842,0.410943,0.612272
770,1048.76,1,0.336084,1.45069,2.22846,0.000835052,-10.0142,-4.59994,0.0955366,0.702103,0.893543,3.23958,0.40985,0.609763
771,1056.32,1,0.338779,1.44732,2.16711,0.000846845,-10.1692,-4.60014,0.0962161,0.692661,0.892665,3.15755,0.409536,0.594323
772,1045.64,1,0.337179,1.44481,2.16276,0.000840855,-10.141,-4.59793,0.0945722,0.695966,0.89948,3.0776,0.409192,0.582342
773,1029.17,1,0.332836,1.44357,2.20376,0.000836987,-10.0979,-4.60182,0.0941569,0.690855,0.902488,2.99967,0.410638,0.606294
774,1038.34,1,0.330373,1.44023,2.22655,0.000838108,-9.90062,-4.59068,0.0953506,0.729194,0.902049,3.19586,0.413931,0.631668
775,1036.63,1,0.330552,1.44023,2.14876,0.00084704,-10.0635,-4.59971,0.0954699,0.724171,0.897442,3.24854,0.405072,0.627081
776,1056.87,1,0.336937,1.43992,2.13879,0.000833486,-9.89624,-4.6051,0.0956041,0.721683,0.896311,3.16628,0.404229,0.621013
777,1028.91,1,0.330965,1.44208,2.15082,0.000839344,-9.82264,-4.60262,0.0963248,0.708171,0.899442,3.08611,0.407409,0.621027
778,1021.13,1,0.327202,1.44311,2.11495,0.000842306,-9.93925,-4.60763,0.0967147,0.712334,0.904397,3.06437,0.412382,0.643111
779,1033.88,1,0.330203,1.44135,2.13825,0.000831737,-9.94078,-4.60639,0.0962596,0.731917,0.911701,3.12603,0.410784,0.626827
780,1041.5,1,0.329767,1.43714,2.15609,0.000813372,-10.2159,-4.61449,0.0947402,0.735921,0.917935,3.32485,0.408928,0.633128
781,1041.72,1,0.331448,1.43617,2.13952,0.000816059,-10.0353,-4.61333,0.0936966,0.739306,0.908955,3.24067,0.408985,0.620706
782,1047.11,1,0.333745,1.43485,2.143,0.000811238,-9.86542,-4.61273,0.0946896,0.73045,0.917399,3.15861,0.40725,0.637141
783,1048.02,1,0.333102,1.43394,2.14832,0.000827113,-9.95201,-4.60802,0.0945185,0.735963,0.93282,3.07863,0.415246,0.625451
784,1062.95,1,0.336817,1.43269,2.13672,0.000846252,-9.86697,-4.59538,0.0946249,0.730623,0.9092,3.00243,0.423644,0.652049
785,1048.68,1,0.333776,1.43631,2.18314,0.000836724,-10.0023,-4.59323,0.0957264,0.731915,0.889713,3.05418,0.420986,0.637485
786,1037.12,1,0.329212,1.43683,2.18555,0.000836269,-10.1509,-4.59101,0.0980012,0.728035,0.888588,3.14785,0.419564,0.665482
787,1027.81,1,0.325648,1.44211,2.20805,0.000835292,-10.2377,-4.58952,0.0977749,0.741047,0.897302,3.18579,0.422536,0.666658
788,1043.02,1,0.331308,1.44418,2.18194,0.000837718,-9.99836,-4.59201,0.0982041,0.746751,0.897492,3.10513,0.4267,0.661145
789,1020.14,1,0.325735,1.44058,2.18552,0.00081339,-9.96633,-4.58996,0.0961791,0.745672,0.906754,3.0265,0.425742,0.652514
790,1037.06,1,0.329787,1.43983,2.16766,0.000817574,-9.92458,-4.59237,0.0966262,0.74809,0.910349,2.94987,0.419841,0.659183
791,1042.61,1,0.333238,1.43467,2.14055,0.000811846,-9.93496,-4.59598,0.0975202,0.729148,0.908516,2.87518,0.422364,0.651396
792,1041.01,1,0.332161,1.43038,2.13267,0.000802135,-10.0207,-4.59622,0.0964488,0.732843,0.895832,2.87356,0.422506,0.660065
793,1022.1,1,0.330575,1.42998,2.16229,0.000783463,-9.86507,-4.59787,0.0979056,0.714287,0.889367,2.8008,0.423675,0.657817
794,1035.36,1,0.332737,1.43444,2.17075,0.000781484,-9.7274,-4.59165,0.0986756,0.696201,0.895573,2.91442,0.422755,0.64116
795,1058.48,1,0.338243,1.43272,2.12209,0.000781319,-9.86397,-4.5941,0.099672,0.691189,0.899119,2.90528,0.415803,0.659577
796,1050.99,1,0.337748,1.43292,2.11194,0.00079074,-9.72724,-4.59004,0.100911,0.692788,0.890408,2.83172,0.405376,0.667371
797,1054.54,1,0.337062,1.4288,2.12747,0.000808674,-9.83973,-4.57866,0.10046,0.688061,0.894658,2.86799,0.419137,0.673077
798,1061.93,1,0.336945,1.42701,2.1511,0.000810067,-9.97212,-4.57487,0.100724,0.708413,0.900204,3.00134,0.428314,0.658097
799,1065.66,1,0.335903,1.4282,2.21351,0.00079347,-10.0253,-4.57579,0.0995819,0.738338,0.895006,3.14266,0.425982,0.659916
800,1055.41,2,0.336133,1.42587,2.13883,0.000797404,-9.98348,-4.57792,0.10183,0.719642,0.883927,3.06308,0.420383,0.658007
801,1047.94,2,0.331894,1.42369,2.14439,0.000813283,-10.0817,-4.56724,0.0990602,0.73933,0.912102,3.00352,0.421585,0.668291
802,1041.45,2,0.331031,1.41933,2.21972,0.000776256,-9.9725,-4.57023,0.0980172,0.730221,0.916786,2.9176,0.419722,0.674188
803,1030.87,2,0.328605,1.41768,2.25994,0.000771347,-9.99616,-4.57741,0.0962249,0.744721,0.92798,2.92578,0.414516,0.653494
804,1056.59,2,0.333552,1.41501,2.26118,0.000769923,-9.96344,-4.58681,0.0959353,0.730167,0.919353,3.15827,0.412482,0.659975
805,1035.26,2,0.32807,1.41799,2.24793,0.000769162,-9.98918,-4.58226,0.0924624,0.742576,0.921301,3.19087,0.423265,0.642126
806,1034.85,2,0.328536,1.41894,2.25371,0.000777391,-10.0681,-4.58259,0.0910979,0.731034,0.922867,3.13469,0.424001,0.637941
807,1038.66,2,0.328524,1.41814,2.24722,0.000791235,-9.95798,-4.58655,0.0926649,0.732796,0.905503,3.13031,0.42573,0.668187
808,1045.79,2,0.329875,1.42327,2.24983,0.000798479,-9.92283,-4.58197,0.0920974,0.738409,0.901498,3.14203,0.42473,0.671931
809,1043.48,2,0.330804,1.42135,2.24786,0.000804281,-9.87753,-4.58321,0.0945124,0.742295,0.893179,3.08354,0.426844,0.65402
810,1041.51,2,0.330473,1.41956,2.22963,0.000808485,-9.84967,-4.58379,0.0951389,0.745425,0.888043,3.05451,0.42352,0.663962
811,1049.51,2,0.332155,1.4139,2.20234,0.000814014,-9.90336,-4.58685,0.0965085,0.726949,0.890803,3.02291,0.429516,0.668654
812,1042.85,2,0.32992,1.40833,2.21373,0.000820508,-10.043,-4.58313,0.0957174,0.73793,0.895431,3.10516,0.430304,0.673849
813,1043.91,2,0.330007,1.40792,2.18832,0.000822835,-9.9533,-4.58405,0.0964637,0.755815,0.897489,3.03445,0.427977,0.671357
814,1040.86,2,0.32923,1.40345,2.20902,0.000828557,-9.89131,-4.5819,0.0986949,0.75892,0.893123,3.04548,0.426478,0.678836
815,1039.91,2,0.330219,1.40205,2.21405,0.000838036,-9.87982,-4.57894,0.0992987,0.750042,0.879447,3.00166,0.427647,0.669841
816,1059.76,2,0.332211,1.40341,2.21446,0.000831692,-9.8815,-4.57295,0.0997387,0.744917,0.878597,3.046,0.441234,0.66514
817,1048.51,2,0.332312,1.40491,2.21711,0.000829044,-9.78563,-4.56867,0.10062,0.734959,0.883408,2.95668,0.448559,0.665732
818,1050.01,2,0.333008,1.40415,2.22179,0.000831482,-9.58645,-4.56479,0.100841,0.735532,0.885774,2.8377,0.450823,0.669693
819,1048.48,2,0.332984,1.40554,2.24504,0.000824029,-9.56644,-4.56461,0.100839,0.735879,0.885862,2.81818,0.448242,0.67314
820,1046.5,2,0.332087,1.40614,2.25702,0.000825429,-9.67199,-4.56379,0.100979,0.734656,0.890008,2.87342,0.445278,0.677792
821,1060.67,2,0.33335,1.4044,2.26357,0.000824497,-9.682,-4.56248,0.100173,0.743688,0.894596,2.83217,0.442705,0.683834
822,1065.65,2,0.333764,1.40538,2.26768,0.000831283,-9.616,-4.56121,0.100332,0.759074,0.900271,2.86691,0.442864,0.680532
823,1061.62,2,0.334053,1.40708,2.26244,0.000831344,-9.62149,-4.56365,0.100169,0.764961,0.905919,2.87994,0.440665,0.672001
824,1066.73,2,0.334545,1.40665,2.26096,0.000827506,-9.62776,-4.56444,0.0998564,0.772714,0.906249,2.92402,0.440617,0.659688
825,1066.21,2,0.335236,1.40625,2.25583,0.000825893,-9.66524,-4.5675,0.0995915,0.7793,0.905483,2.9456,0.438307,0.644832
826,1087.78,2,0.3375,1.40743,2.25091,0.000819405,-9.74785,-4.56923,0.0986347,0.772531,0.906129,2.97261,0.436965,0.640648
827,1075.1,2,0.337896,1.40771,2.25876,0.000816298,-9.8163,-4.56866,0.0983266,0.762839,0.901775,3.03531,0.438226,0.634115
828,1077.13,2,0.337795,1.40871,2.26266,0.000813919,-9.89567,-4.56716,0.0975217,0.763307,0.901632,3.09724,0.439816,0.629721
829,1067.6,2,0.337014,1.40842,2.27926,0.000808161,-9.89649,-4.56722,0.0978683,0.755431,0.908714,3.12068,0.443116,0.630074
830,1064.58,2,0.336609,1.40964,2.28729,0.000806832,-9.86263,-4.56835,0.0976569,0.751326,0.913462,3.09229,0.444861,0.630898
831,1079.71,2,0.337636,1.4103,2.29659,0.000803522,-9.86369,-4.57142,0.0975255,0.743814,0.913284,3.06173,0.44435,0.633699
832,1064.87,2,0.33708,1.41096,2.30461,0.000802144,-9.9162,-4.57425,0.0974351,0.740924,0.914912,3.08611,0.443646,0.633539
833,1056.25,2,0.336508,1.41041,2.31723,0.00080205,-9.91602,-4.5794,0.0972617,0.737749,0.913643,3.10537,0.437548,0.636269
834,1038.02,2,0.33561,1.40918,2.3262,0.00080188,-9.89948,-4.58229,0.0971027,0.734617,0.912307,3.05162,0.433638,0.640971
835,1049.21,2,0.335126,1.41012,2.33674,0.000803053,-9.86963,-4.58325,0.0972456,0.736826,0.915581,3.00022,0.431062,0.648405
836,1047.75,2,0.334578,1.41002,2.33794,0.000803769,-9.85584,-4.58377,0.0976152,0.732594,0.91899,2.98378,0.42962,0.655899
837,1040.42,2,0.33374,1.40982,2.34179,0.000799305,-9.842,-4.58416,0.0978057,0.73004,0.924953,2.97647,0.429801,0.658186
838,1036.4,2,0.332898,1.40961,2.34904,0.000796937,-9.8141,-4.58429,0.0980383,0.731711,0.928378,2.97996,0.429886,0.656328
839,1048.91,2,0.332999,1.40983,2.35374,0.00079483,-9.78891,-4.58487,0.0981329,0.731168,0.930035,2.96096,0.429417,0.655057
840,1055.33,2,0.333266,1.41096,2.36139,0.000793126,-9.77213,-4.58516,0.0982747,0.732714,0.930686,2.93925,0.429116,0.655084
841,1035.68,2,0.332653,1.41084,2.3707,0.000792377,-9.74375,-4.58401,0.0984794,0.736542,0.930461,2.9263,0.429787,0.65578
842,1036.36,2,0.332037,1.41034,2.37632,0.000790942,-9.73434,-4.58301,0.098642,0.738538,0.930147,2.92672,0.429819,0.659357
843,1051.36,2,0.331774,1.41091,2.38401,0.000787352,-9.72562,-4.58221,0.0987664,0.742751,0.933268,2.91246,0.430392,0.664971
844,1051.07,2,0.331584,1.41066,2.38917,0.000782261,-9.73315,-4.58194,0.0990322,0.747938,0.934567,2.90726,0.430099,0.667797
845,1061.77,2,0.33174,1.41124,2.39447,0.000778017,-9.72932,-4.58187,0.0990409,0.752662,0.936224,2.91109,0.42963,0.666653
846,1044.99,2,0.331733,1.41115,2.39206,0.000775425,-9.70992,-4.58263,0.0993414,0.754274,0.936381,2.90188,0.428945,0.665266
847,1055.23,2,0.331768,1.41062,2.38867,0.000774409,-9.70426,-4.58334,0.0997557,0.752699,0.937591,2.89739,0.428608,0.669658
848,1038.45,2,0.331548,1.41047,2.38555,0.000773408,-9.68927,-4.58412,0.100134,0.754827,0.937954,2.86356,0.428597,0.675009
849,1048.13,2,0.331468,1.41037,2.38229,0.000773225,-9.68394,-4.58473,0.100569,0.755468,0.937925,2.85024,0.428335,0.679638
850,1044.6,2,0.331393,1.41014,2.38048,0.000773094,-9.66831,-4.58526,0.100694,0.756372,0.937696,2.83546,0.427962,0.682968
851,1060.32,2,0.331484,1.41006,2.38025,0.000772803,-9.66459,-4.58544,0.100689,0.755975,0.937636,2.83142,0.427931,0.683502
852,1054.8,2,0.331574,1.41003,2.38038,0.000772851,-9.66544,-4.58565,0.100664,0.754807,0.937284,2.82928,0.427788,0.683921
853,1032.4,2,0.33149,1.41004,2.37957,0.000773118,-9.66744,-4.58583,0.100625,0.754409,0.937233,2.8316,0.427611,0.684048
854,1020.34,2,0.331415,1.4101,2.37812,0.000773302,-9.66636,-4.58602,0.100583,0.754362,0.937113,2.82774,0.427412,0.683718
855,1020.26,2,0.331304,1.41002,2.37777,0.000773684,-9.66763,-4.58611,0.100564,0.753954,0.937006,2.82755,0.427222,0.683894
856,1037.14,2,0.331297,1.41003,2.37622,0.000774123,-9.67077,-4.5862,0.100507,0.753581,0.936788,2.82613,0.427128,0.683727
857,1031.42,2,0.331238,1.41003,2.37484,0.000774383,-9.67406,-4.58634,0.100458,0.753225,0.93667,2.82705,0.427095,0.683532
858,1017.68,2,0.331116,1.41007,2.37229,0.000774745,-9.67528,-4.58654,0.100469,0.753261,0.936841,2.82648,0.427043,0.683294
859,1036.85,2,0.331116,1.41017,2.369,0.000775126,-9.67737,-4.58685,0.100459,0.752446,0.936896,2.82485,0.427012,0.683238
860,1044.41,2,0.331115,1.41022,2.36532,0.000775311,-9.67903,-4.58711,0.100462,0.751528,0.93744,2.82499,0.427023,0.683374
861,1026.78,2,0.331013,1.41026,2.36247,0.000775437,-9.68431,-4.58747,0.100476,0.750818,0.937878,2.82724,0.426963,0.683715
862,1037.42,2,0.330929,1.41026,2.36044,0.000775124,-9.69083,-4.58769,0.100455,0.750459,0.938395,2.83093,0.427052,0.683917
863,1051.1,2,0.330926,1.41031,2.35923,0.000775086,-9.69265,-4.58779,0.100434,0.750157,0.93877,2.83205,0.427156,0.684096
864,1033.95,2,0.330869,1.41033,2.35865,0.000775239,-9.69585,-4.58804,0.100426,0.749728,0.93887,2.83439,0.427254,0.683897
865,1049.5,2,0.330859,1.41033,2.35947,0.000775197,-9.69585,-4.58818,0.100401,0.74979,0.938991,2.83687,0.427314,0.683712
866,1030.73,2,0.330801,1.41031,2.36006,0.00077523,-9.69579,-4.5883,0.100382,0.749466,0.939312,2.8362,0.427456,0.683629
867,1036.36,2,0.330754,1.41038,2.35993,0.000775213,-9.69626,-4.58841,0.100379,0.748728,0.939698,2.83545,0.427756,0.684008
868,1048.01,2,0.330754,1.4104,2.3594,0.000775271,-9.69697,-4.58852,0.100333,0.748399,0.940123,2.83406,0.428038,0.684127
869,1039.74,2,0.330763,1.41048,2.35964,0.000775153,-9.69606,-4.58872,0.100279,0.747913,0.940327,2.83082,0.428262,0.683963
870,1026.11,2,0.3307,1.41052,2.35984,0.000775051,-9.69413,-4.58897,0.100261,0.747562,0.940721,2.82823,0.428514,0.683959
871,1032.36,2,0.330633,1.41052,2.35987,0.000775267,-9.6942,-4.58905,0.100251,0.747437,0.941037,2.82913,0.428779,0.683748
872,1026.44,2,0.330571,1.41056,2.36005,0.000775496,-9.69229,-4.58915,0.100262,0.747026,0.941215,2.8286,0.429025,0.683558
873,1035.07,2,0.330513,1.41058,2.35978,0.000775861,-9.69,-4.58918,0.100242,0.746509,0.941373,2.83101,0.429382,0.683394
874,1047.15,2,0.330495,1.41055,2.359,0.000776222,-9.69113,-4.58925,0.100253,0.745955,0.941547,2.8347,0.429669,0.68316
875,1058.54,2,0.330536,1.41058,2.35817,0.000776583,-9.69019,-4.58936,0.100254,0.745793,0.941822,2.83451,0.429958,0.682879
876,1053.07,2,0.330555,1.41057,2.35735,0.000776683,-9.68921,-4.58945,0.100233,0.745515,0.942181,2.83427,0.430271,0.682643
877,1049.51,2,0.330557,1.41052,2.35713,0.000776862,-9.69024,-4.58955,0.100208,0.745164,0.942542,2.8351,0.430505,0.68249
878,1046.73,2,0.330553,1.4105,2.35621,0.000776986,-9.69217,-4.58969,0.10019,0.744407,0.943169,2.83719,0.430701,0.682184
879,1047.8,2,0.330554,1.41047,2.35456,0.000777223,-9.69315,-4.58982,0.100159,0.743897,0.943789,2.83939,0.430929,0.681499
880,1039.46,2,0.330541,1.41051,2.35319,0.000777494,-9.69389,-4.58997,0.100136,0.743255,0.944461,2.84168,0.431164,0.680533
881,1055.05,2,0.330561,1.41051,2.35181,0.00077776,-9.69583,-4.59006,0.100098,0.742871,0.945142,2.84308,0.431422,0.67998
882,1052.03,2,0.330575,1.41046,2.35012,0.000777908,-9.69903,-4.59026,0.100084,0.742275,0.945594,2.84606,0.431619,0.679367
883,1030.43,2,0.33051,1.41049,2.34862,0.000778044,-9.70319,-4.59045,0.100045,0.742067,0.946128,2.84812,0.431842,0.678828
884,1043.98,2,0.330512,1.41046,2.34737,0.000778147,-9.70589,-4.59065,0.100003,0.74184,0.946683,2.84813,0.432094,0.678082
885,1031.19,2,0.330452,1.41043,2.34509,0.000778302,-9.71024,-4.59086,0.0999683,0.741562,0.947152,2.85087,0.432322,0.677476
886,1011.77,2,0.33036,1.41045,2.34348,0.000778222,-9.71392,-4.59114,0.0999261,0.741348,0.947418,2.8522,0.432449,0.676732
887,1036.78,2,0.330342,1.41051,2.34186,0.000778094,-9.71539,-4.59137,0.0998844,0.741246,0.947707,2.85334,0.432522,0.676097
888,1024.11,2,0.330273,1.41048,2.34078,0.000777876,-9.71851,-4.59161,0.0998404,0.741263,0.948081,2.85444,0.432609,0.67566
889,1039.6,2,0.330224,1.41046,2.34067,0.000777605,-9.72016,-4.59178,0.0998235,0.741518,0.948512,2.85672,0.432738,0.675326
890,1046.86,2,0.330207,1.41042,2.33988,0.000777385,-9.72015,-4.59194,0.0998089,0.741796,0.949026,2.85634,0.432891,0.675226
891,1046.11,2,0.330184,1.41039,2.33979,0.000777028,-9.71812,-4.59208,0.0998285,0.742109,0.949482,2.8559,0.433064,0.675215
892,1054.11,2,0.330199,1.41041,2.33934,0.00077673,-9.7148,-4.59215,0.0998332,0.742473,0.949828,2.85526,0.433197,0.67492
893,1065.53,2,0.330235,1.41041,2.33855,0.000776416,-9.71372,-4.59222,0.0998501,0.742804,0.950142,2.85572,0.433352,0.674665
894,1052.02,2,0.330218,1.41043,2.33792,0.00077594,-9.71239,-4.5924,0.0998469,0.743498,0.950539,2.8564,0.433469,0.674416
895,1048.32,2,0.330205,1.41045,2.33754,0.000775544,-9.71232,-4.59263,0.0998385,0.743546,0.951044,2.85763,0.433578,0.674177
896,1036.84,2,0.330157,1.41045,2.33711,0.000775077,-9.71115,-4.59286,0.0998525,0.743657,0.951473,2.85882,0.433697,0.674014
897,1028.83,2,0.330112,1.41047,2.33657,0.000774653,-9.71069,-4.59315,0.0998573,0.743559,0.95188,2.85903,0.433764,0.673733
898,1045.1,2,0.330101,1.4105,2.33587,0.00077427,-9.71112,-4.59344,0.0998617,0.743498,0.952339,2.85906,0.433839,0.673682
899,1036.74,2,0.330068,1.4105,2.33538,0.000774079,-9.711,-4.59362,0.099868,0.743233,0.952743,2.85949,0.433979,0.673668
900,1021.08,2,0.330011,1.41051,2.3344,0.000773857,-9.70792,-4.59384,0.099879,0.74317,0.953204,2.85777,0.434128,0.673488
901,1028.42,2,0.32995,1.41053,2.3332,0.000773611,-9.70485,-4.5941,0.0999013,0.74327,0.95362,2.85758,0.434338,0.673377
902,1044.73,2,0.329938,1.41046,2.33219,0.000773408,-9.70364,-4.59429,0.099926,0.743188,0.954126,2.85718,0.434526,0.673265
903,1012.76,2,0.329862,1.4105,2.33153,0.00077308,-9.70236,-4.59454,0.0999109,0.742961,0.954679,2.85559,0.434652,0.673198
904,1023.95,2,0.329813,1.41053,2.33133,0.000772765,-9.70057,-4.59477,0.0998874,0.742916,0.955265,2.85399,0.434754,0.673043
905,1032.12,2,0.329793,1.41056,2.33126,0.000772231,-9.69869,-4.59499,0.0998886,0.742729,0.95572,2.85147,0.434879,0.673068
906,1040.42,2,0.329788,1.41057,2.33049,0.000771809,-9.697,-4.59519,0.0998721,0.742614,0.95621,2.84958,0.435003,0.673017
907,1032.03,2,0.32974,1.41053,2.32955,0.000771321,-9.69582,-4.59534,0.0998556,0.742606,0.956752,2.84895,0.43513,0.67317
908,1042.4,2,0.32972,1.41058,2.32896,0.000770958,-9.69738,-4.59545,0.0998308,0.742504,0.957259,2.84852,0.435247,0.673297
909,1039.9,2,0.329686,1.41057,2.32822,0.000770572,-9.69833,-4.59567,0.0997876,0.742452,0.9578,2.84896,0.435378,0.673346
910,1023.55,2,0.329635,1.4105,2.32767,0.000770197,-9.69996,-4.59591,0.0997042,0.74232,0.958249,2.84853,0.435585,0.673071
911,1054.15,2,0.329656,1.41046,2.32736,0.00076984,-9.70234,-4.59613,0.0996644,0.74212,0.958762,2.84811,0.435776,0.672814
912,1042.53,2,0.329657,1.41039,2.32708,0.000769441,-9.70315,-4.59634,0.0996243,0.741865,0.959181,2.84741,0.435958,0.672588
913,1010.62,2,0.329589,1.41041,2.32679,0.000769022,-9.70237,-4.59651,0.0995743,0.741637,0.959593,2.84708,0.436117,0.672159
914,1023.1,2,0.329538,1.41037,2.32635,0.000768615,-9.70108,-4.59671,0.0995388,0.741514,0.960034,2.8462,0.436334,0.672003
915,1030.82,2,0.329494,1.41032,2.32615,0.000768335,-9.70129,-4.59688,0.0995202,0.741423,0.960247,2.8467,0.436491,0.67204
916,1041.65,2,0.329482,1.41033,2.32597,0.000768145,-9.7003,-4.59702,0.0994924,0.741221,0.960463,2.84675,0.436667,0.672077
917,1034.34,2,0.329432,1.41033,2.32549,0.000767948,-9.69995,-4.59714,0.0994921,0.74115,0.960704,2.84752,0.436886,0.672284
918,1044.9,2,0.329415,1.41032,2.32506,0.000767693,-9.69865,-4.59726,0.099493,0.741113,0.960968,2.84747,0.437085,0.672456
919,1026.82,2,0.32936,1.4103,2.32492,0.000767501,-9.69761,-4.59737,0.0994732,0.741168,0.961341,2.84636,0.43724,0.672711
920,1029.22,2,0.329298,1.41031,2.3246,0.000767255,-9.69719,-4.59753,0.0994687,0.741486,0.961802,2.8452,0.437396,0.67307
921,1016.07,2,0.329219,1.41033,2.32431,0.000767064,-9.69555,-4.59769,0.099462,0.741799,0.962212,2.84412,0.437542,0.673155
922,1016.64,2,0.329144,1.41029,2.32416,0.00076698,-9.69576,-4.59787,0.0994509,0.74205,0.962569,2.84327,0.437678,0.673234
923,1024.92,2,0.329075,1.41031,2.32387,0.000766985,-9.69751,-4.59802,0.099455,0.74223,0.962991,2.84373,0.43787,0.673264
924,1036.02,2,0.329042,1.41028,2.32332,0.000767049,-9.69904,-4.59815,0.0994571,0.742369,0.963373,2.84339,0.438057,0.673255
925,1011.23,2,0.328961,1.41032,2.32275,0.000767037,-9.69755,-4.59829,0.0994583,0.742596,0.96379,2.84229,0.43827,0.673169
926,1002.74,2,0.328871,1.41033,2.32246,0.000767007,-9.696,-4.5984,0.0994722,0.742761,0.96419,2.84053,0.438509,0.673088
927,1014.4,2,0.328803,1.41032,2.32217,0.000767026,-9.6948,-4.59845,0.0994887,0.742844,0.964652,2.83857,0.438779,0.673116
928,1007.92,2,0.328731,1.41032,2.32202,0.000767064,-9.69313,-4.59852,0.0994903,0.742752,0.965079,2.83707,0.439036,0.673022
929,999.752,2,0.328639,1.41034,2.32202,0.00076706,-9.69163,-4.59861,0.0994819,0.742628,0.965417,2.83674,0.439267,0.672909
930,1018.77,2,0.328586,1.4103,2.32184,0.000767026,-9.68915,-4.59868,0.0994882,0.742509,0.965777,2.83571,0.439524,0.67291
931,1036.21,2,0.328554,1.41032,2.32156,0.000767,-9.68771,-4.59875,0.0994882,0.742503,0.966028,2.83574,0.439769,0.673009
932,1020.26,2,0.328511,1.41031,2.32139,0.000767056,-9.6872,-4.59877,0.0994925,0.742432,0.966174,2.83475,0.440005,0.67297
933,1029.74,2,0.328499,1.4103,2.32105,0.000767148,-9.6858,-4.59881,0.0994936,0.742056,0.966348,2.83359,0.440247,0.672875
934,1024.34,2,0.328475,1.41027,2.32046,0.000767289,-9.68342,-4.59879,0.0995092,0.741737,0.966581,2.83275,0.440469,0.672703
935,1025.52,2,0.328444,1.41028,2.32012,0.000767475,-9.68195,-4.59871,0.0995262,0.741375,0.966806,2.83219,0.440706,0.672757
936,1014.77,2,0.328405,1.41023,2.31963,0.000767747,-9.68005,-4.59865,0.0995344,0.740994,0.96701,2.83155,0.440893,0.672613
937,1015.09,2,0.328363,1.41024,2.31901,0.000768088,-9.67754,-4.59863,0.0995391,0.740735,0.967164,2.83094,0.441096,0.67247
938,1026.41,2,0.328344,1.41029,2.3182,0.000768418,-9.67592,-4.59861,0.0995339,0.740533,0.967351,2.83008,0.44128,0.672325
939,1012.66,2,0.328303,1.4103,2.31735,0.000768732,-9.67428,-4.59861,0.0995202,0.740376,0.967548,2.82889,0.441448,0.672148
940,1011.31,2,0.328264,1.41033,2.31634,0.000769066,-9.67225,-4.59861,0.0994969,0.740154,0.967765,2.82796,0.441617,0.671846
941,1011,2,0.32823,1.41037,2.3155,0.000769392,-9.67134,-4.59867,0.0994682,0.739809,0.967892,2.82787,0.441754,0.67142
942,1009.65,2,0.328185,1.41038,2.31477,0.000769724,-9.67165,-4.59873,0.0994463,0.739538,0.968048,2.82836,0.441905,0.671018
943,1008.36,2,0.328143,1.41036,2.31383,0.000769948,-9.67086,-4.59881,0.0994445,0.739352,0.9681,2.82803,0.44203,0.670742
944,1019.37,2,0.328108,1.41035,2.31312,0.00077024,-9.67045,-4.59883,0.0994284,0.739208,0.968193,2.82775,0.442263,0.670538
945,1013.84,2,0.328051,1.41036,2.31231,0.000770469,-9.66861,-4.59882,0.0994337,0.739149,0.968304,2.82758,0.442567,0.670478
946,1023.1,2,0.328007,1.41037,2.31167,0.000770652,-9.66812,-4.59884,0.0994351,0.7391,0.968451,2.82725,0.442859,0.670541
947,1020.74,2,0.327961,1.41038,2.31162,0.000770987,-9.66774,-4.59879,0.0994291,0.738904,0.968641,2.82729,0.443174,0.670538
948,1017.56,2,0.327908,1.41039,2.31145,0.000771236,-9.66693,-4.59873,0.0994305,0.738851,0.968845,2.82677,0.443443,0.670666
