initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
-0.014444,0.467347,-0.253317,0.467347,-0.0714506,0.467347,-0.148884,0.467347,-0.000326888,0.467347,All
-0.0122227,0.469388,-0.250298,0.469388,-0.0543301,0.469388,-0.137806,0.469388,0.00761004,0.469388,All
-0.00867873,0.471429,-0.244023,0.471429,-0.0517721,0.471429,-0.105703,0.471429,0.00929236,0.471429,All
0.0023685,0.473469,-0.240044,0.473469,-0.0416057,0.473469,-0.082871,0.473469,0.0200584,0.473469,All
0.00473192,0.47551,-0.237011,0.47551,-0.0388152,0.47551,-0.0816843,0.47551,0.0220204,0.47551,All
0.00968924,0.477551,-0.236431,0.477551,-0.0344636,0.477551,-0.0726082,0.477551,0.0239745,0.477551,All
0.0173846,0.479592,-0.235141,0.479592,-0.0282906,0.479592,-0.0650402,0.479592,0.0345791,0.479592,All
0.0228015,0.481633,-0.233945,0.481633,-0.0206564,0.481633,-0.0615561,0.481633,0.0355637,0.481633,All
0.0268513,0.483673,-0.221512,0.483673,-0.020416,0.483673,-0.0558461,0.483673,0.0361685,0.483673,All
0.0374238,0.485714,-0.208174,0.485714,-0.0200647,0.485714,-0.0510914,0.485714,0.039305,0.485714,All
0.0390368,0.487755,-0.205996,0.487755,-0.010179,0.487755,-0.0500574,0.487755,0.0468637,0.487755,All
0.0396847,0.489796,-0.188562,0.489796,-0.00893083,0.489796,-0.0488901,0.489796,0.0592793,0.489796,All
0.0404167,0.491837,-0.18753,0.491837,-0.00507679,0.491837,-0.0405941,0.491837,0.0614086,0.491837,All
0.042305,0.493878,-0.187268,0.493878,-0.00143703,0.493878,-0.0354205,0.493878,0.0616701,0.493878,All
0.0521592,0.495918,-0.185468,0.495918,0.0119085,0.495918,-0.020087,0.495918,0.0685554,0.495918,All
0.0526172,0.497959,-0.157779,0.497959,0.0192624,0.497959,-0.0186998,0.497959,0.0755362,0.497959,All
0.0554143,0.5,-0.14316,0.5,0.0193595,0.5,-0.0176319,0.5,0.0774853,0.5,All
0.0570295,0.502041,-0.13326,0.502041,0.0236542,0.502041,-0.0169657,0.502041,0.0813597,0.502041,All
0.0697272,0.504082,-0.128262,0.504082,0.0254133,0.504082,-0.0114219,0.504082,0.0841172,0.504082,All
0.0721254,0.506122,-0.121513,0.506122,0.0297079,0.506122,-0.00691824,0.506122,0.0870983,0.506122,All
0.0732698,0.508163,-0.113961,0.508163,0.0305161,0.508163,-0.00497986,0.508163,0.0887009,0.508163,All
0.0829567,0.510204,-0.0939952,0.510204,0.0321433,0.510204,0.000996683,0.510204,0.0904559,0.510204,All
0.0908463,0.512245,-0.0907112,0.512245,0.0330019,0.512245,0.0202039,0.512245,0.0998484,0.512245,All
0.0959284,0.514286,-0.0743061,0.514286,0.0346663,0.514286,0.0218206,0.514286,0.100236,0.514286,All
0.0968473,0.516327,-0.071415,0.516327,0.0355745,0.516327,0.0294916,0.516327,0.100871,0.516327,All
0.098327,0.518367,-0.0562857,0.518367,0.0383863,0.518367,0.029829,0.518367,0.114783,0.518367,All
0.0984034,0.520408,-0.0460643,0.520408,0.0404828,0.520408,0.0316107,0.520408,0.115181,0.520408,All
0.0996949,0.522449,-0.0459349,0.522449,0.0426075,0.522449,0.0387468,0.522449,0.12257,0.522449,All
0.101492,0.52449,-0.0453077,0.52449,0.0503403,0.52449,0.0434992,0.52449,0.131336,0.52449,All
0.10813,0.526531,-0.0400407,0.526531,0.0522259,0.526531,0.0499363,0.526531,0.134694,0.526531,All
0.113213,0.528571,-0.034293,0.528571,0.054147,0.528571,0.0510058,0.528571,0.136322,0.528571,All
0.120446,0.530612,-0.016466,0.530612,0.0599223,0.530612,0.053596,0.530612,0.144948,0.530612,All
0.123493,0.532653,-0.012978,0.532653,0.0682643,0.532653,0.0706309,0.532653,0.151365,0.532653,All
0.12622,0.534694,0.0198334,0.534694,0.0723558,0.534694,0.0849322,0.534694,0.155397,0.534694,All
0.127814,0.536735,0.0231805,0.536735,0.0738288,0.536735,0.0876681,0.536735,0.166465,0.536735,All
0.133837,0.538776,0.0369939,0.538776,0.0950825,0.538776,0.0947809,0.538776,0.172655,0.538776,All
0.134661,0.540816,0.0654456,0.540816,0.0957123,0.540816,0.101293,0.540816,0.186038,0.540816,All
0.140713,0.542857,0.0729555,0.542857,0.0980318,0.542857,0.105901,0.542857,0.19119,0.542857,All
0.152242,0.544898,0.0807882,0.544898,0.0999936,0.544898,0.111577,0.544898,0.197812,0.544898,All
0.156177,0.546939,0.0812558,0.546939,0.105879,0.546939,0.118942,0.546939,0.200775,0.546939,All
0.157957,0.54898,0.0970741,0.54898,0.108963,0.54898,0.136878,0.54898,0.20587,0.54898,All
0.160607,0.55102,0.102028,0.55102,0.109973,0.55102,0.151195,0.55102,0.206375,0.55102,All
0.160682,0.553061,0.105974,0.553061,0.112324,0.553061,0.152424,0.553061,0.209381,0.553061,All
0.16801,0.555102,0.109908,0.555102,0.113111,0.555102,0.157904,0.555102,0.21088,0.555102,All
0.169377,0.557143,0.117435,0.557143,0.119143,0.557143,0.165372,0.557143,0.221919,0.557143,All
0.175262,0.559184,0.117961,0.559184,0.127994,0.559184,0.170652,0.559184,0.222676,0.559184,All
0.175368,0.561224,0.1193,0.561224,0.134696,0.561224,0.172254,0.561224,0.227442,0.561224,All
0.175563,0.563265,0.143884,0.563265,0.137434,0.563265,0.179512,0.563265,0.228684,0.563265,All
0.175913,0.565306,0.162651,0.565306,0.142312,0.565306,0.179854,0.565306,0.232151,0.565306,All
0.176004,0.567347,0.16949,0.567347,0.14241,0.567347,0.181915,0.567347,0.233977,0.567347,All
0.177756,0.569388,0.171247,0.569388,0.14336,0.569388,0.184032,0.569388,0.235554,0.569388,All
0.179638,0.571429,0.179282,0.571429,0.146695,0.571429,0.185865,0.571429,0.237219,0.571429,All
0.183137,0.573469,0.184672,0.573469,0.154067,0.573469,0.202542,0.573469,0.241669,0.573469,All
0.189007,0.57551,0.187046,0.57551,0.154918,0.57551,0.207167,0.57551,0.2427,0.57551,All
0.195952,0.577551,0.196556,0.577551,0.161373,0.577551,0.207617,0.577551,0.243101,0.577551,All
0.210047,0.579592,0.203958,0.579592,0.171097,0.579592,0.215254,0.579592,0.24521,0.579592,All
0.211198,0.581633,0.21299,0.581633,0.175189,0.581633,0.224385,0.581633,0.254513,0.581633,All
0.212511,0.583673,0.214103,0.583673,0.179475,0.583673,0.225177,0.583673,0.255174,0.583673,All
0.238925,0.585714,0.217225,0.585714,0.183507,0.585714,0.225207,0.585714,0.255178,0.585714,All
0.239932,0.587755,0.217262,0.587755,0.184593,0.587755,0.229098,0.587755,0.256603,0.587755,All
0.240552,0.589796,0.222928,0.589796,0.188573,0.589796,0.232889,0.589796,0.257001,0.589796,All
0.24731,0.591837,0.239627,0.591837,0.188733,0.591837,0.237754,0.591837,0.257137,0.591837,All
0.255547,0.593878,0.240726,0.593878,0.190835,0.593878,0.247236,0.593878,0.265717,0.593878,All
0.258094,0.595918,0.25029,0.595918,0.191856,0.595918,0.262765,0.595918,0.265814,0.595918,All
0.258987,0.597959,0.25211,0.597959,0.192346,0.597959,0.268193,0.597959,0.267492,0.597959,All
0.264037,0.6,0.254183,0.6,0.19305,0.6,0.290281,0.6,0.276722,0.6,All
0.265482,0.602041,0.25785,0.602041,0.194491,0.602041,0.293167,0.602041,0.281889,0.602041,All
0.27719,0.604082,0.260295,0.604082,0.197095,0.604082,0.300207,0.604082,0.287232,0.604082,All
0.277376,0.606122,0.262396,0.606122,0.203245,0.606122,0.305938,0.606122,0.290317,0.606122,All
0.288691,0.608163,0.28487,0.608163,0.207259,0.608163,0.30934,0.608163,0.293032,0.608163,All
0.291228,0.610204,0.295772,0.610204,0.21187,0.610204,0.322418,0.610204,0.293168,0.610204,All
0.295887,0.612245,0.296646,0.612245,0.214003,0.612245,0.323275,0.612245,0.299359,0.612245,All
0.301277,0.614286,0.304049,0.614286,0.214798,0.614286,0.334856,0.614286,0.299688,0.614286,All
0.309606,0.616327,0.305312,0.616327,0.219397,0.616327,0.336295,0.616327,0.301611,0.616327,All
0.315563,0.618367,0.30783,0.618367,0.224085,0.618367,0.353782,0.618367,0.303798,0.618367,All
0.320512,0.620408,0.307905,0.620408,0.23033,0.620408,0.363673,0.620408,0.303922,0.620408,All
0.325459,0.622449,0.31676,0.622449,0.232533,0.622449,0.364232,0.622449,0.309439,0.622449,All
0.333063,0.62449,0.317072,0.62449,0.247284,0.62449,0.364518,0.62449,0.313275,0.62449,All
0.333652,0.626531,0.318128,0.626531,0.258189,0.626531,0.366042,0.626531,0.329222,0.626531,All
0.335988,0.628571,0.331861,0.628571,0.264787,0.628571,0.366395,0.628571,0.337565,0.628571,All
0.336777,0.630612,0.348733,0.630612,0.26501,0.630612,0.369995,0.630612,0.344192,0.630612,All
0.342692,0.632653,0.356535,0.632653,0.268536,0.632653,0.37053,0.632653,0.356809,0.632653,All
0.34327,0.634694,0.365061,0.634694,0.272967,0.634694,0.374848,0.634694,0.356945,0.634694,All
0.348971,0.636735,0.367154,0.636735,0.283523,0.636735,0.37588,0.636735,0.366362,0.636735,All
0.351742,0.638776,0.373458,0.638776,0.297098,0.638776,0.379297,0.638776,0.366593,0.638776,All
0.364509,0.640816,0.375554,0.640816,0.303336,0.640816,0.389283,0.640816,0.372114,0.640816,All
0.368516,0.642857,0.3768,0.642857,0.306519,0.642857,0.394291,0.642857,0.375843,0.642857,All
0.36944,0.644898,0.378104,0.644898,0.317333,0.644898,0.40354,0.644898,0.38097,0.644898,All
0.380017,0.646939,0.385249,0.646939,0.329807,0.646939,0.405468,0.646939,0.388054,0.646939,All
0.383812,0.64898,0.386236,0.64898,0.334487,0.64898,0.40888,0.64898,0.409119,0.64898,All
0.384827,0.65102,0.388653,0.65102,0.34812,0.65102,0.425679,0.65102,0.420525,0.65102,All
0.385703,0.653061,0.390477,0.653061,0.350598,0.653061,0.431739,0.653061,0.422041,0.653061,All
0.390781,0.655102,0.399307,0.655102,0.353089,0.655102,0.434799,0.655102,0.425261,0.655102,All
0.392819,0.657143,0.402947,0.657143,0.358404,0.657143,0.437953,0.657143,0.432402,0.657143,All
0.400742,0.659184,0.41148,0.659184,0.359622,0.659184,0.451667,0.659184,0.434839,0.659184,All
0.403365,0.661224,0.417295,0.661224,0.363156,0.661224,0.467142,0.661224,0.435107,0.661224,All
0.40836,0.663265,0.420819,0.663265,0.367205,0.663265,0.473458,0.663265,0.448176,0.663265,All
0.409527,0.665306,0.422601,0.665306,0.376655,0.665306,0.476166,0.665306,0.449351,0.665306,All
0.42287,0.667347,0.440201,0.667347,0.389755,0.667347,0.480265,0.667347,0.453558,0.667347,All
0.431598,0.669388,0.461064,0.669388,0.408883,0.669388,0.48056,0.669388,0.454353,0.669388,All
0.438248,0.671429,0.461522,0.671429,0.409352,0.671429,0.510433,0.671429,0.455926,0.671429,All
0.44377,0.673469,0.467488,0.673469,0.409412,0.673469,0.512221,0.673469,0.457783,0.673469,All
0.445877,0.67551,0.467944,0.67551,0.420332,0.67551,0.521961,0.67551,0.458531,0.67551,All
0.458951,0.677551,0.471792,0.677551,0.422117,0.677551,0.522551,0.677551,0.461187,0.677551,All
0.469117,0.679592,0.475764,0.679592,0.422445,0.679592,0.537778,0.679592,0.463398,0.679592,All
0.472727,0.681633,0.477691,0.681633,0.424457,0.681633,0.544586,0.681633,0.468802,0.681633,All
0.506293,0.683673,0.480576,0.683673,0.437059,0.683673,0.548065,0.683673,0.47966,0.683673,All
0.514889,0.685714,0.506589,0.685714,0.448264,0.685714,0.550985,0.685714,0.493201,0.685714,All
0.524068,0.687755,0.510666,0.687755,0.455728,0.687755,0.5612,0.687755,0.499213,0.687755,All
0.527691,0.689796,0.513456,0.689796,0.456217,0.689796,0.572772,0.689796,0.504851,0.689796,All
0.533015,0.691837,0.517583,0.691837,0.477586,0.691837,0.575228,0.691837,0.516534,0.691837,All
0.539889,0.693878,0.519148,0.693878,0.477856,0.693878,0.582795,0.693878,0.51923,0.693878,All
0.559549,0.695918,0.522688,0.695918,0.47988,0.695918,0.583875,0.695918,0.528038,0.695918,All
0.564696,0.697959,0.524193,0.697959,0.487704,0.697959,0.596943,0.697959,0.531204,0.697959,All
0.569342,0.7,0.526967,0.7,0.48825,0.7,0.607601,0.7,0.54248,0.7,All
0.569771,0.702041,0.52923,0.702041,0.493477,0.702041,0.609563,0.702041,0.551349,0.702041,All
0.573535,0.704082,0.532189,0.704082,0.503652,0.704082,0.625764,0.704082,0.5559,0.704082,All
0.577842,0.706122,0.538894,0.706122,0.505425,0.706122,0.633411,0.706122,0.563017,0.706122,All
0.582263,0.708163,0.543235,0.708163,0.507696,0.708163,0.638349,0.708163,0.578923,0.708163,All
0.585244,0.710204,0.545979,0.710204,0.513745,0.710204,0.644982,0.710204,0.579215,0.710204,All
0.587792,0.712245,0.560777,0.712245,0.514442,0.712245,0.646231,0.712245,0.59152,0.712245,All
0.589855,0.714286,0.57352,0.714286,0.516124,0.714286,0.650228,0.714286,0.603399,0.714286,All
0.608343,0.716327,0.587777,0.716327,0.519107,0.716327,0.653475,0.716327,0.604814,0.716327,All
0.608869,0.718367,0.597415,0.718367,0.529557,0.718367,0.655404,0.718367,0.605934,0.718367,All
0.619025,0.720408,0.604425,0.720408,0.533319,0.720408,0.670653,0.720408,0.633391,0.720408,All
0.619138,0.722449,0.611475,0.722449,0.535814,0.722449,0.672077,0.722449,0.634407,0.722449,All
0.649288,0.72449,0.630911,0.72449,0.536797,0.72449,0.681674,0.72449,0.636203,0.72449,All
0.652878,0.726531,0.633191,0.726531,0.538973,0.726531,0.688116,0.726531,0.649975,0.726531,All
0.681727,0.728571,0.64689,0.728571,0.544395,0.728571,0.693496,0.728571,0.651557,0.728571,All
0.690702,0.730612,0.649337,0.730612,0.544944,0.730612,0.715758,0.730612,0.65547,0.730612,All
0.693257,0.732653,0.651346,0.732653,0.560409,0.732653,0.715852,0.732653,0.656575,0.732653,All
0.706045,0.734694,0.684291,0.734694,0.575327,0.734694,0.717206,0.734694,0.661729,0.734694,All
0.715764,0.736735,0.686145,0.736735,0.584655,0.736735,0.721217,0.736735,0.673376,0.736735,All
0.736432,0.738776,0.687087,0.738776,0.585036,0.738776,0.726853,0.738776,0.69058,0.738776,All
0.747832,0.740816,0.692793,0.740816,0.585914,0.740816,0.727881,0.740816,0.70028,0.740816,All
0.748502,0.742857,0.696764,0.742857,0.587284,0.742857,0.732067,0.742857,0.702857,0.742857,All
0.748961,0.744898,0.704374,0.744898,0.595547,0.744898,0.733342,0.744898,0.705435,0.744898,All
0.752272,0.746939,0.733012,0.746939,0.623785,0.746939,0.74338,0.746939,0.709545,0.746939,All
0.755171,0.74898,0.734856,0.74898,0.630478,0.74898,0.750798,0.74898,0.715057,0.74898,All
0.755991,0.75102,0.738758,0.75102,0.635542,0.75102,0.752453,0.75102,0.720476,0.75102,All
0.756993,0.753061,0.740302,0.753061,0.642299,0.753061,0.753677,0.753061,0.722546,0.753061,All
0.760761,0.755102,0.746948,0.755102,0.653022,0.755102,0.757826,0.755102,0.734818,0.755102,All
0.793774,0.757143,0.752283,0.757143,0.655136,0.757143,0.75964,0.757143,0.74058,0.757143,All
0.795632,0.759184,0.758327,0.759184,0.655971,0.759184,0.768904,0.759184,0.748251,0.759184,All
0.802982,0.761224,0.761087,0.761224,0.658447,0.761224,0.769926,0.761224,0.756232,0.761224,All
0.817362,0.763265,0.778103,0.763265,0.661574,0.763265,0.774932,0.763265,0.769143,0.763265,All
0.833571,0.765306,0.78149,0.765306,0.662597,0.765306,0.792097,0.765306,0.780219,0.765306,All
0.837051,0.767347,0.783392,0.767347,0.663612,0.767347,0.792111,0.767347,0.781236,0.767347,All
0.838135,0.769388,0.786032,0.769388,0.685159,0.769388,0.792534,0.769388,0.785017,0.769388,All
0.840401,0.771429,0.792854,0.771429,0.690883,0.771429,0.793677,0.771429,0.785916,0.771429,All
0.844827,0.773469,0.796848,0.773469,0.694099,0.773469,0.800941,0.773469,0.790194,0.773469,All
0.855505,0.77551,0.800072,0.77551,0.711087,0.77551,0.803466,0.77551,0.79026,0.77551,All
0.870654,0.777551,0.817033,0.777551,0.716567,0.777551,0.80371,0.777551,0.803026,0.777551,All
0.872971,0.779592,0.819722,0.779592,0.718448,0.779592,0.815365,0.779592,0.807887,0.779592,All
0.875376,0.781633,0.827624,0.781633,0.720594,0.781633,0.816704,0.781633,0.808086,0.781633,All
0.882292,0.783673,0.828315,0.783673,0.723682,0.783673,0.822883,0.783673,0.813129,0.783673,All
0.893736,0.785714,0.83117,0.785714,0.727674,0.785714,0.823207,0.785714,0.814289,0.785714,All
0.902357,0.787755,0.83866,0.787755,0.737412,0.787755,0.825983,0.787755,0.816871,0.787755,All
0.904621,0.789796,0.843501,0.789796,0.737535,0.789796,0.830167,0.789796,0.817082,0.789796,All
0.935185,0.791837,0.849845,0.791837,0.812721,0.791837,0.83332,0.791837,0.824247,0.791837,All
0.942073,0.793878,0.8543,0.793878,0.812863,0.793878,0.836888,0.793878,0.826558,0.793878,All
0.961146,0.795918,0.867567,0.795918,0.817646,0.795918,0.839211,0.795918,0.830697,0.795918,All
0.962683,0.797959,0.902163,0.797959,0.836144,0.797959,0.842162,0.797959,0.83797,0.797959,All
0.964382,0.8,0.911804,0.8,0.856225,0.8,0.845045,0.8,0.8389,0.8,All
0.969127,0.802041,0.912909,0.802041,0.865837,0.802041,0.852427,0.802041,0.843829,0.802041,All
0.969571,0.804082,0.917467,0.804082,0.871835,0.804082,0.85387,0.804082,0.843979,0.804082,All
0.969977,0.806122,0.921388,0.806122,0.889971,0.806122,0.869613,0.806122,0.850358,0.806122,All
0.97387,0.808163,0.922616,0.808163,0.892153,0.808163,0.89069,0.808163,0.873916,0.808163,All
0.978122,0.810204,0.941217,0.810204,0.8973,0.810204,0.89987,0.810204,0.877699,0.810204,All
1.00671,0.812245,0.96241,0.812245,0.909846,0.812245,0.906092,0.812245,0.881673,0.812245,All
1.01715,0.814286,0.974248,0.814286,0.92034,0.814286,0.913261,0.814286,0.886981,0.814286,All
1.02117,0.816327,0.976467,0.816327,0.92881,0.816327,0.919748,0.816327,0.896998,0.816327,All
1.04371,0.818367,0.981843,0.818367,0.929778,0.818367,0.934301,0.818367,0.908299,0.818367,All
1.04635,0.820408,0.995106,0.820408,0.933148,0.820408,0.97139,0.820408,0.914103,0.820408,All
1.04769,0.822449,0.997354,0.822449,0.933873,0.822449,0.973603,0.822449,0.916869,0.822449,All
1.05497,0.82449,1.01175,0.82449,0.946161,0.82449,0.979793,0.82449,0.918127,0.82449,All
1.06755,0.826531,1.02685,0.826531,1.0136,0.826531,0.993068,0.826531,0.919718,0.826531,All
1.06909,0.828571,1.04318,0.828571,1.02824,0.828571,0.997959,0.828571,0.930822,0.828571,All
1.07864,0.830612,1.04652,0.830612,1.0322,0.830612,1.00673,0.830612,0.931341,0.830612,All
1.10781,0.832653,1.07005,0.832653,1.0607,0.832653,1.00944,0.832653,0.93339,0.832653,All
1.10908,0.834694,1.07037,0.834694,1.06471,0.834694,1.02554,0.834694,0.953002,0.834694,All
1.12088,0.836735,1.07464,0.836735,1.08892,0.836735,1.03844,0.836735,0.957968,0.836735,All
1.12337,0.838776,1.08255,0.838776,1.1055,0.838776,1.04303,0.838776,0.97046,0.838776,All
1.13503,0.840816,1.08446,0.840816,1.10576,0.840816,1.05111,0.840816,0.976151,0.840816,All
1.13663,0.842857,1.09013,0.842857,1.12847,0.842857,1.0602,0.842857,0.979016,0.842857,All
1.13814,0.844898,1.10008,0.844898,1.13245,0.844898,1.06581,0.844898,0.985159,0.844898,All
1.15079,0.846939,1.10336,0.846939,1.15184,0.846939,1.07699,0.846939,0.992457,0.846939,All
1.15591,0.84898,1.1127,0.84898,1.16327,0.84898,1.0791,0.84898,0.994713,0.84898,All
1.16001,0.85102,1.1128,0.85102,1.16494,0.85102,1.09455,0.85102,0.9967,0.85102,All
1.18322,0.853061,1.1666,0.853061,1.17831,0.853061,1.09818,0.853061,0.996749,0.853061,All
1.19808,0.855102,1.18177,0.855102,1.18396,0.855102,1.1131,0.855102,1.00508,0.855102,All
1.19975,0.857143,1.18421,0.857143,1.19822,0.857143,1.11692,0.857143,1.02612,0.857143,All
1.20558,0.859184,1.19845,0.859184,1.19944,0.859184,1.11949,0.859184,1.02872,0.859184,All
1.2238,0.861224,1.21734,0.861224,1.20041,0.861224,1.13205,0.861224,1.02976,0.861224,All
1.24236,0.863265,1.21837,0.863265,1.20432,0.863265,1.13722,0.863265,1.03863,0.863265,All
1.24436,0.865306,1.22017,0.865306,1.2048,0.865306,1.15127,0.865306,1.03953,0.865306,All
1.24701,0.867347,1.22205,0.867347,1.20572,0.867347,1.16316,0.867347,1.04601,0.867347,All
1.25901,0.869388,1.23149,0.869388,1.22342,0.869388,1.16329,0.869388,1.04633,0.869388,All
1.26073,0.871429,1.24982,0.871429,1.22641,0.871429,1.16936,0.871429,1.05876,0.871429,All
1.26388,0.873469,1.2714,0.873469,1.22743,0.873469,1.2059,0.873469,1.08478,0.873469,All
1.27368,0.87551,1.28986,0.87551,1.24621,0.87551,1.21243,0.87551,1.09008,0.87551,All
1.2793,0.877551,1.29247,0.877551,1.2523,0.877551,1.2208,0.877551,1.12217,0.877551,All
1.28032,0.879592,1.29531,0.879592,1.25386,0.879592,1.22091,0.879592,1.12912,0.879592,All
1.28419,0.881633,1.29586,0.881633,1.26574,0.881633,1.24481,0.881633,1.13135,0.881633,All
1.2856,0.883673,1.30005,0.883673,1.2695,0.883673,1.24724,0.883673,1.1499,0.883673,All
1.29452,0.885714,1.31197,0.885714,1.2726,0.885714,1.2505,0.885714,1.15379,0.885714,All
1.3074,0.887755,1.31985,0.887755,1.27816,0.887755,1.25848,0.887755,1.16085,0.887755,All
1.33716,0.889796,1.33689,0.889796,1.2872,0.889796,1.27117,0.889796,1.16616,0.889796,All
1.34011,0.891837,1.35614,0.891837,1.29052,0.891837,1.27195,0.891837,1.18643,0.891837,All
1.34735,0.893878,1.36087,0.893878,1.29306,0.893878,1.27216,0.893878,1.18704,0.893878,All
1.37324,0.895918,1.36107,0.895918,1.29433,0.895918,1.2781,0.895918,1.19562,0.895918,All
1.37989,0.897959,1.36774,0.897959,1.29885,0.897959,1.28288,0.897959,1.20876,0.897959,All
1.38743,0.9,1.37824,0.9,1.30094,0.9,1.28725,0.9,1.21024,0.9,All
1.4066,0.902041,1.37989,0.902041,1.31856,0.902041,1.29012,0.902041,1.21186,0.902041,All
1.41273,0.904082,1.39411,0.904082,1.34256,0.904082,1.29388,0.904082,1.21756,0.904082,All
1.42629,0.906122,1.41623,0.906122,1.35128,0.906122,1.30014,0.906122,1.24117,0.906122,All
1.43,0.908163,1.42143,0.908163,1.35611,0.908163,1.39302,0.908163,1.24625,0.908163,All
1.43613,0.910204,1.42733,0.910204,1.40873,0.910204,1.40337,0.910204,1.26506,0.910204,All
1.4363,0.912245,1.44792,0.912245,1.42631,0.912245,1.42082,0.912245,1.28796,0.912245,All
1.44347,0.914286,1.46209,0.914286,1.43368,0.914286,1.44977,0.914286,1.29407,0.914286,All
1.45211,0.916327,1.48001,0.916327,1.43896,0.916327,1.45629,0.916327,1.29563,0.916327,All
1.45241,0.918367,1.51936,0.918367,1.43957,0.918367,1.45948,0.918367,1.29917,0.918367,All
1.45913,0.920408,1.52739,0.920408,1.44129,0.920408,1.51253,0.920408,1.30105,0.920408,All
1.4676,0.922449,1.58652,0.922449,1.44153,0.922449,1.51382,0.922449,1.30395,0.922449,All
1.46822,0.92449,1.61658,0.92449,1.45193,0.92449,1.53764,0.92449,1.30524,0.92449,All
1.46847,0.926531,1.63151,0.926531,1.45835,0.926531,1.54721,0.926531,1.31624,0.926531,All
1.4687,0.928571,1.63747,0.928571,1.46871,0.928571,1.57432,0.928571,1.32574,0.928571,All
1.47715,0.930612,1.65801,0.930612,1.55099,0.930612,1.59839,0.930612,1.34386,0.930612,All
1.47996,0.932653,1.68618,0.932653,1.55739,0.932653,1.6287,0.932653,1.34686,0.932653,All
1.51449,0.934694,1.71315,0.934694,1.56404,0.934694,1.71333,0.934694,1.36766,0.934694,All
1.51558,0.936735,1.72911,0.936735,1.59705,0.936735,1.71759,0.936735,1.37008,0.936735,All
1.54823,0.938776,1.73475,0.938776,1.60681,0.938776,1.73113,0.938776,1.41038,0.938776,All
1.56529,0.940816,1.81065,0.940816,1.61323,0.940816,1.75024,0.940816,1.47149,0.940816,All
1.62054,0.942857,1.81672,0.942857,1.63969,0.942857,1.76259,0.942857,1.49061,0.942857,All
1.62114,0.944898,1.82899,0.944898,1.66234,0.944898,1.78169,0.944898,1.50189,0.944898,All
1.62759,0.946939,1.84229,0.946939,1.69392,0.946939,1.80203,0.946939,1.51215,0.946939,All
1.63336,0.94898,1.90588,0.94898,1.69493,0.94898,1.88309,0.94898,1.53263,0.94898,All
1.64624,0.95102,1.91895,0.95102,1.71541,0.95102,1.91127,0.95102,1.53462,0.95102,All
1.65034,0.953061,1.91904,0.953061,1.73031,0.953061,1.94039,0.953061,1.53929,0.953061,All
1.65467,0.955102,1.93088,0.955102,1.74208,0.955102,1.9435,0.955102,1.56215,0.955102,All
1.66313,0.957143,1.98855,0.957143,1.7695,0.957143,1.94554,0.957143,1.57441,0.957143,All
1.68556,0.959184,2.03727,0.959184,1.8019,0.959184,1.99927,0.959184,1.62634,0.959184,All
1.68914,0.961224,2.03743,0.961224,1.80353,0.961224,2.02564,0.961224,1.69771,0.961224,All
1.72753,0.963265,2.04012,0.963265,1.80454,0.963265,2.04962,0.963265,1.70881,0.963265,All
1.74505,0.965306,2.07618,0.965306,1.80731,0.965306,2.0532,0.965306,1.70949,0.965306,All
1.76367,0.967347,2.09213,0.967347,1.81151,0.967347,2.05886,0.967347,1.72704,0.967347,All
1.78173,0.969388,2.10953,0.969388,1.82047,0.969388,2.10652,0.969388,1.73229,0.969388,All
1.7901,0.971429,2.20166,0.971429,1.85626,0.971429,2.12921,0.971429,1.76034,0.971429,All
1.80101,0.973469,2.21228,0.973469,1.86282,0.973469,2.14224,0.973469,1.76876,0.973469,All
1.82717,0.97551,2.21688,0.97551,1.88446,0.97551,2.18618,0.97551,1.80459,0.97551,All
1.84,0.977551,2.24607,0.977551,1.97815,0.977551,2.21676,0.977551,1.82723,0.977551,All
1.84242,0.979592,2.24681,0.979592,1.99289,0.979592,2.24285,0.979592,1.83528,0.979592,All
1.85432,0.981633,2.25657,0.981633,1.99318,0.981633,2.24529,0.981633,1.86492,0.981633,All
1.85763,0.983673,2.2705,0.983673,2.00841,0.983673,2.34905,0.983673,1.88086,0.983673,All
1.91104,0.985714,2.27087,0.985714,2.01339,0.985714,2.36529,0.985714,1.92506,0.985714,All
1.91247,0.987755,2.30039,0.987755,2.01869,0.987755,2.38774,0.987755,1.93018,0.987755,All
1.99035,0.989796,2.32069,0.989796,2.02909,0.989796,2.40645,0.989796,1.95737,0.989796,All
1.99303,0.991837,2.36908,0.991837,2.08101,0.991837,2.4239,0.991837,1.9873,0.991837,All
2.03537,0.993878,2.38261,0.993878,2.16073,0.993878,2.51749,0.993878,1.99387,0.993878,All
2.04273,0.995918,2.39409,0.995918,2.19769,0.995918,2.85928,0.995918,2.03733,0.995918,All
2.25057,0.997959,2.42371,0.997959,2.20272,0.997959,2.92021,0.997959,2.05691,0.997959,All
2.25648,1,2.43597,1,2.2523,1,3.26742,1,3.18749,1,All
4,1,4,1,4,1,4,1,4,1,All
