parameter,value,se_lin,rse_lin
initT_pop,8.86373205504183,1.17281649600594,13.2316330042809
aS_pop,0.713125170521352,0.101534195163876,14.2379205448108
dS_pop,0.000527874333486773,0.000134014116694334,25.3875038418953
tau_pop,1,,
lBt0_pop,-4.45311943710993,0.103203211571048,2.31754869880667
lp_pop,3,,
dI_pop,0.598864032992829,0.110170950397846,18.396655054949
n_pop,0.129659116119247,0.0165712499656855,12.7806285139604
V0_pop,1,,
omega_initT,0.837268452327068,0.0935078393905549,11.1682028781406
omega_aS,0.318806801993276,0.0757174571249221,23.7502640004899
omega_dS,1.45460624399027,0.190586725549365,13.1022898008844
omega_lBt0,0.611904885246433,0.0767564059617764,12.5438459166516
omega_dI,1.01630414791668,0.142530235037501,14.0243681312995
omega_n,0.722997869580077,0.0951579539165328,13.1615815094727
corr_lBt0_dS,0.997773167364901,0.00555859300998642,0.557099869168315
corr_dI_aS,0.964712120298151,0.109062360210474,11.305171554885
corr_n_aS,-0.9939994701476,0.112422933861772,11.3101603409385
corr_n_dI,-0.987724965678508,0.00982041767291153,0.994246173191085
a,0.33894148910444,0.011304105877125,3.33512014330056
