initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,w_abscissa,w_cdf,split
-0.290274,0.384314,-0.285881,0.382353,-0.322394,0.382353,-0.377929,0.382353,-0.398051,0.382353,-0.301491,0.382353,All
-0.28969,0.386275,-0.285773,0.384314,-0.316515,0.384314,-0.368777,0.384314,-0.394528,0.384314,-0.300991,0.384314,All
-0.288799,0.388235,-0.285608,0.386275,-0.294609,0.386275,-0.353834,0.386275,-0.392673,0.386275,-0.29487,0.386275,All
-0.287371,0.390196,-0.285536,0.388235,-0.292047,0.388235,-0.350596,0.388235,-0.386168,0.388235,-0.28225,0.388235,All
-0.28349,0.392157,-0.283296,0.390196,-0.28597,0.390196,-0.350431,0.390196,-0.381588,0.390196,-0.28138,0.390196,All
-0.28046,0.394118,-0.282288,0.392157,-0.285243,0.392157,-0.346455,0.392157,-0.369664,0.392157,-0.2754,0.392157,All
-0.279473,0.396078,-0.281137,0.394118,-0.280745,0.394118,-0.342917,0.394118,-0.35895,0.394118,-0.271028,0.394118,All
-0.277546,0.398039,-0.279121,0.396078,-0.279502,0.396078,-0.339408,0.396078,-0.353653,0.396078,-0.270154,0.396078,All
-0.277198,0.4,-0.278544,0.398039,-0.274127,0.398039,-0.337049,0.398039,-0.342223,0.398039,-0.259481,0.398039,All
-0.271385,0.401961,-0.269682,0.4,-0.258291,0.4,-0.333306,0.4,-0.338929,0.4,-0.259102,0.4,All
-0.260048,0.403922,-0.265962,0.401961,-0.250374,0.401961,-0.326509,0.401961,-0.31065,0.401961,-0.258376,0.401961,All
-0.256098,0.405882,-0.258154,0.403922,-0.24236,0.403922,-0.313863,0.403922,-0.308571,0.403922,-0.248449,0.403922,All
-0.253257,0.407843,-0.254268,0.405882,-0.22143,0.405882,-0.305528,0.405882,-0.285848,0.405882,-0.238708,0.405882,All
-0.245049,0.409804,-0.248732,0.407843,-0.220972,0.407843,-0.305261,0.407843,-0.283996,0.407843,-0.236878,0.407843,All
-0.244409,0.411765,-0.240945,0.409804,-0.219393,0.409804,-0.29761,0.409804,-0.273022,0.409804,-0.228825,0.409804,All
-0.237401,0.413725,-0.240201,0.411765,-0.205467,0.411765,-0.274502,0.411765,-0.264389,0.411765,-0.228161,0.411765,All
-0.233915,0.415686,-0.23058,0.413725,-0.205318,0.413725,-0.262797,0.413725,-0.249723,0.413725,-0.226531,0.413725,All
-0.226838,0.417647,-0.221618,0.415686,-0.205121,0.415686,-0.26277,0.415686,-0.24381,0.415686,-0.225245,0.415686,All
-0.219224,0.419608,-0.216315,0.417647,-0.203518,0.417647,-0.257864,0.417647,-0.225619,0.417647,-0.222468,0.417647,All
-0.21236,0.421569,-0.215945,0.419608,-0.19283,0.419608,-0.257378,0.419608,-0.223379,0.419608,-0.220145,0.419608,All
-0.208054,0.423529,-0.200751,0.421569,-0.185878,0.421569,-0.250178,0.421569,-0.220862,0.421569,-0.215332,0.421569,All
-0.207282,0.42549,-0.197752,0.423529,-0.183779,0.423529,-0.244726,0.423529,-0.21508,0.423529,-0.21342,0.423529,All
-0.207089,0.427451,-0.194551,0.42549,-0.183534,0.42549,-0.241838,0.42549,-0.203154,0.42549,-0.212211,0.42549,All
-0.203519,0.429412,-0.188217,0.427451,-0.183167,0.427451,-0.22551,0.427451,-0.202929,0.427451,-0.211829,0.427451,All
-0.20014,0.431373,-0.185909,0.429412,-0.177526,0.429412,-0.224711,0.429412,-0.192683,0.429412,-0.208796,0.429412,All
-0.188712,0.433333,-0.185025,0.431373,-0.169078,0.431373,-0.211993,0.431373,-0.186167,0.431373,-0.207686,0.431373,All
-0.187929,0.435294,-0.181545,0.433333,-0.158289,0.433333,-0.210404,0.433333,-0.180077,0.433333,-0.19622,0.433333,All
-0.185474,0.437255,-0.175321,0.435294,-0.158255,0.435294,-0.205943,0.435294,-0.1782,0.435294,-0.190792,0.435294,All
-0.18507,0.439216,-0.173978,0.437255,-0.154612,0.437255,-0.200579,0.437255,-0.176197,0.437255,-0.18059,0.437255,All
-0.184099,0.441176,-0.16406,0.439216,-0.152165,0.439216,-0.199281,0.439216,-0.166462,0.439216,-0.177145,0.439216,All
-0.175771,0.443137,-0.13534,0.441176,-0.150544,0.441176,-0.19626,0.441176,-0.164316,0.441176,-0.167685,0.441176,All
-0.175536,0.445098,-0.1343,0.443137,-0.146754,0.443137,-0.194378,0.443137,-0.154229,0.443137,-0.166661,0.443137,All
-0.175373,0.447059,-0.126094,0.445098,-0.145356,0.445098,-0.194232,0.445098,-0.139724,0.445098,-0.15934,0.445098,All
-0.169831,0.44902,-0.124285,0.447059,-0.144433,0.447059,-0.193438,0.447059,-0.128963,0.447059,-0.158436,0.447059,All
-0.165863,0.45098,-0.123121,0.44902,-0.128478,0.44902,-0.188399,0.44902,-0.126751,0.44902,-0.156738,0.44902,All
-0.161915,0.452941,-0.119593,0.45098,-0.119245,0.45098,-0.179093,0.45098,-0.12215,0.45098,-0.15083,0.45098,All
-0.158373,0.454902,-0.116447,0.452941,-0.118771,0.452941,-0.176299,0.452941,-0.120959,0.452941,-0.142476,0.452941,All
-0.156484,0.456863,-0.116336,0.454902,-0.117605,0.454902,-0.174069,0.454902,-0.116832,0.454902,-0.134716,0.454902,All
-0.150292,0.458824,-0.110259,0.456863,-0.116869,0.456863,-0.169391,0.456863,-0.115034,0.456863,-0.132732,0.456863,All
-0.144031,0.460784,-0.102072,0.458824,-0.107746,0.458824,-0.154372,0.458824,-0.110228,0.458824,-0.114749,0.458824,All
-0.142159,0.462745,-0.0833635,0.460784,-0.0955614,0.460784,-0.152357,0.460784,-0.109109,0.460784,-0.112009,0.460784,All
-0.124079,0.464706,-0.0814622,0.462745,-0.095551,0.462745,-0.151553,0.462745,-0.102484,0.462745,-0.0995704,0.462745,All
-0.112018,0.466667,-0.0802888,0.464706,-0.0881405,0.464706,-0.14986,0.464706,-0.0978398,0.464706,-0.0995072,0.464706,All
-0.111464,0.468627,-0.0799394,0.466667,-0.0832972,0.466667,-0.140895,0.466667,-0.0940854,0.466667,-0.0980425,0.466667,All
-0.108609,0.470588,-0.0761897,0.468627,-0.0806971,0.468627,-0.117095,0.468627,-0.084399,0.468627,-0.0960815,0.468627,All
-0.108292,0.472549,-0.0681702,0.470588,-0.072873,0.470588,-0.108594,0.470588,-0.0821903,0.470588,-0.0944534,0.470588,All
-0.102418,0.47451,-0.0636029,0.472549,-0.0677286,0.472549,-0.107261,0.472549,-0.0697826,0.472549,-0.0882309,0.472549,All
-0.0867599,0.476471,-0.0619933,0.47451,-0.0664491,0.47451,-0.0993786,0.47451,-0.0630415,0.47451,-0.0827411,0.47451,All
-0.0800283,0.478431,-0.0608751,0.476471,-0.0663026,0.476471,-0.0955405,0.476471,-0.0628957,0.476471,-0.0745857,0.476471,All
-0.0671708,0.480392,-0.0591151,0.478431,-0.063809,0.478431,-0.09145,0.478431,-0.0545529,0.478431,-0.0520032,0.478431,All
-0.049272,0.482353,-0.0553927,0.480392,-0.0521205,0.480392,-0.0893001,0.480392,-0.0520924,0.480392,-0.0518839,0.480392,All
-0.0368784,0.484314,-0.0549985,0.482353,-0.0424818,0.482353,-0.087385,0.482353,-0.0460757,0.482353,-0.0131185,0.482353,All
-0.0174098,0.486275,-0.0530247,0.484314,-0.0392044,0.484314,-0.0804842,0.484314,-0.0405171,0.484314,-0.00883013,0.484314,All
-0.0170875,0.488235,-0.0519079,0.486275,-0.037299,0.486275,-0.0801439,0.486275,-0.0155301,0.486275,-0.00501086,0.486275,All
-0.0117818,0.490196,-0.0496831,0.488235,-0.0346328,0.488235,-0.0791848,0.488235,-0.00742415,0.488235,-0.00485126,0.488235,All
-0.00931095,0.492157,-0.0444983,0.490196,-0.0295108,0.490196,-0.0703988,0.490196,0.000791391,0.490196,-0.00198912,0.490196,All
-0.00743125,0.494118,-0.0418538,0.492157,-0.0272016,0.492157,-0.0680086,0.492157,0.000987,0.492157,0.006124,0.492157,All
-0.0061661,0.496078,-0.0289345,0.494118,-0.0243689,0.494118,-0.0636031,0.494118,0.00497675,0.494118,0.0066591,0.494118,All
-0.00392729,0.498039,-0.0262508,0.496078,-0.022479,0.496078,-0.052162,0.496078,0.00876256,0.496078,0.0113755,0.496078,All
-0.00233257,0.5,-0.0106156,0.498039,-0.0189197,0.498039,-0.0493495,0.498039,0.011143,0.498039,0.0131728,0.498039,All
-0.00133596,0.501961,-0.00993834,0.5,-0.0171305,0.5,-0.0396784,0.5,0.0133434,0.5,0.0241833,0.5,All
-0.0004403,0.503922,-0.00930907,0.501961,-0.0134999,0.501961,-0.0365923,0.501961,0.0211059,0.501961,0.0267882,0.501961,All
0.000433632,0.505882,-0.00893748,0.503922,-0.0134605,0.503922,-0.034844,0.503922,0.0265269,0.503922,0.029729,0.503922,All
0.00380448,0.507843,-0.0027557,0.505882,-0.0048255,0.505882,-0.0302342,0.505882,0.0274278,0.505882,0.0534046,0.505882,All
0.00835951,0.509804,0.00689061,0.507843,-0.00151999,0.507843,-0.0285404,0.507843,0.0275722,0.507843,0.0553756,0.507843,All
0.0161192,0.511765,0.00781719,0.509804,-0.00140997,0.509804,-0.0166008,0.509804,0.0405083,0.509804,0.057523,0.509804,All
0.0226287,0.513725,0.0139926,0.511765,0.00685209,0.511765,-0.0110403,0.511765,0.0617625,0.511765,0.0590809,0.511765,All
0.026761,0.515686,0.0145736,0.513725,0.0118834,0.513725,-0.00464837,0.513725,0.0650652,0.513725,0.0601134,0.513725,All
0.0419463,0.517647,0.0150774,0.515686,0.0139792,0.515686,-0.00399563,0.515686,0.0735497,0.515686,0.0646061,0.515686,All
0.0438755,0.519608,0.0155295,0.517647,0.0198179,0.517647,-0.00332384,0.517647,0.0840616,0.517647,0.0648437,0.517647,All
0.0446782,0.521569,0.0184282,0.519608,0.0260317,0.519608,0.00337086,0.519608,0.0860439,0.519608,0.066488,0.519608,All
0.0455862,0.523529,0.0193277,0.521569,0.0274227,0.521569,0.0157856,0.521569,0.0878317,0.521569,0.0770484,0.521569,All
0.0477098,0.52549,0.0275267,0.523529,0.0276091,0.523529,0.0160471,0.523529,0.0887584,0.523529,0.0844343,0.523529,All
0.0487775,0.527451,0.034559,0.52549,0.0298206,0.52549,0.0253446,0.52549,0.0905083,0.52549,0.0881789,0.52549,All
0.0752848,0.529412,0.0432519,0.527451,0.031872,0.527451,0.0405943,0.527451,0.0992387,0.527451,0.0943367,0.527451,All
0.0764682,0.531373,0.0461612,0.529412,0.0397493,0.529412,0.0436254,0.529412,0.104914,0.529412,0.096509,0.529412,All
0.0837852,0.533333,0.0534265,0.531373,0.0527734,0.531373,0.0443431,0.531373,0.108084,0.531373,0.103603,0.531373,All
0.0879253,0.535294,0.0575897,0.533333,0.0530971,0.533333,0.0567276,0.533333,0.113215,0.533333,0.104102,0.533333,All
0.0884875,0.537255,0.0605131,0.535294,0.055325,0.535294,0.0605733,0.535294,0.117555,0.535294,0.104586,0.535294,All
0.0909504,0.539216,0.0687842,0.537255,0.063354,0.537255,0.0649359,0.537255,0.123973,0.537255,0.105132,0.537255,All
0.0947118,0.541176,0.072468,0.539216,0.0653081,0.539216,0.0755908,0.539216,0.138219,0.539216,0.106812,0.539216,All
0.102937,0.543137,0.0749362,0.541176,0.0944032,0.541176,0.0813256,0.541176,0.140703,0.541176,0.107024,0.541176,All
0.113843,0.545098,0.0851982,0.543137,0.0968171,0.543137,0.0894796,0.543137,0.146532,0.543137,0.107143,0.543137,All
0.117684,0.547059,0.0892469,0.545098,0.110847,0.545098,0.101078,0.545098,0.149969,0.545098,0.118519,0.545098,All
0.127879,0.54902,0.0932679,0.547059,0.117698,0.547059,0.103652,0.547059,0.150575,0.547059,0.121881,0.547059,All
0.129716,0.55098,0.09355,0.54902,0.120892,0.54902,0.104568,0.54902,0.175186,0.54902,0.123209,0.54902,All
0.135003,0.552941,0.095625,0.55098,0.125089,0.55098,0.105723,0.55098,0.175507,0.55098,0.123394,0.55098,All
0.147185,0.554902,0.0964731,0.552941,0.127762,0.552941,0.115471,0.552941,0.182249,0.552941,0.128709,0.552941,All
0.148538,0.556863,0.0982769,0.554902,0.141586,0.554902,0.118211,0.554902,0.182267,0.554902,0.133287,0.554902,All
0.152333,0.558824,0.102075,0.556863,0.146576,0.556863,0.132182,0.556863,0.182849,0.556863,0.134358,0.556863,All
0.169072,0.560784,0.10481,0.558824,0.156767,0.558824,0.135123,0.558824,0.189593,0.558824,0.141552,0.558824,All
0.170751,0.562745,0.11083,0.560784,0.1581,0.560784,0.138089,0.560784,0.189669,0.560784,0.160077,0.560784,All
0.175332,0.564706,0.111384,0.562745,0.178014,0.562745,0.138382,0.562745,0.191406,0.562745,0.162651,0.562745,All
0.193278,0.566667,0.114237,0.564706,0.181954,0.564706,0.141615,0.564706,0.194357,0.564706,0.166197,0.564706,All
0.193466,0.568627,0.117418,0.566667,0.189062,0.566667,0.143303,0.566667,0.197205,0.566667,0.191121,0.566667,All
0.201225,0.570588,0.11797,0.568627,0.18955,0.568627,0.143742,0.568627,0.203937,0.568627,0.201608,0.568627,All
0.209624,0.572549,0.123707,0.570588,0.191092,0.570588,0.150568,0.570588,0.206461,0.570588,0.209458,0.570588,All
0.209991,0.57451,0.126168,0.572549,0.197922,0.572549,0.167176,0.572549,0.208017,0.572549,0.210736,0.572549,All
0.221722,0.576471,0.126568,0.57451,0.202158,0.57451,0.167938,0.57451,0.210674,0.57451,0.21869,0.57451,All
0.222014,0.578431,0.131886,0.576471,0.206727,0.576471,0.16999,0.576471,0.214443,0.576471,0.219143,0.576471,All
0.22323,0.580392,0.133101,0.578431,0.207299,0.578431,0.17386,0.578431,0.215977,0.578431,0.221339,0.578431,All
0.223451,0.582353,0.138305,0.580392,0.207317,0.580392,0.173963,0.580392,0.230152,0.580392,0.222718,0.580392,All
0.224999,0.584314,0.139709,0.582353,0.231265,0.582353,0.179656,0.582353,0.239432,0.582353,0.229242,0.582353,All
0.229199,0.586275,0.140265,0.584314,0.232334,0.584314,0.182108,0.584314,0.241056,0.584314,0.229318,0.584314,All
0.231499,0.588235,0.14402,0.586275,0.237382,0.586275,0.18321,0.586275,0.243131,0.586275,0.235053,0.586275,All
0.233953,0.590196,0.145717,0.588235,0.24391,0.588235,0.190586,0.588235,0.257266,0.588235,0.237704,0.588235,All
0.23719,0.592157,0.146629,0.590196,0.25082,0.590196,0.203679,0.590196,0.260851,0.590196,0.239846,0.590196,All
0.240654,0.594118,0.150098,0.592157,0.255113,0.592157,0.207631,0.592157,0.268708,0.592157,0.241001,0.592157,All
0.240885,0.596078,0.155673,0.594118,0.265022,0.594118,0.215978,0.594118,0.281733,0.594118,0.241679,0.594118,All
0.252858,0.598039,0.169912,0.596078,0.266112,0.596078,0.233948,0.596078,0.293909,0.596078,0.242809,0.596078,All
0.25444,0.6,0.184772,0.598039,0.269271,0.598039,0.24373,0.598039,0.311006,0.598039,0.244581,0.598039,All
0.255911,0.601961,0.192183,0.6,0.271119,0.6,0.250945,0.6,0.314976,0.6,0.267136,0.6,All
0.257625,0.603922,0.197605,0.601961,0.273668,0.601961,0.253228,0.601961,0.316567,0.601961,0.272035,0.601961,All
0.261953,0.605882,0.201621,0.603922,0.277759,0.603922,0.261592,0.603922,0.319202,0.603922,0.288827,0.603922,All
0.279568,0.607843,0.212557,0.605882,0.278595,0.605882,0.263306,0.605882,0.322173,0.605882,0.28958,0.605882,All
0.282465,0.609804,0.215356,0.607843,0.281639,0.607843,0.266377,0.607843,0.322436,0.607843,0.29092,0.607843,All
0.282483,0.611765,0.218237,0.609804,0.289532,0.609804,0.269609,0.609804,0.323214,0.609804,0.295789,0.609804,All
0.288317,0.613725,0.227804,0.611765,0.290756,0.611765,0.269707,0.611765,0.334834,0.611765,0.299538,0.611765,All
0.290911,0.615686,0.228837,0.613725,0.291367,0.613725,0.276998,0.613725,0.338773,0.613725,0.302229,0.613725,All
0.291412,0.617647,0.235527,0.615686,0.298494,0.615686,0.284185,0.615686,0.349289,0.615686,0.304532,0.615686,All
0.294426,0.619608,0.236689,0.617647,0.303937,0.617647,0.285147,0.617647,0.357814,0.617647,0.308792,0.617647,All
0.302786,0.621569,0.237486,0.619608,0.304875,0.619608,0.296396,0.619608,0.378897,0.619608,0.316596,0.619608,All
0.30511,0.623529,0.252479,0.621569,0.307286,0.621569,0.297692,0.621569,0.382344,0.621569,0.318255,0.621569,All
0.322526,0.62549,0.254961,0.623529,0.314847,0.623529,0.302007,0.623529,0.38394,0.623529,0.320115,0.623529,All
0.327413,0.627451,0.256932,0.62549,0.317582,0.62549,0.303021,0.62549,0.384408,0.62549,0.339699,0.62549,All
0.331592,0.629412,0.263352,0.627451,0.320161,0.627451,0.309873,0.627451,0.389463,0.627451,0.342737,0.627451,All
0.343359,0.631373,0.263919,0.629412,0.337743,0.629412,0.317143,0.629412,0.407418,0.629412,0.353249,0.629412,All
0.34641,0.633333,0.264763,0.631373,0.339426,0.631373,0.320976,0.631373,0.422205,0.631373,0.356137,0.631373,All
0.358987,0.635294,0.267786,0.633333,0.342329,0.633333,0.322868,0.633333,0.43206,0.633333,0.360644,0.633333,All
0.365166,0.637255,0.268895,0.635294,0.342743,0.635294,0.324007,0.635294,0.436724,0.635294,0.368852,0.635294,All
0.366629,0.639216,0.282141,0.637255,0.346343,0.637255,0.325693,0.637255,0.440381,0.637255,0.370609,0.637255,All
0.380388,0.641176,0.289346,0.639216,0.347784,0.639216,0.328109,0.639216,0.442736,0.639216,0.372274,0.639216,All
0.384132,0.643137,0.30211,0.641176,0.353586,0.641176,0.337819,0.641176,0.460102,0.641176,0.384487,0.641176,All
0.405085,0.645098,0.3023,0.643137,0.354515,0.643137,0.359553,0.643137,0.460851,0.643137,0.387621,0.643137,All
0.409802,0.647059,0.302476,0.645098,0.357003,0.645098,0.364727,0.645098,0.466757,0.645098,0.388662,0.645098,All
0.410235,0.64902,0.305042,0.647059,0.36603,0.647059,0.384068,0.647059,0.472334,0.647059,0.3959,0.647059,All
0.428022,0.65098,0.318834,0.64902,0.366159,0.64902,0.38757,0.64902,0.474581,0.64902,0.398615,0.64902,All
0.429817,0.652941,0.319167,0.65098,0.368276,0.65098,0.387803,0.65098,0.475996,0.65098,0.400759,0.65098,All
0.43083,0.654902,0.320686,0.652941,0.370568,0.652941,0.391922,0.652941,0.490898,0.652941,0.402417,0.652941,All
0.436357,0.656863,0.3257,0.654902,0.371442,0.654902,0.416614,0.654902,0.498785,0.654902,0.404295,0.654902,All
0.43671,0.658824,0.327869,0.656863,0.37449,0.656863,0.418505,0.656863,0.500032,0.656863,0.405428,0.656863,All
0.437832,0.660784,0.336747,0.658824,0.380128,0.658824,0.420904,0.658824,0.511843,0.658824,0.417405,0.658824,All
0.439024,0.662745,0.341203,0.660784,0.380668,0.660784,0.435856,0.660784,0.511998,0.660784,0.418232,0.660784,All
0.446861,0.664706,0.352449,0.662745,0.395154,0.662745,0.437083,0.662745,0.512062,0.662745,0.428086,0.662745,All
0.450144,0.666667,0.352869,0.664706,0.403043,0.664706,0.447974,0.664706,0.523572,0.664706,0.429818,0.664706,All
0.45853,0.668627,0.353017,0.666667,0.404437,0.666667,0.448961,0.666667,0.524977,0.666667,0.431013,0.666667,All
0.475446,0.670588,0.356452,0.668627,0.40594,0.668627,0.450652,0.668627,0.527259,0.668627,0.435819,0.668627,All
0.476887,0.672549,0.357894,0.670588,0.419275,0.670588,0.452577,0.670588,0.533566,0.670588,0.438888,0.670588,All
0.480171,0.67451,0.35794,0.672549,0.42406,0.672549,0.462307,0.672549,0.555877,0.672549,0.441455,0.672549,All
0.48481,0.676471,0.361007,0.67451,0.42676,0.67451,0.472813,0.67451,0.5679,0.67451,0.444345,0.67451,All
0.490092,0.678431,0.36991,0.676471,0.429711,0.676471,0.475477,0.676471,0.576335,0.676471,0.463495,0.676471,All
0.491795,0.680392,0.372886,0.678431,0.431292,0.678431,0.477074,0.678431,0.576996,0.678431,0.465381,0.678431,All
0.494974,0.682353,0.377914,0.680392,0.439397,0.680392,0.493262,0.680392,0.578973,0.680392,0.465929,0.680392,All
0.499126,0.684314,0.38316,0.682353,0.440701,0.682353,0.498201,0.682353,0.588054,0.682353,0.478828,0.682353,All
0.500384,0.686275,0.390341,0.684314,0.444947,0.684314,0.503699,0.684314,0.590965,0.684314,0.490692,0.684314,All
0.502225,0.688235,0.391198,0.686275,0.46983,0.686275,0.510057,0.686275,0.591118,0.686275,0.500517,0.686275,All
0.502777,0.690196,0.394056,0.688235,0.473822,0.688235,0.519196,0.688235,0.5955,0.688235,0.515703,0.688235,All
0.505729,0.692157,0.400999,0.690196,0.478195,0.690196,0.53311,0.690196,0.600481,0.690196,0.517365,0.690196,All
0.510143,0.694118,0.403831,0.692157,0.497581,0.692157,0.533274,0.692157,0.608255,0.692157,0.517478,0.692157,All
0.513015,0.696078,0.40683,0.694118,0.499333,0.694118,0.540698,0.694118,0.609178,0.694118,0.530013,0.694118,All
0.521242,0.698039,0.417071,0.696078,0.501838,0.696078,0.547374,0.696078,0.624463,0.696078,0.53916,0.696078,All
0.52352,0.7,0.428346,0.698039,0.526541,0.698039,0.556286,0.698039,0.626325,0.698039,0.551944,0.698039,All
0.524341,0.701961,0.43415,0.7,0.532006,0.7,0.556865,0.7,0.636669,0.7,0.561817,0.7,All
0.530699,0.703922,0.436725,0.701961,0.532855,0.701961,0.557443,0.701961,0.649436,0.701961,0.567698,0.701961,All
0.532925,0.705882,0.447393,0.703922,0.554893,0.703922,0.561324,0.703922,0.660537,0.703922,0.56824,0.703922,All
0.533037,0.707843,0.447866,0.705882,0.555882,0.705882,0.56488,0.705882,0.661937,0.705882,0.571797,0.705882,All
0.5347,0.709804,0.448002,0.707843,0.557759,0.707843,0.568616,0.707843,0.662991,0.707843,0.574106,0.707843,All
0.538201,0.711765,0.448213,0.709804,0.564316,0.709804,0.575386,0.709804,0.677504,0.709804,0.589532,0.709804,All
0.542157,0.713725,0.450313,0.711765,0.566309,0.711765,0.57553,0.711765,0.679405,0.711765,0.608347,0.711765,All
0.546829,0.715686,0.461316,0.713725,0.577726,0.713725,0.581436,0.713725,0.691273,0.713725,0.613117,0.713725,All
0.54691,0.717647,0.465118,0.715686,0.581801,0.715686,0.584814,0.715686,0.694032,0.715686,0.622513,0.715686,All
0.553519,0.719608,0.467887,0.717647,0.593532,0.717647,0.586112,0.717647,0.695597,0.717647,0.625998,0.717647,All
0.558933,0.721569,0.46805,0.719608,0.598022,0.719608,0.593636,0.719608,0.702967,0.719608,0.637173,0.719608,All
0.562809,0.723529,0.471466,0.721569,0.600823,0.721569,0.604047,0.721569,0.705412,0.721569,0.637535,0.721569,All
0.566343,0.72549,0.474039,0.723529,0.601229,0.723529,0.605054,0.723529,0.705632,0.723529,0.643014,0.723529,All
0.56828,0.727451,0.474181,0.72549,0.601663,0.72549,0.607786,0.72549,0.70955,0.72549,0.646988,0.72549,All
0.570842,0.729412,0.477538,0.727451,0.60205,0.727451,0.61817,0.727451,0.710256,0.727451,0.651084,0.727451,All
0.571724,0.731373,0.482474,0.729412,0.612532,0.729412,0.622192,0.729412,0.710523,0.729412,0.653822,0.729412,All
0.58095,0.733333,0.483456,0.731373,0.627743,0.731373,0.643405,0.731373,0.715942,0.731373,0.670226,0.731373,All
0.587649,0.735294,0.484581,0.733333,0.630232,0.733333,0.648488,0.733333,0.725202,0.733333,0.672473,0.733333,All
0.607702,0.737255,0.488708,0.735294,0.637268,0.735294,0.660162,0.735294,0.726179,0.735294,0.677806,0.735294,All
0.610388,0.739216,0.489293,0.737255,0.637844,0.737255,0.66884,0.737255,0.727815,0.737255,0.681716,0.737255,All
0.612427,0.741176,0.496723,0.739216,0.642465,0.739216,0.681605,0.739216,0.731181,0.739216,0.683225,0.739216,All
0.630082,0.743137,0.502612,0.741176,0.642526,0.741176,0.682624,0.741176,0.736431,0.741176,0.686552,0.741176,All
0.630198,0.745098,0.530876,0.743137,0.642868,0.743137,0.682794,0.743137,0.73716,0.743137,0.706878,0.743137,All
0.652358,0.747059,0.539164,0.745098,0.646999,0.745098,0.688885,0.745098,0.73936,0.745098,0.707404,0.745098,All
0.66334,0.74902,0.539365,0.747059,0.658975,0.747059,0.695639,0.747059,0.746906,0.747059,0.712713,0.747059,All
0.663526,0.75098,0.539458,0.74902,0.663396,0.74902,0.697008,0.74902,0.748436,0.74902,0.713787,0.74902,All
0.67653,0.752941,0.54211,0.75098,0.665162,0.75098,0.69809,0.75098,0.754635,0.75098,0.721018,0.75098,All
0.681365,0.754902,0.543714,0.752941,0.67004,0.752941,0.707157,0.752941,0.754725,0.752941,0.733896,0.752941,All
0.68195,0.756863,0.552777,0.754902,0.674227,0.754902,0.708978,0.754902,0.757876,0.754902,0.748485,0.754902,All
0.683841,0.758824,0.559674,0.756863,0.682282,0.756863,0.709697,0.756863,0.782608,0.756863,0.75662,0.756863,All
0.701324,0.760784,0.5723,0.758824,0.682798,0.758824,0.709918,0.758824,0.787636,0.758824,0.757096,0.758824,All
0.703919,0.762745,0.574381,0.760784,0.6845,0.760784,0.71154,0.760784,0.789189,0.760784,0.76645,0.760784,All
0.713861,0.764706,0.589585,0.762745,0.694102,0.762745,0.712012,0.762745,0.789816,0.762745,0.768091,0.762745,All
0.721124,0.766667,0.591726,0.764706,0.695795,0.764706,0.713952,0.764706,0.795858,0.764706,0.76928,0.764706,All
0.721516,0.768627,0.591838,0.766667,0.705286,0.766667,0.715189,0.766667,0.801093,0.766667,0.772637,0.766667,All
0.723122,0.770588,0.592224,0.768627,0.717868,0.768627,0.731862,0.768627,0.807309,0.768627,0.773443,0.768627,All
0.729194,0.772549,0.598313,0.770588,0.719434,0.770588,0.754359,0.770588,0.812237,0.770588,0.773582,0.770588,All
0.732706,0.77451,0.598412,0.772549,0.744937,0.772549,0.754675,0.772549,0.813003,0.772549,0.787542,0.772549,All
0.734958,0.776471,0.598733,0.77451,0.751503,0.77451,0.756406,0.77451,0.814387,0.77451,0.788534,0.77451,All
0.735595,0.778431,0.604643,0.776471,0.777842,0.776471,0.763024,0.776471,0.815921,0.776471,0.794201,0.776471,All
0.744289,0.780392,0.618635,0.778431,0.79011,0.778431,0.764579,0.778431,0.818241,0.778431,0.797058,0.778431,All
0.754658,0.782353,0.624821,0.780392,0.799161,0.780392,0.780308,0.780392,0.833983,0.780392,0.798129,0.780392,All
0.756805,0.784314,0.630631,0.782353,0.802315,0.782353,0.784556,0.782353,0.844813,0.782353,0.799636,0.782353,All
0.768864,0.786275,0.632557,0.784314,0.806811,0.784314,0.785289,0.784314,0.845537,0.784314,0.808079,0.784314,All
0.777684,0.788235,0.638137,0.786275,0.815379,0.786275,0.78694,0.786275,0.861548,0.786275,0.811869,0.786275,All
0.782667,0.790196,0.638304,0.788235,0.81538,0.788235,0.80172,0.788235,0.877246,0.788235,0.812685,0.788235,All
0.78273,0.792157,0.655404,0.790196,0.819011,0.790196,0.804954,0.790196,0.879594,0.790196,0.8595,0.790196,All
0.794079,0.794118,0.662026,0.792157,0.827355,0.792157,0.821261,0.792157,0.881655,0.792157,0.88331,0.792157,All
0.807882,0.796078,0.667688,0.794118,0.827994,0.794118,0.833056,0.794118,0.888497,0.794118,0.887098,0.794118,All
0.807882,0.798039,0.668732,0.796078,0.83716,0.796078,0.834198,0.796078,0.906097,0.796078,0.888798,0.796078,All
0.808886,0.8,0.669684,0.798039,0.852033,0.798039,0.858054,0.798039,0.922535,0.798039,0.889032,0.798039,All
0.822659,0.801961,0.670717,0.8,0.864528,0.8,0.864329,0.8,0.925917,0.8,0.900469,0.8,All
0.829048,0.803922,0.673339,0.801961,0.880215,0.801961,0.869344,0.801961,0.926077,0.801961,0.901067,0.801961,All
