initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
-15.4685,0.412245,0.709415,0.410204,0.000431526,0.412245,-4.78961,0.412245,1.33723,0.410204,0.0700857,0.410204,All
-15.4257,0.414286,0.709944,0.412245,0.000433633,0.414286,-4.7891,0.414286,1.33889,0.412245,0.0703513,0.412245,All
-15.385,0.416327,0.711609,0.414286,0.000438601,0.416327,-4.78853,0.416327,1.34071,0.414286,0.0703766,0.414286,All
-15.3587,0.418367,0.712761,0.416327,0.000451283,0.418367,-4.78279,0.418367,1.34127,0.416327,0.0707835,0.416327,All
-15.2374,0.420408,0.713726,0.418367,0.00045367,0.420408,-4.78068,0.420408,1.34135,0.418367,0.0713449,0.418367,All
-15.1946,0.422449,0.715175,0.420408,0.000461855,0.422449,-4.77943,0.422449,1.34443,0.420408,0.0713758,0.420408,All
-15.1113,0.42449,0.717884,0.422449,0.00047221,0.42449,-4.77228,0.42449,1.34463,0.422449,0.0714357,0.422449,All
-15.0828,0.426531,0.718443,0.42449,0.000474206,0.426531,-4.77162,0.426531,1.36031,0.42449,0.0719988,0.42449,All
-15.0708,0.428571,0.719499,0.426531,0.000475947,0.428571,-4.7686,0.428571,1.36279,0.426531,0.0723402,0.426531,All
-15.0529,0.430612,0.722037,0.428571,0.000476194,0.430612,-4.76488,0.430612,1.36641,0.428571,0.0723507,0.428571,All
-14.9715,0.432653,0.722637,0.430612,0.000477316,0.432653,-4.76466,0.432653,1.36726,0.430612,0.0728129,0.430612,All
-14.9308,0.434694,0.722657,0.432653,0.000478205,0.434694,-4.76432,0.434694,1.36773,0.432653,0.0730903,0.432653,All
-14.9192,0.436735,0.723014,0.434694,0.000490823,0.436735,-4.75929,0.436735,1.36774,0.434694,0.0732779,0.434694,All
-14.8926,0.438776,0.724598,0.436735,0.000498076,0.438776,-4.7587,0.438776,1.37005,0.436735,0.073325,0.436735,All
-14.8419,0.440816,0.72632,0.438776,0.000501597,0.440816,-4.75505,0.440816,1.3742,0.438776,0.074228,0.438776,All
-14.8252,0.442857,0.726744,0.440816,0.000502261,0.442857,-4.75308,0.442857,1.38614,0.440816,0.0747415,0.440816,All
-14.7195,0.444898,0.72739,0.442857,0.000506244,0.444898,-4.753,0.444898,1.38621,0.442857,0.074861,0.442857,All
-14.6932,0.446939,0.728588,0.444898,0.000506264,0.446939,-4.74883,0.446939,1.38991,0.444898,0.0749494,0.444898,All
-14.658,0.44898,0.72903,0.446939,0.000509045,0.44898,-4.74738,0.44898,1.39231,0.446939,0.0750656,0.446939,All
-14.6351,0.45102,0.729209,0.44898,0.000509824,0.45102,-4.74475,0.45102,1.39299,0.44898,0.075129,0.44898,All
-14.6334,0.453061,0.731866,0.45102,0.000511029,0.453061,-4.74312,0.453061,1.39905,0.45102,0.0751356,0.45102,All
-14.6104,0.455102,0.732024,0.453061,0.00051181,0.455102,-4.73872,0.455102,1.40285,0.453061,0.0753232,0.453061,All
-14.5817,0.457143,0.739518,0.455102,0.000514807,0.457143,-4.73838,0.457143,1.40663,0.455102,0.07539,0.455102,All
-14.5358,0.459184,0.739673,0.457143,0.000520029,0.459184,-4.73798,0.459184,1.41036,0.457143,0.0755226,0.457143,All
-14.5229,0.461224,0.741187,0.459184,0.000520151,0.461224,-4.7341,0.461224,1.42154,0.459184,0.0757957,0.459184,All
-14.4953,0.463265,0.748976,0.461224,0.000520945,0.463265,-4.72899,0.463265,1.43533,0.461224,0.076123,0.461224,All
-14.4711,0.465306,0.748984,0.463265,0.000522986,0.465306,-4.72757,0.465306,1.43561,0.463265,0.076211,0.463265,All
-14.4611,0.467347,0.750622,0.465306,0.000526007,0.467347,-4.72658,0.467347,1.44616,0.465306,0.0775461,0.465306,All
-14.4478,0.469388,0.750757,0.467347,0.000530065,0.469388,-4.72522,0.469388,1.4489,0.467347,0.0775617,0.467347,All
-14.4444,0.471429,0.752217,0.469388,0.000531089,0.471429,-4.71843,0.471429,1.44996,0.469388,0.0776705,0.469388,All
-14.4372,0.473469,0.755546,0.471429,0.000536525,0.473469,-4.71355,0.473469,1.45103,0.471429,0.0777742,0.471429,All
-14.425,0.47551,0.756099,0.473469,0.000538843,0.47551,-4.71022,0.47551,1.45155,0.473469,0.0778534,0.473469,All
-14.4026,0.477551,0.759888,0.47551,0.000540535,0.477551,-4.70997,0.477551,1.45187,0.47551,0.0779817,0.47551,All
-14.3435,0.479592,0.760089,0.477551,0.000545379,0.479592,-4.70993,0.479592,1.45201,0.477551,0.0786982,0.477551,All
-14.3091,0.481633,0.760542,0.479592,0.000551845,0.481633,-4.70658,0.481633,1.45225,0.479592,0.0791107,0.479592,All
-14.2888,0.483673,0.761184,0.481633,0.000554646,0.483673,-4.7063,0.483673,1.45896,0.481633,0.0793516,0.481633,All
-14.1445,0.485714,0.762159,0.483673,0.00055597,0.485714,-4.6972,0.485714,1.46407,0.483673,0.0795558,0.483673,All
-14.1298,0.487755,0.762325,0.485714,0.000556566,0.487755,-4.69153,0.487755,1.46963,0.485714,0.0797262,0.485714,All
-14.1069,0.489796,0.763028,0.487755,0.000557241,0.489796,-4.68869,0.489796,1.48037,0.487755,0.0801207,0.487755,All
-14.0786,0.491837,0.766747,0.489796,0.000563667,0.491837,-4.68854,0.491837,1.48137,0.489796,0.0807401,0.489796,All
-13.9786,0.493878,0.767575,0.491837,0.000577209,0.493878,-4.68568,0.493878,1.48406,0.491837,0.0808098,0.491837,All
-13.9752,0.495918,0.768037,0.493878,0.000578852,0.495918,-4.68341,0.495918,1.48413,0.493878,0.081528,0.493878,All
-13.8603,0.497959,0.770153,0.495918,0.000592261,0.497959,-4.68169,0.497959,1.4848,0.495918,0.0815693,0.495918,All
-13.8546,0.5,0.771611,0.497959,0.000599448,0.5,-4.67947,0.5,1.49246,0.497959,0.0815898,0.497959,All
-13.8148,0.502041,0.773954,0.5,0.000601343,0.502041,-4.67024,0.502041,1.4928,0.5,0.0827654,0.5,All
-13.71,0.504082,0.777512,0.502041,0.000611199,0.504082,-4.65824,0.504082,1.49725,0.502041,0.0833317,0.502041,All
-13.6948,0.506122,0.777905,0.504082,0.000612909,0.506122,-4.65663,0.506122,1.50593,0.504082,0.0843813,0.504082,All
-13.6115,0.508163,0.778533,0.506122,0.000614823,0.508163,-4.64997,0.508163,1.5072,0.506122,0.0845365,0.506122,All
-13.5558,0.510204,0.778899,0.508163,0.000624521,0.510204,-4.64908,0.510204,1.50793,0.508163,0.0849622,0.508163,All
-13.4582,0.512245,0.77915,0.510204,0.000645883,0.512245,-4.63786,0.512245,1.52033,0.510204,0.0853823,0.510204,All
-13.3651,0.514286,0.77974,0.512245,0.000645901,0.514286,-4.63383,0.514286,1.52382,0.512245,0.0854757,0.512245,All
-13.2941,0.516327,0.780139,0.514286,0.00065042,0.516327,-4.61992,0.516327,1.52382,0.514286,0.0860052,0.514286,All
-13.2772,0.518367,0.780364,0.516327,0.000650643,0.518367,-4.60876,0.518367,1.52389,0.516327,0.0860269,0.516327,All
-13.2757,0.520408,0.78123,0.518367,0.000652723,0.520408,-4.59195,0.520408,1.53592,0.518367,0.0862352,0.518367,All
-13.2541,0.522449,0.781381,0.520408,0.000665452,0.522449,-4.58873,0.522449,1.54233,0.520408,0.086279,0.520408,All
-13.2473,0.52449,0.781616,0.522449,0.000686326,0.52449,-4.58838,0.52449,1.54438,0.522449,0.0864769,0.522449,All
-13.2367,0.526531,0.782685,0.52449,0.000689949,0.526531,-4.58777,0.526531,1.55746,0.52449,0.086606,0.52449,All
-13.1695,0.528571,0.783578,0.526531,0.000704915,0.528571,-4.58297,0.528571,1.56247,0.526531,0.0868957,0.526531,All
-13.1468,0.530612,0.783838,0.528571,0.000707232,0.530612,-4.58276,0.530612,1.56366,0.528571,0.086908,0.528571,All
-13.1397,0.532653,0.785862,0.530612,0.000710263,0.532653,-4.58137,0.532653,1.56748,0.530612,0.0870311,0.530612,All
-13.0843,0.534694,0.793904,0.532653,0.000721659,0.534694,-4.57854,0.534694,1.56995,0.532653,0.0871575,0.532653,All
-13.0798,0.536735,0.794209,0.534694,0.000744894,0.536735,-4.57406,0.536735,1.57171,0.534694,0.0871863,0.534694,All
-13.0158,0.538776,0.796177,0.536735,0.000750302,0.538776,-4.57386,0.538776,1.57922,0.536735,0.087415,0.536735,All
-13.0041,0.540816,0.797329,0.538776,0.000755299,0.540816,-4.57008,0.540816,1.57993,0.538776,0.0875701,0.538776,All
-12.9595,0.542857,0.797745,0.540816,0.000789405,0.542857,-4.56559,0.542857,1.58552,0.540816,0.0890626,0.540816,All
-12.8816,0.544898,0.797952,0.542857,0.000826105,0.544898,-4.55763,0.544898,1.59008,0.542857,0.0893847,0.542857,All
-12.8585,0.546939,0.797966,0.544898,0.000834693,0.546939,-4.5535,0.546939,1.60212,0.544898,0.0896805,0.544898,All
-12.8363,0.54898,0.798992,0.546939,0.00084417,0.54898,-4.54484,0.54898,1.61375,0.546939,0.0899969,0.546939,All
-12.8081,0.55102,0.803749,0.54898,0.000867452,0.55102,-4.52808,0.55102,1.62559,0.54898,0.0901122,0.54898,All
-12.7937,0.553061,0.808068,0.55102,0.000869134,0.553061,-4.52557,0.553061,1.62665,0.55102,0.0914376,0.55102,All
-12.793,0.555102,0.81073,0.553061,0.000873462,0.555102,-4.52226,0.555102,1.64867,0.553061,0.0915811,0.553061,All
-12.7565,0.557143,0.815542,0.555102,0.000876454,0.557143,-4.52186,0.557143,1.65377,0.555102,0.0915823,0.555102,All
-12.7438,0.559184,0.815963,0.557143,0.000877842,0.559184,-4.5198,0.559184,1.65616,0.557143,0.0917293,0.557143,All
-12.7009,0.561224,0.816462,0.559184,0.000878613,0.561224,-4.51963,0.561224,1.65617,0.559184,0.0922154,0.559184,All
-12.6315,0.563265,0.816785,0.561224,0.000897247,0.563265,-4.50168,0.563265,1.66918,0.561224,0.0922193,0.561224,All
-12.553,0.565306,0.822029,0.563265,0.000902191,0.565306,-4.49952,0.565306,1.66988,0.563265,0.0922898,0.563265,All
-12.5281,0.567347,0.828077,0.565306,0.000915343,0.567347,-4.49852,0.567347,1.67148,0.565306,0.0923174,0.565306,All
-12.5095,0.569388,0.828456,0.567347,0.000936503,0.569388,-4.4921,0.569388,1.67708,0.567347,0.0924511,0.567347,All
-12.3436,0.571429,0.830896,0.569388,0.000941561,0.571429,-4.48103,0.571429,1.67946,0.569388,0.092588,0.569388,All
-12.2789,0.573469,0.831793,0.571429,0.000946787,0.573469,-4.4805,0.573469,1.68514,0.571429,0.0927159,0.571429,All
-12.2734,0.57551,0.835718,0.573469,0.000947034,0.57551,-4.48,0.57551,1.69523,0.573469,0.093444,0.573469,All
-12.2715,0.577551,0.83795,0.57551,0.000953743,0.577551,-4.47913,0.577551,1.69938,0.57551,0.0936972,0.57551,All
-12.2674,0.579592,0.839022,0.577551,0.000958734,0.579592,-4.47827,0.579592,1.69992,0.577551,0.0939906,0.577551,All
-12.1995,0.581633,0.839429,0.579592,0.000963047,0.581633,-4.47709,0.581633,1.70289,0.579592,0.0941061,0.579592,All
-12.1451,0.583673,0.841151,0.581633,0.000966132,0.583673,-4.47563,0.583673,1.70438,0.581633,0.0943828,0.581633,All
-12.0915,0.585714,0.844528,0.583673,0.000975342,0.585714,-4.4755,0.585714,1.70857,0.583673,0.0946238,0.583673,All
-12.0361,0.587755,0.846924,0.585714,0.000975935,0.587755,-4.47018,0.587755,1.71143,0.585714,0.0949095,0.585714,All
-11.9207,0.589796,0.850557,0.587755,0.00100097,0.589796,-4.46592,0.589796,1.71395,0.587755,0.0960871,0.587755,All
-11.8527,0.591837,0.850812,0.589796,0.00101086,0.591837,-4.46406,0.591837,1.71634,0.589796,0.0969022,0.589796,All
-11.81,0.593878,0.852445,0.591837,0.00101871,0.593878,-4.45785,0.593878,1.73675,0.591837,0.0970947,0.591837,All
-11.7708,0.595918,0.854647,0.593878,0.0010198,0.595918,-4.45715,0.595918,1.73772,0.593878,0.0976382,0.593878,All
-11.645,0.597959,0.857838,0.595918,0.00102063,0.597959,-4.45548,0.597959,1.74663,0.595918,0.0977141,0.595918,All
-11.6418,0.6,0.858982,0.597959,0.00103915,0.6,-4.45499,0.6,1.74764,0.597959,0.0979184,0.597959,All
-11.5994,0.602041,0.859714,0.6,0.00104783,0.602041,-4.44876,0.602041,1.74895,0.6,0.0979582,0.6,All
-11.568,0.604082,0.864487,0.602041,0.00105509,0.604082,-4.44871,0.604082,1.75543,0.602041,0.0979661,0.602041,All
-11.5319,0.606122,0.867431,0.604082,0.00106283,0.606122,-4.44865,0.606122,1.76745,0.604082,0.0983095,0.604082,All
-11.4987,0.608163,0.86924,0.606122,0.00106576,0.608163,-4.44453,0.608163,1.77102,0.606122,0.0987629,0.606122,All
-11.2815,0.610204,0.870401,0.608163,0.00106957,0.610204,-4.43626,0.610204,1.79084,0.608163,0.0991148,0.608163,All
-11.1832,0.612245,0.87107,0.610204,0.00107737,0.612245,-4.43394,0.612245,1.7934,0.610204,0.0995331,0.610204,All
-11.1278,0.614286,0.871426,0.612245,0.00108012,0.614286,-4.42904,0.614286,1.79508,0.612245,0.099614,0.612245,All
-11.0988,0.616327,0.873545,0.614286,0.00108647,0.616327,-4.42726,0.616327,1.81212,0.614286,0.100565,0.614286,All
-11.0397,0.618367,0.878473,0.616327,0.00111618,0.618367,-4.4173,0.618367,1.83023,0.616327,0.100831,0.616327,All
-10.9865,0.620408,0.879203,0.618367,0.00111761,0.620408,-4.40999,0.620408,1.83601,0.618367,0.101399,0.618367,All
-10.9522,0.622449,0.881767,0.620408,0.00112214,0.622449,-4.39808,0.622449,1.83687,0.620408,0.101547,0.620408,All
-10.9238,0.62449,0.888225,0.622449,0.00112806,0.62449,-4.39634,0.62449,1.84039,0.622449,0.101789,0.622449,All
-10.8412,0.626531,0.890827,0.62449,0.00113443,0.626531,-4.39107,0.626531,1.84414,0.62449,0.101973,0.62449,All
-10.8231,0.628571,0.890865,0.626531,0.00113966,0.628571,-4.38209,0.628571,1.84659,0.626531,0.102329,0.626531,All
-10.7861,0.630612,0.892663,0.628571,0.0011442,0.630612,-4.37855,0.630612,1.85079,0.628571,0.103139,0.628571,All
-10.772,0.632653,0.894085,0.630612,0.00114607,0.632653,-4.37729,0.632653,1.86794,0.630612,0.103364,0.630612,All
-10.7095,0.634694,0.894439,0.632653,0.0011761,0.634694,-4.37632,0.634694,1.87904,0.632653,0.103653,0.632653,All
-10.7067,0.636735,0.895989,0.634694,0.0011791,0.636735,-4.36969,0.636735,1.88342,0.634694,0.104611,0.634694,All
-10.6629,0.638776,0.897615,0.636735,0.00118247,0.638776,-4.36588,0.638776,1.8844,0.636735,0.104726,0.636735,All
-10.6608,0.640816,0.898035,0.638776,0.00118296,0.640816,-4.36573,0.640816,1.88562,0.638776,0.104873,0.638776,All
-10.6496,0.642857,0.89981,0.640816,0.00118513,0.642857,-4.36472,0.642857,1.89867,0.640816,0.104956,0.640816,All
-10.6244,0.644898,0.90088,0.642857,0.00118837,0.644898,-4.3647,0.644898,1.91179,0.642857,0.105978,0.642857,All
-10.5042,0.646939,0.90088,0.644898,0.00119855,0.646939,-4.36469,0.646939,1.91853,0.644898,0.106155,0.644898,All
-10.4906,0.64898,0.905984,0.646939,0.00119984,0.64898,-4.36174,0.64898,1.92389,0.646939,0.106381,0.646939,All
-10.471,0.65102,0.911421,0.64898,0.00120385,0.65102,-4.36017,0.65102,1.93532,0.64898,0.10664,0.64898,All
-10.4258,0.653061,0.911936,0.65102,0.00121576,0.653061,-4.35214,0.653061,1.93685,0.65102,0.106903,0.65102,All
-10.4162,0.655102,0.912696,0.653061,0.00124931,0.655102,-4.3517,0.655102,1.94253,0.653061,0.107199,0.653061,All
-10.3036,0.657143,0.913129,0.655102,0.00126445,0.657143,-4.34824,0.657143,1.9506,0.655102,0.107735,0.655102,All
-10.2736,0.659184,0.917754,0.657143,0.00126557,0.659184,-4.34494,0.659184,1.95265,0.657143,0.10872,0.657143,All
-10.2224,0.661224,0.917843,0.659184,0.00126749,0.661224,-4.34351,0.661224,1.96067,0.659184,0.109267,0.659184,All
-10.1499,0.663265,0.918073,0.661224,0.00126916,0.663265,-4.34281,0.663265,1.96571,0.661224,0.110125,0.661224,All
-10.1412,0.665306,0.92029,0.663265,0.00128311,0.665306,-4.34092,0.665306,1.96683,0.663265,0.110579,0.663265,All
-10.1165,0.667347,0.920883,0.665306,0.00131702,0.667347,-4.3382,0.667347,1.97648,0.665306,0.110983,0.665306,All
-10.0995,0.669388,0.920931,0.667347,0.00132577,0.669388,-4.3373,0.669388,1.97656,0.667347,0.111101,0.667347,All
-10.0806,0.671429,0.921343,0.669388,0.00133668,0.671429,-4.33609,0.671429,1.98147,0.669388,0.111353,0.669388,All
-10.0102,0.673469,0.925138,0.671429,0.00134127,0.673469,-4.33593,0.673469,1.99172,0.671429,0.112242,0.671429,All
-10.0077,0.67551,0.927918,0.673469,0.00135923,0.67551,-4.31715,0.67551,1.99468,0.673469,0.112325,0.673469,All
-9.98944,0.677551,0.929605,0.67551,0.00136017,0.677551,-4.31605,0.677551,2.00018,0.67551,0.113126,0.67551,All
-9.97495,0.679592,0.931192,0.677551,0.00136318,0.679592,-4.31221,0.679592,2.00631,0.677551,0.113597,0.677551,All
-9.85831,0.681633,0.933,0.679592,0.00137211,0.681633,-4.29331,0.681633,2.00747,0.679592,0.113654,0.679592,All
-9.8446,0.683673,0.934946,0.681633,0.00138197,0.683673,-4.29323,0.683673,2.00937,0.681633,0.113702,0.681633,All
-9.7291,0.685714,0.93574,0.683673,0.00139399,0.685714,-4.29012,0.685714,2.0102,0.683673,0.113783,0.683673,All
-9.72708,0.687755,0.939118,0.685714,0.00140079,0.687755,-4.28992,0.687755,2.01538,0.685714,0.113856,0.685714,All
-9.72461,0.689796,0.939833,0.687755,0.00141473,0.689796,-4.28848,0.689796,2.05673,0.687755,0.114537,0.687755,All
-9.71511,0.691837,0.941121,0.689796,0.00144693,0.691837,-4.28775,0.691837,2.05981,0.689796,0.115192,0.689796,All
-9.71219,0.693878,0.942552,0.691837,0.00145258,0.693878,-4.27747,0.693878,2.07884,0.691837,0.115914,0.691837,All
-9.71141,0.695918,0.94346,0.693878,0.00145986,0.695918,-4.27458,0.695918,2.08062,0.693878,0.116264,0.693878,All
-9.7094,0.697959,0.945067,0.695918,0.0014983,0.697959,-4.27323,0.697959,2.08932,0.695918,0.116393,0.695918,All
-9.70901,0.7,0.950059,0.697959,0.00152063,0.7,-4.26722,0.7,2.09886,0.697959,0.11646,0.697959,All
-9.63774,0.702041,0.951002,0.7,0.00152692,0.702041,-4.25812,0.702041,2.10436,0.7,0.116593,0.7,All
-9.61553,0.704082,0.951396,0.702041,0.00153547,0.704082,-4.25539,0.704082,2.10817,0.702041,0.117288,0.702041,All
-9.54356,0.706122,0.954087,0.704082,0.00155182,0.706122,-4.24597,0.706122,2.12301,0.704082,0.117467,0.704082,All
-9.51373,0.708163,0.956486,0.706122,0.00157218,0.708163,-4.23453,0.708163,2.13055,0.706122,0.118241,0.706122,All
-9.47673,0.710204,0.956603,0.708163,0.00160095,0.710204,-4.23448,0.710204,2.13847,0.708163,0.119425,0.708163,All
-9.46909,0.712245,0.958169,0.710204,0.00160734,0.712245,-4.23283,0.712245,2.14256,0.710204,0.119977,0.710204,All
-9.43646,0.714286,0.961169,0.712245,0.00161893,0.714286,-4.22917,0.714286,2.14438,0.712245,0.120461,0.712245,All
-9.42157,0.716327,0.961904,0.714286,0.00163329,0.716327,-4.22632,0.716327,2.16775,0.714286,0.120482,0.714286,All
-9.38615,0.718367,0.963384,0.716327,0.00163883,0.718367,-4.22347,0.718367,2.19919,0.716327,0.121199,0.716327,All
-9.14981,0.720408,0.964325,0.718367,0.00164269,0.720408,-4.22039,0.720408,2.21077,0.718367,0.122211,0.718367,All
-9.14841,0.722449,0.964462,0.720408,0.00166789,0.722449,-4.21884,0.722449,2.22497,0.720408,0.122498,0.720408,All
-9.1013,0.72449,0.964907,0.722449,0.00167013,0.72449,-4.21268,0.72449,2.22616,0.722449,0.12298,0.722449,All
-9.05655,0.726531,0.965129,0.72449,0.00169655,0.726531,-4.2112,0.726531,2.23542,0.72449,0.123277,0.72449,All
-9.04215,0.728571,0.969779,0.726531,0.00172049,0.728571,-4.1989,0.728571,2.24543,0.726531,0.123407,0.726531,All
-9.00176,0.730612,0.972305,0.728571,0.00173133,0.730612,-4.19479,0.730612,2.26292,0.728571,0.124056,0.728571,All
-8.95929,0.732653,0.974099,0.730612,0.00173766,0.732653,-4.19147,0.732653,2.26846,0.730612,0.124105,0.730612,All
-8.85829,0.734694,0.975083,0.732653,0.00174016,0.734694,-4.18925,0.734694,2.28399,0.732653,0.124932,0.732653,All
-8.77296,0.736735,0.976855,0.734694,0.00176858,0.736735,-4.18182,0.736735,2.31268,0.734694,0.125578,0.734694,All
-8.75032,0.738776,0.97718,0.736735,0.00180766,0.738776,-4.18025,0.738776,2.31773,0.736735,0.125943,0.736735,All
-8.71103,0.740816,0.986956,0.738776,0.00185547,0.740816,-4.17561,0.740816,2.3208,0.738776,0.126301,0.738776,All
-8.66882,0.742857,0.98759,0.740816,0.00186969,0.742857,-4.17519,0.742857,2.32155,0.740816,0.126408,0.740816,All
-8.6517,0.744898,0.988155,0.742857,0.00187429,0.744898,-4.17355,0.744898,2.33826,0.742857,0.126445,0.742857,All
-8.6395,0.746939,0.990271,0.744898,0.001876,0.746939,-4.16844,0.746939,2.34493,0.744898,0.126512,0.744898,All
-8.58943,0.74898,0.99434,0.746939,0.00189226,0.74898,-4.16456,0.74898,2.3655,0.746939,0.127186,0.746939,All
-8.53598,0.75102,1.00259,0.74898,0.00189327,0.75102,-4.15081,0.75102,2.37494,0.74898,0.127258,0.74898,All
-8.53574,0.753061,1.00746,0.75102,0.00189668,0.753061,-4.15071,0.753061,2.37767,0.75102,0.127291,0.75102,All
-8.50855,0.755102,1.01433,0.753061,0.00194013,0.755102,-4.14905,0.755102,2.39058,0.753061,0.127639,0.753061,All
-8.48801,0.757143,1.02073,0.755102,0.00195079,0.757143,-4.13925,0.757143,2.40759,0.755102,0.127795,0.755102,All
-8.48752,0.759184,1.02736,0.757143,0.00199864,0.759184,-4.13875,0.759184,2.41961,0.757143,0.12838,0.757143,All
-8.45724,0.761224,1.02792,0.759184,0.00205742,0.761224,-4.13393,0.761224,2.4322,0.759184,0.128501,0.759184,All
-8.42107,0.763265,1.02928,0.761224,0.00209134,0.763265,-4.13148,0.763265,2.44028,0.761224,0.129644,0.761224,All
-8.38148,0.765306,1.03075,0.763265,0.0021034,0.765306,-4.12985,0.765306,2.4486,0.763265,0.129688,0.763265,All
-8.35062,0.767347,1.03231,0.765306,0.00214131,0.767347,-4.12324,0.767347,2.44963,0.765306,0.130067,0.765306,All
-8.34726,0.769388,1.03612,0.767347,0.00215684,0.769388,-4.12141,0.769388,2.46442,0.767347,0.130856,0.767347,All
-8.32901,0.771429,1.0367,0.769388,0.0022509,0.771429,-4.12118,0.771429,2.46443,0.769388,0.131848,0.769388,All
-8.32562,0.773469,1.03672,0.771429,0.00231785,0.773469,-4.1199,0.773469,2.46656,0.771429,0.131963,0.771429,All
-8.30029,0.77551,1.0372,0.773469,0.0023352,0.77551,-4.10549,0.77551,2.46929,0.773469,0.132402,0.773469,All
-8.29763,0.777551,1.04191,0.77551,0.0023489,0.777551,-4.10395,0.777551,2.48164,0.77551,0.132417,0.77551,All
-8.29293,0.779592,1.04203,0.777551,0.00237036,0.779592,-4.09827,0.779592,2.49108,0.777551,0.133665,0.777551,All
-8.26175,0.781633,1.04332,0.779592,0.00243533,0.781633,-4.09478,0.781633,2.4933,0.779592,0.134564,0.779592,All
-8.23355,0.783673,1.04792,0.781633,0.00250801,0.783673,-4.08393,0.783673,2.49504,0.781633,0.134599,0.781633,All
-8.23285,0.785714,1.04868,0.783673,0.00253167,0.785714,-4.08353,0.785714,2.50969,0.783673,0.13484,0.783673,All
-8.18633,0.787755,1.05089,0.785714,0.00256101,0.787755,-4.08206,0.787755,2.52186,0.785714,0.135414,0.785714,All
-8.11182,0.789796,1.0521,0.787755,0.0025783,0.789796,-4.08196,0.789796,2.52254,0.787755,0.136052,0.787755,All
-8.09086,0.791837,1.0532,0.789796,0.00262409,0.791837,-4.07926,0.791837,2.52261,0.789796,0.136455,0.789796,All
-8.07528,0.793878,1.06215,0.791837,0.00263718,0.793878,-4.07854,0.793878,2.55362,0.791837,0.137999,0.791837,All
-8.07448,0.795918,1.06839,0.793878,0.00266686,0.795918,-4.0774,0.795918,2.5577,0.793878,0.139085,0.793878,All
-8.03395,0.797959,1.07253,0.795918,0.00266902,0.797959,-4.07681,0.797959,2.56298,0.795918,0.139193,0.795918,All
-7.97964,0.8,1.07413,0.797959,0.00267035,0.8,-4.07102,0.8,2.57109,0.797959,0.140573,0.797959,All
-7.95108,0.802041,1.07646,0.8,0.00267197,0.802041,-4.0604,0.802041,2.58136,0.8,0.142224,0.8,All
-7.92471,0.804082,1.07975,0.802041,0.00271646,0.804082,-4.0569,0.804082,2.59131,0.802041,0.142254,0.802041,All
-7.86052,0.806122,1.08113,0.804082,0.00272745,0.806122,-4.05486,0.806122,2.59395,0.804082,0.142491,0.804082,All
-7.84545,0.808163,1.08526,0.806122,0.00281198,0.808163,-4.04677,0.808163,2.60239,0.806122,0.142788,0.806122,All
-7.78249,0.810204,1.08857,0.808163,0.00281667,0.810204,-4.0256,0.810204,2.61735,0.808163,0.142913,0.808163,All
-7.70803,0.812245,1.09043,0.810204,0.00286144,0.812245,-4.02084,0.812245,2.6292,0.810204,0.143201,0.810204,All
-7.69417,0.814286,1.09363,0.812245,0.00289197,0.814286,-4.01478,0.814286,2.62951,0.812245,0.144373,0.812245,All
-7.66454,0.816327,1.09685,0.814286,0.00294723,0.816327,-4.00595,0.816327,2.63928,0.814286,0.144644,0.814286,All
-7.66315,0.818367,1.10038,0.816327,0.00299293,0.818367,-3.99247,0.818367,2.66273,0.816327,0.145545,0.816327,All
-7.60237,0.820408,1.10244,0.818367,0.00302408,0.820408,-3.99081,0.820408,2.67445,0.818367,0.148166,0.818367,All
-7.57552,0.822449,1.10483,0.820408,0.00304513,0.822449,-3.99043,0.822449,2.67653,0.820408,0.149125,0.820408,All
-7.54064,0.82449,1.10749,0.822449,0.00315259,0.82449,-3.97612,0.82449,2.67821,0.822449,0.149317,0.822449,All
-7.51869,0.826531,1.1232,0.82449,0.0031888,0.826531,-3.97224,0.826531,2.68249,0.82449,0.153562,0.82449,All
-7.5166,0.828571,1.12824,0.826531,0.00328056,0.828571,-3.97098,0.828571,2.68474,0.826531,0.154096,0.826531,All
-7.47181,0.830612,1.13106,0.828571,0.00330954,0.830612,-3.95622,0.830612,2.74347,0.828571,0.155415,0.828571,All
-7.4639,0.832653,1.13471,0.830612,0.00335183,0.832653,-3.94284,0.832653,2.7444,0.830612,0.155515,0.830612,All
-7.45938,0.834694,1.13768,0.832653,0.00339234,0.834694,-3.94097,0.834694,2.75552,0.832653,0.155765,0.832653,All
-7.43399,0.836735,1.1386,0.834694,0.00339717,0.836735,-3.93871,0.836735,2.75864,0.834694,0.155823,0.834694,All
-7.38364,0.838776,1.14306,0.836735,0.00355463,0.838776,-3.93496,0.838776,2.79388,0.836735,0.156727,0.836735,All
-7.38198,0.840816,1.14316,0.838776,0.00357193,0.840816,-3.93262,0.840816,2.79502,0.838776,0.159781,0.838776,All
-7.35283,0.842857,1.14342,0.840816,0.00358542,0.842857,-3.91177,0.842857,2.8044,0.840816,0.160381,0.840816,All
-7.35192,0.844898,1.14411,0.842857,0.00363208,0.844898,-3.90764,0.844898,2.81534,0.842857,0.164632,0.842857,All
