initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,w_abscissa,w_cdf,split
-5.5357,0.401961,1.55715,0.4,0.00642311,0.4,-4.09665,0.4,0.628502,0.401961,0.0626505,0.401961,All
-5.50773,0.403922,1.55753,0.401961,0.00642874,0.401961,-4.09612,0.401961,0.629352,0.403922,0.0630106,0.403922,All
-5.49799,0.405882,1.55832,0.403922,0.00643445,0.403922,-4.09513,0.403922,0.638587,0.405882,0.0633659,0.405882,All
-5.49098,0.407843,1.55872,0.405882,0.00644937,0.405882,-4.09448,0.405882,0.639335,0.407843,0.0634328,0.407843,All
-5.47073,0.409804,1.55928,0.407843,0.0064497,0.407843,-4.09446,0.407843,0.643755,0.409804,0.0637284,0.409804,All
-5.46915,0.411765,1.56007,0.409804,0.00645082,0.409804,-4.09386,0.409804,0.647215,0.411765,0.0637528,0.411765,All
-5.45186,0.413725,1.56015,0.411765,0.00646077,0.411765,-4.09206,0.411765,0.653058,0.413725,0.0638129,0.413725,All
-5.44326,0.415686,1.56113,0.413725,0.00646088,0.413725,-4.09114,0.413725,0.6554,0.415686,0.0638602,0.415686,All
-5.4258,0.417647,1.56204,0.415686,0.00646102,0.415686,-4.09114,0.415686,0.66256,0.417647,0.0639627,0.417647,All
-5.40702,0.419608,1.56258,0.417647,0.00646217,0.417647,-4.09076,0.417647,0.663436,0.419608,0.0640485,0.419608,All
-5.39009,0.421569,1.56262,0.419608,0.00646982,0.419608,-4.09072,0.419608,0.66442,0.421569,0.0642267,0.421569,All
-5.37947,0.423529,1.56417,0.421569,0.00647479,0.421569,-4.09016,0.421569,0.666674,0.423529,0.0642976,0.423529,All
-5.37756,0.42549,1.56447,0.423529,0.0064763,0.423529,-4.08973,0.423529,0.6713,0.42549,0.0643425,0.42549,All
-5.37709,0.427451,1.5648,0.42549,0.00647647,0.42549,-4.0895,0.42549,0.671386,0.427451,0.0643567,0.427451,All
-5.36828,0.429412,1.56545,0.427451,0.00647674,0.427451,-4.08823,0.427451,0.675334,0.429412,0.0644695,0.429412,All
-5.35994,0.431373,1.56568,0.429412,0.00648078,0.429412,-4.08817,0.429412,0.67783,0.431373,0.0645108,0.431373,All
-5.33175,0.433333,1.56577,0.431373,0.00648684,0.431373,-4.08717,0.431373,0.680155,0.433333,0.0649392,0.433333,All
-5.32982,0.435294,1.56613,0.433333,0.00649459,0.433333,-4.08705,0.433333,0.68087,0.435294,0.065143,0.435294,All
-5.32376,0.437255,1.56676,0.435294,0.00649462,0.435294,-4.0867,0.435294,0.681632,0.437255,0.0655277,0.437255,All
-5.32277,0.439216,1.5669,0.437255,0.00649724,0.437255,-4.08628,0.437255,0.68532,0.439216,0.0656582,0.439216,All
-5.32037,0.441176,1.56792,0.439216,0.006499,0.439216,-4.08618,0.439216,0.68613,0.441176,0.0660177,0.441176,All
-5.29983,0.443137,1.57086,0.441176,0.00650016,0.441176,-4.08594,0.441176,0.689923,0.443137,0.0660567,0.443137,All
-5.29925,0.445098,1.57096,0.443137,0.00650289,0.443137,-4.08579,0.443137,0.695331,0.445098,0.0663365,0.445098,All
-5.29885,0.447059,1.5718,0.445098,0.0065039,0.445098,-4.08578,0.445098,0.699309,0.447059,0.0663711,0.447059,All
-5.28518,0.44902,1.57199,0.447059,0.00650456,0.447059,-4.08572,0.447059,0.700123,0.44902,0.0664362,0.44902,All
-5.27538,0.45098,1.57211,0.44902,0.00651606,0.44902,-4.08533,0.44902,0.701812,0.45098,0.0666632,0.45098,All
-5.26565,0.452941,1.57247,0.45098,0.00652272,0.45098,-4.0846,0.45098,0.702248,0.452941,0.0669854,0.452941,All
-5.25691,0.454902,1.57279,0.452941,0.00652306,0.452941,-4.08438,0.452941,0.703757,0.454902,0.0672861,0.454902,All
-5.25225,0.456863,1.5728,0.454902,0.0065239,0.454902,-4.08421,0.454902,0.704414,0.456863,0.0673632,0.456863,All
-5.23697,0.458824,1.57343,0.456863,0.00652443,0.456863,-4.08384,0.456863,0.706163,0.458824,0.0680662,0.458824,All
-5.22153,0.460784,1.57427,0.458824,0.00653102,0.458824,-4.08267,0.458824,0.70657,0.460784,0.0681739,0.460784,All
-5.21691,0.462745,1.57619,0.460784,0.00653984,0.460784,-4.08251,0.460784,0.70897,0.462745,0.0686652,0.462745,All
-5.17231,0.464706,1.57639,0.462745,0.00653984,0.462745,-4.08245,0.462745,0.710645,0.464706,0.0686677,0.464706,All
-5.14256,0.466667,1.57651,0.464706,0.00654521,0.464706,-4.08231,0.464706,0.711995,0.466667,0.0687258,0.466667,All
-5.14119,0.468627,1.57654,0.466667,0.00654872,0.466667,-4.08161,0.466667,0.715462,0.468627,0.0688036,0.468627,All
-5.13415,0.470588,1.57693,0.468627,0.0065506,0.468627,-4.07975,0.468627,0.716248,0.470588,0.0688683,0.470588,All
-5.13336,0.472549,1.57775,0.470588,0.00655628,0.470588,-4.07909,0.470588,0.720644,0.472549,0.0691161,0.472549,All
-5.11887,0.47451,1.57822,0.472549,0.00656001,0.472549,-4.07898,0.472549,0.723015,0.47451,0.0693355,0.47451,All
-5.08025,0.476471,1.57839,0.47451,0.00656094,0.47451,-4.07837,0.47451,0.723066,0.476471,0.0696627,0.476471,All
-5.06364,0.478431,1.5785,0.476471,0.00656105,0.476471,-4.07807,0.476471,0.725982,0.478431,0.0705767,0.478431,All
-5.03192,0.480392,1.57869,0.478431,0.00656286,0.478431,-4.07775,0.478431,0.726839,0.480392,0.0705816,0.480392,All
-4.98777,0.482353,1.57907,0.480392,0.00657135,0.480392,-4.07758,0.480392,0.728926,0.482353,0.0721788,0.482353,All
-4.95719,0.484314,1.57911,0.482353,0.00657837,0.482353,-4.07743,0.482353,0.730845,0.484314,0.0723577,0.484314,All
-4.90917,0.486275,1.57931,0.484314,0.00658075,0.484314,-4.07689,0.484314,0.739366,0.486275,0.0725174,0.486275,All
-4.90837,0.488235,1.57943,0.486275,0.00658214,0.486275,-4.07686,0.486275,0.742093,0.488235,0.0725241,0.488235,All
-4.89528,0.490196,1.57966,0.488235,0.00658408,0.488235,-4.07679,0.488235,0.744837,0.490196,0.072644,0.490196,All
-4.88919,0.492157,1.58019,0.490196,0.00658782,0.490196,-4.0761,0.490196,0.744902,0.492157,0.072985,0.492157,All
-4.88455,0.494118,1.58046,0.492157,0.0065895,0.492157,-4.07592,0.492157,0.746228,0.494118,0.0730075,0.494118,All
-4.88143,0.496078,1.5818,0.494118,0.00659157,0.494118,-4.07557,0.494118,0.747482,0.496078,0.0732066,0.496078,All
-4.87591,0.498039,1.58207,0.496078,0.00659295,0.496078,-4.07468,0.496078,0.748268,0.498039,0.0732826,0.498039,All
-4.87197,0.5,1.58369,0.498039,0.00659554,0.498039,-4.07446,0.498039,0.748993,0.5,0.0737498,0.5,All
-4.86951,0.501961,1.58376,0.5,0.00659685,0.5,-4.0737,0.5,0.75154,0.501961,0.0738608,0.501961,All
-4.8673,0.503922,1.58382,0.501961,0.0065995,0.501961,-4.07346,0.501961,0.753309,0.503922,0.0739863,0.503922,All
-4.86515,0.505882,1.58386,0.503922,0.00659953,0.503922,-4.07332,0.503922,0.753602,0.505882,0.0750044,0.505882,All
-4.85683,0.507843,1.5845,0.505882,0.00660584,0.505882,-4.07296,0.505882,0.753649,0.507843,0.0750898,0.507843,All
-4.8456,0.509804,1.5855,0.507843,0.00660826,0.507843,-4.07283,0.507843,0.757831,0.509804,0.0751829,0.509804,All
-4.82645,0.511765,1.58559,0.509804,0.00660834,0.509804,-4.0719,0.509804,0.764597,0.511765,0.0752505,0.511765,All
-4.8104,0.513725,1.58623,0.511765,0.00661438,0.511765,-4.07146,0.511765,0.765637,0.513725,0.0752954,0.513725,All
-4.8002,0.515686,1.58629,0.513725,0.00661807,0.513725,-4.07096,0.513725,0.768293,0.515686,0.0754909,0.515686,All
-4.76274,0.517647,1.58635,0.515686,0.0066196,0.515686,-4.07091,0.515686,0.771554,0.517647,0.0755013,0.517647,All
-4.75798,0.519608,1.58639,0.517647,0.00662388,0.517647,-4.07086,0.517647,0.772165,0.519608,0.075573,0.519608,All
-4.756,0.521569,1.58669,0.519608,0.00662844,0.519608,-4.07034,0.519608,0.772716,0.521569,0.0760351,0.521569,All
-4.75376,0.523529,1.58679,0.521569,0.00662946,0.521569,-4.06937,0.521569,0.773001,0.523529,0.0763599,0.523529,All
-4.74852,0.52549,1.58763,0.523529,0.00662959,0.523529,-4.06934,0.523529,0.773538,0.52549,0.0765252,0.52549,All
-4.74589,0.527451,1.58836,0.52549,0.00663122,0.52549,-4.06862,0.52549,0.776205,0.527451,0.0767977,0.527451,All
-4.6805,0.529412,1.58926,0.527451,0.00663272,0.527451,-4.06743,0.527451,0.777927,0.529412,0.076894,0.529412,All
-4.67758,0.531373,1.58957,0.529412,0.00663851,0.529412,-4.06719,0.529412,0.778885,0.531373,0.0772096,0.531373,All
-4.65953,0.533333,1.59032,0.531373,0.00664808,0.531373,-4.06713,0.531373,0.780429,0.533333,0.0772318,0.533333,All
-4.64932,0.535294,1.59075,0.533333,0.00664832,0.533333,-4.06616,0.533333,0.781729,0.535294,0.0772534,0.535294,All
-4.64793,0.537255,1.59105,0.535294,0.00664996,0.535294,-4.06586,0.535294,0.783641,0.537255,0.0772777,0.537255,All
-4.64185,0.539216,1.59191,0.537255,0.00665587,0.537255,-4.06552,0.537255,0.787841,0.539216,0.0773527,0.539216,All
-4.63257,0.541176,1.5923,0.539216,0.00665731,0.539216,-4.06469,0.539216,0.788567,0.541176,0.0773622,0.541176,All
-4.61228,0.543137,1.59255,0.541176,0.00667878,0.541176,-4.06424,0.541176,0.790264,0.543137,0.0773675,0.543137,All
-4.58538,0.545098,1.59362,0.543137,0.00668057,0.543137,-4.0636,0.543137,0.79126,0.545098,0.0778772,0.545098,All
-4.5759,0.547059,1.59404,0.545098,0.00669095,0.545098,-4.0627,0.545098,0.791436,0.547059,0.0780285,0.547059,All
-4.55075,0.54902,1.59446,0.547059,0.00669602,0.547059,-4.0625,0.547059,0.798461,0.54902,0.0780883,0.54902,All
-4.54622,0.55098,1.59449,0.54902,0.00669839,0.54902,-4.06243,0.54902,0.798552,0.55098,0.0780967,0.55098,All
-4.53318,0.552941,1.5947,0.55098,0.0067015,0.55098,-4.06233,0.55098,0.800444,0.552941,0.0783366,0.552941,All
-4.50313,0.554902,1.59479,0.552941,0.00670349,0.552941,-4.06157,0.552941,0.800449,0.554902,0.0785439,0.554902,All
-4.49979,0.556863,1.59498,0.554902,0.00671375,0.554902,-4.06136,0.554902,0.800612,0.556863,0.0785925,0.556863,All
-4.49043,0.558824,1.59537,0.556863,0.00671746,0.556863,-4.06027,0.556863,0.802491,0.558824,0.0789196,0.558824,All
-4.44914,0.560784,1.59566,0.558824,0.00672504,0.558824,-4.06004,0.558824,0.802512,0.560784,0.079768,0.560784,All
-4.44499,0.562745,1.59629,0.560784,0.00672603,0.560784,-4.0598,0.560784,0.802994,0.562745,0.0798866,0.562745,All
-4.43369,0.564706,1.59634,0.562745,0.00674087,0.562745,-4.05978,0.562745,0.80381,0.564706,0.0800503,0.564706,All
-4.38942,0.566667,1.59664,0.564706,0.00674381,0.564706,-4.05953,0.564706,0.804596,0.566667,0.0812104,0.566667,All
-4.38896,0.568627,1.59697,0.566667,0.00674912,0.566667,-4.0594,0.566667,0.806443,0.568627,0.0817034,0.568627,All
-4.36982,0.570588,1.59703,0.568627,0.00674948,0.568627,-4.05936,0.568627,0.807132,0.570588,0.0820745,0.570588,All
-4.3491,0.572549,1.59763,0.570588,0.00675063,0.570588,-4.05883,0.570588,0.807556,0.572549,0.0821351,0.572549,All
-4.34819,0.57451,1.59788,0.572549,0.00675574,0.572549,-4.05753,0.572549,0.808278,0.57451,0.0825131,0.57451,All
-4.31925,0.576471,1.59793,0.57451,0.00675891,0.57451,-4.05747,0.57451,0.809299,0.576471,0.0825346,0.576471,All
-4.31853,0.578431,1.59848,0.576471,0.00676232,0.576471,-4.05731,0.576471,0.809713,0.578431,0.0826393,0.578431,All
-4.31553,0.580392,1.59861,0.578431,0.00676275,0.578431,-4.05701,0.578431,0.813509,0.580392,0.0827051,0.580392,All
-4.31499,0.582353,1.59915,0.580392,0.00676277,0.580392,-4.057,0.580392,0.815962,0.582353,0.0830172,0.582353,All
-4.31117,0.584314,1.5993,0.582353,0.00678071,0.582353,-4.05656,0.582353,0.816389,0.584314,0.0830208,0.584314,All
-4.30081,0.586275,1.59935,0.584314,0.00678152,0.584314,-4.05636,0.584314,0.816933,0.586275,0.0832962,0.586275,All
-4.29514,0.588235,1.59975,0.586275,0.00678531,0.586275,-4.05628,0.586275,0.820607,0.588235,0.0834237,0.588235,All
-4.28908,0.590196,1.59992,0.588235,0.00679021,0.588235,-4.0557,0.588235,0.821529,0.590196,0.0835269,0.590196,All
-4.2811,0.592157,1.60002,0.590196,0.0067954,0.590196,-4.05468,0.590196,0.823538,0.592157,0.0835826,0.592157,All
-4.27255,0.594118,1.60038,0.592157,0.00679863,0.592157,-4.05437,0.592157,0.826828,0.594118,0.0836153,0.594118,All
-4.27198,0.596078,1.60096,0.594118,0.00680609,0.594118,-4.05372,0.594118,0.829861,0.596078,0.0836699,0.596078,All
-4.24244,0.598039,1.60245,0.596078,0.00680691,0.596078,-4.05231,0.596078,0.834047,0.598039,0.0837555,0.598039,All
-4.23854,0.6,1.604,0.598039,0.00680929,0.598039,-4.05155,0.598039,0.835007,0.6,0.0848532,0.6,All
-4.23491,0.601961,1.60478,0.6,0.00681069,0.6,-4.05098,0.6,0.83539,0.601961,0.0850935,0.601961,All
-4.23068,0.603922,1.60535,0.601961,0.00681261,0.601961,-4.0508,0.601961,0.836024,0.603922,0.0859223,0.603922,All
-4.22001,0.605882,1.60577,0.603922,0.00681569,0.603922,-4.05015,0.603922,0.836736,0.605882,0.0859596,0.605882,All
-4.17655,0.607843,1.60691,0.605882,0.00681632,0.605882,-4.05002,0.605882,0.836799,0.607843,0.0860262,0.607843,All
-4.16941,0.609804,1.60721,0.607843,0.00681862,0.607843,-4.04978,0.607843,0.836985,0.609804,0.0862683,0.609804,All
-4.16936,0.611765,1.60751,0.609804,0.00682458,0.609804,-4.04952,0.609804,0.839743,0.611765,0.0864551,0.611765,All
-4.15497,0.613725,1.60851,0.611765,0.0068255,0.611765,-4.04952,0.611765,0.840669,0.613725,0.0865896,0.613725,All
-4.14857,0.615686,1.60862,0.613725,0.00682597,0.613725,-4.04895,0.613725,0.843121,0.615686,0.0867048,0.615686,All
-4.14734,0.617647,1.60932,0.615686,0.00683135,0.615686,-4.04838,0.615686,0.845085,0.617647,0.0869182,0.617647,All
-4.1399,0.619608,1.60945,0.617647,0.00683547,0.617647,-4.04831,0.617647,0.849858,0.619608,0.0873107,0.619608,All
-4.11928,0.621569,1.60953,0.619608,0.00683618,0.619608,-4.04743,0.619608,0.850627,0.621569,0.0873943,0.621569,All
-4.11354,0.623529,1.6111,0.621569,0.006838,0.621569,-4.04733,0.621569,0.850982,0.623529,0.0874882,0.623529,All
-4.07058,0.62549,1.61137,0.623529,0.00684373,0.623529,-4.04699,0.623529,0.851086,0.62549,0.0884829,0.62549,All
-4.05852,0.627451,1.61157,0.62549,0.0068458,0.62549,-4.04691,0.62549,0.852204,0.627451,0.0886382,0.627451,All
-4.04822,0.629412,1.61225,0.627451,0.00684775,0.627451,-4.04638,0.627451,0.856121,0.629412,0.0891777,0.629412,All
-4.01919,0.631373,1.61231,0.629412,0.00686109,0.629412,-4.04581,0.629412,0.859282,0.631373,0.0893264,0.631373,All
-4.01166,0.633333,1.6124,0.631373,0.00686237,0.631373,-4.04551,0.631373,0.861356,0.633333,0.0895592,0.633333,All
-3.98063,0.635294,1.61271,0.633333,0.00686457,0.633333,-4.04536,0.633333,0.862329,0.635294,0.0899845,0.635294,All
-3.96539,0.637255,1.61283,0.635294,0.00686489,0.635294,-4.04527,0.635294,0.863088,0.637255,0.0900758,0.637255,All
-3.96178,0.639216,1.61422,0.637255,0.00686762,0.637255,-4.04514,0.637255,0.863574,0.639216,0.0901624,0.639216,All
-3.92784,0.641176,1.61498,0.639216,0.00686872,0.639216,-4.04495,0.639216,0.867118,0.641176,0.0908003,0.641176,All
-3.91861,0.643137,1.61633,0.641176,0.00687313,0.641176,-4.04419,0.641176,0.867269,0.643137,0.0909647,0.643137,All
-3.86692,0.645098,1.61635,0.643137,0.00687384,0.643137,-4.04249,0.643137,0.868455,0.645098,0.0910194,0.645098,All
-3.85528,0.647059,1.61637,0.645098,0.00687573,0.645098,-4.04209,0.645098,0.869567,0.647059,0.0914005,0.647059,All
-3.85421,0.64902,1.61664,0.647059,0.0068826,0.647059,-4.04058,0.647059,0.870013,0.64902,0.0915438,0.64902,All
-3.81033,0.65098,1.61809,0.64902,0.0068827,0.64902,-4.0403,0.64902,0.870293,0.65098,0.0916572,0.65098,All
-3.8059,0.652941,1.61813,0.65098,0.00688431,0.65098,-4.04028,0.65098,0.873211,0.652941,0.091745,0.652941,All
-3.80341,0.654902,1.61829,0.652941,0.00688606,0.652941,-4.03996,0.652941,0.874732,0.654902,0.0918445,0.654902,All
-3.78977,0.656863,1.61882,0.654902,0.00688673,0.654902,-4.03803,0.654902,0.874972,0.656863,0.0919045,0.656863,All
-3.7889,0.658824,1.61905,0.656863,0.00688905,0.656863,-4.03788,0.656863,0.877217,0.658824,0.0925422,0.658824,All
-3.78613,0.660784,1.61999,0.658824,0.00689335,0.658824,-4.0377,0.658824,0.877246,0.660784,0.0925864,0.660784,All
-3.78319,0.662745,1.62046,0.660784,0.00689376,0.660784,-4.03653,0.660784,0.877258,0.662745,0.0931145,0.662745,All
-3.76386,0.664706,1.62165,0.662745,0.00690482,0.662745,-4.03643,0.662745,0.879412,0.664706,0.0932077,0.664706,All
-3.75576,0.666667,1.62169,0.664706,0.00691085,0.664706,-4.03558,0.664706,0.879673,0.666667,0.093272,0.666667,All
-3.73507,0.668627,1.62171,0.666667,0.00691192,0.666667,-4.0355,0.666667,0.880096,0.668627,0.0935311,0.668627,All
-3.69334,0.670588,1.62207,0.668627,0.00691307,0.668627,-4.03537,0.668627,0.881256,0.670588,0.0936969,0.670588,All
-3.68979,0.672549,1.62222,0.670588,0.00692328,0.670588,-4.03522,0.670588,0.885285,0.672549,0.0938359,0.672549,All
-3.68169,0.67451,1.62223,0.672549,0.00692695,0.672549,-4.03446,0.672549,0.887406,0.67451,0.0939925,0.67451,All
-3.67024,0.676471,1.62255,0.67451,0.00692902,0.67451,-4.03364,0.67451,0.888874,0.676471,0.0950373,0.676471,All
-3.65721,0.678431,1.62349,0.676471,0.00693128,0.676471,-4.03343,0.676471,0.888988,0.678431,0.0951409,0.678431,All
-3.65301,0.680392,1.62381,0.678431,0.00693249,0.678431,-4.03331,0.678431,0.889329,0.680392,0.0951709,0.680392,All
-3.64517,0.682353,1.62434,0.680392,0.00693871,0.680392,-4.03204,0.680392,0.890885,0.682353,0.0958822,0.682353,All
-3.63493,0.684314,1.6249,0.682353,0.00693972,0.682353,-4.03165,0.682353,0.89138,0.684314,0.0965411,0.684314,All
-3.63182,0.686275,1.62566,0.684314,0.00694298,0.684314,-4.03122,0.684314,0.891406,0.686275,0.0970902,0.686275,All
-3.62728,0.688235,1.62575,0.686275,0.00696212,0.686275,-4.03073,0.686275,0.892146,0.688235,0.0979451,0.688235,All
-3.62592,0.690196,1.62605,0.688235,0.0069652,0.688235,-4.03001,0.688235,0.892983,0.690196,0.098039,0.690196,All
-3.61864,0.692157,1.62679,0.690196,0.00696857,0.690196,-4.02893,0.690196,0.894277,0.692157,0.0980455,0.692157,All
-3.60775,0.694118,1.62709,0.692157,0.00698354,0.692157,-4.02891,0.692157,0.89443,0.694118,0.0987574,0.694118,All
-3.60066,0.696078,1.62741,0.694118,0.00698489,0.694118,-4.02833,0.694118,0.896931,0.696078,0.0992803,0.696078,All
-3.58037,0.698039,1.6285,0.696078,0.00698683,0.696078,-4.02781,0.696078,0.897232,0.698039,0.100016,0.698039,All
-3.57475,0.7,1.62969,0.698039,0.00700596,0.698039,-4.02711,0.698039,0.898891,0.7,0.100587,0.7,All
-3.57272,0.701961,1.63031,0.7,0.00701019,0.7,-4.02707,0.7,0.900905,0.701961,0.100929,0.701961,All
-3.55704,0.703922,1.63059,0.701961,0.00701085,0.701961,-4.02702,0.701961,0.902627,0.703922,0.100961,0.703922,All
-3.55155,0.705882,1.63172,0.703922,0.00702797,0.703922,-4.02672,0.703922,0.902842,0.705882,0.101168,0.705882,All
-3.55127,0.707843,1.63177,0.705882,0.00702874,0.705882,-4.02644,0.705882,0.903004,0.707843,0.101303,0.707843,All
-3.54717,0.709804,1.63179,0.707843,0.0070302,0.707843,-4.02615,0.707843,0.905208,0.709804,0.102209,0.709804,All
-3.53853,0.711765,1.63181,0.709804,0.00703531,0.709804,-4.02562,0.709804,0.905493,0.711765,0.103326,0.711765,All
-3.52877,0.713725,1.63203,0.711765,0.00703686,0.711765,-4.02561,0.711765,0.907257,0.713725,0.10361,0.713725,All
-3.51725,0.715686,1.6332,0.713725,0.00704576,0.713725,-4.02515,0.713725,0.907663,0.715686,0.104174,0.715686,All
-3.51705,0.717647,1.63361,0.715686,0.00704893,0.715686,-4.02488,0.715686,0.907892,0.717647,0.104384,0.717647,All
-3.50075,0.719608,1.6339,0.717647,0.00705809,0.717647,-4.02478,0.717647,0.908966,0.719608,0.105059,0.719608,All
-3.48739,0.721569,1.63392,0.719608,0.0070616,0.719608,-4.02419,0.719608,0.90932,0.721569,0.105081,0.721569,All
-3.47783,0.723529,1.63429,0.721569,0.00706379,0.721569,-4.02338,0.721569,0.909352,0.723529,0.105414,0.723529,All
-3.46911,0.72549,1.63456,0.723529,0.00706411,0.723529,-4.0233,0.723529,0.909916,0.72549,0.105656,0.72549,All
-3.46433,0.727451,1.63457,0.72549,0.00706445,0.72549,-4.02309,0.72549,0.910017,0.727451,0.105906,0.727451,All
-3.45801,0.729412,1.63493,0.727451,0.00706475,0.727451,-4.02228,0.727451,0.910055,0.729412,0.106074,0.729412,All
-3.45584,0.731373,1.63546,0.729412,0.00707295,0.729412,-4.02196,0.729412,0.910829,0.731373,0.107083,0.731373,All
-3.43308,0.733333,1.63556,0.731373,0.00708486,0.731373,-4.0203,0.731373,0.912138,0.733333,0.107222,0.733333,All
-3.41655,0.735294,1.63568,0.733333,0.00708682,0.733333,-4.01991,0.733333,0.912275,0.735294,0.107553,0.735294,All
-3.36708,0.737255,1.63612,0.735294,0.00709234,0.735294,-4.01899,0.735294,0.912504,0.737255,0.107796,0.737255,All
-3.36045,0.739216,1.63619,0.737255,0.00709279,0.737255,-4.01831,0.737255,0.912973,0.739216,0.10789,0.739216,All
-3.35543,0.741176,1.63698,0.739216,0.00709642,0.739216,-4.01732,0.739216,0.913701,0.741176,0.108097,0.741176,All
-3.31187,0.743137,1.63761,0.741176,0.00709647,0.741176,-4.01724,0.741176,0.913802,0.743137,0.109373,0.743137,All
-3.31159,0.745098,1.64063,0.743137,0.00709673,0.743137,-4.01722,0.743137,0.914105,0.745098,0.109406,0.745098,All
-3.25692,0.747059,1.64152,0.745098,0.00709998,0.745098,-4.01675,0.745098,0.915137,0.747059,0.109742,0.747059,All
-3.22983,0.74902,1.64154,0.747059,0.0071094,0.747059,-4.01622,0.747059,0.915345,0.74902,0.10981,0.74902,All
-3.22937,0.75098,1.64155,0.74902,0.00711287,0.74902,-4.01611,0.74902,0.916182,0.75098,0.110269,0.75098,All
-3.19729,0.752941,1.64183,0.75098,0.00711427,0.75098,-4.01603,0.75098,0.916194,0.752941,0.111092,0.752941,All
-3.18536,0.754902,1.64201,0.752941,0.00711811,0.752941,-4.01532,0.752941,0.916617,0.754902,0.112031,0.754902,All
-3.18392,0.756863,1.64298,0.754902,0.00712141,0.754902,-4.01518,0.754902,0.919868,0.756863,0.112559,0.756863,All
-3.17925,0.758824,1.64372,0.756863,0.00712776,0.756863,-4.01512,0.756863,0.920515,0.758824,0.11259,0.758824,All
-3.13613,0.760784,1.64507,0.758824,0.00712816,0.758824,-4.0151,0.758824,0.920714,0.760784,0.113199,0.760784,All
-3.12972,0.762745,1.64529,0.760784,0.00712951,0.760784,-4.01498,0.760784,0.920794,0.762745,0.113307,0.762745,All
-3.1052,0.764706,1.64693,0.762745,0.00713709,0.762745,-4.01494,0.762745,0.921562,0.764706,0.113384,0.764706,All
-3.08728,0.766667,1.64716,0.764706,0.00713842,0.764706,-4.01479,0.764706,0.922223,0.766667,0.113604,0.766667,All
-3.08631,0.768627,1.64717,0.766667,0.00714593,0.766667,-4.01469,0.766667,0.923,0.768627,0.113657,0.768627,All
-3.08235,0.770588,1.64721,0.768627,0.00715588,0.768627,-4.01339,0.768627,0.923611,0.770588,0.113666,0.770588,All
-3.06737,0.772549,1.64786,0.770588,0.00715712,0.770588,-4.01163,0.770588,0.923706,0.772549,0.114586,0.772549,All
-3.05871,0.77451,1.64788,0.772549,0.00717735,0.772549,-4.01161,0.772549,0.923876,0.77451,0.114652,0.77451,All
-3.05315,0.776471,1.64791,0.77451,0.00718257,0.77451,-4.01147,0.77451,0.924065,0.776471,0.115027,0.776471,All
-3.05158,0.778431,1.64855,0.776471,0.00720354,0.776471,-4.01095,0.776471,0.92435,0.778431,0.115217,0.778431,All
-3.03014,0.780392,1.65005,0.778431,0.00721333,0.778431,-4.01083,0.778431,0.926255,0.780392,0.115288,0.780392,All
-3.00455,0.782353,1.65072,0.780392,0.00722055,0.780392,-4.0096,0.780392,0.92754,0.782353,0.115389,0.782353,All
-2.99926,0.784314,1.65134,0.782353,0.00722308,0.782353,-4.00927,0.782353,0.927626,0.784314,0.115952,0.784314,All
-2.96951,0.786275,1.65155,0.784314,0.00722667,0.784314,-4.00921,0.784314,0.929486,0.786275,0.116206,0.786275,All
-2.94775,0.788235,1.65215,0.786275,0.00723353,0.786275,-4.00908,0.786275,0.931267,0.788235,0.116261,0.788235,All
-2.93546,0.790196,1.65217,0.788235,0.00723353,0.788235,-4.00793,0.788235,0.93153,0.790196,0.119446,0.790196,All
-2.9353,0.792157,1.65401,0.790196,0.00723643,0.790196,-4.00767,0.790196,0.931759,0.792157,0.121099,0.792157,All
-2.90731,0.794118,1.65473,0.792157,0.00724312,0.792157,-4.0064,0.792157,0.932517,0.794118,0.121364,0.794118,All
-2.87326,0.796078,1.65534,0.794118,0.00724363,0.794118,-4.00548,0.794118,0.934432,0.796078,0.121483,0.796078,All
-2.87326,0.798039,1.65545,0.796078,0.00725098,0.796078,-4.00539,0.796078,0.936174,0.798039,0.121499,0.798039,All
-2.87078,0.8,1.65555,0.798039,0.00726293,0.798039,-4.00352,0.798039,0.936527,0.8,0.122304,0.8,All
-2.8368,0.801961,1.65567,0.8,0.00727298,0.8,-4.00303,0.8,0.936543,0.801961,0.122346,0.801961,All
-2.82104,0.803922,1.65595,0.801961,0.00728562,0.801961,-4.00264,0.801961,0.937402,0.803922,0.122509,0.803922,All
-2.7876,0.805882,1.65658,0.803922,0.0072871,0.803922,-4.00257,0.803922,0.937415,0.805882,0.122977,0.805882,All
-2.7489,0.807843,1.65674,0.805882,0.00729579,0.805882,-4.00211,0.805882,0.938176,0.807843,0.123275,0.807843,All
-2.74414,0.809804,1.65689,0.807843,0.00731078,0.807843,-4.00181,0.807843,0.938521,0.809804,0.123372,0.809804,All
-2.72935,0.811765,1.65692,0.809804,0.00731474,0.809804,-4.00109,0.809804,0.93896,0.811765,0.123376,0.811765,All
-2.72454,0.813725,1.65944,0.811765,0.00731715,0.811765,-4.00008,0.811765,0.939014,0.813725,0.12375,0.813725,All
-2.71596,0.815686,1.66236,0.813725,0.00732383,0.813725,-3.99935,0.813725,0.939366,0.815686,0.123909,0.815686,All
