initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
1.00145,0.840816,1.07465,0.840816,1.2064,0.840816,1.15152,0.840816,1.06006,0.840816,0.947353,0.840816,All
1.00497,0.842857,1.07634,0.842857,1.20916,0.842857,1.18795,0.842857,1.06698,0.842857,0.986767,0.842857,All
1.00508,0.844898,1.07759,0.844898,1.21863,0.844898,1.19516,0.844898,1.06861,0.844898,0.995715,0.844898,All
1.00646,0.846939,1.0845,0.846939,1.22597,0.846939,1.19914,0.846939,1.08894,0.846939,0.998442,0.846939,All
1.01271,0.84898,1.08536,0.84898,1.23939,0.84898,1.21551,0.84898,1.09216,0.84898,1.00934,0.84898,All
1.01331,0.85102,1.08844,0.85102,1.25886,0.85102,1.22394,0.85102,1.10246,0.85102,1.00982,0.85102,All
1.01346,0.853061,1.10008,0.853061,1.26278,0.853061,1.24278,0.853061,1.11022,0.853061,1.01048,0.853061,All
1.01367,0.855102,1.11287,0.855102,1.26338,0.855102,1.24904,0.855102,1.11052,0.855102,1.04024,0.855102,All
1.02483,0.857143,1.12838,0.857143,1.26396,0.857143,1.25058,0.857143,1.11138,0.857143,1.04168,0.857143,All
1.02605,0.859184,1.12906,0.859184,1.27359,0.859184,1.27268,0.859184,1.11517,0.859184,1.04198,0.859184,All
1.03178,0.861224,1.15896,0.861224,1.27827,0.861224,1.28723,0.861224,1.11645,0.861224,1.04597,0.861224,All
1.03258,0.863265,1.17277,0.863265,1.29107,0.863265,1.34149,0.863265,1.12276,0.863265,1.04615,0.863265,All
1.03399,0.865306,1.18085,0.865306,1.31268,0.865306,1.34686,0.865306,1.14072,0.865306,1.04889,0.865306,All
1.04728,0.867347,1.18553,0.867347,1.32052,0.867347,1.35378,0.867347,1.14932,0.867347,1.05739,0.867347,All
1.0516,0.869388,1.19608,0.869388,1.33615,0.869388,1.35729,0.869388,1.1526,0.869388,1.06276,0.869388,All
1.06552,0.871429,1.20114,0.871429,1.34524,0.871429,1.35961,0.871429,1.15619,0.871429,1.06644,0.871429,All
1.0676,0.873469,1.20178,0.873469,1.34542,0.873469,1.3654,0.873469,1.17296,0.873469,1.08543,0.873469,All
1.07437,0.87551,1.21443,0.87551,1.35315,0.87551,1.37165,0.87551,1.1786,0.87551,1.089,0.87551,All
1.08085,0.877551,1.2155,0.877551,1.35651,0.877551,1.37827,0.877551,1.18105,0.877551,1.08991,0.877551,All
1.08166,0.879592,1.22174,0.879592,1.37008,0.879592,1.39984,0.879592,1.18138,0.879592,1.1175,0.879592,All
1.08568,0.881633,1.23725,0.881633,1.371,0.881633,1.40734,0.881633,1.18201,0.881633,1.13168,0.881633,All
1.0899,0.883673,1.23731,0.883673,1.37969,0.883673,1.423,0.883673,1.18577,0.883673,1.1648,0.883673,All
1.09403,0.885714,1.24253,0.885714,1.3948,0.885714,1.42489,0.885714,1.19393,0.885714,1.18103,0.885714,All
1.10747,0.887755,1.25322,0.887755,1.40214,0.887755,1.44327,0.887755,1.20082,0.887755,1.19097,0.887755,All
1.11124,0.889796,1.2569,0.889796,1.41512,0.889796,1.44858,0.889796,1.20177,0.889796,1.19679,0.889796,All
1.11393,0.891837,1.26737,0.891837,1.41721,0.891837,1.44877,0.891837,1.20947,0.891837,1.20199,0.891837,All
1.12303,0.893878,1.27306,0.893878,1.42556,0.893878,1.45108,0.893878,1.22052,0.893878,1.20547,0.893878,All
1.12337,0.895918,1.27403,0.895918,1.43392,0.895918,1.45203,0.895918,1.22548,0.895918,1.22494,0.895918,All
1.12427,0.897959,1.29741,0.897959,1.44332,0.897959,1.4523,0.897959,1.23952,0.897959,1.23697,0.897959,All
1.12546,0.9,1.31222,0.9,1.44753,0.9,1.45955,0.9,1.2572,0.9,1.24947,0.9,All
1.12755,0.902041,1.31533,0.902041,1.44878,0.902041,1.46158,0.902041,1.26433,0.902041,1.25972,0.902041,All
1.12807,0.904082,1.31787,0.904082,1.45011,0.904082,1.46267,0.904082,1.30994,0.904082,1.26933,0.904082,All
1.13742,0.906122,1.32762,0.906122,1.45375,0.906122,1.47006,0.906122,1.31249,0.906122,1.27743,0.906122,All
1.14188,0.908163,1.33344,0.908163,1.45592,0.908163,1.48237,0.908163,1.3203,0.908163,1.28754,0.908163,All
1.14934,0.910204,1.34108,0.910204,1.45915,0.910204,1.48918,0.910204,1.32386,0.910204,1.29418,0.910204,All
1.14936,0.912245,1.35761,0.912245,1.48984,0.912245,1.50418,0.912245,1.32913,0.912245,1.3219,0.912245,All
1.15128,0.914286,1.37027,0.914286,1.50899,0.914286,1.50485,0.914286,1.33222,0.914286,1.34503,0.914286,All
1.15369,0.916327,1.38483,0.916327,1.50934,0.916327,1.505,0.916327,1.33509,0.916327,1.35827,0.916327,All
1.15501,0.918367,1.38697,0.918367,1.51307,0.918367,1.50753,0.918367,1.36982,0.918367,1.38593,0.918367,All
1.15506,0.920408,1.40446,0.920408,1.51636,0.920408,1.51087,0.920408,1.38986,0.920408,1.39319,0.920408,All
1.16383,0.922449,1.41208,0.922449,1.51725,0.922449,1.51373,0.922449,1.39267,0.922449,1.40122,0.922449,All
1.16527,0.92449,1.41436,0.92449,1.51845,0.92449,1.52589,0.92449,1.39628,0.92449,1.42594,0.92449,All
1.17276,0.926531,1.42048,0.926531,1.52186,0.926531,1.54063,0.926531,1.40608,0.926531,1.43265,0.926531,All
1.17803,0.928571,1.4372,0.928571,1.53296,0.928571,1.5495,0.928571,1.45558,0.928571,1.44234,0.928571,All
1.18011,0.930612,1.44635,0.930612,1.54303,0.930612,1.55137,0.930612,1.46219,0.930612,1.45763,0.930612,All
1.18675,0.932653,1.44649,0.932653,1.5458,0.932653,1.57731,0.932653,1.4693,0.932653,1.46914,0.932653,All
1.18978,0.934694,1.46806,0.934694,1.59798,0.934694,1.58061,0.934694,1.47618,0.934694,1.47015,0.934694,All
1.19065,0.936735,1.46946,0.936735,1.61179,0.936735,1.58119,0.936735,1.50809,0.936735,1.4754,0.936735,All
1.19928,0.938776,1.49637,0.938776,1.61861,0.938776,1.58439,0.938776,1.52766,0.938776,1.47642,0.938776,All
1.21552,0.940816,1.4981,0.940816,1.61949,0.940816,1.59315,0.940816,1.5404,0.940816,1.53071,0.940816,All
1.21623,0.942857,1.52708,0.942857,1.63788,0.942857,1.60061,0.942857,1.54909,0.942857,1.55249,0.942857,All
1.21923,0.944898,1.55948,0.944898,1.64174,0.944898,1.60169,0.944898,1.56191,0.944898,1.55567,0.944898,All
1.22356,0.946939,1.58828,0.946939,1.64483,0.946939,1.61515,0.946939,1.5762,0.946939,1.56463,0.946939,All
1.22487,0.94898,1.59383,0.94898,1.65992,0.94898,1.6231,0.94898,1.58532,0.94898,1.57258,0.94898,All
1.23921,0.95102,1.5991,0.95102,1.68605,0.95102,1.65689,0.95102,1.58693,0.95102,1.58464,0.95102,All
1.24074,0.953061,1.65765,0.953061,1.69993,0.953061,1.67829,0.953061,1.61026,0.953061,1.63817,0.953061,All
1.24341,0.955102,1.6706,0.955102,1.70368,0.955102,1.68988,0.955102,1.71023,0.955102,1.6554,0.955102,All
1.24466,0.957143,1.69467,0.957143,1.72933,0.957143,1.72044,0.957143,1.71949,0.957143,1.65547,0.957143,All
1.24886,0.959184,1.70781,0.959184,1.73693,0.959184,1.72226,0.959184,1.74366,0.959184,1.66739,0.959184,All
1.2588,0.961224,1.72941,0.961224,1.74091,0.961224,1.73011,0.961224,1.76712,0.961224,1.71823,0.961224,All
1.26303,0.963265,1.75758,0.963265,1.74432,0.963265,1.73071,0.963265,1.76998,0.963265,1.72144,0.963265,All
1.26897,0.965306,1.77351,0.965306,1.76052,0.965306,1.73908,0.965306,1.77329,0.965306,1.72901,0.965306,All
1.2701,0.967347,1.77655,0.967347,1.79591,0.967347,1.80916,0.967347,1.80295,0.967347,1.7338,0.967347,All
1.27065,0.969388,1.77812,0.969388,1.80556,0.969388,1.81069,0.969388,1.81249,0.969388,1.77507,0.969388,All
1.2718,0.971429,1.96992,0.971429,1.81139,0.971429,1.84127,0.971429,1.86007,0.971429,1.77821,0.971429,All
1.28052,0.973469,1.99499,0.973469,1.83141,0.973469,1.87375,0.973469,1.88012,0.973469,1.80167,0.973469,All
1.29225,0.97551,2.03176,0.97551,1.83215,0.97551,1.89684,0.97551,1.94106,0.97551,1.81074,0.97551,All
1.29763,0.977551,2.06589,0.977551,1.8358,0.977551,1.89727,0.977551,1.98405,0.977551,1.83021,0.977551,All
1.30496,0.979592,2.16523,0.979592,1.84894,0.979592,1.89898,0.979592,2.01476,0.979592,1.87387,0.979592,All
1.31122,0.981633,2.48289,0.981633,1.87917,0.981633,1.92582,0.981633,2.01823,0.981633,1.96886,0.981633,All
1.31787,0.983673,2.64698,0.983673,1.91145,0.983673,1.94657,0.983673,2.03936,0.983673,2.17015,0.983673,All
1.3205,0.985714,2.85384,0.985714,1.91999,0.985714,2.00585,0.985714,2.04977,0.985714,2.17697,0.985714,All
1.33097,0.987755,2.86941,0.987755,1.98712,0.987755,2.0266,0.987755,2.09427,0.987755,2.18374,0.987755,All
1.3322,0.989796,2.94256,0.989796,2.0158,0.989796,2.02676,0.989796,2.4316,0.989796,2.20172,0.989796,All
1.35507,0.991837,2.95207,0.991837,2.08749,0.991837,2.05378,0.991837,2.54309,0.991837,2.32635,0.991837,All
1.37914,0.993878,3.00368,0.993878,2.09196,0.993878,2.14414,0.993878,2.70008,0.993878,2.42569,0.993878,All
1.39624,0.995918,3.13689,0.995918,2.09752,0.995918,2.16058,0.995918,3.05647,0.995918,2.6397,0.995918,All
1.41035,0.997959,3.28457,0.997959,2.26112,0.997959,2.25842,0.997959,3.07859,0.997959,2.65208,0.997959,All
1.45566,1,3.3111,1,3.34246,1,3.2718,1,3.0888,1,2.9672,1,All
4,1,4,1,4,1,4,1,4,1,4,1,All
