initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
-0.0224753,0.397959,-0.30474,0.397959,-0.381032,0.397959,-0.38144,0.397959,-0.283296,0.397959,-0.338771,0.397959,All
-0.0112616,0.4,-0.304081,0.4,-0.370877,0.4,-0.381433,0.4,-0.280687,0.4,-0.338277,0.4,All
-0.00685555,0.402041,-0.302838,0.402041,-0.362605,0.402041,-0.380744,0.402041,-0.268089,0.402041,-0.331587,0.402041,All
-0.00217666,0.404082,-0.289201,0.404082,-0.35613,0.404082,-0.380387,0.404082,-0.267929,0.404082,-0.323793,0.404082,All
0.011166,0.406122,-0.272017,0.406122,-0.35154,0.406122,-0.37522,0.406122,-0.261827,0.406122,-0.314644,0.406122,All
0.0120827,0.408163,-0.271752,0.408163,-0.349265,0.408163,-0.366433,0.408163,-0.258274,0.408163,-0.299995,0.408163,All
0.0209047,0.410204,-0.265387,0.410204,-0.343646,0.410204,-0.360834,0.410204,-0.257382,0.410204,-0.29989,0.410204,All
0.0252021,0.412245,-0.263294,0.412245,-0.341948,0.412245,-0.346034,0.412245,-0.255169,0.412245,-0.294192,0.412245,All
0.030372,0.414286,-0.256717,0.414286,-0.338379,0.414286,-0.345131,0.414286,-0.252752,0.414286,-0.29365,0.414286,All
0.0352872,0.416327,-0.252179,0.416327,-0.330035,0.416327,-0.344144,0.416327,-0.252007,0.416327,-0.284963,0.416327,All
0.0384538,0.418367,-0.24838,0.418367,-0.309152,0.418367,-0.33411,0.418367,-0.251898,0.418367,-0.273062,0.418367,All
0.0531001,0.420408,-0.242687,0.420408,-0.305287,0.420408,-0.330416,0.420408,-0.247828,0.420408,-0.272409,0.420408,All
0.0582691,0.422449,-0.232074,0.422449,-0.292187,0.422449,-0.328234,0.422449,-0.247554,0.422449,-0.271145,0.422449,All
0.0683279,0.42449,-0.229888,0.42449,-0.275945,0.42449,-0.315744,0.42449,-0.226942,0.42449,-0.259316,0.42449,All
0.0717705,0.426531,-0.225763,0.426531,-0.272855,0.426531,-0.314587,0.426531,-0.223693,0.426531,-0.252189,0.426531,All
0.0732158,0.428571,-0.215881,0.428571,-0.27017,0.428571,-0.309306,0.428571,-0.218979,0.428571,-0.251971,0.428571,All
0.0753815,0.430612,-0.213547,0.430612,-0.26979,0.430612,-0.302809,0.430612,-0.217865,0.430612,-0.242376,0.430612,All
0.0851982,0.432653,-0.213469,0.432653,-0.268065,0.432653,-0.302426,0.432653,-0.217261,0.432653,-0.236647,0.432653,All
0.0901158,0.434694,-0.212082,0.434694,-0.266702,0.434694,-0.301832,0.434694,-0.217249,0.434694,-0.232784,0.434694,All
0.0915167,0.436735,-0.20594,0.436735,-0.247623,0.436735,-0.293042,0.436735,-0.21425,0.436735,-0.231816,0.436735,All
0.0947262,0.438776,-0.199278,0.438776,-0.236876,0.438776,-0.292013,0.438776,-0.208868,0.438776,-0.213375,0.438776,All
0.100846,0.440816,-0.197638,0.440816,-0.231716,0.440816,-0.285634,0.440816,-0.193471,0.440816,-0.202988,0.440816,All
0.102863,0.442857,-0.195142,0.442857,-0.230747,0.442857,-0.282186,0.442857,-0.193382,0.442857,-0.200581,0.442857,All
0.11563,0.444898,-0.190523,0.444898,-0.22496,0.444898,-0.282053,0.444898,-0.188641,0.444898,-0.198804,0.444898,All
0.118805,0.446939,-0.188822,0.446939,-0.22493,0.446939,-0.274767,0.446939,-0.185579,0.446939,-0.19647,0.446939,All
0.123046,0.44898,-0.188132,0.44898,-0.220918,0.44898,-0.272233,0.44898,-0.184703,0.44898,-0.195198,0.44898,All
0.125814,0.45102,-0.177922,0.45102,-0.219797,0.45102,-0.267635,0.45102,-0.176982,0.45102,-0.195065,0.45102,All
0.126018,0.453061,-0.177314,0.453061,-0.218068,0.453061,-0.264795,0.453061,-0.172153,0.453061,-0.191309,0.453061,All
0.128803,0.455102,-0.148721,0.455102,-0.216949,0.455102,-0.257103,0.455102,-0.167372,0.455102,-0.189972,0.455102,All
0.132263,0.457143,-0.148133,0.457143,-0.212671,0.457143,-0.256504,0.457143,-0.162661,0.457143,-0.187325,0.457143,All
0.137802,0.459184,-0.142393,0.459184,-0.205278,0.459184,-0.255803,0.459184,-0.148612,0.459184,-0.181888,0.459184,All
0.139365,0.461224,-0.113046,0.461224,-0.205106,0.461224,-0.249025,0.461224,-0.131446,0.461224,-0.175396,0.461224,All
0.142693,0.463265,-0.113014,0.463265,-0.203989,0.463265,-0.240092,0.463265,-0.131098,0.463265,-0.173654,0.463265,All
0.145619,0.465306,-0.106885,0.465306,-0.201124,0.465306,-0.23761,0.465306,-0.118069,0.465306,-0.147489,0.465306,All
0.146819,0.467347,-0.10638,0.467347,-0.196904,0.467347,-0.235877,0.467347,-0.114702,0.467347,-0.147186,0.467347,All
0.148431,0.469388,-0.100926,0.469388,-0.191275,0.469388,-0.233513,0.469388,-0.113398,0.469388,-0.145074,0.469388,All
0.148842,0.471429,-0.0885279,0.471429,-0.189861,0.471429,-0.221648,0.471429,-0.112084,0.471429,-0.143063,0.471429,All
0.149705,0.473469,-0.0864738,0.473469,-0.1824,0.473469,-0.213119,0.473469,-0.111449,0.473469,-0.14153,0.473469,All
0.151179,0.47551,-0.0724427,0.47551,-0.179242,0.47551,-0.207303,0.47551,-0.111059,0.47551,-0.139048,0.47551,All
0.153886,0.477551,-0.0716975,0.477551,-0.176945,0.477551,-0.206852,0.477551,-0.110885,0.477551,-0.125269,0.477551,All
0.161022,0.479592,-0.0700251,0.479592,-0.17041,0.479592,-0.206788,0.479592,-0.110594,0.479592,-0.117392,0.479592,All
0.165177,0.481633,-0.0676557,0.481633,-0.161775,0.481633,-0.200944,0.481633,-0.102399,0.481633,-0.112812,0.481633,All
0.16762,0.483673,-0.064064,0.483673,-0.158066,0.483673,-0.200451,0.483673,-0.09617,0.483673,-0.108939,0.483673,All
0.185043,0.485714,-0.0634515,0.485714,-0.156319,0.485714,-0.184546,0.485714,-0.0894362,0.485714,-0.105717,0.485714,All
0.186817,0.487755,-0.0608662,0.487755,-0.155535,0.487755,-0.174631,0.487755,-0.0764805,0.487755,-0.0982795,0.487755,All
0.18958,0.489796,-0.0472164,0.489796,-0.154647,0.489796,-0.169673,0.489796,-0.0752817,0.489796,-0.0866774,0.489796,All
0.193003,0.491837,-0.0441867,0.491837,-0.146247,0.491837,-0.169414,0.491837,-0.0720522,0.491837,-0.0853771,0.491837,All
0.205066,0.493878,-0.0424979,0.493878,-0.128855,0.493878,-0.16442,0.493878,-0.0719615,0.493878,-0.0720465,0.493878,All
0.205484,0.495918,-0.034773,0.495918,-0.126773,0.495918,-0.16045,0.495918,-0.0711582,0.495918,-0.0712827,0.495918,All
0.219354,0.497959,-0.0294615,0.497959,-0.109995,0.497959,-0.157439,0.497959,-0.0620077,0.497959,-0.0709046,0.497959,All
0.220037,0.5,-0.0209502,0.5,-0.10116,0.5,-0.153558,0.5,-0.0616067,0.5,-0.0493505,0.5,All
0.224849,0.502041,-0.00807714,0.502041,-0.0988475,0.502041,-0.137428,0.502041,-0.0563027,0.502041,-0.039077,0.502041,All
0.2375,0.504082,-0.00665637,0.504082,-0.0869375,0.504082,-0.116469,0.504082,-0.0460232,0.504082,-0.0202184,0.504082,All
0.239329,0.506122,-0.00439056,0.506122,-0.0848909,0.506122,-0.113647,0.506122,-0.0445261,0.506122,-0.0174493,0.506122,All
0.249393,0.508163,-0.00307158,0.508163,-0.0826069,0.508163,-0.102014,0.508163,-0.0436704,0.508163,-0.00988185,0.508163,All
0.256111,0.510204,-0.00216891,0.510204,-0.0711416,0.510204,-0.100459,0.510204,-0.0290909,0.510204,-0.00245154,0.510204,All
0.267899,0.512245,-4.39149e-05,0.512245,-0.0465017,0.512245,-0.0808473,0.512245,-0.0250178,0.512245,-0.0008039,0.512245,All
0.279141,0.514286,0.00139468,0.514286,-0.0464807,0.514286,-0.0738105,0.514286,-0.025013,0.514286,0.00849994,0.514286,All
0.287706,0.516327,0.00220244,0.516327,-0.0413737,0.516327,-0.0494975,0.516327,-0.0249371,0.516327,0.00888133,0.516327,All
0.289743,0.518367,0.00531565,0.518367,-0.0411228,0.518367,-0.0300039,0.518367,-0.0109516,0.518367,0.0125244,0.518367,All
0.289932,0.520408,0.00585996,0.520408,-0.0387844,0.520408,-0.000626311,0.520408,-0.00353682,0.520408,0.0132892,0.520408,All
0.29254,0.522449,0.00670346,0.522449,-0.0246351,0.522449,0.00499795,0.522449,-0.0011735,0.522449,0.0167412,0.522449,All
0.293359,0.52449,0.010539,0.52449,-0.00200823,0.52449,0.00560879,0.52449,0.0138317,0.52449,0.0189885,0.52449,All
0.294633,0.526531,0.0137409,0.526531,0.00184911,0.526531,0.00668469,0.526531,0.019535,0.526531,0.0240207,0.526531,All
0.302748,0.528571,0.0146736,0.528571,0.0175697,0.528571,0.0150638,0.528571,0.0208901,0.528571,0.0242335,0.528571,All
0.305489,0.530612,0.0219141,0.530612,0.0199732,0.530612,0.0154345,0.530612,0.0252308,0.530612,0.0263662,0.530612,All
0.306347,0.532653,0.050493,0.532653,0.0231067,0.532653,0.0178615,0.532653,0.0280386,0.532653,0.0285535,0.532653,All
0.313039,0.534694,0.0515734,0.534694,0.0347679,0.534694,0.022805,0.534694,0.030032,0.534694,0.0290509,0.534694,All
0.313581,0.536735,0.0585205,0.536735,0.0579828,0.536735,0.0306406,0.536735,0.0385081,0.536735,0.0329981,0.536735,All
0.321301,0.538776,0.0625811,0.538776,0.0632816,0.538776,0.0309808,0.538776,0.0393067,0.538776,0.0356689,0.538776,All
0.322716,0.540816,0.0640419,0.540816,0.0681445,0.540816,0.0375944,0.540816,0.0455855,0.540816,0.0611302,0.540816,All
0.328106,0.542857,0.0647715,0.542857,0.100501,0.542857,0.0454449,0.542857,0.0506983,0.542857,0.0665695,0.542857,All
0.33751,0.544898,0.0648202,0.544898,0.133791,0.544898,0.0593534,0.544898,0.0641239,0.544898,0.0715474,0.544898,All
0.340295,0.546939,0.068429,0.546939,0.141367,0.546939,0.066564,0.546939,0.07699,0.546939,0.0768522,0.546939,All
0.342973,0.54898,0.0850931,0.54898,0.149638,0.54898,0.0816984,0.54898,0.0899858,0.54898,0.0787819,0.54898,All
0.346384,0.55102,0.100136,0.55102,0.169569,0.55102,0.110984,0.55102,0.0911481,0.55102,0.100781,0.55102,All
0.348116,0.553061,0.109369,0.553061,0.170988,0.553061,0.115374,0.553061,0.115072,0.553061,0.103143,0.553061,All
0.348199,0.555102,0.125983,0.555102,0.174627,0.555102,0.121162,0.555102,0.120565,0.555102,0.103162,0.555102,All
0.352611,0.557143,0.127434,0.557143,0.177132,0.557143,0.121854,0.557143,0.123127,0.557143,0.105579,0.557143,All
0.354147,0.559184,0.12915,0.559184,0.178291,0.559184,0.125448,0.559184,0.123146,0.559184,0.113543,0.559184,All
0.359318,0.561224,0.130258,0.561224,0.178935,0.561224,0.125759,0.561224,0.137064,0.561224,0.113607,0.561224,All
0.367696,0.563265,0.148225,0.563265,0.194309,0.563265,0.157121,0.563265,0.137812,0.563265,0.114757,0.563265,All
0.377179,0.565306,0.168804,0.565306,0.198335,0.565306,0.160897,0.565306,0.139508,0.565306,0.115209,0.565306,All
0.380189,0.567347,0.170088,0.567347,0.208937,0.567347,0.162632,0.567347,0.145467,0.567347,0.117388,0.567347,All
0.382434,0.569388,0.178345,0.569388,0.22568,0.569388,0.173866,0.569388,0.147987,0.569388,0.119617,0.569388,All
0.402452,0.571429,0.181373,0.571429,0.229626,0.571429,0.19321,0.571429,0.153995,0.571429,0.121697,0.571429,All
0.410268,0.573469,0.194589,0.573469,0.233681,0.573469,0.194131,0.573469,0.164609,0.573469,0.133483,0.573469,All
0.410929,0.57551,0.202077,0.57551,0.233871,0.57551,0.194995,0.57551,0.168962,0.57551,0.13756,0.57551,All
0.411167,0.577551,0.205666,0.577551,0.239043,0.577551,0.196527,0.577551,0.169527,0.577551,0.14227,0.577551,All
0.411656,0.579592,0.207026,0.579592,0.242867,0.579592,0.198019,0.579592,0.172632,0.579592,0.144121,0.579592,All
0.419849,0.581633,0.212781,0.581633,0.246155,0.581633,0.200095,0.581633,0.174186,0.581633,0.148544,0.581633,All
0.426427,0.583673,0.22403,0.583673,0.248498,0.583673,0.202631,0.583673,0.178553,0.583673,0.152387,0.583673,All
0.432889,0.585714,0.231981,0.585714,0.255448,0.585714,0.202864,0.585714,0.181529,0.585714,0.156928,0.585714,All
0.439578,0.587755,0.243997,0.587755,0.255894,0.587755,0.212153,0.587755,0.18415,0.587755,0.175507,0.587755,All
0.453507,0.589796,0.244839,0.589796,0.27445,0.589796,0.219607,0.589796,0.186622,0.589796,0.188234,0.589796,All
0.461715,0.591837,0.250224,0.591837,0.281653,0.591837,0.222857,0.591837,0.207653,0.591837,0.191224,0.591837,All
0.466877,0.593878,0.257464,0.593878,0.287321,0.593878,0.233703,0.593878,0.208643,0.593878,0.199633,0.593878,All
0.471609,0.595918,0.267928,0.595918,0.288104,0.595918,0.234932,0.595918,0.217742,0.595918,0.200804,0.595918,All
0.486796,0.597959,0.271667,0.597959,0.2887,0.597959,0.237841,0.597959,0.218769,0.597959,0.203951,0.597959,All
0.48718,0.6,0.274059,0.6,0.301872,0.6,0.238713,0.6,0.220107,0.6,0.204564,0.6,All
0.492296,0.602041,0.289602,0.602041,0.307966,0.602041,0.2496,0.602041,0.226682,0.602041,0.204685,0.602041,All
0.496089,0.604082,0.299145,0.604082,0.313027,0.604082,0.249681,0.604082,0.238824,0.604082,0.209957,0.604082,All
0.500454,0.606122,0.304994,0.606122,0.318378,0.606122,0.24978,0.606122,0.242414,0.606122,0.21689,0.606122,All
0.504459,0.608163,0.308743,0.608163,0.320393,0.608163,0.256983,0.608163,0.262207,0.608163,0.222249,0.608163,All
0.530677,0.610204,0.310899,0.610204,0.323011,0.610204,0.271431,0.610204,0.264754,0.610204,0.228594,0.610204,All
0.542546,0.612245,0.312047,0.612245,0.328334,0.612245,0.275494,0.612245,0.266421,0.612245,0.229818,0.612245,All
0.54924,0.614286,0.318864,0.614286,0.330201,0.614286,0.284054,0.614286,0.283225,0.614286,0.244134,0.614286,All
0.552733,0.616327,0.334658,0.616327,0.334499,0.616327,0.287154,0.616327,0.300919,0.616327,0.248119,0.616327,All
0.559867,0.618367,0.336989,0.618367,0.354257,0.618367,0.304569,0.618367,0.306519,0.618367,0.256583,0.618367,All
0.566291,0.620408,0.345163,0.620408,0.355197,0.620408,0.317344,0.620408,0.307353,0.620408,0.258777,0.620408,All
0.570432,0.622449,0.365648,0.622449,0.358164,0.622449,0.338155,0.622449,0.310765,0.622449,0.262359,0.622449,All
0.573866,0.62449,0.37386,0.62449,0.362019,0.62449,0.341186,0.62449,0.314388,0.62449,0.265082,0.62449,All
0.583841,0.626531,0.37398,0.626531,0.366143,0.626531,0.350409,0.626531,0.316747,0.626531,0.270334,0.626531,All
0.58602,0.628571,0.379639,0.628571,0.36951,0.628571,0.3661,0.628571,0.320789,0.628571,0.282206,0.628571,All
0.590488,0.630612,0.384108,0.630612,0.372423,0.630612,0.372279,0.630612,0.337194,0.630612,0.285489,0.630612,All
0.592188,0.632653,0.385219,0.632653,0.373616,0.632653,0.374485,0.632653,0.347738,0.632653,0.289695,0.632653,All
0.599732,0.634694,0.39008,0.634694,0.392567,0.634694,0.376181,0.634694,0.351874,0.634694,0.303558,0.634694,All
0.600073,0.636735,0.395171,0.636735,0.394436,0.636735,0.387771,0.636735,0.352805,0.636735,0.305224,0.636735,All
0.605366,0.638776,0.396482,0.638776,0.396527,0.638776,0.394426,0.638776,0.353958,0.638776,0.307323,0.638776,All
0.605608,0.640816,0.402027,0.640816,0.396829,0.640816,0.394684,0.640816,0.36622,0.640816,0.308515,0.640816,All
0.606965,0.642857,0.405363,0.642857,0.398173,0.642857,0.396446,0.642857,0.378472,0.642857,0.323121,0.642857,All
0.610012,0.644898,0.405364,0.644898,0.400169,0.644898,0.396474,0.644898,0.384736,0.644898,0.325631,0.644898,All
0.624516,0.646939,0.421223,0.646939,0.406418,0.646939,0.396492,0.646939,0.389698,0.646939,0.32884,0.646939,All
0.626157,0.64898,0.43802,0.64898,0.40721,0.64898,0.401656,0.64898,0.400232,0.64898,0.332502,0.64898,All
0.628527,0.65102,0.439605,0.65102,0.409652,0.65102,0.404393,0.65102,0.401638,0.65102,0.336216,0.65102,All
0.633985,0.653061,0.441945,0.653061,0.416866,0.653061,0.418426,0.653061,0.406851,0.653061,0.340374,0.653061,All
0.635138,0.655102,0.443275,0.655102,0.436806,0.655102,0.419202,0.655102,0.414226,0.655102,0.347893,0.655102,All
0.648737,0.657143,0.45746,0.657143,0.445633,0.657143,0.425239,0.657143,0.416095,0.657143,0.361603,0.657143,All
0.652359,0.659184,0.45773,0.659184,0.446278,0.659184,0.431015,0.659184,0.423386,0.659184,0.369169,0.659184,All
0.658542,0.661224,0.458435,0.661224,0.447389,0.661224,0.433507,0.661224,0.427952,0.661224,0.38095,0.661224,All
0.667295,0.663265,0.465206,0.663265,0.448355,0.663265,0.434733,0.663265,0.428959,0.663265,0.387156,0.663265,All
0.668348,0.665306,0.467015,0.665306,0.456361,0.665306,0.438043,0.665306,0.437673,0.665306,0.392647,0.665306,All
0.671323,0.667347,0.467159,0.667347,0.475474,0.667347,0.442785,0.667347,0.437741,0.667347,0.394249,0.667347,All
0.673379,0.669388,0.468417,0.669388,0.480326,0.669388,0.444355,0.669388,0.442151,0.669388,0.397662,0.669388,All
0.675662,0.671429,0.479955,0.671429,0.486331,0.671429,0.446476,0.671429,0.45133,0.671429,0.409643,0.671429,All
0.684164,0.673469,0.488379,0.673469,0.488841,0.673469,0.446748,0.673469,0.453973,0.673469,0.410761,0.673469,All
0.684458,0.67551,0.493478,0.67551,0.498584,0.67551,0.479567,0.67551,0.458877,0.67551,0.421455,0.67551,All
0.686664,0.677551,0.498266,0.677551,0.49909,0.677551,0.481501,0.677551,0.464317,0.677551,0.427717,0.677551,All
0.688414,0.679592,0.503713,0.679592,0.500709,0.679592,0.488212,0.679592,0.465344,0.679592,0.428478,0.679592,All
0.702494,0.681633,0.509561,0.681633,0.505493,0.681633,0.521241,0.681633,0.467031,0.681633,0.429115,0.681633,All
0.70415,0.683673,0.511944,0.683673,0.510739,0.683673,0.52138,0.683673,0.467765,0.683673,0.430189,0.683673,All
0.718093,0.685714,0.52206,0.685714,0.517085,0.685714,0.526798,0.685714,0.47234,0.685714,0.43115,0.685714,All
0.718337,0.687755,0.524196,0.687755,0.520648,0.687755,0.527149,0.687755,0.508473,0.687755,0.440138,0.687755,All
0.718635,0.689796,0.528039,0.689796,0.527903,0.689796,0.529673,0.689796,0.511131,0.689796,0.448728,0.689796,All
0.719783,0.691837,0.532306,0.691837,0.544388,0.691837,0.530945,0.691837,0.527489,0.691837,0.458138,0.691837,All
0.720135,0.693878,0.53501,0.693878,0.547246,0.693878,0.548905,0.693878,0.529012,0.693878,0.46269,0.693878,All
0.72023,0.695918,0.539788,0.695918,0.550906,0.695918,0.553963,0.695918,0.536439,0.695918,0.46435,0.695918,All
0.720472,0.697959,0.554576,0.697959,0.569948,0.697959,0.556325,0.697959,0.544544,0.697959,0.465218,0.697959,All
0.720519,0.7,0.557362,0.7,0.580784,0.7,0.566831,0.7,0.549192,0.7,0.466943,0.7,All
0.729123,0.702041,0.558525,0.702041,0.583808,0.702041,0.582717,0.702041,0.552414,0.702041,0.475892,0.702041,All
0.731804,0.704082,0.566454,0.704082,0.587897,0.704082,0.587495,0.704082,0.56489,0.704082,0.478197,0.704082,All
0.740493,0.706122,0.573504,0.706122,0.595661,0.706122,0.603956,0.706122,0.571198,0.706122,0.488092,0.706122,All
0.744094,0.708163,0.573848,0.708163,0.605207,0.708163,0.62395,0.708163,0.577799,0.708163,0.5031,0.708163,All
0.748561,0.710204,0.578439,0.710204,0.618493,0.710204,0.62404,0.710204,0.581201,0.710204,0.510047,0.710204,All
0.749484,0.712245,0.587213,0.712245,0.621411,0.712245,0.626921,0.712245,0.58271,0.712245,0.516116,0.712245,All
0.753423,0.714286,0.589359,0.714286,0.626673,0.714286,0.633318,0.714286,0.60199,0.714286,0.516374,0.714286,All
0.75522,0.716327,0.593676,0.716327,0.633146,0.716327,0.63829,0.716327,0.627603,0.716327,0.525317,0.716327,All
0.759496,0.718367,0.596417,0.718367,0.635626,0.718367,0.643271,0.718367,0.636946,0.718367,0.537841,0.718367,All
0.788029,0.720408,0.596815,0.720408,0.637347,0.720408,0.64865,0.720408,0.648337,0.720408,0.541374,0.720408,All
0.788198,0.722449,0.598111,0.722449,0.648501,0.722449,0.65137,0.722449,0.64929,0.722449,0.547299,0.722449,All
0.793885,0.72449,0.598756,0.72449,0.649485,0.72449,0.662123,0.72449,0.65667,0.72449,0.550924,0.72449,All
0.799287,0.726531,0.612251,0.726531,0.660983,0.726531,0.664722,0.726531,0.664619,0.726531,0.55252,0.726531,All
0.801026,0.728571,0.619553,0.728571,0.67125,0.728571,0.686204,0.728571,0.678425,0.728571,0.560413,0.728571,All
0.805902,0.730612,0.624727,0.730612,0.675847,0.730612,0.693389,0.730612,0.68277,0.730612,0.561015,0.730612,All
0.811029,0.732653,0.627561,0.732653,0.678521,0.732653,0.699201,0.732653,0.694911,0.732653,0.571024,0.732653,All
0.823222,0.734694,0.632659,0.734694,0.679575,0.734694,0.703075,0.734694,0.717117,0.734694,0.578786,0.734694,All
0.833523,0.736735,0.633592,0.736735,0.691445,0.736735,0.71606,0.736735,0.720996,0.736735,0.583168,0.736735,All
0.836257,0.738776,0.661538,0.738776,0.707456,0.738776,0.718806,0.738776,0.723353,0.738776,0.587435,0.738776,All
0.841,0.740816,0.66334,0.740816,0.726578,0.740816,0.726904,0.740816,0.723922,0.740816,0.588719,0.740816,All
0.846096,0.742857,0.664946,0.742857,0.732174,0.742857,0.727642,0.742857,0.736686,0.742857,0.589155,0.742857,All
0.848162,0.744898,0.67095,0.744898,0.733973,0.744898,0.730505,0.744898,0.741752,0.744898,0.589959,0.744898,All
0.849636,0.746939,0.682464,0.746939,0.734641,0.746939,0.739429,0.746939,0.757291,0.746939,0.597959,0.746939,All
0.855681,0.74898,0.70567,0.74898,0.740962,0.74898,0.74621,0.74898,0.764376,0.74898,0.598811,0.74898,All
0.862134,0.75102,0.719257,0.75102,0.741355,0.75102,0.770241,0.75102,0.766413,0.75102,0.599205,0.75102,All
0.862162,0.753061,0.738329,0.753061,0.742672,0.753061,0.770423,0.753061,0.77605,0.753061,0.603311,0.753061,All
0.865444,0.755102,0.755986,0.755102,0.759265,0.755102,0.773318,0.755102,0.788662,0.755102,0.605153,0.755102,All
0.867925,0.757143,0.77417,0.757143,0.763279,0.757143,0.790451,0.757143,0.797523,0.757143,0.612041,0.757143,All
0.867984,0.759184,0.775708,0.759184,0.781032,0.759184,0.791317,0.759184,0.806755,0.759184,0.61346,0.759184,All
0.871639,0.761224,0.779402,0.761224,0.802265,0.761224,0.799746,0.761224,0.812653,0.761224,0.626802,0.761224,All
0.876006,0.763265,0.783411,0.763265,0.814245,0.763265,0.804014,0.763265,0.818705,0.763265,0.627307,0.763265,All
0.880785,0.765306,0.787669,0.765306,0.818458,0.765306,0.806869,0.765306,0.819453,0.765306,0.63171,0.765306,All
0.884511,0.767347,0.798001,0.767347,0.831545,0.767347,0.818422,0.767347,0.830164,0.767347,0.640821,0.767347,All
0.884916,0.769388,0.799583,0.769388,0.836837,0.769388,0.821624,0.769388,0.830168,0.769388,0.652195,0.769388,All
0.88712,0.771429,0.799645,0.771429,0.868109,0.771429,0.822018,0.771429,0.83171,0.771429,0.653511,0.771429,All
0.887528,0.773469,0.800939,0.773469,0.889583,0.773469,0.824256,0.773469,0.833677,0.773469,0.658511,0.773469,All
0.890588,0.77551,0.813654,0.77551,0.895046,0.77551,0.849429,0.77551,0.842552,0.77551,0.658686,0.77551,All
0.890909,0.777551,0.813964,0.777551,0.899331,0.777551,0.852137,0.777551,0.849301,0.777551,0.672821,0.777551,All
0.891475,0.779592,0.817445,0.779592,0.905992,0.779592,0.862052,0.779592,0.850886,0.779592,0.682917,0.779592,All
0.89524,0.781633,0.829798,0.781633,0.925802,0.781633,0.868159,0.781633,0.852133,0.781633,0.683306,0.781633,All
0.898644,0.783673,0.831837,0.783673,0.947345,0.783673,0.887107,0.783673,0.862547,0.783673,0.686009,0.783673,All
0.898729,0.785714,0.837733,0.785714,0.954223,0.785714,0.887819,0.785714,0.871148,0.785714,0.692405,0.785714,All
0.904345,0.787755,0.840988,0.787755,0.962665,0.787755,0.89038,0.787755,0.871629,0.787755,0.69949,0.787755,All
0.91334,0.789796,0.843896,0.789796,0.967596,0.789796,0.890555,0.789796,0.87168,0.789796,0.703942,0.789796,All
0.91587,0.791837,0.867667,0.791837,0.980493,0.791837,0.895274,0.791837,0.893412,0.791837,0.7209,0.791837,All
0.917751,0.793878,0.884111,0.793878,0.984138,0.793878,0.896536,0.793878,0.896255,0.793878,0.732706,0.793878,All
0.917848,0.795918,0.894956,0.795918,0.992335,0.795918,0.898515,0.795918,0.899923,0.795918,0.733873,0.795918,All
0.92274,0.797959,0.899137,0.797959,0.992929,0.797959,0.89956,0.797959,0.905543,0.797959,0.748735,0.797959,All
0.929297,0.8,0.905226,0.8,0.993294,0.8,0.909664,0.8,0.912632,0.8,0.766331,0.8,All
0.932745,0.802041,0.913788,0.802041,0.993738,0.802041,0.928232,0.802041,0.919476,0.802041,0.766651,0.802041,All
0.935929,0.804082,0.917386,0.804082,1.00584,0.804082,0.934346,0.804082,0.921286,0.804082,0.769152,0.804082,All
0.943679,0.806122,0.928102,0.806122,1.00879,0.806122,0.937917,0.806122,0.927068,0.806122,0.772297,0.806122,All
0.945498,0.808163,0.936647,0.808163,1.03115,0.808163,0.952042,0.808163,0.937263,0.808163,0.77361,0.808163,All
0.953099,0.810204,0.941428,0.810204,1.03237,0.810204,0.989038,0.810204,0.9453,0.810204,0.776641,0.810204,All
0.962088,0.812245,0.949653,0.812245,1.04393,0.812245,0.997364,0.812245,0.945509,0.812245,0.788928,0.812245,All
0.963761,0.814286,0.95791,0.814286,1.0517,0.814286,1.00795,0.814286,0.952107,0.814286,0.791753,0.814286,All
0.967338,0.816327,0.96693,0.816327,1.06557,0.816327,1.02337,0.816327,0.967844,0.816327,0.801106,0.816327,All
0.967506,0.818367,0.97219,0.818367,1.07684,0.818367,1.04694,0.818367,0.975655,0.818367,0.828,0.818367,All
0.974843,0.820408,0.978248,0.820408,1.08443,0.820408,1.04984,0.820408,0.977038,0.820408,0.837721,0.820408,All
0.978085,0.822449,0.985016,0.822449,1.08951,0.822449,1.05051,0.822449,0.978153,0.822449,0.839658,0.822449,All
0.982296,0.82449,1.02455,0.82449,1.11491,0.82449,1.0755,0.82449,0.980994,0.82449,0.881893,0.82449,All
0.984946,0.826531,1.03712,0.826531,1.12328,0.826531,1.08229,0.826531,0.982488,0.826531,0.88712,0.826531,All
0.985198,0.828571,1.04414,0.828571,1.14406,0.828571,1.08448,0.828571,1.02098,0.828571,0.899963,0.828571,All
0.990606,0.830612,1.05318,0.830612,1.15051,0.830612,1.11028,0.830612,1.02158,0.830612,0.900935,0.830612,All
0.991561,0.832653,1.06051,0.832653,1.15981,0.832653,1.13367,0.832653,1.02877,0.832653,0.903349,0.832653,All
0.992106,0.834694,1.06278,0.834694,1.16861,0.834694,1.13692,0.834694,1.03079,0.834694,0.903917,0.834694,All
0.995171,0.836735,1.07376,0.836735,1.16965,0.836735,1.14087,0.836735,1.05337,0.836735,0.912629,0.836735,All
1.00125,0.838776,1.07402,0.838776,1.20284,0.838776,1.14743,0.838776,1.05409,0.838776,0.9417,0.838776,All
