rep,id_var,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lk_simulated,eta_lae_simulated,eta_lw_simulated,eta_dE_simulated,split,color,filter
4,11,3.04321,-0.0169898,-0.0389262,0,0.007372,0,0,-0.659227,All,#4682B4,0
5,11,1.73607,-0.0135663,-0.0163452,0,-0.00765612,0,0,-0.337408,All,#4682B4,0
6,11,-0.622096,-0.0148189,0.00332664,0,-0.01281,0,0,-0.355721,All,#4682B4,0
7,11,1.48055,-0.0343364,-0.0221136,0,0.000144965,0,0,-0.614339,All,#4682B4,0
8,11,0.761304,-0.00850286,0.00462974,0,0.000639279,0,0,-0.728152,All,#4682B4,0
9,11,1.8483,-0.00816615,-0.00698856,0,-0.00321027,0,0,-0.774764,All,#4682B4,0
10,11,1.66979,0.0306619,0.00385466,0,-0.01823,0,0,-0.856482,All,#4682B4,0
1,12,2.99619,0.0241371,-0.0179262,0,-0.00260581,0,0,-0.0598733,All,#4682B4,0
2,12,0.824639,-0.014268,-0.00340443,0,0.0107339,0,0,0.0413857,All,#4682B4,0
3,12,-1.05443,-0.010958,0.0663652,0,0.0106027,0,0,-0.629057,All,#4682B4,0
4,12,-1.71131,0.01127,0.0719592,0,0.000395003,0,0,0.192007,All,#4682B4,0
5,12,-3.08574,-0.019186,0.00444218,0,-0.00354014,0,0,0.0988084,All,#4682B4,0
6,12,2.25789,-0.0202606,-0.0353469,0,0.00811455,0,0,0.505696,All,#4682B4,0
7,12,-3.02399,0.022342,0.0423195,0,-0.007042,0,0,0.248129,All,#4682B4,0
8,12,-3.03366,0.0155584,0.014381,0,-0.0147412,0,0,0.215543,All,#4682B4,0
9,12,-1.9997,-0.00290872,-0.010005,0,-0.013308,0,0,0.62572,All,#4682B4,0
10,12,0.967853,0.0244197,-0.0149923,0,0.0151805,0,0,-0.223456,All,#4682B4,0
1,13,1.43547,0.00260037,-0.0114581,0,0.00196692,0,0,0.740923,All,#4682B4,0
2,13,0.47525,-0.0138397,0.0362065,0,-0.0146875,0,0,0.43841,All,#4682B4,0
3,13,2.90641,-0.0338688,-0.0137753,0,-0.00392397,0,0,0.15575,All,#4682B4,0
4,13,1.15493,0.00490896,0.0193798,0,-0.00270789,0,0,1.04788,All,#4682B4,0
5,13,-0.848525,-0.0114153,0.0171446,0,-0.00593638,0,0,-0.194696,All,#4682B4,0
6,13,-0.24392,-0.0360294,0.0202689,0,-0.0111102,0,0,0.17156,All,#4682B4,0
7,13,0.100571,-0.0137268,0.0207957,0,0.0073377,0,0,0.004509,All,#4682B4,0
8,13,2.15317,-0.000986438,-0.0385875,0,0.00762062,0,0,0.450888,All,#4682B4,0
9,13,-0.390585,-0.00233254,0.017403,0,-0.00970834,0,0,0.657574,All,#4682B4,0
10,13,1.15545,0.0271968,0.0568952,0,-0.0093179,0,0,-0.102864,All,#4682B4,0
1,14,2.72848,-0.0146508,-0.0153369,0,0.00200866,0,0,0.0501438,All,#4682B4,0
2,14,3.92682,0.0145717,0.0263053,0,0.0187082,0,0,-0.327793,All,#4682B4,0
3,14,1.77871,-0.0484432,0.00719849,0,0.00624212,0,0,0.71229,All,#4682B4,0
4,14,3.68387,0.0203815,0.0212364,0,-0.00239137,0,0,0.617011,All,#4682B4,0
5,14,2.97293,-0.0167005,0.0328398,0,0.00890338,0,0,0.228262,All,#4682B4,0
6,14,4.86478,0.0132081,0.00132911,0,0.00518241,0,0,0.0123102,All,#4682B4,0
7,14,1.4195,-0.00350209,0.0393763,0,-0.00529152,0,0,0.226891,All,#4682B4,0
8,14,3.80173,0.0110115,0.0180834,0,0.0215954,0,0,0.491103,All,#4682B4,0
9,14,2.90301,0.0241639,0.0295297,0,-0.00743391,0,0,0.407478,All,#4682B4,0
10,14,1.72372,-0.0202535,0.0208217,0,-0.000589757,0,0,0.465335,All,#4682B4,0
1,15,-2.63208,-0.00103654,0.0117936,0,-0.00422377,0,0,0.567295,All,#4682B4,0
2,15,-2.3785,-0.0117648,0.00278806,0,0.00197771,0,0,-0.908193,All,#4682B4,0
3,15,0.843989,0.0124097,0.0471741,0,0.0137433,0,0,-0.899761,All,#4682B4,0
4,15,1.35687,0.0068322,-0.0416752,0,-0.00368167,0,0,0.0544458,All,#4682B4,0
5,15,0.309508,0.0253869,0.0206693,0,0.00359431,0,0,-0.668199,All,#4682B4,0
6,15,0.744673,0.0130057,0.038853,0,0.0132623,0,0,-0.276866,All,#4682B4,0
7,15,0.459168,0.0158457,-0.00244755,0,0.00737112,0,0,-0.750196,All,#4682B4,0
8,15,1.17125,0.00785953,0.0242758,0,0.00503941,0,0,-0.660864,All,#4682B4,0
9,15,-0.42957,0.0242281,0.0422673,0,0.0103329,0,0,-0.350658,All,#4682B4,0
10,15,0.519929,-0.000616855,-0.00856379,0,-0.00229633,0,0,-0.442831,All,#4682B4,0
1,16,-0.0526636,0.000826463,0.0442474,0,-0.00132106,0,0,0.0683223,All,#4682B4,0
2,16,-1.46074,-0.00701553,0.0632258,0,0.003871,0,0,-0.0786941,All,#4682B4,0
3,16,2.67571,0.0436384,0.0395991,0,0.0098065,0,0,-0.13952,All,#4682B4,0
4,16,-0.626987,0.00124793,0.0482044,0,-0.0012336,0,0,-0.305852,All,#4682B4,0
5,16,-1.46628,-0.0392923,0.0422013,0,0.0138697,0,0,0.165256,All,#4682B4,0
6,16,-0.00734075,-0.0290307,0.00750618,0,-0.0125289,0,0,0.066151,All,#4682B4,0
7,16,0.136523,-0.0283221,0.0159459,0,0.000447099,0,0,-0.680343,All,#4682B4,0
8,16,3.37068,0.0126225,0.00163741,0,-0.000560798,0,0,-0.385087,All,#4682B4,0
9,16,3.72305,0.0182029,-0.0218909,0,0.0110906,0,0,-1.04272,All,#4682B4,0
10,16,0.54558,0.00107859,0.0276078,0,-0.00529148,0,0,0.159047,All,#4682B4,0
1,17,0.0735033,0.0186543,0.0318617,0,0.0010562,0,0,1.09448,All,#4682B4,0
2,17,1.24573,0.00936253,-0.0241416,0,-0.0105697,0,0,0.497289,All,#4682B4,0
3,17,-1.73839,0.00293665,0.0494416,0,0.00357053,0,0,0.0214266,All,#4682B4,0
4,17,-1.2763,0.0105034,-0.00425677,0,0.00493046,0,0,-0.233922,All,#4682B4,0
5,17,-4.21676,-0.00925781,-0.018163,0,-0.00988311,0,0,-0.205646,All,#4682B4,0
6,17,-0.995111,-0.00234934,0.0202372,0,-0.00209765,0,0,0.197678,All,#4682B4,0
7,17,-2.18712,-0.0239748,0.00409466,0,0.00770332,0,0,-1.05793,All,#4682B4,0
8,17,2.51932,0.0156301,-0.00352209,0,0.00490919,0,0,-0.545197,All,#4682B4,0
9,17,0.40594,0.0102259,-0.00685387,0,-0.00214839,0,0,-0.163389,All,#4682B4,0
10,17,1.17407,-0.00152577,-0.0368047,0,0.00407164,0,0,0.245574,All,#4682B4,0
1,18,9.95965,-0.00436762,-0.0928815,0,-0.0142351,0,0,0.574977,All,#4682B4,0
2,18,9.16095,-0.0035299,-0.005284,0,-0.00316544,0,0,-0.316902,All,#4682B4,0
3,18,7.43774,0.0286749,0.0785178,0,0.00371078,0,0,0.102716,All,#4682B4,0
4,18,5.48102,-0.0174222,0.0758105,0,-0.0100156,0,0,0.20843,All,#4682B4,0
5,18,6.7898,-0.0353772,0.0315404,0,0.00110317,0,0,-0.0611639,All,#4682B4,0
6,18,7.41494,-0.000617866,0.071756,0,0.00339661,0,0,0.422873,All,#4682B4,0
7,18,7.96051,-0.0238994,0.052175,0,0.00241939,0,0,0.387268,All,#4682B4,0
8,18,6.66715,-0.0211505,0.0795987,0,-0.00917625,0,0,0.81432,All,#4682B4,0
9,18,6.85441,-0.0126645,0.0350029,0,-0.0208471,0,0,0.835109,All,#4682B4,0
10,18,7.64169,-0.042494,0.00920333,0,0.00405986,0,0,0.889695,All,#4682B4,0
1,19,-1.51843,-0.00355142,-0.0335575,0,0.00377698,0,0,-0.0461314,All,#4682B4,0
2,19,-2.10208,-0.0119797,-0.0138473,0,0.0167883,0,0,-0.246054,All,#4682B4,0
3,19,-3.11963,0.024173,-0.0352791,0,-0.00642666,0,0,0.416459,All,#4682B4,0
4,19,-4.94886,-0.0213733,-0.0425159,0,0.00832532,0,0,-0.376954,All,#4682B4,0
5,19,-7.41531,-0.0129816,0.0440124,0,0.0111124,0,0,-0.314695,All,#4682B4,0
6,19,-6.30064,-0.00601592,0.0138396,0,0.010127,0,0,0.527365,All,#4682B4,0
7,19,-5.66037,-0.00357748,0.0441092,0,-0.0036788,0,0,0.147566,All,#4682B4,0
8,19,-3.19524,-0.00523,-0.0340061,0,0.000730673,0,0,-1.12702,All,#4682B4,0
9,19,-1.93827,0.030431,-0.036587,0,-0.00331096,0,0,-0.234927,All,#4682B4,0
10,19,-2.99333,-0.00366266,-0.0537882,0,-0.00669609,0,0,0.623524,All,#4682B4,0
1,20,2.64718,0.0474283,-0.0312262,0,-0.00808423,0,0,0.0123515,All,#4682B4,0
2,20,-0.328357,-0.00190559,0.0256358,0,0.00731504,0,0,-0.366091,All,#4682B4,0
3,20,1.23686,-0.0162912,-0.0251233,0,0.00979224,0,0,-0.135069,All,#4682B4,0
4,20,1.83072,0.00890228,-0.0643852,0,-0.0142115,0,0,-0.0840895,All,#4682B4,0
5,20,1.08902,-0.00576283,-0.0415745,0,-0.00343371,0,0,0.29574,All,#4682B4,0
6,20,2.68045,0.00215906,-0.0477514,0,0.00921274,0,0,-0.147365,All,#4682B4,0
7,20,-0.121846,0.00641323,0.0227923,0,0.0106591,0,0,-0.561961,All,#4682B4,0
8,20,2.52373,0.030604,-0.0103753,0,0.0142969,0,0,0.0297826,All,#4682B4,0
9,20,-1.3498,-0.0346896,-0.002099,0,-0.00103328,0,0,-0.252743,All,#4682B4,0
10,20,4.16793,-0.00429239,-0.0808024,0,0.0121097,0,0,-0.452054,All,#4682B4,0
1,21,-0.442728,0.00732121,-0.0851265,0,0.0029589,0,0,-0.283592,All,#4682B4,0
2,21,-1.98837,-0.0214142,-0.0139703,0,0.0137841,0,0,0.0516443,All,#4682B4,0
3,21,-1.66385,0.0143558,-0.00203745,0,-0.00155444,0,0,0.490442,All,#4682B4,0
4,21,-0.561485,-0.0128243,-0.0643425,0,0.00936887,0,0,0.971242,All,#4682B4,0
5,21,-1.31721,0.0269004,-0.0447698,0,-0.0102621,0,0,0.119054,All,#4682B4,0
6,21,-3.20166,-0.00367075,0.0313746,0,0.0130246,0,0,0.203507,All,#4682B4,0
7,21,-1.4289,-0.00398665,-0.0132096,0,0.00212217,0,0,0.718589,All,#4682B4,0
8,21,1.24025,0.0355678,-0.108657,0,-0.0104625,0,0,0.528424,All,#4682B4,0
9,21,-1.85106,-0.0246657,0.00048326,0,0.0101504,0,0,-0.132952,All,#4682B4,0
10,21,-2.71056,-1.66051e-06,0.0136369,0,0.0141273,0,0,-0.102274,All,#4682B4,0
1,22,-2.34614,0.0429258,0.00614517,0,0.00780622,0,0,0.181208,All,#4682B4,0
2,22,-7.11555,-0.0163916,-0.0911875,0,0.00661476,0,0,0.0322381,All,#4682B4,0
3,22,-4.2134,0.0445572,-0.00966335,0,0.000330289,0,0,0.66946,All,#4682B4,0
4,22,-3.47457,0.00355156,-0.0305957,0,-0.00655271,0,0,0.557633,All,#4682B4,0
5,22,-5.52634,0.00889229,0.030327,0,-0.00480004,0,0,0.309513,All,#4682B4,0
6,22,-5.77201,-0.00222421,0.045059,0,0.0235212,0,0,0.530589,All,#4682B4,0
7,22,-6.07848,0.0345412,-0.0137226,0,-0.0149989,0,0,0.966353,All,#4682B4,0
8,22,-2.7598,-0.00621847,-0.0591808,0,0.00072669,0,0,0.0641063,All,#4682B4,0
9,22,-4.36269,0.0117496,-0.0908394,0,-0.00601758,0,0,0.6686,All,#4682B4,0
10,22,-6.20587,0.0126271,-0.0438092,0,-0.0102006,0,0,0.19971,All,#4682B4,0
1,23,-5.73961,-0.0238161,0.0185045,0,0.00588161,0,0,-0.204961,All,#4682B4,0
2,23,-2.37421,0.0078329,0.0110983,0,0.0103431,0,0,-0.555988,All,#4682B4,0
3,23,0.975158,0.00102027,-0.0740316,0,0.0085297,0,0,-0.450442,All,#4682B4,0
4,23,-1.91386,-0.0131583,-0.0450056,0,-0.00650437,0,0,-0.68791,All,#4682B4,0
5,23,-0.875208,0.02117,0.0340065,0,0.0086435,0,0,-0.763961,All,#4682B4,0
6,23,-3.15006,0.0138348,0.00597329,0,0.0053843,0,0,-0.63558,All,#4682B4,0
7,23,-1.07529,0.000528237,0.0113852,0,0.00412622,0,0,-0.363103,All,#4682B4,0
8,23,0.527589,-0.0175346,-0.0334658,0,-0.00553999,0,0,-0.505301,All,#4682B4,0
9,23,-2.51775,-0.00677645,-0.0458405,0,-0.00985594,0,0,-0.554646,All,#4682B4,0
10,23,-1.6138,0.0339659,0.00516218,0,-0.00886634,0,0,-0.12729,All,#4682B4,0
1,24,-0.502036,-0.00813779,-0.0173984,0,-0.004647,0,0,-1.10786,All,#4682B4,0
2,24,0.850536,-0.0226572,-0.0382525,0,0.00315523,0,0,-0.541135,All,#4682B4,0
3,24,-0.374339,0.00206296,0.0100818,0,0.000387844,0,0,-0.403836,All,#4682B4,0
4,24,-1.16727,-0.0142508,-0.0363161,0,-0.00465121,0,0,-0.224304,All,#4682B4,0
5,24,1.08675,0.00768456,0.000206575,0,-0.00238469,0,0,0.0825786,All,#4682B4,0
6,24,-1.2444,-0.0160586,-0.0041508,0,0.00351719,0,0,-0.218427,All,#4682B4,0
7,24,0.124956,0.028132,0.0230285,0,0.00598437,0,0,-0.30118,All,#4682B4,0
8,24,-0.450385,0.0116351,0.0148028,0,0.00180254,0,0,-0.661139,All,#4682B4,0
9,24,-1.81707,-0.0042936,-0.00553736,0,0.0118644,0,0,-0.2186,All,#4682B4,0
10,24,0.0605413,0.0124201,0.0249726,0,0.0150921,0,0,-0.340609,All,#4682B4,0
1,25,-0.822655,-0.0324341,0.0400469,0,-0.0114076,0,0,0.493945,All,#4682B4,0
2,25,1.34298,-0.00683663,-0.0516504,0,-0.0043462,0,0,0.510259,All,#4682B4,0
3,25,0.0369208,0.00621793,0.0105708,0,-0.00508059,0,0,0.290983,All,#4682B4,0
4,25,-0.981116,0.0341876,0.104872,0,0.00810845,0,0,-0.353428,All,#4682B4,0
5,25,-0.723017,-0.00274548,0.035659,0,-0.00840015,0,0,0.235378,All,#4682B4,0
6,25,1.79877,-0.012894,0.0280816,0,0.00104298,0,0,0.6284,All,#4682B4,0
7,25,-1.36858,0.0159011,0.0175767,0,-0.000383601,0,0,-0.149333,All,#4682B4,0
8,25,-1.23747,-0.000866085,0.0486387,0,-0.00452831,0,0,0.611922,All,#4682B4,0
9,25,0.57195,0.0183924,0.0547386,0,0.000891296,0,0,0.441441,All,#4682B4,0
10,25,0.159733,0.0103962,-0.0133322,0,-0.00822776,0,0,0.499588,All,#4682B4,0
1,26,-0.07315,0.00429841,0.0238914,0,0.00905658,0,0,-0.00509214,All,#4682B4,0
2,26,-1.12374,0.021385,0.0241612,0,-0.00211518,0,0,0.434803,All,#4682B4,0
3,26,0.380553,0.0105006,-0.0272559,0,0.00282265,0,0,0.347945,All,#4682B4,0
4,26,-1.64023,-0.0251295,-0.0238381,0,0.0037305,0,0,0.0683443,All,#4682B4,0
5,26,-1.83282,0.0166786,-0.00921463,0,-0.0119233,0,0,-0.230019,All,#4682B4,0
6,26,-4.48342,-0.0340514,0.0373331,0,0.00683344,0,0,0.283369,All,#4682B4,0
7,26,-0.834891,0.0292566,0.00901062,0,0.0067742,0,0,-0.0314385,All,#4682B4,0
8,26,2.07209,0.00885709,-0.00791424,0,0.0117012,0,0,-0.039942,All,#4682B4,0
9,26,-1.52944,-0.00417479,0.00404627,0,-0.00621794,0,0,-0.183323,All,#4682B4,0
10,26,-5.19869,0.00512746,0.0165775,0,-0.016158,0,0,-0.230359,All,#4682B4,0
1,27,-3.75413,-0.0501439,0.00541444,0,0.00541358,0,0,-0.694031,All,#4682B4,0
2,27,-3.28012,-0.00346329,0.0245718,0,-0.00279237,0,0,-0.163834,All,#4682B4,0
3,27,-3.53456,-0.00300024,0.0399672,0,0.00370385,0,0,-0.171465,All,#4682B4,0
4,27,-1.78798,0.0124693,-0.0477725,0,-0.00830725,0,0,0.16081,All,#4682B4,0
5,27,-0.0558993,-0.0153295,-0.0530438,0,0.000991496,0,0,-0.363309,All,#4682B4,0
6,27,-3.03678,0.00911924,0.0278653,0,-0.013375,0,0,-0.265778,All,#4682B4,0
7,27,-1.47124,0.0281537,0.0225661,0,-0.00135084,0,0,0.197738,All,#4682B4,0
8,27,-1.94646,0.00526794,0.0388864,0,-0.000897619,0,0,-0.26771,All,#4682B4,0
9,27,-1.66862,0.0287908,-0.0123428,0,0.00323925,0,0,-0.741658,All,#4682B4,0
10,27,-2.15313,0.00113295,0.0160282,0,0.000839547,0,0,-0.528514,All,#4682B4,0
1,28,1.6985,0.0133656,-0.00669348,0,0.0110007,0,0,-0.999947,All,#4682B4,0
2,28,1.93906,0.00500753,-0.0418333,0,0.00281193,0,0,-0.229314,All,#4682B4,0
3,28,1.92473,0.00440628,-0.00300628,0,0.00767685,0,0,-0.992555,All,#4682B4,0
4,28,0.533781,-0.0252385,-0.00260335,0,-0.00156201,0,0,-0.643007,All,#4682B4,0
5,28,-1.58494,-0.00190508,0.00972737,0,-0.0130303,0,0,-0.186353,All,#4682B4,0
6,28,1.55388,-0.00125889,0.00794742,0,0.0129098,0,0,0.387378,All,#4682B4,0
7,28,0.80137,0.0278544,-0.00656163,0,0.000663008,0,0,0.258612,All,#4682B4,0
8,28,-1.3424,0.00203993,-0.0128556,0,-0.0026266,0,0,0.416615,All,#4682B4,0
9,28,-0.51476,0.030683,0.0243063,0,-0.00958689,0,0,0.516556,All,#4682B4,0
10,28,0.714484,0.0151582,-0.0241485,0,-0.00806879,0,0,0.360876,All,#4682B4,0
1,29,-1.94455,0.0281421,-0.058328,0,-0.00452194,0,0,0.0855888,All,#4682B4,0
2,29,-4.55527,0.000908155,0.0330855,0,0.00567162,0,0,0.158413,All,#4682B4,0
3,29,-7.19492,0.00789621,0.00751118,0,0.00837437,0,0,-0.015089,All,#4682B4,0
4,29,-3.11593,0.022412,0.0225845,0,0.0144518,0,0,-0.253753,All,#4682B4,0
5,29,-3.3961,-0.00278364,-0.0232803,0,0.00682891,0,0,-0.559116,All,#4682B4,0
6,29,-5.89434,0.0191009,0.016732,0,-0.00882399,0,0,0.178958,All,#4682B4,0
7,29,-3.15618,0.0138486,-0.0285013,0,0.00340089,0,0,-0.316765,All,#4682B4,0
8,29,-6.91335,0.0183961,-0.0141572,0,0.000797336,0,0,0.0289577,All,#4682B4,0
9,29,-4.48666,-0.00813344,0.00378597,0,0.00411852,0,0,0.0892259,All,#4682B4,0
10,29,-6.05512,0.01767,0.00176955,0,0.00615665,0,0,-0.786939,All,#4682B4,0
1,30,2.81229,-0.0172246,-0.0377257,0,0.00841523,0,0,0.188909,All,#4682B4,0
2,30,1.64324,0.00427845,-0.0267414,0,0.00989498,0,0,-0.469593,All,#4682B4,0
3,30,2.60653,-0.00925601,-0.0338834,0,0.0115856,0,0,0.137304,All,#4682B4,0
4,30,0.635716,-0.00254962,-0.0172408,0,0.0176242,0,0,-0.396719,All,#4682B4,0
5,30,-0.371183,-0.00307876,0.000214552,0,-0.00203992,0,0,-0.303484,All,#4682B4,0
6,30,-1.52558,-0.0355385,0.0101993,0,-0.0133919,0,0,0.0887824,All,#4682B4,0
7,30,1.39459,0.0248691,0.0471619,0,-0.00596304,0,0,0.26543,All,#4682B4,0
8,30,1.86628,-0.00413929,0.0672058,0,0.0216315,0,0,-0.772311,All,#4682B4,0
9,30,-1.14661,-0.0110617,0.021774,0,-0.00235719,0,0,0.00640109,All,#4682B4,0
10,30,0.054191,-0.0161904,0.0410637,0,0.0142364,0,0,0.0930476,All,#4682B4,0
1,31,1.76233,-0.00339454,-0.0349517,0,0.00154441,0,0,0.244805,All,#4682B4,0
2,31,-0.29382,-0.0315156,-0.0371657,0,-0.00492239,0,0,0.0772224,All,#4682B4,0
3,31,0.117993,-0.0132411,-0.0321187,0,-0.007479,0,0,-0.0810137,All,#4682B4,0
4,31,2.26905,0.0312678,0.0198175,0,0.00287626,0,0,-0.453062,All,#4682B4,0
5,31,1.25991,0.0125968,-0.0160824,0,-0.00419572,0,0,-0.0730371,All,#4682B4,0
6,31,-1.58315,-0.0148976,0.021172,0,0.00872366,0,0,0.0421211,All,#4682B4,0
7,31,-1.39366,-0.0219281,0.0205915,0,0.00695132,0,0,-0.61177,All,#4682B4,0
8,31,-0.876273,0.0122284,0.0848137,0,0.00815329,0,0,0.319836,All,#4682B4,0
9,31,-1.71412,-0.0175754,0.0300102,0,0.00430984,0,0,0.502866,All,#4682B4,0
10,31,0.685391,-0.0156371,-0.0311532,0,0.00254162,0,0,0.0829664,All,#4682B4,0
1,32,-9.54067,0.0284664,-0.0354186,0,-0.00883584,0,0,-0.547665,All,#4682B4,0
2,32,-9.51454,0.0184707,-0.00772379,0,0.00631483,0,0,-0.295213,All,#4682B4,0
3,32,-7.7332,-0.0241687,-0.0175781,0,0.00716038,0,0,-0.42291,All,#4682B4,0
4,32,-11.2695,0.0498026,-0.0785595,0,-0.0132257,0,0,-0.287235,All,#4682B4,0
5,32,-8.13267,0.00805073,0.0103794,0,0.0153467,0,0,-1.17776,All,#4682B4,0
6,32,-7.92617,0.0350629,-0.0212837,0,0.0027332,0,0,-1.07676,All,#4682B4,0
7,32,-10.7208,-0.014728,0.00728406,0,-0.00335638,0,0,-0.94322,All,#4682B4,0
8,32,-5.47226,0.0416556,-0.0904596,0,-0.0112257,0,0,-0.51715,All,#4682B4,0
9,32,-5.76618,0.0158074,-0.0618105,0,0.00480027,0,0,-0.162603,All,#4682B4,0
10,32,-4.36459,0.0268487,-0.0673637,0,0.00252861,0,0,-0.51504,All,#4682B4,0
1,33,0.369379,-0.00365019,0.0398808,0,0.0135212,0,0,0.275225,All,#4682B4,0
2,33,-0.211028,-0.0102289,0.0366881,0,0.00975714,0,0,0.28063,All,#4682B4,0
3,33,1.9346,0.0215466,-0.0445768,0,-0.0021887,0,0,-0.740269,All,#4682B4,0
4,33,2.1571,0.0127207,0.0114439,0,0.0208854,0,0,-0.973294,All,#4682B4,0
5,33,3.034,-0.0202913,-0.0315659,0,0.0228944,0,0,-0.433537,All,#4682B4,0
6,33,0.370275,-0.0339336,0.00661314,0,-0.00401219,0,0,0.72966,All,#4682B4,0
7,33,0.894181,-0.00104972,-0.0308202,0,-0.0144297,0,0,0.590353,All,#4682B4,0
8,33,-0.587904,0.0196606,0.0460325,0,-0.007531,0,0,0.694397,All,#4682B4,0
9,33,2.22817,0.00897871,-0.0584443,0,-0.00659978,0,0,0.577156,All,#4682B4,0
10,33,0.409617,-0.0186813,-0.066836,0,-0.0118728,0,0,0.964661,All,#4682B4,0
1,34,0.178942,-0.019325,-0.0200499,0,0.00618652,0,0,0.335453,All,#4682B4,0
2,34,0.161989,-0.0167191,-0.00785846,0,-0.0108987,0,0,1.16851,All,#4682B4,0
3,34,2.79597,-0.00417143,-0.0647179,0,-0.013143,0,0,1.23304,All,#4682B4,0
4,34,1.72118,-0.0256147,-0.0299975,0,0.000670295,0,0,0.999835,All,#4682B4,0
5,34,-0.265697,0.0313537,0.0446422,0,-0.00353779,0,0,0.530402,All,#4682B4,0
6,34,0.719998,-0.0006405,0.0126344,0,-0.00775464,0,0,0.449486,All,#4682B4,0
7,34,-0.168318,0.0157587,0.0194005,0,-0.0042379,0,0,0.014542,All,#4682B4,0
8,34,2.07587,0.0232036,-0.00774015,0,0.00311888,0,0,0.0930669,All,#4682B4,0
9,34,-1.13279,-0.00177087,0.0296121,0,-0.00826083,0,0,-0.413539,All,#4682B4,0
10,34,-0.175873,-0.0128765,0.0340594,0,0.00240964,0,0,-0.437631,All,#4682B4,0
