aS_vs_dE_abscissa,aS_vs_dE_spline,aS_vs_dE_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_lae_abscissa,aS_vs_lae_spline,aS_vs_lae_regression,aS_vs_lk_abscissa,aS_vs_lk_spline,aS_vs_lk_regression,aS_vs_lw_abscissa,aS_vs_lw_spline,aS_vs_lw_regression,dE_vs_aS_abscissa,dE_vs_aS_spline,dE_vs_aS_regression,dE_vs_dS_abscissa,dE_vs_dS_spline,dE_vs_dS_regression,dE_vs_initT_abscissa,dE_vs_initT_spline,dE_vs_initT_regression,dE_vs_lBt0_abscissa,dE_vs_lBt0_spline,dE_vs_lBt0_regression,dE_vs_lae_abscissa,dE_vs_lae_spline,dE_vs_lae_regression,dE_vs_lk_abscissa,dE_vs_lk_spline,dE_vs_lk_regression,dE_vs_lw_abscissa,dE_vs_lw_spline,dE_vs_lw_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dE_abscissa,dS_vs_dE_spline,dS_vs_dE_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_lae_abscissa,dS_vs_lae_spline,dS_vs_lae_regression,dS_vs_lk_abscissa,dS_vs_lk_spline,dS_vs_lk_regression,dS_vs_lw_abscissa,dS_vs_lw_spline,dS_vs_lw_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dE_abscissa,initT_vs_dE_spline,initT_vs_dE_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_lae_abscissa,initT_vs_lae_spline,initT_vs_lae_regression,initT_vs_lk_abscissa,initT_vs_lk_spline,initT_vs_lk_regression,initT_vs_lw_abscissa,initT_vs_lw_spline,initT_vs_lw_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dE_abscissa,lBt0_vs_dE_spline,lBt0_vs_dE_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_lae_abscissa,lBt0_vs_lae_spline,lBt0_vs_lae_regression,lBt0_vs_lk_abscissa,lBt0_vs_lk_spline,lBt0_vs_lk_regression,lBt0_vs_lw_abscissa,lBt0_vs_lw_spline,lBt0_vs_lw_regression,lae_vs_aS_abscissa,lae_vs_aS_spline,lae_vs_aS_regression,lae_vs_dE_abscissa,lae_vs_dE_spline,lae_vs_dE_regression,lae_vs_dS_abscissa,lae_vs_dS_spline,lae_vs_dS_regression,lae_vs_initT_abscissa,lae_vs_initT_spline,lae_vs_initT_regression,lae_vs_lBt0_abscissa,lae_vs_lBt0_spline,lae_vs_lBt0_regression,lae_vs_lk_abscissa,lae_vs_lk_spline,lae_vs_lk_regression,lae_vs_lw_abscissa,lae_vs_lw_spline,lae_vs_lw_regression,lk_vs_aS_abscissa,lk_vs_aS_spline,lk_vs_aS_regression,lk_vs_dE_abscissa,lk_vs_dE_spline,lk_vs_dE_regression,lk_vs_dS_abscissa,lk_vs_dS_spline,lk_vs_dS_regression,lk_vs_initT_abscissa,lk_vs_initT_spline,lk_vs_initT_regression,lk_vs_lBt0_abscissa,lk_vs_lBt0_spline,lk_vs_lBt0_regression,lk_vs_lae_abscissa,lk_vs_lae_spline,lk_vs_lae_regression,lk_vs_lw_abscissa,lk_vs_lw_spline,lk_vs_lw_regression,lw_vs_aS_abscissa,lw_vs_aS_spline,lw_vs_aS_regression,lw_vs_dE_abscissa,lw_vs_dE_spline,lw_vs_dE_regression,lw_vs_dS_abscissa,lw_vs_dS_spline,lw_vs_dS_regression,lw_vs_initT_abscissa,lw_vs_initT_spline,lw_vs_initT_regression,lw_vs_lBt0_abscissa,lw_vs_lBt0_spline,lw_vs_lBt0_regression,lw_vs_lae_abscissa,lw_vs_lae_spline,lw_vs_lae_regression,lw_vs_lk_abscissa,lw_vs_lk_spline,lw_vs_lk_regression
-1.31114,-0.00299285,-0.00188962,-0.0827458,0.00294891,0.00158188,-8.91073,0.00442627,0.0010162,-0.0170853,0.00934712,0.00339535,-0.731863,0.00299211,0.00114058,-1.05632,0.00390551,0.00338892,-2.08071,0.00550139,0.00369266,-0.0543554,-0.278965,-0.303241,-0.0827458,0.400374,0.588966,-8.91073,0.133884,0.5071,-0.0170853,-0.321263,-0.349899,-0.731863,0.30762,0.299638,-1.05632,0.513369,0.516097,-2.08071,-0.0427734,0.686811,-0.0543554,0.00596282,0.00304938,-1.31114,-0.000122578,0.00858727,-8.91073,-0.00697346,2.46499e-06,-0.0170853,-0.00155698,-0.00468751,-0.731863,-0.000670974,-0.00132112,-1.05632,-0.00978534,-0.00566203,-2.08071,-0.011632,-0.0192901,-0.0543554,-0.726896,0.0806828,-1.31114,1.35433,0.480144,-0.0827458,-0.276772,-0.0423512,-0.0170853,-0.617826,-0.663013,-0.731863,-1.67979,-0.575471,-1.05632,-1.59666,-1.13347,-2.08071,-0.479726,-2.14029,-0.0543554,0.00598516,0.00265611,-1.31114,-0.00177668,-0.00111389,-0.0827458,-0.000684823,-0.0008025,-8.91073,0.00245914,-0.00196448,-0.731863,0.00188681,0.00060507,-1.05632,0.00400201,0.00426454,-2.08071,-0.00105788,0.00133864,-0.0543554,0.131283,0.0311947,-1.31114,0.0229464,0.049383,-0.0827458,-0.00885724,0.00286527,-8.91073,-0.221442,-0.0493633,-0.0170853,0.0565842,0.0156249,-1.05632,-0.0117049,-0.0292642,-2.08071,0.0556437,-0.0123465,-0.0543554,0.120283,0.0938034,-1.31114,0.100923,0.0967664,-0.0827458,-0.0653521,-0.0912696,-8.91073,-0.503687,-0.229407,-0.0170853,0.0993946,0.173699,-0.731863,0.0700368,-0.0833652,-2.08071,0.357467,0.0700659,-0.0543554,0.120402,0.120101,-1.31114,0.14612,0.160673,-0.0827458,-0.279448,-0.404696,-8.91073,-0.482434,-0.600107,-0.0170853,0.129523,0.0189918,-0.731863,-0.00784311,-0.0933586,-1.05632,0.144623,0.0745414
-1.2502,-0.00267685,-0.00179592,-0.0803903,0.00256046,0.00154055,-8.6963,0.004242,0.00099485,-0.0166238,0.00851847,0.00330961,-0.712992,0.00239156,0.00111506,-1.02872,0.00448488,0.0033027,-2.02542,0.00480745,0.0035963,-0.0531718,-0.261354,-0.296525,-0.0803903,0.372604,0.572304,-8.6963,0.156238,0.49495,-0.0166238,-0.337213,-0.34054,-0.712992,0.279797,0.29218,-1.02872,0.417329,0.502576,-2.02542,0.0233915,0.668366,-0.0531718,0.00510295,0.00297607,-1.2502,0.00511672,0.00817493,-8.6963,-0.00584713,-5.48338e-06,-0.0166238,-0.00378107,-0.00457278,-0.712992,-0.000250008,-0.00129583,-1.02872,-0.00854053,-0.00552059,-2.02542,-0.0135766,-0.0187763,-0.0531718,-0.72651,0.0775029,-1.2502,1.48533,0.45489,-0.0803903,-0.325674,-0.0430188,-0.0166238,-0.678252,-0.647302,-0.712992,-1.68899,-0.562527,-1.02872,-1.40211,-1.10518,-2.02542,-0.423621,-2.08408,-0.0531718,0.00586797,0.00260836,-1.2502,-0.00129308,-0.00104116,-0.0803903,-0.000517457,-0.000766474,-8.6963,0.00261757,-0.00190575,-0.712992,0.00184718,0.000601336,-1.02872,0.00359095,0.00416365,-2.02542,-0.00129402,0.00131479,-0.0531718,0.121322,0.0307628,-1.2502,-0.00179076,0.0476216,-0.0803903,0.0158645,0.00310659,-8.6963,-0.215016,-0.0478924,-0.0166238,0.0637034,0.0155114,-1.02872,0.00021716,-0.0281888,-2.02542,0.0616741,-0.0117057,-0.0531718,0.112675,0.0914428,-1.2502,0.0722543,0.0916014,-0.0803903,-0.0467166,-0.0890863,-8.6963,-0.472512,-0.224206,-0.0166238,0.120526,0.168739,-0.712992,0.040989,-0.0816261,-2.02542,0.326463,0.0677648,-0.0531718,0.0931992,0.116631,-1.2502,0.213367,0.151404,-0.0803903,-0.310843,-0.394264,-8.6963,-0.472907,-0.58652,-0.0166238,0.155084,0.0174489,-0.712992,-0.0201091,-0.0919952,-1.02872,0.144734,0.0715145
-1.18927,-0.00268669,-0.00170222,-0.0780347,0.0022685,0.00149922,-8.48186,0.00405774,0.000973504,-0.0161624,0.00757443,0.00322388,-0.694121,0.00184499,0.00108955,-1.00112,0.00513418,0.00321648,-1.97013,0.00411351,0.00349994,-0.0519882,-0.243743,-0.28981,-0.0780347,0.352064,0.555641,-8.48186,0.178593,0.4828,-0.0161624,-0.353797,-0.33118,-0.694121,0.248452,0.284722,-1.00112,0.325144,0.489055,-1.97013,0.0895563,0.649921,-0.0519882,0.00424308,0.00290277,-1.18927,0.0144337,0.00776259,-8.48186,-0.0047208,-1.34317e-05,-0.0161624,-0.00588478,-0.00445804,-0.694121,-1.50182e-05,-0.00127055,-1.00112,-0.00720864,-0.00537915,-1.97013,-0.0155212,-0.0182626,-0.0519882,-0.726123,0.0743231,-1.18927,1.55483,0.429636,-0.0780347,-0.355825,-0.0436864,-0.0161624,-0.730109,-0.631591,-0.694121,-1.66674,-0.549583,-1.00112,-1.20275,-1.07688,-1.97013,-0.367516,-2.02788,-0.0519882,0.00575078,0.00256062,-1.18927,-0.000570909,-0.00096844,-0.0780347,-0.000400028,-0.000730449,-8.48186,0.002776,-0.00184702,-0.694121,0.00180077,0.000597602,-1.00112,0.00318367,0.00406276,-1.97013,-0.00153015,0.00129093,-0.0519882,0.111362,0.0303308,-1.18927,-0.00102019,0.0458601,-0.0780347,0.0421678,0.00334792,-8.48186,-0.208589,-0.0464214,-0.0161624,0.0696479,0.0153979,-1.00112,0.0119567,-0.0271135,-1.97013,0.0677045,-0.0110648,-0.0519882,0.105068,0.0890822,-1.18927,0.0721841,0.0864364,-0.0780347,-0.0264992,-0.0869029,-8.48186,-0.441337,-0.219005,-0.0161624,0.141087,0.163779,-0.694121,0.00900264,-0.0798869,-1.97013,0.295459,0.0654637,-0.0519882,0.0659965,0.113161,-1.18927,0.25221,0.142136,-0.0780347,-0.343483,-0.383831,-8.48186,-0.46338,-0.572933,-0.0161624,0.178202,0.0159061,-0.694121,-0.0338247,-0.0906318,-1.00112,0.146498,0.0684876
-1.12834,-0.00387025,-0.00160852,-0.0756791,0.00206875,0.00145789,-8.26743,0.00387348,0.000952159,-0.0157009,0.00630762,0.00313814,-0.67525,0.0013021,0.00106403,-0.973518,0.00588843,0.00313026,-1.91483,0.00402017,0.00340358,-0.0508046,-0.226131,-0.283094,-0.0756791,0.340178,0.538978,-8.26743,0.200947,0.47065,-0.0157009,-0.368421,-0.321821,-0.67525,0.217006,0.277265,-0.973518,0.250509,0.475534,-1.91483,0.158333,0.631476,-0.0508046,0.00338322,0.00282946,-1.12834,0.0182631,0.00735025,-8.26743,-0.00359446,-2.13801e-05,-0.0157009,-0.007426,-0.0043433,-0.67525,0.000207985,-0.00124527,-0.973518,-0.0058673,-0.00523771,-1.91483,-0.0143212,-0.0177488,-0.0508046,-0.725737,0.0711433,-1.12834,1.41724,0.404383,-0.0756791,-0.366946,-0.044354,-0.0157009,-0.745549,-0.61588,-0.67525,-1.64265,-0.536639,-0.973518,-1.00411,-1.04858,-1.91483,-0.532352,-1.97168,-0.0508046,0.00563358,0.00251287,-1.12834,-0.000564281,-0.000895717,-0.0756791,-0.000350766,-0.000694424,-8.26743,0.00293442,-0.00178829,-0.67525,0.00175392,0.000593868,-0.973518,0.00279645,0.00396188,-1.91483,-0.00122038,0.00126707,-0.0508046,0.101401,0.0298989,-1.12834,0.0069316,0.0440987,-0.0756791,0.067712,0.00358925,-8.26743,-0.202163,-0.0449505,-0.0157009,0.0698667,0.0152844,-0.973518,0.0217376,-0.0260381,-1.91483,0.078343,-0.010424,-0.0508046,0.0974604,0.0867216,-1.12834,0.0583488,0.0812714,-0.0756791,-0.00682642,-0.0847196,-8.26743,-0.410162,-0.213804,-0.0157009,0.155539,0.158819,-0.67525,-0.0231109,-0.0781478,-1.91483,0.289768,0.0631626,-0.0508046,0.0387939,0.10969,-1.12834,0.26696,0.132867,-0.0756791,-0.373785,-0.373399,-8.26743,-0.453853,-0.559346,-0.0157009,0.184435,0.0143632,-0.67525,-0.0476117,-0.0892684,-0.973518,0.149244,0.0654606
-1.0674,-0.00535872,-0.00151482,-0.0733236,0.00190434,0.00141656,-8.05299,0.00381884,0.000930813,-0.0152395,0.00491139,0.0030524,-0.656379,0.000794265,0.00103852,-0.945916,0.00667899,0.00304404,-1.85954,0.00400285,0.00330723,-0.049621,-0.214645,-0.276378,-0.0733236,0.332557,0.522315,-8.05299,0.229435,0.458501,-0.0152395,-0.380746,-0.312461,-0.656379,0.187209,0.269807,-0.945916,0.198845,0.462013,-1.85954,0.224678,0.613031,-0.049621,0.00270164,0.00275616,-1.0674,0.0157944,0.00693791,-8.05299,-0.00265136,-2.93285e-05,-0.0152395,-0.0086502,-0.00422857,-0.656379,0.000330198,-0.00121998,-0.945916,-0.00469697,-0.00509627,-1.85954,-0.0129191,-0.017235,-0.049621,-0.691886,0.0679634,-1.0674,1.0773,0.379129,-0.0733236,-0.370169,-0.0450216,-0.0152395,-0.741342,-0.60017,-0.656379,-1.60731,-0.523695,-0.945916,-0.817126,-1.02028,-1.85954,-0.708768,-1.91548,-0.049621,0.00541662,0.00246513,-1.0674,-0.0010828,-0.000822994,-0.0733236,-0.000338761,-0.000658399,-8.05299,0.00294598,-0.00172956,-0.656379,0.00170348,0.000590133,-0.945916,0.00243684,0.00386099,-1.85954,-0.000881239,0.00124322,-0.049621,0.0899907,0.029467,-1.0674,0.0128428,0.0423372,-0.0733236,0.091729,0.00383058,-8.05299,-0.190454,-0.0434796,-0.0152395,0.0668012,0.0151709,-0.945916,0.0284201,-0.0249628,-1.85954,0.0881612,-0.00978315,-0.049621,0.0927096,0.0843609,-1.0674,0.0334859,0.0761064,-0.0733236,0.0115178,-0.0825362,-8.05299,-0.373675,-0.208603,-0.0152395,0.165713,0.153859,-0.656379,-0.0550389,-0.0764086,-1.85954,0.285933,0.0608616,-0.049621,0.0138478,0.10622,-1.0674,0.255489,0.123599,-0.0733236,-0.40127,-0.362966,-8.05299,-0.445998,-0.545759,-0.0152395,0.179826,0.0128203,-0.656379,-0.0615527,-0.0879051,-0.945916,0.150174,0.0624337
-1.00647,-0.00551221,-0.00142111,-0.070968,0.00178697,0.00137523,-7.83855,0.00399043,0.000909467,-0.0147781,0.00332127,0.00296666,-0.637509,0.000349534,0.001013,-0.918313,0.00744758,0.00295782,-1.80425,0.00401473,0.00321087,-0.0484374,-0.21091,-0.269662,-0.070968,0.332052,0.505653,-7.83855,0.268493,0.446351,-0.0147781,-0.386426,-0.303101,-0.637509,0.160384,0.262349,-0.918313,0.182623,0.448492,-1.80425,0.289011,0.594585,-0.0484374,0.00224584,0.00268286,-1.00647,0.00960339,0.00652557,-7.83855,-0.00206065,-3.72768e-05,-0.0147781,-0.0092059,-0.00411383,-0.637509,0.00027091,-0.0011947,-0.918313,-0.00393194,-0.00495483,-1.80425,-0.0115159,-0.0167213,-0.0484374,-0.615717,0.0647836,-1.00647,0.583216,0.353875,-0.070968,-0.361962,-0.0456892,-0.0147781,-0.697027,-0.584459,-0.637509,-1.55168,-0.510751,-0.918313,-0.656397,-0.991976,-1.80425,-0.883237,-1.85928,-0.0484374,0.00507344,0.00241738,-1.00647,-0.00145804,-0.000750271,-0.070968,-0.000393189,-0.000622374,-7.83855,0.00268225,-0.00167083,-0.637509,0.00164657,0.000586399,-0.918313,0.00212083,0.0037601,-1.80425,-0.000546313,0.00121936,-0.0484374,0.0767507,0.029035,-1.00647,0.0119458,0.0405757,-0.070968,0.111844,0.00407191,-7.83855,-0.169268,-0.0420086,-0.0147781,0.0567237,0.0150574,-0.918313,0.0299101,-0.0238874,-1.80425,0.0971165,-0.0091423,-0.0484374,0.0915719,0.0820003,-1.00647,0.0207621,0.0709414,-0.070968,0.0264003,-0.0803528,-7.83855,-0.327748,-0.203402,-0.0147781,0.165611,0.148899,-0.637509,-0.0866327,-0.0746695,-1.80425,0.282283,0.0585605,-0.0484374,-0.00823626,0.10275,-1.00647,0.20866,0.11433,-0.070968,-0.422101,-0.352534,-7.83855,-0.44087,-0.532171,-0.0147781,0.150356,0.0112775,-0.637509,-0.0757709,-0.0865417,-0.918313,0.145906,0.0594068
-0.945535,-0.00283341,-0.00132741,-0.0686125,0.00169187,0.0013339,-7.62412,0.00416484,0.000888122,-0.0143166,0.00160186,0.00288093,-0.618638,-1.74933e-05,0.000987485,-0.890711,0.00817278,0.0028716,-1.74895,0.00407642,0.00311451,-0.0472538,-0.21198,-0.262946,-0.0686125,0.338103,0.48899,-7.62412,0.307178,0.434201,-0.0143166,-0.383961,-0.293742,-0.618638,0.140471,0.254892,-0.890711,0.191461,0.434971,-1.74895,0.349039,0.57614,-0.0472538,0.00201371,0.00260955,-0.945535,0.0027602,0.00611323,-7.62412,-0.0015939,-4.52252e-05,-0.0143166,-0.00909118,-0.00399909,-0.618638,4.62256e-06,-0.00116941,-0.890711,-0.00350401,-0.00481339,-1.74895,-0.0101727,-0.0162075,-0.0472538,-0.531851,0.0616038,-0.945535,0.00644756,0.328622,-0.0686125,-0.346314,-0.0463568,-0.0143166,-0.61358,-0.568748,-0.618638,-1.47865,-0.497807,-0.890711,-0.517184,-0.963677,-1.74895,-1.04921,-1.80308,-0.0472538,0.00467494,0.00236964,-0.945535,-0.00102853,-0.000677548,-0.0686125,-0.000516437,-0.000586349,-7.62412,0.00234558,-0.0016121,-0.618638,0.00158237,0.000582665,-0.890711,0.00183602,0.00365922,-1.74895,-0.000231134,0.0011955,-0.0472538,0.0649408,0.0286031,-0.945535,0.000656149,0.0388143,-0.0686125,0.125962,0.00431324,-7.62412,-0.147023,-0.0405377,-0.0143166,0.0395648,0.0149438,-0.890711,0.0275813,-0.0228121,-1.74895,0.104157,-0.00850145,-0.0472538,0.0914903,0.0796397,-0.945535,0.0417862,0.0657764,-0.0686125,0.0358855,-0.0781695,-7.62412,-0.281081,-0.198201,-0.0143166,0.154181,0.143939,-0.618638,-0.116085,-0.0729304,-1.74895,0.278523,0.0562594,-0.0472538,-0.0247154,0.0992792,-0.945535,0.121709,0.105061,-0.0686125,-0.433335,-0.342101,-7.62412,-0.435075,-0.518584,-0.0143166,0.0943401,0.00973459,-0.618638,-0.0896799,-0.0851783,-0.890711,0.137109,0.0563799
-0.884601,0.00145203,-0.00123371,-0.0662569,0.00159943,0.00129257,-7.40968,0.00433074,0.000866776,-0.0138552,-0.000105422,0.00279519,-0.599767,-0.000294321,0.00096197,-0.863109,0.00875714,0.00278537,-1.69366,0.00414077,0.00301815,-0.0460701,-0.215815,-0.25623,-0.0662569,0.349516,0.472327,-7.40968,0.345142,0.422051,-0.0138552,-0.372878,-0.284382,-0.599767,0.130166,0.247434,-0.863109,0.250579,0.42145,-1.69366,0.408687,0.557695,-0.0460701,0.00192802,0.00253625,-0.884601,-0.00262598,0.00570089,-7.40968,-0.00119056,-5.31736e-05,-0.0138552,-0.00846809,-0.00388436,-0.599767,-0.00049393,-0.00114413,-0.863109,-0.00380236,-0.00467195,-1.69366,-0.00884342,-0.0156938,-0.0460701,-0.4475,0.0584239,-0.884601,-0.494036,0.303368,-0.0662569,-0.326859,-0.0470244,-0.0138552,-0.502226,-0.553037,-0.599767,-1.3891,-0.484863,-0.863109,-0.426137,-0.935377,-1.69366,-1.21382,-1.74688,-0.0460701,0.0042495,0.00232189,-0.884601,7.33918e-06,-0.000604825,-0.0662569,-0.000701565,-0.000550323,-7.40968,0.0019747,-0.00155337,-0.599767,0.00151004,0.000578931,-0.863109,0.00161838,0.00355833,-1.69366,8.08107e-05,0.00117165,-0.0460701,0.054499,0.0281712,-0.884601,-0.00987098,0.0370528,-0.0662569,0.133406,0.00455456,-7.40968,-0.124532,-0.0390668,-0.0138552,0.0177713,0.0148303,-0.863109,0.0173824,-0.0217367,-1.69366,0.111018,-0.0078606,-0.0460701,0.0917643,0.0772791,-0.884601,0.0773051,0.0606115,-0.0662569,0.0393296,-0.0759861,-7.40968,-0.234369,-0.193,-0.0138552,0.132946,0.138979,-0.599767,-0.142208,-0.0711912,-1.69366,0.274683,0.0539584,-0.0460701,-0.0371558,0.0958088,-0.884601,0.0244635,0.0957929,-0.0662569,-0.434166,-0.331669,-7.40968,-0.428728,-0.504997,-0.0138552,0.0166726,0.00819172,-0.599767,-0.102913,-0.0838149,-0.863109,0.118365,0.053353
-0.823667,0.00422028,-0.00114001,-0.0639013,0.00149261,0.00125124,-7.19524,0.00444385,0.000845431,-0.0133938,-0.00153033,0.00270945,-0.580896,-0.000495099,0.000936455,-0.835506,0.00910507,0.00269915,-1.63837,0.00424244,0.00292179,-0.0448865,-0.219649,-0.249515,-0.0639013,0.366723,0.455664,-7.19524,0.379807,0.409901,-0.0133938,-0.355877,-0.275023,-0.580896,0.128827,0.239976,-0.835506,0.335065,0.407929,-1.63837,0.461428,0.53925,-0.0448865,0.00184233,0.00246294,-0.823667,-0.00529893,0.00528855,-7.19524,-0.00090239,-6.11219e-05,-0.0133938,-0.00786341,-0.00376962,-0.580896,-0.00118393,-0.00111885,-0.835506,-0.00446918,-0.0045305,-1.63837,-0.00782017,-0.01518,-0.0448865,-0.363149,0.0552441,-0.823667,-0.714917,0.278115,-0.0639013,-0.305849,-0.047692,-0.0133938,-0.396384,-0.537327,-0.580896,-1.28762,-0.471919,-0.835506,-0.372516,-0.907077,-1.63837,-1.35024,-1.69067,-0.0448865,0.00382407,0.00227415,-0.823667,0.000835126,-0.000532102,-0.0639013,-0.000959192,-0.000514298,-7.19524,0.0015533,-0.00149464,-0.580896,0.00143103,0.000575197,-0.835506,0.00146076,0.00345744,-1.63837,0.000325027,0.00114779,-0.0448865,0.0440572,0.0277392,-0.823667,0.000732,0.0352913,-0.0639013,0.131646,0.00479589,-7.19524,-0.102699,-0.0375959,-0.0133938,-0.00147823,0.0147168,-0.835506,0.0028167,-0.0206614,-1.63837,0.114573,-0.00721975,-0.0448865,0.0920383,0.0749185,-0.823667,0.0805149,0.0554465,-0.0639013,0.0344223,-0.0738027,-7.19524,-0.188833,-0.187798,-0.0133938,0.109254,0.134019,-0.580896,-0.165066,-0.0694521,-1.63837,0.268962,0.0516573,-0.0448865,-0.0495962,0.0923385,-0.823667,-0.0306397,0.0865243,-0.0639013,-0.420912,-0.321236,-7.19524,-0.420586,-0.49141,-0.0133938,-0.063397,0.00664884,-0.580896,-0.115404,-0.0824516,-0.835506,0.09447,0.050326
-0.762733,0.00227653,-0.0010463,-0.0615458,0.0013677,0.00120991,-6.98081,0.00447101,0.000824085,-0.0129323,-0.00227702,0.00262372,-0.562025,-0.000582643,0.000910939,-0.807904,0.009115,0.00261293,-1.58307,0.00435847,0.00282543,-0.0437029,-0.223484,-0.242799,-0.0615458,0.389451,0.439002,-6.98081,0.409494,0.397751,-0.0129323,-0.335451,-0.265663,-0.562025,0.14175,0.232519,-0.807904,0.427627,0.394408,-1.58307,0.505871,0.520805,-0.0437029,0.00175665,0.00238964,-0.762733,-0.00375479,0.00487622,-6.98081,-0.000708101,-6.90703e-05,-0.0129323,-0.00795961,-0.00365489,-0.562025,-0.00215437,-0.00109356,-0.807904,-0.00523402,-0.00438906,-1.58307,-0.00731485,-0.0146662,-0.0437029,-0.278798,0.0520642,-0.762733,-0.430189,0.252861,-0.0615458,-0.285026,-0.0483596,-0.0129323,-0.340067,-0.521616,-0.562025,-1.17053,-0.458975,-0.807904,-0.351332,-0.878778,-1.58307,-1.44233,-1.63447,-0.0437029,0.00339864,0.0022264,-0.762733,0.000635524,-0.000459379,-0.0615458,-0.00126473,-0.000478273,-6.98081,0.00110408,-0.00143591,-0.562025,0.00134227,0.000571463,-0.807904,0.00136563,0.00335655,-1.58307,0.000462065,0.00112393,-0.0437029,0.0336155,0.0273073,-0.762733,0.0535534,0.0335299,-0.0615458,0.11975,0.00503722,-6.98081,-0.0826735,-0.0361249,-0.0129323,-0.0084589,0.0146033,-0.807904,-0.0137328,-0.0195861,-1.58307,0.11399,-0.00657891,-0.0437029,0.0923123,0.0725579,-0.762733,0.00433947,0.0502815,-0.0615458,0.0205771,-0.0716194,-6.98081,-0.145698,-0.182597,-0.0129323,0.092195,0.129059,-0.562025,-0.182574,-0.0677129,-1.58307,0.259761,0.0493562,-0.0437029,-0.0620366,0.0888681,-0.762733,0.0115059,0.0772557,-0.0615458,-0.393454,-0.310804,-6.98081,-0.410073,-0.477823,-0.0129323,-0.121387,0.00510597,-0.562025,-0.126606,-0.0810882,-0.807904,0.069099,0.0472991
-0.701799,-0.00197428,-0.000952602,-0.0591902,0.00124648,0.00116858,-6.76637,0.00438718,0.00080274,-0.0124709,-0.00212724,0.00253798,-0.543154,-0.000559375,0.000885424,-0.780302,0.00871369,0.00252671,-1.52778,0.0044745,0.00272907,-0.0425193,-0.227318,-0.236083,-0.0591902,0.416938,0.422339,-6.76637,0.432943,0.385601,-0.0124709,-0.314404,-0.256303,-0.543154,0.169436,0.225061,-0.780302,0.514469,0.380887,-1.52778,0.550315,0.50236,-0.0425193,0.00167096,0.00231634,-0.701799,0.00084629,0.00446388,-6.76637,-0.000590794,-7.70187e-05,-0.0124709,-0.00921437,-0.00354015,-0.543154,-0.0033919,-0.00106828,-0.780302,-0.00588161,-0.00424762,-1.52778,-0.00680952,-0.0141525,-0.0425193,-0.194447,0.0488844,-0.701799,0.122393,0.227607,-0.0591902,-0.263937,-0.0490272,-0.0124709,-0.362964,-0.505905,-0.543154,-1.04019,-0.446031,-0.780302,-0.357993,-0.850478,-1.52778,-1.53443,-1.57827,-0.0425193,0.0029732,0.00217866,-0.701799,-0.000167457,-0.000386656,-0.0591902,-0.00155145,-0.000442248,-6.76637,0.000644651,-0.00137718,-0.543154,0.0012443,0.000567729,-0.780302,0.00133364,0.00325567,-1.52778,0.000599103,0.00110008,-0.0425193,0.0231737,0.0268754,-0.701799,0.101783,0.0317684,-0.0591902,0.0992923,0.00527855,-6.76637,-0.0653315,-0.034654,-0.0124709,0.00300795,0.0144898,-0.780302,-0.0303469,-0.0185107,-1.52778,0.113408,-0.00593806,-0.0425193,0.0925863,0.0701973,-0.701799,-0.0583389,0.0451165,-0.0591902,-0.000164409,-0.069436,-6.76637,-0.105893,-0.177396,-0.0124709,0.0886397,0.124099,-0.543154,-0.19437,-0.0659738,-1.52778,0.25056,0.0470551,-0.0425193,-0.074477,0.0853978,-0.701799,0.0990716,0.0679872,-0.0591902,-0.356789,-0.300371,-6.76637,-0.396756,-0.464236,-0.0124709,-0.139538,0.0035631,-0.543154,-0.136351,-0.0797248,-0.780302,0.0451806,0.0442722
