rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,f,dp,lw,dE,lI50,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_f,eta_dp,eta_lw,eta_dE,eta_lI50
1,11,-1.05876701578152,55.9860032807252,0.0557682460369656,0.05,-4.69932058280852,4.6,0.9,-1.34107558055787,0.9,0.001,0.499423865677497,1,-0.958305504074174,0.015300219753771,-0.223393523970393,0.00466056109552593,0,-0.120394945443758,0,0,0,0,0,0.0627786844133758,0,-0.107552661286268
2,11,-0.669972209193858,58.0517779887454,0.0563016683535894,0.05,-4.53848323405421,4.6,0.9,-1.34107558055787,0.9,0.001,0.589935417912436,1,-0.783023256618397,0.404095026341433,-0.187159905800078,0.0141800891117461,0,0.0404424033105446,0,0,0,0,0,0.153290236648314,0,0.0677295861695092
1,12,-1.52748157251308,60.5727481066295,0.0572944310233323,0.05,-4.54094135428541,4.6,0.9,-1.34107558055787,0.9,0.001,0.438637034347804,1,-0.742483299735629,-0.453414336977786,-0.144650151330739,0.0316593503042606,0,0.0379842830793473,0,0,0,0,0,0.0019918530836826,0,0.108269543052277
2,12,-1.43750456805023,70.1043235028029,0.057328223628305,0.05,-4.65659066406116,4.6,0.9,-1.34107558055787,0.9,0.001,0.290436411949564,1,-0.79942236960652,-0.363437332514941,0.00148922630615989,0.0322489825380345,0,-0.0776650266964021,0,0,0,0,0,-0.146208769314558,0,0.0513304731813858
1,13,-1.38724774413142,93.8602008832447,0.0522156649749856,0.05,-4.60022902963936,4.6,0.9,-1.34107558055787,0.9,0.001,0.264973302542583,1,-0.907078612562981,-0.313180508596129,0.293311208558014,-0.0611615336982765,0,-0.0213033922746027,0,0,0,0,0,-0.171671878721538,0,-0.0563257697750745
2,13,-1.82630808195229,67.4489241347099,0.0560280554325481,0.05,-4.55979108469413,4.6,0.9,-1.34107558055787,0.9,0.001,0.0276540440147259,1,-0.865680864252493,-0.752240846416999,-0.0371246100830742,0.0093084762750375,0,0.0191345526706277,0,0,0,0,0,-0.408991137249396,0,-0.0149280214645875
1,14,-0.815094549571909,77.5113983819872,0.0535071411585745,0.05,-4.62363435965863,4.6,0.9,-1.34107558055787,0.9,0.001,0.254371737547069,1,-0.853661150740353,0.258972685963382,0.101929759391952,-0.0367289542796421,0,-0.0447087222938718,0,0,0,0,0,-0.182273443717053,0,-0.00290830795244668
2,14,-1.00456227188012,76.6218862115615,0.056308645227429,0.05,-4.54909694393379,4.6,0.9,-1.34107558055787,0.9,0.001,0.464648464479062,1,-0.821959995759123,0.0695049636551663,0.0903875146643438,0.0143040009210051,0,0.0298286934309688,0,0,0,0,0,0.0280032832149403,0,0.0287928470287832
1,15,-1.06596662221134,73.0199202965081,0.0564411216471972,0.05,-4.59559377386004,4.6,0.9,-1.34107558055787,0.9,0.001,0.605756072361727,1,-0.847444971226935,0.00810061332394585,0.0422370426479288,0.0166539211807626,0,-0.0166681364952765,0,0,0,0,0,0.169110891097606,0,0.00330787156097079
2,15,-1.67694510270071,66.6403542291296,0.0552717840956807,0.05,-4.56928008400219,4.6,0.9,-1.34107558055787,0.9,0.001,0.293524332362126,1,-0.831660709530447,-0.602877867165422,-0.049184928641731,-0.00428153390972108,0,0.00964555336257256,0,0,0,0,0,-0.143120848901995,0,0.0190921332574585
1,16,-0.487617723511051,67.0598243304349,0.0580684419756068,0.05,-4.54703281775523,4.6,0.9,-1.34107558055787,0.9,0.001,0.252166629551536,1,-0.89557174100426,0.586449512024239,-0.042910120602615,0.0450782700421346,0,0.0318928196095252,0,0,0,0,0,-0.184478551712586,0,-0.0448188982163544
2,16,-1.07742840342413,75.6533308814635,0.055184408334634,0.05,-4.58645812415799,4.6,0.9,-1.34107558055787,0.9,0.001,0.230062098095861,1,-0.835994408683876,-0.00336116788884078,0.0776662273738493,-0.00586362319506462,0,-0.00753248679322915,0,0,0,0,0,-0.206583083168261,0,0.0147584341040295
1,17,-0.719237686720612,60.5780397826838,0.0554785642016044,0.05,-4.60299034534219,4.6,0.9,-1.34107558055787,0.9,0.001,0.492958797078891,1,-0.91267745880386,0.354829548814678,-0.144562794473226,-0.00054736332909977,0,-0.0240647079774297,0,0,0,0,0,0.056313615814769,0,-0.0619246160159543
2,17,-0.131003291394349,68.4651114608099,0.0548884861857601,0.05,-4.5912004996817,4.6,0.9,-1.34107558055787,0.9,0.001,0.296416650306145,1,-0.749496835038045,0.943063944140942,-0.0221709482695562,-0.0112404757454057,0,-0.0122748623169393,0,0,0,0,0,-0.140228530957977,0,0.101256007749861
1,18,-1.49979143945251,79.7287518277583,0.0524857753915632,0.05,-4.54735813721471,4.6,0.9,-1.34107558055787,0.9,0.001,0.200638425435816,1,-0.772166453692699,-0.425724203917218,0.130135029353896,-0.0560018909107516,0,0.0315675001500448,0,0,0,0,0,-0.236006755828306,0,0.0785863890952065
2,18,-1.71031869993124,86.0493763258684,0.0551454008325711,0.05,-4.64884114868775,4.6,0.9,-1.34107558055787,0.9,0.001,0.285973497246931,1,-0.925286075122485,-0.636251464395947,0.206426032770981,-0.00657073043983702,0,-0.0699155113229892,0,0,0,0,0,-0.15067168401719,0,-0.0745332323345786
1,19,-1.16036387131214,75.2171966217414,0.0558741346588448,0.05,-4.6437364392931,4.6,0.9,-1.34107558055787,0.9,0.001,0.508262954904385,1,-0.881767336602121,-0.0862966357768502,0.0718846412441003,0.00655748685026403,0,-0.0648108019283367,0,0,0,0,0,0.0716177736402636,0,-0.0310144938142148
2,19,-1.1918440796183,74.9815002184843,0.0591985547044879,0.05,-4.56487228341818,4.6,0.9,-1.34107558055787,0.9,0.001,0.34146675683962,1,-0.846233640628476,-0.117776844083008,0.0687461773069016,0.0643530489428805,0,0.0140533539465757,0,0,0,0,0,-0.0951784244245017,0,0.00451920215943025
1,20,-1.38662361222708,53.6088195466948,0.0543522144455237,0.05,-4.60604244120255,4.6,0.9,-1.34107558055787,0.9,0.001,0.661699349942578,1,-0.891844375165863,-0.312556376691788,-0.266781643726826,-0.0210587219684499,0,-0.0271168038377905,0,0,0,0,0,0.225054168678456,0,-0.0410915323779572
2,20,-0.600901580548647,61.0193956562053,0.0554039594179554,0.05,-4.54661074691097,4.6,0.9,-1.34107558055787,0.9,0.001,0.580904897983912,1,-0.821662067515694,0.473165654986643,-0.137303466837981,-0.0018930180359269,0,0.032314890453792,0,0,0,0,0,0.144259716719791,0,0.0290907752722119
1,21,-0.0577982634792167,82.6689155677253,0.0575253707281871,0.05,-4.62830923650349,4.6,0.9,-1.34107558055787,0.9,0.001,0.313760208306746,1,-0.866133006375807,1.01626897205607,0.166348419525769,0.0356820016718582,0,-0.0493835991387277,0,0,0,0,0,-0.122884972957376,0,-0.0153801635879007
2,21,-0.871155186899166,80.6596990333582,0.0564816816836129,0.05,-4.69165609936262,4.6,0.9,-1.34107558055787,0.9,0.001,-0.0996309923046315,1,-0.947124594438044,0.202912048636124,0.141743816089102,0.0173722887197112,0,-0.112730461997863,0,0,0,0,0,-0.536276173568753,0,-0.0963717516501379
1,22,-0.718944836480691,60.4212525030475,0.0574486132758779,0.05,-4.5361591832856,4.6,0.9,-1.34107558055787,0.9,0.001,0.418610077317588,1,-0.877242617883294,0.3551223990546,-0.147154336364492,0.0343467871991634,0,0.0427664540791541,0,0,0,0,0,-0.0180351039465337,0,-0.0264897750953882
2,22,-0.839011587661435,60.5182915734097,0.0555926217739316,0.05,-4.6255231284292,4.6,0.9,-1.34107558055787,0.9,0.001,0.419466051271162,1,-0.803087090635593,0.235055647873856,-0.145549582651749,0.00150641166963794,0,-0.0465974910644409,0,0,0,0,0,-0.0171791299929595,0,0.0476657521523129
1,23,-1.27310801544607,68.1523276391111,0.0553484019670426,0.05,-4.57988925393404,4.6,0.9,-1.34107558055787,0.9,0.001,0.618316045657513,1,-0.886107066409179,-0.199040779910778,-0.0267499298442768,-0.00289629155313698,0,-0.000963616569283232,0,0,0,0,0,0.181670864393391,0,-0.0353542236212731
2,23,-0.819493149087095,67.7792351823261,0.054199307489474,0.05,-4.61397097507631,4.6,0.9,-1.34107558055787,0.9,0.001,0.276235044159708,1,-0.782277467502171,0.254574086448196,-0.0322393597593447,-0.0238759474565158,0,-0.0350453377115532,0,0,0,0,0,-0.160410137104413,0,0.0684753752857351
1,24,-0.744971250448525,89.0987173608814,0.0577442071553079,0.05,-4.58615165002432,4.6,0.9,-1.34107558055787,0.9,0.001,0.446866157635004,1,-0.841563059308663,0.329095985086766,0.241249696823018,0.0394789564981051,0,-0.00722601265956513,0,0,0,0,0,0.0102209763708822,0,0.00918978347924271
2,24,-1.59185538548524,70.7314458388027,0.0549952539035691,0.05,-4.46560253017145,4.6,0.9,-1.34107558055787,0.9,0.001,0.561335026846706,1,-0.669971896703177,-0.517788149949945,0.0103950104523101,-0.00929719002685214,0,0.113323107193314,0,0,0,0,0,0.124689845582585,0,0.180780946084729
1,25,-1.25845814655734,62.5304708111723,0.0588421651061002,0.05,-4.60178215155893,4.6,0.9,-1.34107558055787,0.9,0.001,0.248535769599057,1,-0.784278140724955,-0.184390911022048,-0.112841271133837,0.0583146126834282,0,-0.0228565141941717,0,0,0,0,0,-0.188109411665065,0,0.0664747020629506
2,25,-0.32079350523959,61.5879810115998,0.0549472003029234,0.05,-4.524408565128,4.6,0.9,-1.34107558055787,0.9,0.001,0.556364888474258,1,-0.960831102367255,0.7532737302957,-0.128028503995045,-0.0101713492231794,0,0.0545170722367567,0,0,0,0,0,0.119719707210137,0,-0.110078259579349
1,26,-0.810999668095652,65.1710167381649,0.0554589208237151,0.05,-4.59322829327447,4.6,0.9,-1.34107558055787,0.9,0.001,0.494515568023768,1,-0.870942238845519,0.263067567439639,-0.0714804005046137,-0.000901497517198813,0,-0.0143026559097077,0,0,0,0,0,0.0578703867596461,0,-0.0201893960576133
2,26,-0.72457228138178,63.6520228292994,0.0546005627301789,0.05,-4.54711365498349,4.6,0.9,-1.34107558055787,0.9,0.001,0.340393892463926,1,-0.795164856098708,0.349494954153511,-0.0950641370434795,-0.016499889762235,0,0.0318119823812726,0,0,0,0,0,-0.0962512888001951,0,0.0555879866891983
1,27,-1.40375208091158,71.956828765653,0.054930796820276,0.05,-4.51282866123344,4.6,0.9,-1.34107558055787,0.9,0.001,0.555992000905583,1,-0.873811566324594,-0.329684845376292,0.0275710966573994,-0.0104699255205043,0,0.0660969761313179,0,0,0,0,0,0.119346819641461,0,-0.0230587235366881
2,27,-0.929963513965887,69.4430366322288,0.0537341113179809,0.05,-4.49903231087275,4.6,0.9,-1.34107558055787,0.9,0.001,0.75843925517546,1,-0.844172531231434,0.144103721569404,-0.00798844235057228,-0.0324960589514394,0,0.0798933264920105,0,0,0,0,0,0.321794073911339,0,0.00658031155647176
1,28,-0.598822389853939,42.08041188571,0.0576628290019552,0.05,-4.54969535264191,4.6,0.9,-1.34107558055787,0.9,0.001,0.569794845639238,1,-0.89686051118563,0.475244845681351,-0.508912885509301,0.0380686756426196,0,0.0292302847228498,0,0,0,0,0,0.133149664375116,0,-0.0461076683977236
2,28,-1.10868849933161,51.3896418539529,0.0542057855985676,0.05,-4.65331980157989,4.6,0.9,-1.34107558055787,0.9,0.001,0.42324978682485,1,-0.786261283985426,-0.0346212637963192,-0.309058610247305,-0.0237564307637705,0,-0.0743941642151311,0,0,0,0,0,-0.0133953944392716,0,0.0644915588024797
1,29,-1.07561444037283,78.4998711892741,0.0555780493724862,0.05,-4.54575577101527,4.6,0.9,-1.34107558055787,0.9,0.001,0.705387631845301,1,-0.792306777885057,-0.00154720483753956,0.11460174183669,0.00124424897189446,0,0.0331698663494917,0,0,0,0,0,0.268742450581179,0,0.0584460649028494
2,29,-1.03458847422479,75.158014849523,0.0562181668837849,0.05,-4.50999216277409,4.6,0.9,-1.34107558055787,0.9,0.001,0.559202685815835,1,-0.761310640292486,0.0394787613104957,0.0710975198203645,0.0126958799506327,0,0.0689334745906676,0,0,0,0,0,0.122557504551714,0,0.0894422024954199
1,30,-1.94291979623395,85.168565928658,0.0556295574314062,0.05,-4.61916806737459,4.6,0.9,-1.34107558055787,0.9,0.001,0.441495515128109,1,-0.865958763315488,-0.868852560698662,0.196137179209825,0.00217058960782035,0,-0.0402424300098314,0,0,0,0,0,0.00485033386398726,0,-0.0152059205275823
2,30,-0.983919001064308,101.471822728127,0.0595912219572731,0.05,-4.67452378206328,4.6,0.9,-1.34107558055787,0.9,0.001,0.336354462480607,1,-0.784263947301784,0.0901482344709826,0.371285909302201,0.0709642017545509,0,-0.0955981446985197,0,0,0,0,0,-0.100290718783514,0,0.0664888954861222
