aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_w_abscissa,aS_vs_w_spline,aS_vs_w_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_w_abscissa,dI_vs_w_spline,dI_vs_w_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_w_abscissa,dS_vs_w_spline,dS_vs_w_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_w_abscissa,initT_vs_w_spline,initT_vs_w_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_w_abscissa,lBt0_vs_w_spline,lBt0_vs_w_regression,w_vs_aS_abscissa,w_vs_aS_spline,w_vs_aS_regression,w_vs_dI_abscissa,w_vs_dI_spline,w_vs_dI_regression,w_vs_dS_abscissa,w_vs_dS_spline,w_vs_dS_regression,w_vs_initT_abscissa,w_vs_initT_spline,w_vs_initT_regression,w_vs_lBt0_abscissa,w_vs_lBt0_spline,w_vs_lBt0_regression
3.55063,0.0225587,0.0172503,0.220176,-0.00371904,-0.00668786,1.88364,0.00676575,-0.000448332,0.143766,-0.000168443,-0.0086881,0.844777,-0.0146117,-0.0013557,0.12278,0.473375,0.695285,0.220176,-0.00661772,-0.136779,1.88364,0.106353,0.0538913,0.143766,0.875887,0.958111,0.844777,-0.472877,-0.263178,0.12278,-0.00699696,-0.00955335,3.55063,0.0151934,-0.0109406,1.88364,0.0115046,0.0127218,0.143766,-0.00522982,0.0207781,0.844777,0.0101521,0.0086839,0.12278,0.36735,0.165434,3.55063,-0.200028,0.021691,0.220176,0.308486,0.561755,0.143766,-0.337511,0.476885,0.844777,0.220548,0.120017,0.12278,0.00530255,-0.0103203,3.55063,0.0507239,0.0428959,0.220176,0.00901493,0.0134618,1.88364,0.0130463,0.00685177,0.844777,-0.00941152,-0.0240258,0.12278,0.0378956,0.0192717,3.55063,-0.107936,-0.108521,0.220176,0.0694615,0.0525862,1.88364,-0.0476589,0.0262026,0.143766,-0.336981,-0.192588
3.64661,0.0249439,0.0177788,0.227906,-0.00399704,-0.0068505,2.04419,-0.00417331,-0.000311326,0.148699,-0.00511214,-0.00891506,0.878172,-0.00722585,-0.00132677,0.126278,0.460848,0.71365,0.227906,-0.0943048,-0.14301,2.04419,0.148415,0.0550785,0.148699,0.84905,0.98965,0.878172,-0.159594,-0.275292,0.126278,-0.0078584,-0.00985332,3.64661,0.0107836,-0.0112713,2.04419,0.0160496,0.0136935,0.148699,-0.0104,0.0214521,0.878172,0.00621634,0.00898502,0.126278,0.201006,0.170843,3.64661,-0.0837825,0.0230398,0.227906,0.226592,0.582556,0.148699,-0.398977,0.494212,0.878172,0.351467,0.125921,0.126278,0.00203274,-0.0106127,3.64661,0.0520639,0.0440654,0.227906,0.0075683,0.0139326,2.04419,0.0127374,0.0074173,0.878172,-0.00758457,-0.0249914,0.126278,0.0357222,0.01954,3.64661,-0.105251,-0.111753,0.227906,0.064042,0.0540999,2.04419,0.0215457,0.0275892,0.148699,-0.36362,-0.199535
3.7426,0.0276315,0.0183073,0.235635,-0.00357883,-0.00701314,2.20474,-0.00392136,-0.000174319,0.153632,-0.0101999,-0.00914203,0.911566,0.00166902,-0.00129783,0.129776,0.457327,0.732015,0.235635,-0.155115,-0.14924,2.20474,0.182838,0.0562657,0.153632,0.825146,1.02119,0.911566,0.185106,-0.287406,0.129776,-0.00838806,-0.0101533,3.7426,0.00536156,-0.0116019,2.20474,0.0132669,0.0146652,0.153632,-0.0152181,0.022126,0.911566,0.00399859,0.00928614,0.129776,0.0250933,0.176252,3.7426,0.0679064,0.0243886,0.235635,0.178421,0.603356,0.153632,-0.453086,0.511538,0.911566,0.47508,0.131826,0.129776,-0.00176357,-0.0109052,3.7426,0.0532931,0.045235,0.235635,0.00762794,0.0144035,2.20474,0.0129778,0.00798284,0.911566,-0.00671247,-0.0259569,0.129776,0.0332572,0.0198083,3.7426,-0.104468,-0.114985,0.235635,0.0624432,0.0556136,2.20474,0.0881821,0.0289759,0.153632,-0.386453,-0.206482
3.83859,0.030319,0.0188357,0.243365,-0.00255244,-0.00717578,2.36529,0.010085,-3.73123e-05,0.158565,-0.0158909,-0.00936899,0.94496,0.0102543,-0.00126889,0.133274,0.465372,0.75038,0.243365,-0.189368,-0.15547,2.36529,0.203666,0.0574529,0.158565,0.820899,1.05273,0.94496,0.501726,-0.29952,0.133274,-0.0084406,-0.0104533,3.83859,-6.04959e-05,-0.0119326,2.36529,0.00625075,0.0156369,0.158565,-0.0179739,0.0227999,0.94496,0.00345487,0.00958725,0.133274,-0.156795,0.181661,3.83859,0.219595,0.0257373,0.243365,0.161557,0.624157,0.158565,-0.467846,0.528865,0.94496,0.561834,0.137731,0.133274,-0.00598161,-0.0111977,3.83859,0.0545222,0.0464045,0.243365,0.00913281,0.0148744,2.36529,0.0158437,0.00854838,0.94496,-0.00631573,-0.0269225,0.133274,0.0302925,0.0200766,3.83859,-0.103684,-0.118217,0.243365,0.0643698,0.0571273,2.36529,0.10115,0.0303625,0.158565,-0.389108,-0.213428
3.93457,0.0330159,0.0193642,0.251095,-0.00128068,-0.00733842,2.52584,0.023252,9.96944e-05,0.163498,-0.0217822,-0.00959595,0.978355,0.0165822,-0.00123996,0.136772,0.473417,0.768745,0.251095,-0.211682,-0.1617,2.52584,0.206132,0.0586401,0.163498,0.824375,1.08427,0.978355,0.725814,-0.311634,0.136772,-0.00849315,-0.0107532,3.93457,-0.00571591,-0.0122633,2.52584,-0.000283777,0.0166086,0.163498,-0.0199497,0.0234739,0.978355,0.00460059,0.00988837,0.136772,-0.338684,0.18707,3.93457,0.378687,0.0270861,0.251095,0.158058,0.644957,0.163498,-0.468156,0.546192,0.978355,0.578878,0.143636,0.136772,-0.0101996,-0.0114902,3.93457,0.0557712,0.047574,0.251095,0.0112721,0.0153453,2.52584,0.0203582,0.00911391,0.978355,-0.00590284,-0.027888,0.136772,0.0273278,0.0203449,3.93457,-0.103974,-0.121449,0.251095,0.0677933,0.0586409,2.52584,0.0884556,0.0317492,0.163498,-0.384376,-0.220375
4.03056,0.0356085,0.0198927,0.258824,0.000331506,-0.00750106,2.68639,0.0222151,0.000236701,0.168432,-0.0277112,-0.00982291,1.01175,0.01909,-0.00121102,0.14027,0.493032,0.78711,0.258824,-0.212793,-0.167931,2.68639,0.184775,0.0598273,0.168432,0.849975,1.1158,1.01175,0.803163,-0.323749,0.14027,-0.00798905,-0.0110532,4.03056,-0.0116785,-0.0125939,2.68639,-0.00209411,0.0175804,0.168432,-0.0201314,0.0241478,1.01175,0.00747607,0.0101895,0.14027,-0.516745,0.192479,4.03056,0.546038,0.0284349,0.258824,0.175889,0.665758,0.168432,-0.441818,0.563519,1.01175,0.498969,0.14954,0.14027,-0.0144444,-0.0117826,4.03056,0.0571341,0.0487435,0.258824,0.0144867,0.0158161,2.68639,0.0255607,0.00967945,1.01175,-0.00514717,-0.0288536,0.14027,0.023669,0.0206132,4.03056,-0.106909,-0.124681,0.258824,0.0735763,0.0601546,2.68639,0.0762363,0.0331358,0.168432,-0.366377,-0.227322
4.12655,0.0377123,0.0204212,0.266554,0.00203298,-0.0076637,2.84694,0.00890603,0.000373708,0.173365,-0.0336498,-0.0100499,1.04514,0.0206901,-0.00118208,0.143768,0.523248,0.805475,0.266554,-0.203689,-0.174161,2.84694,0.139205,0.0610145,0.173365,0.881171,1.14734,1.04514,0.845603,-0.335863,0.143768,-0.00697495,-0.0113532,4.12655,-0.0172225,-0.0129246,2.84694,0.000518163,0.0185521,0.173365,-0.0198592,0.0248218,1.04514,0.0107105,0.0104906,0.143768,-0.6913,0.197889,4.12655,0.694099,0.0297837,0.266554,0.202109,0.686559,0.173365,-0.408742,0.580846,1.04514,0.396908,0.155445,0.143768,-0.0187137,-0.0120751,4.12655,0.0588165,0.049913,0.266554,0.0181788,0.016287,2.84694,0.0303714,0.010245,1.04514,-0.00430846,-0.0298191,0.143768,0.0193741,0.0208815,4.12655,-0.112893,-0.127913,0.266554,0.0802617,0.0616683,2.84694,0.0696011,0.0345225,0.173365,-0.345023,-0.234269
4.22254,0.0397912,0.0209496,0.274283,0.00373707,-0.00782635,3.00749,-0.00606273,0.000510714,0.178298,-0.0392847,-0.0102768,1.07854,0.019197,-0.00115314,0.147266,0.571163,0.82384,0.274283,-0.183807,-0.180391,3.00749,0.0740973,0.0622017,0.178298,0.926233,1.17888,1.07854,0.768456,-0.347977,0.147266,-0.0050069,-0.0116531,4.22254,-0.0227429,-0.0132552,3.00749,0.00454731,0.0195238,0.178298,-0.0187316,0.0254957,1.07854,0.0149393,0.0107917,0.147266,-0.847327,0.203298,4.22254,0.841106,0.0311324,0.274283,0.234867,0.707359,0.178298,-0.367969,0.598172,1.07854,0.223182,0.16135,0.147266,-0.0225131,-0.0123676,4.22254,0.060515,0.0510825,0.274283,0.0223252,0.0167579,3.00749,0.033878,0.0108105,1.07854,-0.00319234,-0.0307847,0.147266,0.0137662,0.0211498,4.22254,-0.119023,-0.131145,0.274283,0.0876122,0.063182,3.00749,0.0614902,0.0359091,0.178298,-0.320176,-0.241216
4.31852,0.0411573,0.0214781,0.282013,0.00499066,-0.00798899,3.16804,-0.0132133,0.000647721,0.183231,-0.0446104,-0.0105038,1.11193,0.0161361,-0.00112421,0.150764,0.62393,0.842205,0.282013,-0.154825,-0.186621,3.16804,-0.00764786,0.0633889,0.183231,0.985413,1.21042,1.11193,0.629859,-0.360091,0.150764,-0.0027773,-0.0119531,4.31852,-0.0273971,-0.0135859,3.16804,0.00749038,0.0204955,0.183231,-0.0167329,0.0261697,1.11193,0.0193717,0.0110928,0.150764,-0.998273,0.208707,4.31852,0.952005,0.0324812,0.282013,0.261712,0.72816,0.183231,-0.319362,0.615499,1.11193,0.0181498,0.167255,0.150764,-0.0261837,-0.01266,4.31852,0.0626501,0.052252,0.282013,0.0266099,0.0172288,3.16804,0.0350181,0.0113761,1.11193,-0.00194284,-0.0317502,0.150764,0.00779829,0.0214181,4.31852,-0.128315,-0.134377,0.282013,0.0941048,0.0646957,3.16804,0.0449412,0.0372957,0.183231,-0.291771,-0.248163
4.41451,0.0415397,0.0220066,0.289743,0.0062164,-0.00815163,3.32859,-0.0104135,0.000784728,0.188164,-0.0491332,-0.0107308,1.14533,0.0115347,-0.00109527,0.154262,0.692954,0.86057,0.289743,-0.125401,-0.192852,3.32859,-0.0694449,0.0645761,0.188164,1.06308,1.24196,1.14533,0.429582,-0.372205,0.154262,0.000383888,-0.0122531,4.41451,-0.0307073,-0.0139166,3.32859,0.00880417,0.0214672,0.188164,-0.0139204,0.0268436,1.14533,0.0235379,0.011394,0.154262,-1.12535,0.214116,4.41451,1.00843,0.03383,0.289743,0.28812,0.748961,0.188164,-0.27144,0.632826,1.14533,-0.209859,0.17316,0.154262,-0.0291467,-0.0129525,4.41451,0.0653707,0.0534215,0.289743,0.0308981,0.0176996,3.32859,0.0338479,0.0119416,1.14533,-0.000573553,-0.0327158,0.154262,0.000488589,0.0216864,4.41451,-0.141227,-0.137609,0.289743,0.100537,0.0662094,3.32859,0.0174825,0.0386824,0.188164,-0.264569,-0.25511
4.5105,0.0416294,0.0225351,0.297472,0.00740092,-0.00831427,3.48914,-0.00451951,0.000921734,0.193098,-0.0533005,-0.0109577,1.17872,0.00649867,-0.00106633,0.15776,0.773715,0.878935,0.297472,-0.0961288,-0.199082,3.48914,-0.112043,0.0657633,0.193098,1.1483,1.2735,1.17872,0.210844,-0.38432,0.15776,0.0042282,-0.0125531,4.5105,-0.0335786,-0.0142472,3.48914,0.00970152,0.0224389,0.193098,-0.0107989,0.0275176,1.17872,0.027249,0.0116951,0.15776,-1.2339,0.219525,4.5105,1.04743,0.0351788,0.297472,0.313395,0.769761,0.193098,-0.224568,0.650153,1.17872,-0.438007,0.179064,0.15776,-0.0315466,-0.013245,4.5105,0.0682609,0.0545911,0.297472,0.0351576,0.0181705,3.48914,0.0319541,0.0125071,1.17872,0.000820372,-0.0336813,0.15776,-0.00781555,0.0219547,4.5105,-0.155019,-0.140841,0.297472,0.106831,0.067723,3.48914,-0.0139628,0.040069,0.193098,-0.238269,-0.262057
4.60648,0.0387019,0.0230635,0.305202,0.00732189,-0.00847691,3.64969,0.00340603,0.00105874,0.198031,-0.0558583,-0.0111847,1.21212,0.000990345,-0.00103739,0.161259,0.940095,0.897299,0.305202,-0.0715216,-0.205312,3.64969,-0.0640726,0.0669504,0.198031,1.2587,1.30504,1.21212,-0.0288359,-0.396434,0.161259,0.0135246,-0.012853,4.60648,-0.0318766,-0.0145779,3.64969,0.01088,0.0234107,0.198031,-0.00699279,0.0281915,1.21212,0.0301493,0.0119962,0.161259,-1.14931,0.224934,4.60648,0.90527,0.0365276,0.305202,0.303958,0.790562,0.198031,-0.192824,0.66748,1.21212,-0.661022,0.184969,0.161259,-0.0275019,-0.0135375,4.60648,0.0728949,0.0557606,0.305202,0.0385368,0.0186414,3.64969,0.0295362,0.0130727,1.21212,0.00223343,-0.0346468,0.161259,-0.0245233,0.0222229,4.60648,-0.177644,-0.144073,0.305202,0.108878,0.0692367,3.64969,-0.0516319,0.0414557,0.198031,-0.221206,-0.269004
4.70247,0.0357743,0.023592,0.312931,0.00724286,-0.00863955,3.81024,0.00847559,0.00119575,0.202964,-0.0580105,-0.0114117,1.24551,-0.00441367,-0.00100846,0.164757,1.1226,0.915664,0.312931,-0.0469144,-0.211542,3.81024,0.0978658,0.0681376,0.202964,1.37477,1.33657,1.24551,-0.268632,-0.408548,0.164757,0.0238561,-0.013153,4.70247,-0.0301747,-0.0149086,3.81024,0.0133795,0.0243824,0.202964,-0.0030685,0.0288655,1.24551,0.0315273,0.0122973,0.164757,-1.02734,0.230343,4.70247,0.763114,0.0378763,0.312931,0.294521,0.811363,0.202964,-0.165681,0.684806,1.24551,-0.856762,0.190874,0.164757,-0.0222032,-0.0138299,4.70247,0.0775289,0.0569301,0.312931,0.041916,0.0191123,3.81024,0.0277033,0.0136382,1.24551,0.00360123,-0.0356124,0.164757,-0.0428338,0.0224912,4.70247,-0.20027,-0.147305,0.312931,0.110926,0.0707504,3.81024,-0.0917124,0.0428423,0.202964,-0.206862,-0.275951
