aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_w_abscissa,aS_vs_w_spline,aS_vs_w_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_w_abscissa,dI_vs_w_spline,dI_vs_w_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_w_abscissa,dS_vs_w_spline,dS_vs_w_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_w_abscissa,initT_vs_w_spline,initT_vs_w_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_w_abscissa,lBt0_vs_w_spline,lBt0_vs_w_regression,w_vs_aS_abscissa,w_vs_aS_spline,w_vs_aS_regression,w_vs_dI_abscissa,w_vs_dI_spline,w_vs_dI_regression,w_vs_dS_abscissa,w_vs_dS_spline,w_vs_dS_regression,w_vs_initT_abscissa,w_vs_initT_spline,w_vs_initT_regression,w_vs_lBt0_abscissa,w_vs_lBt0_spline,w_vs_lBt0_regression
-3.07249,-0.0166097,-0.0192143,-0.313166,0.0234801,0.00453439,-9.19435,-0.00103858,-0.00990179,-0.196625,0.0396072,0.00697231,-1.45943,0.0134861,-0.00335238,-0.118583,-0.578596,-0.571898,-0.313166,0.248933,0.293109,-9.19435,-0.0731493,-0.0280248,-0.196625,-1.2394,-1.21805,-1.45943,-0.00603833,0.572703,-0.118583,0.00388662,0.0111447,-3.07249,0.0206816,0.0118753,-9.19435,-0.116532,-0.0543266,-0.196625,-0.0634944,-0.0257241,-1.45943,0.0103095,-0.0120932,-0.118583,0.0301836,-0.207797,-3.07249,-0.154334,-0.0713746,-0.313166,-2.66383,-0.87349,-0.196625,-0.660196,-0.718664,-1.45943,0.115749,-0.287414,-0.118583,0.00841444,0.00986026,-3.07249,-0.00956127,-0.0378004,-0.313166,0.00504445,-0.0190285,-9.19435,-0.000436296,-0.0321702,-1.45943,0.0570952,0.042597,-0.118583,0.0267499,0.000759585,-3.07249,0.0859582,0.114489,-0.313166,-0.0555291,-0.0518579,-9.19435,-0.41489,-0.0694759,-0.196625,0.405156,0.28675
-2.9765,-0.0212574,-0.0186858,-0.305437,0.020232,0.00437175,-9.0338,-0.00172079,-0.00976478,-0.191691,0.0384325,0.00674535,-1.42604,0.0131492,-0.00332345,-0.115085,-0.656328,-0.553533,-0.305437,0.27805,0.286878,-9.0338,-0.0282313,-0.0268376,-0.191691,-1.17483,-1.18652,-1.42604,0.0740853,0.560589,-0.115085,0.0115365,0.0108447,-2.9765,0.03305,0.0115446,-9.0338,-0.115904,-0.0533549,-0.191691,-0.058221,-0.0250501,-1.42604,0.0106664,-0.0117921,-0.115085,0.0930835,-0.202388,-2.9765,-0.187146,-0.0700258,-0.305437,-2.51286,-0.852689,-0.191691,-0.71233,-0.701337,-1.42604,0.124116,-0.281509,-0.115085,0.0102617,0.00956779,-2.9765,-0.0095342,-0.0366309,-0.305437,0.00690051,-0.0185576,-9.0338,0.000132222,-0.0316047,-1.42604,0.0560379,0.0416315,-0.115085,0.0442891,0.00102788,-2.9765,0.110425,0.111257,-0.305437,-0.072842,-0.0503442,-9.0338,-0.388165,-0.0680893,-0.191691,0.359788,0.279803
-2.88051,-0.0247934,-0.0181574,-0.297707,0.016984,0.00420911,-8.87325,-0.00240299,-0.00962778,-0.186758,0.0363213,0.00651838,-1.39265,0.0128123,-0.00329451,-0.111587,-0.696917,-0.535168,-0.297707,0.307168,0.280648,-8.87325,0.0166867,-0.0256504,-0.186758,-1.07233,-1.15498,-1.39265,0.154209,0.548474,-0.111587,0.0179253,0.0105448,-2.88051,0.0431739,0.011214,-8.87325,-0.115276,-0.0523832,-0.186758,-0.053051,-0.0243762,-1.39265,0.0110233,-0.011491,-0.111587,0.104821,-0.196979,-2.88051,-0.236746,-0.068677,-0.297707,-2.36189,-0.831889,-0.186758,-0.785138,-0.68401,-1.39265,0.132483,-0.275604,-0.111587,0.012134,0.00927532,-2.88051,-0.0117922,-0.0354614,-0.297707,0.00875657,-0.0180868,-8.87325,0.00070074,-0.0310392,-1.39265,0.0549806,0.0406659,-0.111587,0.0605701,0.00129617,-2.88051,0.133708,0.108025,-0.297707,-0.090155,-0.0488305,-8.87325,-0.36144,-0.0667027,-0.186758,0.306878,0.272856
-2.78453,-0.0261041,-0.0176289,-0.289977,0.0133073,0.00404647,-8.7127,-0.0030852,-0.00949077,-0.181825,0.03421,0.00629142,-1.35925,0.012245,-0.00326557,-0.108089,-0.697519,-0.516803,-0.289977,0.341091,0.274418,-8.7127,0.0616047,-0.0244632,-0.181825,-0.969826,-1.12344,-1.35925,0.232057,0.53636,-0.108089,0.0222463,0.0102448,-2.78453,0.0484464,0.0108833,-8.7127,-0.114649,-0.0514115,-0.181825,-0.0478809,-0.0237023,-1.35925,0.0112452,-0.0111899,-0.108089,0.0587906,-0.19157,-2.78453,-0.313726,-0.0673282,-0.289977,-2.21826,-0.811088,-0.181825,-0.857946,-0.666683,-1.35925,0.138808,-0.269699,-0.108089,0.0135419,0.00898285,-2.78453,-0.0177383,-0.0342919,-0.289977,0.0108574,-0.0176159,-8.7127,0.00126926,-0.0304736,-1.35925,0.0536376,0.0397004,-0.108089,0.0772352,0.00156446,-2.78453,0.153244,0.104793,-0.289977,-0.111638,-0.0473169,-8.7127,-0.334716,-0.065316,-0.181825,0.253967,0.265909
-2.68854,-0.0258843,-0.0171004,-0.282248,0.00935775,0.00388382,-8.55215,-0.00376741,-0.00935376,-0.176892,0.0318058,0.00606446,-1.32586,0.00940293,-0.00323664,-0.104591,-0.661776,-0.498438,-0.282248,0.37627,0.268188,-8.55215,0.106523,-0.0232761,-0.176892,-0.86469,-1.0919,-1.32586,0.285004,0.524246,-0.104591,0.0242611,0.00994481,-2.68854,0.0494386,0.0105526,-8.55215,-0.114021,-0.0504398,-0.176892,-0.0429684,-0.0230283,-1.32586,0.0102812,-0.0108887,-0.104591,-0.0335434,-0.186161,-2.68854,-0.386862,-0.0659795,-0.282248,-2.08511,-0.790287,-0.176892,-0.928947,-0.649357,-1.32586,0.126985,-0.263794,-0.104591,0.0143682,0.00869038,-2.68854,-0.0250384,-0.0331224,-0.282248,0.0130142,-0.017145,-8.55215,0.00183778,-0.0299081,-1.32586,0.0495705,0.0387348,-0.104591,0.0926152,0.00183275,-2.68854,0.166331,0.101561,-0.282248,-0.13571,-0.0458032,-8.55215,-0.307991,-0.0639294,-0.176892,0.203956,0.258962
-2.59255,-0.0238154,-0.0165719,-0.274518,0.00539761,0.00372118,-8.3916,-0.00444962,-0.00921676,-0.171959,0.0290586,0.0058375,-1.29246,0.00656087,-0.0032077,-0.101093,-0.599213,-0.480073,-0.274518,0.411008,0.261957,-8.3916,0.151441,-0.0220889,-0.171959,-0.756472,-1.06036,-1.29246,0.337952,0.512132,-0.101093,0.0241356,0.00964484,-2.59255,0.043145,0.010222,-8.3916,-0.113393,-0.0494681,-0.171959,-0.0383572,-0.0223544,-1.29246,0.0093171,-0.0105876,-0.101093,-0.151427,-0.180752,-2.59255,-0.403215,-0.0646307,-0.274518,-1.95395,-0.769487,-0.171959,-0.997834,-0.63203,-1.29246,0.115163,-0.25789,-0.101093,0.0146397,0.00839791,-2.59255,-0.0315581,-0.0319529,-0.274518,0.0151458,-0.0166741,-8.3916,0.00240629,-0.0293426,-1.29246,0.0455035,0.0377693,-0.101093,0.1046,0.00210105,-2.59255,0.162897,0.0983291,-0.274518,-0.159864,-0.0442895,-8.3916,-0.281266,-0.0625427,-0.171959,0.157339,0.252016
-2.49656,-0.0203567,-0.0160435,-0.266789,0.00149749,0.00355854,-8.23105,-0.00513182,-0.00907975,-0.167025,0.0263114,0.00561053,-1.25907,0.00371882,-0.00317876,-0.0975949,-0.514394,-0.461708,-0.266789,0.44378,0.255727,-8.23105,0.196359,-0.0209017,-0.167025,-0.648254,-1.02882,-1.25907,0.390899,0.500018,-0.0975949,0.0216559,0.00934487,-2.49656,0.0286138,0.0098913,-8.23105,-0.112766,-0.0484963,-0.167025,-0.0337459,-0.0216804,-1.25907,0.00835303,-0.0102865,-0.0975949,-0.279158,-0.175342,-2.49656,-0.308808,-0.0632819,-0.266789,-1.82593,-0.748686,-0.167025,-1.06672,-0.614703,-1.25907,0.10334,-0.251985,-0.0975949,0.0142856,0.00810544,-2.49656,-0.0343403,-0.0307834,-0.266789,0.0171714,-0.0162033,-8.23105,0.00297481,-0.028777,-1.25907,0.0414365,0.0368037,-0.0975949,0.110541,0.00236934,-2.49656,0.135646,0.095097,-0.266789,-0.183388,-0.0427758,-8.23105,-0.254542,-0.0611561,-0.167025,0.110721,0.245069
-2.40058,-0.0158415,-0.015515,-0.259059,-0.00195704,0.0033959,-8.0705,-0.00581403,-0.00894274,-0.162092,0.0234916,0.00538357,-1.22567,0.000876772,-0.00314982,-0.0940969,-0.415221,-0.443344,-0.259059,0.465832,0.249497,-8.0705,0.241277,-0.0197145,-0.162092,-0.550295,-0.997284,-1.22567,0.443846,0.487903,-0.0940969,0.0167704,0.00904489,-2.40058,0.00505833,0.00956064,-8.0705,-0.112138,-0.0475246,-0.162092,-0.0294644,-0.0210065,-1.22567,0.00738896,-0.00998539,-0.0940969,-0.395805,-0.169933,-2.40058,-0.0594012,-0.0619331,-0.259059,-1.70871,-0.727886,-0.162092,-1.12538,-0.597376,-1.22567,0.0915178,-0.24608,-0.0940969,0.0132744,0.00781296,-2.40058,-0.0308859,-0.0296139,-0.259059,0.0186247,-0.0157324,-8.0705,0.00354333,-0.0282115,-1.22567,0.0373694,0.0358382,-0.0940969,0.107634,0.00263763,-2.40058,0.0786972,0.091865,-0.259059,-0.20237,-0.0412621,-8.0705,-0.227817,-0.0597694,-0.162092,0.0710349,0.238122
-2.30459,-0.011246,-0.0149865,-0.251329,-0.00541156,0.00323326,-7.90995,-0.00649624,-0.00880574,-0.157159,0.0206671,0.00515661,-1.19228,-0.00216193,-0.00312089,-0.0905989,-0.309809,-0.424979,-0.251329,0.487884,0.243267,-7.90995,0.286195,-0.0185273,-0.157159,-0.471626,-0.965746,-1.19228,0.488889,0.475789,-0.0905989,0.00981038,0.00874492,-2.30459,-0.0192089,0.00922997,-7.90995,-0.11151,-0.0465529,-0.157159,-0.0256582,-0.0203325,-1.19228,0.00666762,-0.00968427,-0.0905989,-0.48742,-0.164524,-2.30459,0.250318,-0.0605844,-0.251329,-1.59149,-0.707085,-0.157159,-1.16669,-0.580049,-1.19228,0.0828979,-0.240175,-0.0905989,0.0116835,0.00752049,-2.30459,-0.0225949,-0.0284443,-0.251329,0.020078,-0.0152615,-7.90995,0.00411185,-0.027646,-1.19228,0.0332949,0.0348726,-0.0905989,0.0951386,0.00290592,-2.30459,0.0160019,0.088633,-0.251329,-0.221352,-0.0397484,-7.90995,-0.201092,-0.0583828,-0.157159,0.0424022,0.231175
-2.2086,-0.00831817,-0.0144581,-0.2436,-0.00833284,0.00307062,-7.7494,-0.00717845,-0.00866873,-0.152226,0.0179741,0.00492965,-1.15889,-0.00541809,-0.00309195,-0.0871008,-0.204807,-0.406614,-0.2436,0.499132,0.237036,-7.7494,0.331113,-0.0173401,-0.152226,-0.417889,-0.934207,-1.15889,0.512436,0.463675,-0.0871008,0.000463481,0.00844495,-2.2086,-0.0259023,0.00889931,-7.7494,-0.110883,-0.0455812,-0.152226,-0.0223155,-0.0196586,-1.15889,0.00698032,-0.00938315,-0.0871008,-0.530437,-0.159115,-2.2086,0.382824,-0.0592356,-0.2436,-1.48069,-0.686284,-0.152226,-1.18754,-0.562723,-1.15889,0.0883997,-0.234271,-0.0871008,0.00940943,0.00722802,-2.2086,-0.0144192,-0.0272748,-0.2436,0.0209587,-0.0147907,-7.7494,0.00468037,-0.0270804,-1.15889,0.0297177,0.0339071,-0.0871008,0.0690826,0.00317421,-2.2086,0.0033673,0.0854009,-0.2436,-0.234973,-0.0382348,-7.7494,-0.174368,-0.0569961,-0.152226,0.0259942,0.224228
-2.11262,-0.00783811,-0.0139296,-0.23587,-0.0105764,0.00290798,-7.58885,-0.00711876,-0.00853172,-0.147293,0.0154178,0.00470268,-1.12549,-0.00867425,-0.00306301,-0.0836028,-0.112597,-0.388249,-0.23587,0.497252,0.230806,-7.58885,0.389563,-0.0161529,-0.147293,-0.383897,-0.902668,-1.12549,0.535984,0.451561,-0.0836028,-0.00924147,0.00814498,-2.11262,-0.00714345,0.00856864,-7.58885,-0.109789,-0.0446095,-0.147293,-0.0193039,-0.0189846,-1.12549,0.00729302,-0.00908204,-0.0836028,-0.520044,-0.153706,-2.11262,0.221223,-0.0578868,-0.23587,-1.37609,-0.665484,-0.147293,-1.19263,-0.545396,-1.12549,0.0939016,-0.228366,-0.0836028,0.00700918,0.00693555,-2.11262,-0.0100196,-0.0261053,-0.23587,0.0211454,-0.0143198,-7.58885,0.00637253,-0.0265149,-1.12549,0.0261405,0.0329415,-0.0836028,0.0345984,0.00344251,-2.11262,0.0656022,0.0821689,-0.23587,-0.241801,-0.0367211,-7.58885,-0.155395,-0.0556095,-0.147293,0.0187755,0.217281
-2.01663,-0.0100669,-0.0134011,-0.228141,-0.012099,0.00274534,-7.4283,-0.00627187,-0.00839472,-0.142359,0.0131406,0.00447572,-1.0921,-0.0115584,-0.00303407,-0.0801048,-0.0536747,-0.369884,-0.228141,0.481867,0.224576,-7.4283,0.462373,-0.0149657,-0.142359,-0.385296,-0.87113,-1.0921,0.545037,0.439446,-0.0801048,-0.0152155,0.00784501,-2.01663,0.0308799,0.00823798,-7.4283,-0.108202,-0.0436378,-0.142359,-0.0168486,-0.0183107,-1.0921,0.00891421,-0.00878092,-0.0801048,-0.452802,-0.148297,-2.01663,-0.124176,-0.056538,-0.228141,-1.2766,-0.644683,-0.142359,-1.16998,-0.528069,-1.0921,0.117773,-0.222461,-0.0801048,0.00561577,0.00664308,-2.01663,-0.0115998,-0.0249358,-0.228141,0.0206193,-0.0138489,-7.4283,0.00925697,-0.0259493,-1.0921,0.0237447,0.031976,-0.0801048,0.00262248,0.0037108,-2.01663,0.173479,0.0789369,-0.228141,-0.24142,-0.0352074,-7.4283,-0.144648,-0.0542228,-0.142359,0.0275197,0.210334
-1.92064,-0.0121565,-0.0128726,-0.220411,-0.0129192,0.00258269,-7.26775,-0.00542498,-0.00825771,-0.137426,0.0111938,0.00424876,-1.0587,-0.0142723,-0.00300514,-0.0766068,-0.0441789,-0.351519,-0.220411,0.453538,0.218346,-7.26775,0.535183,-0.0137785,-0.137426,-0.423875,-0.839591,-1.0587,0.547459,0.427332,-0.0766068,-0.0137599,0.00754504,-1.92064,0.0399022,0.00790731,-7.26775,-0.106615,-0.042666,-0.137426,-0.0149369,-0.0176368,-1.0587,0.0111339,-0.0084798,-0.0766068,-0.334148,-0.142888,-1.92064,0.0114982,-0.0551893,-0.220411,-1.18143,-0.623882,-0.137426,-1.11872,-0.510742,-1.0587,0.150048,-0.216556,-0.0766068,0.0062586,0.00635061,-1.92064,-0.0161512,-0.0237663,-0.220411,0.0194104,-0.013378,-7.26775,0.0121414,-0.0253838,-1.0587,0.0218895,0.0310104,-0.0766068,-0.0157724,0.00397909,-1.92064,0.159855,0.0757048,-0.220411,-0.234024,-0.0336937,-7.26775,-0.133902,-0.0528362,-0.137426,0.0524755,0.203387
-1.82465,-0.0127201,-0.0123442,-0.212681,-0.0125791,0.00242005,-7.10719,-0.0045214,-0.0081207,-0.132493,0.0096438,0.0040218,-1.02531,-0.0167659,-0.0029762,-0.0731088,-0.100314,-0.333154,-0.212681,0.404147,0.212115,-7.10719,0.606532,-0.0125913,-0.132493,-0.500425,-0.808053,-1.02531,0.544635,0.415218,-0.0731088,-0.00177963,0.00724506,-1.82465,0.0138057,0.00757665,-7.10719,-0.10485,-0.0416943,-0.132493,-0.0135802,-0.0169628,-1.02531,0.0139282,-0.00817868,-0.0731088,-0.168744,-0.137478,-1.82465,0.627137,-0.0538405,-0.212681,-1.09231,-0.603082,-0.132493,-1.03768,-0.493415,-1.02531,0.190433,-0.210651,-0.0731088,0.00977777,0.00605813,-1.82465,-0.0209868,-0.0225968,-0.212681,0.0170918,-0.0129072,-7.10719,0.0150379,-0.0248183,-1.02531,0.0206016,0.0300449,-0.0731088,-0.0113059,0.00424738,-1.82465,0.0133258,0.0724728,-0.212681,-0.21505,-0.03218,-7.10719,-0.124651,-0.0514496,-0.132493,0.0937271,0.19644
-1.72867,-0.0119269,-0.0118157,-0.204952,-0.0113023,0.00225741,-6.94664,-0.00354095,-0.0079837,-0.12756,0.00865879,0.00379483,-0.991913,-0.0185624,-0.00294726,-0.0696107,-0.200136,-0.314789,-0.204952,0.338211,0.205885,-6.94664,0.673706,-0.0114041,-0.12756,-0.599105,-0.776514,-0.991913,0.526786,0.403104,-0.0696107,0.0150789,0.00694509,-1.72867,-0.00662329,0.00724598,-6.94664,-0.102722,-0.0407226,-0.12756,-0.0127361,-0.0162889,-0.991913,0.018446,-0.00787756,-0.0696107,0.00173135,-0.132069,-1.72867,0.974961,-0.0524917,-0.204952,-1.00583,-0.582281,-0.12756,-0.932133,-0.476089,-0.991913,0.255174,-0.204747,-0.0696107,0.0144992,0.00576566,-1.72867,-0.0237393,-0.0214273,-0.204952,0.0138651,-0.0124363,-6.94664,0.0178858,-0.0242527,-0.991913,0.0210467,0.0290793,-0.0696107,0.00605278,0.00451567,-1.72867,-0.103045,0.0692408,-0.204952,-0.186723,-0.0306664,-6.94664,-0.118226,-0.0500629,-0.12756,0.144862,0.189493
-1.63268,-0.0104558,-0.0112872,-0.197222,-0.00919699,0.00209477,-6.78609,-0.00255023,-0.00784669,-0.122627,0.00798373,0.00356787,-0.958519,-0.0197615,-0.00291832,-0.0661127,-0.311907,-0.296424,-0.197222,0.257902,0.199655,-6.78609,0.738952,-0.010217,-0.122627,-0.699805,-0.744975,-0.958519,0.49853,0.39099,-0.0661127,0.0290529,0.00664512,-1.63268,0.00248991,0.00691532,-6.78609,-0.100467,-0.0397509,-0.122627,-0.0120885,-0.0156149,-0.958519,0.0242925,-0.00757645,-0.0661127,0.129609,-0.12666,-1.63268,0.62907,-0.0511429,-0.197222,-0.920219,-0.56148,-0.122627,-0.818739,-0.458762,-0.958519,0.338738,-0.198842,-0.0661127,0.0181495,0.00547319,-1.63268,-0.023708,-0.0202578,-0.197222,0.00982078,-0.0119654,-6.78609,0.0206867,-0.0236872,-0.958519,0.0228789,0.0281138,-0.0661127,0.021262,0.00478397,-1.63268,-0.0863727,0.0660087,-0.197222,-0.150117,-0.0291527,-6.78609,-0.112674,-0.0486763,-0.122627,0.19723,0.182546
-1.53669,-0.0101134,-0.0107587,-0.189493,-0.00657767,0.00193213,-6.62554,-0.00157155,-0.00770968,-0.117693,0.00797477,0.00334091,-0.925125,-0.0202268,-0.00288939,-0.0626147,-0.404141,-0.278059,-0.189493,0.170637,0.193425,-6.62554,0.799448,-0.00902977,-0.117693,-0.780671,-0.713437,-0.925125,0.458912,0.378875,-0.0626147,0.0317959,0.00634515,-1.53669,0.0153536,0.00658465,-6.62554,-0.0979632,-0.0387792,-0.117693,-0.0116615,-0.014941,-0.925125,0.0316857,-0.00727533,-0.0626147,0.16088,-0.121251,-1.53669,0.0916688,-0.0497942,-0.189493,-0.823095,-0.54068,-0.117693,-0.701843,-0.441435,-0.925125,0.444244,-0.192937,-0.0626147,0.0182588,0.00518072,-1.53669,-0.0244526,-0.0190882,-0.189493,0.00510722,-0.0114945,-6.62554,0.0233353,-0.0231217,-0.925125,0.0263586,0.0271482,-0.0626147,0.01853,0.00505226,-1.53669,-0.0114181,0.0627767,-0.189493,-0.108285,-0.027639,-6.62554,-0.108639,-0.0472896,-0.117693,0.242243,0.175599
-1.44071,-0.0122321,-0.0102303,-0.181763,-0.0038267,0.00176949,-6.46499,-0.000627272,-0.00757268,-0.11276,0.00857938,0.00311395,-0.89173,-0.0198438,-0.00286045,-0.0591167,-0.449525,-0.259694,-0.181763,0.0854915,0.187194,-6.46499,0.854249,-0.00784258,-0.11276,-0.821947,-0.681898,-0.89173,0.408224,0.366761,-0.0591167,0.0190925,0.00604518,-1.44071,0.00436073,0.00625399,-6.46499,-0.0951937,-0.0378075,-0.11276,-0.0112595,-0.014267,-0.89173,0.0405354,-0.00697421,-0.0591167,0.0732251,-0.115842,-1.44071,-0.0788872,-0.0484454,-0.181763,-0.698962,-0.519879,-0.11276,-0.593508,-0.424108,-0.89173,0.570068,-0.187032,-0.0591167,0.0135789,0.00488825,-1.44071,-0.0292933,-0.0179187,-0.181763,-0.000103726,-0.0110237,-6.46499,0.0257819,-0.0225561,-0.89173,0.0315805,0.0261827,-0.0591167,-0.0109247,0.00532055,-1.44071,0.0302226,0.0595447,-0.181763,-0.0649344,-0.0261253,-6.46499,-0.106081,-0.045903,-0.11276,0.27166,0.168652
-1.34472,-0.0137407,-0.0097018,-0.174033,-0.00145669,0.00160685,-6.30444,0.000248128,-0.00743567,-0.107827,0.00987047,0.00288698,-0.858336,-0.0184241,-0.00283151,-0.0556187,-0.436272,-0.241329,-0.174033,0.0127259,0.180964,-6.30444,0.901855,-0.00665539,-0.107827,-0.800629,-0.650359,-0.858336,0.352913,0.354647,-0.0556187,0.00153372,0.00574521,-1.34472,-0.0164704,0.00592332,-6.30444,-0.0921309,-0.0368357,-0.107827,-0.0107387,-0.0135931,-0.858336,0.0486523,-0.00667309,-0.0556187,-0.0490706,-0.110433,-1.34472,0.0501489,-0.0470966,-0.174033,-0.538801,-0.499078,-0.107827,-0.504809,-0.406781,-0.858336,0.681573,-0.181127,-0.0556187,0.0071333,0.00459578,-1.34472,-0.0354343,-0.0167492,-0.174033,-0.00542242,-0.0105528,-6.30444,0.0279485,-0.0219906,-0.858336,0.0378119,0.0252171,-0.0556187,-0.049904,0.00558884,-1.34472,0.0284217,0.0563126,-0.174033,-0.0251237,-0.0246116,-6.30444,-0.104956,-0.0445163,-0.107827,0.276072,0.161706
-1.24873,-0.00996323,-0.00917332,-0.166304,0.000197924,0.00144421,-6.14389,0.00106778,-0.00729866,-0.102894,0.0114992,0.00266002,-0.824942,-0.0156343,-0.00280257,-0.0521206,-0.360692,-0.222964,-0.166304,-0.0406907,0.174734,-6.14389,0.944494,-0.00546819,-0.102894,-0.7093,-0.618821,-0.824942,0.302556,0.342533,-0.0521206,-0.00602961,0.00544523,-1.24873,-0.0150979,0.00559266,-6.14389,-0.0888794,-0.035864,-0.102894,-0.0102993,-0.0129191,-0.824942,0.0525565,-0.00637198,-0.0521206,-0.0909808,-0.105024,-1.24873,0.121502,-0.0457478,-0.166304,-0.335034,-0.478278,-0.102894,-0.443102,-0.389455,-0.824942,0.723547,-0.175223,-0.0521206,0.00320067,0.00430331,-1.24873,-0.0374424,-0.0155797,-0.166304,-0.0106176,-0.0100819,-6.14389,0.0299138,-0.0214251,-0.824942,0.0439388,0.0242516,-0.0521206,-0.0736776,0.00585713,-1.24873,0.01232,0.0530806,-0.166304,0.00785937,-0.0230979,-6.14389,-0.10468,-0.0431297,-0.102894,0.253257,0.154759
-1.15274,-0.00350953,-0.00864485,-0.158574,0.000497926,0.00128156,-5.98334,0.00177463,-0.00716166,-0.0979607,0.0118098,0.00243306,-0.791547,-0.0112202,-0.00277364,-0.0486226,-0.22,-0.204599,-0.158574,-0.0599014,0.168503,-5.98334,0.978209,-0.004281,-0.0979607,-0.573782,-0.587282,-0.791547,0.266904,0.330419,-0.0486226,0.00924523,0.00514526,-1.15274,0.00761874,0.00526199,-5.98334,-0.0853095,-0.0348923,-0.0979607,-0.0113367,-0.0122452,-0.791547,0.0488759,-0.00607086,-0.0486226,0.043796,-0.0996144,-1.15274,0.0300479,-0.044399,-0.158574,-0.0658628,-0.457477,-0.0979607,-0.410149,-0.372128,-0.791547,0.642685,-0.169318,-0.0486226,0.00555219,0.00401083,-1.15274,-0.0351215,-0.0144102,-0.158574,-0.015334,-0.00961104,-5.98334,0.031505,-0.0208595,-0.791547,0.0487934,0.023286,-0.0486226,-0.0595381,0.00612543,-1.15274,0.00345872,0.0498486,-0.158574,0.0277148,-0.0215843,-5.98334,-0.105714,-0.041743,-0.0979607,0.217756,0.147812
-1.05676,-0.00197814,-0.00811638,-0.150845,-0.00026238,0.00111892,-5.82279,0.0023436,-0.00702465,-0.0930275,0.0088327,0.0022061,-0.758153,-0.00490708,-0.0027447,-0.0451246,-0.0798492,-0.186234,-0.150845,-0.0474882,0.162273,-5.82279,1.00225,-0.00309381,-0.0930275,-0.430852,-0.555744,-0.758153,0.255345,0.318304,-0.0451246,0.0255686,0.00484529,-1.05676,0.0283476,0.00493133,-5.82279,-0.0814208,-0.0339206,-0.0930275,-0.0155144,-0.0115712,-0.758153,0.0343035,-0.00576974,-0.0451246,0.117472,-0.0942053,-1.05676,-0.157134,-0.0430503,-0.150845,0.21654,-0.436676,-0.0930275,-0.405143,-0.354801,-0.758153,0.386633,-0.163413,-0.0451246,0.00972223,0.00371836,-1.05676,-0.0318453,-0.0132407,-0.150845,-0.0187739,-0.00914017,-5.82279,0.0326758,-0.020294,-0.758153,0.0512627,0.0223205,-0.0451246,-0.0147799,0.00639372,-1.05676,0.0181581,0.0466165,-0.150845,0.0347806,-0.0200706,-5.82279,-0.107901,-0.0403564,-0.0930275,0.189235,0.140865
-0.960769,-0.00867762,-0.0075879,-0.143115,-0.000824097,0.000956282,-5.66224,0.00272949,-0.00688764,-0.0880943,0.00194049,0.00197913,-0.724758,0.00305152,-0.00271576,-0.0416266,-0.0508615,-0.167869,-0.143115,-0.0159149,0.156043,-5.66224,1.01434,-0.00190662,-0.0880943,-0.317276,-0.524205,-0.724758,0.287036,0.30619,-0.0416266,-0.00297638,0.00454532,-0.960769,0.0295867,0.00460066,-5.66224,-0.0771588,-0.0329489,-0.0880943,-0.0227386,-0.0108973,-0.724758,0.0079373,-0.00546862,-0.0416266,-0.321439,-0.0887962,-0.960769,-0.340731,-0.0417015,-0.143115,0.34826,-0.415876,-0.0880943,-0.42613,-0.337474,-0.724758,-0.0670216,-0.157508,-0.0416266,0.00518859,0.00342589,-0.960769,-0.0301,-0.0120712,-0.143115,-0.0187158,-0.00866929,-5.66224,0.0333144,-0.0197284,-0.724758,0.0506659,0.0213549,-0.0416266,0.0259122,0.00666201,-0.960769,0.057651,0.0433845,-0.143115,0.0331801,-0.0185569,-5.66224,-0.111297,-0.0389698,-0.0880943,0.177103,0.133918
