parameter,value,se_lin,rse_lin
initT_pop,-4.86621864712778951,0.51021244285624179,10.48478253556047690
aS_pop,1.58478593245511767,0.33460240449511536,21.11341334136884029
dS_pop,0.00660936874870777,0.00074257009349673,11.23511369587167863
tau_pop,0.05000000000000001,,
lBt0_pop,-4.07059921913046452,0.06939351288453510,1.70474932924883982
lp_pop,4.59999999999999964,,
dI_pop,0.74457377709024131,0.07760268506621248,10.42243058431094127
w_pop,0.07272743937754179,0.01197069023255789,16.45966135342093395
omega_initT,2.46689599507439938,0.37076600017843980,15.02965673943046987
omega_aS,0.06523503984868369,0.32971309857943482,505.42331137410616293
omega_dS,0.11067055889121298,0.09834900079018900,88.86645353157037164
omega_lBt0,0.07817155790553604,0.04130923037513771,52.84432277153353397
omega_dI,1.75142998773917546,0.28641011444609071,16.35292968894530219
omega_w,0.57724652315505132,0.09051009446725126,15.67962574682148436
a,0.11774350557888888,0.02775369535570758,23.57131734719112259
b,0.00000000000000022,0.01710827686442257,7704882931156477.00000000000000000
