rep,id_var,standEta_initT_simulated,standEta_aS_simulated,standEta_dS_simulated,standEta_lBt0_simulated,standEta_lk_simulated,standEta_lae_simulated,standEta_lw_simulated,standEta_dE_simulated,filter
6,23,-1.05746,0.7342,0.166336,0,0.0111378,0,0,-0.541506,0
7,23,-0.360969,0.0280331,0.317039,0,0.00853534,0,0,-0.30936,0
8,23,0.177108,-0.930549,-0.931907,0,-0.0114598,0,0,-0.43051,0
9,23,-0.845193,-0.359621,-1.2765,0,-0.0203877,0,0,-0.472551,0
10,23,-0.541742,1.80255,0.143749,0,-0.0183406,0,0,-0.10845,0
1,24,-0.16853,-0.431866,-0.484486,0,-0.00961262,0,0,-0.943884,0
2,24,0.28552,-1.2024,-1.0652,0,0.00652679,0,0,-0.46104,0
3,24,-0.125663,0.10948,0.280744,0,0.000802281,0,0,-0.344063,0
4,24,-0.391844,-0.756278,-1.01128,0,-0.00962132,0,0,-0.191104,0
5,24,0.364815,0.407814,0.0057524,0,-0.00493287,0,0,0.0703559,0
6,24,-0.417738,-0.852216,-0.115586,0,0.00727554,0,0,-0.186097,0
7,24,0.041947,1.49294,0.641266,0,0.0123791,0,0,-0.256601,0
8,24,-0.151191,0.617465,0.412206,0,0.00372867,0,0,-0.563282,0
9,24,-0.609978,-0.227858,-0.154197,0,0.0245423,0,0,-0.186244,0
10,24,0.0203233,0.659125,0.695401,0,0.0312189,0,0,-0.290194,0
1,25,-0.27616,-1.72125,1.11517,0,-0.0235974,0,0,0.420835,0
2,25,0.450831,-0.362815,-1.43829,0,-0.00899038,0,0,0.434734,0
3,25,0.0123941,0.329981,0.294361,0,-0.0105095,0,0,0.247914,0
4,25,-0.329354,1.81431,2.92032,0,0.0167728,0,0,-0.301116,0
5,25,-0.242712,-0.1457,0.992982,0,-0.0173763,0,0,0.200539,0
6,25,0.603835,-0.684276,0.781976,0,0.00215747,0,0,0.535389,0
7,25,-0.459424,0.84386,0.489451,0,-0.000793503,0,0,-0.12723,0
8,25,-0.415411,-0.0459625,1.35442,0,-0.00936711,0,0,0.52135,0
9,25,0.192,0.976072,1.52428,0,0.0018437,0,0,0.376102,0
10,25,0.0536215,0.55172,-0.371255,0,-0.0170196,0,0,0.425643,0
1,26,-0.024556,0.228113,0.665295,0,0.0187341,0,0,-0.00433844,0
2,26,-0.377231,1.13489,0.672807,0,-0.00437538,0,0,0.370447,0
3,26,0.127749,0.55726,-0.758985,0,0.00583883,0,0,0.296445,0
4,26,-0.550616,-1.3336,-0.663809,0,0.00771677,0,0,0.0582285,0
5,26,-0.615264,0.88512,-0.256596,0,-0.0246641,0,0,-0.195973,0
6,26,-1.50506,-1.80708,1.0396,0,0.0141354,0,0,0.241427,0
7,26,-0.280268,1.55262,0.250915,0,0.0140129,0,0,-0.0267852,0
8,26,0.695588,0.470039,-0.220385,0,0.0242046,0,0,-0.0340301,0
9,26,-0.513425,-0.221553,0.112675,0,-0.0128622,0,0,-0.156189,0
10,26,-1.74517,0.27211,0.461628,0,-0.0334239,0,0,-0.196263,0
1,27,-1.26024,-2.6611,0.150774,0,0.0111983,0,0,-0.591306,0
2,27,-1.10111,-0.183794,0.684241,0,-0.0057762,0,0,-0.139584,0
3,27,-1.18653,-0.15922,1.11295,0,0.00766166,0,0,-0.146086,0
4,27,-0.600214,0.661738,-1.3303,0,-0.0171841,0,0,0.137008,0
5,27,-0.018765,-0.813525,-1.47709,0,0.00205097,0,0,-0.309535,0
6,27,-1.01943,0.483951,0.775953,0,-0.0276671,0,0,-0.22644,0
7,27,-0.493887,1.49409,0.62839,0,-0.0027943,0,0,0.16847,0
8,27,-0.653415,0.279566,1.08285,0,-0.00185678,0,0,-0.228086,0
9,27,-0.560146,1.52791,-0.343705,0,0.0067006,0,0,-0.631883,0
10,27,-0.722792,0.0601249,0.446331,0,0.00173666,0,0,-0.450287,0
1,28,0.570175,0.7093,-0.18639,0,0.0227557,0,0,-0.851942,0
2,28,0.650929,0.265746,-1.16492,0,0.00581667,0,0,-0.195373,0
3,28,0.646119,0.233838,-0.0837145,0,0.0158801,0,0,-0.845644,0
4,28,0.179187,-1.33939,-0.0724944,0,-0.00323111,0,0,-0.547834,0
5,28,-0.532056,-0.101101,0.270874,0,-0.0269539,0,0,-0.15877,0
6,28,0.521627,-0.0668083,0.221308,0,0.0267048,0,0,0.330042,0
7,28,0.269015,1.47821,-0.182719,0,0.00137147,0,0,0.220334,0
8,28,-0.450636,0.108257,-0.357986,0,-0.00543328,0,0,0.354951,0
9,28,-0.172802,1.62832,0.676846,0,-0.0198311,0,0,0.440099,0
10,28,0.239848,0.804435,-0.672452,0,-0.0166908,0,0,0.307462,0
1,29,-0.652774,1.49348,-1.62424,0,-0.00935393,0,0,0.0729205,0
2,29,-1.52918,0.0481951,0.921317,0,0.0117321,0,0,0.134966,0
3,29,-2.41529,0.419046,0.209161,0,0.0173229,0,0,-0.0128556,0
4,29,-1.046,1.18939,0.6289,0,0.0298945,0,0,-0.216195,0
5,29,-1.14005,-0.147725,-0.648277,0,0.014126,0,0,-0.47636,0
6,29,-1.97869,1.01367,0.465929,0,-0.018253,0,0,0.15247,0
7,29,-1.05951,0.734936,-0.793663,0,0.00703497,0,0,-0.26988,0
8,29,-2.32077,0.976268,-0.394231,0,0.00164934,0,0,0.0246716,0
9,29,-1.50614,-0.431635,0.105426,0,0.00851943,0,0,0.0760194,0
10,29,-2.03267,0.937735,0.0492758,0,0.0127354,0,0,-0.670462,0
1,30,0.944067,-0.914096,-1.05053,0,0.0174074,0,0,0.160948,0
2,30,0.551627,0.227054,-0.744657,0,0.0204684,0,0,-0.400087,0
3,30,0.874996,-0.491209,-0.943538,0,0.0239656,0,0,0.116982,0
4,30,0.213406,-0.135306,-0.480099,0,0.0364567,0,0,-0.337999,0
5,30,-0.124604,-0.163388,0.00597455,0,-0.00421971,0,0,-0.258565,0
6,30,-0.512126,-1.886,0.284017,0,-0.027702,0,0,0.0756415,0
7,30,0.468154,1.31979,1.3133,0,-0.0123349,0,0,0.226143,0
8,30,0.6265,-0.219669,1.87145,0,0.0447461,0,0,-0.657999,0
9,30,-0.384908,-0.587038,0.606331,0,-0.004876,0,0,0.00545365,0
10,30,0.0181916,-0.859213,1.14348,0,0.029449,0,0,0.0792754,0
1,31,0.591602,-0.180146,-0.973285,0,0.00319471,0,0,0.208571,0
2,31,-0.0986336,-1.67251,-1.03494,0,-0.0101823,0,0,0.0657925,0
3,31,0.0396095,-0.702695,-0.894397,0,-0.0154708,0,0,-0.0690227,0
4,31,0.761705,1.65936,0.55185,0,0.00594972,0,0,-0.386003,0
5,31,0.422943,0.668505,-0.447841,0,-0.00867911,0,0,-0.0622267,0
6,31,-0.531455,-0.790604,0.589568,0,0.0180455,0,0,0.0358866,0
7,31,-0.467844,-1.16371,0.573402,0,0.0143793,0,0,-0.521221,0
8,31,-0.294159,0.64895,2.36177,0,0.0168656,0,0,0.272496,0
9,31,-0.575419,-0.932714,0.835681,0,0.00891519,0,0,0.428435,0
10,31,0.230081,-0.829849,-0.867509,0,0.00525751,0,0,0.0706863,0
1,32,-3.20274,1.51069,-0.986288,0,-0.0182775,0,0,-0.466604,0
2,32,-3.19397,0.980224,-0.215081,0,0.0130626,0,0,-0.251518,0
3,32,-2.59599,-1.28261,-0.48949,0,0.0148117,0,0,-0.360314,0
4,32,-3.78311,2.64299,-2.18761,0,-0.0273583,0,0,-0.244721,0
5,32,-2.73009,0.427246,0.289031,0,0.0317456,0,0,-1.00343,0
6,32,-2.66077,1.86076,-0.592678,0,0.00565381,0,0,-0.917386,0
7,32,-3.59892,-0.781605,0.202836,0,-0.00694289,0,0,-0.803611,0
8,32,-1.837,2.21063,-2.51899,0,-0.023221,0,0,-0.440606,0
9,32,-1.93567,0.838886,-1.72121,0,0.00992968,0,0,-0.138536,0
10,32,-1.46517,1.42484,-1.87585,0,0.00523059,0,0,-0.438808,0
1,33,0.123998,-0.193713,1.11054,0,0.0279694,0,0,0.234488,0
2,33,-0.0708409,-0.542842,1.02164,0,0.0201833,0,0,0.239093,0
3,33,0.649433,1.14346,-1.24131,0,-0.00452747,0,0,-0.6307,0
4,33,0.724126,0.67508,0.318673,0,0.0432028,0,0,-0.829235,0
5,33,1.0185,-1.07684,-0.879002,0,0.0473585,0,0,-0.369368,0
6,33,0.124299,-1.80083,0.184153,0,-0.00829947,0,0,0.621661,0
7,33,0.300171,-0.0557078,-0.858237,0,-0.0298489,0,0,0.502973,0
8,33,-0.197356,1.04337,1.28185,0,-0.0155784,0,0,0.591617,0
9,33,0.747982,0.476493,-1.62748,0,-0.0136521,0,0,0.49173,0
10,33,0.137506,-0.991405,-1.86115,0,-0.0245596,0,0,0.821879,0
1,34,0.0600696,-1.02556,-0.558321,0,0.0127972,0,0,0.285802,0
2,34,0.0543788,-0.887272,-0.218831,0,-0.0225448,0,0,0.995555,0
3,34,0.938588,-0.221375,-1.80217,0,-0.0271871,0,0,1.05053,0
4,34,0.577788,-1.35935,-0.835328,0,0.00138655,0,0,0.851847,0
5,34,-0.0891928,1.66392,1.24313,0,-0.00731814,0,0,0.451895,0
6,34,0.241699,-0.0339909,0.351826,0,-0.016041,0,0,0.382956,0
7,34,-0.0565031,0.836301,0.540239,0,-0.00876638,0,0,0.0123896,0
8,34,0.696857,1.2314,-0.215537,0,0.0064516,0,0,0.0792918,0
9,34,-0.380269,-0.0939789,0.824595,0,-0.0170881,0,0,-0.35233,0
10,34,-0.0590394,-0.683345,0.948439,0,0.0049845,0,0,-0.372856,0
