r_pop,0.0024046,0.021494,0,0,0,0,0,0
K_pop,0.021494,277.93,0,0,0,0,0,0
omega_initT,0,0,0.58549,0.00042259,-0.0043503,-0.0043123,0.001729,-0.00053603
omega_aS,0,0,0.00042259,12.47,-0.0013542,0.0032791,-0.025412,-0.00016072
omega_r,0,0,-0.0043503,-0.0013542,0.026497,-0.00054736,0.0004047,-0.00044835
omega_K,0,0,-0.0043123,0.0032791,-0.00054736,0.036748,-0.037438,-0.00021276
omega_pP,0,0,0.001729,-0.025412,0.0004047,-0.037438,0.18522,0.00015099
a,0,0,-0.00053603,-0.00016072,-0.00044835,-0.00021276,0.00015099,0.00053415
