rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_Bt0,eta_p,eta_g,eta_dI,eta_n,eta_V0
6,U5,0.668295227639915,-0.372967632016244,0.645062427700451,0,0.850261550992839,0.243961896978578,0,0,-0.0431318082069315,0
7,U5,-0.929081198797898,-0.811645995968169,0.527496361595309,0,1.02032141180888,0.259850956531456,0,0,-0.142829296958334,0
8,U5,0.891766188521703,0.814858015442234,-0.0208121450537585,0,0.837143649846157,-1.56806559642231,0,0,-0.0212098991144458,0
9,U5,1.20060511954658,-0.144558267023825,0.282263387075476,0,0.251077022783282,0.355348909554424,0,0,-0.0587227151250421,0
10,U5,0.236806694862253,-0.983520802392203,0.507476142782351,0,1.06097242725143,0.489866799911021,0,0,0.05007795255611,0
1,U6,-3.9368611242451,-0.32794128504227,1.83083347819,0,0.525447634496805,1.41637036860039,0,0,-0.0739571592011033,0
2,U6,-3.63286059893125,1.03350677933482,2.22296354692753,0,0.598175652200167,0.449157041868141,0,0,-0.102873422335621,0
3,U6,-4.61851388946978,0.130018280152566,2.50169951094971,0,1.12758587795715,0.991462326846494,0,0,0.0185770261408939,0
4,U6,-4.08841858186722,-0.183526272735535,1.75358472731515,0,0.409840196889153,1.2957481282446,0,0,-0.103150141289936,0
5,U6,-4.68410558648504,1.21787421338123,2.2698079412801,0,0.511335866527572,0.310583105685315,0,0,-0.24467656888924,0
6,U6,-4.67034930140065,0.165804876160799,2.56550132289296,0,1.17481606285009,0.923392287705256,0,0,0.174746145045782,0
7,U6,-3.33020449750997,-0.400598629296382,1.86312817271182,0,0.317609202470292,1.81427292131168,0,0,-0.0914159245079425,0
8,U6,-3.30904346761333,1.01018188368351,1.95372177617794,0,0.307973644454213,0.506225035796788,0,0,-0.150528343104343,0
9,U6,-4.64103506167796,0.200255301358825,2.65395296119989,0,1.17732243311363,0.984135085443306,0,0,-0.140089184817103,0
10,U6,-4.22347455306241,-0.0926785928750216,2.19276411516725,0,0.543548313207721,1.49836723760648,0,0,-0.0738412783692809,0
1,U7,-0.139413658272189,-0.476289285444993,0.0584205158273953,0,0.375818544028934,0.151324411929443,0,0,0.0504792499298017,0
2,U7,-0.529656727131619,-1.0023356618227,0.0175511845131181,0,1.01045946429518,-0.0748424556577438,0,0,0.348530950008576,0
3,U7,0.653164621169808,-1.31408721897371,-1.07779040508052,0,0.0345853946400223,0.214912973961371,0,0,0.0850903106290562,0
4,U7,-1.61302788015917,-0.0972344593520853,0.222963564281336,0,0.376144321343826,-0.205833397506662,0,0,-0.118883239409524,0
5,U7,-0.666471469474954,-0.58451840076625,-0.000663447065150147,0,0.775176167488867,-0.290970071634902,0,0,-0.03991526854183,0
6,U7,1.51368927548014,-1.01960195043416,-1.00275405471132,0,-0.150269518365013,0.315868167160593,0,0,0.0421627310811081,0
7,U7,-0.576781807499522,0.249461619830025,-0.102045294712352,0,0.268970118110027,-0.647332001646977,0,0,-0.0476073897819703,0
8,U7,1.56779716082651,-0.756416982497516,0.14151357012524,0,0.794504675146737,0.191759526933966,0,0,0.321035762813143,0
9,U7,0.544940154855519,-0.925923419719443,-0.804294248150199,0,-0.188965010027155,0.360874404691128,0,0,0.00792715809789756,0
10,U7,2.10317975960994,0.329069490654715,-0.0710411931086859,0,0.168022986144375,-0.363849360003321,0,0,0.13899619277836,0
1,U8,-3.2071186880638,0.257777883466612,-1.26711903453181,0,-1.19093731454765,-0.553408799455608,0,0,-0.0241770603311724,0
2,U8,-2.66739159083542,0.120419243881627,-0.74942345836708,0,-0.914554057736498,-0.162417354975476,0,0,0.149887959402653,0
3,U8,-3.30651382270927,-1.20866564874933,-2.11302850919509,0,-1.21616669521466,0.0805176806191049,0,0,0.308982223965194,0
4,U8,-2.88097944531866,0.0711558342721623,-1.16311290354338,0,-1.09563847363699,-0.353755143665655,0,0,0.255983841414216,0
5,U8,-3.44972520063087,-0.250739465174653,-0.96608842089161,0,-1.13097317315051,0.123425992619412,0,0,0.0204754760765489,0
6,U8,-3.74311786563952,-1.56812240810191,-2.12238046160889,0,-1.59969796171884,0.740125276161359,0,0,0.0803123455605367,0
7,U8,-3.89488976596097,0.211353100954173,-1.00658789562413,0,-0.9996267486469,-0.496668675418632,0,0,0.121146257196389,0
8,U8,-3.72279195113141,0.0836604807444452,-0.568261929191774,0,-1.1070577305795,0.176405220292139,0,0,0.123693216133092,0
9,U8,-3.24904836725474,-1.82574831686133,-1.90554268507054,0,-1.11352235496961,0.757822001539964,0,0,0.531534350074706,0
10,U8,-2.50936336680329,0.385952550815686,-0.744595148495923,0,-0.875608889451763,-0.349971881594954,0,0,0.37196277824377,0
1,U9,3.6759898379499,-1.35849242472188,0.12377870041729,0,-0.0894362452665558,1.50669590704922,0,0,0.365841813987831,0
2,U9,3.3791143386404,1.09515326429998,1.45783750559765,0,0.269219645299086,0.0673945509561875,0,0,0.00277984906328016,0
3,U9,4.38100544415567,0.00953349601510261,0.311449033813979,0,-0.367581963323218,0.744931282826983,0,0,0.26985853882403,0
4,U9,4.40647395176648,-1.20370616726748,-0.0500066656757868,0,-0.142793632479706,1.30676494472989,0,0,0.393481823374049,0
5,U9,3.46692549062401,0.734682725955738,0.887938906205521,0,-0.193120846452682,0.263952153295987,0,0,0.101185703252512,0
6,U9,4.71831465427981,0.0467789230890921,0.646494366779806,0,-0.123710623837868,0.76393489236197,0,0,0.194204947967993,0
7,U9,3.25880379550655,-0.946601995334652,-0.204790998641822,0,-0.595695628300801,1.27317487449258,0,0,0.0875369094708002,0
8,U9,4.56317000476558,0.739935826482674,1.13899406386833,0,-0.0245490854230032,0.45328114889491,0,0,-0.0637642785540021,0
9,U9,5.71304638851056,-0.044531874540544,0.83323711153425,0,-0.338423360206115,1.37222336670346,0,0,0.183634005752423,0
10,U9,6.34464135666219,-0.442790063464843,0.092622646469848,0,-0.176489352487459,0.963331625500471,0,0,0.351762581187917,0
1,U10,0.886368392224148,-0.272922087479115,-1.4735199690679,0,-0.943420510341237,-0.332790016862858,0,0,0.244834248449003,0
2,U10,2.64394248729727,0.284347689709138,-0.0344871615596017,0,-0.601602388644135,0.306991610006686,0,0,0.154746166947973,0
3,U10,3.00200071167553,1.18097164069466,-1.03363700686454,0,-0.957521932701063,-1.09754618435263,0,0,0.198921558055753,0
4,U10,4.28322348913494,0.129343390233218,-1.8007951932527,0,-0.828983571866959,-0.838865821406224,0,0,0.292275124586169,0
5,U10,3.47584773723399,0.0813423047226512,0.0289978415166348,0,-0.549827778008862,0.66924985312565,0,0,0.342572297646207,0
6,U10,0.556681909207386,1.32987634798196,-0.747514554542802,0,-0.845133680243955,-1.30537647005081,0,0,0.237145505128769,0
7,U10,1.17126131100312,-0.103368192509771,-1.05478964467532,0,-0.502796063103925,-0.415284367837567,0,0,0.299414124286316,0
8,U10,3.36409435956449,-0.361796352315927,-0.970638506497442,0,-0.547937485072437,0.147485184380974,0,0,0.555844931918758,0
9,U10,-0.277108147910785,1.23149414251162,-0.407544363180521,0,-1.06025465648261,-0.633553177067265,0,0,0.286079286003198,0
10,U10,2.59027627729729,0.244958296280229,-1.43704029861414,0,-0.985674548418503,-0.553042248863924,0,0,0.127157266989782,0
1,U11,4.7823303168659,-0.501851004262604,-0.389248455224888,0,0.392533566431666,-0.156700950453729,0,0,-0.0734567665688165,0
2,U11,4.14947995908537,0.601116236536071,0.566146298914101,0,1.03905801952869,-1.02276721667846,0,0,-0.10251225121534,0
3,U11,3.56661649388238,0.360014523345494,0.678042523768712,0,1.82506783120719,-1.54504245675691,0,0,0.10917082627272,0
4,U11,5.15407807531879,-0.890978777867755,-0.391164123904673,0,0.50462545941506,0.140352688585792,0,0,-0.00077902629936607,0
5,U11,2.70485572251583,0.0616874534434433,0.206364807945428,0,1.11746978733175,-1.09204259128107,0,0,-0.0146963931481097,0
6,U11,3.64822166075695,-0.0788978602465893,0.476859109247375,0,2.0262504189106,-1.4847365100318,0,0,0.131682896341225,0
7,U11,4.95778731584837,-0.882829317764343,0.0214985788118977,0,1.01456224020292,-0.000650979906406043,0,0,0.0105108385908809,0
8,U11,6.19793129637103,0.403156497247797,0.1046017981138,0,1.05647339850408,-1.08891928610576,0,0,0.0472301511679264,0
9,U11,4.72293162331694,0.394629433499896,0.822019794167721,0,1.80192612232423,-1.34021308909916,0,0,0.028706018982202,0
10,U11,4.03906372748057,-0.681342767407305,0.090364224682989,0,1.06994173479766,-0.251500427857319,0,0,0.0491664135889332,0
1,U12,-3.77626661434272,1.29576840055561,0.473618011572231,0,-0.104218260795506,-0.672084028091455,0,0,0.0612150014055532,0
2,U12,-3.76594948010069,1.2176788081363,0.980184015982794,0,-0.0194433781162889,-0.20953385313272,0,0,-0.0108704465859684,0
3,U12,-3.97002129745708,0.538199982345025,0.938336487644942,0,0.0207720576359566,0.383662756830447,0,0,-0.140788088623952,0
4,U12,-2.24466545260459,1.08369032822317,0.340691882660496,0,0.0530562621613345,-0.574700583663221,0,0,0.243125965241347,0
5,U12,-5.17156421490919,1.24226154226496,1.42152053951285,0,0.0254380745655508,0.0408616799650036,0,0,-0.214757459807562,0
6,U12,-3.24943806575077,0.820055175287956,0.478745913027793,0,-0.298298806945082,0.0257719052422624,0,0,0.09121597363845,0
7,U12,-4.17348957019209,0.719476967052652,0.249514063535063,0,-0.0148282457423087,-0.501963406925898,0,0,0.182584273028701,0
8,U12,-4.46085285208883,1.23808273686499,0.895590950743089,0,-0.542548861191792,0.166397409927495,0,0,-0.300166971549677,0
9,U12,-4.11648357584748,0.244368894778621,0.456305206187898,0,0.0280721819231569,0.173282520937627,0,0,0.157997523188078,0
10,U12,-4.32041434794475,0.711447012150397,0.255101767130359,0,-0.279229783327225,-0.188628477242093,0,0,-0.0308518892590444,0
1,U13,-3.72372628474031,-0.396606241708135,-0.283779630653511,0,0.44281585256273,-0.459297476581399,0,0,-0.733953641570158,0
2,U13,-3.70086610991258,-0.0705139474644157,-0.730522458283065,0,0.616033783330694,-1.44200864029063,0,0,-0.731120452128607,0
3,U13,-2.40113186927034,-0.266116675547316,-1.0742466937597,0,0.0956125401369455,-0.960567604737597,0,0,-0.663502617194553,0
4,U13,-4.25706519108707,-0.170681076300732,-0.339787857565063,0,0.187682725792375,-0.537131238241987,0,0,-0.797539574825498,0
5,U13,-4.41134908665044,-0.203096602206473,-0.897158917717388,0,0.628373547644955,-1.52991367609434,0,0,-0.706054284759085,0
6,U13,-2.19354816032701,-0.594778707629226,-0.943076555445602,0,0.381642433229238,-0.786709464332688,0,0,-0.621891981272944,0
7,U13,-2.86073901482624,-0.25710283842487,-0.173282639427129,0,0.493246994515083,-0.502076196098175,0,0,-0.72322780590645,0
8,U13,-3.1448176173581,0.142082947919436,-0.680555873454147,0,0.807455515416134,-1.74154985386747,0,0,-0.653565422784904,0
9,U13,-2.03423183536869,-0.48186696094974,-1.01874395530168,0,0.521391701968969,-1.11403820765855,0,0,-0.597916851151246,0
10,U13,-3.62505875290074,-0.388124073892251,-0.291702611107195,0,0.579884493387534,-0.605316321091305,0,0,-0.698351956345325,0
1,U14,-0.337800553816608,0.561710124364396,0.419668023639267,0,-0.940375104322301,0.860406131724345,0,0,0.0701476021393271,0
2,U14,-0.849038307797262,1.17878399313019,-0.818451399057318,0,-0.994082889383766,-0.995882363986515,0,0,0.0926860535777118,0
3,U14,-1.3395123069608,-0.219779785313708,-1.24773441482961,0,-0.547055552447614,-0.50461048134118,0,0,0.21618762934993,0
4,U14,-0.506499374917082,0.346633216395389,0.1275640154312,0,-1.27908614095064,1.07996427745404,0,0,0.155216782030183,0
5,U14,-1.75751506973932,1.25549018715739,-0.823834800902653,0,-1.37084833874622,-0.789305554551438,0,0,-0.0898087999868312,0
6,U14,-2.8628352458034,-0.533568670502534,-1.74374380815651,0,-0.927584500310895,-0.478112548982333,0,0,0.164463391392977,0
7,U14,-2.09410473197806,0.348598789689904,0.288298077139236,0,-0.89124588763755,0.694893669586244,0,0,-0.0875189180373657,0
8,U14,-0.913931121289216,1.38625660008621,-0.969707779092574,0,-1.64702604212639,-0.75242494872658,0,0,-0.0737087483327408,0
9,U14,-0.447528784612828,-0.749565969037784,-1.91536124833694,0,-1.1222321611139,-0.0249982669827317,0,0,0.123344825919182,0
10,U14,-1.33337808908103,0.221165733440416,-0.0732074189499124,0,-0.719750409881594,0.337827629372255,0,0,0.178497633008876,0
1,U15,4.66042699690344,1.1818266719278,-0.970474654234959,0,-0.284103434897971,-1.6726620783595,0,0,-0.352158416056704,0
2,U15,3.86702646739178,0.925115051090336,0.298252579997653,0,0.455645103995455,-0.96232485828772,0,0,-0.417584071941637,0
3,U15,3.85546319439102,-0.482002986314877,-0.641626282479236,0,0.379413751590223,-0.416307101597342,0,0,-0.195993225928001,0
4,U15,4.03023821462587,1.20979078266175,-0.744167644978886,0,-0.218442835969122,-1.58253568947536,0,0,-0.294886617113567,0
5,U15,3.55877366239042,1.00866521989224,0.344053365200786,0,0.557815852219821,-1.1465023105975,0,0,-0.415646406841521,0
6,U15,2.98599400489918,-0.273581647620372,-0.360285864475476,0,0.373320996023816,-0.418203356923597,0,0,-0.278912329917279,0
7,U15,4.02403059281106,0.978290413519745,-0.241395699159851,0,-0.0880861250440226,-0.998677463652044,0,0,-0.334854951971393,0
8,U15,4.43873858758428,1.06350126225002,0.0891466478170841,0,0.23286718529313,-1.02591678175636,0,0,-0.287256232657445,0
9,U15,5.27079570987225,-0.244467341372841,-0.512864804787185,0,0.0462581203472872,-0.0481912778311851,0,0,-0.157163605857208,0
10,U15,5.04693941329935,0.972270327725904,-0.515215133936707,0,-0.0161002437706467,-1.20483479549267,0,0,-0.24530885035094,0
1,U16,1.00438791938579,-0.137040645045723,-0.18084504506941,0,-0.630472200433635,0.671764638965802,0,0,0.317043011501817,0
2,U16,1.4460325737758,-0.0452225839579542,-1.62307164655301,0,-0.342780468651494,-1.04684643371611,0,0,0.253896024272315,0
3,U16,1.04936366303823,-0.142341193809333,0.472347642199845,0,-0.224109826512021,0.998390384697934,0,0,0.182271549611755,0
4,U16,1.94636610187655,-0.101581465010571,0.189925761098858,0,-0.2548084356417,0.780803149953587,0,0,0.411331072364358,0
5,U16,2.29682768969543,-0.298324200213883,-1.27313955676745,0,0.227767282023108,-0.891498137743661,0,0,0.545490560597187,0
6,U16,0.278791513368397,-0.288184178979202,0.570847189406369,0,-0.0817730916247369,1.01834008965649,0,0,0.148589067139447,0
7,U16,0.941304114541262,-0.546731934459439,-0.175683690015814,0,-0.275309948418283,0.699396853459101,0,0,0.474572122141658,0
8,U16,0.411969549623297,-0.0375090817909978,-1.38320715436983,0,-0.448508492799144,-0.803988800532415,0,0,0.369465789443884,0
9,U16,1.17857770198878,0.117522966305404,0.302550164843471,0,-0.635909519798012,0.947891999991562,0,0,0.217916893122006,0
10,U16,1.38440675104917,-0.644124260706483,-0.34837848589664,0,-0.358623054921935,0.83007313297941,0,0,0.461934689638269,0
1,U17,7.81601742846363,-1.28018520338876,-1.33433517334795,0,2.24734713652526,-2.07922873339583,0,0,0.13144037293911,0
2,U17,8.26070261805065,-0.842731979019747,-1.26218553311445,0,1.65631240798151,-1.71984701871271,0,0,0.00838771723120679,0
3,U17,6.85844264584524,-2.10234474095789,-0.473273748119363,0,3.00583622325368,-1.30551538768772,0,0,0.279273196858333,0
4,U17,7.55933111628241,-0.775307979882244,-1.2015216582907,0,2.35261060990864,-2.52987501300929,0,0,0.0598520503758271,0
5,U17,7.55929021316722,-0.944461773278629,-1.13448494080908,0,1.96749907275339,-1.86771412986018,0,0,0.0128988924704529,0
6,U17,6.07866813767673,-2.30652595224556,-0.639367135729065,0,2.3590845030287,-0.672486764353319,0,0,0.137028951757924,0
7,U17,6.54301809434146,-0.890141531830655,-1.35546324416925,0,2.62127397666224,-2.96355020995166,0,0,0.0937979329820434,0
8,U17,7.84319878282691,-1.1563820335606,-1.22840832493384,0,2.06202619713065,-1.79854437732655,0,0,0.0411249632186346,0
9,U17,5.91949461337033,-1.8930146378537,-0.247877468731823,0,2.56843892394805,-0.85882639922928,0,0,0.171406015533661,0
10,U17,6.99979096228423,-0.767584254916883,-1.38293936715406,0,2.31332800893488,-2.79157515765557,0,0,-0.0141401182452692,0
