rep,id_var,initT_simulated,aS_simulated,dS_simulated,lBt0_simulated,dI_simulated,w_simulated,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_dI_simulated,eta_w_simulated,data,split,color,filter
1,1,-4.86951,-0.00329568,0.361963,-0.0984864,-5.03638,-0.017111,-2.99573,0,-4.10263,-0.032032,4.6,0,africa,All,#4682B4,0
2,1,-8.29841,-3.43219,0.463461,0.00301133,-4.87989,0.139382,-2.99573,0,-4.09016,-0.0195568,4.6,0,africa,All,#4682B4,0
3,1,-6.2887,-1.42248,0.411772,-0.0486776,-4.72204,0.297228,-2.99573,0,-4.03364,0.0369606,4.6,0,africa,All,#4682B4,0
4,1,-7.31417,-2.44795,0.417671,-0.0427787,-4.6445,0.374768,-2.99573,0,-4.05701,0.0135909,4.6,0,africa,All,#4682B4,0
5,1,-8.36663,-3.50041,0.444223,-0.0162261,-4.97851,0.0407573,-2.99573,0,-4.13849,-0.06789,4.6,0,africa,All,#4682B4,0
6,1,-3.31187,1.55435,0.467715,0.00726612,-5.05884,-0.0395773,-2.99573,0,-4.0737,-0.00310172,4.6,0,africa,All,#4682B4,0
7,1,-6.81285,-1.94663,0.432557,-0.027892,-4.99829,0.0209776,-2.99573,0,-4.1443,-0.0737006,4.6,0,africa,All,#4682B4,0
8,1,-6.57722,-1.711,0.506479,0.04603,-5.04061,-0.0213406,-2.99573,0,-4.16108,-0.0904826,4.6,0,africa,All,#4682B4,0
9,1,-5.13336,-0.267145,0.416043,-0.044406,-4.68014,0.339131,-2.99573,0,-3.98734,0.0832639,4.6,0,africa,All,#4682B4,0
10,1,-6.22994,-1.36372,0.368078,-0.0923715,-5.01772,0.00154709,-2.99573,0,-4.08267,-0.0120675,4.6,0,africa,All,#4682B4,0
1,2,-4.38942,0.476796,0.327655,-0.132794,-4.99633,0.0229419,-2.99573,0,-4.08705,-0.0164476,4.6,0,africa,All,#4682B4,0
2,2,-3.18536,1.68086,0.336602,-0.123847,-5.09677,-0.0775077,-2.99573,0,-4.04743,0.0231698,4.6,0,africa,All,#4682B4,0
3,2,-3.68979,1.17643,0.352404,-0.108045,-4.9361,0.0831692,-2.99573,0,-4.07689,-0.00629157,4.6,0,africa,All,#4682B4,0
4,2,-4.16941,0.696812,0.427542,-0.0329075,-5.00855,0.0107148,-2.99573,0,-4.12247,-0.0518666,4.6,0,africa,All,#4682B4,0
5,2,-3.63493,1.23129,0.396587,-0.0638627,-4.87058,0.148686,-2.99573,0,-4.09206,-0.0214583,4.6,0,africa,All,#4682B4,0
6,2,-3.60066,1.26556,0.383526,-0.0769237,-4.98014,0.0391315,-2.99573,0,-4.06469,0.00590905,4.6,0,africa,All,#4682B4,0
7,2,-3.78319,1.08303,0.433292,-0.0271572,-5.01639,0.00288095,-2.99573,0,-4.09386,-0.0232646,4.6,0,africa,All,#4682B4,0
8,2,-4.01166,0.854558,0.471534,0.0110842,-5.07033,-0.051058,-2.99573,0,-4.13735,-0.0667557,4.6,0,africa,All,#4682B4,0
9,2,-3.41655,1.44967,0.435063,-0.0253859,-5.01621,0.00305551,-2.99573,0,-4.1017,-0.0310997,4.6,0,africa,All,#4682B4,0
10,2,-4.27255,0.593669,0.418056,-0.0423931,-5.07,-0.0507313,-2.99573,0,-4.11538,-0.0447847,4.6,0,africa,All,#4682B4,0
1,3,-5.77293,-0.906715,0.394653,-0.0657966,-5.02116,-0.00189584,-2.99573,0,-4.19116,-0.120562,4.6,0,africa,All,#4682B4,0
2,3,-2.16078,2.70544,0.441822,-0.018627,-5.06524,-0.0459681,-2.99573,0,-4.04419,0.0264078,4.6,0,africa,All,#4682B4,0
3,3,-2.87078,1.99544,0.441969,-0.0184808,-4.87528,0.143983,-2.99573,0,-4.03653,0.0340716,4.6,0,africa,All,#4682B4,0
4,3,-4.24244,0.623775,0.470015,0.00956537,-5.13823,-0.118966,-2.99573,0,-4.16592,-0.095325,4.6,0,africa,All,#4682B4,0
5,3,-2.7489,2.11732,0.456478,-0.00397119,-5.02076,-0.00148968,-2.99573,0,-4.17212,-0.101523,4.6,0,africa,All,#4682B4,0
6,3,-4.55075,0.315465,0.430003,-0.0304465,-4.7653,0.25397,-2.99573,0,-4.057,0.013599,4.6,0,africa,All,#4682B4,0
7,3,-1.76338,3.10284,0.359214,-0.101235,-5.03954,-0.0202712,-2.99573,0,-3.9765,0.094102,4.6,0,africa,All,#4682B4,0
8,3,-5.37756,-0.511343,0.491373,0.0309239,-5.08241,-0.0631478,-2.99573,0,-4.1256,-0.0550011,4.6,0,africa,All,#4682B4,0
9,3,-5.46915,-0.602931,0.483441,0.0229921,-4.99151,0.0277584,-2.99573,0,-4.17583,-0.105231,4.6,0,africa,All,#4682B4,0
10,3,-5.55004,-0.68382,0.433095,-0.0273542,-4.87967,0.139593,-2.99573,0,-4.09768,-0.0270829,4.6,0,africa,All,#4682B4,0
1,4,-1.25118,3.61504,0.446338,-0.0141113,-5.08184,-0.0625756,-2.99573,0,-3.96817,0.102433,4.6,0,africa,All,#4682B4,0
2,4,-1.86752,2.9987,0.49696,0.0365104,-5.18893,-0.169663,-2.99573,0,-3.99768,0.0729225,4.6,0,africa,All,#4682B4,0
3,4,-7.74722,-2.881,0.524356,0.0639071,-4.92046,0.0988089,-2.99573,0,-4.05978,0.0108175,4.6,0,africa,All,#4682B4,0
4,4,-6.05399,-1.18777,0.486609,0.0261592,-4.99812,0.0211483,-2.99573,0,-4.04028,0.0303151,4.6,0,africa,All,#4682B4,0
5,4,-1.89624,2.96998,0.499083,0.0386338,-5.13661,-0.117344,-2.99573,0,-4.01532,0.0552795,4.6,0,africa,All,#4682B4,0
6,4,-2.29705,2.56917,0.544616,0.0841665,-5.06,-0.0407309,-2.99573,0,-4.01724,0.0533618,4.6,0,africa,All,#4682B4,0
7,4,-5.91378,-1.04756,0.477629,0.0171798,-5.10036,-0.081096,-2.99573,0,-4.05155,0.0190527,4.6,0,africa,All,#4682B4,0
8,4,-8.82789,-3.96167,0.468706,0.00825665,-5.03593,-0.0166608,-2.99573,0,-4.0557,0.0148984,4.6,0,africa,All,#4682B4,0
9,4,-1.98754,2.87868,0.528433,0.067984,-5.03678,-0.0175141,-2.99573,0,-3.96436,0.106243,4.6,0,africa,All,#4682B4,0
10,4,-7.14638,-2.28016,0.453257,-0.00719276,-4.99632,0.0229439,-2.99573,0,-4.00767,0.0629245,4.6,0,africa,All,#4682B4,0
1,5,-6.94959,-2.08337,0.423328,-0.0371213,-5.14567,-0.126398,-2.99573,0,-4.06616,0.00443449,4.6,0,africa,All,#4682B4,0
2,5,-3.73507,1.13115,0.442034,-0.0184151,-4.98003,0.0392344,-2.99573,0,-3.88625,0.184351,4.6,0,africa,All,#4682B4,0
3,5,-6.94182,-2.0756,0.548369,0.0879202,-5.02361,-0.00433878,-2.99573,0,-4.17301,-0.102411,4.6,0,africa,All,#4682B4,0
4,5,-5.14256,-0.276337,0.531193,0.0707434,-4.76882,0.250448,-2.99573,0,-4.03204,0.038559,4.6,0,africa,All,#4682B4,0
5,5,-5.27538,-0.409166,0.359288,-0.101161,-5.0496,-0.0303378,-2.99573,0,-4.08594,-0.0153419,4.6,0,africa,All,#4682B4,0
6,5,-5.60992,-0.743697,0.495814,0.0353646,-5.08084,-0.0615738,-2.99573,0,-4.12987,-0.0592685,4.6,0,africa,All,#4682B4,0
7,5,-5.8124,-0.94618,0.466534,0.00608433,-4.97451,0.0447593,-2.99573,0,-4.12427,-0.0536663,4.6,0,africa,All,#4682B4,0
8,5,-3.46433,1.40189,0.474498,0.0140488,-5.01487,0.00439907,-2.99573,0,-3.98625,0.0843486,4.6,0,africa,All,#4682B4,0
9,5,-3.76386,1.10236,0.403657,-0.0567927,-4.92998,0.0892902,-2.99573,0,-3.98257,0.0880272,4.6,0,africa,All,#4682B4,0
10,5,-7.7645,-2.89828,0.515874,0.0554249,-5.13126,-0.111997,-2.99573,0,-4.20711,-0.136506,4.6,0,africa,All,#4682B4,0
1,6,-6.24722,-1.381,0.413367,-0.0470828,-5.17992,-0.160657,-2.99573,0,-4.02196,0.0486377,4.6,0,africa,All,#4682B4,0
2,6,-6.24477,-1.37856,0.569187,0.108737,-5.04785,-0.0285852,-2.99573,0,-4.01991,0.0506933,4.6,0,africa,All,#4682B4,0
3,6,-11.2798,-6.41357,0.362647,-0.0978019,-5.01339,0.00587629,-2.99573,0,-4.06027,0.0103329,4.6,0,africa,All,#4682B4,0
4,6,-7.52385,-2.65763,0.491602,0.0311522,-5.07016,-0.0508936,-2.99573,0,-3.87826,0.192344,4.6,0,africa,All,#4682B4,0
5,6,-10.4184,-5.55222,0.53346,0.073011,-5.13775,-0.118487,-2.99573,0,-3.98222,0.0883828,4.6,0,africa,All,#4682B4,0
6,6,-8.04506,-3.17884,0.436176,-0.0242736,-4.95775,0.0615198,-2.99573,0,-3.95291,0.11769,4.6,0,africa,All,#4682B4,0
7,6,-7.13068,-2.26446,0.41894,-0.0415096,-4.91662,0.102645,-2.99573,0,-4.01469,0.0559075,4.6,0,africa,All,#4682B4,0
8,6,-11.9042,-7.03796,0.413664,-0.0467852,-5.05495,-0.0356795,-2.99573,0,-4.11899,-0.0483869,4.6,0,africa,All,#4682B4,0
9,6,-8.69503,-3.82881,0.499508,0.0390584,-4.92662,0.0926489,-2.99573,0,-3.9772,0.0933985,4.6,0,africa,All,#4682B4,0
10,6,-3.62728,1.23894,0.551674,0.0912242,-5.30978,-0.290518,-2.99573,0,-4.04895,0.0216534,4.6,0,africa,All,#4682B4,0
1,7,-3.69334,1.17288,0.477721,0.0172718,-5.04179,-0.0225235,-2.99573,0,-3.99396,0.0766375,4.6,0,africa,All,#4682B4,0
2,7,-3.1052,1.76102,0.565745,0.105296,-5.02228,-0.00301042,-2.99573,0,-3.95895,0.11165,4.6,0,africa,All,#4682B4,0
3,7,-2.51755,2.34867,0.56859,0.10814,-4.93982,0.0794468,-2.99573,0,-3.92988,0.140717,4.6,0,africa,All,#4682B4,0
4,7,-2.87326,1.99296,0.384158,-0.0762917,-4.94817,0.0711019,-2.99573,0,-3.90611,0.164494,4.6,0,africa,All,#4682B4,0
5,7,-2.87326,1.99296,0.443609,-0.0168407,-4.97434,0.0449256,-2.99573,0,-3.92579,0.14481,4.6,0,africa,All,#4682B4,0
6,7,-3.31159,1.55463,0.359735,-0.100715,-4.9817,0.0375644,-2.99573,0,-3.9358,0.134803,4.6,0,africa,All,#4682B4,0
7,7,-2.62422,2.242,0.306886,-0.153563,-4.95273,0.0665384,-2.99573,0,-3.8666,0.204004,4.6,0,africa,All,#4682B4,0
8,7,-2.15689,2.70933,0.499487,0.0390374,-4.99355,0.0257126,-2.99573,0,-3.94567,0.124929,4.6,0,africa,All,#4682B4,0
9,7,-3.08235,1.78387,0.455011,-0.00543822,-5.02076,-0.00149404,-2.99573,0,-3.96422,0.106383,4.6,0,africa,All,#4682B4,0
10,7,-2.42374,2.44248,0.481248,0.0207991,-5.09401,-0.0747412,-2.99573,0,-4.00008,0.0705229,4.6,0,africa,All,#4682B4,0
1,8,-4.88919,-0.0229691,0.421461,-0.038988,-5.15973,-0.140462,-2.99573,0,-4.15943,-0.0888264,4.6,0,africa,All,#4682B4,0
2,8,-5.08025,-0.214028,0.452342,-0.00810772,-5.09737,-0.0781006,-2.99573,0,-4.13719,-0.0665905,4.6,0,africa,All,#4682B4,0
3,8,-6.52665,-1.66043,0.444731,-0.0157181,-5.13213,-0.112864,-2.99573,0,-4.16393,-0.0933276,4.6,0,africa,All,#4682B4,0
4,8,-4.31117,0.555049,0.489689,0.0292392,-5.1879,-0.168637,-2.99573,0,-4.22115,-0.150549,4.6,0,africa,All,#4682B4,0
5,8,-4.74852,0.117695,0.489675,0.0292254,-5.02984,-0.0105747,-2.99573,0,-4.10588,-0.0352823,4.6,0,africa,All,#4682B4,0
6,8,-5.40702,-0.540803,0.381893,-0.0785561,-5.0282,-0.00893079,-2.99573,0,-4.09741,-0.0268064,4.6,0,africa,All,#4682B4,0
7,8,-6.09287,-1.22666,0.406769,-0.0536807,-5.07719,-0.0579272,-2.99573,0,-4.14412,-0.0735186,4.6,0,africa,All,#4682B4,0
8,8,-5.23697,-0.370755,0.408924,-0.0515256,-5.05935,-0.0400808,-2.99573,0,-4.12951,-0.058914,4.6,0,africa,All,#4682B4,0
9,8,-4.76274,0.103477,0.4614,0.000950709,-5.09543,-0.0761646,-2.99573,0,-4.17058,-0.0999805,4.6,0,africa,All,#4682B4,0
10,8,-6.86115,-1.99493,0.441807,-0.0186424,-5.03961,-0.0203389,-2.99573,0,-4.15517,-0.0845722,4.6,0,africa,All,#4682B4,0
1,9,-4.23068,0.635534,0.467108,0.0066589,-5.06464,-0.0453771,-2.99573,0,-3.98044,0.0901576,4.6,0,africa,All,#4682B4,0
2,9,-5.65012,-0.783902,0.549513,0.0890636,-5.05767,-0.0384072,-2.99573,0,-4.0636,0.00699476,4.6,0,africa,All,#4682B4,0
3,9,-5.71514,-0.848917,0.480181,0.019732,-5.05938,-0.0401163,-2.99573,0,-4.01494,0.0556591,4.6,0,africa,All,#4682B4,0
4,9,-5.29885,-0.432627,0.480158,0.0197082,-5.14086,-0.121597,-2.99573,0,-4.05953,0.0110703,4.6,0,africa,All,#4682B4,0
5,9,-5.28518,-0.418956,0.418724,-0.0417253,-5.07414,-0.0548769,-2.99573,0,-4.00908,0.0615163,4.6,0,africa,All,#4682B4,0
6,9,-7.1038,-2.23758,0.390357,-0.0700928,-4.94634,0.0729292,-2.99573,0,-3.97878,0.0918224,4.6,0,africa,All,#4682B4,0
7,9,-6.23802,-1.3718,0.504006,0.0435567,-5.00624,0.0130257,-2.99573,0,-4.02228,0.0483233,4.6,0,africa,All,#4682B4,0
8,9,-5.55565,-0.689431,0.452418,-0.0080318,-4.98947,0.0298004,-2.99573,0,-4.00539,0.0652106,4.6,0,africa,All,#4682B4,0
9,9,-5.90963,-1.04341,0.487657,0.0272077,-5.25007,-0.230799,-2.99573,0,-4.11167,-0.0410664,4.6,0,africa,All,#4682B4,0
10,9,-3.86692,0.999302,0.516895,0.0564452,-5.17995,-0.160681,-2.99573,0,-4.07909,-0.00848895,4.6,0,africa,All,#4682B4,0
1,10,-6.0789,-1.21269,0.498911,0.0384616,-5.09594,-0.0766775,-2.99573,0,-4.10133,-0.0307357,4.6,0,africa,All,#4682B4,0
2,10,-8.42804,-3.56182,0.486793,0.0263439,-5.02984,-0.0105758,-2.99573,0,-4.12345,-0.0528552,4.6,0,africa,All,#4682B4,0
3,10,-5.56556,-0.69934,0.400755,-0.0596942,-5.09312,-0.0738542,-2.99573,0,-4.02893,0.0416741,4.6,0,africa,All,#4682B4,0
4,10,-6.07539,-1.20917,0.414083,-0.0463662,-4.95659,0.0626738,-2.99573,0,-4.01732,0.0532822,4.6,0,africa,All,#4682B4,0
5,10,-5.39009,-0.523871,0.524858,0.0644083,-5.18664,-0.167373,-2.99573,0,-4.08245,-0.0118471,4.6,0,africa,All,#4682B4,0
6,10,-7.45792,-2.5917,0.462704,0.00225446,-4.82838,0.190883,-2.99573,0,-4.00264,0.067958,4.6,0,africa,All,#4682B4,0
7,10,-5.58085,-0.714634,0.524846,0.0643967,-5.03246,-0.0131969,-2.99573,0,-4.08161,-0.011014,4.6,0,africa,All,#4682B4,0
8,10,-8.67908,-3.81286,0.414933,-0.045516,-4.8748,0.144467,-2.99573,0,-4.04831,0.0222904,4.6,0,africa,All,#4682B4,0
9,10,-4.3491,0.517122,0.397931,-0.0625181,-4.94226,0.077004,-2.99573,0,-4.00181,0.0687896,4.6,0,africa,All,#4682B4,0
10,10,-7.62908,-2.76286,0.436746,-0.0237029,-5.08211,-0.0628432,-2.99573,0,-4.09448,-0.0238836,4.6,0,africa,All,#4682B4,0
1,11,-3.55127,1.31495,0.518746,0.0582969,-4.83524,0.184031,-2.99573,0,-4.0377,0.0329027,4.6,0,africa,All,#4682B4,0
2,11,-2.25419,2.61203,0.511786,0.0513367,-5.12379,-0.104521,-2.99573,0,-4.15875,-0.0881519,4.6,0,africa,All,#4682B4,0
3,11,-2.2383,2.62792,0.45286,-0.00758921,-4.80219,0.217076,-2.99573,0,-4.04952,0.0210834,4.6,0,africa,All,#4682B4,0
4,11,-4.31925,0.546964,0.440848,-0.0196015,-4.97876,0.0405087,-2.99573,0,-4.14213,-0.0715268,4.6,0,africa,All,#4682B4,0
5,11,-3.08631,1.77991,0.490972,0.0305226,-5.0036,0.0156694,-2.99573,0,-4.12712,-0.056521,4.6,0,africa,All,#4682B4,0
6,11,-6.99704,-2.13082,0.34639,-0.114059,-5.04201,-0.0227392,-2.99573,0,-4.13025,-0.0596487,4.6,0,africa,All,#4682B4,0
7,11,-6.01239,-1.14617,0.411744,-0.0487055,-4.98526,0.0340075,-2.99573,0,-4.15235,-0.0817544,4.6,0,africa,All,#4682B4,0
8,11,-4.31853,0.547686,0.539086,0.0786364,-5.02633,-0.00706178,-2.99573,0,-4.15039,-0.0797878,4.6,0,africa,All,#4682B4,0
9,11,-3.68169,1.18453,0.405555,-0.0548948,-4.99834,0.0209236,-2.99573,0,-4.09446,-0.0238627,4.6,0,africa,All,#4682B4,0
10,11,-1.94486,2.92136,0.504754,0.0443047,-5.03241,-0.0131444,-2.99573,0,-4.05936,0.0112365,4.6,0,africa,All,#4682B4,0
1,12,-1.09681,3.76941,0.464206,0.00375687,-5.24257,-0.223301,-2.99573,0,-3.99741,0.0731924,4.6,0,africa,All,#4682B4,0
2,12,-3.45801,1.40821,0.385783,-0.0746668,-5.10741,-0.0881464,-2.99573,0,-4.02672,0.0438796,4.6,0,africa,All,#4682B4,0
3,12,-5.37709,-0.510867,0.346087,-0.114362,-5.05084,-0.031568,-2.99573,0,-3.99528,0.0753173,4.6,0,africa,All,#4682B4,0
4,12,-3.25692,1.6093,0.532409,0.0719601,-5.1444,-0.125135,-2.99573,0,-4.02707,0.043531,4.6,0,africa,All,#4682B4,0
5,12,-4.8002,0.0660166,0.65319,0.192741,-4.81774,0.20153,-2.99573,0,-4.0203,0.050296,4.6,0,africa,All,#4682B4,0
6,12,0.22843,5.09465,0.46686,0.0064111,-5.20461,-0.185339,-2.99573,0,-3.9479,0.122703,4.6,0,africa,All,#4682B4,0
7,12,-6.55528,-1.68906,0.389355,-0.0710948,-5.12754,-0.108272,-2.99573,0,-4.0403,0.0302969,4.6,0,africa,All,#4682B4,0
8,12,-4.6805,0.18572,0.543927,0.0834774,-4.95148,0.0677892,-2.99573,0,-4.00927,0.06133,4.6,0,africa,All,#4682B4,0
9,12,-5.99446,-1.12824,0.540347,0.0798981,-5.0502,-0.0309327,-2.99573,0,-4.03073,0.0398719,4.6,0,africa,All,#4682B4,0
10,12,-4.75376,0.112456,0.452648,-0.00780165,-5.03551,-0.0162413,-2.99573,0,-3.98919,0.0814042,4.6,0,africa,All,#4682B4,0
1,13,-4.86515,0.00106973,0.421105,-0.039344,-5.10604,-0.0867723,-2.99573,0,-4.09826,-0.0276598,4.6,0,africa,All,#4682B4,0
2,13,-5.17231,-0.306091,0.485969,0.0255198,-4.97976,0.0395098,-2.99573,0,-4.1036,-0.0329958,4.6,0,africa,All,#4682B4,0
3,13,-5.21691,-0.35069,0.408524,-0.0519255,-5.01314,0.00612285,-2.99573,0,-4.06934,0.00125443,4.6,0,africa,All,#4682B4,0
4,13,-1.95896,2.90725,0.499051,0.0386013,-5.06042,-0.0411576,-2.99573,0,-4.0761,-0.00550319,4.6,0,africa,All,#4682B4,0
5,13,-4.49043,0.375791,0.431301,-0.0291487,-5.05547,-0.0362018,-2.99573,0,-4.09713,-0.026532,4.6,0,africa,All,#4682B4,0
6,13,-6.27793,-1.41171,0.468109,0.00765977,-5.16614,-0.146875,-2.99573,0,-4.15978,-0.0891829,4.6,0,africa,All,#4682B4,0
7,13,-3.13613,1.73009,0.483478,0.0230291,-5.13753,-0.118262,-2.99573,0,-4.05015,0.0204491,4.6,0,africa,All,#4682B4,0
8,13,-2.99926,1.86696,0.512623,0.0521734,-4.98094,0.0383299,-2.99573,0,-4.03788,0.0327152,4.6,0,africa,All,#4682B4,0
9,13,-4.28908,0.577137,0.504958,0.0445085,-4.89198,0.127292,-2.99573,0,-4.06136,0.00924073,4.6,0,africa,All,#4682B4,0
10,13,-6.65815,-1.79193,0.312682,-0.147767,-4.88977,0.129494,-2.99573,0,-4.06713,0.00346637,4.6,0,africa,All,#4682B4,0
1,14,-0.581733,4.28449,0.508728,0.0482789,-5.19044,-0.171177,-2.99573,0,-3.9731,0.0974985,4.6,0,africa,All,#4682B4,0
2,14,-1.35065,3.51557,0.482708,0.0222584,-4.98709,0.0321781,-2.99573,0,-3.9804,0.0901946,4.6,0,africa,All,#4682B4,0
3,14,-2.22307,2.64314,0.572614,0.112165,-4.97554,0.043732,-2.99573,0,-4.00921,0.0613873,4.6,0,africa,All,#4682B4,0
4,14,-1.26431,3.60191,0.469472,0.00902231,-5.15309,-0.133828,-2.99573,0,-4.0151,0.0554954,4.6,0,africa,All,#4682B4,0
5,14,-0.653159,4.21306,0.493237,0.0327879,-5.15349,-0.134222,-2.99573,0,-4.02891,0.0416868,4.6,0,africa,All,#4682B4,0
6,14,-1.6183,3.24792,0.51325,0.0528007,-4.98134,0.0379316,-2.99573,0,-3.99451,0.0760913,4.6,0,africa,All,#4682B4,0
7,14,-4.01919,0.84703,0.469053,0.00860361,-5.03349,-0.0142188,-2.99573,0,-4.0598,0.0107946,4.6,0,africa,All,#4682B4,0
8,14,-1.73993,3.12629,0.461362,0.000912806,-4.97154,0.0477314,-2.99573,0,-3.94024,0.130356,4.6,0,africa,All,#4682B4,0
9,14,-1.79633,3.06989,0.333702,-0.126747,-4.82997,0.189299,-2.99573,0,-3.87585,0.194753,4.6,0,africa,All,#4682B4,0
10,14,-1.10761,3.75861,0.532245,0.0717952,-5.09867,-0.0793985,-2.99573,0,-3.96113,0.10947,4.6,0,africa,All,#4682B4,0
1,15,-3.7889,1.07732,0.459801,-0.000648328,-4.96401,0.0552614,-2.99573,0,-4.07758,-0.00698073,4.6,0,africa,All,#4682B4,0
2,15,-5.70306,-0.836841,0.47589,0.0154404,-4.9091,0.11017,-2.99573,0,-4.08823,-0.0176285,4.6,0,africa,All,#4682B4,0
3,15,-4.31499,0.551231,0.343676,-0.116773,-4.89532,0.123944,-2.99573,0,-4.04581,0.0247916,4.6,0,africa,All,#4682B4,0
4,15,-3.36045,1.50576,0.492061,0.0316117,-5.10758,-0.0883124,-2.99573,0,-4.10802,-0.037417,4.6,0,africa,All,#4682B4,0
5,15,-6.36009,-1.49387,0.431067,-0.0293821,-5.05187,-0.0326045,-2.99573,0,-4.16576,-0.0951592,4.6,0,africa,All,#4682B4,0
6,15,-4.22001,0.64621,0.345708,-0.114741,-5.18894,-0.169671,-2.99573,0,-4.1321,-0.0614979,4.6,0,africa,All,#4682B4,0
7,15,-3.54717,1.31905,0.413194,-0.0472552,-5.11155,-0.0922819,-2.99573,0,-4.11149,-0.0408886,4.6,0,africa,All,#4682B4,0
8,15,-4.88455,-0.0183321,0.456002,-0.00444709,-5.00513,0.0141395,-2.99573,0,-4.10257,-0.0319753,4.6,0,africa,All,#4682B4,0
9,15,-4.88143,-0.0152111,0.457063,-0.00338621,-4.96099,0.0582726,-2.99573,0,-4.06552,0.00507614,4.6,0,africa,All,#4682B4,0
10,15,-4.74589,0.120329,0.492853,0.0324037,-5.17884,-0.159569,-2.99573,0,-4.18228,-0.111685,4.6,0,africa,All,#4682B4,0
1,16,-3.22937,1.63685,0.358809,-0.101641,-5.03891,-0.0196469,-2.99573,0,-4.14804,-0.0774362,4.6,0,africa,All,#4682B4,0
2,16,-0.998807,3.86741,0.490983,0.0305333,-5.03228,-0.0130154,-2.99573,0,-4.07034,0.000263506,4.6,0,africa,All,#4682B4,0
3,16,-0.827803,4.03842,0.378016,-0.082433,-5.06163,-0.0423621,-2.99573,0,-4.08438,-0.0137816,4.6,0,africa,All,#4682B4,0
4,16,-2.60971,2.25651,0.464397,0.00394757,-5.06793,-0.0486649,-2.99573,0,-4.16647,-0.0958679,4.6,0,africa,All,#4682B4,0
5,16,-3.78613,1.08009,0.438723,-0.021726,-5.09083,-0.0715615,-2.99573,0,-4.17378,-0.103179,4.6,0,africa,All,#4682B4,0
6,16,-4.64793,0.218289,0.447353,-0.013096,-4.81766,0.201611,-2.99573,0,-4.06233,0.00826451,4.6,0,africa,All,#4682B4,0
7,16,-5.37947,-0.513247,0.433657,-0.0267925,-5.0234,-0.0041279,-2.99573,0,-4.21105,-0.140446,4.6,0,africa,All,#4682B4,0
8,16,-3.64517,1.22105,0.37185,-0.088599,-4.87132,0.147945,-2.99573,0,-4.12248,-0.051881,4.6,0,africa,All,#4682B4,0
9,16,-2.94775,1.91846,0.459757,-0.000692508,-4.94868,0.0705906,-2.99573,0,-4.09801,-0.0274067,4.6,0,africa,All,#4682B4,0
10,16,-5.22153,-0.355309,0.440036,-0.0204134,-4.95681,0.0624532,-2.99573,0,-4.21817,-0.14757,4.6,0,africa,All,#4682B4,0
1,17,-2.9353,1.93091,0.416262,-0.0441871,-4.96683,0.0524382,-2.99573,0,-3.98588,0.0847237,4.6,0,africa,All,#4682B4,0
2,17,-2.58954,2.27668,0.524598,0.0641482,-5.05159,-0.032321,-2.99573,0,-4.01831,0.0522843,4.6,0,africa,All,#4682B4,0
3,17,-4.36982,0.496401,0.392232,-0.0682169,-5.16063,-0.141359,-2.99573,0,-4.14117,-0.0705675,4.6,0,africa,All,#4682B4,0
4,17,-2.71596,2.15026,0.402767,-0.0576819,-5.12123,-0.101962,-2.99573,0,-4.02478,0.0458173,4.6,0,africa,All,#4682B4,0
5,17,-8.89806,-4.03184,0.474316,0.0138662,-4.98442,0.0348442,-2.99573,0,-4.1522,-0.0815972,4.6,0,africa,All,#4682B4,0
6,17,-7.27495,-2.40873,0.386677,-0.0737724,-4.88243,0.136839,-2.99573,0,-4.08533,-0.0147274,4.6,0,africa,All,#4682B4,0
7,17,-6.35945,-1.49323,0.436379,-0.0240702,-4.90327,0.115998,-2.99573,0,-4.10476,-0.034156,4.6,0,africa,All,#4682B4,0
8,17,-3.80341,1.06281,0.399935,-0.0605145,-5.12745,-0.108179,-2.99573,0,-4.18386,-0.113258,4.6,0,africa,All,#4682B4,0
9,17,-4.85683,0.00938524,0.442278,-0.0181708,-5.03525,-0.0159845,-2.99573,0,-4.03446,0.0361393,4.6,0,africa,All,#4682B4,0
10,17,-5.84626,-0.980044,0.411863,-0.0485864,-5.13107,-0.111807,-2.99573,0,-4.00352,0.0670754,4.6,0,africa,All,#4682B4,0
1,18,-0.699089,4.16713,0.467287,0.00683731,-4.82175,0.197515,-2.99573,0,-3.98918,0.0814211,4.6,0,africa,All,#4682B4,0
2,18,-0.23078,4.63544,0.513307,0.0528574,-4.84231,0.176956,-2.99573,0,-4.02833,0.0422672,4.6,0,africa,All,#4682B4,0
3,18,-0.55318,4.31304,0.477082,0.0166324,-4.82581,0.193457,-2.99573,0,-4.01611,0.0544862,4.6,0,africa,All,#4682B4,0
4,18,-0.423217,4.443,0.474686,0.0142367,-4.82405,0.195212,-2.99573,0,-4.01083,0.0597683,4.6,0,africa,All,#4682B4,0
5,18,-0.211212,4.65501,0.408965,-0.0514845,-4.90386,0.115409,-2.99573,0,-4.01675,0.0538512,4.6,0,africa,All,#4682B4,0
6,18,-0.516607,4.34961,0.45162,-0.00882894,-4.75708,0.262184,-2.99573,0,-3.97584,0.0947572,4.6,0,africa,All,#4682B4,0
7,18,-0.7603,4.10592,0.352636,-0.107813,-4.89115,0.128116,-2.99573,0,-4.01339,0.0572108,4.6,0,africa,All,#4682B4,0
