rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,lw,dE,lE50,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_lae,eta_lw,eta_dE,eta_lE50
1,1,-11.31217579423825725,13.75270615225871040,0.01227097163170126,0.05000000000000001,-4.74089603506388269,4.59999999999999964,0.90000000000000002,-3.60032752581338755,1.22365423590548383,2.08033951998980848,6.24120540239588362,2.00000000000000000,-0.37290979614980202,0.02470648699076428,-0.00803552431063626,0.00000000000000000,-0.00053542947141505,0.00000000000000000,0.00000000000000000,0.36299959157272754,0.19213970043757667,0.44705037420336557,3.60107356609090434,0.00000000000000000
1,2,-6.10107977329592011,13.08405567441574746,0.01255939011677363,0.05000000000000001,-4.74207170791222854,4.59999999999999964,0.90000000000000002,-3.40891456986859698,1.23070607812369204,2.69066078732902136,0.06486170487110138,2.00000000000000000,4.83818622479253513,-0.02513476401080039,0.01519663479337829,0.00000000000000000,-0.00171110231976090,0.00000000000000000,0.00000000000000000,0.55441254751751812,0.19919154265578487,1.05737164154257846,-0.96559766414325576,0.00000000000000000
1,3,-11.28518545887251179,13.60190848885541293,0.01204968493843242,0.05000000000000001,-4.74665712472785284,4.59999999999999964,0.90000000000000002,-3.17923687988820092,0.90314046629798583,1.16276676779127586,0.54406925297651287,2.00000000000000000,-0.34591946078405655,0.01368098412914387,-0.02623345407933364,0.00000000000000000,-0.00629651913538520,0.00000000000000000,0.00000000000000000,0.78409023749791418,-0.12837406916992133,-0.47052237799516705,1.16122149194136082,0.00000000000000000
1,4,-10.58148192149238298,13.14232705692654868,0.01213291156077484,0.05000000000000001,-4.74512215900270640,4.59999999999999964,0.90000000000000002,-4.73565413093997556,1.01186137579548863,2.39546562223311321,0.06785895358580087,2.00000000000000000,0.35778407659607225,-0.02069103427522734,-0.01935024359020954,0.00000000000000000,-0.00476155341023876,0.00000000000000000,0.00000000000000000,-0.77232701355386046,-0.01965315967241854,0.76217647644667030,-0.92042371103222376,0.00000000000000000
1,5,-8.31405152720201102,13.76829394909150750,0.01314627414089522,0.05000000000000001,-4.75168525764212824,4.59999999999999964,0.90000000000000002,-4.62731085895388627,0.90598741898273161,1.62104099003212943,0.09035812249138034,2.00000000000000000,2.62521447088644422,0.02583928001734570,0.06086641569760687,0.00000000000000000,-0.01132465204966060,0.00000000000000000,0.00000000000000000,-0.66398374156777118,-0.12552711648517556,-0.01224815575431348,-0.63407413678842950,0.00000000000000000
1,6,-13.75193728356894063,13.67142327641863098,0.01236376397209157,0.05000000000000001,-4.73726367505740686,4.59999999999999964,0.90000000000000002,-3.70640106344940845,1.27137422951411705,2.10128693325261340,2.43753578854342612,2.00000000000000000,-2.81267128548048539,0.01877863326829976,-0.00050203332946985,0.00000000000000000,0.00309693053506077,0.00000000000000000,0.00000000000000000,0.25692605393670664,0.23985969404620988,0.46799778746617049,2.66088783516571281,0.00000000000000000
1,7,-8.75848161374494438,13.65048523382140822,0.01227038779033670,0.05000000000000001,-4.73408755265281123,4.59999999999999964,0.90000000000000002,-4.63042577889642626,0.87114009766973166,1.49242653494348176,0.21805597389588507,2.00000000000000000,2.18078438434351085,0.01724594043403060,-0.00808310450818173,0.00000000000000000,0.00627305293965641,0.00000000000000000,0.00000000000000000,-0.66709866151031116,-0.16037443779817551,-0.14086261084296114,0.24689674074406853,0.00000000000000000
1,8,-12.78230847611717635,13.67055815473583991,0.01273706213537014,0.05000000000000001,-4.74179231588892502,4.59999999999999964,0.90000000000000002,-3.96224254751205995,1.32407022987849587,0.78639795907694954,0.12729388737762559,2.00000000000000000,-1.84304247802872112,0.01871535170362915,0.02924405444607814,0.00000000000000000,-0.00143171029645739,0.00000000000000000,0.00000000000000000,0.00108456987405514,0.29255569441058871,-0.84689118670949337,-0.29135656312514380,0.00000000000000000
1,9,-8.52236078286631482,13.40580529067388582,0.01266567993411774,0.05000000000000001,-4.73321431694345662,4.59999999999999964,0.90000000000000002,-4.15992583162111362,0.62620145187023768,1.86102754499760459,0.59390663400043187,2.00000000000000000,2.41690521522214041,-0.00084128504354908,0.02362400059984537,0.00000000000000000,0.00714628864901101,0.00000000000000000,0.00000000000000000,-0.19659871423499853,-0.40531308359766949,0.22773839921116168,1.24886707511297645,0.00000000000000000
1,10,-19.95289681620662492,13.65651255129995256,0.01275419397110843,0.05000000000000001,-4.74585085179821320,4.59999999999999964,0.90000000000000002,-4.74927985401890407,0.90171924884540866,1.63291023784102540,0.13862280328705054,2.00000000000000000,-9.01363081811816969,0.01768738900511524,0.03058818894035831,0.00000000000000000,-0.00549024620574556,0.00000000000000000,0.00000000000000000,-0.78595273663278897,-0.12979528662249851,-0.00037890794541751,-0.20609845097435731,0.00000000000000000
