rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,f,dp,lw,dE,lI50,lod,data
3,16,-3.1732164376841,70,0.0464530806247352,0.05,-4.83761679836534,4.6,0.9,-1.81567133299712,0.9,0.001,-0.262882864555957,1,0.237657048518125,15,africa
4,16,-4.47776821715842,70,0.0462987450773831,0.05,-4.84800742520564,4.6,0.9,-1.81567133299712,0.9,0.001,-0.214485807201505,1,0.0633469693258145,15,africa
5,16,-3.45219099019152,70,0.0471463192149148,0.05,-4.83019994256176,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0514910879803806,1,-0.0947518863432372,15,africa
6,16,-0.25542223626681,70,0.0524870246993185,0.05,-4.73194702633316,4.6,0.9,-1.81567133299712,0.9,0.001,0.0387947002356857,1,-0.199274788946483,15,africa
7,16,-1.92769117820032,70,0.0521157694794841,0.05,-4.73997542595309,4.6,0.9,-1.81567133299712,0.9,0.001,0.198030540820711,1,-0.324582720071204,15,africa
8,16,-1.89790898237396,70,0.0513537313783038,0.05,-4.74719411439417,4.6,0.9,-1.81567133299712,0.9,0.001,0.283249439735437,1,-0.48177634420544,15,africa
9,16,-1.94504922430594,70,0.0510974250906209,0.05,-4.75433497221233,4.6,0.9,-1.81567133299712,0.9,0.001,0.100698627752578,1,-0.327350747572714,15,africa
10,16,-1.69885583481923,70,0.0510489914556637,0.05,-4.75908887335583,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0434497130491297,1,-0.141034217187211,15,africa
1,17,-3.54966334984896,70,0.0509771412072194,0.05,-4.7535533056182,4.6,0.9,-1.81567133299712,0.9,0.001,0.573379052491184,1,-0.620563436452791,15,africa
2,17,-8.25849192248333,70,0.0451069697461365,0.05,-4.86230082517233,4.6,0.9,-1.81567133299712,0.9,0.001,0.0791116353255151,1,-0.572275685488764,15,africa
3,17,-4.73066252800402,70,0.0529990546635033,0.05,-4.72806080794752,4.6,0.9,-1.81567133299712,0.9,0.001,0.324264569595361,1,-0.213239708880534,15,africa
4,17,-6.51031367692569,70,0.0462629372478728,0.05,-4.8439944295767,4.6,0.9,-1.81567133299712,0.9,0.001,0.640301890997905,1,-0.577120704135386,15,africa
5,17,-1.12893071577276,70,0.0551667373863448,0.05,-4.68365961855384,4.6,0.9,-1.81567133299712,0.9,0.001,0.67022855324624,1,-0.515945504553067,15,africa
6,17,-5.13793987593244,70,0.0471838631828878,0.05,-4.8252118652404,4.6,0.9,-1.81567133299712,0.9,0.001,0.250196250504376,1,-0.366116966888565,15,africa
7,17,-3.16751151710656,70,0.0515550503711543,0.05,-4.74981687963926,4.6,0.9,-1.81567133299712,0.9,0.001,0.442922287988542,1,-0.666550485877127,15,africa
8,17,-3.30608258905801,70,0.0518538533871669,0.05,-4.74355464731961,4.6,0.9,-1.81567133299712,0.9,0.001,0.147916173881385,1,-0.146948473603913,15,africa
9,17,-5.74903020672884,70,0.044527797379976,0.05,-4.87732333933454,4.6,0.9,-1.81567133299712,0.9,0.001,0.143453220689244,1,-0.760181578740604,15,africa
10,17,-5.12366904193504,70,0.0463892036108519,0.05,-4.84564445300177,4.6,0.9,-1.81567133299712,0.9,0.001,-0.066523750441925,1,-0.222576630735257,15,africa
1,18,1.90807581732077,70,0.0420112312135438,0.05,-4.92556967988004,4.6,0.9,-1.81567133299712,0.9,0.001,0.834621250195714,1,-0.654200138736149,15,africa
2,18,1.78254281884369,70,0.0415378988063905,0.05,-4.93547651638743,4.6,0.9,-1.81567133299712,0.9,0.001,0.75575551807527,1,-0.533960566607691,15,africa
3,18,0.0185448581195845,70,0.0426600719658956,0.05,-4.91432569358019,4.6,0.9,-1.81567133299712,0.9,0.001,0.979417110100981,1,-0.831120350440503,15,africa
4,18,2.15129532631992,70,0.0424861358800063,0.05,-4.91809566251534,4.6,0.9,-1.81567133299712,0.9,0.001,1.04293573467625,1,-0.89491570217623,15,africa
5,18,0.792855111333098,70,0.042402958072359,0.05,-4.92477626405436,4.6,0.9,-1.81567133299712,0.9,0.001,1.06424135597798,1,-0.949135112594803,15,africa
6,18,2.05846261922305,70,0.0418113995210432,0.05,-4.93104220630612,4.6,0.9,-1.81567133299712,0.9,0.001,1.03156285935933,1,-0.92313202721692,15,africa
7,18,1.6202605277216,70,0.0422805523781085,0.05,-4.92128959866904,4.6,0.9,-1.81567133299712,0.9,0.001,1.15229771677803,1,-1.04066434674667,15,africa
8,18,1.94624420485174,70,0.0414210034808191,0.05,-4.94321810012935,4.6,0.9,-1.81567133299712,0.9,0.001,1.03610078156191,1,-0.936130447604481,15,africa
9,18,2.46270945667057,70,0.0429042763239121,0.05,-4.90645931059918,4.6,0.9,-1.81567133299712,0.9,0.001,1.03072667521277,1,-0.901128823560598,15,africa
10,18,2.98663525723885,70,0.0433807817814437,0.05,-4.90058857995551,4.6,0.9,-1.81567133299712,0.9,0.001,1.03264302897884,1,-0.884513289352241,15,africa
1,19,-8.47145979759683,70,0.0513300404155121,0.05,-4.75147480952241,4.6,0.9,-1.81567133299712,0.9,0.001,-0.09153108950932,1,-0.0897108932090409,15,africa
2,19,-8.41018852945209,70,0.0515524696191245,0.05,-4.74602132267063,4.6,0.9,-1.81567133299712,0.9,0.001,-0.216068871049508,1,0.044053778173994,15,africa
3,19,-9.918740250347,70,0.0500476288609962,0.05,-4.76509998544757,4.6,0.9,-1.81567133299712,0.9,0.001,-0.128240382694276,1,-0.114066102383703,15,africa
4,19,-8.82750941977977,70,0.0499449013728826,0.05,-4.77543036661404,4.6,0.9,-1.81567133299712,0.9,0.001,-0.204592223356237,1,0.101926199328026,15,africa
5,19,-8.89637894164809,70,0.0498843142962392,0.05,-4.77289141766663,4.6,0.9,-1.81567133299712,0.9,0.001,-0.522061762650285,1,0.325452781711915,15,africa
6,19,-9.07465490744644,70,0.050010492401076,0.05,-4.78231640015219,4.6,0.9,-1.81567133299712,0.9,0.001,-0.6105399433878,1,0.563546955598473,15,africa
7,19,-8.02295222553325,70,0.0497761314996018,0.05,-4.77982890188796,4.6,0.9,-1.81567133299712,0.9,0.001,-0.545322730844462,1,0.422475341682872,15,africa
8,19,-7.90113292976424,70,0.0517799637559106,0.05,-4.75490508419767,4.6,0.9,-1.81567133299712,0.9,0.001,-0.730200787317173,1,0.655446858242046,15,africa
9,19,-9.31138388188655,70,0.0508320581602481,0.05,-4.76656622247168,4.6,0.9,-1.81567133299712,0.9,0.001,-0.591940036694235,1,0.499378192702272,15,africa
10,19,-9.50139184803123,70,0.0498400770702997,0.05,-4.7785945215325,4.6,0.9,-1.81567133299712,0.9,0.001,-0.367574113942798,1,0.140130078378673,15,africa
1,20,-6.28422929781107,70,0.0461315503204001,0.05,-4.84644746970429,4.6,0.9,-1.81567133299712,0.9,0.001,0.238862220297435,1,-0.542748125466543,15,africa
2,20,-4.99786398199236,70,0.045238504537926,0.05,-4.86574616619751,4.6,0.9,-1.81567133299712,0.9,0.001,-0.288920103989167,1,-0.397257729425582,15,africa
3,20,-6.48876609090643,70,0.044224547183371,0.05,-4.87460555854498,4.6,0.9,-1.81567133299712,0.9,0.001,0.325015133703776,1,-0.759380329122201,15,africa
4,20,-3.88068657776213,70,0.0473452537577727,0.05,-4.82137450620028,4.6,0.9,-1.81567133299712,0.9,0.001,0.257186209613449,1,-0.780145459734406,15,africa
5,20,-3.91318643105504,70,0.0516170279595436,0.05,-4.74694771460513,4.6,0.9,-1.81567133299712,0.9,0.001,0.434343267976964,1,-0.527854942460636,15,africa
6,20,-3.16552599733725,70,0.0528644431391369,0.05,-4.72400888452608,4.6,0.9,-1.81567133299712,0.9,0.001,0.556531513174512,1,-0.780061256619308,15,africa
7,20,-2.93214251139975,70,0.0517387029318235,0.05,-4.75010526610312,4.6,0.9,-1.81567133299712,0.9,0.001,0.0414028763213684,1,-0.283573329800956,15,africa
8,20,-5.40518243601913,70,0.0475497814479748,0.05,-4.82005061336442,4.6,0.9,-1.81567133299712,0.9,0.001,-0.105769558327109,1,-0.199182555507117,15,africa
9,20,-3.74823924571031,70,0.0506842275754413,0.05,-4.75925675436406,4.6,0.9,-1.81567133299712,0.9,0.001,0.14683349483656,1,0.0771839725098193,15,africa
10,20,-4.53205473824721,70,0.0497727768190663,0.05,-4.77491352276974,4.6,0.9,-1.81567133299712,0.9,0.001,0.193488627383974,1,-0.706626002917286,15,africa
1,21,-10.0491781633781,70,0.043262199447096,0.05,-4.90457370399384,4.6,0.9,-1.81567133299712,0.9,0.001,-0.138374343570039,1,-1.13411022606383,15,africa
2,21,-8.98399615475366,70,0.0437712141678125,0.05,-4.88850903498285,4.6,0.9,-1.81567133299712,0.9,0.001,-0.00389587820716082,1,-0.774189416712583,15,africa
3,21,-8.63950714536531,70,0.0448828917014338,0.05,-4.8694802019426,4.6,0.9,-1.81567133299712,0.9,0.001,0.147630389188873,1,-1.06176264905143,15,africa
4,21,-8.21456981583707,70,0.0452083751426815,0.05,-4.8677516166416,4.6,0.9,-1.81567133299712,0.9,0.001,0.523145355704837,1,-1.15322820097549,15,africa
5,21,-7.28725135197412,70,0.0446610047925405,0.05,-4.87405752594141,4.6,0.9,-1.81567133299712,0.9,0.001,0.147631057179314,1,-1.70501768019449,15,africa
6,21,-5.49162324415305,70,0.0502533630706803,0.05,-4.77049892926176,4.6,0.9,-1.81567133299712,0.9,0.001,-0.497316802545104,1,-0.13428380675927,15,africa
7,21,-6.30094736000298,70,0.0504648640384773,0.05,-4.76271764170428,4.6,0.9,-1.81567133299712,0.9,0.001,-0.763841893358957,1,0.109344760430392,15,africa
8,21,-8.83101619675599,70,0.0454061331345418,0.05,-4.86154316561887,4.6,0.9,-1.81567133299712,0.9,0.001,0.145423219286172,1,-1.0411462546773,15,africa
9,21,-7.79528831792899,70,0.0460681643004612,0.05,-4.84540039824502,4.6,0.9,-1.81567133299712,0.9,0.001,-0.423620073891152,1,-0.601343518322075,15,africa
10,21,-5.95102984902217,70,0.0501730077375691,0.05,-4.78338486393411,4.6,0.9,-1.81567133299712,0.9,0.001,-0.711210168422024,1,-0.478591737256097,15,africa
1,22,-10.1737035684227,70,0.0501463585003033,0.05,-4.7739365820945,4.6,0.9,-1.81567133299712,0.9,0.001,0.313711230056816,1,-0.185158637729069,15,africa
2,22,-12.0613850414047,70,0.0516174339247341,0.05,-4.75041301428969,4.6,0.9,-1.81567133299712,0.9,0.001,0.296045630489368,1,-0.0877510467686821,15,africa
3,22,-9.14021589616944,70,0.0511190848787828,0.05,-4.7560685494019,4.6,0.9,-1.81567133299712,0.9,0.001,0.316252279162141,1,-0.00536877413445769,15,africa
4,22,-8.15409946890954,70,0.048758014264498,0.05,-4.79631799219027,4.6,0.9,-1.81567133299712,0.9,0.001,0.290144931885869,1,-0.0479993235591491,15,africa
5,22,-8.79765809850146,70,0.0482803959282827,0.05,-4.7980888249063,4.6,0.9,-1.81567133299712,0.9,0.001,0.529626487675848,1,-0.41062279754603,15,africa
6,22,-10.1682480514626,70,0.0496366123515904,0.05,-4.78285144966028,4.6,0.9,-1.81567133299712,0.9,0.001,0.605847388866275,1,-0.460176888926818,15,africa
7,22,-7.66351750807327,70,0.0500593433054529,0.05,-4.77039458011142,4.6,0.9,-1.81567133299712,0.9,0.001,0.437312606628402,1,-0.133723362248024,15,africa
8,22,-8.64370409930876,70,0.0503194480006246,0.05,-4.76702170181572,4.6,0.9,-1.81567133299712,0.9,0.001,0.270753702448353,1,0.00813539507173695,15,africa
9,22,-7.47033460948105,70,0.0502082165571593,0.05,-4.76666894263035,4.6,0.9,-1.81567133299712,0.9,0.001,0.275664616925664,1,0.00378995261302174,15,africa
10,22,-9.25802736628352,70,0.051064053632102,0.05,-4.75762162105014,4.6,0.9,-1.81567133299712,0.9,0.001,0.363634597761397,1,-0.211399447770998,15,africa
1,23,-13.3138199494258,70,0.0442320154769412,0.05,-4.8863101438419,4.6,0.9,-1.81567133299712,0.9,0.001,0.739514236970589,1,-0.988203089194965,15,africa
2,23,-9.67405569860385,70,0.0441487198668549,0.05,-4.88250956351067,4.6,0.9,-1.81567133299712,0.9,0.001,0.679205066018893,1,-0.798139819139913,15,africa
3,23,-6.45065224486885,70,0.0459583611430526,0.05,-4.85465990700322,4.6,0.9,-1.81567133299712,0.9,0.001,0.546358560242202,1,-0.584961739971165,15,africa
4,23,-8.7634971731522,70,0.0457221048986075,0.05,-4.85509027142623,4.6,0.9,-1.81567133299712,0.9,0.001,0.617504777778093,1,-0.670081475084884,15,africa
5,23,-8.50897988112591,70,0.0454861961640927,0.05,-4.86155306256652,4.6,0.9,-1.81567133299712,0.9,0.001,0.539526561256814,1,-0.525302084907206,15,africa
6,23,-5.87348523460796,70,0.0486895473298127,0.05,-4.79703062481271,4.6,0.9,-1.81567133299712,0.9,0.001,0.61751968584523,1,-0.751816852476572,15,africa
7,23,-5.96040933697985,70,0.0488366744414686,0.05,-4.79740848174401,4.6,0.9,-1.81567133299712,0.9,0.001,0.71313804062362,1,-0.872379576456205,15,africa
8,23,-6.64296114375102,70,0.0497165178827282,0.05,-4.76990579506892,4.6,0.9,-1.81567133299712,0.9,0.001,0.721695096136526,1,-0.89320649240395,15,africa
9,23,-7.20697170540612,70,0.0485689457249788,0.05,-4.79772675054093,4.6,0.9,-1.81567133299712,0.9,0.001,0.889146324388147,1,-1.07279873221244,15,africa
10,23,-5.79418425642211,70,0.0490770467713551,0.05,-4.79230561713694,4.6,0.9,-1.81567133299712,0.9,0.001,0.95577641476249,1,-1.13835112099882,15,africa
1,24,-3.69833836555256,70,0.0494064320320271,0.05,-4.78454701098431,4.6,0.9,-1.81567133299712,0.9,0.001,0.154000405978693,1,-0.361080447968759,15,africa
2,24,-5.13003421424856,70,0.0493517886550153,0.05,-4.78731967996992,4.6,0.9,-1.81567133299712,0.9,0.001,0.206837845766402,1,-0.38803774602872,15,africa
3,24,-4.40883234950093,70,0.0483087932261946,0.05,-4.80516216535144,4.6,0.9,-1.81567133299712,0.9,0.001,0.107522150719334,1,-0.235441837433619,15,africa
4,24,-4.73280598140683,70,0.0482611630768887,0.05,-4.80714662833966,4.6,0.9,-1.81567133299712,0.9,0.001,0.0779300521843659,1,-0.160888449219265,15,africa
5,24,-3.86151092355221,70,0.0479460331789463,0.05,-4.81436046601221,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0750372342036435,1,-0.0967013195908099,15,africa
6,24,-3.78212732413262,70,0.0491849567915865,0.05,-4.7956431565405,4.6,0.9,-1.81567133299712,0.9,0.001,-0.182701392598977,1,0.0876060650957261,15,africa
7,24,-5.48701777167494,70,0.0492620376631475,0.05,-4.79126948391358,4.6,0.9,-1.81567133299712,0.9,0.001,-0.156077275818287,1,-0.0692052638945419,15,africa
8,24,-3.99247598107866,70,0.0497402741652588,0.05,-4.77950923152363,4.6,0.9,-1.81567133299712,0.9,0.001,-0.20401642864017,1,-0.00949346001359647,15,africa
9,24,-4.1207741947321,70,0.0493798671397148,0.05,-4.79420331032404,4.6,0.9,-1.81567133299712,0.9,0.001,0.124911129076553,1,-0.292762923202719,15,africa
10,24,-6.5193973205211,70,0.0482648894154991,0.05,-4.80187769203082,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0250882512445127,1,-0.256849535045116,15,africa
1,25,-3.2386982305815,70,0.0515119757635661,0.05,-4.75182933643408,4.6,0.9,-1.81567133299712,0.9,0.001,0.916572642187185,1,-0.645265508166353,15,africa
2,25,-3.43695278257142,70,0.0507992966699328,0.05,-4.76118787108408,4.6,0.9,-1.81567133299712,0.9,0.001,0.894819217286023,1,-0.589964427861972,15,africa
3,25,-4.54685713781497,70,0.0503227873060101,0.05,-4.77030920213712,4.6,0.9,-1.81567133299712,0.9,0.001,0.769615366811023,1,-0.519808238978457,15,africa
4,25,-5.1962004201223,70,0.0501090964718813,0.05,-4.77239357591151,4.6,0.9,-1.81567133299712,0.9,0.001,0.792913858146959,1,-0.569627348137748,15,africa
5,25,-4.017162852604,70,0.0506082599997279,0.05,-4.76136535150554,4.6,0.9,-1.81567133299712,0.9,0.001,0.777977545339253,1,-0.425862723839267,15,africa
6,25,-3.12064068788102,70,0.0497024775756986,0.05,-4.77752257382521,4.6,0.9,-1.81567133299712,0.9,0.001,0.837443773886512,1,-0.548049554087276,15,africa
7,25,-3.58081822132445,70,0.0505643314382953,0.05,-4.76371465384205,4.6,0.9,-1.81567133299712,0.9,0.001,0.850324776678084,1,-0.505904693538835,15,africa
8,25,-3.94721798057364,70,0.0503991939659683,0.05,-4.76798295767331,4.6,0.9,-1.81567133299712,0.9,0.001,0.877979713205532,1,-0.628729578854253,15,africa
9,25,-5.16512441249829,70,0.0503837479684401,0.05,-4.77135023787513,4.6,0.9,-1.81567133299712,0.9,0.001,0.875865774793471,1,-0.579377727392839,15,africa
10,25,-3.55632798532481,70,0.0513302239440279,0.05,-4.75108325427294,4.6,0.9,-1.81567133299712,0.9,0.001,0.842127863243755,1,-0.491031033348604,15,africa
1,26,-5.40349971950023,70,0.0480505808045106,0.05,-4.81394888332619,4.6,0.9,-1.81567133299712,0.9,0.001,1.7378267547106,1,-1.55175532276752,15,africa
2,26,-7.76628432907253,70,0.047481646196428,0.05,-4.82206179624359,4.6,0.9,-1.81567133299712,0.9,0.001,1.65941582694808,1,-1.51016700588563,15,africa
3,26,-6.26724461379095,70,0.0468713739304313,0.05,-4.82078857819252,4.6,0.9,-1.81567133299712,0.9,0.001,1.62979182619997,1,-1.47754754876072,15,africa
4,26,-7.77520002001641,70,0.0479727408166751,0.05,-4.81345581028753,4.6,0.9,-1.81567133299712,0.9,0.001,1.60692012215905,1,-1.45481664640189,15,africa
5,26,-5.81470722708974,70,0.0483351499756605,0.05,-4.80086731300937,4.6,0.9,-1.81567133299712,0.9,0.001,1.59302885503231,1,-1.43678079775258,15,africa
6,26,-6.09378463526441,70,0.0495342432016868,0.05,-4.78234782176237,4.6,0.9,-1.81567133299712,0.9,0.001,1.59024109081732,1,-1.41069963623062,15,africa
7,26,-5.90006693320831,70,0.0486903101522948,0.05,-4.79714465118166,4.6,0.9,-1.81567133299712,0.9,0.001,1.59512399451009,1,-1.40648274476047,15,africa
8,26,-7.16126636148816,70,0.0496660975214432,0.05,-4.78973732146854,4.6,0.9,-1.81567133299712,0.9,0.001,1.60593326152975,1,-1.43268605362726,15,africa
9,26,-7.81148468736033,70,0.0493314420046958,0.05,-4.7928205776993,4.6,0.9,-1.81567133299712,0.9,0.001,1.56786864440836,1,-1.4092246899938,15,africa
10,26,-6.64027103242585,70,0.0495683181303299,0.05,-4.7811162239222,4.6,0.9,-1.81567133299712,0.9,0.001,1.51217522537477,1,-1.32300512734847,15,africa
1,27,-6.79582537665019,70,0.0471941979346629,0.05,-4.82541235245487,4.6,0.9,-1.81567133299712,0.9,0.001,0.635315169250219,1,-0.85797185521575,15,africa
2,27,-6.20683934445692,70,0.0471926219204708,0.05,-4.82248783748306,4.6,0.9,-1.81567133299712,0.9,0.001,0.689682725782823,1,-0.900078790579864,15,africa
3,27,-6.64739544371059,70,0.0473647285727868,0.05,-4.82126083503072,4.6,0.9,-1.81567133299712,0.9,0.001,0.740689063989921,1,-0.968830506469961,15,africa
4,27,-6.72270957022959,70,0.0477780566238801,0.05,-4.81674621398663,4.6,0.9,-1.81567133299712,0.9,0.001,0.573737442201227,1,-0.803164149587098,15,africa
5,27,-6.43521916419451,70,0.0472016122019523,0.05,-4.82263581725742,4.6,0.9,-1.81567133299712,0.9,0.001,0.581770909644337,1,-0.804194085122532,15,africa
6,27,-6.70240970124931,70,0.0468812492539267,0.05,-4.83049660696521,4.6,0.9,-1.81567133299712,0.9,0.001,0.688319515899116,1,-0.970425131437023,15,africa
7,27,-7.37064002020115,70,0.048258271323415,0.05,-4.80940219064476,4.6,0.9,-1.81567133299712,0.9,0.001,0.869762058472492,1,-1.08507457075438,15,africa
8,27,-7.39627880508959,70,0.0485334175503358,0.05,-4.80657850684763,4.6,0.9,-1.81567133299712,0.9,0.001,0.892661955742736,1,-1.10694851114914,15,africa
9,27,-7.5534933839439,70,0.0477542938602565,0.05,-4.81416772589583,4.6,0.9,-1.81567133299712,0.9,0.001,1.00684531514383,1,-1.27260305510823,15,africa
10,27,-7.20343645467967,70,0.0478649667287403,0.05,-4.81251988756264,4.6,0.9,-1.81567133299712,0.9,0.001,0.941676748975617,1,-1.20449212348952,15,africa
1,28,-5.08584158659571,70,0.0460747618985214,0.05,-4.84351457190084,4.6,0.9,-1.81567133299712,0.9,0.001,0.299573996943981,1,-0.356174141131528,15,africa
2,28,-4.03260482320066,70,0.0466752921927464,0.05,-4.83289951186178,4.6,0.9,-1.81567133299712,0.9,0.001,0.237455254422081,1,-0.342024987788032,15,africa
3,28,-4.15963076568217,70,0.0470356324238312,0.05,-4.82509711712693,4.6,0.9,-1.81567133299712,0.9,0.001,0.479133617322135,1,-0.62072938393939,15,africa
4,28,-4.57811106476067,70,0.0467858811158583,0.05,-4.83016465011042,4.6,0.9,-1.81567133299712,0.9,0.001,0.418177042318859,1,-0.477852987839827,15,africa
5,28,-3.94117059851184,70,0.0474428081003822,0.05,-4.82048766574471,4.6,0.9,-1.81567133299712,0.9,0.001,0.375986349006934,1,-0.613754927146731,15,africa
6,28,-5.17635434242145,70,0.04713806851255,0.05,-4.82207517898848,4.6,0.9,-1.81567133299712,0.9,0.001,0.583678025862505,1,-0.792654872389291,15,africa
7,28,-5.67138248644504,70,0.0454653241039909,0.05,-4.86094637673325,4.6,0.9,-1.81567133299712,0.9,0.001,0.749300188871141,1,-0.888106026821483,15,africa
8,28,-5.24367023598181,70,0.0456094688686411,0.05,-4.86345999975851,4.6,0.9,-1.81567133299712,0.9,0.001,0.706905932535713,1,-1.00901458300923,15,africa
9,28,-4.66836103832878,70,0.0491778124762104,0.05,-4.79225967913737,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0850548385076173,1,-0.0655907871669432,15,africa
10,28,-3.2006701076887,70,0.0492582024034079,0.05,-4.78639649008476,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0618460128185943,1,-0.0191439146748878,15,africa
1,29,-9.59879680216919,70,0.050939831707947,0.05,-4.76400939296981,4.6,0.9,-1.81567133299712,0.9,0.001,0.856544118904727,1,-1.23164059696917,15,africa
2,29,-8.71736772182515,70,0.0521107009107243,0.05,-4.73201954076272,4.6,0.9,-1.81567133299712,0.9,0.001,0.802584228367958,1,-1.12213281840173,15,africa
3,29,-8.40165873545273,70,0.0524134944705042,0.05,-4.7238733174064,4.6,0.9,-1.81567133299712,0.9,0.001,0.901435861927387,1,-1.21848061466051,15,africa
4,29,-8.4086974714472,70,0.0529824062814204,0.05,-4.73016096715836,4.6,0.9,-1.81567133299712,0.9,0.001,0.796243782612463,1,-1.12968635752564,15,africa
5,29,-8.66019742198563,70,0.0527434829830511,0.05,-4.72678211792472,4.6,0.9,-1.81567133299712,0.9,0.001,0.729399211775086,1,-1.05498065624326,15,africa
6,29,-8.7515690471076,70,0.0524565374555732,0.05,-4.72925138698068,4.6,0.9,-1.81567133299712,0.9,0.001,0.76253868476188,1,-1.08799279373354,15,africa
7,29,-8.13878710252707,70,0.0536594078672924,0.05,-4.71596589077424,4.6,0.9,-1.81567133299712,0.9,0.001,0.76478072927467,1,-1.06869529176611,15,africa
8,29,-8.53922772350582,70,0.0534519306438064,0.05,-4.72133857976145,4.6,0.9,-1.81567133299712,0.9,0.001,0.795459694971015,1,-1.13547417269695,15,africa
9,29,-7.57369248466418,70,0.0528298907966657,0.05,-4.7296095594229,4.6,0.9,-1.81567133299712,0.9,0.001,0.746920311948712,1,-1.09619640887648,15,africa
10,29,-7.77744592722749,70,0.0524885482021052,0.05,-4.73246626625116,4.6,0.9,-1.81567133299712,0.9,0.001,0.711896793691997,1,-1.06637495246215,15,africa
1,30,-7.20026427526233,70,0.0416943402368926,0.05,-4.9268771696129,4.6,0.9,-1.81567133299712,0.9,0.001,0.314618095650173,1,-0.601253139259886,15,africa
2,30,-5.44148015511316,70,0.0425361700172062,0.05,-4.91646524164463,4.6,0.9,-1.81567133299712,0.9,0.001,0.282540170680103,1,-0.63749778501499,15,africa
3,30,-5.83027924741485,70,0.0427515088303637,0.05,-4.9071867381205,4.6,0.9,-1.81567133299712,0.9,0.001,0.163663865056165,1,-0.519371102725179,15,africa
4,30,-6.17629052655341,70,0.0432286284139999,0.05,-4.89648960975413,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0368531915361929,1,-0.179702969663396,15,africa
5,30,-5.09572752704718,70,0.0435146545527131,0.05,-4.9021869192531,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0688234438474088,1,-0.227492690134209,15,africa
6,30,-7.26360545176384,70,0.0432541955277935,0.05,-4.90664811126924,4.6,0.9,-1.81567133299712,0.9,0.001,0.34415153630212,1,-0.642849260981552,15,africa
7,30,-5.2188648455931,70,0.0436146078499196,0.05,-4.89523214752855,4.6,0.9,-1.81567133299712,0.9,0.001,0.319834586690167,1,-0.646684024830213,15,africa
8,30,-6.04822215685648,70,0.043891836608872,0.05,-4.89682053204442,4.6,0.9,-1.81567133299712,0.9,0.001,0.21910647443307,1,-0.48337109383741,15,africa
9,30,-6.17947235687758,70,0.0431923524200568,0.05,-4.90111622990537,4.6,0.9,-1.81567133299712,0.9,0.001,0.196287785102222,1,-0.489715357884346,15,africa
10,30,-7.09497292455338,70,0.0428608320006757,0.05,-4.90814737032551,4.6,0.9,-1.81567133299712,0.9,0.001,0.0899389837667951,1,-0.393857578028375,15,africa
1,31,-2.91941600587049,70,0.0515790981950267,0.05,-4.74701591125375,4.6,0.9,-1.81567133299712,0.9,0.001,1.3040878191455,1,-1.32893634512286,15,africa
2,31,-3.71251887495099,70,0.0509290854005088,0.05,-4.75987080429902,4.6,0.9,-1.81567133299712,0.9,0.001,1.22741712809355,1,-1.20392406825439,15,africa
3,31,-4.57512397837656,70,0.0504254416955988,0.05,-4.76511185200965,4.6,0.9,-1.81567133299712,0.9,0.001,1.25522383861897,1,-1.35609377346634,15,africa
4,31,-3.18741062867198,70,0.0509977913073015,0.05,-4.75821773563029,4.6,0.9,-1.81567133299712,0.9,0.001,1.31313223740393,1,-1.32422189449948,15,africa
5,31,-3.71653684080839,70,0.0514694732903541,0.05,-4.75073533197835,4.6,0.9,-1.81567133299712,0.9,0.001,1.36707566455559,1,-1.50563477444622,15,africa
6,31,-4.44603028408785,70,0.050530301464089,0.05,-4.7667425713243,4.6,0.9,-1.81567133299712,0.9,0.001,1.51574919766582,1,-1.60638931812863,15,africa
7,31,-4.31144439751098,70,0.0507360923743383,0.05,-4.7607124695934,4.6,0.9,-1.81567133299712,0.9,0.001,1.52634904606878,1,-1.59814799861306,15,africa
8,31,-4.75436463058414,70,0.0503672246423562,0.05,-4.76952314398826,4.6,0.9,-1.81567133299712,0.9,0.001,1.47720990053648,1,-1.60241967489732,15,africa
9,31,-5.56616418418872,70,0.0502127405695484,0.05,-4.77865656309415,4.6,0.9,-1.81567133299712,0.9,0.001,1.56718994172546,1,-1.70007769862157,15,africa
10,31,-3.90682353461252,70,0.0504344810792167,0.05,-4.76317418610834,4.6,0.9,-1.81567133299712,0.9,0.001,1.56716595708372,1,-1.64897703516179,15,africa
1,32,-6.92034534779843,70,0.0540832466367982,0.05,-4.70297343101571,4.6,0.9,-1.81567133299712,0.9,0.001,0.618594618265513,1,-0.342269066431286,15,africa
2,32,-7.96072547012001,70,0.0539410408897856,0.05,-4.71323139366869,4.6,0.9,-1.81567133299712,0.9,0.001,0.891590477078807,1,-0.689236914627269,15,africa
3,32,-7.63905458937286,70,0.0524929736498701,0.05,-4.74026949875182,4.6,0.9,-1.81567133299712,0.9,0.001,0.84320818395428,1,-0.518334803524624,15,africa
