iteration,convergenceIndicator,phase,a,corr_lBt0_dS,dS_pop,initT_pop,lBt0_pop,lI50_pop,lk_pop,lw_pop,omega_dS,omega_lBt0,omega_lI50,omega_lw
563,586.474,2,0.670113,0.998195,0.0628623,-2.14991,-4.54677,-1.19121,-1.31022,0.708863,0.280393,0.188917,0.0345453,0.181238
564,640.752,2,0.670261,0.998196,0.0628513,-2.14932,-4.54688,-1.19127,-1.31028,0.708978,0.280619,0.189084,0.0345707,0.18114
565,590.273,2,0.670313,0.998202,0.0628326,-2.14937,-4.54708,-1.19134,-1.31029,0.708949,0.280822,0.189228,0.0345607,0.181084
566,589.164,2,0.670392,0.998203,0.0628176,-2.14955,-4.54723,-1.19129,-1.31036,0.709064,0.280906,0.189266,0.0345463,0.181044
567,598.586,2,0.670535,0.9982,0.0628147,-2.14915,-4.54725,-1.19131,-1.31033,0.709024,0.280953,0.189302,0.0345361,0.180928
568,593.6,2,0.670558,0.998196,0.0628116,-2.14893,-4.5473,-1.1913,-1.31032,0.709031,0.280982,0.189334,0.0345279,0.180879
569,602.248,2,0.670501,0.998195,0.0628157,-2.14872,-4.54728,-1.19124,-1.31031,0.708993,0.281019,0.189351,0.0345541,0.180783
570,601.179,2,0.670441,0.998196,0.0628183,-2.14866,-4.54724,-1.19125,-1.31026,0.709027,0.281033,0.189362,0.0345958,0.180708
571,587.309,2,0.670395,0.998198,0.0628191,-2.14881,-4.54723,-1.19125,-1.31025,0.709065,0.281003,0.189353,0.0346504,0.180655
572,623.752,2,0.670287,0.998193,0.0628119,-2.14878,-4.54731,-1.19121,-1.31029,0.709033,0.28104,0.189397,0.0346808,0.180593
573,587.392,2,0.670208,0.998194,0.0628133,-2.14871,-4.54731,-1.19125,-1.31025,0.70903,0.281067,0.18943,0.0347031,0.18063
574,555.012,2,0.670123,0.998196,0.0628167,-2.14873,-4.54728,-1.19122,-1.31028,0.709039,0.281177,0.189506,0.0346973,0.180715
575,586.615,2,0.670023,0.998201,0.0628184,-2.14871,-4.54726,-1.19117,-1.31028,0.709062,0.281413,0.189653,0.0347111,0.180791
576,576.977,2,0.670018,0.998203,0.0628182,-2.14893,-4.54726,-1.19118,-1.31027,0.709158,0.281585,0.189782,0.034662,0.180899
577,572.18,2,0.669875,0.998205,0.0628196,-2.14892,-4.54726,-1.1912,-1.31027,0.709181,0.281739,0.18989,0.0346499,0.180924
578,552.03,2,0.669773,0.998212,0.0628197,-2.14902,-4.54726,-1.19121,-1.3103,0.709221,0.281792,0.189926,0.0346494,0.181027
579,563.89,2,0.669677,0.998215,0.0628192,-2.1489,-4.54727,-1.19125,-1.31026,0.709236,0.281902,0.190002,0.0346223,0.18118
580,578.373,2,0.669551,0.998218,0.062823,-2.1487,-4.54722,-1.19126,-1.31025,0.709267,0.282061,0.190132,0.0346066,0.181375
581,634.127,2,0.669505,0.998218,0.0628244,-2.14852,-4.5472,-1.19125,-1.31022,0.70926,0.282238,0.190246,0.0345982,0.181375
582,607.833,2,0.669385,0.99822,0.0628256,-2.14861,-4.5472,-1.19128,-1.31023,0.709248,0.28236,0.19033,0.0346223,0.181413
583,574.34,2,0.669305,0.998221,0.0628285,-2.1485,-4.54718,-1.19132,-1.31025,0.709339,0.282406,0.190362,0.0346228,0.181426
584,582.432,2,0.66912,0.99822,0.0628263,-2.14858,-4.54721,-1.19136,-1.31025,0.709339,0.282444,0.190396,0.0346187,0.18146
585,565.548,2,0.669056,0.998224,0.0628279,-2.14843,-4.54718,-1.19133,-1.31029,0.709291,0.282511,0.190442,0.0346037,0.181467
586,598.611,2,0.669077,0.998222,0.0628258,-2.14824,-4.54718,-1.19132,-1.31035,0.709337,0.282598,0.190483,0.0345968,0.181442
587,585.886,2,0.669058,0.998222,0.0628264,-2.14812,-4.54716,-1.19132,-1.31036,0.70946,0.282697,0.190536,0.0345826,0.181526
588,568.633,2,0.668974,0.998226,0.0628223,-2.14798,-4.5472,-1.19134,-1.31035,0.709538,0.282765,0.190585,0.0345684,0.181503
589,595.84,2,0.669014,0.998228,0.0628154,-2.14777,-4.54727,-1.1913,-1.31039,0.709631,0.282924,0.190701,0.0345346,0.181548
590,585.045,2,0.669096,0.998232,0.0628186,-2.14787,-4.54723,-1.19128,-1.31036,0.709596,0.282946,0.190719,0.03451,0.181702
591,596.597,2,0.669119,0.998232,0.0628188,-2.1478,-4.54723,-1.19129,-1.31036,0.709605,0.282988,0.190771,0.0345122,0.18167
592,599.612,2,0.66925,0.998233,0.0628191,-2.14768,-4.54723,-1.19128,-1.31039,0.709609,0.282983,0.19078,0.0345155,0.181665
593,621.343,2,0.669407,0.998234,0.0628259,-2.14765,-4.54717,-1.19123,-1.3104,0.709631,0.283048,0.190833,0.034515,0.181714
594,641.692,2,0.669423,0.998233,0.0628314,-2.14738,-4.54713,-1.19122,-1.3104,0.709651,0.28312,0.190875,0.0345211,0.181767
595,587.624,2,0.669426,0.998233,0.0628476,-2.14739,-4.54697,-1.19124,-1.31035,0.709649,0.283217,0.190958,0.0345053,0.181732
596,584.732,2,0.669335,0.998235,0.0628501,-2.14718,-4.54695,-1.19127,-1.31035,0.709634,0.283337,0.191028,0.0345178,0.181697
597,600.703,2,0.669274,0.998235,0.06285,-2.14717,-4.54694,-1.19128,-1.31037,0.709661,0.283456,0.191104,0.0345347,0.181647
598,612.464,2,0.669296,0.998242,0.062855,-2.14711,-4.54688,-1.19129,-1.3104,0.709692,0.28359,0.191211,0.0345382,0.181562
599,632.134,2,0.669353,0.998244,0.0628569,-2.1473,-4.54686,-1.19124,-1.31042,0.709686,0.28367,0.191262,0.0345604,0.181537
600,626.198,2,0.669419,0.998244,0.0628533,-2.14762,-4.5469,-1.19124,-1.31042,0.709705,0.283784,0.191313,0.0345579,0.181466
601,598.215,2,0.669404,0.998245,0.062848,-2.14789,-4.54694,-1.19122,-1.31044,0.709715,0.283893,0.191389,0.0345161,0.181494
602,616.05,2,0.66937,0.99825,0.0628478,-2.1482,-4.54692,-1.1912,-1.31046,0.709676,0.28411,0.191528,0.0345091,0.181598
603,595.929,2,0.669254,0.99825,0.062853,-2.14801,-4.54688,-1.19116,-1.31042,0.709557,0.284285,0.191646,0.034508,0.181741
604,613.762,2,0.669194,0.998249,0.0628494,-2.14795,-4.54692,-1.19111,-1.31046,0.709488,0.28439,0.191714,0.0345382,0.18175
605,609.312,2,0.669204,0.998248,0.0628417,-2.14805,-4.547,-1.19113,-1.31047,0.709412,0.284466,0.191757,0.0345443,0.18167
606,628.341,2,0.669167,0.998248,0.0628396,-2.14797,-4.54702,-1.19114,-1.31049,0.709432,0.284588,0.191856,0.0345551,0.181694
607,603.56,2,0.669127,0.998249,0.0628373,-2.1481,-4.54704,-1.19113,-1.31048,0.7094,0.284718,0.191932,0.0345747,0.181686
608,624.095,2,0.669131,0.998246,0.0628357,-2.14812,-4.54705,-1.19113,-1.31047,0.709359,0.284826,0.192021,0.0345679,0.181694
609,610.948,2,0.66914,0.998246,0.062837,-2.14806,-4.54704,-1.19113,-1.31049,0.709391,0.284999,0.192139,0.0345477,0.181703
610,614.608,2,0.669162,0.998249,0.0628396,-2.14783,-4.547,-1.19113,-1.3105,0.709366,0.285223,0.192303,0.0345062,0.181729
611,620.94,2,0.669138,0.998252,0.0628517,-2.14758,-4.54687,-1.19114,-1.31043,0.709363,0.285448,0.192453,0.0345068,0.181677
612,598.862,2,0.669092,0.998254,0.0628657,-2.14758,-4.54673,-1.19114,-1.31041,0.709391,0.285589,0.192547,0.0345013,0.18166
613,595.94,2,0.669032,0.998254,0.0628739,-2.14751,-4.54665,-1.19115,-1.31042,0.709482,0.285733,0.192619,0.0345163,0.181619
614,576.641,2,0.669034,0.998255,0.0628821,-2.14753,-4.54656,-1.19115,-1.31038,0.709524,0.285919,0.192725,0.0345078,0.181598
615,613.376,2,0.669077,0.998256,0.0628875,-2.14736,-4.5465,-1.19116,-1.31036,0.7096,0.286097,0.192851,0.0345133,0.181582
616,592.233,2,0.669,0.998259,0.0628896,-2.14737,-4.54647,-1.19119,-1.31038,0.709613,0.286271,0.19295,0.0345242,0.181659
617,612.124,2,0.668994,0.998261,0.0628918,-2.14734,-4.54644,-1.19119,-1.31042,0.709674,0.286427,0.193067,0.0345231,0.181646
618,597.184,2,0.669032,0.998264,0.0628967,-2.14739,-4.54639,-1.19122,-1.31046,0.709774,0.286584,0.193187,0.0345183,0.181733
619,633.731,2,0.669038,0.998265,0.0629032,-2.14746,-4.54632,-1.19127,-1.31046,0.709867,0.286698,0.193286,0.0345366,0.181852
620,639.84,2,0.669109,0.998268,0.062917,-2.14753,-4.54618,-1.19129,-1.31047,0.709878,0.286879,0.193415,0.0345501,0.181982
621,601.815,2,0.669086,0.998274,0.0629323,-2.14758,-4.54602,-1.19127,-1.31051,0.709964,0.287149,0.193597,0.0345569,0.182021
622,594.216,2,0.669006,0.998277,0.0629485,-2.14732,-4.54584,-1.19123,-1.31047,0.709905,0.28743,0.193791,0.0345565,0.181975
623,568.729,2,0.669033,0.998285,0.0629646,-2.14723,-4.54567,-1.19124,-1.31044,0.709898,0.287735,0.193997,0.0345721,0.181906
624,605.994,2,0.66905,0.998289,0.062975,-2.1473,-4.54557,-1.19123,-1.31043,0.709907,0.287979,0.194165,0.0345808,0.182012
625,575.778,2,0.668961,0.998293,0.0629783,-2.14748,-4.54551,-1.19122,-1.31043,0.709872,0.288138,0.194275,0.0345596,0.182069
626,632.95,2,0.668952,0.998292,0.0629787,-2.14763,-4.54551,-1.19122,-1.31045,0.709901,0.288321,0.194405,0.0345538,0.182096
627,620.055,2,0.668896,0.998296,0.062977,-2.14777,-4.54553,-1.19123,-1.31043,0.709877,0.288568,0.194575,0.0345886,0.18212
628,627.954,2,0.668918,0.998297,0.0629768,-2.14775,-4.54553,-1.19121,-1.31039,0.709846,0.288757,0.194715,0.0346031,0.182174
629,583.681,2,0.668937,0.9983,0.0629781,-2.14775,-4.54551,-1.19122,-1.31035,0.709843,0.28896,0.194856,0.0345746,0.182174
630,621.76,2,0.66896,0.998302,0.062982,-2.1477,-4.54546,-1.19125,-1.31035,0.709945,0.28913,0.194979,0.0345779,0.182173
631,647.007,2,0.668994,0.998304,0.062991,-2.14772,-4.54536,-1.19126,-1.31034,0.709988,0.289338,0.195119,0.0346181,0.182161
632,624.106,2,0.669008,0.998304,0.0629997,-2.14755,-4.54528,-1.19126,-1.31034,0.709999,0.28941,0.195159,0.0346303,0.182175
633,603.195,2,0.668997,0.998307,0.063002,-2.14763,-4.54526,-1.19121,-1.31034,0.709941,0.289595,0.195284,0.0346217,0.182317
634,604.573,2,0.66896,0.99831,0.0630039,-2.14754,-4.54525,-1.19119,-1.31033,0.709884,0.289799,0.195419,0.0346286,0.182469
635,581.567,2,0.668952,0.998316,0.0630078,-2.14754,-4.5452,-1.1912,-1.31031,0.709868,0.290042,0.195577,0.0346096,0.182594
636,616.987,2,0.669026,0.998317,0.0630123,-2.14748,-4.54515,-1.19119,-1.31033,0.70991,0.290282,0.195727,0.0345946,0.182657
637,625.371,2,0.669017,0.998319,0.0630199,-2.14744,-4.54507,-1.19119,-1.31032,0.709915,0.290457,0.195845,0.0345764,0.182851
638,631.388,2,0.668972,0.998318,0.0630282,-2.14732,-4.54498,-1.19119,-1.31031,0.709987,0.29063,0.195951,0.0346024,0.182892
639,605.812,2,0.668983,0.99832,0.0630358,-2.14729,-4.54489,-1.19118,-1.31034,0.710044,0.290766,0.196036,0.0345843,0.182978
640,644.85,2,0.669064,0.998324,0.0630461,-2.14728,-4.54478,-1.19117,-1.31035,0.710076,0.291087,0.196252,0.0345668,0.183093
641,619.266,2,0.669058,0.998329,0.0630516,-2.14728,-4.54473,-1.19117,-1.31036,0.710035,0.291498,0.19652,0.0345581,0.183152
642,637.209,2,0.669109,0.998331,0.063055,-2.14714,-4.54469,-1.19114,-1.31042,0.710137,0.291788,0.196713,0.0345562,0.183204
643,623.966,2,0.669068,0.998332,0.0630536,-2.14699,-4.54471,-1.19113,-1.31044,0.710163,0.292059,0.196905,0.0345561,0.183296
644,591.936,2,0.66899,0.998335,0.0630511,-2.14709,-4.54473,-1.19115,-1.31047,0.710205,0.292281,0.19706,0.0345535,0.183354
645,571.106,2,0.668895,0.998338,0.0630541,-2.14726,-4.54469,-1.19117,-1.31051,0.710295,0.292471,0.197195,0.0345625,0.183393
646,631.245,2,0.668915,0.998338,0.0630577,-2.14736,-4.54466,-1.19114,-1.31046,0.710235,0.292666,0.197339,0.0345654,0.183479
647,616.25,2,0.668913,0.99834,0.0630642,-2.14764,-4.5446,-1.1911,-1.31045,0.710252,0.292867,0.197466,0.0345748,0.183511
648,633.561,2,0.668901,0.998341,0.0630677,-2.14783,-4.54457,-1.19109,-1.31044,0.710203,0.292973,0.197537,0.0345744,0.183578
649,632.283,2,0.668936,0.998342,0.0630707,-2.14774,-4.54453,-1.19107,-1.3104,0.710153,0.293085,0.197616,0.0345958,0.183655
650,582.033,2,0.668925,0.998343,0.0630717,-2.14752,-4.54453,-1.1911,-1.31039,0.710166,0.293151,0.197662,0.0345757,0.183747
651,581.263,2,0.668881,0.998345,0.063071,-2.14736,-4.54454,-1.19114,-1.31041,0.710202,0.293194,0.197697,0.0345818,0.183845
652,577.123,2,0.668833,0.998348,0.063066,-2.14731,-4.54459,-1.19117,-1.31045,0.710263,0.293333,0.197795,0.0345785,0.183917
653,601.872,2,0.668771,0.998349,0.0630645,-2.14747,-4.5446,-1.19119,-1.31044,0.71028,0.293471,0.197894,0.0345789,0.183964
654,585.958,2,0.668624,0.998352,0.0630622,-2.14747,-4.54462,-1.19118,-1.31043,0.710257,0.293613,0.197981,0.0345791,0.18403
655,653,2,0.668585,0.998353,0.0630634,-2.14771,-4.54458,-1.19114,-1.31049,0.710328,0.293693,0.198037,0.0345854,0.184091
656,613.081,2,0.668469,0.998354,0.0630614,-2.1476,-4.5446,-1.19113,-1.31047,0.710279,0.293824,0.198135,0.0346035,0.184161
657,608.025,2,0.668416,0.998355,0.0630581,-2.14745,-4.54463,-1.19113,-1.31046,0.710235,0.293915,0.198204,0.0345997,0.184229
658,582.649,2,0.668315,0.998355,0.06306,-2.14751,-4.54461,-1.19112,-1.31042,0.710187,0.294026,0.198263,0.0345921,0.184196
659,612.276,2,0.668257,0.998357,0.0630627,-2.14759,-4.54458,-1.19112,-1.31043,0.710191,0.294174,0.198367,0.0345968,0.184258
660,577.032,2,0.668257,0.99836,0.0630672,-2.1478,-4.54453,-1.19112,-1.31042,0.710183,0.294331,0.198475,0.0345928,0.184276
661,611.944,2,0.668254,0.998362,0.0630725,-2.14791,-4.54447,-1.19112,-1.3104,0.710157,0.294489,0.198583,0.0346049,0.184308
662,637.109,2,0.668228,0.998363,0.0630759,-2.14792,-4.54443,-1.19108,-1.31041,0.710165,0.294703,0.198737,0.0346306,0.184404
663,596.439,2,0.668126,0.998367,0.0630806,-2.14785,-4.54438,-1.19105,-1.3104,0.710155,0.294895,0.198871,0.0346247,0.184388
664,580.222,2,0.668142,0.998371,0.0630947,-2.14787,-4.54423,-1.19106,-1.3104,0.71021,0.295104,0.199015,0.0346157,0.18432
665,623.15,2,0.668168,0.998373,0.0631073,-2.14782,-4.54408,-1.19107,-1.3104,0.710303,0.295293,0.199149,0.0346262,0.184297
666,603.825,2,0.668102,0.998375,0.063121,-2.14771,-4.54395,-1.1911,-1.31037,0.710338,0.295441,0.199255,0.0346324,0.18434
667,556.047,2,0.668018,0.998378,0.0631284,-2.14761,-4.54387,-1.19111,-1.31037,0.71036,0.295534,0.199318,0.0346291,0.184341
668,584.055,2,0.668015,0.99838,0.0631334,-2.14743,-4.54383,-1.19111,-1.31036,0.710358,0.295639,0.199387,0.0346422,0.184315
669,571.519,2,0.66794,0.998383,0.0631391,-2.14743,-4.54377,-1.19111,-1.31037,0.710361,0.295744,0.199469,0.0346429,0.184408
670,579.701,2,0.667842,0.998385,0.0631445,-2.14732,-4.54371,-1.19116,-1.31037,0.710439,0.295854,0.199528,0.0346516,0.184478
671,628.962,2,0.66783,0.998385,0.0631495,-2.14724,-4.54366,-1.19118,-1.31045,0.710499,0.29592,0.199584,0.0346443,0.184556
672,604.354,2,0.667824,0.998385,0.0631559,-2.14719,-4.54359,-1.19122,-1.31044,0.710545,0.296031,0.199669,0.034642,0.184628
673,595.846,2,0.667794,0.998388,0.063153,-2.14725,-4.54362,-1.19123,-1.31043,0.710544,0.296125,0.19973,0.0346295,0.184623
674,563.296,2,0.66776,0.99839,0.063158,-2.14711,-4.54356,-1.19124,-1.31036,0.710529,0.296201,0.199788,0.0346208,0.184606
675,577.268,2,0.667761,0.998391,0.0631616,-2.14721,-4.54354,-1.19124,-1.31032,0.710542,0.296264,0.19983,0.0346123,0.18459
676,575.862,2,0.667675,0.99839,0.0631628,-2.14746,-4.54352,-1.19123,-1.31032,0.710553,0.29631,0.199864,0.0345994,0.184615
677,606.146,2,0.667674,0.998389,0.0631672,-2.1475,-4.54348,-1.19127,-1.31033,0.710563,0.296369,0.199911,0.0346046,0.184594
678,627.519,2,0.667688,0.998391,0.063175,-2.14772,-4.5434,-1.19128,-1.31035,0.710645,0.29644,0.199961,0.0346152,0.184583
679,557.368,2,0.667644,0.998394,0.0631809,-2.14769,-4.54334,-1.19131,-1.31036,0.710731,0.296509,0.200009,0.0346061,0.184584
680,558.08,2,0.667632,0.998395,0.0631869,-2.14765,-4.54328,-1.19131,-1.31038,0.710755,0.296573,0.200047,0.0345895,0.184567
681,597.025,2,0.667702,0.998396,0.0631963,-2.14756,-4.54318,-1.19131,-1.31035,0.710728,0.296616,0.200077,0.0345677,0.184542
682,616.255,2,0.667701,0.998396,0.0632045,-2.1475,-4.54309,-1.19131,-1.31034,0.710732,0.296696,0.200125,0.034556,0.184585
683,598.527,2,0.667604,0.998397,0.0632097,-2.14754,-4.54304,-1.19129,-1.31034,0.710745,0.296807,0.2002,0.0345692,0.184618
684,597.809,2,0.667586,0.998398,0.0632158,-2.14742,-4.54297,-1.19128,-1.31034,0.71073,0.296911,0.200268,0.0345804,0.184602
685,592.168,2,0.667545,0.998396,0.0632203,-2.14743,-4.54293,-1.19128,-1.31034,0.710682,0.297009,0.200337,0.0345632,0.184637
686,595.81,2,0.66749,0.998397,0.0632219,-2.14749,-4.54291,-1.1913,-1.31037,0.710693,0.297104,0.200397,0.0345597,0.184641
687,577.603,2,0.667419,0.998397,0.0632195,-2.14764,-4.54294,-1.19132,-1.31038,0.710691,0.297105,0.200395,0.0345566,0.184571
688,556.668,2,0.667322,0.998397,0.0632161,-2.14772,-4.54298,-1.19132,-1.31039,0.710703,0.297077,0.200378,0.0345502,0.184465
689,598.573,2,0.66733,0.998396,0.0632154,-2.14781,-4.54299,-1.19129,-1.31039,0.710643,0.297001,0.200318,0.0345472,0.184459
690,617.374,2,0.667381,0.998396,0.0632088,-2.14779,-4.54306,-1.19131,-1.31039,0.710616,0.296953,0.200289,0.034557,0.184468
691,636.24,2,0.66734,0.998394,0.0632075,-2.14763,-4.54306,-1.19132,-1.3104,0.710596,0.296953,0.200289,0.0345712,0.184537
692,609.203,2,0.667332,0.998396,0.0632062,-2.14759,-4.54307,-1.19135,-1.31044,0.710632,0.296978,0.200312,0.0345643,0.184584
693,633.193,2,0.667395,0.998395,0.0632032,-2.1476,-4.54308,-1.19136,-1.31041,0.710625,0.296953,0.20029,0.0345623,0.18458
694,613.398,2,0.667374,0.998393,0.0631995,-2.14769,-4.54313,-1.19136,-1.31041,0.71053,0.296938,0.200279,0.0345565,0.18459
695,589.889,2,0.667374,0.998394,0.0631934,-2.14772,-4.5432,-1.19136,-1.31042,0.710447,0.296944,0.200297,0.0345518,0.184571
696,583.467,2,0.667358,0.998395,0.0631866,-2.14766,-4.54326,-1.19136,-1.31041,0.710409,0.29696,0.2003,0.0345533,0.184584
697,569.922,2,0.667288,0.998395,0.0631778,-2.14764,-4.54335,-1.19134,-1.31041,0.710377,0.296936,0.200287,0.0345679,0.184582
698,574.239,2,0.667306,0.998395,0.0631675,-2.14776,-4.54346,-1.19132,-1.31038,0.710281,0.296914,0.200282,0.0345603,0.184542
699,574.09,2,0.66734,0.998396,0.0631611,-2.14784,-4.54353,-1.19134,-1.31039,0.710239,0.29695,0.200309,0.034551,0.184539
700,571.26,2,0.667328,0.998399,0.0631585,-2.14775,-4.54356,-1.19136,-1.31037,0.710209,0.296957,0.200315,0.0345443,0.184508
701,587.917,2,0.667298,0.998399,0.0631596,-2.14765,-4.54354,-1.19133,-1.31039,0.710201,0.296963,0.200333,0.0345477,0.184447
702,600.385,2,0.667337,0.998401,0.0631577,-2.14774,-4.54356,-1.19129,-1.31041,0.710155,0.297065,0.200408,0.0345545,0.184392
703,600.261,2,0.667425,0.998402,0.0631576,-2.14763,-4.54356,-1.19129,-1.31041,0.71014,0.297149,0.200463,0.0345437,0.184282
704,564.293,2,0.667481,0.998404,0.0631597,-2.14752,-4.54354,-1.19127,-1.31042,0.710133,0.297171,0.200475,0.0345481,0.184246
705,576.719,2,0.667469,0.998404,0.0631614,-2.14735,-4.54352,-1.19126,-1.31042,0.710146,0.297227,0.200515,0.0345357,0.184212
706,587.542,2,0.667419,0.998403,0.0631588,-2.14729,-4.54356,-1.19125,-1.31042,0.710083,0.297306,0.200577,0.0345284,0.184278
