initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,lk_abscissa,lk_cdf,lae_abscissa,lae_cdf,lw_abscissa,lw_cdf,dE_abscissa,dE_cdf,split
-1.90015,0.0431373,-1.80083,0.0431373,-1.79172,0.0431373,-1.62621,0.0431373,-1.70507,0.0431373,-1.76055,0.0431373,-1.62301,0.0431373,-1.42902,0.0431373,All
-1.85516,0.045098,-1.79739,0.045098,-1.77114,0.045098,-1.62351,0.045098,-1.64295,0.045098,-1.75492,0.045098,-1.59696,0.045098,-1.42795,0.045098,All
-1.837,0.0470588,-1.74609,0.0470588,-1.72121,0.0470588,-1.6184,0.0470588,-1.62783,0.0470588,-1.75421,0.0470588,-1.56469,0.0470588,-1.42084,0.0470588,All
-1.81534,0.0490196,-1.73671,0.0490196,-1.69099,0.0490196,-1.6148,0.0490196,-1.60265,0.0490196,-1.72182,0.0490196,-1.56119,0.0490196,-1.42055,0.0490196,All
-1.78742,0.0509804,-1.72125,0.0509804,-1.68683,0.0509804,-1.59304,0.0509804,-1.60197,0.0509804,-1.71767,0.0509804,-1.51285,0.0509804,-1.41592,0.0509804,All
-1.74517,0.0529412,-1.71559,0.0529412,-1.64798,0.0529412,-1.58747,0.0529412,-1.59758,0.0529412,-1.71473,0.0529412,-1.49978,0.0529412,-1.40231,0.0529412,All
-1.6613,0.054902,-1.71025,0.054902,-1.62748,0.054902,-1.54095,0.054902,-1.5803,0.054902,-1.71337,0.054902,-1.48187,0.054902,-1.40002,0.054902,All
-1.58645,0.0568627,-1.67251,0.0568627,-1.62424,0.0568627,-1.5389,0.0568627,-1.56704,0.0568627,-1.71015,0.0568627,-1.43847,0.0568627,-1.39612,0.0568627,All
-1.58171,0.0588235,-1.62228,0.0588235,-1.60765,0.0588235,-1.52988,0.0588235,-1.55272,0.0588235,-1.70636,0.0588235,-1.43619,0.0588235,-1.39275,0.0588235,All
-1.56418,0.0607843,-1.61668,0.0607843,-1.58893,0.0607843,-1.52795,0.0607843,-1.55183,0.0607843,-1.68433,0.0607843,-1.43274,0.0607843,-1.38552,0.0607843,All
-1.55358,0.0627451,-1.56927,0.0627451,-1.58622,0.0627451,-1.52631,0.0627451,-1.53417,0.0627451,-1.65811,0.0627451,-1.39466,0.0627451,-1.38104,0.0627451,All
-1.52918,0.0647059,-1.54064,0.0647059,-1.5847,0.0647059,-1.52262,0.0647059,-1.53129,0.0647059,-1.6369,0.0647059,-1.37789,0.0647059,-1.37753,0.0647059,All
-1.51061,0.0666667,-1.52473,0.0666667,-1.54037,0.0666667,-1.52029,0.0666667,-1.51058,0.0666667,-1.60203,0.0666667,-1.37737,0.0666667,-1.36661,0.0666667,All
-1.50614,0.0686275,-1.50303,0.0686275,-1.53934,0.0686275,-1.5109,0.0686275,-1.50623,0.0686275,-1.55698,0.0686275,-1.37496,0.0686275,-1.36546,0.0686275,All
-1.50506,0.0705882,-1.47629,0.0705882,-1.49782,0.0705882,-1.50144,0.0705882,-1.49107,0.0705882,-1.5506,0.0705882,-1.35005,0.0705882,-1.3627,0.0705882,All
-1.48832,0.072549,-1.44746,0.072549,-1.49626,0.072549,-1.48857,0.072549,-1.4874,0.072549,-1.53002,0.072549,-1.34992,0.072549,-1.3619,0.072549,All
-1.46517,0.0745098,-1.44267,0.0745098,-1.47709,0.0745098,-1.4634,0.0745098,-1.43565,0.0745098,-1.52067,0.0745098,-1.33785,0.0745098,-1.35922,0.0745098,All
-1.46453,0.0764706,-1.42745,0.0764706,-1.46194,0.0764706,-1.45958,0.0764706,-1.42299,0.0764706,-1.50908,0.0764706,-1.31722,0.0764706,-1.35661,0.0764706,All
-1.45281,0.0784314,-1.41824,0.0784314,-1.43829,0.0784314,-1.45219,0.0784314,-1.40733,0.0784314,-1.49068,0.0784314,-1.29658,0.0784314,-1.34447,0.0784314,All
-1.44482,0.0803922,-1.37993,0.0803922,-1.43817,0.0803922,-1.43265,0.0803922,-1.38221,0.0803922,-1.48392,0.0803922,-1.27518,0.0803922,-1.33326,0.0803922,All
-1.44451,0.0823529,-1.35935,0.0823529,-1.42778,0.0823529,-1.43129,0.0823529,-1.37721,0.0823529,-1.4839,0.0823529,-1.27317,0.0823529,-1.32087,0.0823529,All
-1.41554,0.0843137,-1.34674,0.0843137,-1.42242,0.0843137,-1.42708,0.0843137,-1.36761,0.0843137,-1.48175,0.0843137,-1.26638,0.0843137,-1.31037,0.0843137,All
-1.41441,0.0862745,-1.33939,0.0862745,-1.33878,0.0862745,-1.41682,0.0862745,-1.36704,0.0862745,-1.45376,0.0862745,-1.26043,0.0862745,-1.30796,0.0862745,All
-1.40933,0.0882353,-1.3336,0.0882353,-1.3303,0.0882353,-1.39545,0.0882353,-1.36422,0.0882353,-1.44833,0.0882353,-1.25597,0.0882353,-1.29298,0.0882353,All
-1.37823,0.0901961,-1.33195,0.0901961,-1.32971,0.0901961,-1.37327,0.0901961,-1.36365,0.0901961,-1.44145,0.0901961,-1.245,0.0901961,-1.27431,0.0901961,All
-1.33043,0.0921569,-1.30899,0.0921569,-1.32329,0.0921569,-1.3673,0.0921569,-1.35204,0.0921569,-1.43534,0.0921569,-1.22907,0.0921569,-1.26349,0.0921569,All
-1.31169,0.0941176,-1.28261,0.0941176,-1.3033,0.0941176,-1.36211,0.0941176,-1.33668,0.0941176,-1.43279,0.0941176,-1.2241,0.0941176,-1.26302,0.0941176,All
-1.30746,0.0960784,-1.27232,0.0960784,-1.2765,0.0960784,-1.35634,0.0960784,-1.3301,0.0960784,-1.41707,0.0960784,-1.21959,0.0960784,-1.26002,0.0960784,All
-1.26024,0.0980392,-1.26832,0.0980392,-1.27328,0.0980392,-1.35274,0.0980392,-1.31474,0.0980392,-1.38432,0.0980392,-1.21026,0.0980392,-1.25276,0.0980392,All
-1.21411,0.1,-1.2639,0.1,-1.26119,0.1,-1.3391,0.1,-1.31136,0.1,-1.34139,0.1,-1.19284,0.1,-1.25272,0.1,All
-1.2111,0.101961,-1.25996,0.101961,-1.25325,0.101961,-1.30533,0.101961,-1.31026,0.101961,-1.33537,0.101961,-1.17899,0.101961,-1.24891,0.101961,All
-1.20665,0.103922,-1.25961,0.103922,-1.25179,0.103922,-1.3032,0.103922,-1.30555,0.103922,-1.32567,0.103922,-1.17047,0.103922,-1.24121,0.103922,All
-1.18983,0.105882,-1.21443,0.105882,-1.24668,0.105882,-1.29603,0.105882,-1.30124,0.105882,-1.3199,0.105882,-1.16529,0.105882,-1.22892,0.105882,All
-1.18653,0.107843,-1.2024,0.107843,-1.24279,0.107843,-1.29111,0.107843,-1.29929,0.107843,-1.30547,0.107843,-1.16337,0.107843,-1.22674,0.107843,All
-1.18319,0.109804,-1.16371,0.109804,-1.24131,0.109804,-1.28241,0.109804,-1.29208,0.109804,-1.28724,0.109804,-1.1625,0.109804,-1.22391,0.109804,All
-1.17352,0.111765,-1.1609,0.111765,-1.21994,0.111765,-1.26921,0.111765,-1.29023,0.111765,-1.27922,0.111765,-1.15983,0.111765,-1.22325,0.111765,All
-1.16639,0.113725,-1.15583,0.113725,-1.19687,0.113725,-1.25895,0.113725,-1.28638,0.113725,-1.27536,0.113725,-1.15453,0.113725,-1.22322,0.113725,All
-1.16499,0.115686,-1.13644,0.115686,-1.18392,0.115686,-1.25178,0.115686,-1.27741,0.115686,-1.26975,0.115686,-1.15296,0.115686,-1.22019,0.115686,All
-1.16442,0.117647,-1.13427,0.117647,-1.18085,0.117647,-1.24506,0.117647,-1.2708,0.117647,-1.26691,0.117647,-1.14992,0.117647,-1.209,0.117647,All
-1.14005,0.119608,-1.13095,0.119608,-1.16492,0.119608,-1.24417,0.119608,-1.26549,0.119608,-1.26561,0.119608,-1.14139,0.119608,-1.20377,0.119608,All
-1.13742,0.121569,-1.12244,0.121569,-1.16051,0.121569,-1.21332,0.121569,-1.26388,0.121569,-1.2442,0.121569,-1.13451,0.121569,-1.20204,0.121569,All
-1.1347,0.123529,-1.12179,0.123529,-1.15771,0.123529,-1.20748,0.123529,-1.18791,0.123529,-1.2321,0.123529,-1.13346,0.123529,-1.19602,0.123529,All
-1.13269,0.12549,-1.11767,0.12549,-1.14612,0.12549,-1.19523,0.12549,-1.18733,0.12549,-1.21079,0.12549,-1.13313,0.12549,-1.19407,0.12549,All
-1.11073,0.127451,-1.10111,0.127451,-1.14287,0.127451,-1.17233,0.127451,-1.18552,0.127451,-1.21027,0.127451,-1.10908,0.127451,-1.19016,0.127451,All
-1.10111,0.129412,-1.09728,0.129412,-1.13942,0.129412,-1.1653,0.129412,-1.18254,0.129412,-1.192,0.129412,-1.09797,0.129412,-1.18359,0.129412,All
-1.07478,0.131373,-1.0943,0.131373,-1.09782,0.131373,-1.16483,0.131373,-1.18113,0.131373,-1.19043,0.131373,-1.09562,0.131373,-1.1823,0.131373,All
-1.07262,0.133333,-1.08837,0.133333,-1.08396,0.133333,-1.14418,0.133333,-1.16793,0.133333,-1.1869,0.133333,-1.08851,0.133333,-1.18019,0.133333,All
-1.0713,0.135294,-1.07992,0.135294,-1.07453,0.135294,-1.12904,0.135294,-1.16245,0.135294,-1.17941,0.135294,-1.08453,0.135294,-1.1777,0.135294,All
-1.05951,0.137255,-1.07684,0.137255,-1.0652,0.137255,-1.12593,0.137255,-1.15657,0.137255,-1.17696,0.137255,-1.08297,0.137255,-1.16719,0.137255,All
-1.05933,0.139216,-1.07522,0.139216,-1.05053,0.139216,-1.10907,0.139216,-1.15166,0.139216,-1.16622,0.139216,-1.07003,0.139216,-1.1546,0.139216,All
-1.05746,0.141176,-1.07484,0.141176,-1.04788,0.141176,-1.10431,0.141176,-1.1501,0.141176,-1.16347,0.141176,-1.03352,0.141176,-1.15293,0.141176,All
-1.05415,0.143137,-1.07147,0.143137,-1.04398,0.143137,-1.10079,0.143137,-1.14732,0.143137,-1.15843,0.143137,-1.03304,0.143137,-1.14975,0.143137,All
-1.04724,0.145098,-1.06196,0.145098,-1.03535,0.145098,-1.09902,0.145098,-1.13288,0.145098,-1.15563,0.145098,-1.0232,0.145098,-1.14511,0.145098,All
-1.046,0.147059,-1.03641,0.147059,-1.03494,0.147059,-1.0952,0.147059,-1.12778,0.147059,-1.15491,0.147059,-1.02282,0.147059,-1.14165,0.147059,All
-1.04135,0.14902,-1.026,0.14902,-1.02488,0.14902,-1.06695,0.14902,-1.12194,0.14902,-1.14508,0.14902,-1.02206,0.14902,-1.14103,0.14902,All
-1.03586,0.15098,-1.02556,0.15098,-1.01882,0.15098,-1.06447,0.15098,-1.11937,0.15098,-1.13945,0.15098,-0.994276,0.15098,-1.13047,0.15098,All
-1.02578,0.152941,-1.02075,0.152941,-1.01128,0.152941,-1.04829,0.152941,-1.11465,0.152941,-1.11581,0.152941,-0.986804,0.152941,-1.12399,0.152941,All
-1.01943,0.154902,-1.02026,0.154902,-1.01033,0.154902,-1.03594,0.154902,-1.10517,0.154902,-1.10352,0.154902,-0.98173,0.154902,-1.11816,0.154902,All
-1.01838,0.156863,-1.01819,0.156863,-1.0065,0.156863,-1.0344,0.156863,-1.09326,0.156863,-1.05956,0.156863,-0.976749,0.156863,-1.1181,0.156863,All
-1.0172,0.158824,-1.00823,0.158824,-0.986288,0.158824,-1.03389,0.158824,-1.08542,0.158824,-1.05031,0.158824,-0.976633,0.158824,-1.11724,0.158824,All
-1.01514,0.160784,-1.0022,0.160784,-0.985789,0.160784,-1.01574,0.160784,-1.06976,0.160784,-1.04965,0.160784,-0.967584,0.160784,-1.09735,0.160784,All
-1.01176,0.162745,-0.991405,0.162745,-0.98429,0.162745,-1.01397,0.162745,-1.06539,0.162745,-1.04805,0.162745,-0.961721,0.162745,-1.09497,0.162745,All
-1.00761,0.164706,-0.971221,0.164706,-0.982401,0.164706,-1.01288,0.164706,-1.06363,0.164706,-1.04165,0.164706,-0.957704,0.164706,-1.06589,0.164706,All
-1.00484,0.166667,-0.958987,0.166667,-0.973285,0.166667,-1.0094,0.166667,-1.06138,0.166667,-1.04065,0.166667,-0.9471,0.166667,-1.06019,0.166667,All
-0.992527,0.168627,-0.958924,0.168627,-0.963238,0.168627,-1.00805,0.168627,-1.04525,0.168627,-0.975678,0.168627,-0.924386,0.168627,-1.05759,0.168627,All
-0.980273,0.170588,-0.945978,0.170588,-0.951182,0.170588,-1.00065,0.170588,-1.03017,0.170588,-0.960743,0.170588,-0.922833,0.170588,-1.05484,0.170588,All
-0.975862,0.172549,-0.933778,0.172549,-0.947702,0.172549,-0.975439,0.172549,-1.01876,0.172549,-0.95871,0.172549,-0.913473,0.172549,-1.05134,0.172549,All
-0.964795,0.17451,-0.93329,0.17451,-0.947486,0.17451,-0.959626,0.17451,-1.0041,0.17451,-0.953062,0.17451,-0.893724,0.17451,-1.04975,0.17451,All
-0.963519,0.176471,-0.932714,0.176471,-0.946955,0.176471,-0.957057,0.176471,-0.976862,0.176471,-0.943563,0.176471,-0.892875,0.176471,-1.04327,0.176471,All
-0.957069,0.178431,-0.930549,0.178431,-0.943538,0.178431,-0.949013,0.178431,-0.975467,0.178431,-0.941582,0.178431,-0.887481,0.178431,-1.03217,0.178431,All
-0.94447,0.180392,-0.924583,0.180392,-0.934462,0.180392,-0.94371,0.180392,-0.972607,0.180392,-0.921506,0.180392,-0.88444,0.180392,-1.02149,0.180392,All
-0.943214,0.182353,-0.921357,0.182353,-0.932289,0.182353,-0.939932,0.182353,-0.971383,0.182353,-0.91873,0.182353,-0.88324,0.182353,-1.02113,0.182353,All
-0.931354,0.184314,-0.914096,0.184314,-0.931907,0.184314,-0.923535,0.184314,-0.969219,0.184314,-0.911867,0.184314,-0.873682,0.184314,-1.01877,0.184314,All
-0.926447,0.186275,-0.901635,0.186275,-0.918776,0.186275,-0.921772,0.186275,-0.947658,0.186275,-0.897413,0.186275,-0.871126,0.186275,-1.01873,0.186275,All
-0.925592,0.188235,-0.897958,0.188235,-0.913361,0.188235,-0.907246,0.188235,-0.946268,0.188235,-0.893736,0.188235,-0.866069,0.188235,-1.01306,0.188235,All
-0.916819,0.190196,-0.887272,0.190196,-0.910316,0.190196,-0.889967,0.190196,-0.937189,0.190196,-0.893264,0.190196,-0.859273,0.190196,-1.01245,0.190196,All
-0.909917,0.192157,-0.88628,0.192157,-0.904955,0.192157,-0.885883,0.192157,-0.935104,0.192157,-0.876252,0.192157,-0.853285,0.192157,-1.01191,0.192157,All
-0.908138,0.194118,-0.869888,0.194118,-0.894813,0.194118,-0.883384,0.194118,-0.931767,0.194118,-0.871821,0.194118,-0.849392,0.194118,-1.00062,0.194118,All
-0.888086,0.196078,-0.864562,0.196078,-0.894397,0.196078,-0.874628,0.196078,-0.929254,0.196078,-0.855067,0.196078,-0.838382,0.196078,-0.995864,0.196078,All
-0.883573,0.198039,-0.860105,0.198039,-0.879002,0.198039,-0.860335,0.198039,-0.916025,0.198039,-0.842806,0.198039,-0.826701,0.198039,-0.958477,0.198039,All
-0.875675,0.2,-0.859213,0.2,-0.875142,0.2,-0.857292,0.2,-0.911374,0.2,-0.840273,0.2,-0.821765,0.2,-0.955986,0.2,All
-0.873984,0.201961,-0.856011,0.201961,-0.873535,0.201961,-0.854394,0.201961,-0.905268,0.201961,-0.823825,0.201961,-0.818578,0.201961,-0.945879,0.201961,All
-0.859859,0.203922,-0.8542,0.203922,-0.869543,0.203922,-0.850357,0.203922,-0.902729,0.203922,-0.817335,0.203922,-0.811428,0.203922,-0.94049,0.203922,All
-0.845193,0.205882,-0.852802,0.205882,-0.867509,0.205882,-0.849244,0.205882,-0.8968,0.205882,-0.816374,0.205882,-0.809351,0.205882,-0.938169,0.205882,All
-0.844776,0.207843,-0.852216,0.207843,-0.858237,0.207843,-0.821724,0.207843,-0.874817,0.207843,-0.804976,0.207843,-0.807669,0.207843,-0.928577,0.207843,All
-0.827604,0.209804,-0.829849,0.209804,-0.851985,0.209804,-0.811998,0.209804,-0.859176,0.209804,-0.80214,0.209804,-0.796966,0.209804,-0.925449,0.209804,All
-0.825525,0.211765,-0.813525,0.211765,-0.835328,0.211765,-0.806842,0.211765,-0.855433,0.211765,-0.78901,0.211765,-0.793264,0.211765,-0.918951,0.211765,All
-0.809893,0.213725,-0.80119,0.213725,-0.808818,0.213725,-0.804472,0.213725,-0.835361,0.213725,-0.785801,0.213725,-0.793046,0.213725,-0.910259,0.213725,All
-0.80237,0.215686,-0.798766,0.215686,-0.797415,0.215686,-0.794065,0.215686,-0.820639,0.215686,-0.777791,0.215686,-0.781462,0.215686,-0.906913,0.215686,All
-0.798446,0.217647,-0.790604,0.217647,-0.793663,0.217647,-0.791986,0.217647,-0.816763,0.217647,-0.771437,0.217647,-0.770303,0.217647,-0.90655,0.217647,All
-0.797009,0.219608,-0.786427,0.219608,-0.758985,0.219608,-0.786085,0.219608,-0.796577,0.219608,-0.771388,0.219608,-0.764719,0.219608,-0.888537,0.219608,All
-0.794708,0.221569,-0.781605,0.221569,-0.74741,0.221569,-0.78441,0.221569,-0.795287,0.221569,-0.767397,0.221569,-0.758704,0.221569,-0.886881,0.221569,All
-0.791483,0.223529,-0.777506,0.223529,-0.746102,0.223529,-0.782533,0.223529,-0.780986,0.223529,-0.742138,0.223529,-0.748198,0.223529,-0.885519,0.223529,All
-0.787585,0.22549,-0.75719,0.22549,-0.744657,0.22549,-0.764956,0.22549,-0.779753,0.22549,-0.723463,0.22549,-0.742726,0.22549,-0.858288,0.22549,All
-0.746545,0.227451,-0.756278,0.227451,-0.7368,0.227451,-0.753954,0.227451,-0.757283,0.227451,-0.712564,0.227451,-0.7407,0.227451,-0.847537,0.227451,All
-0.734202,0.229412,-0.73446,0.229412,-0.727637,0.229412,-0.748576,0.229412,-0.756088,0.229412,-0.699509,0.229412,-0.738225,0.229412,-0.841706,0.229412,All
-0.727006,0.231373,-0.730628,0.231373,-0.699599,0.231373,-0.745819,0.231373,-0.751938,0.231373,-0.697865,0.231373,-0.737318,0.231373,-0.837283,0.231373,All
-0.722792,0.233333,-0.728471,0.233333,-0.692928,0.233333,-0.745735,0.233333,-0.751528,0.233333,-0.69616,0.233333,-0.7352,0.233333,-0.829893,0.233333,All
-0.719672,0.235294,-0.722407,0.235294,-0.692458,0.235294,-0.743053,0.235294,-0.751103,0.235294,-0.689005,0.235294,-0.732242,0.235294,-0.824482,0.235294,All
-0.708043,0.237255,-0.721723,0.237255,-0.684683,0.237255,-0.735638,0.237255,-0.749242,0.237255,-0.687628,0.237255,-0.731247,0.237255,-0.80732,0.237255,All
-0.707468,0.239216,-0.719954,0.239216,-0.674825,0.239216,-0.734176,0.239216,-0.748894,0.239216,-0.67335,0.239216,-0.728355,0.239216,-0.797232,0.239216,All
-0.706964,0.241176,-0.715677,0.241176,-0.672452,0.241176,-0.714805,0.241176,-0.747865,0.241176,-0.669162,0.241176,-0.724152,0.241176,-0.795446,0.241176,All
-0.705655,0.243137,-0.708364,0.243137,-0.67226,0.243137,-0.710332,0.243137,-0.744623,0.243137,-0.663059,0.243137,-0.721463,0.243137,-0.791127,0.243137,All
-0.690251,0.245098,-0.702695,0.245098,-0.671015,0.245098,-0.707019,0.245098,-0.736438,0.245098,-0.655307,0.245098,-0.720436,0.245098,-0.79084,0.245098,All
-0.671287,0.247059,-0.698298,0.247059,-0.663809,0.247059,-0.700791,0.247059,-0.735832,0.247059,-0.649401,0.247059,-0.710517,0.247059,-0.787497,0.247059,All
-0.667484,0.24902,-0.696824,0.24902,-0.657861,0.24902,-0.695258,0.24902,-0.732844,0.24902,-0.636601,0.24902,-0.710352,0.24902,-0.786768,0.24902,All
-0.653415,0.25098,-0.688926,0.25098,-0.648277,0.25098,-0.694234,0.25098,-0.731088,0.25098,-0.631565,0.25098,-0.706061,0.25098,-0.771881,0.25098,All
-0.652774,0.252941,-0.684276,0.252941,-0.645811,0.252941,-0.687443,0.252941,-0.730598,0.252941,-0.629692,0.252941,-0.693141,0.252941,-0.747515,0.252941,All
-0.650664,0.254902,-0.683345,0.254902,-0.633134,0.254902,-0.681212,0.254902,-0.725358,0.254902,-0.627505,0.254902,-0.69111,0.254902,-0.737528,0.254902,All
-0.643593,0.256863,-0.683178,0.256863,-0.615789,0.256863,-0.679812,0.256863,-0.719632,0.256863,-0.623584,0.256863,-0.684415,0.256863,-0.706448,0.256863,All
-0.642472,0.258824,-0.680575,0.258824,-0.609587,0.258824,-0.678167,0.258824,-0.712439,0.258824,-0.612943,0.258824,-0.684219,0.258824,-0.70555,0.258824,All
-0.622595,0.260784,-0.678117,0.260784,-0.604138,0.260784,-0.666429,0.260784,-0.704571,0.260784,-0.607427,0.260784,-0.674249,0.260784,-0.701595,0.260784,All
-0.621388,0.262745,-0.676018,0.262745,-0.596046,0.262745,-0.651968,0.262745,-0.69795,0.262745,-0.605983,0.262745,-0.670099,0.262745,-0.693666,0.262745,All
-0.615264,0.264706,-0.672095,0.264706,-0.592678,0.264706,-0.632884,0.264706,-0.693937,0.264706,-0.601169,0.264706,-0.667456,0.264706,-0.691098,0.264706,All
-0.609978,0.266667,-0.6624,0.266667,-0.590526,0.266667,-0.604498,0.266667,-0.678061,0.266667,-0.586818,0.266667,-0.662633,0.266667,-0.686334,0.266667,All
-0.601886,0.268627,-0.647571,0.268627,-0.589094,0.268627,-0.604495,0.268627,-0.67193,0.268627,-0.586367,0.268627,-0.661941,0.268627,-0.673834,0.268627,All
-0.600774,0.270588,-0.641918,0.270588,-0.588098,0.270588,-0.589007,0.270588,-0.667299,0.270588,-0.586015,0.270588,-0.656976,0.270588,-0.672241,0.270588,All
-0.600214,0.272549,-0.640425,0.272549,-0.579347,0.272549,-0.580402,0.272549,-0.66441,0.272549,-0.57159,0.272549,-0.656668,0.272549,-0.670276,0.272549,All
-0.583567,0.27451,-0.635752,0.27451,-0.57087,0.27451,-0.577551,0.27451,-0.65893,0.27451,-0.569574,0.27451,-0.647191,0.27451,-0.665863,0.27451,All
-0.57977,0.276471,-0.626551,0.276471,-0.56059,0.276471,-0.5663,0.276471,-0.655532,0.276471,-0.569054,0.276471,-0.624718,0.276471,-0.662667,0.276471,All
-0.577348,0.278431,-0.624348,0.278431,-0.558321,0.278431,-0.56233,0.278431,-0.655249,0.278431,-0.517715,0.278431,-0.616885,0.278431,-0.65838,0.278431,All
-0.575419,0.280392,-0.615868,0.280392,-0.557589,0.280392,-0.548353,0.280392,-0.650966,0.280392,-0.515951,0.280392,-0.61446,0.280392,-0.653065,0.280392,All
-0.574474,0.282353,-0.605803,0.282353,-0.554215,0.282353,-0.539984,0.282353,-0.632674,0.282353,-0.503927,0.282353,-0.612508,0.282353,-0.641148,0.282353,All
-0.563192,0.284314,-0.597238,0.284314,-0.548803,0.284314,-0.533769,0.284314,-0.630078,0.284314,-0.503731,0.284314,-0.608158,0.284314,-0.638451,0.284314,All
-0.560146,0.286275,-0.597197,0.286275,-0.543131,0.286275,-0.53135,0.286275,-0.627777,0.286275,-0.498348,0.286275,-0.606622,0.286275,-0.63587,0.286275,All
-0.55955,0.288235,-0.594068,0.288235,-0.510156,0.288235,-0.530869,0.288235,-0.624656,0.288235,-0.490869,0.288235,-0.60544,0.288235,-0.635449,0.288235,All
-0.558543,0.290196,-0.587038,0.290196,-0.505777,0.290196,-0.528721,0.290196,-0.623009,0.290196,-0.49077,0.290196,-0.596195,0.290196,-0.622028,0.290196,All
