rep,id,eta_initT,eta_aS,eta_r,eta_K,eta_tau,eta_Bt0,eta_pP,eta_pU,eta_g,eta_dI,eta_k,eta_aE,eta_w,eta_dE,eta_E50,data
3,48,-11.9620429213852,-1.81276001154618,0.334444356657827,-0.44435309437908,0.29366106855668,0,-0.048627701740531,-1.32150748713096,0,0,0,0,0.601574642428758,0.024714706068874,-2.37696447548869,thai
4,48,-7.13092643685516,0.786663243714561,-0.461153500807427,-0.563439879474616,0.499603431465738,0,-0.0579195578717294,-2.58151648305106,0,0,0,0,0.124596134080951,-0.708834080783029,-0.368110970990223,thai
5,48,-4.25910865874533,-0.444222830960756,-0.879339133635987,-0.393637123269354,0.621883471314576,0,-0.301958754415134,-1.50972386382499,0,0,0,0,0.321820933891532,-1.10220115550919,-0.660750179010995,thai
6,48,-5.15590943576635,1.3063825236008,-0.359536693159299,-0.322835346634579,0.553555097102205,0,-0.312553224257423,-1.1213162723852,0,0,0,0,0.483400470472068,-0.524488446667196,-1.43280719177264,thai
7,48,-1.76886234040594,-3.35122261939741,-0.711172529416646,-0.389250200287227,0.663718061955858,0,-0.205730553424844,0.468048455314817,0,0,0,0,0.716056031489398,-1.21096286860892,-1.39019862683358,thai
8,48,-3.74377471713679,1.06131884396597,-0.626274708158298,-0.356407357002056,0.569806620056878,0,-0.264066859546632,0.265830947889329,0,0,0,0,0.373101123428171,-1.82097413890055,-1.46168993226138,thai
9,48,-5.44766867780968,3.28786522760121,0.149191187207767,-0.30878341955136,0.464458477412501,0,-0.224063094920574,-1.56117646040105,0,0,0,0,0.291957887543911,0.564634522367278,-2.01527714918225,thai
10,48,-3.78726428984802,-2.60992567983356,0.0256049268416227,-0.399620132619119,0.541425689338211,0,-0.0425360652883366,-2.21263311160046,0,0,0,0,0.191159072974288,-2.18095637260938,-1.21691852272775,thai
1,49,0.176027620806624,-4.38921748600567,-0.373505894859702,0.340453781596632,-0.734278659785451,0,0.351035475337761,-2.61762195143771,0,0,0,0,1.37160908823251,0.908663832018155,0.348064925971704,thai
2,49,0.106243484054887,-4.51284960158446,0.952291258048883,0.220333338560825,-0.508863206345385,0,0.275496051502706,-2.84651427734148,0,0,0,0,1.45165310719079,1.18610526453156,0.706011925022251,thai
3,49,0.502495231883555,-4.10481806964789,0.0493441550013327,0.340508462977639,-0.515573510372173,0,0.186060141595725,-2.73899411884625,0,0,0,0,1.91591005244992,0.973256748343763,0.11254532006966,thai
4,49,0.78879603885565,-0.984865400617156,-0.39082063526295,0.274445213344555,-0.366237751081087,0,0.0881891344883272,-4.19535308332154,0,0,0,0,1.6378238652275,1.04656700876024,0.100762850633757,thai
5,49,1.12024585813943,2.22582075414046,0.518505405754546,0.285493766976529,-0.3045388949528,0,0.00554197226798987,-2.64762636887387,0,0,0,0,2.11748614878011,1.10639011094554,-0.151994217891411,thai
6,49,0.48798019614846,-0.776823826028532,-1.15458182051812,0.196036770705298,-0.0478644134557546,0,-0.0976593974214999,-2.66376652992121,0,0,0,0,1.75384949737874,0.578418375821187,-1.60877618035106,thai
7,49,0.779511005564543,-2.33721011700567,-0.430379154944938,0.263694261259123,-0.0196551888596125,0,-0.287626697708982,-2.15406679782288,0,0,0,0,2.1921745270941,0.725251586496277,-2.0602723518169,thai
8,49,0.863279575104892,4.50758853835905,0.0773989030849641,0.0537325285207556,0.197910163013652,0,-0.222043876687923,-2.51002645551203,0,0,0,0,1.73580587258397,0.316429747970995,-2.49129556188438,thai
9,49,1.08579500236442,0.0219041036668837,-0.339440384472793,-0.170642212093975,0.361189098272313,0,-0.154461223929908,-2.18473707327318,0,0,0,0,1.55966330609709,0.279861050771968,-1.44604816297228,thai
10,49,0.662070513951753,1.41277409520505,-0.0550215410543453,-0.318260044616241,0.541629325518686,0,-0.189340595301332,-2.71374329598509,0,0,0,0,1.33587543291307,0.154484588075709,-0.590497739514822,thai
1,50,0.516296904424651,-2.60174733234455,0.191429031001674,0.717617279405609,-0.218796661435205,0,-0.324462700255902,-2.2265862639611,0,0,0,0,-0.315565686537497,-1.71783575832178,0.26529523922444,thai
2,50,0.504526414528597,-3.67477185943677,0.320850190411394,0.583666366469514,-0.0741388370385177,0,-0.198128852438291,-1.43082485680908,0,0,0,0,-0.329598703413444,-1.31037373156249,-1.43107438010595,thai
3,50,0.669269962009573,-1.77742058725692,-0.0319369713838961,0.324643354077422,-0.0931734429350145,0,-0.0372372772334112,-1.06411252334401,0,0,0,0,0.0792890374821553,-0.813473647998347,-0.847563496865823,thai
4,50,0.69006565283679,4.70860669015441,0.44942219900652,0.443332237621279,-0.0725392309363701,0,-0.159136368174897,-0.462954771611976,0,0,0,0,-0.0340812725698406,-0.810267932815988,-1.18407767823728,thai
5,50,0.0704745374148055,2.995702117784,0.0224670676144283,0.42142759684444,0.094670219664225,0,-0.330458383134338,-1.10233137809052,0,0,0,0,-0.291190932639796,-2.01938429691169,-1.67139228647807,thai
6,50,0.165991341291658,2.54502765594685,0.025056964770486,0.394468326777073,0.128353648980361,0,-0.330965743686478,-1.49701802403412,0,0,0,0,-0.321732261670836,-1.58227335217744,-2.76321491674495,thai
7,50,0.522365653060337,-2.14231428025366,0.190728852096611,0.425457195588413,-0.244648684861085,0,-0.0541488956680699,-0.905109913583388,0,0,0,0,-0.380245141807741,-1.66908820075856,-0.743257722241215,thai
8,50,0.605532943911661,-0.379797036744727,0.516851152755975,0.579655532967119,-0.21856210542178,0,-0.0648881666148247,-0.590354825706699,0,0,0,0,-0.259791082727508,-1.57121062064374,-1.12143256665515,thai
9,50,0.833811825670696,-0.671790294595029,0.0249931496177659,0.584628614111033,-0.3107044960176,0,-0.0777213551617401,0.159328888757401,0,0,0,0,-0.177603570098699,-1.67013137778799,-0.644134427419854,thai
10,50,0.66273891500937,0.175285082556299,-0.0360983995466035,0.436859295646623,0.0102662260948142,0,-0.170315736618804,0.549570962442646,0,0,0,0,0.0920321958676041,-2.54510671228291,-0.452643763064827,thai
1,51,-3.90222995452118,-3.56032503118178,-0.314238516600575,0.740123322585821,-1.01051452689682,0,0.172541264819569,0.029924625015939,0,0,0,0,2.07708746314129,0.615516431815579,-1.99697708641226,thai
2,51,-8.44013390848308,-1.83063082672093,0.057914581240024,0.697989942458167,-0.971060248014526,0,0.137947724737312,-0.529713501867635,0,0,0,0,1.25678943234861,0.766757197288126,-0.163033559725617,thai
3,51,-8.90204969100184,-1.00639892390202,-0.252320717557645,0.64506249268918,-0.977479291097376,0,0.138927502263444,-1.12172498950326,0,0,0,0,1.30367565424803,0.86273722153675,-0.830148482865855,thai
4,51,-11.6631253833521,0.596989844014441,-0.993297703533719,0.632177560248585,-0.982564790871526,0,0.101978362401782,-1.64576690601643,0,0,0,0,1.67146300751292,0.85393640968624,-1.23588182886303,thai
5,51,-2.09221593225001,5.64722102303067,-1.420362042149,0.733938762024757,-0.941195413220228,0,0.1387001920552,-0.900277133990939,0,0,0,0,0.917575653137987,0.427484134258005,-1.2655142238276,thai
6,51,-3.96853165075055,1.57871543648623,-0.0172731049845978,0.752011340829751,-0.631415594630596,0,-0.0865447013595369,-0.332655881349725,0,0,0,0,1.21735751285335,0.431108661610141,-1.21385371851737,thai
7,51,-4.81599739142887,-1.38740329281064,0.799049679073213,0.722543621598876,-0.489090802242505,0,-0.263349490179599,-1.41256206300648,0,0,0,0,0.332737834516076,0.347831747771739,-1.05132470063051,thai
8,51,-5.44438424334369,-0.707964257355115,0.692178687177937,0.819579448329422,-0.612244799762847,0,-0.338828065653868,-2.41202423901449,0,0,0,0,0.413444989633646,0.526386823881303,-2.15572850739545,thai
9,51,-7.65633490591246,-4.58932739178729,-0.147262787773891,0.695699771262678,-0.705691965534981,0,-0.0122758539524202,-1.88783825619887,0,0,0,0,0.0191750751006192,-0.132729579345995,-0.1481194180923,thai
10,51,-6.33347582151804,-5.95455935988703,-0.346479131341429,0.279677130414964,-0.624790017099219,0,0.224088928647862,-1.1055328864259,0,0,0,0,0.908006261094505,0.280931589487266,-0.863202312619376,thai
1,1,-1.46225698763069,0.841871535744738,0.198071230637989,0.42410155481123,-0.202846379944606,0,0.0301938668606001,0.203146400624621,0,0,0,0,0.438484396668248,-0.882040453385815,-0.799144766664125,africa
2,1,-1.5866038236721,4.41913190699443,0.0829148367083546,0.302693733149821,-0.160127929977349,0,-0.0268103350929536,-1.21570015642004,0,0,0,0,0.231273515282094,-1.0368316468892,-0.391224243609756,africa
3,1,-6.53571428564267,-8.45509725974734,0.435449829763645,0.128185250477983,-0.0983862684231734,0,-0.0172831624435397,-2.09433917466228,0,0,0,0,-0.0363885569726549,-1.0370436440951,-0.263512615966765,africa
4,1,-5.07963249544111,2.61594691003068,-0.205872578649257,0.161450763318186,0.105274025608888,0,-0.279148986925894,-2.30564084568084,0,0,0,0,0.175052128359963,-0.886928052140628,-0.479569369407141,africa
5,1,-7.00645850302591,-1.27550030345013,0.25911672311751,0.201389699803937,0.0728336555192347,0,-0.262425042138278,-1.93152088033248,0,0,0,0,0.0593558616746643,-0.899185064583593,-0.0817465071261368,africa
6,1,-3.58070823458179,3.2092271302459,0.391479123168064,0.327990063730699,0.129345616361829,0,-0.348993112114095,-0.570971682189766,0,0,0,0,0.207239625969899,-0.813609317456069,-0.121597851196168,africa
7,1,-6.06381359056477,-9.65215013815275,0.486083143069239,0.191530258115134,0.236333018869088,0,-0.373959731698965,-1.49585372572935,0,0,0,0,0.0449564087318266,-0.79726127367473,-0.242081472777124,africa
8,1,-3.75445404415954,-9.63668876091714,-0.685373655442427,0.168311344367358,0.274401386837707,0,-0.438380932604393,-0.497712708492045,0,0,0,0,0.327562692814692,-0.665433597075555,-1.6611286075374,africa
9,1,-2.33952422302883,0.709973975808335,-0.250229021370247,0.207590271136783,0.369367670813836,0,-0.416409710841089,0.23852902108763,0,0,0,0,0.301988978400654,-1.73799052266618,-0.663569522057288,africa
10,1,-3.24499730823188,-8.52119231050759,-0.0780343255821068,0.121639641501335,0.517909816209016,0,-0.455913667882257,-0.787408791599138,0,0,0,0,0.454912040746876,-1.17886992504649,-1.11655798635587,africa
1,2,-2.79969031090399,0.884129702181467,0.768344680840323,-0.612654716522921,1.35924674435102,0,-0.590326093158747,-1.07696520790653,0,0,0,0,0.810182051015911,-0.74828173310666,-1.5317624796409,africa
2,2,-2.98857917367556,2.10761438103096,-0.00533410635785572,-0.257944164422432,0.97027806404541,0,-0.591514576650659,-0.251833076040296,0,0,0,0,1.00933628926969,-0.563250232913777,-0.661387369116005,africa
3,2,-2.21839603491707,-3.93722884421593,-0.317191802170286,-0.0179503049389543,0.887042830499699,0,-0.710385306374171,-0.979243035278265,0,0,0,0,0.776421339745605,-0.115410298408757,-0.423949129693258,africa
4,2,-2.59973391772977,2.36575165591396,0.226834870238751,-0.165148822853216,1.10632946500383,0,-0.879460158229982,-1.65842511299916,0,0,0,0,0.713336291139454,-0.805974099758264,0.374628301591208,africa
5,2,-3.04459893340381,1.68854154400293,-0.212527088838486,-0.181149852635876,1.1225640747764,0,-0.881305407225797,-0.872672046787562,0,0,0,0,0.420232156343772,-1.43073560589611,-1.0221525512542,africa
6,2,-0.47407378746653,-8.89387314992644,-0.18366695378114,-0.0147867363494015,1.36396494311577,0,-1.09512993605711,-1.26595015915721,0,0,0,0,0.547881076649263,-1.64369763483602,-0.899962947330072,africa
7,2,-2.29434449791694,-7.05398122244803,0.186903451801874,-0.152836888809041,1.16634145449046,0,-0.854307690607661,-1.43908205333885,0,0,0,0,0.386663109681721,-2.22015610372246,-0.478292324259862,africa
8,2,-1.75684660123517,0.354566242608801,-0.351122047816474,-0.376938283763672,1.22906930376855,0,-0.737112750350604,-1.19662991339184,0,0,0,0,0.398099053084818,-1.97988599508086,-1.79153228682558,africa
9,2,-0.893872229439942,1.17610429340625,0.0661604558873844,-0.395238326319057,1.31856796350488,0,-0.705427733223277,0.419673403114208,0,0,0,0,0.876515279666415,-1.4276830641988,-0.596880520480051,africa
10,2,-1.540220405762,1.42576556354851,-0.106846514313269,-0.319078854250947,1.19991818393692,0,-0.708126991308629,-0.360556976405817,0,0,0,0,0.826746089093664,-1.44020359977882,-1.51924151930615,africa
1,3,-0.217806337932045,4.06223283914153,0.395362675005704,-0.246179979388336,0.415417507970939,0,0.259628182861762,-1.76421030951857,0,0,0,0,0.587071712109113,-1.30559538141141,-0.781683503856794,africa
2,3,0.984318190553445,4.81756156330768,-0.0729554367687061,-0.087192245442235,0.144317077448388,0,0.24183382957309,0.0288976845466283,0,0,0,0,0.539358169087151,-2.66376517519398,-1.02527441488904,africa
3,3,-3.30325135689699,3.05479122329502,-0.269774232121536,-0.224784916245561,0.201306013855716,0,0.127921808063529,-0.0818580998810114,0,0,0,0,0.546552985683738,-1.73581620917633,-1.48394122525422,africa
4,3,-4.85125849969909,3.31430883990416,-0.383306800203637,-0.170296804905378,0.0215896281487039,0,0.146035914264815,-0.64933487601602,0,0,0,0,0.351550060696536,-1.09495467693782,-0.323781619592543,africa
5,3,-2.48762443328703,-2.80571610014198,0.1036134738028,-0.091855337463349,0.0384046700015385,0,0.172029298576824,-1.52478186098627,0,0,0,0,0.337395878860279,-2.59364382392317,0.144230927143581,africa
6,3,-4.66594050433524,0.614464387953921,0.70083570636012,-0.138747207830374,-0.10231653038974,0,0.28817886123262,-1.70239104807922,0,0,0,0,0.27411682312581,-0.786081704338014,0.404995554313229,africa
7,3,-4.71696247876365,-3.02711806088809,0.74157932950489,-0.0636954896926497,-0.0658939355830402,0,0.218243994080317,-2.1884789851257,0,0,0,0,0.22418604548214,0.00816644722251714,0.220132914084672,africa
8,3,-4.94111255593107,-0.0338893353109564,0.108647640652635,-0.196726444977032,-0.0969331601411354,0,0.243791789158831,0.0766702219132962,0,0,0,0,0.584866274647162,-0.279198074822339,-0.939523104897928,africa
9,3,-8.67420356969623,5.17712306149229,0.298327791598032,-0.118978637361409,-0.0120701262076875,0,0.0659422647411277,-0.0564167805920353,0,0,0,0,0.784688611662699,0.114660006670321,-1.46535226117425,africa
10,3,-10.0228319852874,-5.85402814900761,0.27623565492199,-0.227930620107936,0.0936037000464788,0,0.0707817062455832,-1.39590228382101,0,0,0,0,0.332560026090256,-0.587562418929736,-0.385319295934105,africa
1,4,-6.74747530142655,2.6442269511303,0.0684678038355286,-0.0213163529313017,0.428452656319919,0,-0.285569654105943,-2.05463902108896,0,0,0,0,1.03473399856183,-0.847590552345116,1.02321113724084,africa
2,4,-0.106553343965628,0.473277958401494,-0.0464363015263584,0.11017363520645,0.435183713141979,0,-0.247675488428303,-1.08973204453688,0,0,0,0,1.0335202989587,-1.67648333047268,0.960719169213194,africa
3,4,-4.39050909390054,-1.77255132568366,0.00526970207998472,0.0195363220660131,0.178719622802967,0,-0.031714924394638,-2.19228430504265,0,0,0,0,0.958737892307447,-1.45294837696969,0.967767238162022,africa
4,4,-1.05011803512032,4.01741624208575,0.116346772591534,-0.036120142225636,0.224281034842724,0,0.0382722629893117,-1.96120024806838,0,0,0,0,0.938306397160908,-1.17804929992543,0.726894367005774,africa
5,4,1.63948479597802,-2.31963794654154,-0.219934831682761,-0.11244246916798,0.336875033829998,0,0.0915984258177117,-1.34108242521699,0,0,0,0,1.18185824168804,-0.867091628629138,0.648043628827306,africa
6,4,-1.29075095215019,3.20107041348865,0.251981651959086,0.0352269584856758,0.317920142886158,0,0.0159017398907977,-1.9590404575688,0,0,0,0,0.940447718505026,-1.49886745823735,0.410914213612813,africa
7,4,-0.956762820689746,6.32475921388496,0.62990274843242,-0.174920943282843,0.371542029691231,0,0.055186350977104,-2.37730646536769,0,0,0,0,0.95516169573379,-0.521203204851698,-0.0267565568768943,africa
8,4,-1.97728362587309,-0.358096037427517,-0.07660771601083,-0.299503547145585,0.364784073256887,0,0.0755308453359739,-1.7853419056423,0,0,0,0,1.25117893382031,-0.206243203403288,-1.88107994818339,africa
9,4,-4.74971822571211,-2.16368463495027,-0.184493986786331,-0.421796043528857,0.487934826899194,0,-0.0213390447151695,-2.94807089531132,0,0,0,0,1.1082512298981,-0.186310259277566,-0.251472314315563,africa
10,4,-6.84924951586506,-3.93653430368145,-0.016752415257422,-0.53500255890114,0.621850293467899,0,-0.0356304947193499,-0.899002862747069,0,0,0,0,1.39728677256945,-0.332560714274744,-1.25340394848446,africa
1,5,-19.2359710629399,-1.87911743708005,0.351400106256341,0.111432159466717,0.0669350184987102,0,-0.467342518971234,0.553314644296345,0,0,0,0,3.46283307976462,1.46538285050904,-0.892488101545914,africa
2,5,-15.234532926695,1.53127169971269,0.327449883619861,0.149307987472446,0.214965247348841,0,-0.595105867602381,0.839244656079055,0,0,0,0,3.13752240122223,0.997101329939377,-2.08557250256373,africa
3,5,-11.9835493290289,4.29806715862013,-0.750329862930722,0.156415683619126,0.411878955105615,0,-0.698886438757186,1.89112165418088,0,0,0,0,2.76372155575284,0.862009116438111,-1.13708479109637,africa
4,5,-14.5575196214648,2.10189296942818,1.47580736113123,0.464816861629923,0.155792299777117,0,-0.845404377627165,0.494955416924012,0,0,0,0,2.65276905674306,0.568709141369892,-2.09864689481898,africa
5,5,-4.50319622984482,1.7463053407927,-0.0487614958417199,0.43246619273049,0.192735838779019,0,-0.494243501836375,0.750732234289758,0,0,0,0,1.39453364958604,0.274556656034029,-1.48955622934548,africa
6,5,-2.60199589348377,-3.57894428320667,-0.188714594610838,0.362820431462758,0.167746701721848,0,-0.258260212946936,0.996492801079259,0,0,0,0,0.778355708652436,-0.409348560597854,-1.36518842488095,africa
7,5,-4.73433978385424,-5.02836895765855,0.0861120282988422,-0.0756024481705163,0.36043671241637,0,-0.189083639890908,-0.939499016015274,0,0,0,0,0.795830159640421,-0.155721443783668,-0.107112079596498,africa
8,5,-9.21485331359058,2.12153047897825,-0.0460725525365389,-0.249652577612054,0.459895034318643,0,-0.212593882764719,-0.572580813126395,0,0,0,0,0.474719608230253,-1.01008006981694,-0.599091522388899,africa
9,5,-6.13599223307207,2.90647523975156,-0.667958161322994,-0.15691450866938,0.342126054525467,0,-0.106942597444175,-0.544300906476137,0,0,0,0,0.207602172620439,-1.36398033719896,-0.798722215773296,africa
10,5,-6.53720470933039,-0.621482759671285,0.174147213844125,-0.00524435974965875,0.30237004462694,0,-0.253177364317992,-0.843219321151021,0,0,0,0,0.385267050827532,-0.411517979976371,-1.11804046620391,africa
1,6,-8.65551640415905,-2.22484323454869,1.24446666626948,-0.237598650781653,0.716606788623762,0,0.164994765772235,-1.22003850139685,0,0,0,0,1.0009396313157,-1.4563065059413,-1.76275678537583,africa
2,6,-2.19577889884315,-3.82981737335368,1.06194765466563,-0.495131475603792,0.681622123656714,0,0.407984312522592,-2.59698145710593,0,0,0,0,1.73184870897174,-0.728091717012161,1.17349092079362,africa
3,6,-4.35066149275373,2.77115593703293,0.368777170041532,-0.539537802560714,0.63385282811348,0,0.426810925243994,-2.36378148623777,0,0,0,0,1.34570819745339,-1.02122838717298,-0.855862774649637,africa
4,6,-7.90200830902986,2.28517498823186,0.360690749414721,-0.584391829054576,0.636800803108231,0,0.377152927266578,-1.78332468742115,0,0,0,0,1.26366592334743,-0.762915966745259,-0.853021348581255,africa
5,6,-3.76537677438341,1.4755164070391,0.630654317519431,-0.810842316695816,1.04984022144092,0,0.285736557282532,-2.29679576400483,0,0,0,0,1.62675033124168,-1.25805467329264,-1.34269253757664,africa
6,6,-9.01850780960348,-4.08147476647062,0.121984968087186,-0.629979182421917,1.05638841903357,0,-0.0649521083239771,-2.34617503493028,0,0,0,0,0.804172139753215,-1.27791872709657,-0.52913734577775,africa
7,6,-14.3890316203472,2.47816822433844,-0.419561447660217,-0.540031766846875,0.55896179200695,0,0.0625778377258538,-2.6465359492233,0,0,0,0,0.28799659534346,-2.00892622256374,-0.297920241957122,africa
8,6,-13.2981394077751,-3.81052088071329,-0.119704288552436,0.0730545205724524,0.0190785843457455,0,0.122866235849426,-2.12591347615305,0,0,0,0,-0.139258570304574,-2.35809765869686,-2.10521301962294,africa
9,6,-11.9143907528164,-5.05628671616746,-0.666093044343932,-0.0662789126798906,0.0853439836213102,0,0.183397019774609,-2.91821833518692,0,0,0,0,-0.328924865659705,-1.9150580409844,-0.234057730163361,africa
10,6,-6.19324293467547,-0.971070032547215,-0.642876346113302,-0.249874370801479,0.390032284451478,0,0.167775705200873,-1.70025691027666,0,0,0,0,-0.068768514497079,-1.40232612257968,-1.61099973230298,africa
1,7,-3.36742799333151,2.98764723156417,-0.151192097748853,0.96233234507757,-1.70665057143276,0,0.0986838644852004,0.253859661362209,0,0,0,0,1.08978277361936,-0.164111599467477,-0.353655054461012,africa
2,7,-7.10063143919071,-2.81958782696258,-0.813190812191561,0.701081859997944,-1.67140742103772,0,0.309064990246832,0.570270945989564,0,0,0,0,1.03784694273424,-0.609801768845945,0.747637923939117,africa
3,7,-4.59376375782878,-3.69862018707027,0.118617650964735,0.795178808365898,-1.66471031064288,0,0.191411656559406,1.16766586501727,0,0,0,0,1.43917720195593,0.169541999435103,-1.92745804771343,africa
4,7,-1.98171006708367,-1.68745701614876,0.704709257845364,1.0595095121277,-1.83578917797421,0,0.114639484699175,1.13939340645953,0,0,0,0,0.158957800035318,0.199281355454002,1.79700156783749,africa
5,7,-0.517536056029866,2.06115390892632,-0.544310630591699,0.935954712438454,-1.75216923770646,0,0.143666927024962,0.279529976934919,0,0,0,0,-0.175542855729184,0.274619781792479,0.661597533491882,africa
6,7,-4.14802570922735,-1.06428472410111,-0.154942419610745,1.06064498029793,-1.74616287001845,0,0.0263236204398651,1.14724969355304,0,0,0,0,-2.28795361643543,-0.900313917517325,-1.29206866271248,africa
7,7,-2.06199153322844,-4.8841455203647,0.393579001466761,1.02729781204655,-1.83630972951391,0,0.164547462164579,1.16731685544437,0,0,0,0,-0.0256974707267106,-0.513081718504999,0.186997582925721,africa
8,7,-1.12277699352885,-7.36732766486569,-0.323259613013928,1.08381887753804,-1.93153022686209,0,0.198238777729414,0.307155306752634,0,0,0,0,0.302232643593909,0.0679588386843739,1.09672231512372,africa
9,7,-3.09300182876861,0.799536522192392,0.116059117214705,0.916945886513842,-1.97419163687935,0,0.420267734702693,1.41382354053701,0,0,0,0,-0.465998022819621,1.51937365212993,0.788314913652619,africa
10,7,-0.545694473387573,6.1942707605732,-0.634131431210306,0.968972657142617,-1.97070194417281,0,0.273538323673446,1.75520128700591,0,0,0,0,0.0522675378757602,0.47273026282169,-1.07804880039264,africa
1,8,-3.57458581087551,-2.43064502819231,0.122193063452059,-0.264714273123855,1.00363721017467,0,-0.54460294792832,0.554276906311813,0,0,0,0,0.951755806962385,-1.36580774493479,-0.741157177563564,africa
2,8,-3.59007346857778,1.89272384842438,-0.00220158927788917,-0.242731298409231,0.977149298580815,0,-0.486182450496219,0.706866206229797,0,0,0,0,1.14653411463975,-1.03058796027153,-0.858712588965302,africa
3,8,-3.7582482522643,-1.57605170905074,0.0300691333820077,-0.114305444334197,0.676175682899823,0,-0.438090842546841,-0.121193960878342,0,0,0,0,0.993381402680308,-0.655856035399654,-0.661329555647039,africa
4,8,-6.76404087102888,-4.21504169579264,0.488856939540074,-0.100312179970581,0.480519707428084,0,-0.300275481092975,0.394244720957575,0,0,0,0,0.749760597604889,-0.572378986264234,-0.283293158197665,africa
5,8,-2.49787411270927,-0.982527487638674,0.757224093644274,0.0940273436313312,0.48403882221477,0,-0.347945333000178,1.44498156583357,0,0,0,0,0.876809982808718,-0.495196412520977,-2.42959671308274,africa
6,8,-4.0047139787197,-3.17489202798699,0.79255955356577,0.149517257393857,0.405088536865758,0,-0.362412323161804,-0.091788621016537,0,0,0,0,0.631631021271783,-0.58832734866783,-1.36935438027155,africa
7,8,-4.45426713441768,4.92249915818645,0.854652510982917,-0.0210598024071828,0.297288632156984,0,-0.13857336548254,-0.575811821073837,0,0,0,0,0.502882520908754,-0.528242431199251,-0.551998063225991,africa
8,8,-4.62920868092171,-1.46052356432026,-0.0930851698140432,0.0287610298301855,0.108014844922148,0,0.0206472639810754,0.687870802882129,0,0,0,0,0.566367785033713,-1.75615385406625,-0.832763039135068,africa
9,8,-5.47855795906008,2.27564209337017,0.109809476954074,0.0439266120456933,0.109837373706354,0,0.0221004086469763,-0.413433129217976,0,0,0,0,0.509458341478809,-1.57386838476166,-1.8613566982549,africa
10,8,-1.56241279152127,-7.20621037332611,0.435517719889431,0.150249883815345,0.122715618253533,0,-0.030152635395336,-0.181577857283565,0,0,0,0,0.759921001784875,-0.75128960912765,-2.47230896188287,africa
1,9,-2.64120471816541,2.61647685536919,0.455165690009116,-0.304832092686721,0.172008291621732,0,0.45797503030627,-0.591310737839761,0,0,0,0,1.21262271178493,-1.3568832326933,-2.2520410731001,africa
2,9,-2.49520579937186,-9.34491517484845,0.51187166226086,-0.0997083048335204,0.0590225804280846,0,0.395641590418902,-1.30549570366945,0,0,0,0,1.06940753154843,-0.986701482472853,-1.84044470501222,africa
3,9,-2.99415370482193,6.42560749132279,-0.158938964010859,-0.00389612523863249,-0.0788744049990332,0,0.228831977290973,-1.72868621440163,0,0,0,0,1.01329922747303,-0.733459613782111,-0.389426646769531,africa
4,9,-4.3800755636279,1.21919460120868,0.205781357735312,-0.115667869243815,0.194125419604558,0,0.140568342909223,-1.33714777929358,0,0,0,0,1.11785695218234,-0.753054283064716,-0.0618324442663536,africa
5,9,-6.52103769982429,-1.17576425474473,0.196170881878615,-0.0662290810348717,0.202934845946242,0,-0.0393181508918726,-1.70184693655363,0,0,0,0,1.00198435578764,-0.432416931783944,-0.530957979779852,africa
6,9,-2.59347568517197,2.52828694861727,0.0495339076607069,-0.264329944150495,0.26175995461521,0,0.18390770338082,-2.30706055149851,0,0,0,0,1.12747837909797,-0.772719774498706,-1.23760743073635,africa
7,9,-5.22125974658444,-10.5399494702112,0.553884683715915,-0.380107551328745,0.38987595256212,0,0.161588985207047,-2.51419360816959,0,0,0,0,1.04683447029268,-0.977441559438985,0.2524894248742,africa
8,9,-5.49292848920431,0.299240841128584,-0.0310159683310936,-0.224040607345737,0.247271110322856,0,0.161843222140771,-2.53574482350043,0,0,0,0,0.878755701649685,-1.2452752685511,-0.423806639082949,africa
9,9,-3.34699043595423,-7.55536231813839,-0.233532427079313,0.0114826019961559,0.012310659551357,0,0.226594311723207,-0.232741465595167,0,0,0,0,0.810756306100745,-1.9152850525888,0.0133110095597664,africa
10,9,-2.19801980489652,-0.719949174826556,0.113495155852456,-0.0186386752779668,0.124915212358636,0,0.305877489094432,-2.11900694586987,0,0,0,0,0.939250477729516,-1.92334154864699,-2.03945592034996,africa
1,10,-13.5749706195843,-0.758830661840177,0.217742333481409,-0.60086831435362,0.681595891271461,0,-0.234711379371064,0.061641136111409,0,0,0,0,1.86522073099135,0.33927128787467,-1.18845525076339,africa
2,10,-8.21068062552723,-9.03859055695757,0.240926101475302,-0.722134974245347,0.757579548505103,0,0.0198143086595984,-0.589415912235886,0,0,0,0,1.48368403799626,-0.25226475589795,-1.28972931463788,africa
3,10,-3.84206845811543,-3.67310926514673,0.52994033208655,-0.444410495840215,0.832748664939353,0,0.00445176262296603,-0.614970552260411,0,0,0,0,1.3877914312846,-0.814130736588543,-1.93612605243629,africa
4,10,-4.54873487117182,-2.81599019036534,-0.654223666595491,-0.491198188870523,0.824207876595203,0,-0.25468566037936,0.284301076902195,0,0,0,0,1.25201102975911,-1.01139199188677,-0.398854273858368,africa
5,10,-5.71072641238434,-0.004262282334623,-0.483911890851444,-0.199606896510331,0.617397616181954,0,-0.335922661256449,-0.0228446620837123,0,0,0,0,1.10504094330653,-0.304570443642977,-0.761565798273365,africa
6,10,-5.02722427603435,-1.61793207248089,-0.318960530919726,-0.244137385837608,0.346068569208378,0,-0.0625323151259689,0.359293234860704,0,0,0,0,0.939049447560062,-1.36832912905511,0.176692597236936,africa
