rep,id,eta_initT,eta_aS,eta_r,eta_K,eta_tau,eta_Bt0,eta_pP,eta_pU,eta_g,eta_dI,eta_k,eta_aE,eta_w,eta_dE,eta_E50,data
4,38,-5.34041050515168,6.86531494989764,-1.00123579702327,0.278050279973802,-0.286257487093323,0,-0.140460352702681,-1.67159966798665,0,0,0,0,0.790685931046158,0.60588539476368,-1.41340195591749,thai
5,38,-3.77610524715463,8.02450550345606,-1.15222633457228,0.229950565573526,-0.238906287123427,0,-0.31888651186704,-2.88852373225578,0,0,0,0,-0.306002736179966,-0.322037754611654,-1.33691484367052,thai
6,38,-1.96567267528762,8.83313556746728,-0.996714520830332,-0.432803818536177,-0.2288091718546,0,-0.0618198929977642,-1.22619770013437,0,0,0,0,0.0631305920777366,-0.917699609453119,-0.769100422622548,thai
7,38,-5.55037392294736,8.87577094905419,0.196130803238351,-0.455059167365915,-0.0479158173956802,0,-0.0691699665164531,-1.04075374098174,0,0,0,0,0.39116698601783,0.337727865164718,-0.945596633463027,thai
8,38,-2.48081229109641,8.51563400920611,0.363806944334697,-0.400197858377399,0.286713573577594,0,-0.0981379674014475,-1.09458479439503,0,0,0,0,0.427217531918778,-0.935725706449752,-1.18997463911577,thai
9,38,-4.58720213193343,4.96047534913944,1.2430946014929,-0.244026147620658,0.527140334088196,0,-0.0911702201034748,-2.06646676104013,0,0,0,0,0.336631741161305,-0.0215801868539076,-2.2055600394764,thai
10,38,-7.02126704059054,-5.03561443463868,-0.44060896534349,-0.260830177879417,0.497667898186986,0,-0.249923921582792,-1.35263905224413,0,0,0,0,0.72627926655899,-1.01054829761897,-0.0560334296706755,thai
1,39,-8.63637455903331,-1.35973286229029,0.132618936419228,-0.338112889323068,0.365541143885492,0,-0.250670685943101,-2.42935782487422,0,0,0,0,-0.515613763225136,-1.89074162717547,-2.77385224679687,thai
2,39,-4.9783452547407,-0.413613984787967,-0.36920947422587,-0.445493154897194,0.285118293680797,0,-0.00482388347889749,-1.72302943359193,0,0,0,0,0.204428373693162,-0.396917255242873,-1.71408099227455,thai
3,39,-9.43362046291282,4.97130760145501,-0.0281234180751949,-0.551331525460128,0.606259515156699,0,-0.277329294420624,-2.9709727582095,0,0,0,0,0.37942077354528,-0.195819726533927,-1.22141227919339,thai
4,39,-7.39811060333484,-1.11394628863903,-0.169046089095478,-0.553510851592663,0.68331398572901,0,-0.324232578535956,-2.41250918960488,0,0,0,0,0.249068268071579,-0.916268951239517,-1.92455550740417,thai
5,39,-4.31375573886362,-3.30401108128923,-0.643848182887831,-0.40532899438572,0.63466280946258,0,-0.299561587829865,-1.66310856619095,0,0,0,0,0.654381847155175,-0.813911583036782,-0.0745951235963088,thai
6,39,-7.32655051925361,-1.2284551239694,-0.0231474968544456,-0.484255079792359,0.610408866549281,0,-0.321699131564594,-2.30727657338557,0,0,0,0,0.515547841562731,0.0127916926877985,-1.4057185078996,thai
7,39,-7.53687979090732,1.82415226110911,-0.75817661091532,-0.36459186224911,0.619398017609298,0,-0.447830181303213,-1.18380729166332,0,0,0,0,1.3447198438585,0.34862603903745,-1.64353500266619,thai
8,39,-0.229513952155811,3.42751661831131,-0.472307344857056,-0.406048511056239,0.644689410397391,0,-0.280844627698093,-1.72454911552049,0,0,0,0,1.02830113871702,-0.254624320151916,-1.44285768692317,thai
9,39,-6.32441781196602,-9.79299730297309,-0.373923066912622,-0.686841255249346,0.672659338070006,0,-0.100823084363909,-3.17720529369962,0,0,0,0,0.539355641173987,-0.792090305275875,-1.4506554264269,thai
10,39,-2.77605157296878,-3.73032549935021,-0.315835608851704,-0.5433102629514,1.14038454323958,0,-0.617654177488197,-1.47071268878359,0,0,0,0,0.644077424967813,0.357783743803534,-1.4161575562733,thai
1,40,-6.07529331719634,-7.80695595584221,0.710521694012141,-0.421200632954219,0.397748235040777,0,0.182853074690909,-0.165794149246561,0,0,0,0,0.689241875140548,0.156300515213843,-0.311252173761705,thai
2,40,-4.98250727801453,1.48714295556306,0.655074053406016,-0.382611214602593,0.430819485704244,0,0.112047685432808,-0.259607318936451,0,0,0,0,0.339560857197419,-0.544823488768692,-1.18863182639667,thai
3,40,-4.09676215944342,-5.49788785506669,0.125067319227073,-0.171560722159934,0.341982576261419,0,0.0147598814044904,0.111167517647232,0,0,0,0,0.232205464354603,-2.43034785139145,-1.00937445594201,thai
4,40,-2.13460879007652,4.31122934865711,0.46993956667419,0.0264531457494597,0.354568370338865,0,-0.141642293155695,0.324988595942221,0,0,0,0,0.348592824375485,-1.85989630180907,-0.112057569445566,thai
5,40,-3.7476651421065,0.0306477995719293,0.50214595468275,0.0493063743570796,0.485900332586025,0,-0.255530751892868,0.424400766852951,0,0,0,0,0.332049985110062,-2.15655469890268,-0.0378817911944507,thai
6,40,-9.31706061612292,2.47089892421352,0.0513313485075683,0.224113076518957,-0.0458992911070546,0,-0.155949004179933,0.281484096295951,0,0,0,0,0.0949834454326764,-1.31383005317591,0.164614859941024,thai
7,40,-11.3641674522545,0.579538615984588,-0.0776626496010586,0.239387562325512,-0.0392301906448324,0,-0.268803934746917,-0.24246317451207,0,0,0,0,-0.0474026901590773,-1.0783558229229,0.1044989921849,thai
8,40,-7.98083355202912,1.93225582186,0.49960403105521,0.00172286680306127,0.220162882130201,0,-0.159773933082002,0.553516467422283,0,0,0,0,0.167689986444539,-0.628083077190917,-1.80731873957636,thai
9,40,-3.57412339116099,5.6784330367298,-0.022679916785241,0.0451124358776401,0.229777655382035,0,-0.117355701717534,0.658093455955618,0,0,0,0,0.341794386311543,-1.44420186103456,-0.337494274640445,thai
10,40,-5.62370619144534,2.00375009679205,-0.150410062574067,0.0763499818952223,0.0710143144822164,0,-0.122428867441479,0.0664021674651368,0,0,0,0,-0.0703817153426567,-0.908153939593294,-0.93338542832146,thai
1,41,-0.498460154305121,3.16704421940418,0.741299216082902,-0.672395636569291,1.14669933742789,0,-0.113211906066115,-1.32197065386373,0,0,0,0,1.2078912342338,-2.34381428883979,0.553950702427642,thai
2,41,-0.568454689308636,-5.05295007497399,0.387473643732324,-0.767159134521976,1.21242372329458,0,-0.163827146411473,-1.80663568387029,0,0,0,0,1.49525001903779,-0.630956026755829,1.4071268759731,thai
3,41,-0.847801935401242,-7.09200331201367,0.541595525504975,-0.424184071606818,1.0300032701895,0,-0.294230012867457,-1.37337633286875,0,0,0,0,1.97362560350198,-1.43210484447912,1.96850351727088,thai
4,41,-0.79940049545413,-7.62592158611505,0.198484551018256,-0.499778519696217,0.967762260196228,0,-0.234446049581478,-1.14295149321156,0,0,0,0,2.30674840309059,-1.03936967769898,2.1508128194154,thai
5,41,-1.90394560063582,1.49397468337628,0.391444577662741,-0.685049983191677,0.997419722394627,0,-0.0817884833471577,-1.26940434179689,0,0,0,0,2.25711999349419,-0.844780766203976,2.13246341355989,thai
6,41,-3.45066316554182,-0.836851931621562,0.193729797909606,-0.607292862162607,1.00220533201971,0,-0.240445798027647,-3.50162176499101,0,0,0,0,1.66277797159069,-0.414218633631938,1.51849031631876,thai
7,41,-3.60816422093599,2.43567471851264,0.0968660469697571,-0.345556928887871,0.538967137540091,0,-0.0624799661335821,-2.1713922771007,0,0,0,0,1.63992288900028,-0.573661351026262,1.63273644737944,thai
8,41,-0.605679752570529,5.17976247901967,0.504645121562095,-0.550069091134933,0.801255783423727,0,0.052034239955993,-0.790452608972053,0,0,0,0,1.70336018459865,-1.83521845189035,1.83374543626245,thai
9,41,-0.587168016710862,5.58149368875372,0.110052362711634,-0.421397447866317,0.760590246917314,0,-0.036307728084022,-1.6164083435472,0,0,0,0,2.06026650838405,-1.18883479381054,2.24669442138783,thai
10,41,-1.17214000825702,-4.47202253087759,0.577613704210589,-0.253164988237868,0.892361564817906,0,-0.310894559090557,-1.65300191654502,0,0,0,0,1.90420579729192,-0.0747250833649766,2.1608174709324,thai
1,42,-0.487990507730443,-3.6173951711207,0.649336405583648,-0.0227083516717468,0.552361515957638,0,-0.233613465991254,-1.36380516443492,0,0,0,0,0.305911845380643,-2.02526163300076,-1.12931278581678,thai
2,42,-4.75332847282086,-6.16463804876134,-0.121330330390397,-0.0644303741962806,0.419246585537514,0,-0.376231361372163,-2.12308076638677,0,0,0,0,0.386963808687525,-0.0693804135646414,-0.860776332902885,thai
3,42,-3.39112393858126,-0.565519101744716,1.03477728059247,-0.0193495442579889,0.568562462359751,0,-0.472299291965237,-1.26876176095184,0,0,0,0,0.423790171536055,0.124908563720045,0.108464377929095,thai
4,42,-5.2697589560269,-5.35732800899688,0.232043370856538,-0.0994647493475819,0.594702956323379,0,-0.510074499356995,-1.72372464464065,0,0,0,0,1.16495837672634,0.913591861363639,-0.322321544089453,thai
5,42,-2.22605226731333,-1.27646001577422,-0.408345554634556,-0.137356325281315,0.640781005682686,0,-0.415364047718141,-0.787616388352939,0,0,0,0,1.26627114456143,0.0731332646770283,-2.09059369279593,thai
6,42,-1.87371763090429,0.921216362320805,0.392537199857135,-0.14323904947974,0.825616285849271,0,-0.424742526792496,-1.10156028728606,0,0,0,0,0.848647421661524,-0.604819350202431,-0.865447128608061,thai
7,42,-5.34635172499608,-0.365854946327944,-0.132666943555962,-0.246871993672639,0.829379007631059,0,-0.598301806553376,-2.33046842656514,0,0,0,0,0.551084598706948,-0.367414077498988,-0.196245733437866,thai
8,42,-0.256377982581527,-4.96245945664114,0.611584154959087,-0.0395791907758897,0.993313000310959,0,-0.699001601035793,-1.56973653139578,0,0,0,0,0.722201018888636,-2.22099104115987,0.975365774416644,thai
9,42,-2.75989458122975,-4.12677361386883,0.538778426895642,0.0104618555071884,0.778155877779077,0,-0.602798148445734,-2.50670494223311,0,0,0,0,0.179494549428119,-1.30446859988099,-0.292355626221211,thai
10,42,-1.58815273855028,0.704272516778368,-0.0424652754852188,-0.14706221088456,0.699115116314085,0,-0.377503951405937,-1.65615082691537,0,0,0,0,0.635938404003187,-0.929353003515991,-0.816501827762553,thai
1,43,-1.41351890185259,4.45803356930518,0.830745616124608,-0.354364058444193,0.312272508299291,0,0.183754476271564,-0.613601584791381,0,0,0,0,0.192027900604704,-0.815760969557211,0.36207885077242,thai
2,43,-3.71305631530899,-10.2181567788752,-0.465499829658737,-0.449515370339107,0.34794350331476,0,0.128185284774303,0.976018069630062,0,0,0,0,0.657712915482613,-0.581035968135871,-1.25100152291121,thai
3,43,-6.75356655936323,3.1689594429881,0.511299875366763,-0.659814294672057,0.649644353806819,0,0.0246120188406426,0.813811438958074,0,0,0,0,0.725110849461837,-0.653615111327577,-0.546239306308591,thai
4,43,-2.99686536499574,-5.76982289353534,-0.803746806561715,-0.956709661335064,0.850710812784657,0,0.132096324332054,-0.239248242781389,0,0,0,0,-0.331010385104042,0.308857235145035,-1.1907454079233,thai
5,43,-1.56183462712284,-6.93220444597797,0.155979820348199,-1.01324116137366,1.01633267767483,0,0.324471695467905,-2.19354706232733,0,0,0,0,0.507341512927427,1.27917936369165,1.55847475629008,thai
6,43,-3.31588070823263,-0.730196650478727,0.763814111556517,-1.07309698984786,0.901788808212079,0,0.371656911793218,-1.43606912891559,0,0,0,0,0.567510459123654,-0.308175296703104,-0.0757788817709835,thai
7,43,-1.86074876777781,-8.83007750743609,0.516316145863532,-1.0775226527753,0.733473408972647,0,0.490134072071386,-0.318447462011926,0,0,0,0,0.86394843167617,-0.425721584953371,-0.00676090062316426,thai
8,43,-3.20536404999633,-1.85700843918157,0.359932724788725,-1.11359756825585,0.48732591768177,0,0.647270539803906,1.00370927632638,0,0,0,0,1.18412030205257,-0.441706345848264,-1.87911348176024,thai
9,43,-3.96467631528963,-4.08673125802799,0.398226685323907,-0.584679341585915,0.224984722185582,0,0.509432748862495,-2.69127678649892,0,0,0,0,-0.609757011738646,-0.261372458517323,0.175503870484695,thai
10,43,-1.59677532870607,3.17307875852876,-0.367020192031167,-0.437971611706204,0.412372146767221,0,0.269660670427871,-2.04715363874957,0,0,0,0,-0.00233649150901427,-0.53289301993714,0.837363277795857,thai
1,44,-1.68425175205166,-3.13685339956072,0.920034804076983,0.282603639009671,0.470309086559556,0,-0.207903644000064,-2.38193066368155,0,0,0,0,0.524186785390662,-1.18618781945886,0.10510725410297,thai
2,44,-4.79635622987378,-6.45901139440664,0.483387815189387,0.211149044663056,0.234551577902965,0,-0.195503638948093,-3.18421301760454,0,0,0,0,0.643898357234756,-1.64531682919381,1.18960101901798,thai
3,44,-3.61527971068403,0.253234139534909,0.782225443985314,0.416757434210906,0.20765020727666,0,-0.126801556549436,-2.45172857918883,0,0,0,0,0.418655412936179,-1.75094952224676,0.10979038275779,thai
4,44,-2.70541450522206,-0.178381524567614,0.0608065699384113,0.58006778230355,0.034429968339229,0,-0.304557992139912,-2.04512768093189,0,0,0,0,0.0148719838841394,-1.13619051909562,-0.721224395395835,thai
5,44,-3.59213251883277,-2.01961455700101,0.338241337829051,0.477898182771927,0.0921919324278346,0,-0.324495408203921,-2.37893983187259,0,0,0,0,0.103062977377097,-0.972563552114049,-0.855182299865451,thai
6,44,-6.62320411974787,1.25179952244927,-0.404755912805009,0.530716313318353,-0.0593208898926385,0,-0.277938787099326,-1.02957459312348,0,0,0,0,0.0985504539792242,-1.19254740724689,-2.70239835472923,thai
7,44,-4.10417013623348,-8.80369305527748,0.185130332751446,0.582738437910931,0.164677439368434,0,-0.416723251820873,-1.26713557731558,0,0,0,0,0.229329281693443,-1.42558871997455,-0.274978705506286,thai
8,44,-6.10820721441642,-1.68671046493565,0.274023783220127,0.580690957247172,-0.283239747050451,0,-0.0812620853886429,-1.45215712474669,0,0,0,0,-0.0838384036856096,-1.14585235835609,-1.21490828340339,thai
9,44,-6.90116577137816,-2.45954935381649,0.109946810140219,0.526601409702569,-0.204646979227956,0,-0.0922508737262623,-0.920368572874101,0,0,0,0,-0.0742018591099765,-1.96626499330125,-0.884251919970875,thai
10,44,-6.612014187844,-1.05987307227981,-0.0935207361924795,0.359010392208285,-0.0441581758608913,0,-0.0531770429433766,-0.572863639175489,0,0,0,0,0.337673792738704,-1.20366648337738,-1.27872528967308,thai
1,45,-1.08494851957957,3.23089013080126,-0.0516164043645297,0.169923035534509,-0.607174611696922,0,0.49172947637663,-1.60908154134156,0,0,0,0,0.491321645927273,-0.358694818052439,-0.392930031673196,thai
2,45,0.158851223349228,-5.86060089225909,0.363378889678539,0.134034272314566,-0.516218062182949,0,0.475374373734667,-1.56311549389071,0,0,0,0,0.852239128798571,-0.0368695438178072,-0.252508565026408,thai
3,45,0.538166642759361,5.19050028294496,0.601194463747523,0.2557031925967,-0.603778591516022,0,0.573211787786292,-2.17584054283628,0,0,0,0,0.402850171211109,-0.502787393911249,-0.787861266111078,thai
4,45,-0.144769752306051,-6.33971984283334,-0.192156885406639,0.233626517308624,-0.743517552811703,0,0.589275615080372,-1.89860638000552,0,0,0,0,0.44768187301556,-0.34222596144913,-0.904512610978053,thai
5,45,0.709790870910048,1.01343891747415,0.0356188795201274,0.41883205179167,-0.953913548127419,0,0.667406824289823,-2.3615524486233,0,0,0,0,0.328790608033806,-0.445763382850883,-1.37300458983074,thai
6,45,-2.46332252290263,0.31652519977624,-0.444505742058731,0.405224461650974,-0.84176422053874,0,0.373701577614882,-2.19061814527454,0,0,0,0,0.479656840672143,0.11632802510955,-0.357581456802285,thai
7,45,-1.10925724401034,-5.38839978609325,1.10693879025261,0.406442653324249,-0.711646993087825,0,0.315819083777211,-2.3987287557241,0,0,0,0,1.00220409855867,0.721633373164787,-1.3888593099416,thai
8,45,0.212762876491,-7.84814296129573,0.754495510870881,0.460215055112962,-0.466533584976193,0,-0.0164878278948989,-0.770898247085549,0,0,0,0,2.04618958348141,0.539721232570952,-2.06242667228019,thai
9,45,0.243996590006192,-10.0759896640691,0.437262087323252,0.147337405058849,-0.181461305887156,0,0.00495811544498838,-0.699589315390929,0,0,0,0,1.96400963213096,0.566922463201183,-1.72851946571539,thai
10,45,0.48667761870411,1.34512058397822,0.0633514959086643,0.178376053022577,-0.0486996810957966,0,-0.0380088777998039,-1.27354681551265,0,0,0,0,1.73854775806545,0.389336219177413,-2.17509123193327,thai
1,46,-6.15840540419465,2.10790785152835,0.855666249009426,-0.314432687010544,0.217584010775404,0,0.133700351903198,-1.45613132916833,0,0,0,0,0.0168685367769752,-0.793018770362089,1.15304991651589,thai
2,46,-9.43542388330718,-1.55695768669094,0.755663118135945,-0.360813411269806,0.422613034374704,0,-0.105906424170314,-0.802101283560711,0,0,0,0,-0.991471709924468,-0.584071791678265,-1.64836551786672,thai
3,46,-5.0844386786531,2.5409484356533,0.726745733960737,-0.403679302147193,0.773732261060071,0,-0.197239580260779,-1.56635510591951,0,0,0,0,0.223292851702494,-1.29092489377733,-1.0025587983003,thai
4,46,-4.37066233128039,2.50202563279712,0.202820334527367,-0.111046726242296,0.632235759540046,0,-0.239378215680119,-1.14252168454167,0,0,0,0,1.0008990129316,-0.311014999803407,0.148448174440376,thai
5,46,-2.49310860690466,-1.68091287761943,0.673424726999127,0.208038857215054,0.672301045989714,0,-0.440668152236138,-0.472286224295411,0,0,0,0,0.968924927872752,-0.507976656512059,1.07918142028396,thai
6,46,-2.00660897099211,4.51411715588832,0.50052298565898,-0.202640886131158,0.626156771009009,0,-0.0825602281465421,-0.0439173917649903,0,0,0,0,1.0081831626542,-2.19926549543213,0.98811430744822,thai
7,46,-2.24667268573174,2.23562803134177,0.727962874591501,-0.0161860630880697,0.361680200319861,0,0.152073393338577,-1.82737562476767,0,0,0,0,0.134337219615953,-1.36694836212752,-0.0237232141806574,thai
8,46,-2.42007025585013,-4.81429638931864,0.0568191721817086,-0.020086959363086,0.308793024247168,0,0.13989840413575,-0.18958468127425,0,0,0,0,0.851584420579475,-1.34638347722999,-1.02439796257572,thai
9,46,-9.36347431034506,-2.98147998661321,0.471557836945844,-0.238306352144096,-0.052698665456769,0,0.294482402400845,-1.77527154821105,0,0,0,0,0.134689132503031,-0.405298482189596,-0.832853711121723,thai
10,46,-9.07654282517282,-4.49530352656048,0.162491883965472,-0.0655519830883626,-0.0460902343607691,0,0.125966826785855,-0.779185744344289,0,0,0,0,1.30336261961121,-0.129955911212648,1.51379154942405,thai
1,47,-0.892823154107481,7.63013259182595,0.455988989851884,-0.303570641311816,0.100791565440394,0,0.140944622832073,-1.02637480510708,0,0,0,0,1.66171667421239,0.729828670827341,-1.90785601253706,thai
2,47,-1.12130951286766,-1.57370531693494,0.758650638114744,-0.27283051703131,0.222728893356174,0,0.154543895805191,-1.09477732086262,0,0,0,0,1.66418084407725,1.17760103570855,-0.495370048725377,thai
3,47,-2.10244655725963,-7.65333749507099,-0.0581977164483584,-0.307350752380976,0.300062575466833,0,0.105718848972359,-2.48773326050878,0,0,0,0,1.04351270253936,0.591448171136425,0.296822272938348,thai
4,47,-2.71601033625836,-3.34039616342289,0.048131630039511,-0.176577685697724,0.360218237200926,0,-0.048339429853693,-2.1756639580529,0,0,0,0,0.843398382478621,-0.2169883221417,0.221705870220468,thai
5,47,-0.304105367000612,-3.98137381652949,-0.124483397408609,0.121338084323385,0.0376771637208994,0,0.121367569918351,-1.71182796165342,0,0,0,0,0.49916562072444,-0.4274420069772,-1.40154703670617,thai
6,47,0.181878261735677,4.43031061023587,-0.0837989278812737,0.255721923253262,0.132191154407698,0,-0.173604217052286,-1.4791925237736,0,0,0,0,0.188932876670065,-2.30093119674516,0.269726573143899,thai
7,47,-0.11444675036759,-3.81895065504631,-0.196894183061706,0.315852505374644,-0.0904841038973597,0,-0.025428413529377,-1.55351527459054,0,0,0,0,0.11540416557787,-1.05316626172897,-1.91711784812317,thai
8,47,-0.134811640474491,-8.8815733847149,-0.238711757789801,0.191234477758338,0.14889988372326,0,-0.146908875046316,-0.489549963861033,0,0,0,0,0.436406253975562,-0.837963440632276,0.00536286522483352,thai
9,47,-2.11693629843493,2.6308055915368,-0.540104499657103,0.144508045759404,0.198937372390243,0,-0.255779679125627,-1.66582813710712,0,0,0,0,0.0135949895397742,-0.844009834147378,-1.01047958071607,thai
10,47,-7.30875298247197,1.12273563026096,-0.252891342355474,-0.109809379310241,0.00358641006614953,0,0.0190170094910116,-1.88577960766289,0,0,0,0,-0.159349018054452,-1.52786869231978,-0.815519346493455,thai
1,48,-6.42154927892893,-6.66212448611405,0.242104912763941,-0.122592471759188,0.0810245707546891,0,-0.0717266356763352,-0.639700363552951,0,0,0,0,1.42696296874379,0.521842929728507,-1.32748935676077,thai
2,48,-5.86508591980764,-2.65233343667731,0.793558436265516,-0.333694770302202,0.186240063585443,0,0.0252701579300157,-1.11466633584546,0,0,0,0,0.794214480155539,0.412802718803485,-0.612570059139998,thai
