rep,id,initT,aS,r,K,tau,Bt0,pP,pU,g,dI,k,aE,w,dE,E50,data
7,47,-0.11444675036759,0.000219508227983226,0.279972396935316,188.689467216042,0.0456744427349068,0.0001,48744.608277861,10575.1586886386,23,0.8,0.01,1e-05,1.12232695183939,0.00697663013718136,1.47030115164145,thai
8,47,-0.134811640474491,1.38925410396641e-06,0.268506048637118,166.581487745634,0.0580278396383785,0.0001,43168.6324312226,30645.1080124583,23,0.8,0.01,1e-05,1.54713719773245,0.00865181246846942,10.0537727112734,thai
9,47,-2.11693629843493,0.138849509968395,0.198637329926976,158.976783142419,0.061005277560637,0.0001,38715.6273609012,9451.70235172014,23,0.8,0.01,1e-05,1.01368782161674,0.00859965803766446,3.64044349050559,thai
10,47,-7.30875298247197,0.0307324998984489,0.264725610278005,123.277849707952,0.0501796424464951,0.0001,50959.9492262979,7585.53692296035,23,0.8,0.01,1e-05,0.852698699786705,0.00433995327200059,4.42409503863002,thai
1,48,-6.42154927892893,1.27842748185339e-05,0.434280271163567,121.712007036518,0.0542198770352689,0.0001,46539.2652265881,26372.5221872287,23,0.8,0.01,1e-05,4.16602760361173,0.0337026073325033,2.65142103589509,thai
2,48,-5.86508591980764,0.000704865451243971,0.753812478832628,98.5491449766218,0.0602355716506179,0.0001,51279.6077477435,16401.2355364798,23,0.8,0.01,1e-05,2.21270219247876,0.0302209379077537,5.41956218142556,thai
3,48,-11.9620429213852,0.00163203072253571,0.476291258950467,88.2255879233515,0.0670664603985778,0.0001,47626.7845536507,13336.6451159127,23,0.8,0.01,1e-05,1.82499024612067,0.0205004529213128,0.928319438881272,thai
4,48,-7.13092643685516,0.0219605648199413,0.214955643639603,78.3205678322489,0.0824033784674826,0.0001,47186.2929850084,3782.95905577664,23,0.8,0.01,1e-05,1.13269090542558,0.00984435498342418,6.92040381021127,thai
5,48,-4.25910865874533,0.00641322498395679,0.141492408485022,92.8154399345311,0.0931216289400203,0.0001,36968.4279974669,11048.5493809403,23,0.8,0.01,1e-05,1.37963770748174,0.00664278376962903,5.16463748866234,thai
6,48,-5.15590943576635,0.0369279093680617,0.237947129928919,99.6251637918066,0.0869712933342831,0.0001,36578.8345142169,16292.5302033662,23,0.8,0.01,1e-05,1.62157916957329,0.0118371610779864,2.38638078240533,thai
7,48,-1.76886234040594,0.000350414855003079,0.167404438088199,93.2235085494256,0.0970999701016251,0.0001,40702.6195181739,79843.7388941223,23,0.8,0.01,1e-05,2.04634654800763,0.00595820585635269,2.49025836505597,thai
8,48,-3.74377471713679,0.028901801735385,0.1822374470433,96.3360664817697,0.0883962568556323,0.0001,38396.1097505246,65225.7254557026,23,0.8,0.01,1e-05,1.45223118700393,0.00323735984397883,2.31844142588531,thai
9,48,-5.44766867780968,0.267856213728241,0.395747501813915,101.034971387919,0.0795576155314263,0.0001,39963.2351617727,10494.4499898758,23,0.8,0.01,1e-05,1.33904662590967,0.0351760972281026,1.33283458844987,thai
10,48,-3.78726428984802,0.000735400090656787,0.349740036566589,92.2617822108474,0.0859227549835457,0.0001,47917.7950757883,5470.60872121169,23,0.8,0.01,1e-05,1.21065201878227,0.00225866944993968,2.96141315093676,thai
1,49,0.176027620806624,0.000124104367622467,0.234646307083283,193.389039637199,0.0239925735163249,0.0001,71026.8859536856,3648.80987941329,23,0.8,0.01,1e-05,3.94168811933504,0.0496201055571596,14.1632420298004,thai
2,49,0.106243484054887,0.000109671635588859,0.883486893627973,171.500034262584,0.030058930326656,0.0001,65859.1951945731,2902.31509776411,23,0.8,0.01,1e-05,4.27016772868174,0.0654860758818229,20.2589570257528,thai
3,49,0.502495231883555,0.000164930191462109,0.358141927726057,193.399614706085,0.0298579010037132,0.0001,60224.7349216268,3231.76648325964,23,0.8,0.01,1e-05,6.7931180785877,0.0529309917072449,11.1912297449467,thai
4,49,0.78879603885565,0.00373489495009086,0.230618438567577,181.035897652246,0.0346668969883902,0.0001,54609.733708768,753.271108679511,23,0.8,0.01,1e-05,5.14396336606543,0.0569571529375465,11.0601432006488,thai
5,49,1.12024585813943,0.0926108075583062,0.572544581923562,183.047172858014,0.0368731672037409,0.0001,50277.8678702248,3540.95560826441,23,0.8,0.01,1e-05,8.31022054960168,0.0604684888865465,8.58993247518995,thai
6,49,0.48798019614846,0.00459864303215151,0.107447609843335,167.383384780457,0.0476631513977685,0.0001,45347.8881652262,3484.26276105223,23,0.8,0.01,1e-05,5.77679769635072,0.035664316438506,2.00132390215203,thai
7,49,0.779511005564543,0.000965967562996827,0.221673603182901,179.100014331482,0.0490268357503017,0.0001,37502.0766103502,5800.57011032434,23,0.8,0.01,1e-05,8.95466411841089,0.0413050124755906,1.27419262301101,thai
8,49,0.863279575104892,0.907028281823752,0.368331777790821,145.181205651016,0.0609426445416251,0.0001,40044.0111796052,4063.30446382249,23,0.8,0.01,1e-05,5.67349807858483,0.0274443967524422,0.828026211339882,thai
9,49,1.08579500236442,0.0102214575974013,0.24277736125189,116.002056074912,0.0717517398912031,0.0001,42843.8358904793,5625.36554723989,23,0.8,0.01,1e-05,4.7572192487459,0.0264589195448719,2.35499105703018,thai
10,49,0.662070513951753,0.0410733374932726,0.32264855245381,100.082023343026,0.0859402537468177,0.0001,41375.2307254178,3314.41026690681,23,0.8,0.01,1e-05,3.80332404449104,0.0233411258267137,5.5405144279516,thai
1,50,0.516296904424651,0.000741439109077055,0.412821059872574,281.988815056861,0.0401742540523646,0.0001,36145.7835858278,5394.80655364203,23,0.8,0.01,1e-05,0.729376159272332,0.00358908220004782,13.0381585654192,thai
2,50,0.504526414528597,0.000253551894101229,0.469860287280956,246.636722353413,0.0464271384381778,0.0001,41013.2076645974,11955.580401947,23,0.8,0.01,1e-05,0.719212292967253,0.00539438469909342,2.39051951565329,thai
3,50,0.669269962009573,0.001690736961433,0.330183390079108,190.355520054134,0.045551773696288,0.0001,48172.3752033665,17251.6964243775,23,0.8,0.01,1e-05,1.08251716489222,0.00886630933333395,4.28457599485554,thai
4,50,0.69006565283679,1.10897537581346,0.534326672408966,214.344035237848,0.046501463001293,0.0001,42644.0022671694,31471.0549783064,23,0.8,0.01,1e-05,0.966492952079517,0.00889477780229695,3.06028305939611,thai
5,50,0.0704745374148055,0.199993968936938,0.348644321564493,209.69995528432,0.0549648134524895,0.0001,35929.7133217239,16604.7969637521,23,0.8,0.01,1e-05,0.747372966500975,0.00265474333218026,1.87985154164933,thai
6,50,0.165991341291658,0.127435805169775,0.3495484447891,204.122122534134,0.0568477507294476,0.0001,35911.4886261716,11189.8260983468,23,0.8,0.01,1e-05,0.724892245789413,0.00411014752233658,0.630886173255302,thai
7,50,0.522365653060337,0.00117382871572292,0.412532112444137,210.546666768794,0.0391489781251358,0.0001,47364.5524233543,20224.8711449173,23,0.8,0.01,1e-05,0.683693786736735,0.00376837574892814,4.75562139906199,thai
8,50,0.605532943911661,0.00684000222036601,0.571598231299591,245.64948467092,0.0401836782704477,0.0001,46858.6132332006,27706.5315027547,23,0.8,0.01,1e-05,0.771212688625818,0.00415586941917354,3.25812711712596,thai
9,50,0.833811825670696,0.00510793288248928,0.349526139013444,246.874162177445,0.0366465213866003,0.0001,46261.1099509199,58636.1789431416,23,0.8,0.01,1e-05,0.837274278265338,0.00376444671560355,5.25116872216347,thai
10,50,0.66273891500937,0.0119158586854109,0.32881221063194,212.961079460091,0.0505159552296611,0.0001,42169.9241383841,86625.4773363137,23,0.8,0.01,1e-05,1.09640012106571,0.00156929356777974,6.35944640248588,thai
1,51,-3.90222995452118,0.000284295827114301,0.248973554101616,288.407223069031,0.0182015813656612,0.0001,59416.0427724477,51518.8433193274,23,0.8,0.01,1e-05,7.98118952105088,0.0370122413554016,1.35745009074104,thai
2,51,-8.44013390848308,0.00160312406521186,0.361224547514631,276.508087556022,0.0189340664529076,0.0001,57395.7770559612,29438.6814030928,23,0.8,0.01,1e-05,3.51412103332348,0.0430554780291432,8.49562676845843,thai
3,51,-8.90204969100184,0.00365532924220716,0.264876712383054,262.253769409217,0.0188129171120195,0.0001,57452.0397063549,16285.8725280213,23,0.8,0.01,1e-05,3.68280855079564,0.047392760979707,4.35984545280435,thai
4,51,-11.6631253833521,0.0181664218544505,0.126252957732323,258.896323987348,0.0187174868871591,0.0001,55367.9755434256,9643.22985216339,23,0.8,0.01,1e-05,5.31994522640979,0.0469774962210856,2.90578408926568,thai
5,51,-2.09221593225001,2.83502523122348,0.0823701535292044,286.629055392282,0.0195080576337424,0.0001,57438.9817554042,20322.8500539842,23,0.8,0.01,1e-05,2.50321436782211,0.0306678970205662,2.82094199278691,thai
6,51,-3.96853165075055,0.0484872331601631,0.335060828854876,291.856273968911,0.0265919200146955,0.0001,45854.7276247542,35850.844529572,23,0.8,0.01,1e-05,3.37824894908499,0.0307792553408773,2.97050322496373,thai
7,51,-4.81599739142887,0.00249722920736693,0.757963232152467,283.381415852135,0.0306591823007933,0.0001,38423.6638255146,12175.9286647059,23,0.8,0.01,1e-05,1.39478158694372,0.0283198797110613,3.49474493259673,thai
8,51,-5.44438424334369,0.00492646077959269,0.681137289834649,312.257939728754,0.0271066261577697,0.0001,35630.2479912399,4481.68354179095,23,0.8,0.01,1e-05,1.51201770846067,0.0338560968689073,1.15818785030139,thai
9,51,-7.65633490591246,0.000101596895663949,0.29421841839568,275.87556127178,0.0246883393209281,0.0001,49389.9593482527,7569.93703133566,23,0.8,0.01,1e-05,1.01936009756762,0.0175140373592926,8.62328131212741,thai
10,51,-6.33347582151804,2.59398659735763e-05,0.241074512850511,181.985544526157,0.0267686918033925,0.0001,62559.1140214779,16551.72157385,23,0.8,0.01,1e-05,2.47937437720103,0.0264872600096852,4.21809152449865,thai
1,1,-1.46225698763069,0.0232070619961484,0.415572226550633,210.261434501749,0.0408201823883244,0.0001,51532.7162152372,61262.5916375645,23,0.8,0.01,1e-05,1.55035571270287,0.00827874858724076,4.49713409597973,africa
2,1,-1.5866038236721,0.830241813552545,0.370369085088906,186.222810177169,0.0426017390601707,0.0001,48677.2935751046,14825.1171791062,23,0.8,0.01,1e-05,1.26020387733422,0.00709152654291202,6.76228499116217,africa
3,1,-6.53571428564267,2.12812883461466e-06,0.526912778294496,156.402901277211,0.0453149380770142,0.0001,49143.2667338904,6157.57992334976,23,0.8,0.01,1e-05,0.964265548580574,0.00709002331844472,7.68347928926149,africa
4,1,-5.07963249544111,0.13680164131385,0.277469944815104,161.693228883464,0.0555507507606229,0.0001,37821.3598528319,4984.74455686754,23,0.8,0.01,1e-05,1.1913083159425,0.00823838410899544,6.19049916247678,africa
5,1,-7.00645850302591,0.00279291202909383,0.441731363364936,168.281778545336,0.0537775804979629,0.0001,38459.2009298517,7246.38066138319,23,0.8,0.01,1e-05,1.06115279716872,0.00813802245595417,9.21505524175113,africa
6,1,-3.58070823458179,0.247599426170211,0.504246039298846,190.993651936103,0.0569041698222039,0.0001,35269.8994477045,28248.8097295736,23,0.8,0.01,1e-05,1.23027734286347,0.00886510652754867,8.8550440144455,africa
7,1,-6.06381359056477,6.42871919807141e-07,0.554279095325014,166.630766565011,0.0633298020160932,0.0001,34400.2308024085,11202.8619812594,23,0.8,0.01,1e-05,1.04598226322157,0.00901122479685414,7.84992219450306,africa
8,1,-3.75445404415954,6.52888843241277e-07,0.171779476967976,162.806352356224,0.0657871409055657,0.0001,32254.0002020853,30395.9779972119,23,0.8,0.01,1e-05,1.38758203999486,0.0102810117709073,1.89924508865117,africa
9,1,-2.33952422302883,0.0203393832635717,0.265431333840055,169.328463385737,0.0723409729591449,0.0001,32970.5023843154,63469.027215294,23,0.8,0.01,1e-05,1.3525463194037,0.00351746918993531,5.15009711066032,africa
10,1,-3.24499730823188,1.99201773347288e-06,0.315308294663449,155.382492285049,0.0839257787244737,0.0001,31693.4278975707,22751.1163342174,23,0.8,0.01,1e-05,1.57603475009754,0.00615252365778884,3.27404789140483,africa
1,2,-2.79969031090399,0.0242087659079548,0.735043646055233,74.5593469263572,0.194662978862107,0.0001,27707.3275934362,17031.3846437722,23,0.8,0.01,1e-05,2.24831725786211,0.00946357804533792,2.16154363729443,africa
2,2,-2.98857917367556,0.0822858757620762,0.339085094681183,106.304324165371,0.131933903942699,0.0001,27674.4174524398,38868.7244833665,23,0.8,0.01,1e-05,2.74377933476333,0.0113871103042597,5.16134768098639,africa
3,2,-2.21839603491707,0.000195021835215729,0.248239348789663,135.138451948274,0.121396959854584,0.0001,24572.7400154083,18779.7651832928,23,0.8,0.01,1e-05,2.1736794696068,0.0178200098562907,6.54457173499241,africa
4,2,-2.59973391772977,0.106520424798587,0.427699167698068,116.641054047016,0.15116205457323,0.0001,20750.3444636793,9521.93317156946,23,0.8,0.01,1e-05,2.04078857827434,0.00893305260727114,14.5445069712272,africa
5,2,-3.04459893340381,0.0541158239206679,0.275629648167597,114.789529719386,0.153636140108799,0.0001,20712.0902165549,20891.6792698685,23,0.8,0.01,1e-05,1.52231492966617,0.00478265899841274,3.59819575887418,africa
6,2,-0.47407378746653,1.37227126125987e-06,0.283700256295143,135.566648667823,0.195583607635414,0.0001,16724.8070507545,14098.5625625799,23,0.8,0.01,1e-05,1.72958427583935,0.00386528198784907,4.06584724511098,africa
7,2,-2.29434449791694,8.63962474454255e-06,0.410957026567369,118.086007846649,0.160511318433508,0.0001,21278.8860285432,11857.2672789225,23,0.8,0.01,1e-05,1.47206048480269,0.00217184311724045,6.19840975941108,africa
8,2,-1.75684660123517,0.0142556217202681,0.239957818388659,94.3783632540605,0.170902344606027,0.0001,23924.6726541335,15110.548740972,23,0.8,0.01,1e-05,1.4889915118054,0.0027616995756083,1.66704534701726,africa
9,2,-0.893872229439942,0.0324172077886552,0.364215474309519,92.6669424880582,0.186903224888547,0.0001,24694.8636398286,76073.2284437953,23,0.8,0.01,1e-05,2.40251301630962,0.00479728056955354,5.50526315816787,africa
10,2,-1.540220405762,0.041610421659056,0.306353199999495,100.000108758855,0.165992264747644,0.0001,24628.2957119087,34864.3922507985,23,0.8,0.01,1e-05,2.28586861300216,0.0047375905030639,2.18877838623598,africa
1,3,-0.217806337932045,0.581039030150735,0.506208112371636,107.562292885043,0.0757501567276396,0.0001,64822.3977735163,8566.10122259054,23,0.8,0.01,1e-05,1.79871354490472,0.00542022264023798,4.57634932256603,africa
2,3,0.984318190553445,1.23663178001098,0.316913784033842,126.097810849091,0.0577625177146146,0.0001,63679.1271738396,51465.9636909535,23,0.8,0.01,1e-05,1.71490582931031,0.00139370699251243,3.58698019821793,africa
3,3,-3.30325135689699,0.212167555001815,0.260293793188085,109.888389697209,0.0611499484597855,0.0001,56823.2068445606,46070.1348286265,23,0.8,0.01,1e-05,1.72728875525597,0.0035251255913371,2.26742282634465,africa
4,3,-4.85125849969909,0.275033781763456,0.23235779390785,116.042130939646,0.0510912185229932,0.0001,57861.8874323718,26119.6558713682,23,0.8,0.01,1e-05,1.42126889509564,0.00669109539303241,7.23408203309623,africa
5,3,-2.48762443328703,0.000604634577753691,0.378115109897597,125.511173987282,0.0519575830654875,0.0001,59385.6315496952,10883.4266843013,23,0.8,0.01,1e-05,1.40129369649909,0.00149494355403394,11.5515083340908,africa
6,3,-4.66594050433524,0.0184866616647013,0.6870595058009,119.761578433457,0.0451371880303051,0.0001,66699.7941467214,9112.36203792319,23,0.8,0.01,1e-05,1.31536845871817,0.00911253163757228,14.9929583464229,africa
7,3,-4.71696247876365,0.000484550816907189,0.715630898033666,129.095783699223,0.0468115079865849,0.0001,62194.5266261114,5604.35525906242,23,0.8,0.01,1e-05,1.25130379719232,0.0201639976721896,12.4624236274263,africa
8,3,-4.94111255593107,0.00966678475891374,0.380023403753971,113.015353690533,0.045380833453798,0.0001,63803.9304713371,53984.2980452918,23,0.8,0.01,1e-05,1.79475096588573,0.0151278013309609,3.90814168287035,africa
9,3,-8.67420356969623,1.77172363087951,0.459396187152274,122.152649799597,0.0494001212784619,0.0001,53408.252230015,47257.256782053,23,0.8,0.01,1e-05,2.19172435706107,0.022429841458416,2.30996606008021,africa
10,3,-10.0228319852874,2.86832182841158e-05,0.449358429801999,109.543256493339,0.054906223649797,0.0001,53667.3447684633,12380.4760740147,23,0.8,0.01,1e-05,1.39453360507267,0.0111136030124154,6.80233405765332,africa
1,4,-6.74747530142655,0.140725620989027,0.365056816398055,134.684334153324,0.0767440348596208,0.0001,37579.2994152508,6406.95413682284,23,0.8,0.01,1e-05,2.81435751290186,0.00856892015033317,27.8211418602683,africa
2,4,-0.106553343965628,0.0160524751300331,0.325430492282681,153.611050737834,0.0772623457521195,0.0001,39030.6610101574,16815.3298412147,23,0.8,0.01,1e-05,2.81094380033522,0.00374061091027837,26.1357540067335,africa
3,4,-4.39050909390054,0.00169898967796174,0.342699819121941,140.300485829518,0.0597842727115033,0.0001,48439.1359518737,5583.06941977348,23,0.8,0.01,1e-05,2.60840231044489,0.00467759410017016,26.3206112811748,africa
4,4,-1.05011803512032,0.555573734186173,0.382960546294669,132.705181274873,0.0625711331692666,0.0001,51950.7039725822,7034.47286464205,23,0.8,0.01,1e-05,2.55564949584471,0.00615757464546055,20.6864616555279,africa
5,4,1.63948479597802,0.00098309172337666,0.273595398515253,122.95367503003,0.0700282014839732,0.0001,54796.2319331489,13078.1196782685,23,0.8,0.01,1e-05,3.26042723896214,0.00840343579070162,19.1179698352569,africa
6,4,-1.29075095215019,0.245588042078621,0.438590796063652,142.51925114132,0.06871332559441,0.0001,50801.4422697871,7049.68227095806,23,0.8,0.01,1e-05,2.56112782599759,0.00446766015052773,15.0819596832498,africa
7,4,-0.956762820689746,5.58223385041152,0.640012653613872,115.506774802939,0.0724984393280575,0.0001,52836.876019881,4640.01008654656,23,0.8,0.01,1e-05,2.59909081083992,0.0118761129626833,9.73598228470138,africa
8,4,-1.97728362587309,0.00699005941050493,0.315758437507218,101.976926884551,0.0720101498115067,0.0001,53922.8246278938,8386.9850022425,23,0.8,0.01,1e-05,3.49446026735993,0.0162727034675074,1.52425405299357,africa
9,4,-4.74971822571211,0.00114900971963566,0.283465723816025,90.2383122163095,0.0814474341438139,0.0001,48944.3510914718,2622.03860864523,23,0.8,0.01,1e-05,3.02905663632622,0.0166003206970691,7.77654987222314,africa
10,4,-6.84924951586506,0.000195157332834246,0.3352353370148,80.5797654450671,0.0931185394161457,0.0001,48249.8399513395,20348.763384202,23,0.8,0.01,1e-05,4.04421219995416,0.0143417026047737,2.85531207255629,africa
1,5,-19.2359710629399,0.001527248355712,0.484435989144559,153.804495673871,0.0534612998003329,0.0001,31333.2704428536,86950.3833568042,23,0.8,0.01,1e-05,31.9072443546215,0.0865840071925492,4.09635269598395,africa
2,5,-15.234532926695,0.0462405349232567,0.472971476181424,159.74169673697,0.0619909404613391,0.0001,27575.2088176126,115730.899184766,23,0.8,0.01,1e-05,23.0466955993978,0.0542082767034787,1.24235974388308,africa
3,5,-11.9835493290289,0.735574812666303,0.160976008132042,160.881136779154,0.0754825844819681,0.0001,24856.9294970648,331339.874454848,23,0.8,0.01,1e-05,15.8587524942671,0.0473582666280798,3.20752721379646,africa
4,5,-14.5575196214648,0.0818164286284801,1.49128368282156,218.998961863709,0.0584291731418225,0.0001,21469.1844970821,82021.2551114874,23,0.8,0.01,1e-05,14.1932862959358,0.0353197188252437,1.22622236833427,africa
5,5,-4.50319622984482,0.0573338060853897,0.324674682195164,212.027571520459,0.0606281219616964,0.0001,30501.6110518889,105927.536214383,23,0.8,0.01,1e-05,4.03309329927034,0.0263189425660477,2.25472691505169,africa
6,5,-2.60199589348377,0.000279051426377507,0.282271847378486,197.763240328183,0.0591318506393291,0.0001,38619.7109489519,135438.248593686,23,0.8,0.01,1e-05,2.17788823692819,0.0132816543781362,2.55332560447834,africa
7,5,-4.73433978385424,6.54948434977899e-05,0.371555120994832,127.567760669431,0.0716977752006495,0.0001,41385.8636808492,19541.1791338534,23,0.8,0.01,1e-05,2.21628009961456,0.0171159508979593,8.9842497223879,africa
8,5,-9.21485331359058,0.0834389788074339,0.325548888827511,107.189420051306,0.0791953860157759,0.0001,40424.220500336,28203.3902486611,23,0.8,0.01,1e-05,1.60756338674394,0.00728379635584016,5.49310445722513,africa
9,5,-6.13599223307207,0.182922091511142,0.174797303635197,117.605478369905,0.0703968881627659,0.0001,44928.8626070393,29012.364435101,23,0.8,0.01,1e-05,1.230723456657,0.0051128242193966,4.49903476553468,africa
10,5,-6.53720470933039,0.00537147386340976,0.40574805502051,136.866468505857,0.0676530913670302,0.0001,38816.5088169908,21516.1471670631,23,0.8,0.01,1e-05,1.47000683557012,0.0132528721314197,3.26919777737072,africa
1,6,-8.65551640415905,0.00108084361200452,1.18328750545511,108.489292019458,0.102373694919398,0.0001,58969.3472757665,14760.9400184506,23,0.8,0.01,1e-05,2.72083721156093,0.0046619124810914,1.71571226217054,africa
2,6,-2.19577889884315,0.000217135807462006,0.985878235592835,83.8574767308631,0.0988541102158847,0.0001,75189.1785207136,3724.90574562033,23,0.8,0.01,1e-05,5.65109148095955,0.00965658973644933,32.3326001494404,africa
3,6,-4.35066149275373,0.15977091851837,0.492927630445443,80.2151440232122,0.0942429321948935,0.0001,76618.145159491,4703.19243295457,23,0.8,0.01,1e-05,3.84090569726989,0.00720304523839472,4.24916425766753,africa
4,6,-7.90200830902986,0.0982740575392077,0.488957683251468,76.6966705558836,0.0945211679169096,0.0001,72906.3639870434,8403.92045672023,23,0.8,0.01,1e-05,3.5383691303385,0.0093260942716256,4.2612551132594,africa
5,6,-3.76537677438341,0.0437329358949703,0.640493848142438,61.1547667670064,0.142859728157999,0.0001,66537.0917412448,5029.03059770331,23,0.8,0.01,1e-05,5.08731573649322,0.0056841272663353,2.6114158758603,africa
6,6,-9.01850780960348,0.000168825494665512,0.385125851191843,73.278770741182,0.143798271415722,0.0001,46855.6171091709,4786.73222312859,23,0.8,0.01,1e-05,2.23484559295589,0.00557233149114826,5.89112951315437,africa
7,6,-14.3890316203472,0.119194107219649,0.224084620663612,80.1755303915204,0.0874427940645219,0.0001,53228.8659985269,3544.81884173154,23,0.8,0.01,1e-05,1.33375276314559,0.00268265251912739,7.42360546610941,africa
8,6,-13.2981394077751,0.000221366454018478,0.302439395046512,148.013672077494,0.0509630871743759,0.0001,56536.657963522,5966.19594564472,23,0.8,0.01,1e-05,0.870003042420492,0.00189200027287833,1.21819721513812,africa
9,6,-11.9143907528164,6.36916617845652e-05,0.175123625273518,128.76270511075,0.0544545815978022,0.0001,60064.5624899002,2701.49323528831,23,0.8,0.01,1e-05,0.719697088681691,0.00294666561938658,7.91316131767367,africa
10,6,-6.19324293467547,0.00378677623856429,0.179236982155481,107.165648804209,0.0738514239083569,0.0001,59133.5656935902,9131.82984031662,23,0.8,0.01,1e-05,0.933542756682465,0.0049204803161568,1.99687879827414,africa
1,7,-3.36742799333151,0.19838951081124,0.293064611346748,360.172280133273,0.00907363026701919,0.0001,55185.8660078115,64449.5448173719,23,0.8,0.01,1e-05,2.97362805194016,0.0169729461601529,7.0211711775626,africa
2,7,-7.10063143919071,0.000596305157352148,0.151168390871237,277.364350827384,0.00939911545569669,0.0001,68107.544707484,88437.3110605744,23,0.8,0.01,1e-05,2.82313210103644,0.0108691717764137,21.1200540270377,africa
3,7,-4.59376375782878,0.000247576638580195,0.383831191307353,304.730852498194,0.00946227362206332,0.0001,60547.8924115836,160724.042148988,23,0.8,0.01,1e-05,4.21722446504036,0.0236952421065472,1.4551762761534,africa
4,7,-1.98171006708367,0.00184989351291167,0.689726027290057,396.929879822413,0.00797437939994294,0.0001,56073.4528964525,156243.613141662,23,0.8,0.01,1e-05,1.17228847510463,0.0244105063810146,60.3153517468984,africa
5,7,-0.517536056029866,0.0785502857040501,0.197803589947742,350.795993805281,0.00866986975095486,0.0001,57724.9755946017,66125.4028469361,23,0.8,0.01,1e-05,0.839001440384478,0.0263206040216985,19.378857001759,africa
6,7,-4.14802570922735,0.003449745184992,0.291967583118142,397.3808370421,0.00872210087914056,0.0001,51333.6573566458,157475.942250266,23,0.8,0.01,1e-05,0.10147390405783,0.00812884100865679,2.74701929271143,africa
7,7,-2.06199153322844,7.56558563973512e-05,0.505306007126199,384.347826152674,0.00797022940470508,0.0001,58942.9759724206,160667.957707258,23,0.8,0.01,1e-05,0.974629899087349,0.0119729573799588,12.0562437096274,africa
8,7,-1.12277699352885,6.31553649029759e-06,0.246737640027146,406.697231379586,0.00724631293318831,0.0001,60962.674482327,67977.6049649063,23,0.8,0.01,1e-05,1.35287592801945,0.0214064250348239,29.9433543399291,africa
9,7,-3.09300182876861,0.0222450967866131,0.382850401477048,344.190751664165,0.00694367635597102,0.0001,76118.454604834,205582.321706255,23,0.8,0.01,1e-05,0.627508524743657,0.0913872457662214,21.9968663955348,africa
10,7,-0.545694473387573,4.8993403548009,0.180811267776208,362.571894748151,0.00696794998182098,0.0001,65730.3869422209,289230.599600351,23,0.8,0.01,1e-05,1.05365759812374,0.0320873713351079,3.40258791172526,africa
1,8,-3.57458581087551,0.000879800646538199,0.385206002435632,105.587063042823,0.136409339654127,0.0001,29003.6028216671,87034.0926766278,23,0.8,0.01,1e-05,2.59025365436007,0.00510348953659965,4.76562129321608,africa
2,8,-3.59007346857778,0.0663742341601313,0.340148949934271,107.933881295241,0.132843574440445,0.0001,30748.479778471,101381.356332932,23,0.8,0.01,1e-05,3.14726592190096,0.00713594232711503,4.23707216682696,africa
3,8,-3.7582482522643,0.00206789955408993,0.351304838526072,122.724828620631,0.0983171706929708,0.0001,32263.3581241143,44293.1060166703,23,0.8,0.01,1e-05,2.70035002279524,0.0103799518412361,5.16164608502616,africa
4,8,-6.76404087102888,0.000147717058362633,0.555818686993323,124.454221296468,0.0808457253174664,0.0001,37030.7083688145,74163.1744962423,23,0.8,0.01,1e-05,2.11649326239975,0.0112836332099502,7.53298919733037,africa
5,8,-2.49787411270927,0.00374363702459077,0.726914811575213,151.150717999402,0.0811307318961735,0.0001,35306.873878831,212088.697426637,23,0.8,0.01,1e-05,2.40322114878426,0.0121890238338981,0.880723438453224,africa
6,8,-4.0047139787197,0.000417986169220958,0.753059884527959,159.775129367394,0.0749717624738735,0.0001,34799.7666836917,45614.8984891378,23,0.8,0.01,1e-05,1.88067550085596,0.0111051051375269,2.5427106898947,africa
7,8,-4.45426713441768,1.37345432590308,0.801301843950808,134.71889192256,0.0673101900542609,0.0001,43529.9688491333,28112.4119256113,23,0.8,0.01,1e-05,1.65348060037387,0.0117928078611281,5.75798179080333,africa
8,8,-4.62920868092171,0.00232114715927144,0.31059817320181,141.600704659648,0.0557032141730636,0.0001,51043.0946680363,99473.7517952597,23,0.8,0.01,1e-05,1.76185597563629,0.00345415695250825,4.34846128030781,africa
9,8,-5.47855795906008,0.0973416725062489,0.380465185329089,143.76452813716,0.0558048274527037,0.0001,51117.3215869482,33068.7879807991,23,0.8,0.01,1e-05,1.66438942002896,0.00414483876348615,1.55461572785141,africa
10,8,-1.56241279152127,7.41963599464203e-06,0.526948551683607,159.892227738108,0.0565281431892736,0.0001,48514.8710257388,41697.6656718092,23,0.8,0.01,1e-05,2.13810730716397,0.00943515554297319,0.843897810866659,africa
1,9,-2.64120471816541,0.136874157919186,0.537404402842326,101.434983353196,0.0593843840515029,0.0001,79043.4764370329,27680.0591477639,23,0.8,0.01,1e-05,3.36229142002606,0.00514923953600469,1.05184316436045,africa
2,9,-2.49520579937186,8.7408749217603e-07,0.568759038074209,124.52939880304,0.0530399596884812,0.0001,74266.843158791,13551.907356798,23,0.8,0.01,1e-05,2.91365274117448,0.00745608733784267,1.58746814903245,africa
3,9,-2.99415370482193,6.17455802673537,0.290803050312378,137.051121051596,0.0462077993264271,0.0001,62856.5397370852,8875.87383704341,23,0.8,0.01,1e-05,2.75467433656131,0.00960489303500641,6.77445178551425,africa
