rep,id,initT,aS,r,K,tau,Bt0,pP,pU,g,dI,k,aE,w,dE,E50,data
10,38,-7.02126704059054,6.50220171117501e-05,0.219417483763946,105.997970737987,0.0822440382400784,0.0001,38943.0017628089,12927.8507006296,23,0.8,0.01,1e-05,2.06737413162654,0.00728038667819729,9.45507527356806,thai
1,39,-8.63637455903331,0.00256729349884484,0.389243119951308,98.114703538385,0.0720646872226219,0.0001,38913.9313727259,4404.66929015015,23,0.8,0.01,1e-05,0.597133983244063,0.0030191962282558,0.624210795846232,thai
2,39,-4.9783452547407,0.00661256156941739,0.235656615118708,88.1250627271651,0.0664959669935341,0.0001,49759.3866380525,8926.22498828126,23,0.8,0.01,1e-05,1.22682357985651,0.0134477932010003,1.80129184782482,thai
3,39,-9.43362046291282,1.44215340322231,0.331444966053494,79.2746656141932,0.0916780075969067,0.0001,37890.2457544662,2562.67144404244,23,0.8,0.01,1e-05,1.46143784076898,0.0164432087006157,2.94813513786537,thai
4,39,-7.39811060333484,0.00328260989061776,0.287878670936659,79.1020883831112,0.0990214992953397,0.0001,36154.1024728568,4479.51067362103,23,0.8,0.01,1e-05,1.28282960638394,0.00800017424697473,1.45940611962802,thai
5,39,-4.31375573886362,0.000367355223247436,0.179062877679137,91.7365730495444,0.094319298135575,0.0001,37057.1537805251,9477.44191095851,23,0.8,0.01,1e-05,1.92395285278771,0.00886242731591316,9.28119183825243,thai
6,39,-7.32655051925361,0.0029274448245659,0.333098320162097,84.7745218722924,0.0920592021735997,0.0001,36245.8130972181,4976.59753706441,23,0.8,0.01,1e-05,1.67455564173055,0.0202574771270479,2.45190821605213,thai
7,39,-7.53687979090732,0.061975388967594,0.159717812791277,95.5508212454217,0.0928904668326889,0.0001,31950.6595602875,15305.5531536249,23,0.8,0.01,1e-05,3.83711139967907,0.0283423828800143,1.9329553290827,thai
8,39,-0.229513952155811,0.308000593926761,0.212571383464359,91.6705907964512,0.0952697570719899,0.0001,37757.2827542287,8912.67026751713,23,0.8,0.01,1e-05,2.796311252233,0.0155041534632845,2.3625165982394,thai
9,39,-6.32441781196602,5.58412729731393e-07,0.234548439616853,69.2282400495373,0.0979720607365261,0.0001,45204.6483460183,2085.10186824462,23,0.8,0.01,1e-05,1.71490149418277,0.00905794223862344,2.34416594900809,thai
10,39,-2.77605157296878,0.000239850274551151,0.248576237727528,79.9131056417714,0.156398548701773,0.0001,26960.3920523628,11488.0839125495,23,0.8,0.01,1e-05,1.90422942411303,0.028603126137447,2.42644576070623,thai
1,40,-6.07529331719634,4.06894770194467e-06,0.693746689397531,90.292057060176,0.0744234619166235,0.0001,60031.8995506572,42361.0308621367,23,0.8,0.01,1e-05,1.99220462073719,0.0233835501185904,7.32529127950267,thai
2,40,-4.98250727801453,0.044244366320471,0.656327073539731,93.8444771080185,0.0769258900215742,0.0001,55928.3099343307,38567.7211307792,23,0.8,0.01,1e-05,1.40433075339091,0.0115988828192072,3.04637776435412,thai
3,40,-4.09676215944342,4.09541241433572e-05,0.386314775698349,115.895555936946,0.0703867884640189,0.0001,50743.4673177085,55879.1052949714,23,0.8,0.01,1e-05,1.26137887060078,0.00176012428346594,3.64446885865284,thai
4,40,-2.13460879007652,0.745320585294022,0.545402888042572,141.274283463568,0.0712782602620769,0.0001,43396.5833031062,69200.7431252655,23,0.8,0.01,1e-05,1.41707207564906,0.00311377548350342,8.9399278934965,thai
5,40,-3.7476651421065,0.0103112227821838,0.563254266278887,144.540031268229,0.0812818982502412,0.0001,38725.2659344856,76433.7056475308,23,0.8,0.01,1e-05,1.39382251714323,0.00231446272102397,9.6282674876444,thai
6,40,-9.31706061612292,0.118330791134672,0.358854332647925,172.149486057512,0.0477569074126378,0.0001,42780.141071302,66254.7461118237,23,0.8,0.01,1e-05,1.09964065090023,0.00537577215466574,11.7893897463624,thai
7,40,-11.3641674522545,0.0178521457123964,0.315425508964721,174.799165669539,0.0480764674304499,0.0001,38214.6546138705,39234.6321868074,23,0.8,0.01,1e-05,0.953703273331182,0.00680308680185512,11.1015427503541,thai
8,40,-7.98083355202912,0.0690506929201399,0.561824335108977,137.823377830561,0.0623139855375062,0.0001,42616.822613143,86967.9337259509,23,0.8,0.01,1e-05,1.18256994110246,0.0106722743506561,1.64093524956675,thai
9,40,-3.57412339116099,2.92490748388247,0.333254106716195,143.935108660046,0.0629160099049789,0.0001,44463.4411226228,96555.3540882151,23,0.8,0.01,1e-05,1.40747087248276,0.00471868619587327,7.13556060059811,thai
10,40,-5.62370619144534,0.0741681779649513,0.293293887820754,148.502250011743,0.0536798296868856,0.0001,44238.4419288168,53432.82047977,23,0.8,0.01,1e-05,0.932037978798818,0.00806535988755266,3.93220235531509,thai
1,41,-0.498460154305121,0.237372185524399,0.71543046828678,70.2355428466442,0.157389298245595,0.0001,44648.0708062444,13330.4694558596,23,0.8,0.01,1e-05,3.34642038997162,0.00191921833261386,17.4011412895287,thai
2,41,-0.568454689308636,6.3904532946807e-05,0.502230331790345,63.8854089459138,0.16808112146476,0.0001,42444.4371332342,8210.28241320522,23,0.8,0.01,1e-05,4.46045161126907,0.0106416574461738,40.8420410573917,thai
3,41,-0.847801935401242,8.31729481855597e-06,0.585918513532426,90.0230776883614,0.140053749736506,0.0001,37255.2543986859,12662.5228303134,23,0.8,0.01,1e-05,7.19672170441726,0.0047761148784359,71.5995372004558,thai
4,41,-0.79940049545413,4.87645628935266e-06,0.415744026523108,83.4686913899781,0.131602401291991,0.0001,39550.4454000943,15943.8234898337,23,0.8,0.01,1e-05,10.0417198871177,0.00707355085113683,85.9183917343246,thai
5,41,-1.90394560063582,0.0445476666414121,0.504228620165489,69.352357792674,0.135563847394333,0.0001,46073.3421833707,14049.947563412,23,0.8,0.01,1e-05,9.55552951265924,0.00859303084049501,84.356216618423,thai
6,41,-3.45066316554182,0.00433071719120926,0.413771958384473,74.9601969752151,0.136214157872157,0.0001,39313.8631035796,1507.42250265014,23,0.8,0.01,1e-05,5.27394137274657,0.0132171290004843,45.6532778913876,thai
7,41,-3.60816422093599,0.11423523776672,0.375572393901175,97.3870455210743,0.0857117689061569,0.0001,46971.5941538915,5700.93803205184,23,0.8,0.01,1e-05,5.15477200728607,0.0112691727501078,51.1786032985275,thai
8,41,-0.605679752570529,1.77640612609609,0.56466369314871,79.3748078713933,0.111416874073211,0.0001,52670.5905334971,22681.9713767628,23,0.8,0.01,1e-05,5.49237180282232,0.00319157275410262,62.5727906370656,thai
9,41,-0.587168016710862,2.65467836111444,0.380557606127246,90.2742879855698,0.106976935199809,0.0001,48217.1746121621,9930.53805994823,23,0.8,0.01,1e-05,7.84806110571544,0.00609151902336467,94.564251581646,thai
10,41,-1.17214000825702,0.000114241866983292,0.607406894391419,106.813587219348,0.122044358174737,0.0001,36639.5568980004,9573.71276432644,23,0.8,0.01,1e-05,6.71407317449937,0.0185599714701646,86.7822895952145,thai
1,42,-0.487990507730443,0.000268525317227933,0.652572082644515,134.496984155556,0.086867547965016,0.0001,39583.3881638189,12784.2998134913,23,0.8,0.01,1e-05,1.35786259941101,0.00263918627519542,3.23255325753578,thai
2,42,-4.75332847282086,2.10247922184329e-05,0.301948015546799,129.000948059188,0.0760407659810445,0.0001,34322.1749079619,5983.1204068937,23,0.8,0.01,1e-05,1.4725031984854,0.0186594339494648,4.22833695155368,thai
3,42,-3.39112393858126,0.00568065186577522,0.959452183685973,134.949493142919,0.0882863463594412,0.0001,31178.3428218417,14058.978691894,23,0.8,0.01,1e-05,1.5277409966034,0.0226608969384879,11.1456520471044,thai
4,42,-5.2697589560269,4.71348368250957e-05,0.42993265057648,124.559732315075,0.0906246237780429,0.0001,30022.5421972074,8920.02153465056,23,0.8,0.01,1e-05,3.20578944497442,0.0498652384083163,7.24465205369648,thai
5,42,-2.22605226731333,0.00279023292279069,0.226612077143096,119.928268619311,0.0948981310098751,0.0001,33004.9964542489,22746.3937665328,23,0.8,0.01,1e-05,3.54759938286405,0.0215174780669981,1.23613725449732,thai
6,42,-1.87371763090429,0.0251234445326579,0.504779852636506,119.224834773693,0.114164374479115,0.0001,32696.9067502626,16617.6057077182,23,0.8,0.01,1e-05,2.33648443546452,0.0109234616757054,4.20863330515559,thai
7,42,-5.34635172499608,0.00693603403633846,0.29854427758236,107.487883990894,0.11459475244617,0.0001,27487.2208107123,4862.50909248691,23,0.8,0.01,1e-05,1.73513392167792,0.0138504565509147,8.21810263602339,thai
8,42,-0.256377982581527,6.99570103361987e-05,0.628395254074141,132.24694060524,0.135008265938639,0.0001,24854.067081249,10405.0001476133,23,0.8,0.01,1e-05,2.05896003693353,0.00217003052092124,26.5213711749534,thai
9,42,-2.75989458122975,0.000161348521977742,0.584270246058835,139.033092917015,0.108872653555047,0.0001,27363.9063081136,4076.82322249484,23,0.8,0.01,1e-05,1.1966123818279,0.00542633348914911,7.46503012717112,thai
10,42,-1.58815273855028,0.0202237490582811,0.326725354506359,118.769889206203,0.100598577936156,0.0001,34278.5246305814,9543.61341586616,23,0.8,0.01,1e-05,1.88879376170814,0.00789618135667496,4.41975058264467,thai
1,43,-1.41351890185259,0.863176045112695,0.782372378952116,96.5331110693862,0.0683263516125953,0.0001,60086.0367958358,27069.8732317725,23,0.8,0.01,1e-05,1.21170432377664,0.00884605240873026,14.3631219182114,thai
2,43,-3.71305631530899,3.65015154567326e-07,0.214023403103416,87.7713166374503,0.070807611978628,0.0001,56838.1804087025,132693.382909636,23,0.8,0.01,1e-05,1.93037235716706,0.0111863726008889,2.86217999383058,thai
3,43,-6.75356655936323,0.237827241960592,0.56843392206773,71.1247824082197,0.0957429847669327,0.0001,51245.8697367656,112824.60496349,23,0.8,0.01,1e-05,2.06495998698352,0.0104032386073764,5.79123626859614,thai
4,43,-2.99686536499574,3.12031009232006e-05,0.152602788574618,52.8543737391541,0.117065524700946,0.0001,57060.912052894,39360.9718286094,23,0.8,0.01,1e-05,0.718197710443895,0.0272373585949325,3.0399457962272,thai
5,43,-1.56183462712284,9.75847292907143e-06,0.398443226209137,49.9493237494475,0.138152159540869,0.0001,69164.9824714659,5576.0238075779,23,0.8,0.01,1e-05,1.66086991938798,0.0718737880631768,47.5156841553949,thai
6,43,-3.31588070823263,0.00481814231774038,0.731721012284789,47.0472839735367,0.123200340345497,0.0001,72506.7685795899,11893.0462016289,23,0.8,0.01,1e-05,1.76387035347936,0.0146957300213537,9.27021165176809,thai
7,43,-1.86074876777781,1.46266902272504e-06,0.57129250409651,46.8395286197021,0.104115037162933,0.0001,81626.7541321751,36363.8643318638,23,0.8,0.01,1e-05,2.37250991748407,0.0130659640970602,9.93261902845851,thai
8,43,-3.20536404999633,0.0015613903179579,0.488587181728874,45.1799118327288,0.0813978551465142,0.0001,95515.9782712095,136419.170504525,23,0.8,0.01,1e-05,3.26781087015213,0.0128587681854053,1.52725439647962,thai
9,43,-3.96467631528963,0.000167940393180374,0.507659975712005,76.6746224716889,0.0626151791791984,0.0001,83217.3412247102,3389.71626052496,23,0.8,0.01,1e-05,0.543482912999394,0.015399881506959,11.9184660166637,thai
10,43,-1.59677532870607,0.238808948004681,0.236173099108562,88.790398230839,0.0755198210448575,0.0001,65476.000823289,6455.09258072656,23,0.8,0.01,1e-05,0.99766623596262,0.0117380916915187,23.1026740551181,thai
1,44,-1.68425175205166,0.00043419206071311,0.855443461652838,182.518906850377,0.0800244403176528,0.0001,40614.2650751852,4618.60329250387,23,0.8,0.01,1e-05,1.68908470136105,0.00610766447685604,11.108297450146,thai
2,44,-4.79635622987378,1.5663434411075e-05,0.552787142979767,169.932138572997,0.0632170841423344,0.0001,41121.0175406889,2070.54112844807,23,0.8,0.01,1e-05,1.90388846859481,0.00385902840930892,32.8576998608857,thai
3,44,-3.61527971068403,0.0128818485653058,0.745317754073703,208.722905655057,0.0615391287727507,0.0001,44045.4232884445,4307.22750246908,23,0.8,0.01,1e-05,1.51991652097099,0.00347218039074172,11.1604410385077,thai
4,44,-2.70541450522206,0.00836623170297872,0.362270716849424,245.750774384849,0.0517514770500119,0.0001,36872.4630366913,6468.18358243536,23,0.8,0.01,1e-05,1.01498312210157,0.00642079379704703,4.86156643445879,thai
5,44,-3.59213251883277,0.00132706606055747,0.478103165603578,221.882577242558,0.0548287635119091,0.0001,36144.6013507515,4632.43743562943,23,0.8,0.01,1e-05,1.10856122115575,0.00756224967089579,4.252056690801,thai
6,44,-6.62320411974787,0.0349662956271662,0.227426995091013,233.917020950444,0.0471202156306689,0.0001,37867.1589634146,17857.943304684,23,0.8,0.01,1e-05,1.1035700824918,0.00606894549730736,0.670445232126059,thai
7,44,-4.10417013623348,1.50177436151188e-06,0.410228996467416,246.407967245765,0.0589506377135377,0.0001,32960.1664011558,14081.8597723625,23,0.8,0.01,1e-05,1.25775612689772,0.00480733825485771,7.59588298100986,thai
8,44,-6.10820721441642,0.00185127506879483,0.448365605012427,245.903967838025,0.0376669577683522,0.0001,46097.6014810994,11703.2418039019,23,0.8,0.01,1e-05,0.919579844802815,0.0063590558507867,2.96737228774725,thai
9,44,-6.90116577137816,0.000854734605783661,0.380517439413235,232.956452633559,0.0407467477302071,0.0001,45593.8177513978,19918.609242072,23,0.8,0.01,1e-05,0.928484251918774,0.00279957404900271,4.13023032020939,thai
10,44,-6.612014187844,0.00346499787967143,0.310462916539125,197.01118820326,0.0478401301213834,0.0001,47410.6061677846,28195.4147231228,23,0.8,0.01,1e-05,1.40168318958535,0.0060018382072177,2.78391943456879,thai
1,45,-1.08494851957957,0.253021691902014,0.323749087550516,163.06895747861,0.027244410852212,0.0001,81757.0857453044,10003.5643460026,23,0.8,0.01,1e-05,1.63447499029028,0.0139717503024292,6.75075979870511,thai
2,45,0.158851223349228,2.84953090707026e-05,0.490273838299253,157.320385840036,0.0298386622404112,0.0001,80430.8154233263,10474.1206159282,23,0.8,0.01,1e-05,2.34489149209179,0.0192760372211843,7.76849559073833,thai
3,45,0.538166642759361,1.79558360450733,0.621900220547671,177.674517028611,0.0273370907035329,0.0001,88697.7740037648,5675.63506362934,23,0.8,0.01,1e-05,1.4960827186084,0.0120968474779335,4.54816487251219,thai
4,45,-0.144769752306051,1.76479658799491e-05,0.281301856050267,173.795035005411,0.0237719295187877,0.0001,90134.1053293441,7488.86031763844,23,0.8,0.01,1e-05,1.56468084926835,0.0142037542306555,4.04739102433614,thai
5,45,0.709790870910048,0.027550591639001,0.353259911257691,209.156375351089,0.0192615225811062,0.0001,97458.8102450744,4713.68771864343,23,0.8,0.01,1e-05,1.38928691960914,0.0128067053688664,2.53344618201252,thai
6,45,-2.46332252290263,0.0137235082473419,0.218564126573355,206.329537961792,0.0215474781152926,0.0001,72655.172357508,5592.37945927599,23,0.8,0.01,1e-05,1.61551992632949,0.0224672860680258,6.99365728526576,thai
7,45,-1.10925724401034,4.56927931291327e-05,1.03124695946826,206.581040044657,0.0245417564656896,0.0001,68569.1063953486,4541.66756511219,23,0.8,0.01,1e-05,2.72427979714809,0.0411558321746201,2.49359584462219,thai
8,45,0.212762876491,3.90476425206971e-06,0.724934067883095,217.993486290203,0.0313586272450977,0.0001,49182.367618838,23129.8677453338,23,0.8,0.01,1e-05,7.73835848820133,0.0343105712406803,1.27145055847248,thai
9,45,0.243996590006192,4.20778255917806e-07,0.527868545747024,159.427222509119,0.0417025258761974,0.0001,50248.5213619363,24839.4642808,23,0.8,0.01,1e-05,7.12784989988878,0.0352566701952713,1.77547080014989,thai
10,45,0.48667761870411,0.0383864939230786,0.363193843150815,164.453224602489,0.0476233565317788,0.0001,48135.2197078188,13991.866407809,23,0.8,0.01,1e-05,5.68907550659837,0.029520014553338,1.1359778945205,thai
1,46,-6.15840540419465,0.0823100277827452,0.802114565974745,100.46580700643,0.0621534928191844,0.0001,57152.5127744635,11656.823028524,23,0.8,0.01,1e-05,1.01701161391195,0.00904953615848174,31.6783983809056,thai
2,46,-9.43542388330718,0.00210776344428928,0.725781000513578,95.9125382742171,0.076297184697339,0.0001,44975.4408210809,22419.2893919502,23,0.8,0.01,1e-05,0.371030240125403,0.0111524642435302,1.92364067438639,thai
3,46,-5.0844386786531,0.126917025275316,0.705093863000784,91.8880350605953,0.108392106326543,0.0001,41049.6957906173,10440.243432883,23,0.8,0.01,1e-05,1.25018663941768,0.0055003260911268,3.66939315191991,thai
4,46,-4.37066233128039,0.122071962304385,0.417550516061075,123.125406570803,0.0940906580630107,0.0001,39355.8563014518,15950.6777563061,23,0.8,0.01,1e-05,2.72072669779448,0.0146540577077535,11.6003267687388,thai
5,46,-2.49310860690466,0.00186203917041178,0.668482304674639,169.404438816555,0.0979369644108162,0.0001,32180.3125216998,31178.7502527924,23,0.8,0.01,1e-05,2.63511000268835,0.0120342363530146,29.4227008242039,thai
6,46,-2.00660897099211,0.912969294762736,0.562340863464942,112.348903813643,0.0935204170321721,0.0001,46037.7990380331,47851.650650785,23,0.8,0.01,1e-05,2.74061723328747,0.00221769147369177,26.8616441333827,thai
7,46,-2.24667268573174,0.0935235357935653,0.705952583875967,135.377079297148,0.0717869859715804,0.0001,58212.2840587013,8041.75530323745,23,0.8,0.01,1e-05,1.14377845915112,0.00509767172726866,9.76555969198262,thai
8,46,-2.42007025585013,8.1129284132368e-05,0.360829075514548,134.850016030721,0.0680890242895764,0.0001,57507.8470866366,41365.1328443951,23,0.8,0.01,1e-05,2.34335677480986,0.00520359012658808,3.59012539341597,thai
9,46,-9.36347431034506,0.000507177167506051,0.546286211857932,108.412541161233,0.0474332917601064,0.0001,67121.5669796657,8471.87164100529,23,0.8,0.01,1e-05,1.14418104036346,0.0133355551973526,4.34806701455932,thai
10,46,-9.07654282517282,0.000111612923522513,0.401046380600265,128.856340560447,0.0477477894238857,0.0001,56712.2270560946,22938.9711499091,23,0.8,0.01,1e-05,3.6816558845801,0.0175626829187348,45.4392669680692,thai
1,47,-0.892823154107481,20.5932305113966,0.537847029985113,101.563019391048,0.05530230397541,0.0001,57568.0443557075,17915.1764558106,23,0.8,0.01,1e-05,5.26834712170145,0.041494502325686,1.48398209670431,thai
2,47,-1.12130951286766,0.00207275735422316,0.727952527878413,104.733560986378,0.0624740892500433,0.0001,58356.275442354,16730.7055117277,23,0.8,0.01,1e-05,5.28134523211514,0.0649315286482416,6.09345378090011,thai
3,47,-2.10244655725963,4.74457982438608e-06,0.321625389792772,101.179824612938,0.0674971639131957,0.0001,55575.4665290895,4154.90575159158,23,0.8,0.01,1e-05,2.83917268756457,0.0361320558385378,13.4557613290322,thai
4,47,-2.71601033625836,0.000354229216755985,0.357707934865575,115.315568263642,0.0716821127247597,0.0001,47640.515995797,5676.63738291211,23,0.8,0.01,1e-05,2.32425226875915,0.0160987873843602,12.482041898433,thai
5,47,-0.304105367000612,0.000186599863228491,0.300997452599631,155.335642643449,0.0519197973438223,0.0001,56451.9918593263,9026.77394381013,23,0.8,0.01,1e-05,1.64734618559172,0.0130435044502403,2.46215764327686,thai
6,47,0.181878261735677,0.839574909166889,0.313495896638921,177.677845020131,0.0570663234000753,0.0001,42031.4769332019,11391.0787318654,23,0.8,0.01,1e-05,1.20795986747285,0.00200331052937921,13.0960632023536,thai
