rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,f,dp,lw,dE,lI50,data
8,11,-4.68701427064049,16.2932319873728,0.00885531644618317,0.05,-4.89324895436756,4.6,0.9,-3.82873182662167,0.761548233546172,0.9,0.001,-0.402391693654602,1,5.75876298098872e-24,africa
9,11,-3.70653583152197,17.1458230564201,0.00897661686400756,0.05,-4.90225118734493,4.6,0.9,-3.77292567752531,0.473029171388601,0.9,0.001,-0.275922676587574,1,0.116419816735091,africa
10,11,-4.99423434455677,17.0209482098962,0.00848596905177006,0.05,-4.9283637883478,4.6,0.9,-3.14208299959354,0.038321777515135,0.9,0.001,-0.398658527418617,1,1.7815217596035e-18,africa
1,12,-7.03020520056395,16.9848304188126,0.00927057417188427,0.05,-4.92869640983655,4.6,0.9,-3.76291793342167,-0.769421089023936,0.9,0.001,0.526742327377328,1,1.8304539653986e-35,africa
2,12,-5.5001270629902,15.4204963970048,0.00892222414693785,0.05,-4.88445304854758,4.6,0.9,-3.91806469509771,-0.701056453903013,0.9,0.001,0.613080730154789,1,1.22345388692859e-06,africa
3,12,-7.63368395075007,16.4356349193961,0.00975783336119236,0.05,-4.88785784874034,4.6,0.9,-4.03786655172687,-0.540879134682206,0.9,0.001,0.463716300426566,1,8.50459893656304e-07,africa
4,12,-7.1213493185565,16.5834848457712,0.00918025695559218,0.05,-4.91688999064537,4.6,0.9,-3.32109022591773,-1.13946723363635,0.9,0.001,0.462208623929065,1,4.16945569555208e-05,africa
5,12,-6.1703190146427,16.0510829560562,0.00918831685974174,0.05,-4.90477569122369,4.6,0.9,-4.13400604153701,-0.693470217557023,0.9,0.001,0.607198307547017,1,3.00471997910684e-15,africa
6,12,-7.87681458895502,15.6334862264204,0.00908475221599038,0.05,-4.91741718952589,4.6,0.9,-4.3358256480564,0.0402861019743717,0.9,0.001,0.49557959601353,1,2.14568665106834e-33,africa
7,12,-7.18144679565931,15.1091201449943,0.00841127450468387,0.05,-4.88893838644804,4.6,0.9,-4.58244617140621,0.255195922017414,0.9,0.001,0.526909356234763,1,3.17584129141594e-20,africa
8,12,-6.28354078130934,15.8579638037962,0.00865908692677673,0.05,-4.9086450523257,4.6,0.9,-5.1335244711358,0.333579773211987,0.9,0.001,0.590864228880847,1,9.39644277954994e-05,africa
9,12,-5.8148988252894,15.5970435077155,0.00873667388448821,0.05,-4.89729587429489,4.6,0.9,-4.5786528321492,0.161360191645445,0.9,0.001,0.466982963758741,1,0.0002139152311135,africa
10,12,-8.32471040585004,16.5491871364401,0.00937296870702491,0.05,-4.91148388320765,4.6,0.9,-4.29513750395109,0.278285071911441,0.9,0.001,0.344014853066871,1,5.49317897117049e-14,africa
1,13,-10.8382412820491,15.0086843606416,0.00900286221631055,0.05,-4.91538667546037,4.6,0.9,-3.74567257574507,0.904627909069526,0.9,0.001,0.0686096069354624,1,0.0150948583093516,africa
2,13,-7.04787435181518,15.6331018069204,0.00819993348769239,0.05,-4.91274643777004,4.6,0.9,-3.69583161284751,-0.407264904359244,0.9,0.001,0.213675651126239,1,5.1511715956481e+27,africa
3,13,-7.71813162248094,16.4648366007093,0.00990103740761182,0.05,-4.90355773546238,4.6,0.9,-3.82260302756445,0.253298775604463,0.9,0.001,0.396416116139919,1,380666883.79088,africa
4,13,-7.39402869731575,15.7545572015107,0.00998866913122575,0.05,-4.90809404058487,4.6,0.9,-4.32925996661179,1.54568083981761,0.9,0.001,-0.0703158476800701,1,2.01884361732199e-20,africa
5,13,-5.38799123643695,16.1792649704904,0.00998955607309067,0.05,-4.88718112940361,4.6,0.9,-2.94939928244739,-0.380445276019578,0.9,0.001,-0.0843526190983721,1,2.54191598179048e+23,africa
6,13,-7.41181477840958,15.6409773773262,0.0091795511069947,0.05,-4.92704064854593,4.6,0.9,-4.57057783784257,0.26670752504054,0.9,0.001,0.263450749061365,1,2.19844445784679e+15,africa
7,13,-6.2730812159222,16.034355810357,0.00886564449812095,0.05,-4.92546984124213,4.6,0.9,-4.32681072722992,0.363577574121801,0.9,0.001,0.277396412310641,1,171739102.14439,africa
8,13,-6.43755892539333,16.1455506676672,0.00896964184336923,0.05,-4.90018394696339,4.6,0.9,-3.25137317878561,-1.25579857126899,0.9,0.001,0.0312930325632338,1,322924.13666296,africa
9,13,-7.70901712875756,16.1029488255095,0.00925637721992828,0.05,-4.88537253465428,4.6,0.9,-3.27899188115125,1.51199499196089,0.9,0.001,-0.789767337504353,1,16.668177416537,africa
10,13,-4.68717815762559,15.986827421732,0.00884784580395808,0.05,-4.91381155293437,4.6,0.9,-3.60517181694932,-0.348017216168131,0.9,0.001,0.173846753382717,1,2.30274114538755e+16,africa
1,14,-4.65245922244925,16.9267809470325,0.00951380224407112,0.05,-4.90959656283736,4.6,0.9,-3.6292166178093,0.111749156454782,0.9,0.001,0.446598280665444,1,1.88871975763457e-14,africa
2,14,-3.00413710105635,16.7217716758606,0.00874263641929504,0.05,-4.89558803628239,4.6,0.9,-4.44617857561942,0.122475843718003,0.9,0.001,0.609145790046091,1,0.0248521997442418,africa
3,14,-4.78153885620225,16.7996356854527,0.00900461229900799,0.05,-4.92942738931876,4.6,0.9,-4.01635711322409,0.199976087361629,0.9,0.001,0.560548786410363,1,1.02845889714392e-13,africa
4,14,-6.21842956702122,15.2631384553677,0.00892066615050206,0.05,-4.91599858883159,4.6,0.9,-4.33380483823801,0.16923770067251,0.9,0.001,0.54170614646762,1,1.15630496455345e-29,africa
5,14,-4.016201666961,15.8131483872322,0.00934338355110913,0.05,-4.89858102941856,4.6,0.9,-4.49452229886578,0.317156801717132,0.9,0.001,0.741075231066059,1,1.95624058008557e-41,africa
6,14,-3.63710018897891,17.8094194806552,0.00945746716213522,0.05,-4.90840695079498,4.6,0.9,-3.07129996614489,-0.371951273977869,0.9,0.001,0.373257454683375,1,4.74061566799337e-12,africa
7,14,-4.00524727566474,16.8214374096006,0.00914828494199111,0.05,-4.92125796374373,4.6,0.9,-3.74972406104894,0.0749637987718097,0.9,0.001,0.420566178591997,0.999999986153212,7.41452862693885e-10,africa
8,14,-5.18872023137099,16.1788730845855,0.00941326060355171,0.05,-4.91838584347387,4.6,0.9,-3.34687758377077,-0.064809616557495,0.9,0.001,0.388635447405449,1,1.82549852727055e-13,africa
9,14,-4.24078489749805,15.9479505614775,0.00856507699070191,0.05,-4.91553022517583,4.6,0.9,-4.16200209056063,0.242229852429364,0.9,0.001,0.638010287870848,1,0.00252097399579935,africa
10,14,-4.12290927223975,14.3175206681643,0.00917016038083574,0.05,-4.88628465935367,4.6,0.9,-4.13038787936102,0.0203232080394481,0.9,0.001,0.741461159482434,0.999999979215993,1.27981739007189e-15,africa
1,15,-8.11775259046406,16.3633331059502,0.00896603762636388,0.05,-4.92615792453608,4.6,0.9,-4.63084961085998,0.879920360200498,0.9,0.001,-2.02738312226091,1,340430239.291679,africa
2,15,-7.36905473836311,16.4385356428959,0.00917274489134072,0.05,-4.91447113382744,4.6,0.9,-4.64235966471887,0.74797900920537,0.9,0.001,-1.9034464847154,1,6916.59294890475,africa
3,15,-7.32646888652724,15.5243131616827,0.00920205382514199,0.05,-4.87046252797293,4.6,0.9,-4.75973590405312,1.31619857130762,0.9,0.001,-2.16406752176003,1,713327076656.933,africa
4,15,-5.58612161631355,15.9905055130706,0.00864887712089657,0.05,-4.91078637840095,4.6,0.9,-5.18593494354738,1.59863333859089,0.9,0.001,-2.21862741911371,1,19053.4664312218,africa
5,15,-6.45340440819763,16.4728641461086,0.00892363066873241,0.05,-4.91937634938371,4.6,0.9,-4.34666082168231,1.21709261951386,0.9,0.001,-2.46922050839389,1,111223.361411889,africa
6,15,-9.99271710984334,15.4818129352951,0.00916177541249762,0.05,-4.89622537686839,4.6,0.9,-4.56011616526585,1.04656385978089,0.9,0.001,-2.17286286451899,1,63910.0902394597,africa
7,15,-8.50944175928968,15.4771755905683,0.00944930308383751,0.05,-4.89221840255388,4.6,0.9,-4.10665715008216,1.26508374887559,0.9,0.001,-2.59980686039608,1,9458.58002914151,africa
8,15,-9.03235686190537,15.7017703518624,0.00907522907326994,0.05,-4.90309695475005,4.6,0.9,-4.26443823640014,1.15340234069411,0.9,0.001,-2.4190052243261,1,608666897.100958,africa
9,15,-10.0576359987768,15.1070508922012,0.00917339334814393,0.05,-4.89239052210051,4.6,0.9,-4.43132710578862,0.664231189345673,0.9,0.001,-1.80326716195916,1,37675093.9775819,africa
10,15,-8.58712333909442,16.3192957865127,0.00927845694402296,0.05,-4.90572989082639,4.6,0.9,-3.90981969769524,-0.136533765316582,0.9,0.001,-1.85457151194411,1,81158.3693894483,africa
1,16,-4.6231788114365,17.1780557189441,0.00907962903355285,0.05,-4.91600296332337,4.6,0.9,-3.30900720011345,1.06463092168587,0.9,0.001,-1.10516273501781,1,1.32949948853335e-20,africa
2,16,-5.62205200761601,15.3965129419136,0.00896050523336036,0.05,-4.90312588309669,4.6,0.9,-2.97652582453461,0.485463163386483,0.9,0.001,-1.01069930951328,1,2.01781214630332e-27,africa
3,16,-6.21891241229684,16.1942915305244,0.00877260997242473,0.05,-4.92270962025522,4.6,0.9,-2.80014229623805,0.676493782162491,0.9,0.001,-1.32302836039658,1,0.000239553039444918,africa
4,16,-5.94801986221135,16.4070767313726,0.00916807161922342,0.05,-4.91431280417457,4.6,0.9,-3.12819302192659,0.836450441715673,0.9,0.001,-1.13030772711343,0.999999999999847,1.8246744837307e-12,africa
5,16,-4.36913279397617,16.2729644360164,0.00912182026685445,0.05,-4.89784418654671,4.6,0.9,-3.25091931692983,1.24412540210831,0.9,0.001,-1.48752187835599,1,3.1827715365071e-18,africa
6,16,-4.88830318050775,16.5694085562272,0.00910838490712892,0.05,-4.90098945640335,4.6,0.9,-3.0090275722683,0.902631313316605,0.9,0.001,-1.12618488481528,1,4.99733875609986e-07,africa
7,16,-6.40618078527254,16.2096478043583,0.00905919747084952,0.05,-4.91217092757469,4.6,0.9,-3.20291933709173,0.467458385446786,0.9,0.001,-0.913163969032964,1,1.94405595168175e-14,africa
8,16,-3.08319107156501,16.6290851671466,0.00839090098927584,0.05,-4.89809212366799,4.6,0.9,-3.27083166412511,0.696746642272325,0.9,0.001,-0.585555732054882,1,3.24515212647857e-12,africa
9,16,-4.24614578731096,16.1460708081927,0.0087580406448776,0.05,-4.9025634023699,4.6,0.9,-3.42954872833575,0.70638125956895,0.9,0.001,-0.536478902511344,1,6.86147743395273e-19,africa
10,16,-5.50279516563413,14.94382366452,0.0081163807144946,0.05,-4.90683876903113,4.6,0.9,-3.1832965073759,0.372422842939119,0.9,0.001,-0.400117972162057,1,0.00532398846910409,africa
1,17,-11.1150109502713,15.2909358721414,0.00956250447391861,0.05,-4.91741935501016,4.6,0.9,-3.10354971921215,0.023280818317166,0.9,0.001,-0.667404830999286,1,2.26052817471919e-10,africa
2,17,-11.7416604323538,15.3471504059359,0.00963755966460527,0.05,-4.92121642626206,4.6,0.9,-3.57499508240382,-0.936493881477322,0.9,0.001,-0.603557232011007,1,1.89364266917723e-06,africa
3,17,-6.15081461385419,16.7898598666466,0.00911982336372262,0.05,-4.91033337333544,4.6,0.9,-4.23507029495391,-0.439712843922817,0.9,0.001,-0.234671422642711,1,1.54756050215257e-25,africa
4,17,-5.05170486615903,17.0160256647608,0.00871929089261333,0.05,-4.9019092580347,4.6,0.9,-3.31176640433395,-0.385545244911812,0.9,0.001,0.145988787160999,1,0.00159568654353581,africa
5,17,-10.106388169451,15.9986258239328,0.00975124564408783,0.05,-4.89882144699988,4.6,0.9,-3.86934116920304,0.80810639086033,0.9,0.001,-0.628749016903087,1,1.40026634162052e-13,africa
6,17,-5.97899694369343,17.3855297119675,0.00854785218921213,0.05,-4.9025505161478,4.6,0.9,-4.14220505082557,-0.266789813218772,0.9,0.001,-1.51503680761309,1,23876.9790696788,africa
7,17,-8.35187017578872,16.5971776902591,0.00975503688812189,0.05,-4.8919672901487,4.6,0.9,-3.61151237409374,1.9166632581479,0.9,0.001,-1.62208389839753,1,2.72378704790197e-33,africa
8,17,-9.80553909242863,15.7100965087851,0.00958912439166962,0.05,-4.91738247042663,4.6,0.9,-2.95081613655931,0.518469664779286,0.9,0.001,-1.18828950362264,1,0.176879906152163,africa
9,17,-4.10027643134388,16.1001680744894,0.00851070710205094,0.05,-4.900986140555,4.6,0.9,-3.6604498864088,0.296258477167106,0.9,0.001,-1.67144288335191,1,83225.4866250851,africa
10,17,-8.23139391091918,15.843237012188,0.00932540994803512,0.05,-4.89888118607705,4.6,0.9,-4.05542094551543,0.336497594829333,0.9,0.001,-0.0300760820045508,1,4.94414042084486e-11,africa
1,18,-1.05313754491641,16.3658757671666,0.00996838063883936,0.05,-4.91875288012778,4.6,0.9,-4.25361025633405,-0.0415104235785426,0.9,0.001,0.812591568724119,1,1.20600830445528e-05,africa
2,18,-0.712830080687023,14.7338226684439,0.00948054478553373,0.05,-4.92861173979319,4.6,0.9,-4.44387762570288,-0.597356720617555,0.9,0.001,0.745733480449431,1,1.50636773191527e-24,africa
3,18,-3.40075897140572,15.0163300434517,0.00958111412958987,0.05,-4.94798436353104,4.6,0.9,-4.37897492886946,-0.456165827664337,0.9,0.001,0.641539746843051,1,2.52418707686272e-26,africa
4,18,-1.86338049819306,15.3139583633542,0.00975446573850207,0.05,-4.93128880328303,4.6,0.9,-4.55298058144416,0.0540586380194658,0.9,0.001,0.613204800469591,1,6.51575529379502e-08,africa
5,18,-1.36719147957128,15.8169861239267,0.0106049903427905,0.05,-4.90358887271703,4.6,0.9,-3.9004922091515,-0.278072952151769,0.9,0.001,0.608212296875425,1,1.57417108710061e-05,africa
6,18,-0.737504726695895,15.8342059862381,0.00898390627716488,0.05,-4.93389469482733,4.6,0.9,-4.32198896701085,0.309852190648835,0.9,0.001,0.73632509038961,1,1.3409277977495e-24,africa
7,18,-1.17291175495238,15.303584656517,0.00992369556838243,0.05,-4.91345848555605,4.6,0.9,-3.86803488043642,0.342766713844125,0.9,0.001,0.400955760722226,1,4394960.31097441,africa
8,18,-0.821839886199908,15.2860176448677,0.0092725216398833,0.05,-4.92237810329319,4.6,0.9,-4.46425680387592,0.178917393048743,0.9,0.001,0.718667472742845,1,4.88799023676568e-24,africa
9,18,-1.922408755035,13.9543792024473,0.00919378618003895,0.05,-4.91912543050804,4.6,0.9,-3.27715209408473,-0.515663634273454,0.9,0.001,0.403681501980262,1,6.13858944721798e+22,africa
10,18,-0.51496235440486,15.0768704995535,0.00930145481635819,0.05,-4.91731260717037,4.6,0.9,-3.90678441382051,-0.80709303521208,0.9,0.001,0.753167179048146,1,1.43141099751042e-09,africa
1,19,-8.75797394994392,16.4790958956018,0.00863280913373235,0.05,-4.88421996013777,4.6,0.9,-4.78778595962275,0.546966658028975,0.9,0.001,-1.64586012454959,1,3636094.93089611,africa
2,19,-8.68866804847178,16.1780860755657,0.00890247008119042,0.05,-4.90697087245611,4.6,0.9,-4.4102292950355,-0.629031505573576,0.9,0.001,-1.27564720792485,1,1.0966557268009e+17,africa
3,19,-8.2845600211121,16.1520061812392,0.0085718765903946,0.05,-4.90555099115824,4.6,0.9,-4.49287076951278,-0.77877604501699,0.9,0.001,-1.08863389338674,1,24426922.4305429,africa
4,19,-11.0061640415053,14.844711899729,0.00822635057433728,0.05,-4.9036302939909,4.6,0.9,-4.75008459343163,-0.00260587335686041,0.9,0.001,-1.36588017221958,1,25124.821602063,africa
5,19,-11.988231376796,15.2645081289165,0.00900886705911849,0.05,-4.90195329808418,4.6,0.9,-5.40011618602372,0.165224895371577,0.9,0.001,-1.06921916873961,1,1548.62326424344,africa
6,19,-8.3324905867252,17.0558076314858,0.00849522032122479,0.05,-4.90989612305322,4.6,0.9,-4.15893830733781,-0.00694295199536175,0.9,0.001,-1.64720248254754,1,7441.70102392549,africa
7,19,-10.0238521296931,16.7043375996826,0.00952259678936552,0.05,-4.89435417455382,4.6,0.9,-4.10476194970834,-1.06085010357519,0.9,0.001,-1.24566683202621,1,18248.5661250947,africa
8,19,-8.13864644878905,16.445774303038,0.00881181033556057,0.05,-4.9071913171949,4.6,0.9,-3.53943692218607,-0.302919991026544,0.9,0.001,-1.19737891756443,1,1.81622713163327,africa
9,19,-8.32024862934926,17.0775032964809,0.00888320730167267,0.05,-4.90797919912269,4.6,0.9,-3.42542544746381,-0.582119716216706,0.9,0.001,-0.908127572712625,1,52101596.1318299,africa
10,19,-9.93392786883986,17.0889360198464,0.00862646219890131,0.05,-4.94052815561847,4.6,0.9,-3.87813357227576,0.337903129476473,0.9,0.001,-1.0773563208879,1,2470.78315351066,africa
1,20,-6.63520022953197,16.0987731149088,0.00880452741111929,0.05,-4.92213204668642,4.6,0.9,-4.03006219399451,-0.228032625563189,0.9,0.001,-0.867223585630262,1,1.71916898604424e-21,africa
2,20,-6.62237997269645,15.6328529793491,0.0089642565374047,0.05,-4.89816146873093,4.6,0.9,-3.66456071439424,-0.473614204790805,0.9,0.001,-0.380508449372459,1,0.00551594173283579,africa
3,20,-5.07597563689039,15.9789022784732,0.00883745808512871,0.05,-4.88955890968746,4.6,0.9,-3.98299831543752,1.18832374211858,0.9,0.001,-1.47046351964403,1,0.001114534441605,africa
4,20,-6.56934729954211,15.6196793970638,0.00871010675456532,0.05,-4.90392815465893,4.6,0.9,-4.25025399811335,0.398059125029014,0.9,0.001,0.11211386769249,1,3.78733367354639e-14,africa
5,20,-7.80564951650939,15.4888772866743,0.00978188733799731,0.05,-4.88998912961512,4.6,0.9,-4.3073948775511,1.74297336431346,0.9,0.001,-1.09998143478759,1,0.000154428346716719,africa
6,20,-6.22583684497174,16.5537611182824,0.00915953012762743,0.05,-4.9044860960254,4.6,0.9,-3.56889294512806,-1.02986008048317,0.9,0.001,-0.200929206110114,1,1.31779528270183e-05,africa
7,20,-5.11634167582389,16.6270659201196,0.00880542050297445,0.05,-4.91720646963954,4.6,0.9,-3.70994197169716,0.0203074913195166,0.9,0.001,-0.83128884038511,0.999999999999731,4.25649276152831e-12,africa
8,20,-7.55795639795526,15.0122219742867,0.00931313227081135,0.05,-4.89672957265582,4.6,0.9,-3.95297602856059,0.147353648479211,0.9,0.001,-2.14697003797649,1,6.33152218049799e-22,africa
9,20,-5.93113609884959,15.5851307165444,0.00811061271259788,0.05,-4.91790840758193,4.6,0.9,-4.05084764578546,0.358447073941013,0.9,0.001,-0.759991821137798,1,9.68538523864492e-11,africa
10,20,-6.53450943520966,15.2827156683262,0.00881342744446122,0.05,-4.89945933238598,4.6,0.9,-3.54744382256921,-0.47055134568926,0.9,0.001,-0.80455549306506,1,4.03690914255688e-09,africa
1,21,-8.96780897647148,16.351950816193,0.00924727397341835,0.05,-4.91599456578371,4.6,0.9,-2.60316966219833,0.314684569539347,0.9,0.001,-2.41324585848639,1,5740.00780156206,africa
2,21,-10.7486468869797,16.3579623212887,0.00916267299599286,0.05,-4.9026454693796,4.6,0.9,-3.53288773595611,1.05408739304421,0.9,0.001,-2.35559465128087,1,12867.6093156134,africa
3,21,-10.8858827184094,16.0091809921563,0.00948732085655364,0.05,-4.90928577365201,4.6,0.9,-3.27869772962657,0.411253761275434,0.9,0.001,-2.16223925479075,1,40.2733363984876,africa
4,21,-10.705369051619,14.749343245883,0.00874026439998856,0.05,-4.90769269049638,4.6,0.9,-3.22430157412167,0.037329764184641,0.9,0.001,-2.12115129377598,1,7.99816738949167e+22,africa
5,21,-10.1421771768143,14.9397149410214,0.00915463908590964,0.05,-4.88584830762289,4.6,0.9,-3.57586093015962,0.908220136898446,0.9,0.001,-1.75649312542184,1,1756796848.23667,africa
6,21,-11.4319292494679,14.7129850747048,0.00876454315135063,0.05,-4.91306495127236,4.6,0.9,-2.8604471371756,0.503835211005513,0.9,0.001,-2.40307942128663,1,3.68494520534484,africa
7,21,-11.3664756549272,16.3992593760716,0.0095192948759418,0.05,-4.91397009329676,4.6,0.9,-3.31524371331791,0.474129090629404,0.9,0.001,-2.14008966687627,1,17298.270983685,africa
8,21,-7.99813155930334,16.2652790474611,0.00830452442178861,0.05,-4.90817988218478,4.6,0.9,-3.16323562589928,-0.0929599980139736,0.9,0.001,-2.06874318699193,1,32446146.1769321,africa
9,21,-8.68303250956485,16.1388851485884,0.00840073108256301,0.05,-4.92015640536034,4.6,0.9,-3.13968128413576,0.322806125786366,0.9,0.001,-2.14533903767543,1,499395981520.531,africa
10,21,-11.6035616310257,16.0847928579292,0.00927017567450237,0.05,-4.92792097173635,4.6,0.9,-3.92880345407908,0.920736489151894,0.9,0.001,-2.08430836119924,1,4.04955599777628e+19,africa
1,22,-14.637899016873,15.3911090843085,0.00873804505067729,0.05,-4.9089822961085,4.6,0.9,-4.24147797298989,0.394815165205653,0.9,0.001,0.269407578213848,1,1.39354362706818e-20,africa
2,22,-12.3013227529442,16.5601080194437,0.00874230173947817,0.05,-4.89405442553961,4.6,0.9,-4.1189772046512,0.373928443666975,0.9,0.001,0.181738463947617,1,2.55550359148422e-27,africa
3,22,-12.9375544558422,16.6822532103793,0.00892275404399467,0.05,-4.91233979123707,4.6,0.9,-3.61823346616396,0.365294086349316,0.9,0.001,-0.0103959601246789,1,0.000117371999866041,africa
4,22,-11.4261890742637,16.9995077864973,0.00911308072916143,0.05,-4.89689767076121,4.6,0.9,-3.77253242174592,0.0271866813697625,0.9,0.001,0.198467466612549,1,2.85951470209559e-10,africa
5,22,-11.0820681577928,15.8811421049771,0.00828108895434401,0.05,-4.89378080131142,4.6,0.9,-4.45557206580912,0.747233535178457,0.9,0.001,0.334936368387595,1,7.93267287946265e-06,africa
6,22,-10.2355545159689,16.8219560366758,0.00844687282024529,0.05,-4.9122249654315,4.6,0.9,-4.37993250498438,0.0425850218701019,0.9,0.001,0.424809987469928,1,5.2988117756424e-13,africa
7,22,-14.3375374947478,16.366385278769,0.00818223877044967,0.05,-4.93041731737136,4.6,0.9,-3.85266355936154,-0.245207622748103,0.9,0.001,0.418856471687193,1,1.12476946380973e-10,africa
8,22,-13.6422060292351,15.9639025244998,0.0086463327443269,0.05,-4.89270501957335,4.6,0.9,-3.3819322105743,-0.567046482082193,0.9,0.001,0.350576674992061,1,1.10463641419206e-07,africa
9,22,-16.6867458134282,17.0098069282107,0.00906223387111381,0.05,-4.93061706811682,4.6,0.9,-3.62640939200212,0.0950643987789457,0.9,0.001,0.058629048914777,1,1.1613664666826e-05,africa
10,22,-15.1339543366272,16.7955733303962,0.00882913998438679,0.05,-4.92365275174214,4.6,0.9,-3.83518992534469,0.455653960555975,0.9,0.001,0.156796390609331,1,3.87328231406348e-09,africa
1,23,-9.69002844040113,16.8336768909941,0.00988595899064438,0.05,-4.91199332192998,4.6,0.9,-4.34972528155532,1.29760746358166,0.9,0.001,-0.742031802245052,1,9.82846336842846e-14,africa
2,23,-10.5560257947713,16.2424412275746,0.00951251282432991,0.05,-4.90759039244968,4.6,0.9,-3.63643278412121,0.731961899112606,0.9,0.001,-1.05714584434379,1,2.95130999844103e-23,africa
3,23,-11.5888456080191,15.8058919880664,0.00952291595647329,0.05,-4.91504995507562,4.6,0.9,-3.20277333591151,0.254091384072723,0.9,0.001,-0.907537878018608,1,1.36147457628376e-13,africa
4,23,-7.83080084853114,15.8204638371965,0.00882606674688247,0.05,-4.90667795069549,4.6,0.9,-4.2409217108048,1.33570409310781,0.9,0.001,-0.77797161784855,1,1.78960646209605e-25,africa
5,23,-9.95507246403204,15.6958625693782,0.00884898003255494,0.05,-4.90075050819069,4.6,0.9,-4.09488337150932,0.668527782545652,0.9,0.001,-0.323524677606091,1,1.42224153822875e-05,africa
6,23,-10.7035401741096,15.1663779092053,0.0090829728251,0.05,-4.90497641872777,4.6,0.9,-4.0212835926967,0.236828457119634,0.9,0.001,-0.199747213973697,1,6.40544139817335e-17,africa
7,23,-10.6036936300645,15.5896706655829,0.00909039428586213,0.05,-4.91168763574729,4.6,0.9,-4.12692520492491,0.253544025712365,0.9,0.001,-0.56464928971133,1,0.497329497737001,africa
8,23,-9.69836486014935,14.7367757460937,0.00928396571207287,0.05,-4.89156074247645,4.6,0.9,-3.6456031694873,-0.219518385009493,0.9,0.001,-0.0331741417426695,1,2.56397869126433e-14,africa
9,23,-12.5346873376554,14.5786903377874,0.00960486995489655,0.05,-4.89507236513375,4.6,0.9,-4.43562919256275,0.466301130555067,0.9,0.001,0.0380654528418329,1,7.86514562515545e-09,africa
10,23,-8.46030459795958,16.0693402828212,0.00897995638014821,0.05,-4.91264194765389,4.6,0.9,-4.24394201290269,0.984750566903692,0.9,0.001,-0.523141088117768,1,1.14429222648948e-18,africa
1,24,-9.98344114866097,16.1430867829617,0.00910747870880821,0.05,-4.91948343341947,4.6,0.9,-3.31959354333601,1.24900549323865,0.9,0.001,-1.25764517216692,1,3.30244584004061e-08,africa
2,24,-12.5181988749261,16.2258055781998,0.00940721042771193,0.05,-4.92874418182171,4.6,0.9,-3.56591680167473,1.95879656421414,0.9,0.001,-1.75904660040728,1,1.3287661923283e-18,africa
3,24,-8.21105003695217,15.5297787107878,0.009345572752488,0.05,-4.87594635086942,4.6,0.9,-4.10270245035049,1.90838781816125,0.9,0.001,-1.19922317258358,0.999999999999689,5.0661887078193e-55,africa
4,24,-8.88399914685569,15.9044760592581,0.00918699155088449,0.05,-4.88275781246607,4.6,0.9,-3.92089254094895,2.07985082909739,0.9,0.001,-1.46692322925092,1,7.84193666725035e-20,africa
5,24,-10.1021991507957,15.1482035885587,0.00876522712040276,0.05,-4.91641494353571,4.6,0.9,-3.73199129645601,1.65255970918991,0.9,0.001,-1.49856069163027,1,0.310196504901246,africa
6,24,-7.05145929423521,15.7755459369997,0.00838268028149562,0.05,-4.91722256577471,4.6,0.9,-3.26941249345618,1.22906397424968,0.9,0.001,-1.79159212709934,1,0.425557726163431,africa
7,24,-7.7452156850273,16.8200019837511,0.00924732506102055,0.05,-4.91147054281976,4.6,0.9,-2.73337837437747,1.05602357575227,0.9,0.001,-1.6108855060756,1,2.02081367572782e-24,africa
8,24,-10.0942946524693,16.0650491300487,0.00917442351764506,0.05,-4.91758553661943,4.6,0.9,-2.45611022757349,0.959467577581124,0.9,0.001,-1.89141481713495,1,8.20444572500426e-08,africa
9,24,-5.73392234388813,16.5655264820503,0.00871915037903024,0.05,-4.89508269235979,4.6,0.9,-2.58511728818151,1.0919536616531,0.9,0.001,-1.8061619999352,1,5.38756137568916e-10,africa
10,24,-8.16700651890885,16.9587697779481,0.00974621630618541,0.05,-4.90380074791682,4.6,0.9,-2.80366793801851,0.987971300107847,0.9,0.001,-1.73430221005412,1,0.000519567510628566,africa
1,25,-8.39489811145474,15.5872357792398,0.00943519728509443,0.05,-4.90598906615873,4.6,0.9,-3.65608870596361,-0.824627390935464,0.9,0.001,0.725396591293273,1,1.74049944670041e-14,africa
2,25,-8.70883759251883,16.535495843251,0.0101760093658332,0.05,-4.90732652983936,4.6,0.9,-3.85251722178633,-0.0483959604988058,0.9,0.001,0.621479978172177,1,1.84830210857593e-21,africa
3,25,-8.91538227750237,15.0232179954335,0.00941052453890522,0.05,-4.90473035900168,4.6,0.9,-4.13527504699785,-0.0901212035196778,0.9,0.001,0.626007000371556,1,2.90335926711206e-06,africa
4,25,-7.84389920298892,15.5108015676483,0.00859110310049365,0.05,-4.92239948863284,4.6,0.9,-3.87596894471509,-0.0722948894009408,0.9,0.001,0.565023772309299,1,1.85242354234155e-09,africa
5,25,-9.13070301227609,16.5186480452039,0.00990265448135554,0.05,-4.91876545817814,4.6,0.9,-3.79524848101828,-0.463594343122822,0.9,0.001,0.664734220749859,1,3.08193902491788e-07,africa
6,25,-6.37181124414209,16.1368454299964,0.00910814464336664,0.05,-4.90069274579077,4.6,0.9,-3.87044613817066,-0.200927008468694,0.9,0.001,0.528221688659623,1,0.00170121065941063,africa
