id,initT_SAEM,aS_SAEM,dS_SAEM,tau_SAEM,lBt0_SAEM,lp_SAEM,dI_SAEM,w_SAEM,initT_mean,aS_mean,dS_mean,tau_mean,lBt0_mean,lp_mean,dI_mean,w_mean,initT_mode,aS_mode,dS_mode,tau_mode,lBt0_mode,lp_mode,dI_mode,w_mode,initT_sd,aS_sd,dS_sd,tau_sd,lBt0_sd,lp_sd,dI_sd,w_sd,initT_randomEffects,aS_randomEffects,dS_randomEffects,tau_randomEffects,lBt0_randomEffects,lp_randomEffects,dI_randomEffects,w_randomEffects
21,-4.74563947734487623,0.48607248981892870,-5.05450635888729671,-2.99573227355399085,-4.01972060863904535,4.59999999999999964,1.98333319097057359,-2.63898012072898469,-4.19607799703875362,0.47266993805303242,-5.06088558433218960,-2.99573227355399085,-4.00488429695282466,4.59999999999999964,1.94918244875271918,-2.59769911659396335,-3.72370106618167274,0.47499679838083742,-5.03555419149314432,-2.99573227355399085,-3.99935754643313501,4.59999999999999964,1.90878465288841470,-2.59130114694554470,2.03171261208534037,0.05412774826663178,0.08517909143113012,0.00000000000000000,0.04472965571562850,0.00000000000000000,1.20272858413553774,0.22923484909016106,0.67014065008903534,0.01222059823293201,-0.04161845521422014,0.00000000000000000,0.06571492217764080,0.00000000000000000,0.87930411759053162,0.02333741608004231
22,-5.81454847825044752,0.46187414455457865,-5.03948772091885466,-2.99573227355399085,-4.08736358551551415,4.59999999999999964,1.50949385493915367,-1.95978807844785630,-5.49485983169524772,0.46511003035219739,-5.00465109283262066,-2.99573227355399085,-4.07342913986776267,4.59999999999999964,1.33082993532304217,-2.06332961430045758,-5.75629547335787706,0.45871245256516752,-4.99965706233024587,-2.99573227355399085,-4.09559281072715642,4.59999999999999964,1.15410601080078967,-1.94496439683882194,1.69504993840632245,0.06654791317578261,0.11262073989027092,0.00000000000000000,0.06357638635696335,0.00000000000000000,1.68554050961648660,0.40455594236601605,-0.62864118456745832,0.00466069053209704,0.01461603628535067,0.00000000000000000,-0.00282992073729760,0.00000000000000000,0.26095160416085406,0.55770691837354747
23,-7.04778727576241604,0.47481286911737408,-5.03465262344495734,-2.99573227355399085,-4.02486975613488873,4.59999999999999964,2.00851800013293236,-1.80461368414421197,-7.38785485365276173,0.46153995785402169,-5.02847213185964481,-2.99573227355399085,-4.02072723651597297,4.59999999999999964,2.09168422913959962,-1.80380344647093049,-7.05238282106519865,0.46877714210539378,-5.04005520803611784,-2.99573227355399085,-4.02900607600142191,4.59999999999999964,1.96958254433327751,-1.80779947928621665,2.10857591305168546,0.05852890916796714,0.10774727352095795,0.00000000000000000,0.06511697996857085,0.00000000000000000,1.34182084528663537,0.26162179497585375,-2.52163620652497356,0.00109061803392124,-0.00920500274167602,0.00000000000000000,0.04987198261449094,0.00000000000000000,1.02180589797741073,0.81723308620307578
24,-3.03801989552476259,0.46381183758957822,-5.08551884256591169,-2.99573227355399085,-3.99285779395600304,4.59999999999999964,3.28600470333240979,-3.27096187130795757,-2.95024059742942768,0.45447265830062766,-5.00749575613661513,-2.99573227355399085,-3.95910319584813486,4.59999999999999964,3.15421817153723749,-3.36726650278378248,-2.62123712137686216,0.45604069287890359,-5.04985609692454229,-2.99573227355399085,-3.96794623446885186,4.59999999999999964,3.00418361905949416,-3.28119230169846610,0.63628924617511640,0.06827491090633647,0.07792537520026829,0.00000000000000000,0.04644177288802073,0.00000000000000000,1.10813712006163922,0.13715508774435820,1.91597804969836139,-0.00597668151947236,0.01177137298135503,0.00000000000000000,0.11149602328232754,0.00000000000000000,2.08433984037504905,-0.74622997010977699
25,-6.75186432143446158,0.43021127751422833,-5.03963880730993097,-2.99573227355399085,-4.13327699805472193,4.59999999999999964,0.83575803846698027,-2.99599301838975185,-5.89022186390098579,0.43904809294928127,-5.09040684640956709,-2.99573227355399085,-4.15406808220959700,4.59999999999999964,0.16954332864451818,-3.08253016019497350,-5.57021956768641591,0.44852895381212410,-5.05626436819192016,-2.99573227355399085,-4.14054509327699538,4.59999999999999964,-0.08731039993470330,-3.19184335711703504,1.16279441126071603,0.05305380672992027,0.07590440612397280,0.00000000000000000,0.03736254887759142,0.00000000000000000,0.71132621982222088,0.33346285483566451,-1.02400321677319339,-0.02140124687081906,-0.07113971729159282,0.00000000000000000,-0.08346886307913350,0.00000000000000000,-0.90033500251767007,-0.46149362752096845
26,-5.45066740584679987,0.46730976348062497,-5.09334232299504919,-2.99573227355399085,-4.03550926647255626,4.59999999999999964,2.75963557731759446,-3.15532790767089333,-5.18181572934880919,0.47858587553496690,-5.07081847102768091,-2.99573227355399085,-4.02416126947818231,4.59999999999999964,2.49734926239310173,-3.17219549573106097,-5.03007286684735888,0.46316723250722258,-5.09049767850363999,-2.99573227355399085,-4.02413493420740576,4.59999999999999964,2.23511867708034817,-3.11738995124723095,1.27598843523499439,0.06341907620442923,0.09015172918696704,0.00000000000000000,0.04240873939626845,0.00000000000000000,1.18973238876666820,0.16428895509201952,-0.31559708222102245,0.01813653571486658,-0.05155134190971457,0.00000000000000000,0.04643794965228230,0.00000000000000000,1.42747093123091373,-0.55115896305705414
27,-6.84538463546507892,0.45319285775474988,-5.02186524322787520,-2.99573227355399085,-4.07911544650025792,4.59999999999999964,1.07926156608200441,-2.83915189552337122,-6.55354527213410520,0.45911583473354139,-5.02467790980801521,-2.99573227355399085,-4.06622241140345242,4.59999999999999964,1.01434302154682143,-2.87852098694858416,-6.22564963034926855,0.46117950370986571,-5.03183292571742058,-2.99573227355399085,-4.07856056670052425,4.59999999999999964,0.46632976497688755,-2.79569300054996450,1.35486646687047507,0.05887884712088402,0.09911022521913448,0.00000000000000000,0.04915597951037690,0.00000000000000000,1.24627422809975075,0.35599280221333923,-1.68732662500631325,-0.00133350508655900,-0.00541078069004712,0.00000000000000000,0.00437680772701276,0.00000000000000000,-0.05553530961536712,-0.25748445427457850
28,-2.95433894144149267,0.44553771160588890,-5.03048836849271819,-2.99573227355399085,-4.10014069317364793,4.59999999999999964,0.91135846570626189,-2.32635982442488309,-3.21203191218915141,0.46448137111781690,-5.00158976094470109,-2.99573227355399085,-4.10619325907673716,4.59999999999999964,0.83362359812259612,-2.41253653274898650,-2.99602446048456716,0.45589249329011694,-4.98161393180290357,-2.99573227355399085,-4.10322078225060238,4.59999999999999964,0.10910803010617730,-2.39948495304849185,1.14553047365061800,0.05977166372129327,0.09937400977385256,0.00000000000000000,0.05606493126770578,0.00000000000000000,1.17451579842618337,0.34934735342354850,1.65418673493863855,0.00403203129771658,0.01767736817326901,0.00000000000000000,-0.03559403994627364,0.00000000000000000,-0.23625473303959263,0.20849999992501922
29,-3.92902104141064434,0.47650188817305200,-5.07150836002382555,-2.99573227355399085,-4.00527885420490914,4.59999999999999964,2.08423461216197969,-2.59858954371123163,-4.51061966840930229,0.45921652962005266,-5.05665776318502669,-2.99573227355399085,-4.00136317817726805,4.59999999999999964,2.15113260618826496,-2.59313005763239390,-3.80668103740394859,0.47438735976640534,-5.03501698210919990,-2.99573227355399085,-4.00116560278250155,4.59999999999999964,1.90589373716149790,-2.60090583375722550,2.03876267277129131,0.06980197384824277,0.12092520182836955,0.00000000000000000,0.05051227175807418,0.00000000000000000,1.15221497011660601,0.17649174587951497,0.35559897871848717,-0.00123281020004771,-0.03739063406705766,0.00000000000000000,0.06923604095319572,0.00000000000000000,1.08125427502607740,0.02790647504161209
30,-5.25825810592634380,0.43559003860166928,-4.99570550476143360,-2.99573227355399085,-4.07336553978858174,4.59999999999999964,2.47297653057634115,-2.88341350304948607,-4.68626239768207231,0.44350301558328148,-5.00183622426881769,-2.99573227355399085,-4.06647297958079523,4.59999999999999964,2.59066463096237420,-2.77089004456006593,-4.86999726546921785,0.44605599560857007,-4.98086505155364812,-2.99573227355399085,-4.06744755505265054,4.59999999999999964,2.41313729165328894,-2.84574823500186724,1.38748013535583503,0.06796406176548106,0.10814185911780010,0.00000000000000000,0.04361644988053562,0.00000000000000000,1.32229915327401781,0.27352110949982839,0.17995624944571756,-0.01694632423681871,0.01743090484915159,0.00000000000000000,0.00412623954967282,0.00000000000000000,1.52078629980018376,-0.14985351188605933
31,-1.98176037313358067,0.46558563809046349,-5.00293391603950610,-2.99573227355399085,-3.98452891963766431,4.59999999999999964,2.44771751828879580,-2.79595645809320725,-1.61339819346643454,0.47320377907945127,-5.02696579980942015,-2.99573227355399085,-3.98095209690668206,4.59999999999999964,2.64646558549205446,-2.71571376021521660,-1.60759513713305546,0.46892971295939651,-5.03864781612683288,-2.99573227355399085,-3.99164702905504676,4.59999999999999964,2.28880396984760770,-2.67893413020300120,0.63327503618198921,0.05891066693757901,0.10064745852229452,0.00000000000000000,0.04581975435911328,0.00000000000000000,1.31460199094403496,0.31124676832046377,3.25282045366135408,0.01275443925935098,-0.00769867069145063,0.00000000000000000,0.08964712222378241,0.00000000000000000,1.57658725432986313,-0.09467722754121158
32,-4.47927585043517329,0.44584753013519962,-4.99995531649135216,-2.99573227355399085,-4.10882192609846442,4.59999999999999964,-0.44983853184928307,-2.36000297753513077,-4.47548674794922974,0.44023229256221547,-4.99606366691496540,-2.99573227355399085,-4.10102293879454738,4.59999999999999964,-0.18383967338451979,-2.24428357691699754,-4.21924661770003251,0.45435314423852297,-4.99596813853099420,-2.99573227355399085,-4.10442401054646133,4.59999999999999964,-0.86409924436754748,-2.59710633276629643,1.04462057356911564,0.05425513145648774,0.09831068271483405,0.00000000000000000,0.05785023062277096,0.00000000000000000,1.26282226884857218,0.56204920559933291,0.39073189917855872,-0.02021704725788462,0.02320346220300213,0.00000000000000000,-0.03042371966408040,0.00000000000000000,-1.25371800454670801,0.37675295575701001
33,-3.29253124340953818,0.45202038961764757,-5.00835822345947879,-2.99573227355399085,-4.13769832202973031,4.59999999999999964,-0.32510518807742533,-2.41544953769015613,-3.65508283942306145,0.43715437079839237,-5.00261695720397892,-2.99573227355399085,-4.14493880617768973,4.59999999999999964,-0.25661096909209175,-2.34306859173854320,-2.96010683792685825,0.45095056673020933,-4.98466571488875410,-2.99573227355399085,-4.12026311521773003,4.59999999999999964,-0.80741542064193794,-2.67130352438279894,1.55362645854816162,0.06266587788066787,0.10466932544207594,0.00000000000000000,0.06205962502114706,0.00000000000000000,0.89429138501436489,0.47087405394995069,1.21113580770472629,-0.02329496902170802,0.01665017191398960,0.00000000000000000,-0.07433958704722679,0.00000000000000000,-1.32648930025427991,0.27796794093546356
34,-4.85142963174530539,0.46065186078913933,-5.00547020088804562,-2.99573227355399085,-4.08148988436671178,4.59999999999999964,0.81310496472230143,-2.48707580883901302,-4.93021885045698127,0.46876746132880792,-5.00146631902912109,-2.99573227355399085,-4.09570498699243135,4.59999999999999964,0.44256931668635480,-2.50634784943748379,-4.71616038752138866,0.45679243609113207,-5.00848309959883409,-2.99573227355399085,-4.09041023858812913,4.59999999999999964,0.78021443921250277,-2.64620579624774743,1.96836552088810501,0.05656039441093695,0.10266380055202803,0.00000000000000000,0.07398647493806448,0.00000000000000000,1.63604687663012793,0.57952832349649108,-0.06400020332919232,0.00831812150870756,0.01780081008884923,0.00000000000000000,-0.02510576786196903,0.00000000000000000,-0.62730901447583332,0.11468868323652288
