parameter,value,se_lin,rse_lin
initT_pop,-7.73422137851467,0.605094974898814,7.82360557430825
aS_pop,16.0490367773506,2.93018052987486,18.2576722237319
dS_pop,0.00912309694087836,0.0017286479452505,18.9480387685552
tau_pop,0.05,,
lBt0_pop,-4.90781889740377,0.0681940680332731,1.38949846069805
lp_pop,4.6,,
dI_pop,0.9,,
lk_pop,-3.9468677358139,2.92762341162452,74.1758682476043
lae_pop,0.231854271979721,2.92283390658849,1260.63405329194
f_pop,0.9,,
dp_pop,0.001,,
lw_pop,-0.481618868880218,0.142755837761961,29.6408315757798
dE_pop,1,1.0504242702091e-133,1.0504242702091e-131
lI50_pop,1.38580309048309e-06,1.5178134350127e-05,1095.25909231707
omega_initT,3,,
omega_aS,0.0475643072109141,0.207295569577783,435.821694319174
omega_dS,0.0508513806773596,0.197737179539316,388.853118451028
omega_lBt0,0.0121051865786146,0.124471927436653,1028.25286193068
omega_lk,0.522289676154679,4.97063562897864,951.700915395187
omega_lae,0.670522635607133,3.8805180830407,578.73036299916
omega_lw,0.916231718913588,0.101888843593265,11.1204230862121
omega_dE,142.340653624497,100.650076310779,70.7107026333463
omega_lI50,35.212211976055,7.94383912530958,22.559898056707
a,0.277331235557911,0.0693034959278483,24.9894303425395
b,0.0364494212812571,0.0144068960233476,39.5257195228937
