rep,id_var,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lk_simulated,eta_lae_simulated,eta_lw_simulated,eta_dE_simulated,split,color,filter
2,10,-0.569219,0.0143155,-0.0271562,0,-0.00336833,0,0,-0.355907,All,#4682B4,0
3,10,-2.02314,-0.00643166,-0.00264553,0,0.00973923,0,0,0.255567,All,#4682B4,0
4,10,-2.74161,0.0021819,-0.0247655,0,-0.00780085,0,0,-0.434601,All,#4682B4,0
5,10,-0.972677,-0.0173048,-0.017237,0,0.00599338,0,0,-0.627569,All,#4682B4,0
6,10,-1.65471,0.00830852,-0.0369515,0,0.00359264,0,0,-0.0580474,All,#4682B4,0
7,10,-1.81751,0.0155098,-0.0188158,0,-0.0011696,0,0,-0.126165,All,#4682B4,0
8,10,-2.08821,0.0121014,-0.0158938,0,0.00966817,0,0,-0.379196,All,#4682B4,0
9,10,-1.86199,0.0139594,-0.00951012,0,0.0044228,0,0,-0.304199,All,#4682B4,0
10,10,-0.724482,-0.00756041,-0.0358899,0,0.000516046,0,0,-0.749492,All,#4682B4,0
1,11,2.67349,-0.0395503,-0.0494951,0,-0.00367515,0,0,-0.542089,All,#4682B4,0
2,11,3.38701,0.0239028,-0.013571,0,0.000388045,0,0,-0.376488,All,#4682B4,0
3,11,2.74156,-0.00132632,-0.0149902,0,-0.0108104,0,0,-0.337673,All,#4682B4,0
4,11,3.29075,0.0145331,-0.0244107,0,-0.00585937,0,0,-0.205124,All,#4682B4,0
5,11,1.34664,-0.00492557,0.0113116,0,-0.00109419,0,0,-0.621636,All,#4682B4,0
6,11,3.98809,0.00963565,0.00523556,0,-0.00425007,0,0,-0.886671,All,#4682B4,0
7,11,2.60918,-0.000198732,-0.00515557,0,0.00514256,0,0,-0.420232,All,#4682B4,0
8,11,2.84581,0.0231852,0.0243796,0,0.00556747,0,0,-0.567772,All,#4682B4,0
9,11,2.23477,-0.0130545,-0.0101764,0,-0.00262365,0,0,-0.260152,All,#4682B4,0
10,11,2.27128,-0.0235726,0.0144248,0,0.00557516,0,0,-0.764818,All,#4682B4,0
1,12,-0.808736,0.00768178,0.0668932,0,0.00319661,0,0,-0.481312,All,#4682B4,0
2,12,-2.33322,-0.00340684,0.0195093,0,-0.0125568,0,0,-0.305884,All,#4682B4,0
3,12,-4.14884,-0.0110459,0.015245,0,-0.0116546,0,0,0.441907,All,#4682B4,0
4,12,2.12181,-0.00332823,-0.0298167,0,0.0143636,0,0,0.633375,All,#4682B4,0
5,12,-3.3479,-0.00844901,0.00379812,0,-0.00355856,0,0,0.533357,All,#4682B4,0
6,12,0.621558,0.00236571,0.00204102,0,-0.00373309,0,0,0.280539,All,#4682B4,0
7,12,-1.13986,-0.00265757,-0.0372405,0,-0.00128557,0,0,-0.797455,All,#4682B4,0
8,12,0.728229,0.0166296,0.00342293,0,0.0123314,0,0,0.19821,All,#4682B4,0
9,12,-2.54239,-0.0145955,-0.0172685,0,-0.000966168,0,0,0.645141,All,#4682B4,0
10,12,-0.558153,0.0265922,0.0120294,0,-0.00765281,0,0,0.461191,All,#4682B4,0
1,13,-0.886342,-0.00801901,0.0338352,0,0.00421189,0,0,0.662301,All,#4682B4,0
2,13,1.36281,-0.0113148,-0.0357664,0,0.000311119,0,0,0.860316,All,#4682B4,0
3,13,-3.75016,0.0182728,0.0465121,0,-0.00699573,0,0,0.695872,All,#4682B4,0
4,13,-0.155295,0.0306229,0.0459214,0,-0.00321111,0,0,0.899182,All,#4682B4,0
5,13,-1.88989,-0.0262749,0.0262244,0,-0.009355,0,0,0.628104,All,#4682B4,0
6,13,-2.03145,-0.0170348,-0.00455962,0,0.0065415,0,0,1.33974,All,#4682B4,0
7,13,-2.88872,-0.00282406,-0.0155965,0,0.00395297,0,0,0.736972,All,#4682B4,0
8,13,1.11306,0.021766,0.0104464,0,-0.00788549,0,0,0.721281,All,#4682B4,0
9,13,3.42555,0.00252115,-0.0153414,0,-0.0109592,0,0,-0.213702,All,#4682B4,0
10,13,-4.85546,0.00862171,0.0334236,0,0.00424651,0,0,0.865027,All,#4682B4,0
1,14,1.48162,0.00556184,0.0275854,0,0.00103724,0,0,0.980431,All,#4682B4,0
2,14,2.827,0.00374261,0.00384139,0,0.0165007,0,0,1.3674,All,#4682B4,0
3,14,3.12568,0.019324,0.00196213,0,-0.0139631,0,0,0.885469,All,#4682B4,0
4,14,3.28386,0.00780818,0.0225577,0,0.00208455,0,0,0.712619,All,#4682B4,0
5,14,3.35725,-0.00250754,-0.00927899,0,-0.00289756,0,0,-0.179821,All,#4682B4,0
6,14,2.00614,-0.0154792,0.00382773,0,-0.000201675,0,0,0.651674,All,#4682B4,0
7,14,5.46717,-0.00868738,-0.0777714,0,0.00372577,0,0,0.452717,All,#4682B4,0
8,14,4.35848,-0.00782109,-0.0611843,0,0.00714313,0,0,0.581833,All,#4682B4,0
9,14,4.63495,0.0122964,0.0285799,0,0.00512314,0,0,0.593184,All,#4682B4,0
10,14,3.16594,0.036495,-0.00450171,0,-0.00393592,0,0,0.699226,All,#4682B4,0
1,15,0.292181,0.00820949,0.00252762,0,0.00776298,0,0,-0.585457,All,#4682B4,0
2,15,1.23666,0.00473504,0.0232412,0,-0.00276978,0,0,-0.0236636,All,#4682B4,0
3,15,1.27555,0.0102802,0.0181452,0,0.000104085,0,0,0.0315406,All,#4682B4,0
4,15,-0.155245,-0.0156589,0.0094386,0,-0.00431952,0,0,-0.465899,All,#4682B4,0
5,15,-1.14738,-0.00808264,0.0397207,0,-0.0020623,0,0,-0.735611,All,#4682B4,0
6,15,0.176286,0.00246005,-0.030766,0,-0.0116311,0,0,-0.144476,All,#4682B4,0
7,15,0.965816,-0.00265548,0.0115541,0,0.0058426,0,0,-0.344369,All,#4682B4,0
8,15,2.60637,-0.0025058,-0.0509105,0,0.0047016,0,0,-0.490269,All,#4682B4,0
9,15,2.19063,0.00359297,-0.0259402,0,-0.00394099,0,0,0.00290228,All,#4682B4,0
10,15,1.77101,-0.0127419,-0.00613245,0,0.0107192,0,0,-0.835555,All,#4682B4,0
1,16,3.37104,-0.0110111,0.0106151,0,0.0140524,0,0,0.0672545,All,#4682B4,0
2,16,2.72135,0.0131986,0.0284518,0,-0.00113737,0,0,0.0675822,All,#4682B4,0
3,16,4.70113,0.0196419,-0.0189801,0,0.0111386,0,0,-1.22406,All,#4682B4,0
4,16,2.71682,0.0277321,0.032759,0,-0.00461383,0,0,-0.109514,All,#4682B4,0
5,16,1.32124,-0.000609666,0.00586568,0,-0.000875034,0,0,0.0301879,All,#4682B4,0
6,16,4.69606,-0.00582809,-0.00596911,0,0.0176793,0,0,-0.596477,All,#4682B4,0
7,16,3.94144,0.0128099,-0.0167075,0,0.00836348,0,0,0.110382,All,#4682B4,0
8,16,0.43264,0.00171577,0.042327,0,-0.0163149,0,0,-1.25523,All,#4682B4,0
9,16,0.414443,-0.0266149,0.0361684,0,0.00370604,0,0,0.0342038,All,#4682B4,0
10,16,4.80982,0.0151704,-0.00170974,0,0.00614089,0,0,-0.0559979,All,#4682B4,0
1,17,-1.1683,-0.00929471,0.0546643,0,0.0152158,0,0,-0.0916587,All,#4682B4,0
2,17,-0.0333938,0.00984597,-0.000850441,0,0.00183675,0,0,0.430003,All,#4682B4,0
3,17,0.447551,0.00372811,0.005616,0,-0.00243223,0,0,-0.285216,All,#4682B4,0
4,17,-0.510984,-0.00812599,-0.000516649,0,0.00280095,0,0,-0.645547,All,#4682B4,0
5,17,-2.37795,0.0216174,0.069635,0,-0.00770546,0,0,0.285431,All,#4682B4,0
6,17,1.07856,-0.00251828,-0.0430787,0,-0.00337569,0,0,0.211274,All,#4682B4,0
7,17,0.845091,0.0219722,0.0229342,0,-0.00417468,0,0,0.0155095,All,#4682B4,0
8,17,1.21009,-0.00596125,-0.00312691,0,0.000557473,0,0,-0.0579599,All,#4682B4,0
9,17,-2.23761,-0.0139903,-0.0175124,0,-0.000188856,0,0,0.14476,All,#4682B4,0
10,17,1.89423,-0.0078152,-0.0523618,0,-0.00230957,0,0,-0.302626,All,#4682B4,0
1,18,8.71554,-0.0032358,0.0363785,0,0.00277081,0,0,0.684811,All,#4682B4,0
2,18,5.04727,0.0160211,0.0581,0,1.00087e-05,0,0,0.730675,All,#4682B4,0
3,18,9.26873,0.0198044,0.0317058,0,-0.0125774,0,0,0.30203,All,#4682B4,0
4,18,7.97255,-0.0140999,0.00709861,0,0.00271998,0,0,0.412528,All,#4682B4,0
5,18,9.81013,-0.000401176,0.0182507,0,0.00683639,0,0,-0.0635272,All,#4682B4,0
6,18,10.1634,0.011298,-0.0021219,0,-0.00541165,0,0,-0.134833,All,#4682B4,0
7,18,6.81414,-0.0133093,-0.00773554,0,-0.00394728,0,0,0.534746,All,#4682B4,0
8,18,8.41991,-0.0421053,0.0208343,0,-0.00177077,0,0,-0.52243,All,#4682B4,0
9,18,6.90696,-0.00695842,0.087669,0,-0.00267029,0,0,0.196826,All,#4682B4,0
10,18,8.80931,-0.0145039,0.00940591,0,-0.00659919,0,0,0.0687017,All,#4682B4,0
1,19,-4.136,-0.0346486,0.0392543,0,-0.0039638,0,0,0.0359529,All,#4682B4,0
2,19,-1.79039,0.00195363,-0.0386645,0,0.00337336,0,0,-0.520051,All,#4682B4,0
3,19,-2.65257,0.0045407,-0.0172176,0,-0.00477351,0,0,0.314533,All,#4682B4,0
4,19,-3.50143,0.007285,-0.0412348,0,-0.013499,0,0,-0.149481,All,#4682B4,0
5,19,-3.61797,0.0157699,0.00587216,0,0.000303508,0,0,-0.424273,All,#4682B4,0
6,19,-6.07127,0.00194433,0.0115055,0,-0.00706658,0,0,-0.649707,All,#4682B4,0
7,19,-6.49326,0.00725399,0.0411513,0,-0.00565867,0,0,0.399673,All,#4682B4,0
8,19,-4.01337,0.0202378,-0.012788,0,-0.0109087,0,0,0.158817,All,#4682B4,0
9,19,-8.42209,-0.0122179,0.0104306,0,-0.00437264,0,0,-0.314689,All,#4682B4,0
10,19,-4.37801,-0.00160941,0.029235,0,0.00226133,0,0,-0.318503,All,#4682B4,0
1,20,1.32116,0.00549377,-0.00783762,0,0.00919148,0,0,-0.609454,All,#4682B4,0
2,20,2.73129,0.0145263,-0.011548,0,0.00742534,0,0,-0.676653,All,#4682B4,0
3,20,0.0270806,-0.0390151,-0.0104302,0,0.00801246,0,0,-0.454393,All,#4682B4,0
4,20,3.34262,-0.0137139,-0.0605123,0,-0.00516096,0,0,-0.111894,All,#4682B4,0
5,20,-0.261278,0.00195406,0.027434,0,0.00585727,0,0,0.351095,All,#4682B4,0
6,20,1.01744,0.0194478,0.00625435,0,-0.00739956,0,0,0.123479,All,#4682B4,0
7,20,1.3141,-0.00667157,-0.00295194,0,0.00773846,0,0,-0.364146,All,#4682B4,0
8,20,1.39093,0.0365678,-0.0181039,0,-0.00391932,0,0,0.421247,All,#4682B4,0
9,20,-0.372203,-0.033336,0.00921264,0,-0.00745023,0,0,-0.296515,All,#4682B4,0
10,20,-1.54454,0.00943304,0.0358112,0,-0.0041934,0,0,-0.73827,All,#4682B4,0
1,21,-0.401933,-0.000793989,0.00262349,0,0.0122633,0,0,0.663592,All,#4682B4,0
2,21,1.57564,0.0217384,-0.0806939,0,-0.00481957,0,0,0.490986,All,#4682B4,0
3,21,-2.30957,-0.0132687,-0.0250802,0,0.004854,0,0,-0.392467,All,#4682B4,0
4,21,-0.748615,-0.0146566,-0.0162728,0,0.00555168,0,0,0.394843,All,#4682B4,0
5,21,-0.0732664,-0.0152151,-0.0656505,0,0.000245375,0,0,-0.597843,All,#4682B4,0
6,21,-4.74734,-0.0162674,0.0149367,0,-0.0043517,0,0,-0.0871617,All,#4682B4,0
7,21,-2.53023,0.0101817,0.00310862,0,-0.00205426,0,0,1.18646,All,#4682B4,0
8,21,-2.40901,-0.00968743,0.0135779,0,0.00278896,0,0,0.550741,All,#4682B4,0
9,21,-3.39707,-0.00998778,-0.024099,0,-0.000786696,0,0,0.0783065,All,#4682B4,0
10,21,-1.73554,-0.00119606,0.00153287,0,0.00169523,0,0,0.166278,All,#4682B4,0
1,22,-6.89986,0.0417981,-0.0069591,0,-0.00934777,0,0,0.53826,All,#4682B4,0
2,22,-4.34085,0.0118129,0.0236997,0,-0.000247983,0,0,0.0379116,All,#4682B4,0
3,22,-5.89666,0.00700625,-0.0632136,0,-0.00228756,0,0,0.630077,All,#4682B4,0
4,22,-4.31889,0.0106926,-0.0325196,0,0.000793765,0,0,0.532699,All,#4682B4,0
5,22,-4.87089,0.00855793,0.00526058,0,-0.000828548,0,0,0.44144,All,#4682B4,0
6,22,-2.84098,0.0147042,-0.0518663,0,0.00283221,0,0,0.000541113,All,#4682B4,0
7,22,-2.39759,-0.00727311,-0.0551348,0,0.00747584,0,0,0.879577,All,#4682B4,0
8,22,-6.26471,0.0205277,-0.00231035,0,0.00234175,0,0,-0.29995,All,#4682B4,0
9,22,-3.38705,0.00770782,-0.035332,0,0.00929457,0,0,0.430569,All,#4682B4,0
10,22,-5.95947,-0.0183074,-0.0203807,0,-0.00900357,0,0,-0.38439,All,#4682B4,0
1,23,-0.35615,-0.00085166,0.0235975,0,0.00752566,0,0,-0.61636,All,#4682B4,0
2,23,-0.0457948,0.0101025,-0.0471078,0,-0.00954451,0,0,-0.739923,All,#4682B4,0
3,23,-0.17377,-0.00794822,-0.0202735,0,0.00438466,0,0,-0.763079,All,#4682B4,0
4,23,-0.566019,0.0125258,0.0293208,0,-0.00142439,0,0,-0.705158,All,#4682B4,0
5,23,-2.77516,0.00978962,0.0310591,0,-0.00117779,0,0,-0.641994,All,#4682B4,0
6,23,-4.51738,0.00787722,0.0097978,0,-0.00133555,0,0,-0.00733933,All,#4682B4,0
7,23,0.66234,-0.0117381,-0.044605,0,0.0114115,0,0,-0.157269,All,#4682B4,0
8,23,1.08476,-0.00921388,-0.0633109,0,-0.00491958,0,0,-0.375091,All,#4682B4,0
9,23,-3.07438,-0.0207609,0.0173146,0,0.00134435,0,0,0.0488771,All,#4682B4,0
10,23,-1.87145,-0.0187115,-0.0338318,0,-0.00478713,0,0,-1.46241,All,#4682B4,0
1,24,0.102959,0.015222,0.0154911,0,-0.00513628,0,0,-0.749715,All,#4682B4,0
2,24,0.168608,0.0191908,0.00781673,0,0.007111,0,0,-0.321945,All,#4682B4,0
3,24,-0.00287851,0.00760872,-0.0168623,0,0.0044556,0,0,0.363848,All,#4682B4,0
4,24,-0.72286,0.00236043,0.0334928,0,0.0195898,0,0,-0.30472,All,#4682B4,0
5,24,1.39072,0.00974426,-0.0209077,0,0.00410552,0,0,0.399207,All,#4682B4,0
6,24,-3.0802,0.00384501,0.0255566,0,-0.00751549,0,0,-0.301072,All,#4682B4,0
7,24,-0.349556,-0.0114252,0.0352422,0,-0.00429383,0,0,-0.699128,All,#4682B4,0
8,24,1.58628,0.017743,0.0168487,0,0.000822347,0,0,-0.750182,All,#4682B4,0
9,24,2.928,0.0111259,0.00447887,0,0.0179067,0,0,-0.480947,All,#4682B4,0
10,24,0.443772,0.0154238,0.0133666,0,0.00320571,0,0,-0.506575,All,#4682B4,0
1,25,-0.705419,0.00851784,0.0068354,0,-0.00851317,0,0,-0.291268,All,#4682B4,0
2,25,-0.536526,0.000601313,-0.00757974,0,-0.012656,0,0,0.993521,All,#4682B4,0
3,25,-3.99518,0.000960293,0.0534917,0,0.00216496,0,0,1.20806,All,#4682B4,0
4,25,-0.00133912,-0.0181178,0.0142104,0,-0.00271196,0,0,0.289266,All,#4682B4,0
5,25,-4.21007,0.01731,-0.0404456,0,0.00194076,0,0,1.21893,All,#4682B4,0
6,25,-6.19194,-0.0206665,-0.0563915,0,-0.00672314,0,0,1.03906,All,#4682B4,0
7,25,-2.2001,-0.0136163,-0.0512821,0,0.00606821,0,0,0.816397,All,#4682B4,0
8,25,-3.00153,0.00723998,0.00246574,0,0.004152,0,0,0.770064,All,#4682B4,0
9,25,-1.92102,-0.00110263,0.0526786,0,0.00399694,0,0,0.303064,All,#4682B4,0
10,25,0.255613,0.0141706,-0.0310884,0,0.00345523,0,0,0.681393,All,#4682B4,0
1,26,-1.02462,0.00367182,-0.0424713,0,0.00713975,0,0,0.763423,All,#4682B4,0
2,26,-0.978421,0.0221932,-0.0252869,0,0.00453032,0,0,0.194998,All,#4682B4,0
3,26,-4.66619,0.0130663,-0.02661,0,-0.00937128,0,0,0.492623,All,#4682B4,0
4,26,-4.39129,0.0118089,0.00708224,0,-0.00615919,0,0,0.101049,All,#4682B4,0
5,26,-2.86851,-0.0101496,0.03412,0,0.000649483,0,0,-0.353425,All,#4682B4,0
6,26,-5.09282,-0.00246097,-0.0291562,0,-0.00882544,0,0,0.775594,All,#4682B4,0
7,26,-3.16047,0.00550399,-0.0140881,0,0.0135606,0,0,0.58863,All,#4682B4,0
8,26,-2.96835,0.00283209,-0.0604771,0,0.00583399,0,0,0.527411,All,#4682B4,0
9,26,-4.04282,0.00636614,0.0296869,0,0.00909133,0,0,0.318967,All,#4682B4,0
10,26,-2.72247,0.0102828,-0.011729,0,0.00228004,0,0,-0.246024,All,#4682B4,0
1,27,-0.853962,-0.00761321,0.0049108,0,-0.00847084,0,0,-0.107752,All,#4682B4,0
2,27,0.640257,-0.0126084,-0.0219577,0,0.00226428,0,0,-0.343137,All,#4682B4,0
3,27,-1.9172,0.0226211,0.0230455,0,0.00174407,0,0,-1.24104,All,#4682B4,0
4,27,-0.941931,0.0242164,0.0379707,0,0.00114926,0,0,-0.633913,All,#4682B4,0
5,27,-1.38772,-0.0241499,0.0178349,0,-0.00488123,0,0,-1.21204,All,#4682B4,0
6,27,-0.649869,0.0112037,-0.0252112,0,-0.00194507,0,0,-0.355891,All,#4682B4,0
7,27,-2.393,-0.00960735,0.0181216,0,-0.00208332,0,0,-1.11386,All,#4682B4,0
8,27,-1.19197,-0.0392781,-0.0314721,0,0.00287542,0,0,0.291214,All,#4682B4,0
9,27,0.0341584,-0.00148287,-0.0085818,0,-0.00896777,0,0,-0.824505,All,#4682B4,0
10,27,-0.957284,-0.00134807,0.0129197,0,0.000262817,0,0,-0.809681,All,#4682B4,0
1,28,2.21458,0.0301946,-0.0215262,0,-8.45003e-05,0,0,-0.374161,All,#4682B4,0
2,28,2.87276,0.0377406,0.00955697,0,0.00838461,0,0,-1.29875,All,#4682B4,0
3,28,0.891668,0.0307871,0.0342417,0,0.00173135,0,0,-0.225399,All,#4682B4,0
4,28,-0.198106,0.000697877,-0.00937328,0,-0.00806201,0,0,-0.706642,All,#4682B4,0
5,28,1.22667,0.0149374,-0.00312925,0,-0.0134183,0,0,-0.128789,All,#4682B4,0
6,28,3.10211,0.025372,-0.00777548,0,0.00850255,0,0,-0.331997,All,#4682B4,0
7,28,0.0776225,-0.00904784,-0.0231061,0,-0.00802367,0,0,-0.330514,All,#4682B4,0
8,28,-0.28422,-0.0151865,0.0109962,0,-0.00809741,0,0,-0.37418,All,#4682B4,0
9,28,1.69657,0.00483634,0.0133976,0,-0.00537419,0,0,-0.552815,All,#4682B4,0
10,28,1.46033,0.00333103,-0.00588357,0,0.0109954,0,0,0.194292,All,#4682B4,0
1,29,-3.77793,0.0164426,0.0111101,0,-0.00026533,0,0,0.318188,All,#4682B4,0
2,29,-5.72254,0.00190851,-0.0440972,0,-0.0115115,0,0,0.111016,All,#4682B4,0
3,29,-4.6081,0.010846,0.0234248,0,-0.000447398,0,0,0.12902,All,#4682B4,0
4,29,-6.88325,0.00469219,0.0352459,0,0.00134599,0,0,0.0638881,All,#4682B4,0
5,29,-5.81952,-0.0246484,-0.00888477,0,0.00365549,0,0,0.843705,All,#4682B4,0
6,29,-2.63113,0.0131695,-0.00676094,0,-0.00139484,0,0,0.15297,All,#4682B4,0
7,29,-2.98326,-0.018139,-0.0285389,0,0.00864831,0,0,-0.197902,All,#4682B4,0
8,29,-5.25346,0.00812913,0.0129898,0,0.0106357,0,0,0.0164041,All,#4682B4,0
9,29,-5.74136,0.00893634,-0.0344463,0,-0.0137358,0,0,0.46054,All,#4682B4,0
10,29,-3.45007,0.00878981,-0.0406983,0,0.00408039,0,0,-0.204674,All,#4682B4,0
1,30,4.10272,0.020605,0.00575818,0,0.000717481,0,0,0.670016,All,#4682B4,0
2,30,-1.25212,-0.00769925,0.026824,0,-0.0020854,0,0,0.275736,All,#4682B4,0
3,30,3.25766,0.00887593,-0.0373747,0,0.00663761,0,0,0.734791,All,#4682B4,0
4,30,2.11237,0.00440528,0.0253091,0,0.00619515,0,0,-0.486198,All,#4682B4,0
5,30,-1.15195,-0.0366389,0.0105616,0,-0.0111618,0,0,-0.238975,All,#4682B4,0
6,30,2.11668,0.0210703,-0.0107495,0,-0.0108908,0,0,0.452246,All,#4682B4,0
7,30,0.89196,-0.0173224,0.0495382,0,0.0119,0,0,-0.938229,All,#4682B4,0
8,30,1.98456,0.0251533,-0.0120766,0,-0.0120704,0,0,0.0882843,All,#4682B4,0
9,30,-0.360626,0.0023646,0.0414816,0,0.000671531,0,0,-0.924943,All,#4682B4,0
10,30,0.229355,-0.00361432,-0.0229556,0,-0.0078197,0,0,-0.00166011,All,#4682B4,0
1,31,-0.51167,-0.0314908,-0.0073534,0,-0.00792033,0,0,0.0768603,All,#4682B4,0
2,31,0.777896,-0.000738356,0.0298391,0,0.00541339,0,0,0.198741,All,#4682B4,0
3,31,1.10347,0.00228838,-0.0353343,0,0.0105613,0,0,-0.255362,All,#4682B4,0
4,31,2.21835,-0.00595733,-0.025257,0,0.00646066,0,0,0.0894224,All,#4682B4,0
5,31,0.719201,0.0103941,0.0129265,0,-0.000262962,0,0,0.188468,All,#4682B4,0
6,31,-1.84881,-0.0261122,0.00316798,0,-0.00185307,0,0,-0.684361,All,#4682B4,0
7,31,0.750671,0.00658207,-0.006518,0,-0.00304039,0,0,-0.369847,All,#4682B4,0
8,31,-1.13455,-0.00153007,0.011553,0,0.0125583,0,0,0.378958,All,#4682B4,0
9,31,0.985297,0.0129306,0.00852255,0,0.0122193,0,0,0.530203,All,#4682B4,0
10,31,-2.43876,-0.0193744,0.025025,0,-0.00930196,0,0,-0.199923,All,#4682B4,0
1,32,-11.7255,-0.00515878,-0.0125968,0,0.00261921,0,0,-0.46583,All,#4682B4,0
2,32,-6.84942,0.0100084,-0.0616086,0,-0.00854596,0,0,0.664718,All,#4682B4,0
3,32,-8.95176,0.0176362,-0.0507611,0,-0.0117122,0,0,0.22397,All,#4682B4,0
4,32,-4.87668,0.0224647,-0.0640818,0,-0.000375906,0,0,-0.558282,All,#4682B4,0
5,32,-5.93775,0.0145801,-0.018023,0,0.00845334,0,0,-0.340918,All,#4682B4,0
6,32,-10.0518,0.0194018,-0.0186607,0,0.018603,0,0,-0.899582,All,#4682B4,0
7,32,-5.73588,0.0133758,0.0292319,0,-0.0026467,0,0,-0.582126,All,#4682B4,0
8,32,-11.5902,-0.0120967,-0.00791072,0,0.00423043,0,0,-0.601699,All,#4682B4,0
9,32,-7.34656,0.00760075,0.0111879,0,0.0182447,0,0,-0.77773,All,#4682B4,0
10,32,-10.563,0.00625616,-0.0547932,0,-0.00896554,0,0,-0.582538,All,#4682B4,0
1,33,3.0886,0.0251056,-0.0390697,0,0.00201182,0,0,-0.81505,All,#4682B4,0
2,33,-0.577466,0.0197353,-0.00210001,0,0.00842171,0,0,0.447665,All,#4682B4,0
3,33,1.113,0.00214149,-0.0146696,0,-0.00374397,0,0,0.129989,All,#4682B4,0
4,33,3.63213,0.0217255,-0.0544058,0,0.00260862,0,0,-0.252812,All,#4682B4,0
5,33,0.33949,0.0251312,-0.0027997,0,-0.00282284,0,0,0.288959,All,#4682B4,0
6,33,0.142098,-0.0217495,0.0113085,0,0.00337625,0,0,0.0941807,All,#4682B4,0
7,33,-1.40302,-0.000358909,0.0303853,0,-0.0113003,0,0,0.074884,All,#4682B4,0
8,33,-1.87318,-0.00744081,0.0559675,0,-0.00203617,0,0,0.423172,All,#4682B4,0
9,33,-2.23766,-0.00497729,0.0383767,0,-0.0037769,0,0,0.372299,All,#4682B4,0
10,33,1.48359,0.00672059,0.00455172,0,0.00485304,0,0,-0.959271,All,#4682B4,0
1,34,0.315787,-0.00630803,-0.0121238,0,-0.0087025,0,0,0.252395,All,#4682B4,0
2,34,-0.114386,0.0109913,-0.0239056,0,-0.00520145,0,0,0.446171,All,#4682B4,0
3,34,-2.09878,0.00902711,0.00039205,0,-0.00635169,0,0,0.363085,All,#4682B4,0
4,34,-3.52004,-0.00681294,0.0331178,0,0.00981854,0,0,0.330396,All,#4682B4,0
5,34,-0.0930042,0.00695431,-0.0125507,0,-0.00370164,0,0,0.436824,All,#4682B4,0
6,34,1.4678,-0.0281929,0.00795425,0,0.0106228,0,0,0.808276,All,#4682B4,0
7,34,-0.978874,0.0285942,0.0313308,0,-0.00224464,0,0,0.517345,All,#4682B4,0
8,34,-0.344083,-0.00075426,-0.0152356,0,0.00747889,0,0,0.551116,All,#4682B4,0
9,34,-0.737971,-0.0237203,-0.00668254,0,0.00237962,0,0,0.291632,All,#4682B4,0
10,34,-0.564112,0.00790544,0.0317621,0,-0.000767823,0,0,0.353072,All,#4682B4,0
