aS_vs_dE_abscissa,aS_vs_dE_spline,aS_vs_dE_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_lae_abscissa,aS_vs_lae_spline,aS_vs_lae_regression,aS_vs_lk_abscissa,aS_vs_lk_spline,aS_vs_lk_regression,aS_vs_lw_abscissa,aS_vs_lw_spline,aS_vs_lw_regression,dE_vs_aS_abscissa,dE_vs_aS_spline,dE_vs_aS_regression,dE_vs_dS_abscissa,dE_vs_dS_spline,dE_vs_dS_regression,dE_vs_initT_abscissa,dE_vs_initT_spline,dE_vs_initT_regression,dE_vs_lBt0_abscissa,dE_vs_lBt0_spline,dE_vs_lBt0_regression,dE_vs_lae_abscissa,dE_vs_lae_spline,dE_vs_lae_regression,dE_vs_lk_abscissa,dE_vs_lk_spline,dE_vs_lk_regression,dE_vs_lw_abscissa,dE_vs_lw_spline,dE_vs_lw_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dE_abscissa,dS_vs_dE_spline,dS_vs_dE_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_lae_abscissa,dS_vs_lae_spline,dS_vs_lae_regression,dS_vs_lk_abscissa,dS_vs_lk_spline,dS_vs_lk_regression,dS_vs_lw_abscissa,dS_vs_lw_spline,dS_vs_lw_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dE_abscissa,initT_vs_dE_spline,initT_vs_dE_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_lae_abscissa,initT_vs_lae_spline,initT_vs_lae_regression,initT_vs_lk_abscissa,initT_vs_lk_spline,initT_vs_lk_regression,initT_vs_lw_abscissa,initT_vs_lw_spline,initT_vs_lw_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dE_abscissa,lBt0_vs_dE_spline,lBt0_vs_dE_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_lae_abscissa,lBt0_vs_lae_spline,lBt0_vs_lae_regression,lBt0_vs_lk_abscissa,lBt0_vs_lk_spline,lBt0_vs_lk_regression,lBt0_vs_lw_abscissa,lBt0_vs_lw_spline,lBt0_vs_lw_regression,lae_vs_aS_abscissa,lae_vs_aS_spline,lae_vs_aS_regression,lae_vs_dE_abscissa,lae_vs_dE_spline,lae_vs_dE_regression,lae_vs_dS_abscissa,lae_vs_dS_spline,lae_vs_dS_regression,lae_vs_initT_abscissa,lae_vs_initT_spline,lae_vs_initT_regression,lae_vs_lBt0_abscissa,lae_vs_lBt0_spline,lae_vs_lBt0_regression,lae_vs_lk_abscissa,lae_vs_lk_spline,lae_vs_lk_regression,lae_vs_lw_abscissa,lae_vs_lw_spline,lae_vs_lw_regression,lk_vs_aS_abscissa,lk_vs_aS_spline,lk_vs_aS_regression,lk_vs_dE_abscissa,lk_vs_dE_spline,lk_vs_dE_regression,lk_vs_dS_abscissa,lk_vs_dS_spline,lk_vs_dS_regression,lk_vs_initT_abscissa,lk_vs_initT_spline,lk_vs_initT_regression,lk_vs_lBt0_abscissa,lk_vs_lBt0_spline,lk_vs_lBt0_regression,lk_vs_lae_abscissa,lk_vs_lae_spline,lk_vs_lae_regression,lk_vs_lw_abscissa,lk_vs_lw_spline,lk_vs_lw_regression,lw_vs_aS_abscissa,lw_vs_aS_spline,lw_vs_aS_regression,lw_vs_dE_abscissa,lw_vs_dE_spline,lw_vs_dE_regression,lw_vs_dS_abscissa,lw_vs_dS_spline,lw_vs_dS_regression,lw_vs_initT_abscissa,lw_vs_initT_spline,lw_vs_initT_regression,lw_vs_lBt0_abscissa,lw_vs_lBt0_spline,lw_vs_lBt0_regression,lw_vs_lae_abscissa,lw_vs_lae_spline,lw_vs_lae_regression,lw_vs_lk_abscissa,lw_vs_lk_spline,lw_vs_lk_regression
-1.67688,2.60097e-05,0.000233413,-0.0619869,0.00230113,0.00103754,-9.29344,0.00378823,-0.00247731,-0.0133581,0.00319661,0.00158245,-0.375819,0.00722136,0.00275587,-1.14429,0.00274598,0.00132024,-1.33852,-0.00155084,0.00173913,-0.0323167,-0.175787,-0.160246,-0.0619869,0.0969329,0.133272,-9.29344,0.506549,0.244136,-0.0133581,-0.0870705,-0.197259,-0.375819,-0.290416,-0.0964382,-1.14429,0.435327,0.690616,-1.33852,0.443099,0.495281,-0.0323167,0.00219827,-0.000413573,-1.67688,-0.00102358,0.00223244,-9.29344,-0.0138017,0.00306096,-0.0133581,-0.00278059,0.000325261,-0.375819,0.00377708,0.00028869,-1.14429,0.0093262,0.00230776,-1.33852,-0.00426258,-0.00622196,-0.0323167,-1.07485,-0.631979,-1.67688,-0.125597,0.434672,-0.0619869,-0.211684,0.361261,-0.0133581,-0.454085,-0.72043,-0.375819,-0.539076,0.412774,-1.14429,0.240067,0.539497,-1.33852,-2.15672,-1.12305,-0.0323167,0.0020543,0.000891714,-1.67688,0.00105274,-7.64543e-05,-0.0619869,0.000513298,0.00079199,-9.29344,0.000633433,-0.00181433,-0.375819,0.000894009,0.0010531,-1.14429,0.00125782,0.000312621,-1.33852,0.003314,0.00213182,-0.0323167,0.00168483,0.0424133,-1.67688,-0.00880449,0.0235267,-0.0619869,0.00900295,0.0299127,-9.29344,0.0736027,0.0454804,-0.0133581,0.00192716,0.0341061,-1.14429,-0.0127345,0.00614095,-1.33852,0.0528648,0.0139415,-0.0323167,0.0170412,0.0485341,-1.67688,0.326367,0.230476,-0.0619869,0.0624806,0.0875905,-9.29344,-0.162257,0.13459,-0.0133581,0.0726724,0.0236278,-0.375819,0.114376,-0.039765,-1.33852,0.221949,0.043968,-0.0323167,0.0132777,0.0156985,-1.67688,0.407903,0.145814,-0.0619869,-0.100291,-0.128545,-9.29344,-0.492119,-0.252659,-0.0133581,0.104004,0.0910963,-0.375819,-0.144509,-0.0659448,-1.14429,0.178514,-0.00584682
-1.61485,-0.0015027,0.000255596,-0.0602863,0.00245897,0.00103103,-9.07234,0.00390197,-0.00239912,-0.0128967,0.00374773,0.00155638,-0.366815,0.00639518,0.00271195,-1.11537,0.00255653,0.00130752,-1.30457,-0.000958617,0.00171502,-0.0313146,-0.190078,-0.157899,-0.0602863,0.0893877,0.127263,-9.07234,0.507707,0.236348,-0.0128967,-0.131772,-0.193424,-0.366815,-0.242467,-0.0961287,-1.11537,0.430173,0.671577,-1.30457,0.46577,0.480388,-0.0313146,0.00288088,-0.000427412,-1.61485,0.00125115,0.0021117,-9.07234,-0.0124381,0.00296726,-0.0128967,-0.00460924,0.000285224,-0.366815,0.00238222,0.000262604,-1.11537,0.00912078,0.0022295,-1.30457,-0.00443446,-0.00608407,-0.0313146,-0.959559,-0.613347,-1.61485,1.16568,0.41713,-0.0602863,-0.502394,0.350758,-0.0128967,-0.361428,-0.69686,-0.366815,-0.493643,0.403124,-1.11537,0.126393,0.525814,-1.30457,-2.0727,-1.09453,-0.0313146,0.00206174,0.000877639,-1.61485,0.000864552,-5.68839e-05,-0.0602863,0.000251243,0.000781821,-9.07234,0.000682321,-0.00176092,-0.366815,0.000966665,0.00103901,-1.11537,0.00167165,0.000315426,-1.30457,0.00289531,0.00208788,-0.0313146,-0.000646274,0.04187,-1.61485,-0.0146835,0.0235629,-0.0602863,0.0153853,0.0297609,-9.07234,0.0715992,0.0449793,-0.0128967,0.00607024,0.0337832,-1.11537,-0.00708453,0.0065919,-1.30457,0.0460685,0.0142124,-0.0313146,0.0245841,0.0479837,-1.61485,0.270059,0.22269,-0.0602863,0.087304,0.0859975,-9.07234,-0.139844,0.132105,-0.0128967,0.0637029,0.0238526,-0.366815,0.0999701,-0.0381879,-1.30457,0.222122,0.0436169,-0.0313146,0.0228525,0.0145867,-1.61485,0.342717,0.139322,-0.0602863,-0.135221,-0.125553,-9.07234,-0.471781,-0.247139,-0.0128967,0.0801451,0.0873429,-0.366815,-0.114872,-0.0649347,-1.11537,0.189862,-0.00622099
-1.55283,-0.00275459,0.00027778,-0.0585856,0.00248495,0.00102452,-8.85124,0.00384624,-0.00232092,-0.0124353,0.00390552,0.00153032,-0.357811,0.00551547,0.00266803,-1.08645,0.00229163,0.0012948,-1.27062,-0.000278495,0.00169092,-0.0303124,-0.204442,-0.155552,-0.0585856,0.0908054,0.121254,-8.85124,0.50409,0.228559,-0.0124353,-0.135617,-0.189589,-0.357811,-0.183381,-0.0958193,-1.08645,0.432166,0.652537,-1.27062,0.479196,0.465495,-0.0303124,0.00351679,-0.000441251,-1.55283,0.00699196,0.00199096,-8.85124,-0.0107784,0.00287355,-0.0124353,-0.00555617,0.000245188,-0.357811,0.00102099,0.000236518,-1.08645,0.00855137,0.00215124,-1.27062,-0.00466772,-0.00594618,-0.0303124,-0.822342,-0.594715,-1.55283,2.02169,0.399587,-0.0585856,-0.672155,0.340254,-0.0124353,-0.340995,-0.67329,-0.357811,-0.417323,0.393474,-1.08645,0.0139968,0.512132,-1.27062,-1.99318,-1.06601,-0.0303124,0.00194474,0.000863563,-1.55283,-0.000117129,-3.73135e-05,-0.0585856,4.65194e-05,0.000771653,-8.85124,0.000710418,-0.00170751,-0.357811,0.00102505,0.00102491,-1.08645,0.00200963,0.000318231,-1.27062,0.00251025,0.00204394,-0.0303124,0.000310994,0.0413266,-1.55283,0.0104639,0.0235991,-0.0585856,0.0202,0.0296091,-8.85124,0.0686423,0.0444783,-0.0124353,0.0148414,0.0334602,-1.08645,-0.00165899,0.00704285,-1.27062,0.0385889,0.0144834,-0.0303124,0.0335283,0.0474333,-1.55283,0.188368,0.214903,-0.0585856,0.107313,0.0844046,-8.85124,-0.115092,0.129621,-0.0124353,0.0594453,0.0240774,-0.357811,0.082026,-0.0366108,-1.27062,0.218734,0.0432658,-0.0303124,0.0301446,0.0134749,-1.55283,0.303373,0.132831,-0.0585856,-0.155939,-0.122562,-8.85124,-0.44845,-0.241619,-0.0124353,0.0496623,0.0835895,-0.357811,-0.0863735,-0.0639247,-1.08645,0.198211,-0.00659516
-1.4908,-0.00324186,0.000299963,-0.056885,0.00241501,0.00101801,-8.63014,0.0035872,-0.00224273,-0.0119739,0.00333923,0.00150425,-0.348806,0.0046324,0.00262412,-1.05752,0.00200811,0.00128207,-1.23667,0.000405405,0.00166681,-0.0293102,-0.218806,-0.153205,-0.056885,0.0976234,0.115245,-8.63014,0.494745,0.22077,-0.0119739,-0.070166,-0.185754,-0.348806,-0.120864,-0.0955098,-1.05752,0.436344,0.633498,-1.23667,0.49071,0.450601,-0.0293102,0.00415269,-0.000455091,-1.4908,0.00662654,0.00187021,-8.63014,-0.00876331,0.00277984,-0.0119739,-0.00490044,0.000205151,-0.348806,-0.000224578,0.000210432,-1.05752,0.00785142,0.00207298,-1.23667,-0.0049068,-0.00580829,-0.0293102,-0.685125,-0.576082,-1.4908,1.52522,0.382045,-0.056885,-0.764832,0.32975,-0.0119739,-0.456925,-0.64972,-0.348806,-0.324508,0.383824,-1.05752,-0.0939715,0.49845,-1.23667,-1.91327,-1.03748,-0.0293102,0.00182774,0.000849488,-1.4908,-0.000346565,-1.77432e-05,-0.056885,-0.000112158,0.000761484,-8.63014,0.000713573,-0.00165411,-0.348806,0.0010689,0.00101082,-1.05752,0.00230607,0.000321037,-1.23667,0.00213523,0.002,-0.0293102,0.00126826,0.0407833,-1.4908,0.0333617,0.0236353,-0.056885,0.0238759,0.0294573,-8.63014,0.0645415,0.0439773,-0.0119739,0.0314147,0.0331372,-1.05752,0.00365958,0.00749381,-1.23667,0.0310491,0.0147544,-0.0293102,0.0424726,0.0468829,-1.4908,0.170724,0.207117,-0.056885,0.123312,0.0828116,-8.63014,-0.087534,0.127136,-0.0119739,0.0640916,0.0243022,-0.348806,0.0631056,-0.0350337,-1.23667,0.214884,0.0429148,-0.0293102,0.0374366,0.0123631,-1.4908,0.266662,0.126339,-0.056885,-0.167173,-0.119571,-8.63014,-0.421529,-0.236099,-0.0119739,0.0111547,0.0798362,-0.348806,-0.0599646,-0.0629147,-1.05752,0.204656,-0.00696933
-1.42878,-0.00165598,0.000322147,-0.0551844,0.00218137,0.0010115,-8.40904,0.00332049,-0.00216454,-0.0115126,0.00238908,0.00147818,-0.339802,0.00378357,0.0025802,-1.0286,0.00172463,0.00126935,-1.20272,0.00109604,0.0016427,-0.028308,-0.237311,-0.150858,-0.0551844,0.112179,0.109235,-8.40904,0.484804,0.212981,-0.0115126,0.00609342,-0.181919,-0.339802,-0.0599771,-0.0952004,-1.0286,0.442324,0.614459,-1.20272,0.489188,0.435708,-0.028308,0.00460386,-0.00046893,-1.42878,0.00623219,0.00174947,-8.40904,-0.00675324,0.00268613,-0.0115126,-0.00346184,0.000165114,-0.339802,-0.00126324,0.000184347,-1.0286,0.00697755,0.00199471,-1.20272,-0.00517647,-0.0056704,-0.028308,-0.560954,-0.55745,-1.42878,0.785911,0.364502,-0.0551844,-0.74035,0.319246,-0.0115126,-0.649212,-0.62615,-0.339802,-0.222171,0.374173,-1.0286,-0.184369,0.484768,-1.20272,-1.82898,-1.00896,-0.028308,0.0016212,0.000835413,-1.42878,-0.000472682,1.82723e-06,-0.0551844,-0.000186535,0.000751315,-8.40904,0.000712421,-0.0016007,-0.339802,0.00109444,0.000996725,-1.0286,0.00250501,0.000323842,-1.20272,0.00183277,0.00195605,-0.028308,0.00545913,0.0402399,-1.42878,0.0417585,0.0236715,-0.0551844,0.0256107,0.0293055,-8.40904,0.0604186,0.0434762,-0.0115126,0.0497884,0.0328143,-1.0286,0.00875777,0.00794476,-1.20272,0.0232058,0.0150254,-0.028308,0.0511551,0.0463325,-1.42878,0.182064,0.199331,-0.0551844,0.131795,0.0812187,-8.40904,-0.0599031,0.124652,-0.0115126,0.0725797,0.0245271,-0.339802,0.0449309,-0.0334566,-1.20272,0.208252,0.0425637,-0.028308,0.0394979,0.0112514,-1.42878,0.186874,0.119847,-0.0551844,-0.163347,-0.116579,-8.40904,-0.394421,-0.230579,-0.0115126,-0.0155894,0.0760828,-0.339802,-0.0368856,-0.0619046,-1.0286,0.206131,-0.00734351
-1.36676,0.00147028,0.00034433,-0.0534837,0.00166117,0.00100499,-8.18794,0.00293161,-0.00208635,-0.0110512,0.00137456,0.00145211,-0.330798,0.00293474,0.00253628,-0.999684,0.00147995,0.00125663,-1.16877,0.00168772,0.00161859,-0.0273058,-0.261027,-0.148511,-0.0534837,0.138604,0.103226,-8.18794,0.465353,0.205192,-0.0110512,0.0330531,-0.178084,-0.330798,0.000909928,-0.0948909,-0.999684,0.447639,0.59542,-1.16877,0.473704,0.420814,-0.0273058,0.00483948,-0.000482769,-1.36676,0.00953603,0.00162873,-8.18794,-0.00482253,0.00259243,-0.0110512,-0.00201899,0.000125077,-0.330798,-0.00230191,0.000158261,-0.999684,0.00600033,0.00191645,-1.16877,-0.00542822,-0.00553251,-0.0273058,-0.461835,-0.538818,-1.36676,0.735449,0.34696,-0.0534837,-0.516837,0.308742,-0.0110512,-0.860186,-0.60258,-0.330798,-0.119833,0.364523,-0.999684,-0.246089,0.471086,-1.16877,-1.73029,-0.98044,-0.0273058,0.00134987,0.000821338,-1.36676,-0.000937169,2.13976e-05,-0.0534837,-0.000100476,0.000741147,-8.18794,0.000642605,-0.0015473,-0.330798,0.00111997,0.000982631,-0.999684,0.00258017,0.000326647,-1.16877,0.00163077,0.00191211,-0.0273058,0.0124595,0.0396966,-1.36676,0.0356033,0.0237077,-0.0534837,0.023825,0.0291537,-8.18794,0.0559422,0.0429752,-0.0110512,0.0640185,0.0324913,-0.999684,0.0136034,0.00839572,-1.16877,0.0156354,0.0152963,-0.0273058,0.0589603,0.0457821,-1.36676,0.184563,0.191544,-0.0534837,0.126105,0.0796257,-8.18794,-0.0311097,0.122168,-0.0110512,0.0796093,0.0247519,-0.330798,0.0267563,-0.0318794,-1.16877,0.200669,0.0422127,-0.0273058,0.0358311,0.0101396,-1.36676,0.0671615,0.113355,-0.0534837,-0.133503,-0.113588,-8.18794,-0.364352,-0.225059,-0.0110512,-0.00922629,0.0723295,-0.330798,-0.0138065,-0.0608946,-0.999684,0.200851,-0.00771768
-1.30473,0.00218279,0.000366513,-0.0517831,0.00104538,0.00099848,-7.96684,0.00254272,-0.00200816,-0.0105898,0.000584408,0.00142604,-0.321794,0.00214488,0.00249237,-0.970763,0.00127493,0.00124391,-1.13482,0.0022176,0.00159449,-0.0263037,-0.291894,-0.146164,-0.0517831,0.167805,0.0972169,-7.96684,0.445901,0.197403,-0.0105898,-0.0394295,-0.174249,-0.321794,0.0561723,-0.0945814,-0.970763,0.45148,0.57638,-1.13482,0.451504,0.405921,-0.0263037,0.00479055,-0.000496608,-1.30473,0.00663864,0.00150799,-7.96684,-0.00289182,0.00249872,-0.0105898,-0.00126503,8.50396e-05,-0.321794,-0.00310132,0.000132175,-0.970763,0.00499413,0.00183819,-1.13482,-0.00566457,-0.00539462,-0.0263037,-0.402864,-0.520186,-1.30473,0.745736,0.329417,-0.0517831,-0.218806,0.298238,-0.0105898,-1.03717,-0.57901,-0.321794,-0.0161071,0.354873,-0.970763,-0.286238,0.457404,-1.13482,-1.62338,-0.951918,-0.0263037,0.00102158,0.000807263,-1.30473,-0.00046604,4.0968e-05,-0.0517831,5.5919e-05,0.000730978,-7.96684,0.000572789,-0.00149389,-0.321794,0.00112803,0.000968537,-0.970763,0.00257175,0.000329452,-1.13482,0.00148014,0.00186817,-0.0263037,0.0224757,0.0391533,-1.30473,0.0207079,0.0237439,-0.0517831,0.0206267,0.0290018,-7.96684,0.0514658,0.0424741,-0.0105898,0.069083,0.0321684,-0.970763,0.0182879,0.00884667,-1.13482,0.00827627,0.0155673,-0.0263037,0.0651955,0.0452317,-1.30473,0.215456,0.183758,-0.0517831,0.114652,0.0780328,-7.96684,-0.00231638,0.119683,-0.0105898,0.080554,0.0249767,-0.321794,0.0106442,-0.0303023,-1.13482,0.1929,0.0418616,-0.0263037,0.0248715,0.00902778,-1.30473,0.000384985,0.106863,-0.0517831,-0.0940905,-0.110597,-7.96684,-0.334283,-0.219539,-0.0105898,0.0469869,0.0685761,-0.321794,0.00561808,-0.0598845,-0.970763,0.190855,-0.00809185
-1.24271,0.000324698,0.000388697,-0.0500825,0.000399653,0.000991969,-7.74574,0.00214115,-0.00192996,-0.0101284,0.000204816,0.00139997,-0.312789,0.00142969,0.00244845,-0.941843,0.00115304,0.00123119,-1.10087,0.00269055,0.00157038,-0.0253015,-0.331469,-0.143817,-0.0500825,0.193721,0.0912077,-7.74574,0.423493,0.189614,-0.0101284,-0.224473,-0.170414,-0.312789,0.103719,-0.094272,-0.941843,0.451658,0.557341,-1.10087,0.42523,0.391028,-0.0253015,0.00440195,-0.000510448,-1.24271,-0.00211008,0.00138725,-7.74574,-0.00106446,0.00240501,-0.0101284,-0.00158144,4.50027e-05,-0.312789,-0.0036225,0.000106089,-0.941843,0.00398266,0.00175993,-1.10087,-0.0058823,-0.00525673,-0.0253015,-0.396269,-0.501553,-1.24271,0.586512,0.311875,-0.0500825,0.144098,0.287734,-0.0101284,-1.13693,-0.555439,-0.312789,0.0862116,0.345223,-0.941843,-0.286775,0.443721,-1.10087,-1.5097,-0.923397,-0.0253015,0.000643253,0.000793188,-1.24271,0.000700739,6.05384e-05,-0.0500825,0.000301436,0.000720809,-7.74574,0.000478414,-0.00144048,-0.312789,0.00111692,0.000954443,-0.941843,0.00241924,0.000332257,-1.10087,0.00136483,0.00182423,-0.0253015,0.0356561,0.0386099,-1.24271,0.00907293,0.0237801,-0.0500825,0.0159915,0.02885,-7.74574,0.0470612,0.0419731,-0.0101284,0.0621475,0.0318454,-0.941843,0.022705,0.00929762,-1.10087,0.00115476,0.0158383,-0.0253015,0.0692978,0.0446813,-1.24271,0.275366,0.175971,-0.0500825,0.0974386,0.0764398,-7.74574,0.0264275,0.117199,-0.0101284,0.0724971,0.0252015,-0.312789,-0.00269223,-0.0287252,-1.10087,0.185389,0.0415105,-0.0253015,0.00537565,0.00791599,-1.24271,-0.0211079,0.100371,-0.0500825,-0.0473771,-0.107605,-7.74574,-0.303646,-0.214019,-0.0101284,0.152142,0.0648228,-0.312789,0.0208545,-0.0588745,-0.941843,0.17256,-0.00846602
-1.18068,-0.000975944,0.00041088,-0.0483818,-4.75137e-05,0.000985459,-7.52464,0.00171589,-0.00185177,-0.00966708,0.000117548,0.0013739,-0.303785,0.000802249,0.00240453,-0.912923,0.00114119,0.00121847,-1.06692,0.00291992,0.00154627,-0.0242993,-0.378184,-0.14147,-0.0483818,0.202831,0.0851985,-7.52464,0.393809,0.181825,-0.00966708,-0.42001,-0.166579,-0.303785,0.141398,-0.0939625,-0.912923,0.446382,0.538302,-1.06692,0.381533,0.376134,-0.0242993,0.00363534,-0.000524287,-1.18068,-0.00725074,0.00126651,-7.52464,0.000485328,0.0023113,-0.00966708,-0.00242678,4.96569e-06,-0.303785,-0.00384994,8.00028e-05,-0.912923,0.00302254,0.00168167,-1.06692,-0.00602034,-0.00511884,-0.0242993,-0.451206,-0.482921,-1.18068,0.505878,0.294332,-0.0483818,0.462815,0.277231,-0.00966708,-1.14971,-0.531869,-0.303785,0.182614,0.335573,-0.912923,-0.240768,0.430039,-1.06692,-1.36707,-0.894875,-0.0242993,0.000230999,0.000779113,-1.18068,0.00102813,8.01088e-05,-0.0483818,0.000579345,0.000710641,-7.52464,0.000322681,-0.00138708,-0.303785,0.00108729,0.000940348,-0.912923,0.0021087,0.000335063,-1.06692,0.00140065,0.00178028,-0.0242993,0.0517034,0.0380666,-1.18068,0.0151828,0.0238162,-0.0483818,0.0116441,0.0286982,-7.52464,0.0428871,0.041472,-0.00966708,0.0484196,0.0315224,-0.912923,0.0268421,0.00974858,-1.06692,-0.00494992,0.0161092,-0.0242993,0.0703477,0.0441309,-1.18068,0.329056,0.168185,-0.0483818,0.0816709,0.0748469,-7.52464,0.0549276,0.114714,-0.00966708,0.0584357,0.0254263,-0.303785,-0.0125458,-0.0271481,-1.06692,0.178986,0.0411595,-0.0242993,-0.0224529,0.0068042,-1.18068,-0.0871806,0.0938794,-0.0483818,-0.00907759,-0.104614,-7.52464,-0.271715,-0.208499,-0.00966708,0.249715,0.0610694,-0.303785,0.0317595,-0.0578644,-0.912923,0.144946,-0.00884019
-1.11866,-0.000863156,0.000433064,-0.0466812,-0.000346102,0.000978949,-7.30354,0.00129737,-0.00177358,-0.0092057,0.000178646,0.00134783,-0.294781,0.000292916,0.00236062,-0.884002,0.00125775,0.00120575,-1.03297,0.00299891,0.00152216,-0.0232971,-0.41393,-0.139123,-0.0466812,0.200966,0.0791893,-7.30354,0.359121,0.174036,-0.0092057,-0.51106,-0.162744,-0.294781,0.16522,-0.093653,-0.884002,0.434376,0.519263,-1.03297,0.329662,0.361241,-0.0232971,0.00258656,-0.000538126,-1.11866,-0.0073846,0.00114577,-7.30354,0.00177262,0.0022176,-0.0092057,-0.00316843,-3.50713e-05,-0.294781,-0.00370601,5.39169e-05,-0.884002,0.00215916,0.0016034,-1.03297,-0.00610375,-0.00498095,-0.0232971,-0.555299,-0.464289,-1.11866,0.549285,0.27679,-0.0466812,0.732438,0.266727,-0.0092057,-1.06612,-0.508299,-0.294781,0.267981,0.325922,-0.884002,-0.143963,0.416357,-1.03297,-1.20755,-0.866353,-0.0232971,-0.000140399,0.000765038,-1.11866,0.000446713,9.96792e-05,-0.0466812,0.000855609,0.000700472,-7.30354,0.000121825,-0.00133367,-0.294781,0.0010356,0.000926254,-0.884002,0.00163298,0.000337868,-1.03297,0.00151509,0.00173634,-0.0232971,0.0675094,0.0375232,-1.11866,0.032908,0.0238524,-0.0466812,0.00789566,0.0285464,-7.30354,0.0390366,0.040971,-0.0092057,0.0336836,0.0311995,-0.884002,0.030684,0.0101995,-1.03297,-0.0103742,0.0163802,-0.0232971,0.0659272,0.0435805,-1.11866,0.356483,0.160398,-0.0466812,0.0685112,0.0732539,-7.30354,0.0828863,0.11223,-0.0092057,0.0417808,0.0256511,-0.294781,-0.0175525,-0.025571,-1.03297,0.173792,0.0408084,-0.0232971,-0.0499798,0.00569241,-1.11866,-0.175909,0.0873875,-0.0466812,0.0212649,-0.101623,-7.30354,-0.239215,-0.202979,-0.0092057,0.276548,0.057316,-0.294781,0.0372608,-0.0568544,-0.884002,0.10742,-0.00921436
-1.05663,0.00026807,0.000455247,-0.0449805,-0.000165943,0.000972439,-7.08244,0.000909166,-0.00169539,-0.00874433,0.000232325,0.00132176,-0.285777,-8.40174e-05,0.0023167,-0.855082,0.00149833,0.00119303,-0.999021,0.00283296,0.00149805,-0.0222949,-0.42114,-0.136776,-0.0449805,0.166005,0.0731801,-7.08244,0.317641,0.166247,-0.00874433,-0.380856,-0.158909,-0.285777,0.173091,-0.0933436,-0.855082,0.415567,0.500223,-0.999021,0.26518,0.346348,-0.0222949,0.00139941,-0.000551966,-1.05663,-0.00558105,0.00102503,-7.08244,0.00263783,0.00212389,-0.00874433,-0.00313316,-7.51083e-05,-0.285777,-0.00316312,2.7831e-05,-0.855082,0.00144181,0.00152514,-0.999021,-0.00609673,-0.00484306,-0.0222949,-0.687437,-0.445657,-1.05663,0.643894,0.259247,-0.0449805,0.821221,0.256223,-0.00874433,-0.879344,-0.484729,-0.285777,0.338752,0.316272,-0.855082,-0.000499627,0.402675,-0.999021,-1.0208,-0.837832,-0.0222949,-0.000400421,0.000750963,-1.05663,-0.000298939,0.00011925,-0.0449805,0.00109,0.000690303,-7.08244,-0.000142952,-0.00128027,-0.285777,0.000961281,0.00091216,-0.855082,0.00100682,0.000340673,-0.999021,0.00175364,0.0016924,-0.0222949,0.0798804,0.0369799,-1.05663,0.0445097,0.0238886,-0.0449805,0.00661969,0.0283946,-7.08244,0.0357777,0.0404699,-0.00874433,0.0241285,0.0308765,-0.855082,0.0340819,0.0106505,-0.999021,-0.014676,0.0166512,-0.0222949,0.0543306,0.0430301,-1.05663,0.343303,0.152612,-0.0449805,0.065912,0.071661,-7.08244,0.109766,0.109745,-0.00874433,0.0265698,0.0258759,-0.285777,-0.0170104,-0.0239938,-0.999021,0.170711,0.0404574,-0.0222949,-0.0681261,0.00458062,-1.05663,-0.196029,0.0808956,-0.0449805,0.0236212,-0.0986312,-7.08244,-0.206238,-0.197459,-0.00874433,0.168461,0.0535627,-0.285777,0.0370129,-0.0558443,-0.855082,0.0605271,-0.00958853
