iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
250,910.441,1,0.408808,15.0764,0.0150172,0.130012,0.00873896,-9.53156,-4.93352,-0.654047,-4.69346,3.2262,0.0501693,1.33356,0.056814,3.05341,0.0128636,1.16456,0.585849,0.849418
251,863.696,1,0.408554,15.206,0.0135958,0.128894,0.00873179,-9.2408,-4.93509,-0.701399,-4.71489,3.21258,0.0488989,1.29979,0.0553754,2.97609,0.0125378,1.14421,0.579127,0.85762
252,860.702,1,0.366939,15.208,0.0213873,0.154062,0.00870899,-9.17264,-4.93439,-0.75011,-4.69728,3.29592,0.0476608,1.43849,0.0539733,2.90074,0.0124633,1.17364,0.564463,0.835904
253,852.649,1,0.366662,15.2603,0.0200139,0.157076,0.00864435,-9.03261,-4.93508,-0.590317,-4.70086,3.24716,0.046454,1.40207,0.06025,2.82729,0.0121477,1.19243,0.570423,0.814739
254,867.469,1,0.392858,15.2995,0.0184693,0.131929,0.00864155,-9.15886,-4.93874,-0.483926,-4.68302,3.20338,0.0452778,1.36657,0.0593886,2.87016,0.0123092,1.16224,0.55598,0.794109
255,855.614,1,0.342655,15.3402,0.0282011,0.130871,0.0086574,-9.11373,-4.93683,-0.429884,-4.67005,3.17467,0.0441313,1.33196,0.0612651,2.8262,0.0119975,1.13281,0.541902,0.774002
256,846.929,1,0.342806,15.3532,0.0288954,0.140831,0.00872675,-9.02556,-4.93527,-0.668898,-4.60973,3.21201,0.0451617,1.33004,0.0597139,2.75464,0.0116937,1.10413,0.528181,0.754404
257,820.73,1,0.342852,15.3717,0.0291053,0.133014,0.00872083,-8.85631,-4.93488,-0.57578,-4.63192,3.28092,0.0452446,1.3331,0.0582019,2.8298,0.0113976,1.07617,0.515147,0.735302
258,870.123,1,0.373978,15.3409,0.0226958,0.141644,0.00875013,-9.21888,-4.93641,-0.565795,-4.62676,3.17113,0.0482861,1.29935,0.0567282,2.83366,0.0120643,1.17182,0.502103,0.793859
259,828.467,1,0.352463,15.4717,0.0236503,0.139084,0.00875346,-9.21539,-4.93698,-0.588257,-4.66919,3.18551,0.0470635,1.31387,0.0554682,2.91053,0.0117589,1.14215,0.52455,0.773758
260,844.449,1,0.374812,15.4476,0.0209196,0.134945,0.00882567,-9.02456,-4.93583,-0.502495,-4.62042,3.15481,0.0458718,1.28061,0.0540637,2.83683,0.0114611,1.2014,0.511268,0.755361
261,802.835,1,0.374889,15.4029,0.0212887,0.137443,0.00877931,-8.96997,-4.93503,-0.534558,-4.5774,3.13153,0.0447103,1.24818,0.0533798,2.89441,0.0111709,1.17098,0.498322,0.736235
262,797.999,1,0.386788,15.4078,0.017626,0.136184,0.0088227,-9.01778,-4.93561,-0.733767,-4.52324,3.088,0.0435782,1.2303,0.0532161,2.9045,0.0108881,1.14133,0.488938,0.73006
263,878.915,1,0.355346,15.4305,0.0270988,0.151274,0.00879969,-9.24093,-4.93655,-0.871965,-4.62937,3.20039,0.0424748,1.34135,0.064282,2.83096,0.0106124,1.11243,0.538449,0.768116
264,864.776,1,0.392703,15.4972,0.0184608,0.165636,0.00875056,-9.06075,-4.93587,-0.625454,-4.68107,3.19888,0.0422389,1.43476,0.0674574,2.75928,0.0105391,1.08427,0.53519,0.748666
265,864.251,1,0.365241,15.5459,0.0231371,0.175728,0.0088153,-8.96504,-4.93774,-0.835285,-4.66376,3.28877,0.0428019,1.58946,0.0672546,2.68941,0.0103523,1.05681,0.559655,0.72971
266,827.829,1,0.365468,15.5887,0.0243068,0.165801,0.00885225,-9.18895,-4.9377,-0.89378,-4.6063,3.28723,0.0417181,1.54922,0.065725,2.75003,0.0100901,1.03005,0.545484,0.711233
267,824.986,1,0.365719,15.6114,0.0256706,0.157309,0.00881621,-9.34951,-4.9401,-0.707233,-4.64639,3.27415,0.0406618,1.50999,0.0640608,2.7583,0.00983465,1.00397,0.54021,0.693224
268,764.536,1,0.364952,15.5114,0.0217334,0.145918,0.0088235,-9.33696,-4.94097,-0.849352,-4.61693,3.23288,0.0396322,1.47176,0.0624387,2.68846,0.00958563,0.978551,0.583814,0.675671
269,763.61,1,0.36488,15.5081,0.021411,0.131928,0.00884295,-9.462,-4.9389,-0.982753,-4.59056,3.25073,0.0386287,1.43449,0.0608577,2.62698,0.00934291,0.955388,0.582006,0.660615
270,741.721,1,0.387141,15.5221,0.0174193,0.142423,0.00882133,-9.47486,-4.9401,-0.895612,-4.68333,3.37201,0.0376506,1.39817,0.0593168,2.73189,0.00910635,0.931197,0.567269,0.643888
271,711.93,1,0.386906,15.5057,0.0161794,0.137805,0.00887803,-9.53829,-4.93929,-0.88477,-4.68444,3.26158,0.0366973,1.36277,0.0578149,2.66271,0.00915669,0.907619,0.552906,0.652195
272,808.526,1,0.401673,15.522,0.0152617,0.150179,0.00893034,-9.77292,-4.93939,-0.96411,-4.59968,3.16289,0.0376488,1.32826,0.0639024,2.68433,0.00918913,0.922352,0.608335,0.695538
273,772.179,1,0.363733,15.4374,0.0237598,0.159724,0.00891883,-9.8758,-4.9402,-0.887369,-4.58907,3.20054,0.0366955,1.40971,0.0622843,2.73683,0.00895646,0.898997,0.592932,0.677927
274,796.779,1,0.409569,15.4353,0.0170557,0.145948,0.00886704,-9.91352,-4.94242,-0.589817,-4.61786,3.15906,0.0367041,1.37401,0.0607073,2.81527,0.00897959,0.876234,0.577918,0.660761
275,800.142,1,0.373574,15.4921,0.0220824,0.147342,0.00882952,-9.7295,-4.9424,-0.517508,-4.59697,3.1365,0.0398272,1.33922,0.0602675,2.89664,0.00964601,0.854047,0.575157,0.64403
276,792.12,1,0.345538,15.4569,0.0258451,0.14791,0.00880579,-9.49974,-4.94381,-0.429675,-4.64177,3.20475,0.0392134,1.40928,0.0620001,2.83742,0.00968267,0.861394,0.560594,0.63345
277,789.821,1,0.359712,15.4773,0.0254958,0.129365,0.00879411,-9.54234,-4.94348,-0.663656,-4.61297,3.22035,0.0382205,1.42045,0.0604302,2.79097,0.00948669,0.839583,0.554968,0.67402
278,755.653,1,0.336106,15.4061,0.0256684,0.134745,0.00879996,-9.57871,-4.94306,-0.616884,-4.56879,3.14078,0.0372527,1.38448,0.0615185,2.7203,0.00955443,0.928755,0.545533,0.709063
279,753.245,1,0.377263,15.3722,0.0185058,0.133346,0.00876181,-9.62654,-4.94351,-0.661291,-4.6567,3.20636,0.0363095,1.34943,0.0599608,2.8651,0.00931251,0.958551,0.53172,0.698494
280,731.532,1,0.377114,15.4348,0.0178579,0.126335,0.00872676,-9.33918,-4.94368,-0.72364,-4.62781,3.26153,0.0353901,1.32263,0.0605002,2.79256,0.00928466,0.93428,0.518256,0.680807
281,772.118,1,0.361181,15.4616,0.0240759,0.129051,0.00872132,-9.146,-4.94359,-0.792872,-4.60695,3.30361,0.034494,1.28914,0.0680383,2.72185,0.0100643,0.910623,0.505134,0.729472
282,796.933,1,0.366031,15.435,0.0241175,0.135665,0.00868167,-9.22152,-4.94488,-0.860415,-4.64192,3.34796,0.0336206,1.2565,0.0675908,2.85188,0.011259,0.887566,0.492344,0.711001
283,808.833,1,0.351999,15.3973,0.0249442,0.142682,0.0087108,-9.32208,-4.94461,-0.811735,-4.64306,3.29771,0.0327693,1.40941,0.0658793,2.92526,0.0122465,0.904314,0.482591,0.692998
284,821.308,1,0.36544,15.405,0.0226976,0.145059,0.00868285,-9.19226,-4.94321,-0.91747,-4.67111,3.34276,0.0349289,1.55013,0.0654838,2.87713,0.0122456,0.881416,0.470371,0.675451
285,770.027,1,0.372313,15.4792,0.0182007,0.146731,0.00868028,-9.08658,-4.94203,-0.737898,-4.66674,3.37183,0.0340445,1.51088,0.0638257,2.84343,0.0119355,0.859098,0.477302,0.668574
286,811.596,1,0.391061,15.5108,0.0177791,0.149268,0.0087291,-9.11163,-4.94383,-0.554195,-4.65701,3.32586,0.0331825,1.50964,0.0622096,2.9886,0.0129382,0.837346,0.465217,0.697183
287,815.079,1,0.359346,15.5144,0.0244557,0.118478,0.00873398,-9.20277,-4.94399,-0.547875,-4.66524,3.40235,0.0323423,1.47142,0.0688264,2.91293,0.0133485,0.87082,0.474049,0.691728
288,844.421,1,0.391128,15.5176,0.0187419,0.119566,0.00873734,-9.05319,-4.94285,-0.486687,-4.63994,3.32543,0.0334579,1.43416,0.0670836,2.89326,0.0141462,0.879377,0.503951,0.674213
289,819.775,1,0.361628,15.5759,0.0256725,0.12929,0.00866488,-9.03045,-4.94546,-0.665828,-4.61709,3.26479,0.0329079,1.39785,0.065385,2.82001,0.013788,0.862043,0.491191,0.73666
290,809.359,1,0.361554,15.6027,0.0251918,0.156531,0.00869883,-8.98738,-4.94696,-0.610619,-4.58669,3.25999,0.0320747,1.43614,0.0637295,2.7486,0.0134389,0.840215,0.513576,0.738602
291,820.763,1,0.361619,15.6289,0.0254462,0.158832,0.00867885,-8.98034,-4.94706,-0.540132,-4.648,3.30607,0.0316067,1.57916,0.0621158,2.679,0.0130986,0.818941,0.522178,0.733878
292,806.792,1,0.418375,15.522,0.0126333,0.159115,0.00867121,-9.23644,-4.94767,-0.460662,-4.6393,3.30187,0.0333102,1.53918,0.060543,2.65712,0.0130163,0.820185,0.508956,0.715296
293,788.78,1,0.418373,15.5961,0.012676,0.158358,0.00859967,-8.99625,-4.94667,-0.482623,-4.59431,3.19175,0.0324801,1.56205,0.05901,2.62848,0.0126867,0.799417,0.512697,0.725059
294,736.49,1,0.359994,15.5703,0.0206287,0.162749,0.00858756,-9.14636,-4.94639,-0.506482,-4.5755,3.16948,0.0316577,1.53341,0.0575158,2.74408,0.0123655,0.779176,0.510934,0.734378
295,762.1,1,0.360455,15.6585,0.0229571,0.141517,0.00858773,-8.95011,-4.9481,-0.573969,-4.60023,3.21057,0.0308561,1.49459,0.0560848,2.69674,0.0120524,0.759446,0.548271,0.715783
296,765.536,1,0.397349,15.6129,0.0144926,0.147309,0.00856125,-9.13121,-4.95004,-0.528736,-4.58606,3.11315,0.0314092,1.50216,0.0546647,2.78307,0.0117472,0.740217,0.536307,0.734315
297,761.526,1,0.397536,15.5919,0.015575,0.143185,0.00856027,-8.97923,-4.95,-0.597636,-4.56347,3.17672,0.0306139,1.49705,0.0539292,2.7126,0.0114497,0.721474,0.56712,0.715722
298,753.945,1,0.382136,15.5822,0.0181283,0.143337,0.00860845,-9.01476,-4.94952,-0.646323,-4.49371,3.13034,0.030824,1.45914,0.0525637,2.78667,0.0111598,0.734977,0.55276,0.745852
299,751.002,1,0.354124,15.6221,0.0217991,0.136198,0.00867344,-9.13985,-4.94923,-0.603383,-4.49307,3.13919,0.0300435,1.43177,0.0579073,2.71611,0.0114158,0.740972,0.567474,0.764242
300,777.136,1,0.443281,15.5124,0.00659397,0.169357,0.00863904,-9.2751,-4.94908,-0.488251,-4.50623,3.09655,0.0306746,1.52049,0.056441,2.70891,0.0111268,0.72221,0.568981,0.790779
301,766.586,1,0.398739,15.4786,0.0147491,0.135138,0.00868146,-9.67383,-4.9498,-0.580648,-4.44536,3.05382,0.0315018,1.48199,0.0550119,2.96161,0.0108648,0.703923,0.629175,0.770756
302,755.864,1,0.39889,15.4801,0.0155998,0.133623,0.00866943,-9.29256,-4.94956,-0.52701,-4.45097,3.06962,0.0307041,1.49649,0.05633,2.88662,0.0105897,0.6861,0.613244,0.75124
303,725.027,1,0.3882,15.4892,0.0182864,0.152291,0.0086324,-9.347,-4.94737,-0.515929,-4.4046,3.09953,0.0299267,1.58552,0.0549036,2.81353,0.0103216,0.668727,0.597716,0.732218
304,749.344,1,0.364779,15.4466,0.0232026,0.148034,0.0085948,-9.39795,-4.94766,-0.535108,-4.46945,3.09018,0.0291689,1.54538,0.0535135,2.78428,0.0109271,0.651795,0.622095,0.713678
305,742.53,1,0.428595,15.4486,0.00966481,0.141514,0.00855552,-9.33671,-4.94911,-0.538126,-4.53085,3.07225,0.0284303,1.536,0.0539134,2.73452,0.0116423,0.635291,0.656488,0.705818
306,788.705,1,0.387925,15.4052,0.0177325,0.144898,0.00852272,-9.11248,-4.94949,-0.555651,-4.46674,3.10017,0.0277105,1.49711,0.0562451,2.72037,0.0135721,0.645654,0.643473,0.743576
307,799.902,1,0.367862,15.3361,0.0208775,0.155931,0.00850093,-9.3487,-4.95088,-0.607385,-4.47775,3.07807,0.0270247,1.52626,0.0608838,2.65149,0.0149572,0.629306,0.633049,0.786977
308,752.642,1,0.368078,15.303,0.0221336,0.142051,0.00855449,-9.40581,-4.94789,-0.679419,-4.45168,3.13649,0.0263404,1.48762,0.0593422,2.6112,0.0145785,0.621714,0.61702,0.76705
309,735.194,1,0.376083,15.3676,0.0208195,0.132046,0.0085552,-9.17114,-4.94497,-0.712041,-4.52699,3.2064,0.0256735,1.44995,0.0578396,2.5454,0.0142093,0.605972,0.648885,0.747628
310,760.488,1,0.366921,15.3428,0.0255482,0.136224,0.00853165,-9.21868,-4.9462,-0.644779,-4.52364,3.2276,0.0250234,1.41324,0.0598297,2.48603,0.0138496,0.590629,0.632455,0.751395
311,718.796,1,0.366686,15.2781,0.0243909,0.131152,0.00857157,-9.17901,-4.94659,-0.689259,-4.51596,3.24285,0.0243898,1.37745,0.0630895,2.58909,0.0134989,0.575674,0.61644,0.732369
312,718.689,1,0.378397,15.2982,0.017435,0.142156,0.00856505,-9.27082,-4.9454,-0.690491,-4.49601,3.14005,0.0237722,1.34556,0.061492,2.86498,0.0131571,0.567084,0.600832,0.778385
313,730.702,1,0.445645,15.3241,0.0045395,0.133648,0.00860742,-9.51754,-4.94827,-0.651422,-4.48188,3.06393,0.0231703,1.31149,0.0621697,2.91364,0.0128239,0.622433,0.585618,0.766949
314,736.848,1,0.398636,15.3372,0.0148948,0.11937,0.00855135,-9.43038,-4.94856,-0.706141,-4.47262,3.06455,0.0225836,1.27828,0.0698709,2.83986,0.0124992,0.699007,0.57079,0.74753
315,697.833,1,0.364182,15.2758,0.0230841,0.114257,0.00858782,-9.4091,-4.94788,-0.75581,-4.39191,3.0459,0.0223973,1.24591,0.0681017,2.76796,0.0121827,0.681307,0.556338,0.745848
316,704.142,1,0.372691,15.344,0.0182426,0.117035,0.00863649,-9.59901,-4.94852,-0.781299,-4.45754,3.11738,0.0244908,1.21437,0.0703988,2.73504,0.0118743,0.664056,0.542251,0.733263
317,693.86,1,0.390951,15.3189,0.0156805,0.127063,0.00859053,-9.56967,-4.94846,-0.673146,-4.50891,3.1378,0.0238707,1.24993,0.0686162,2.66579,0.0115736,0.665685,0.528521,0.714696
318,696.159,1,0.376512,15.2837,0.0193711,0.121539,0.00855331,-9.41068,-4.94726,-0.668735,-4.50266,3.10801,0.024788,1.22835,0.0668788,2.59829,0.0116694,0.648829,0.515138,0.744341
319,655.207,1,0.351156,15.3027,0.0240366,0.115607,0.0085647,-9.34281,-4.94846,-0.686407,-4.4648,3.10022,0.0241604,1.19724,0.0651854,2.5325,0.0113739,0.6324,0.502095,0.725494
320,674.842,1,0.417801,15.3198,0.010833,0.117594,0.00856871,-9.23701,-4.94663,-0.602808,-4.51442,3.08562,0.0242008,1.16837,0.0635349,2.56168,0.0110859,0.629403,0.506834,0.712151
321,677.434,1,0.417969,15.3086,0.011605,0.118775,0.00849309,-9.06461,-4.94802,-0.449821,-4.56309,3.11784,0.023588,1.17599,0.0619261,2.59433,0.0108052,0.630113,0.494001,0.726361
322,648.056,1,0.380663,15.3836,0.0157866,0.123644,0.00859271,-9.20384,-4.94685,-0.547105,-4.48849,3.12994,0.0249656,1.14621,0.0603581,2.70475,0.0112485,0.63508,0.481492,0.707969
323,671.327,1,0.38085,15.3629,0.0168182,0.113969,0.00858393,-9.24441,-4.94637,-0.741584,-4.51553,3.16834,0.0269536,1.14521,0.0601908,2.63627,0.0109637,0.680456,0.469301,0.690043
324,679.385,1,0.380778,15.3634,0.0163425,0.11705,0.00854228,-9.18411,-4.94813,-0.588163,-4.56098,3.1611,0.0316116,1.3123,0.0586667,2.56951,0.0106861,0.709122,0.459421,0.672571
325,707.779,1,0.380789,15.4019,0.0164213,0.112112,0.00850168,-9.06177,-4.94792,-0.674369,-4.60518,3.1834,0.0308112,1.27907,0.060497,2.50445,0.0120737,0.694975,0.50206,0.658645
326,721.687,1,0.394924,15.4291,0.0167607,0.12725,0.00848666,-8.72363,-4.94819,-0.579038,-4.58305,3.20714,0.030031,1.33428,0.0589652,2.45822,0.011768,0.677378,0.517517,0.674309
327,713.961,1,0.418844,15.4712,0.01136,0.138069,0.00847791,-8.83933,-4.94918,-0.402796,-4.56519,3.19691,0.0292706,1.47448,0.0574721,2.52879,0.01147,0.660226,0.553554,0.676007
328,692.04,1,0.401663,15.4808,0.0137431,0.148626,0.0084572,-8.94009,-4.95086,-0.415751,-4.54031,3.16084,0.0285295,1.43859,0.0560169,2.46476,0.0112023,0.643509,0.543329,0.705039
329,704.823,1,0.367093,15.4532,0.0210673,0.154304,0.00846254,-8.84541,-4.95003,-0.295817,-4.59496,3.13426,0.0282284,1.4875,0.0545985,2.46034,0.0109187,0.627215,0.577496,0.742439
330,761.638,1,0.361761,15.4428,0.0255477,0.154377,0.00843691,-8.80034,-4.95052,-0.179162,-4.6046,3.16401,0.02868,1.53232,0.0532161,2.41662,0.01142,0.705842,0.562874,0.72364
331,712.355,1,0.397215,15.5152,0.0168105,0.139362,0.00847327,-8.79416,-4.94903,-0.315396,-4.62056,3.17782,0.0279538,1.49352,0.0518686,2.51783,0.0111309,0.68797,0.548622,0.705317
332,738.36,1,0.36131,15.4904,0.0222856,0.148428,0.00847901,-8.73703,-4.94822,-0.266,-4.61317,3.22174,0.0282156,1.55025,0.0505553,2.74451,0.0122054,0.722819,0.553786,0.687458
333,763.845,1,0.379101,15.4152,0.0188538,0.150043,0.00848316,-9.04715,-4.94882,-0.370966,-4.55007,3.06141,0.0300339,1.51421,0.0492752,2.67502,0.0130239,0.877476,0.539764,0.673338
334,733.058,1,0.402928,15.4334,0.0138957,0.142203,0.00852281,-9.0617,-4.94897,-0.221323,-4.49691,3.04491,0.0292735,1.50728,0.0480275,2.75554,0.0126941,0.855258,0.536022,0.673727
335,763.085,1,0.413355,15.3681,0.0135511,0.136696,0.00853705,-9.21194,-4.94942,-0.2013,-4.53005,3.01164,0.0285322,1.46911,0.0468114,2.69695,0.0145188,0.833602,0.553901,0.70521
336,774.792,1,0.361975,15.5087,0.0259038,0.123198,0.00852654,-9.14164,-4.94963,-0.165039,-4.51363,2.9693,0.0284157,1.43191,0.0456261,2.78743,0.0141511,0.837104,0.539876,0.687354
337,747.424,1,0.338365,15.561,0.0293006,0.114608,0.0085646,-9.23242,-4.9505,-0.194643,-4.58872,3.09914,0.0276962,1.39565,0.0481348,2.90338,0.0137928,0.815908,0.526206,0.66995
338,691.094,1,0.349902,15.5628,0.0235765,0.121525,0.00861255,-9.19403,-4.94879,-0.224477,-4.67176,3.24267,0.0269949,1.36032,0.046916,2.90467,0.0136907,0.795249,0.512882,0.652986
339,719.313,1,0.350049,15.5611,0.0242693,0.130635,0.00861982,-9.15969,-4.94738,-0.236739,-4.66512,3.22839,0.0286519,1.36859,0.0458018,2.84945,0.0134836,0.775113,0.499895,0.636452
340,732.795,1,0.357853,15.5423,0.0236561,0.148118,0.00860026,-9.29962,-4.9482,-0.253452,-4.65898,3.1402,0.0279264,1.6775,0.0470223,3.12232,0.0131422,0.755487,0.509005,0.620337
341,778.049,1,0.395297,15.5094,0.0165719,0.140232,0.00858596,-9.44908,-4.94865,-0.280251,-4.6525,3.18956,0.0272193,1.63503,0.0475908,3.21824,0.013239,0.876234,0.496117,0.634323
342,786.207,1,0.406836,15.4471,0.0160625,0.13189,0.00859266,-9.34656,-4.94749,-0.223685,-4.66443,3.15115,0.0265301,1.59363,0.0472481,3.2702,0.0129038,0.922873,0.483555,0.623086
343,737.646,1,0.4067,15.4597,0.0154113,0.129931,0.00860079,-9.3453,-4.94932,-0.110103,-4.67869,3.20822,0.0258584,1.55328,0.0476987,3.1874,0.012577,0.899505,0.486853,0.622196
344,731.867,1,0.362079,15.478,0.0240048,0.132867,0.00858995,-9.32388,-4.95132,-0.11711,-4.73039,3.28961,0.0252036,1.51395,0.0475806,3.10669,0.0122586,0.876729,0.503878,0.623293
345,731.028,1,0.398109,15.4356,0.0156836,0.122059,0.00859112,-9.16959,-4.95017,0.0625207,-4.77667,3.33356,0.0245654,1.47561,0.0479737,3.04538,0.0119482,0.943303,0.518689,0.624956
346,731.854,1,0.388912,15.4218,0.0192756,0.11362,0.00856578,-9.15701,-4.9507,0.00262607,-4.77545,3.3384,0.0239434,1.43825,0.0471105,2.96827,0.0116456,1.0043,0.505556,0.67106
347,723.144,1,0.416067,15.3456,0.0140846,0.109906,0.00850605,-9.14723,-4.94833,-0.0320182,-4.7951,3.29388,0.0233372,1.40183,0.0464942,2.89312,0.0113508,0.978869,0.492755,0.661855
348,719.043,1,0.416091,15.3598,0.0143445,0.114221,0.00857699,-9.32689,-4.94863,-0.382448,-4.7749,3.3501,0.0227463,1.36634,0.047638,2.9839,0.0110634,0.954083,0.498264,0.647591
349,699.984,1,0.337599,15.3179,0.0300345,0.0976196,0.00863524,-9.54235,-4.94891,-0.0412429,-4.82383,3.35174,0.0221703,1.33174,0.0472336,3.06139,0.0107832,0.929925,0.505062,0.631194
350,720.419,1,0.345081,15.2535,0.0295999,0.112074,0.0086743,-9.94161,-4.95009,-0.221802,-4.79107,3.38065,0.0216089,1.29802,0.0460377,3.41871,0.0105102,0.906379,0.509331,0.615212
351,703.821,1,0.334846,15.2917,0.0297852,0.104322,0.00864258,-10.035,-4.95033,-0.217601,-4.7439,3.38776,0.0210618,1.26515,0.0460812,3.4218,0.0113705,0.883429,0.501895,0.599634
352,755.636,1,0.345659,15.3319,0.0279966,0.104857,0.0086185,-9.88713,-4.94973,-0.416524,-4.6487,3.3196,0.0239528,1.23312,0.0467062,3.33516,0.0130369,0.86106,0.50999,0.625231
353,724.666,1,0.396809,15.314,0.0143545,0.118504,0.00862086,-9.78492,-4.9491,-0.321982,-4.66695,3.28578,0.0233463,1.30469,0.0507044,3.25071,0.0127068,0.893798,0.52756,0.641841
354,668.639,1,0.412112,15.3025,0.0109503,0.104989,0.00864391,-9.62942,-4.94971,-0.10466,-4.6543,3.25301,0.0227552,1.27166,0.0494205,3.1684,0.012385,0.871166,0.514202,0.660019
355,673.461,1,0.412295,15.2981,0.0120008,0.106196,0.00859135,-9.72722,-4.9503,-0.14114,-4.62406,3.17391,0.022179,1.23946,0.0481692,3.08817,0.0120714,0.849108,0.502974,0.671277
356,692.728,1,0.473276,15.2329,0.00349502,0.100991,0.00860618,-9.98054,-4.95208,-0.16864,-4.58845,3.22761,0.0232099,1.21357,0.0469495,3.00998,0.0117658,0.827608,0.490238,0.65428
357,715.147,1,0.422355,15.2592,0.0130129,0.115099,0.00862856,-9.93811,-4.95412,-0.294848,-4.62365,3.26162,0.0239355,1.29218,0.0460902,2.93377,0.0122031,0.806653,0.477825,0.637714
358,736.248,1,0.390697,15.3222,0.0187879,0.14839,0.00859402,-9.93372,-4.95254,-0.226012,-4.58629,3.22748,0.0233294,1.40459,0.0546327,2.85948,0.0118941,0.843698,0.494976,0.636033
359,749.785,1,0.433926,15.2857,0.0102078,0.148291,0.00860246,-9.87726,-4.95221,-0.345541,-4.53622,3.20831,0.0227387,1.4694,0.0532493,2.78708,0.011593,0.822335,0.537583,0.689194
360,758.944,1,0.368228,15.2493,0.0221023,0.131397,0.0086113,-9.75229,-4.95268,-0.445662,-4.5966,3.22076,0.022163,1.43219,0.0524323,2.71651,0.0124427,0.890923,0.573243,0.754088
361,754.575,1,0.422105,15.1813,0.0129482,0.115925,0.00863661,-10.0989,-4.95138,-0.418913,-4.5726,3.24444,0.0232537,1.39593,0.0549043,2.64772,0.0121554,0.868364,0.558858,0.734994
362,744.595,1,0.408759,15.1899,0.0130472,0.119713,0.008626,-10.1082,-4.95082,-0.342224,-4.66757,3.2829,0.0226649,1.36058,0.0639818,2.62772,0.0121727,0.846376,0.548282,0.716383
363,759.027,1,0.446684,15.2622,0.0086822,0.150926,0.00864682,-10.0345,-4.95005,-0.298925,-4.63334,3.29429,0.0222097,1.42595,0.0623618,2.68506,0.0118645,0.824946,0.5344,0.713222
364,719.721,1,0.426718,15.2999,0.0113055,0.144672,0.00869638,-10.1413,-4.94935,-0.45424,-4.63838,3.33565,0.0216473,1.45565,0.0607827,2.61708,0.0115641,0.804058,0.520868,0.695163
365,760.14,1,0.426954,15.3174,0.0125366,0.152312,0.00868774,-10.0944,-4.94919,-0.356103,-4.66405,3.31795,0.0210992,1.49924,0.0651377,2.55081,0.0112713,0.783698,0.517716,0.720939
366,749.788,1,0.426763,15.2735,0.0116482,0.160659,0.00865251,-9.90381,-4.94871,-0.453385,-4.66991,3.24154,0.0223863,1.53391,0.0665009,2.48857,0.0112797,0.763855,0.504607,0.702684
367,737.017,1,0.393702,15.2752,0.0162954,0.147024,0.00869171,-10.2246,-4.94843,-0.462609,-4.72732,3.31019,0.0241663,1.55396,0.0707213,2.47193,0.0109941,0.744514,0.491831,0.684892
368,736.367,1,0.40717,15.2722,0.0166693,0.130293,0.00877007,-10.2479,-4.94846,-0.300183,-4.7219,3.33623,0.0235544,1.51461,0.0720221,2.71154,0.0112475,0.725662,0.525753,0.66755
369,753.427,1,0.395068,15.2698,0.0173558,0.136782,0.00872052,-10.1877,-4.94652,-0.432613,-4.71408,3.36595,0.022958,1.47626,0.0745053,2.71165,0.0109627,0.707288,0.52427,0.673622
370,746.971,1,0.394997,15.3061,0.0169005,0.114707,0.00878626,-10.2738,-4.94933,-0.382129,-4.65135,3.30564,0.0241184,1.43888,0.0726188,2.81982,0.0111244,0.689379,0.510995,0.705777
371,718.787,1,0.416959,15.2934,0.0105318,0.112194,0.00880329,-10.3577,-4.94909,-0.523453,-4.70391,3.39082,0.0235077,1.40245,0.0707801,2.79913,0.0115962,0.671923,0.513196,0.694097
372,774.395,1,0.417664,15.2771,0.014238,0.114643,0.00877767,-10.1587,-4.94846,-0.489792,-4.64229,3.36267,0.0229124,1.40397,0.072194,2.72825,0.0139433,0.65491,0.524443,0.676522
373,761.613,1,0.350037,15.267,0.0244182,0.125802,0.00878805,-10.3413,-4.94626,-0.466846,-4.68038,3.29575,0.0223323,1.36842,0.070366,2.95079,0.0145833,0.722106,0.530444,0.66347
374,737.357,1,0.350265,15.249,0.0254589,0.113786,0.00883688,-10.3739,-4.94624,-0.478924,-4.71332,3.38572,0.0217668,1.33377,0.0685843,3.12624,0.0147185,0.737441,0.517013,0.646671
375,742.003,1,0.350219,15.2949,0.0252363,0.113565,0.00885019,-10.3244,-4.94507,-0.519478,-4.71762,3.3932,0.0212157,1.3,0.0704046,3.04708,0.0148528,0.718769,0.503922,0.662298
376,723.393,1,0.384814,15.3041,0.0181,0.107109,0.00887485,-10.0021,-4.94215,-0.391094,-4.68353,3.35718,0.0206785,1.26708,0.0686219,3.00866,0.0169365,0.700569,0.491162,0.645528
377,775.309,1,0.39184,15.2749,0.0186916,0.126125,0.00879866,-9.72604,-4.94345,-0.41712,-4.66357,3.3456,0.0202826,1.23789,0.0669437,2.93248,0.0177118,0.68283,0.551929,0.629183
378,790.031,1,0.441858,15.2615,0.00871551,0.105343,0.00877852,-9.9366,-4.94548,-0.330095,-4.72989,3.33502,0.0208134,1.20655,0.0652487,2.85822,0.017378,0.771779,0.611399,0.630681
379,756.725,1,0.418458,15.2168,0.0118569,0.10357,0.0086856,-9.96517,-4.94687,-0.21317,-4.6725,3.36986,0.0208179,1.176,0.0635965,2.89183,0.0169379,0.790059,0.595918,0.629915
