iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
120,935.964,1,0.36018,15.4508,0.0222237,0.170329,0.00926151,-10.0908,-4.92716,-1.76475,-4.51421,3.11657,0.0359824,1.66599,0.0538338,3.28463,0.0162212,2.6056,0.54124,0.689771
121,917.608,1,0.400715,15.4545,0.0141661,0.177527,0.00919615,-9.78496,-4.92568,-1.49123,-4.56274,3.1383,0.0361766,1.75045,0.0524707,3.25209,0.0158104,2.53962,0.527535,0.672306
122,894.65,1,0.349522,15.4538,0.022757,0.158708,0.0092248,-9.83234,-4.92423,-1.91479,-4.59191,3.2159,0.038764,1.70613,0.0511421,3.16975,0.0154101,2.47532,0.514178,0.655283
123,925.651,1,0.405191,15.4412,0.0135833,0.174232,0.00923229,-9.9908,-4.92459,-1.7723,-4.6076,3.16839,0.0430145,1.66293,0.0502563,3.12785,0.0150199,2.45172,0.501159,0.63869
124,914.067,1,0.352996,15.4722,0.0236943,0.153537,0.00931265,-10.1373,-4.92457,-1.98692,-4.58679,3.14842,0.0419254,1.62082,0.0498603,3.11925,0.0151922,2.38964,0.488469,0.622518
125,930.955,1,0.352882,15.3938,0.0232305,0.171249,0.009313,-10.1273,-4.92508,-2.1467,-4.5659,3.19197,0.0436781,1.58484,0.0550231,3.15641,0.0161086,2.32913,0.476101,0.606756
126,948.29,1,0.331452,15.4229,0.0278773,0.158114,0.00928054,-10.2542,-4.92793,-2.19764,-4.56183,3.17918,0.0442647,1.54471,0.0536299,3.29685,0.0182638,2.52525,0.493727,0.591393
127,946.838,1,0.38915,15.4048,0.0174035,0.17287,0.00914121,-9.90168,-4.92798,-2.12957,-4.52221,3.1196,0.0431439,1.58306,0.0522719,3.21338,0.0178013,2.4683,0.489443,0.591099
128,937.579,1,0.379688,15.4758,0.0176475,0.1699,0.00921354,-9.73089,-4.92578,-2.03604,-4.48665,3.08479,0.0496359,1.54298,0.0530585,3.13201,0.0173506,2.4058,0.501384,0.605639
129,952.21,1,0.370212,15.4762,0.0215108,0.15377,0.00920562,-9.66937,-4.92667,-2.0424,-4.44725,3.08702,0.0490483,1.50391,0.0517151,3.05271,0.0169112,2.35069,0.488689,0.651104
130,944.004,1,0.381264,15.4374,0.0182934,0.172868,0.00921067,-9.88416,-4.92769,-2.05988,-4.45298,3.04138,0.0496072,1.49303,0.0504056,3.03706,0.016483,2.63965,0.476315,0.668855
131,966.273,1,0.358695,15.4694,0.0225045,0.183467,0.00920639,-9.85517,-4.92585,-1.79009,-4.4371,3.08065,0.0483511,1.5662,0.0491293,2.98506,0.0166126,2.57281,0.514295,0.727289
132,940.719,1,0.358499,15.4745,0.0215713,0.19484,0.00920805,-9.71129,-4.92787,-1.7724,-4.43945,3.08325,0.0517219,1.52654,0.0478853,2.90948,0.0179151,2.50766,0.501273,0.708874
133,946.078,1,0.347422,15.4572,0.0251328,0.162053,0.00924758,-9.86915,-4.92668,-1.79487,-4.46543,3.05397,0.0531106,1.52045,0.0466728,2.83581,0.0174615,2.44417,0.488581,0.690925
134,935.958,1,0.347517,15.3943,0.0254708,0.1745,0.00923928,-9.81978,-4.92731,-1.87004,-4.54761,3.24893,0.0593348,1.48195,0.0480766,2.79507,0.0170193,2.38228,0.47621,0.67343
135,949.609,1,0.385665,15.3174,0.0189666,0.148317,0.00924703,-10.2035,-4.92677,-2.03982,-4.57996,3.23801,0.0632428,1.5497,0.0468593,2.7243,0.0166441,2.32196,0.464152,0.656379
136,980.805,1,0.386113,15.3558,0.0211972,0.171867,0.00923232,-9.8348,-4.92386,-1.77732,-4.57769,3.26061,0.0616763,1.51046,0.0476386,2.65532,0.0164167,2.46718,0.452399,0.639759
137,964.255,1,0.49177,15.4071,0.00178333,0.177083,0.00929642,-9.78978,-4.92395,-2.08107,-4.57018,3.30043,0.0601146,1.47222,0.0464323,2.58808,0.016001,2.40471,0.478951,0.62356
138,960.925,1,0.45307,15.4197,0.00878447,0.184955,0.00924037,-9.62837,-4.92447,-2.24104,-4.6346,3.31954,0.0601031,1.48248,0.0452566,2.52255,0.0155959,2.39103,0.484743,0.607771
139,944.763,1,0.426074,15.554,0.0118595,0.165101,0.00923781,-9.63474,-4.9266,-2.14968,-4.65287,3.27633,0.0615217,1.46349,0.0441107,2.6816,0.015201,2.37981,0.472469,0.592382
140,957.706,1,0.424947,15.6233,0.0152838,0.164475,0.00920507,-9.38117,-4.92469,-2.0259,-4.64953,3.25438,0.059964,1.51648,0.0429938,2.6137,0.0154166,2.33025,0.460506,0.633994
141,950.525,1,0.401017,15.5823,0.0197227,0.19023,0.00915785,-9.30211,-4.92599,-1.85784,-4.64131,3.25864,0.0584456,1.57109,0.0419052,2.57598,0.0150263,2.27817,0.448845,0.679692
142,925.782,1,0.430837,15.5303,0.012905,0.172842,0.00917648,-9.34869,-4.92823,-1.66674,-4.59114,3.22655,0.0580489,1.53131,0.0408441,2.68726,0.0146458,2.22048,0.43748,0.729837
143,970.666,1,0.387748,15.6062,0.0224885,0.159017,0.0091573,-9.44928,-4.92878,-1.77773,-4.5931,3.23243,0.0594143,1.49253,0.0430266,2.66685,0.0156937,2.20039,0.426403,0.738644
144,1005.26,1,0.387888,15.6288,0.0230811,0.165908,0.009114,-9.30681,-4.92905,-1.70112,-4.6434,3.28968,0.0579099,1.45474,0.0467619,2.86617,0.0153011,2.53017,0.417177,0.726102
145,996.144,1,0.456257,15.6067,0.010526,0.154782,0.00912867,-9.19327,-4.9275,-2.3698,-4.67369,3.32461,0.0564436,1.41791,0.0455779,2.7936,0.017106,2.61927,0.447126,0.718396
146,952.759,1,0.442085,15.5549,0.00964745,0.18077,0.00911231,-9.36383,-4.92693,-2.13432,-4.65538,3.19419,0.0550144,1.41922,0.0444238,2.72286,0.0166729,2.55295,0.435805,0.794465
147,935.302,1,0.44186,15.5357,0.00854746,0.174297,0.00906827,-9.33493,-4.92947,-1.85899,-4.65497,3.16767,0.0536214,1.47419,0.043299,2.66178,0.0165043,2.48831,0.43204,0.782457
148,925.879,1,0.441994,15.529,0.00926378,0.151092,0.00911684,-9.23338,-4.92883,-1.64352,-4.62746,3.16779,0.0522637,1.43686,0.0422026,2.59438,0.0160864,2.4253,0.421101,0.817951
149,885.251,1,0.441878,15.4888,0.00862654,0.137773,0.00904977,-9.56415,-4.92847,-1.69575,-4.63431,3.10452,0.0509403,1.40048,0.041134,2.52869,0.0156791,2.36389,0.410438,0.79724
150,849.566,1,0.386925,15.5019,0.0166961,0.134953,0.0090621,-9.28689,-4.92751,-1.69816,-4.63553,3.18569,0.0496505,1.36502,0.0400925,2.49097,0.0154654,2.30404,0.418232,0.777054
151,858.339,1,0.423872,15.4026,0.0115895,0.131898,0.00906144,-9.31989,-4.92509,-1.45474,-4.61169,3.19043,0.0483933,1.33045,0.0390773,2.86903,0.0150738,2.2457,0.415939,0.800302
152,877.455,1,0.370673,15.3515,0.0224226,0.155261,0.00899075,-9.31552,-4.92764,-1.37328,-4.6128,3.19079,0.047168,1.39161,0.0380879,2.79639,0.0146922,2.18884,0.405407,0.911461
153,844.191,1,0.355079,15.3406,0.0254515,0.156427,0.00898795,-9.27628,-4.92683,-1.30808,-4.60808,3.1833,0.0475951,1.35637,0.0371235,2.72558,0.0143201,2.13341,0.395142,0.888383
154,834.169,1,0.354688,15.2663,0.0234668,0.155584,0.00894138,-9.23194,-4.92637,-1.42944,-4.64814,3.22816,0.04639,1.32596,0.0374713,2.65972,0.0139576,2.07939,0.385137,0.865888
155,822.623,1,0.354954,15.1907,0.0247324,0.131637,0.00894465,-9.2724,-4.92514,-1.50962,-4.63361,3.18501,0.0452153,1.29239,0.0365225,2.79698,0.0136041,2.02674,0.393363,0.843964
156,814.007,1,0.386851,15.2463,0.0168656,0.156851,0.00898385,-9.32641,-4.92592,-1.55603,-4.57922,3.18361,0.0440705,1.38416,0.0382999,2.72616,0.0132597,1.99879,0.383403,0.822594
157,818.615,1,0.369167,15.1363,0.0226315,0.133316,0.00896897,-9.33759,-4.92642,-1.28975,-4.53546,3.12457,0.0429546,1.34911,0.0373302,2.81402,0.0129239,1.94818,0.373695,0.801765
158,751.197,1,0.368595,15.1192,0.019729,0.154477,0.00896179,-9.30854,-4.92536,-1.20444,-4.57256,3.16844,0.0418669,1.35278,0.0363849,2.74277,0.0132747,1.89885,0.364233,0.781464
159,787.366,1,0.369018,15.1594,0.0217831,0.152322,0.00895765,-9.40778,-4.9256,-1.3128,-4.55033,3.14933,0.0408068,1.4651,0.0354637,2.67332,0.0144714,1.9057,0.35501,0.761677
160,805.389,1,0.378341,15.1504,0.0193448,0.140743,0.00894368,-9.36495,-4.92595,-1.33724,-4.55612,3.14918,0.0406621,1.42801,0.0374234,2.60563,0.014105,1.87852,0.368578,0.742391
161,836.281,1,0.358617,15.1571,0.0254869,0.138506,0.00889447,-9.14504,-4.92821,-1.20462,-4.57209,3.15982,0.0396325,1.39185,0.0402774,2.6619,0.0137479,1.95307,0.381832,0.723593
162,812.232,1,0.358278,15.243,0.0236485,0.145329,0.00889601,-9.09099,-4.9267,-0.848587,-4.54246,3.10357,0.0404914,1.35661,0.0392575,2.62361,0.0142035,1.90362,0.398657,0.705271
163,827.62,1,0.414229,15.2221,0.0132148,0.146934,0.0088567,-9.1867,-4.92811,-0.974255,-4.58792,3.05579,0.0394662,1.39472,0.0382635,2.74551,0.0138439,1.86626,0.392391,0.716328
164,843.291,1,0.414595,15.2698,0.0151963,0.146781,0.00890439,-9.27148,-4.92768,-0.831415,-4.49612,3.04813,0.0426241,1.37071,0.0372947,2.69058,0.0136857,1.819,0.394643,0.69819
165,839.816,1,0.360407,15.3359,0.0249971,0.172545,0.00888916,-9.3497,-4.92937,-0.811346,-4.48768,3.06147,0.0415448,1.53696,0.0363503,2.64864,0.0147455,1.77294,0.403457,0.680512
166,829.254,1,0.360423,15.3462,0.0252267,0.155476,0.00886159,-9.30492,-4.93182,-0.902318,-4.4731,2.98955,0.0462214,1.49804,0.0354299,2.7171,0.0143721,1.72805,0.393241,0.719808
167,785.971,1,0.324316,15.2505,0.0288669,0.147997,0.0088655,-9.61518,-4.93412,-0.833021,-4.45463,2.9622,0.0471669,1.46011,0.0345328,2.75207,0.0140082,1.6843,0.383284,0.731388
168,803.842,1,0.309529,15.228,0.0322197,0.145905,0.00883841,-9.60916,-4.93433,-0.789342,-4.46183,2.9453,0.0476236,1.42314,0.0336584,2.82223,0.0161458,1.64165,0.373579,0.733083
169,818.09,1,0.354124,15.1542,0.0250939,0.144036,0.00885399,-9.48453,-4.93176,-0.932809,-4.49611,2.9461,0.0464177,1.3871,0.0328062,2.75077,0.0157369,1.66163,0.379732,0.765386
170,837.281,1,0.316507,15.139,0.0334379,0.147749,0.00885714,-9.29758,-4.93063,-0.815895,-4.48991,3.06519,0.0452424,1.35198,0.034469,2.76962,0.0164441,1.6523,0.370117,0.746006
171,817.758,1,0.316296,15.1472,0.032393,0.140688,0.00885226,-9.58797,-4.93084,-1.23365,-4.49638,3.04256,0.0440968,1.31775,0.0346048,2.9349,0.0160277,1.74599,0.396237,0.727116
172,754.891,1,0.333942,15.1551,0.0263795,0.129895,0.00884861,-9.645,-4.93128,-1.30414,-4.52825,3.08906,0.0429803,1.28438,0.0337286,2.86058,0.0156219,1.70178,0.386204,0.708705
173,770.999,1,0.357061,15.0951,0.0218033,0.126167,0.00888483,-9.59185,-4.931,-1.12124,-4.5211,3.07332,0.0445964,1.25186,0.0339594,2.84533,0.0152263,1.65869,0.376425,0.728353
174,783.293,1,0.387428,15.131,0.0169828,0.122517,0.00893802,-9.61904,-4.92891,-1.27013,-4.4866,3.09021,0.0434672,1.25028,0.0330995,2.89052,0.0148408,1.61669,0.370548,0.771999
175,773.147,1,0.360011,15.1583,0.0218849,0.10973,0.00887571,-9.47937,-4.9316,-0.837878,-4.49676,3.09191,0.047327,1.2327,0.0322614,2.81733,0.0149358,1.57576,0.375568,0.752452
176,760.107,1,0.331563,15.1495,0.0253511,0.127156,0.00890222,-9.7441,-4.93155,-0.777096,-4.45804,3.00401,0.0492579,1.22535,0.0314446,3.01142,0.0145576,1.53586,0.383926,0.761712
177,787.065,1,0.311501,15.2489,0.0320233,0.107513,0.00888058,-9.7279,-4.9354,-0.760075,-4.50982,3.01234,0.0480106,1.19433,0.0313408,2.93517,0.014189,1.49697,0.400814,0.742425
178,792.04,1,0.350397,15.2147,0.0235407,0.111684,0.00888457,-10.0293,-4.93633,-0.865692,-4.49487,3.00136,0.0506903,1.16408,0.0321658,3.14083,0.0138297,1.45907,0.390665,0.724055
179,771.334,1,0.300172,15.1412,0.0337605,0.101732,0.00885681,-9.90251,-4.93664,-0.693964,-4.51032,2.99979,0.051547,1.15317,0.0313514,3.09887,0.0134796,1.42212,0.38376,0.714377
180,762.127,1,0.273643,15.1896,0.0404083,0.106619,0.00884966,-9.64045,-4.93546,-0.73075,-4.55359,3.13679,0.0528662,1.13846,0.0324736,3.0227,0.0131383,1.38611,0.374043,0.696289
181,796.202,1,0.32194,15.1946,0.0325436,0.106646,0.00882731,-9.73806,-4.9359,-0.646183,-4.58814,3.12127,0.0515276,1.10963,0.0347225,3.08505,0.0132733,1.35102,0.392521,0.678658
182,809.447,1,0.393757,15.0812,0.0195638,0.11045,0.00876046,-9.80441,-4.93512,-0.679976,-4.57861,3.10269,0.0535904,1.10159,0.0338433,3.07462,0.0129372,1.31681,0.388609,0.661474
183,820.922,1,0.393552,15.075,0.0183659,0.111989,0.00878483,-9.79291,-4.93395,-0.565355,-4.64519,3.14873,0.0522335,1.17652,0.0374699,2.99677,0.0126096,1.31986,0.422629,0.644725
184,873.488,1,0.379821,15.0514,0.0243385,0.111969,0.00879317,-9.90125,-4.93389,-0.891435,-4.65853,3.19127,0.0509109,1.14673,0.0368348,3.15934,0.0128916,1.48235,0.430682,0.628673
185,765.334,1,0.379109,15.0675,0.0206065,0.117983,0.00877878,-9.94885,-4.93526,-0.783478,-4.7072,3.18696,0.0496218,1.12627,0.0359022,3.17671,0.0125652,1.44482,0.420201,0.622499
186,806.225,1,0.378849,15.1719,0.0193199,0.124056,0.00881865,-9.67642,-4.93465,-0.783094,-4.6965,3.21204,0.0516762,1.17795,0.0349931,3.09628,0.0134831,1.40823,0.439004,0.701963
187,843.743,1,0.366998,15.1167,0.0203722,0.128907,0.00878848,-9.72204,-4.93397,-0.70751,-4.69999,3.22666,0.0503677,1.21814,0.0381452,3.01788,0.017066,1.39354,0.459184,0.746017
188,857.481,1,0.394037,15.1341,0.0172233,0.141235,0.00886414,-9.60615,-4.9308,-0.593101,-4.77834,3.32218,0.0490923,1.39888,0.0371794,3.01804,0.0166339,1.41031,0.447557,0.73762
189,800.872,1,0.346022,15.2634,0.0246805,0.119752,0.00890366,-9.64071,-4.93252,-0.83485,-4.74536,3.32171,0.0478493,1.36346,0.036238,3.26645,0.0162127,1.3746,0.436225,0.725332
190,810.161,1,0.316101,15.257,0.029806,0.13393,0.00891243,-9.50073,-4.92893,-0.632632,-4.73954,3.26834,0.0466377,1.32893,0.0396081,3.18374,0.0158022,1.33979,0.429313,0.818606
191,829.329,1,0.36533,15.292,0.0213531,0.14356,0.00890404,-9.51079,-4.93015,-0.483387,-4.74505,3.24905,0.0454568,1.48111,0.0411016,3.10313,0.015402,1.34874,0.418442,0.797878
192,840.547,1,0.343706,15.2514,0.0275718,0.132529,0.00891554,-9.71364,-4.93127,-0.511983,-4.76594,3.331,0.0443058,1.44361,0.0400609,3.1109,0.0150121,1.31459,0.423675,0.777676
193,842.198,1,0.358492,15.2583,0.0232388,0.136651,0.00882361,-9.51966,-4.92956,-0.750697,-4.72477,3.30542,0.043184,1.46709,0.0390465,3.34798,0.0147471,1.42598,0.412948,0.757985
194,802.412,1,0.358655,15.2026,0.024105,0.128153,0.00889166,-9.32545,-4.92759,-0.539668,-4.70629,3.2779,0.0420906,1.42994,0.043331,3.2632,0.0143737,1.38988,0.402492,0.738792
195,847.114,1,0.359041,15.2959,0.0261295,0.124341,0.00888425,-9.16981,-4.92762,-0.480209,-4.70999,3.20808,0.0461444,1.39374,0.0484887,3.18058,0.0144315,1.35468,0.3923,0.720085
196,870.552,1,0.39494,15.3028,0.0179833,0.132097,0.00898006,-9.36967,-4.92814,-0.429347,-4.64313,3.18405,0.0485687,1.41293,0.0472609,3.10004,0.0161834,1.32038,0.382367,0.724914
197,869.101,1,0.348029,15.4755,0.026662,0.140246,0.00901343,-9.58491,-4.93106,-0.398549,-4.70329,3.25515,0.0476578,1.44083,0.0493583,3.04163,0.0157736,1.28695,0.372685,0.76891
198,841.734,1,0.362952,15.5143,0.0225067,0.119641,0.00902615,-9.3904,-4.92669,-0.283234,-4.70157,3.18322,0.0464511,1.40435,0.055115,3.10833,0.0153742,1.25436,0.363249,0.749441
199,802.608,1,0.337493,15.5383,0.0245274,0.140776,0.00907253,-9.25383,-4.92783,-0.493832,-4.71238,3.18046,0.0452749,1.36879,0.0537194,3.02963,0.0158235,1.34266,0.354051,0.730464
200,824.411,1,0.355186,15.5486,0.022524,0.128671,0.00904531,-9.15606,-4.92712,-0.284905,-4.71922,3.16222,0.0441285,1.33413,0.0526171,3.202,0.015734,1.30866,0.345086,0.711969
201,776.259,1,0.377975,15.6297,0.0171789,0.127129,0.00904145,-9.07702,-4.92378,-0.123752,-4.78905,3.22681,0.0430112,1.4254,0.0512848,3.12093,0.0153357,1.31044,0.336348,0.745124
202,796.422,1,0.343424,15.6519,0.0267793,0.135442,0.00904953,-8.83651,-4.9253,0.0811027,-4.78317,3.19978,0.0419221,1.38931,0.0499863,3.15392,0.0149473,1.27726,0.327832,0.798957
203,786.079,1,0.343219,15.5858,0.0257601,0.144341,0.00894445,-9.02745,-4.92513,0.106087,-4.70659,3.13422,0.041877,1.38023,0.0487206,3.12214,0.0145689,1.24506,0.319531,0.851861
204,795.102,1,0.399752,15.5584,0.0162516,0.143598,0.00897749,-9.04932,-4.92593,0.0271894,-4.69659,3.09069,0.0408493,1.41707,0.047487,3.04308,0.0142,1.21353,0.31144,0.842002
205,779.288,1,0.411237,15.5323,0.0146485,0.129254,0.00901983,-9.02025,-4.92505,0.211301,-4.72544,3.09396,0.039815,1.38119,0.0462846,2.96603,0.0138404,1.18281,0.307203,0.872193
206,786.425,1,0.393748,15.5458,0.0163886,0.140987,0.00901146,-9.14408,-4.92604,0.249661,-4.70168,3.06066,0.0388068,1.45826,0.0451126,3.01074,0.0149016,1.15286,0.299424,0.850108
207,768.229,1,0.355877,15.4886,0.0224416,0.134087,0.0090272,-9.05696,-4.92675,0.242134,-4.68946,3.15122,0.0378242,1.4358,0.0439703,3.0164,0.0145243,1.13603,0.315786,0.844055
208,774.163,1,0.347129,15.4553,0.0240608,0.118648,0.00902094,-8.97389,-4.92336,0.247404,-4.72302,3.11106,0.0405806,1.40506,0.042857,2.94002,0.0172098,1.10726,0.310963,0.822683
209,752.329,1,0.326109,15.5634,0.0281166,0.106442,0.00906473,-9.20467,-4.9246,0.0223548,-4.68002,3.14638,0.0408901,1.36948,0.0417718,2.98823,0.016774,1.07922,0.321604,0.801853
210,767.805,1,0.30769,15.5451,0.031866,0.123068,0.00906047,-9.32228,-4.92717,0.0562847,-4.70627,3.13462,0.0398547,1.3348,0.0475495,2.91257,0.0163493,1.0519,0.334644,0.781549
211,775.945,1,0.328742,15.5691,0.0279151,0.138334,0.00902765,-9.40018,-4.928,-0.198223,-4.7074,3.13871,0.0417934,1.41907,0.0463455,2.8618,0.0162337,1.02526,0.32617,0.766181
212,765.43,1,0.366554,15.5075,0.0207294,0.124494,0.00896777,-9.4553,-4.92923,-0.0553464,-4.72421,3.19285,0.0407352,1.38313,0.045172,2.78934,0.0158226,1.00087,0.331572,0.74786
213,741.615,1,0.38324,15.5081,0.0147975,0.120075,0.00898251,-9.14861,-4.92828,-0.159669,-4.76545,3.17335,0.0402131,1.34811,0.0468437,2.75401,0.015422,1.02322,0.349757,0.737698
214,712.994,1,0.349372,15.5146,0.0208167,0.111972,0.00900182,-9.20138,-4.92934,-0.0433862,-4.75523,3.17809,0.0424367,1.31398,0.0487867,2.93866,0.0150315,0.997315,0.340901,0.728517
215,769.471,1,0.349817,15.418,0.0237447,0.116284,0.00897583,-9.2938,-4.92969,-0.0199588,-4.76333,3.2535,0.0413622,1.35247,0.0475514,2.86425,0.0163367,0.999644,0.33227,0.710071
216,816.05,1,0.385015,15.3658,0.0174698,0.121285,0.00888334,-9.20048,-4.92613,-0.0521511,-4.75513,3.17067,0.0403149,1.35369,0.0521978,2.94436,0.0174947,1.13288,0.323856,0.731275
217,836.809,1,0.37516,15.3335,0.0204076,0.13322,0.00882597,-9.41554,-4.93005,0.0595613,-4.7191,3.09564,0.0402498,1.32119,0.0557808,2.86981,0.0180253,1.10419,0.333729,0.755428
218,835.54,1,0.416931,15.3084,0.0133398,0.121893,0.00887725,-9.36111,-4.92996,0.103252,-4.78242,3.24761,0.0440242,1.42047,0.0543684,2.89431,0.0175689,1.07624,0.325279,0.7363
219,832.542,1,0.37138,15.3213,0.0223397,0.126751,0.00885128,-9.33582,-4.92963,-0.036766,-4.77393,3.21222,0.0458538,1.38451,0.0542622,2.88469,0.017124,1.04898,0.340299,0.717656
220,795.841,1,0.306457,15.2669,0.0330494,0.13751,0.00880291,-9.28246,-4.92864,0.0369276,-4.81418,3.27678,0.0504836,1.34945,0.0528882,2.81165,0.0166904,1.02242,0.334239,0.699485
221,757.829,1,0.343356,15.0829,0.023268,0.124581,0.00883417,-9.46084,-4.92827,-0.23507,-4.78669,3.25755,0.0492053,1.31528,0.0531166,2.75257,0.0162678,0.996535,0.325776,0.686831
222,776.291,1,0.319166,15.1291,0.0296433,0.116419,0.00886564,-9.68102,-4.93009,-0.0869224,-4.8386,3.35756,0.0497542,1.28198,0.0517717,2.99288,0.0158947,0.973588,0.317527,0.709689
223,820.11,1,0.335327,15.0966,0.0295767,0.128315,0.00885858,-9.68316,-4.93124,-0.121123,-4.89489,3.43053,0.0484944,1.31314,0.0504608,3.13732,0.0156959,0.948936,0.347618,0.750755
224,811.21,1,0.410867,15.0778,0.0138213,0.123906,0.00880947,-9.5327,-4.92944,-0.179725,-4.93482,3.43749,0.0472665,1.2799,0.0491831,3.05788,0.0154417,0.982964,0.362473,0.731745
225,802.523,1,0.353058,15.3059,0.024432,0.12021,0.00888675,-9.44912,-4.93057,0.0136172,-4.94211,3.50485,0.0498764,1.24749,0.0479377,3.01002,0.0150507,0.958074,0.365112,0.713217
226,789.395,1,0.35938,15.341,0.0241166,0.116216,0.00887736,-9.38805,-4.93375,-0.0518088,-4.90825,3.47966,0.0514874,1.2159,0.0467239,2.93381,0.0163324,0.933815,0.355867,0.716206
227,795.895,1,0.359297,15.4173,0.0237543,0.124756,0.00892143,-9.39967,-4.93181,-0.0301491,-4.94397,3.50753,0.0511737,1.26631,0.045742,2.85952,0.0159189,0.910171,0.352631,0.698071
228,801.876,1,0.348791,15.2642,0.0258308,0.119453,0.00890423,-9.58086,-4.93123,0.0533305,-4.90344,3.47538,0.0507498,1.23425,0.0512054,2.91765,0.0155158,0.905205,0.358902,0.680396
229,813.187,1,0.382506,15.3052,0.017123,0.126114,0.00888052,-9.33453,-4.93187,-0.0902189,-4.90986,3.47848,0.0514361,1.3244,0.0543241,2.84377,0.0151229,1.07993,0.40883,0.663168
230,824.491,1,0.369986,15.3011,0.0196016,0.116081,0.00881758,-9.18898,-4.92916,-0.00845724,-4.9219,3.42205,0.0526892,1.29087,0.0551603,2.94884,0.01474,1.05258,0.437236,0.678328
231,827.498,1,0.360139,15.3556,0.0216927,0.118207,0.00870351,-8.88741,-4.93173,0.0821073,-4.81932,3.31278,0.0513551,1.26871,0.0537636,2.87418,0.0143668,1.03591,0.46418,0.725196
232,819.322,1,0.326055,15.2629,0.0312259,0.118547,0.00869502,-8.54644,-4.92855,0.148434,-4.79838,3.34997,0.0536907,1.23658,0.0524022,2.8014,0.014003,1.00968,0.463058,0.720182
233,890.034,1,0.409251,15.3029,0.0168207,0.120346,0.00870114,-8.58621,-4.93025,0.0354083,-4.8223,3.39686,0.058255,1.20527,0.0560709,2.73047,0.0153629,0.984115,0.490358,0.701947
234,929.778,1,0.418759,15.2393,0.019965,0.110655,0.00863537,-8.57413,-4.92954,-0.0169328,-4.73896,3.37347,0.05678,1.17475,0.0546511,2.66133,0.0156617,1.05891,0.514894,0.684173
235,940.261,1,0.438857,15.1296,0.0143995,0.111958,0.00859417,-8.4496,-4.92886,-0.24785,-4.72164,3.31998,0.0567719,1.14737,0.0565173,2.59394,0.0159764,1.0321,0.567943,0.679495
236,927.19,1,0.356667,15.1055,0.0295364,0.135303,0.00853805,-8.5339,-4.92923,-0.311191,-4.7535,3.34114,0.0553344,1.14225,0.0550863,2.71118,0.0170537,1.01529,0.588788,0.709149
237,897.108,1,0.34092,15.0432,0.0306791,0.132871,0.00860196,-8.82425,-4.93041,-0.153451,-4.78916,3.2778,0.0539333,1.24797,0.0536915,2.8025,0.0166219,0.989586,0.597935,0.702628
238,892.685,1,0.356109,15.0969,0.0245519,0.148517,0.00865409,-9.00579,-4.93224,-0.20127,-4.7847,3.32408,0.0525676,1.32129,0.0545744,2.73154,0.016201,1.0966,0.647245,0.68914
239,875.161,1,0.340692,15.1514,0.0266728,0.152259,0.0086765,-8.98691,-4.93188,-0.212284,-4.77423,3.37405,0.0512366,1.43092,0.0578792,2.66238,0.0157908,1.06884,0.630856,0.671691
240,895.268,1,0.340303,15.1763,0.024722,0.15307,0.0086369,-9.14305,-4.93421,-0.673844,-4.70331,3.30356,0.0510722,1.56565,0.0564136,3.0115,0.015391,1.24204,0.639948,0.693743
241,873.993,1,0.300953,15.1816,0.0298332,0.153117,0.00861272,-8.8849,-4.93507,-0.838385,-4.75447,3.34938,0.0516525,1.52601,0.0572186,2.93524,0.0150013,1.39403,0.666603,0.676177
242,859.534,1,0.371329,15.1332,0.0179483,0.135833,0.00863448,-8.97221,-4.93403,-0.820063,-4.75266,3.37991,0.0534964,1.48737,0.0557698,2.86092,0.0146214,1.35874,0.649724,0.672
243,893.361,1,0.371523,15.2352,0.0189393,0.139878,0.00865747,-8.98898,-4.93408,-0.817219,-4.8021,3.39639,0.0521418,1.44971,0.0543576,2.78848,0.0148074,1.32433,0.645099,0.812049
244,880.521,1,0.326425,15.2297,0.0265423,0.151026,0.00868278,-8.94849,-4.93476,-0.993969,-4.79344,3.47979,0.053739,1.413,0.0529813,2.76781,0.0150034,1.3045,0.628764,0.805319
245,905.349,1,0.364819,15.2504,0.0201623,0.153913,0.00871113,-9.1722,-4.93735,-1.03776,-4.79742,3.44331,0.0523783,1.49307,0.0516398,2.82622,0.0146235,1.28663,0.654938,0.897765
246,893.118,1,0.364955,15.1959,0.0208816,0.167878,0.00861479,-8.99711,-4.93631,-1.01792,-4.75149,3.37122,0.051052,1.4715,0.0503322,2.75466,0.0142533,1.29037,0.638354,0.901536
247,882.613,1,0.364905,15.2924,0.0206478,0.157885,0.00865229,-9.05167,-4.93614,-0.79944,-4.73294,3.37658,0.0497594,1.43424,0.055932,2.81895,0.0138924,1.2577,0.622191,0.878708
248,863.804,1,0.384829,15.2283,0.0168357,0.140114,0.00865731,-9.0402,-4.93477,-0.870965,-4.7233,3.35135,0.0484994,1.39793,0.0545157,2.961,0.0135406,1.22585,0.616684,0.856459
249,847.949,1,0.350021,15.2931,0.0241658,0.139664,0.00877503,-9.20177,-4.93539,-0.594371,-4.73392,3.30086,0.0477527,1.36253,0.0565594,2.88603,0.0131977,1.19481,0.601069,0.834773
