rep,id_var,initT_simulated,dS_simulated,lBt0_simulated,lw_simulated,lI50_simulated,eta_initT_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lw_simulated,eta_lI50_simulated,data,split,color,filter
1,23,-1.84714,0.838455,4.2485,0,-2.96045,-0.000392471,-2.99573,0,-4.61672,0.0414106,africa,All,#4682B4,0
2,23,-2.53299,0.152604,4.2485,0,-2.76133,0.198734,-2.99573,0,-4.6133,0.0448361,africa,All,#4682B4,0
3,23,-2.41859,0.267001,4.2485,0,-3.10002,-0.139962,-2.99573,0,-4.69788,-0.0397464,africa,All,#4682B4,0
4,23,-2.63928,0.0463062,4.2485,0,-2.88893,0.0711313,-2.99573,0,-4.61592,0.0422141,africa,All,#4682B4,0
5,23,-2.19838,0.487209,4.2485,0,-3.03094,-0.0708761,-2.99573,0,-4.65462,0.00351144,africa,All,#4682B4,0
6,23,-2.75464,-0.0690477,4.2485,0,-2.99426,-0.0342005,-2.99573,0,-4.66577,-0.00763548,africa,All,#4682B4,0
7,23,-3.06024,-0.374654,4.2485,0,-2.80607,0.153988,-2.99573,0,-4.63078,0.0273527,africa,All,#4682B4,0
8,23,-1.63548,1.05011,4.2485,0,-3.08141,-0.121349,-2.99573,0,-4.6894,-0.0312681,africa,All,#4682B4,0
9,23,-2.76402,-0.0784255,4.2485,0,-2.95052,0.00953665,-2.99573,0,-4.67413,-0.0159981,africa,All,#4682B4,0
10,23,-2.36166,0.323932,4.2485,0,-2.98415,-0.0240923,-2.99573,0,-4.64972,0.00840831,africa,All,#4682B4,0
1,24,-2.56639,0.119198,4.2485,0,-3.02365,-0.0635859,-2.99573,0,-4.70944,-0.0513098,africa,All,#4682B4,0
2,24,-2.28457,0.401021,4.2485,0,-2.90621,0.0538535,-2.99573,0,-4.68251,-0.0243789,africa,All,#4682B4,0
3,24,-2.73862,-0.0530326,4.2485,0,-2.94622,0.0138402,-2.99573,0,-4.70329,-0.0451567,africa,All,#4682B4,0
4,24,-2.44459,0.241003,4.2485,0,-2.93079,0.0292733,-2.99573,0,-4.65517,0.00296218,africa,All,#4682B4,0
5,24,-2.05638,0.629215,4.2485,0,-2.95921,0.000850349,-2.99573,0,-4.6571,0.00103755,africa,All,#4682B4,0
6,24,-2.24701,0.438577,4.2485,0,-3.03829,-0.0782344,-2.99573,0,-4.71227,-0.0541358,africa,All,#4682B4,0
7,24,-1.96576,0.719827,4.2485,0,-2.8719,0.088161,-2.99573,0,-4.65089,0.00724661,africa,All,#4682B4,0
8,24,-2.94218,-0.256585,4.2485,0,-2.7441,0.215956,-2.99573,0,-4.59718,0.0609494,africa,All,#4682B4,0
9,24,-1.69705,0.988541,4.2485,0,-2.92181,0.0382543,-2.99573,0,-4.65654,0.00159483,africa,All,#4682B4,0
10,24,-2.47977,0.205816,4.2485,0,-2.88312,0.0769432,-2.99573,0,-4.65471,0.00342381,africa,All,#4682B4,0
1,25,-2.76347,-0.0778785,4.2485,0,-2.8429,0.117156,-2.99573,0,-4.5855,0.0726331,africa,All,#4682B4,0
2,25,-2.56961,0.115984,4.2485,0,-2.94431,0.0157508,-2.99573,0,-4.62633,0.0318055,africa,All,#4682B4,0
3,25,-2.59591,0.0896856,4.2485,0,-3.0275,-0.0674445,-2.99573,0,-4.6418,0.0163293,africa,All,#4682B4,0
4,25,-2.987,-0.301408,4.2485,0,-2.97344,-0.0133829,-2.99573,0,-4.67868,-0.0205494,africa,All,#4682B4,0
5,25,-2.75964,-0.0740522,4.2485,0,-2.922,0.0380598,-2.99573,0,-4.59851,0.0596196,africa,All,#4682B4,0
6,25,-2.14351,0.542085,4.2485,0,-2.95541,0.00464635,-2.99573,0,-4.61087,0.0472608,africa,All,#4682B4,0
7,25,-3.11201,-0.426419,4.2485,0,-2.9178,0.042259,-2.99573,0,-4.64801,0.0101243,africa,All,#4682B4,0
8,25,-3.14489,-0.459301,4.2485,0,-2.90525,0.0548093,-2.99573,0,-4.63446,0.0236687,africa,All,#4682B4,0
9,25,-2.5879,0.0976861,4.2485,0,-2.93687,0.0231917,-2.99573,0,-4.65713,0.00100668,africa,All,#4682B4,0
10,25,-2.73594,-0.0503473,4.2485,0,-3.02577,-0.0657102,-2.99573,0,-4.68016,-0.0220315,africa,All,#4682B4,0
1,26,-2.8223,-0.136714,4.2485,0,-2.99065,-0.0305881,-2.99573,0,-4.58579,0.0723428,africa,All,#4682B4,0
2,26,-2.93693,-0.251342,4.2485,0,-2.94522,0.0148384,-2.99573,0,-4.59789,0.060242,africa,All,#4682B4,0
3,26,-2.93203,-0.246444,4.2485,0,-3.06727,-0.107215,-2.99573,0,-4.62723,0.0309073,africa,All,#4682B4,0
4,26,-3.21871,-0.533123,4.2485,0,-2.85649,0.103568,-2.99573,0,-4.59893,0.0592068,africa,All,#4682B4,0
5,26,-3.60712,-0.921525,4.2485,0,-2.86349,0.0965741,-2.99573,0,-4.56666,0.0914703,africa,All,#4682B4,0
6,26,-2.62233,0.0632592,4.2485,0,-3.0402,-0.0801387,-2.99573,0,-4.62016,0.0379712,africa,All,#4682B4,0
7,26,-2.83233,-0.146736,4.2485,0,-3.04341,-0.0833487,-2.99573,0,-4.62126,0.0368762,africa,All,#4682B4,0
8,26,-2.40603,0.279561,4.2485,0,-3.01436,-0.0542984,-2.99573,0,-4.634,0.0241335,africa,All,#4682B4,0
9,26,-2.98782,-0.302229,4.2485,0,-3.05265,-0.0925941,-2.99573,0,-4.59988,0.0582481,africa,All,#4682B4,0
10,26,-3.00573,-0.320135,4.2485,0,-3.00365,-0.0435941,-2.99573,0,-4.56939,0.0887397,africa,All,#4682B4,0
1,27,-3.31757,-0.631984,4.2485,0,-3.06506,-0.105004,-2.99573,0,-4.70108,-0.0429486,africa,All,#4682B4,0
2,27,-2.923,-0.237408,4.2485,0,-2.91491,0.0451505,-2.99573,0,-4.56527,0.0928651,africa,All,#4682B4,0
3,27,-2.87865,-0.193062,4.2485,0,-3.0138,-0.0537412,-2.99573,0,-4.59009,0.0680466,africa,All,#4682B4,0
4,27,-2.09596,0.589634,4.2485,0,-3.05207,-0.0920126,-2.99573,0,-4.66327,-0.00513536,africa,All,#4682B4,0
5,27,-2.80763,-0.122037,4.2485,0,-2.86215,0.0979128,-2.99573,0,-4.59982,0.0583163,africa,All,#4682B4,0
6,27,-3.13526,-0.449672,4.2485,0,-2.86119,0.0988697,-2.99573,0,-4.61621,0.0419235,africa,All,#4682B4,0
7,27,-3.54695,-0.861355,4.2485,0,-3.03979,-0.0797324,-2.99573,0,-4.66444,-0.00630366,africa,All,#4682B4,0
8,27,-2.5978,0.0877872,4.2485,0,-3.00208,-0.0420246,-2.99573,0,-4.68903,-0.0308955,africa,All,#4682B4,0
9,27,-3.0589,-0.373312,4.2485,0,-3.02346,-0.0634026,-2.99573,0,-4.70363,-0.0454958,africa,All,#4682B4,0
10,27,-2.98231,-0.296721,4.2485,0,-2.93508,0.0249795,-2.99573,0,-4.67909,-0.0209524,africa,All,#4682B4,0
1,28,-2.14225,0.543341,4.2485,0,-3.01493,-0.054867,-2.99573,0,-4.69366,-0.0355294,africa,All,#4682B4,0
2,28,-2.1285,0.557088,4.2485,0,-2.99574,-0.0356816,-2.99573,0,-4.69634,-0.0382039,africa,All,#4682B4,0
3,28,-2.91591,-0.230316,4.2485,0,-2.98589,-0.0258317,-2.99573,0,-4.70882,-0.0506878,africa,All,#4682B4,0
4,28,-2.36274,0.322853,4.2485,0,-2.94846,0.011604,-2.99573,0,-4.6932,-0.035068,africa,All,#4682B4,0
5,28,-2.54287,0.142722,4.2485,0,-3.01291,-0.0528478,-2.99573,0,-4.71281,-0.0546763,africa,All,#4682B4,0
6,28,-1.80392,0.881669,4.2485,0,-2.89484,0.065221,-2.99573,0,-4.66246,-0.00432973,africa,All,#4682B4,0
7,28,-3.12678,-0.441187,4.2485,0,-2.84446,0.115603,-2.99573,0,-4.62569,0.0324468,africa,All,#4682B4,0
8,28,-2.2667,0.418895,4.2485,0,-2.98069,-0.0206338,-2.99573,0,-4.67543,-0.0172949,africa,All,#4682B4,0
9,28,-2.6433,0.042291,4.2485,0,-2.87182,0.0882396,-2.99573,0,-4.63727,0.0208593,africa,All,#4682B4,0
10,28,-3.28052,-0.59493,4.2485,0,-2.95575,0.00431295,-2.99573,0,-4.70394,-0.0458037,africa,All,#4682B4,0
1,29,-2.92573,-0.240136,4.2485,0,-2.95417,0.00588862,-2.99573,0,-4.54578,0.112356,africa,All,#4682B4,0
2,29,-2.12388,0.561712,4.2485,0,-3.01441,-0.0543463,-2.99573,0,-4.54459,0.113543,africa,All,#4682B4,0
3,29,-2.40392,0.281667,4.2485,0,-2.99045,-0.0303897,-2.99573,0,-4.57657,0.0815665,africa,All,#4682B4,0
4,29,-2.89544,-0.209845,4.2485,0,-2.86517,0.0948932,-2.99573,0,-4.53747,0.120665,africa,All,#4682B4,0
5,29,-3.06246,-0.376874,4.2485,0,-3.01626,-0.0562042,-2.99573,0,-4.59935,0.0587873,africa,All,#4682B4,0
6,29,-2.57136,0.114232,4.2485,0,-3.1115,-0.151436,-2.99573,0,-4.59353,0.064606,africa,All,#4682B4,0
7,29,-2.22676,0.458832,4.2485,0,-3.08566,-0.125602,-2.99573,0,-4.64428,0.0138551,africa,All,#4682B4,0
8,29,-2.43339,0.252203,4.2485,0,-3.08157,-0.121513,-2.99573,0,-4.65236,0.00577033,africa,All,#4682B4,0
9,29,-2.2595,0.426093,4.2485,0,-3.18471,-0.22465,-2.99573,0,-4.57874,0.0793927,africa,All,#4682B4,0
10,29,-2.32146,0.364126,4.2485,0,-3.03146,-0.071396,-2.99573,0,-4.5931,0.065037,africa,All,#4682B4,0
1,30,-3.10138,-0.415791,4.2485,0,-2.99207,-0.0320118,-2.99573,0,-4.75444,-0.0963095,africa,All,#4682B4,0
2,30,-2.44892,0.236666,4.2485,0,-3.02934,-0.0692822,-2.99573,0,-4.75406,-0.0959251,africa,All,#4682B4,0
3,30,-1.85153,0.834058,4.2485,0,-2.93947,0.0205915,-2.99573,0,-4.6904,-0.0322685,africa,All,#4682B4,0
4,30,-3.15521,-0.469616,4.2485,0,-2.9566,0.00346166,-2.99573,0,-4.71998,-0.0618504,africa,All,#4682B4,0
5,30,-1.99929,0.686298,4.2485,0,-2.94402,0.0160375,-2.99573,0,-4.66869,-0.0105605,africa,All,#4682B4,0
6,30,-2.44786,0.237728,4.2485,0,-2.99545,-0.0353917,-2.99573,0,-4.71949,-0.0613594,africa,All,#4682B4,0
7,30,-3.05588,-0.370294,4.2485,0,-2.9203,0.0397619,-2.99573,0,-4.67592,-0.0177873,africa,All,#4682B4,0
8,30,-2.82176,-0.136172,4.2485,0,-3.04273,-0.0826737,-2.99573,0,-4.75493,-0.0968011,africa,All,#4682B4,0
9,30,-2.97803,-0.292439,4.2485,0,-2.91555,0.0445054,-2.99573,0,-4.70858,-0.050449,africa,All,#4682B4,0
10,30,-1.66389,1.0217,4.2485,0,-2.84055,0.119508,-2.99573,0,-4.63039,0.0277378,africa,All,#4682B4,0
1,31,-1.92274,0.762849,4.2485,0,-2.93308,0.0269779,-2.99573,0,-4.61344,0.0446901,africa,All,#4682B4,0
2,31,-3.22258,-0.536986,4.2485,0,-2.88131,0.0787517,-2.99573,0,-4.64934,0.00879219,africa,All,#4682B4,0
3,31,-2.466,0.219593,4.2485,0,-2.96025,-0.000193658,-2.99573,0,-4.66689,-0.00875581,africa,All,#4682B4,0
4,31,-2.87751,-0.191923,4.2485,0,-2.93685,0.023212,-2.99573,0,-4.64111,0.0170224,africa,All,#4682B4,0
5,31,-2.97315,-0.287563,4.2485,0,-2.97564,-0.0155819,-2.99573,0,-4.66407,-0.00593751,africa,All,#4682B4,0
6,31,-2.93782,-0.252226,4.2485,0,-2.98911,-0.0290513,-2.99573,0,-4.68089,-0.0227585,africa,All,#4682B4,0
7,31,-3.66211,-0.976515,4.2485,0,-2.92937,0.030693,-2.99573,0,-4.66916,-0.0110298,africa,All,#4682B4,0
8,31,-2.48611,0.199482,4.2485,0,-3.01332,-0.0532587,-2.99573,0,-4.6595,-0.00136451,africa,All,#4682B4,0
9,31,-2.78193,-0.0963359,4.2485,0,-2.89729,0.0627666,-2.99573,0,-4.62188,0.0362519,africa,All,#4682B4,0
10,31,-2.45538,0.230207,4.2485,0,-2.99066,-0.0305965,-2.99573,0,-4.68486,-0.0267308,africa,All,#4682B4,0
1,32,-3.33731,-0.651716,4.2485,0,-3.03376,-0.0736965,-2.99573,0,-4.52139,0.136739,africa,All,#4682B4,0
2,32,-3.37961,-0.694023,4.2485,0,-3.02929,-0.0692302,-2.99573,0,-4.564,0.0941347,africa,All,#4682B4,0
3,32,-3.24745,-0.561857,4.2485,0,-2.96148,-0.0014215,-2.99573,0,-4.51852,0.139616,africa,All,#4682B4,0
4,32,-3.2742,-0.588611,4.2485,0,-2.98744,-0.0273842,-2.99573,0,-4.51326,0.144874,africa,All,#4682B4,0
5,32,-3.07816,-0.392566,4.2485,0,-3.06544,-0.105384,-2.99573,0,-4.54333,0.114804,africa,All,#4682B4,0
6,32,-3.0951,-0.409508,4.2485,0,-3.0798,-0.119744,-2.99573,0,-4.5743,0.0838358,africa,All,#4682B4,0
7,32,-2.84381,-0.158216,4.2485,0,-3.11032,-0.150261,-2.99573,0,-4.63856,0.0195729,africa,All,#4682B4,0
8,32,-3.55002,-0.864432,4.2485,0,-3.06705,-0.106989,-2.99573,0,-4.55379,0.104345,africa,All,#4682B4,0
9,32,-2.99462,-0.309027,4.2485,0,-3.09707,-0.137008,-2.99573,0,-4.56287,0.0952617,africa,All,#4682B4,0
10,32,-3.36839,-0.682801,4.2485,0,-3.03835,-0.0782914,-2.99573,0,-4.56822,0.0899128,africa,All,#4682B4,0
1,33,-2.87058,-0.184993,4.2485,0,-2.80874,0.151315,-2.99573,0,-4.62834,0.0297901,africa,All,#4682B4,0
2,33,-1.98557,0.700021,4.2485,0,-2.88192,0.0781352,-2.99573,0,-4.6308,0.0273336,africa,All,#4682B4,0
3,33,-2.17366,0.511927,4.2485,0,-3.17485,-0.214789,-2.99573,0,-4.74906,-0.0909287,africa,All,#4682B4,0
4,33,-2.95538,-0.269793,4.2485,0,-3.02436,-0.0643033,-2.99573,0,-4.67208,-0.0139502,africa,All,#4682B4,0
5,33,-3.434,-0.748407,4.2485,0,-2.92765,0.0324077,-2.99573,0,-4.6502,0.00793161,africa,All,#4682B4,0
6,33,-2.9335,-0.247908,4.2485,0,-2.98365,-0.0235908,-2.99573,0,-4.64943,0.00870472,africa,All,#4682B4,0
7,33,-2.86671,-0.181117,4.2485,0,-3.01012,-0.0500638,-2.99573,0,-4.68076,-0.0226252,africa,All,#4682B4,0
8,33,-2.16028,0.525312,4.2485,0,-3.08138,-0.121318,-2.99573,0,-4.66717,-0.00904131,africa,All,#4682B4,0
9,33,-2.88596,-0.200371,4.2485,0,-2.97059,-0.0105278,-2.99573,0,-4.67825,-0.0201177,africa,All,#4682B4,0
10,33,-2.31817,0.367419,4.2485,0,-2.92012,0.0399377,-2.99573,0,-4.66926,-0.0111304,africa,All,#4682B4,0
1,34,-3.07088,-0.385289,4.2485,0,-3.07655,-0.116491,-2.99573,0,-4.76364,-0.105509,africa,All,#4682B4,0
2,34,-2.39286,0.292731,4.2485,0,-3.01695,-0.0568946,-2.99573,0,-4.64253,0.015601,africa,All,#4682B4,0
3,34,-2.06378,0.621815,4.2485,0,-3.14283,-0.182769,-2.99573,0,-4.73351,-0.0753788,africa,All,#4682B4,0
4,34,-2.88095,-0.195357,4.2485,0,-2.8789,0.0811588,-2.99573,0,-4.62491,0.0332252,africa,All,#4682B4,0
5,34,-1.91671,0.768882,4.2485,0,-2.9508,0.00925965,-2.99573,0,-4.64328,0.0148534,africa,All,#4682B4,0
6,34,-2.79326,-0.107672,4.2485,0,-2.95643,0.00362617,-2.99573,0,-4.62569,0.0324464,africa,All,#4682B4,0
7,34,-2.76504,-0.0794498,4.2485,0,-2.89478,0.0652763,-2.99573,0,-4.63777,0.0203591,africa,All,#4682B4,0
8,34,-1.98304,0.702549,4.2485,0,-2.97513,-0.0150677,-2.99573,0,-4.70733,-0.0491967,africa,All,#4682B4,0
9,34,-2.37955,0.30604,4.2485,0,-2.99423,-0.034168,-2.99573,0,-4.64684,0.0112906,africa,All,#4682B4,0
10,34,-1.84699,0.838606,4.2485,0,-2.9343,0.02576,-2.99573,0,-4.69346,-0.0353271,africa,All,#4682B4,0
