initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
-6.31933,0.853061,0.00241553,0.853061,-4.06776,0.85102,5.32381,0.85102,0.189834,0.85102,All
-6.27766,0.855102,0.00245236,0.855102,-4.06167,0.853061,5.33811,0.853061,0.18984,0.853061,All
-6.273,0.857143,0.00245833,0.857143,-4.05909,0.855102,5.39729,0.855102,0.190909,0.855102,All
-6.25664,0.859184,0.0024935,0.859184,-4.0526,0.857143,5.41253,0.857143,0.193634,0.857143,All
-6.20557,0.861224,0.00254095,0.861224,-4.05205,0.859184,5.42281,0.859184,0.193974,0.859184,All
-6.15355,0.863265,0.00254355,0.863265,-4.0516,0.861224,5.47339,0.861224,0.194109,0.861224,All
-6.14793,0.865306,0.00254812,0.865306,-4.04982,0.863265,5.49433,0.863265,0.195273,0.863265,All
-6.1405,0.867347,0.00255291,0.867347,-4.0496,0.865306,5.55167,0.865306,0.195391,0.865306,All
-6.10688,0.869388,0.00257706,0.869388,-4.04919,0.867347,5.60064,0.867347,0.196246,0.867347,All
-6.10205,0.871429,0.00262461,0.871429,-4.04113,0.869388,5.60118,0.869388,0.196289,0.869388,All
-6.09322,0.873469,0.00268171,0.873469,-4.03976,0.871429,5.62639,0.871429,0.19794,0.871429,All
-6.06575,0.87551,0.00273155,0.87551,-4.0393,0.873469,5.78033,0.873469,0.20144,0.873469,All
-6.05,0.877551,0.00273869,0.877551,-4.03075,0.87551,5.8083,0.87551,0.202161,0.87551,All
-6.04714,0.879592,0.00274646,0.879592,-4.02797,0.877551,5.84435,0.877551,0.206579,0.877551,All
-6.03628,0.881633,0.00274796,0.881633,-4.02726,0.879592,5.8448,0.879592,0.207548,0.879592,All
-6.03233,0.883673,0.00275945,0.883673,-4.02185,0.881633,5.94896,0.881633,0.20786,0.881633,All
-6.00733,0.885714,0.00279247,0.885714,-4.02014,0.883673,5.95965,0.883673,0.210474,0.883673,All
-5.97123,0.887755,0.0028145,0.887755,-4.01873,0.885714,5.974,0.885714,0.211027,0.885714,All
-5.88779,0.889796,0.00286275,0.889796,-4.0162,0.887755,6.00934,0.887755,0.212034,0.887755,All
-5.87954,0.891837,0.00291828,0.891837,-4.01208,0.889796,6.06596,0.889796,0.212793,0.889796,All
-5.85922,0.893878,0.00293206,0.893878,-4.01057,0.891837,6.06944,0.891837,0.215718,0.891837,All
-5.78664,0.895918,0.00293264,0.895918,-4.00941,0.893878,6.0704,0.893878,0.215807,0.893878,All
-5.768,0.897959,0.00295224,0.897959,-4.00883,0.895918,6.0971,0.895918,0.217059,0.895918,All
-5.74688,0.9,0.00298331,0.9,-4.00678,0.897959,6.1187,0.897959,0.218988,0.897959,All
-5.69313,0.902041,0.00298824,0.902041,-4.00582,0.9,6.13848,0.9,0.219208,0.9,All
-5.67594,0.904082,0.0030309,0.904082,-3.9978,0.902041,6.15151,0.902041,0.219447,0.902041,All
-5.63795,0.906122,0.00309855,0.906122,-3.98687,0.904082,6.16862,0.904082,0.220291,0.904082,All
-5.62754,0.908163,0.00311464,0.908163,-3.9829,0.906122,6.19721,0.906122,0.223824,0.906122,All
-5.61036,0.910204,0.00313305,0.910204,-3.9807,0.908163,6.63745,0.908163,0.224591,0.908163,All
-5.60988,0.912245,0.00319805,0.912245,-3.95674,0.910204,6.68841,0.910204,0.227455,0.910204,All
-5.58978,0.914286,0.00324357,0.914286,-3.94873,0.912245,6.77521,0.912245,0.230992,0.912245,All
-5.56555,0.916327,0.00330207,0.916327,-3.94537,0.914286,6.9217,0.914286,0.231944,0.914286,All
-5.56473,0.918367,0.00343426,0.918367,-3.94297,0.916327,6.95513,0.916327,0.232188,0.916327,All
-5.54587,0.920408,0.00346191,0.920408,-3.94269,0.918367,6.97155,0.918367,0.232743,0.918367,All
-5.52214,0.922449,0.00367222,0.922449,-3.94191,0.920408,7.25025,0.920408,0.233037,0.920408,All
-5.5204,0.92449,0.00378401,0.92449,-3.9418,0.922449,7.25715,0.922449,0.233494,0.922449,All
-5.5197,0.926531,0.00384078,0.926531,-3.93706,0.92449,7.38604,0.92449,0.233696,0.92449,All
-5.51905,0.928571,0.00386372,0.928571,-3.93414,0.926531,7.43845,0.926531,0.235435,0.926531,All
-5.49537,0.930612,0.0039437,0.930612,-3.92942,0.928571,7.58898,0.928571,0.236946,0.928571,All
-5.48749,0.932653,0.00405608,0.932653,-3.89195,0.930612,7.72512,0.930612,0.239857,0.930612,All
-5.3907,0.934694,0.00416667,0.934694,-3.88904,0.932653,7.90011,0.932653,0.240342,0.932653,All
-5.38764,0.936735,0.00423355,0.936735,-3.88601,0.934694,8.40991,0.934694,0.243734,0.934694,All
-5.2961,0.938776,0.00425742,0.938776,-3.87098,0.936735,8.43641,0.936735,0.244132,0.936735,All
-5.24828,0.940816,0.00459229,0.940816,-3.86653,0.938776,8.52128,0.938776,0.250852,0.938776,All
-5.09341,0.942857,0.00462018,0.942857,-3.86361,0.940816,8.64241,0.940816,0.261394,0.940816,All
-5.09172,0.944898,0.00467708,0.944898,-3.85155,0.942857,8.72165,0.942857,0.264784,0.942857,All
-5.07366,0.946939,0.00473954,0.946939,-3.84124,0.944898,8.84564,0.944898,0.266804,0.944898,All
-5.05748,0.94898,0.00504994,0.94898,-3.82686,0.946939,8.97957,0.946939,0.268655,0.946939,All
-5.02137,0.95102,0.00511618,0.95102,-3.8264,0.94898,9.53386,0.94898,0.272388,0.94898,All
-5.00986,0.953061,0.00511665,0.953061,-3.81707,0.95102,9.73445,0.95102,0.272752,0.95102,All
-4.99773,0.955102,0.00517744,0.955102,-3.81029,0.953061,9.9462,0.953061,0.273612,0.953061,All
-4.97403,0.957143,0.00548403,0.957143,-3.80493,0.955102,9.96904,0.955102,0.277858,0.955102,All
-4.91115,0.959184,0.00575713,0.959184,-3.79244,0.957143,9.98407,0.957143,0.280163,0.957143,All
-4.90109,0.961224,0.00575804,0.961224,-3.77769,0.959184,10.3884,0.959184,0.290138,0.959184,All
-4.79348,0.963265,0.00577355,0.963265,-3.77694,0.961224,10.5928,0.961224,0.304431,0.961224,All
-4.74439,0.965306,0.00598498,0.965306,-3.77648,0.963265,10.7822,0.963265,0.306717,0.963265,All
-4.69217,0.967347,0.00608096,0.967347,-3.77522,0.965306,10.8108,0.965306,0.306856,0.965306,All
-4.64155,0.969388,0.00618742,0.969388,-3.77331,0.967347,10.8561,0.967347,0.310507,0.967347,All
-4.61807,0.971429,0.00678302,0.971429,-3.76923,0.969388,11.2452,0.969388,0.311607,0.969388,All
-4.5875,0.973469,0.00685524,0.973469,-3.75293,0.971429,11.4353,0.971429,0.317552,0.971429,All
-4.51418,0.97551,0.00688681,0.97551,-3.74994,0.973469,11.546,0.973469,0.319359,0.973469,All
-4.4782,0.977551,0.00709029,0.977551,-3.74009,0.97551,11.927,0.97551,0.327162,0.97551,All
-4.47142,0.979592,0.0070955,0.979592,-3.69742,0.977551,12.1996,0.977551,0.332189,0.977551,All
-4.43807,0.981633,0.0071649,0.981633,-3.69071,0.979592,12.437,0.979592,0.333996,0.979592,All
-4.42878,0.983673,0.00726516,0.983673,-3.69058,0.981633,12.4595,0.981633,0.340733,0.981633,All
-4.27905,0.985714,0.0072679,0.985714,-3.68364,0.983673,13.4524,0.983673,0.344412,0.983673,All
-4.27504,0.987755,0.00748504,0.987755,-3.68137,0.985714,13.6147,0.985714,0.354822,0.985714,All
-4.05672,0.989796,0.00763819,0.989796,-3.67896,0.987755,13.8425,0.987755,0.356048,0.987755,All
-4.04922,0.991837,0.00801592,0.991837,-3.67422,0.989796,14.0352,0.989796,0.362632,0.989796,All
-3.93053,0.993878,0.00812484,0.993878,-3.65058,0.991837,14.2173,0.991837,0.370019,0.991837,All
-3.90989,0.995918,0.00821841,0.995918,-3.61427,0.993878,15.2353,0.993878,0.371661,0.993878,All
-3.32726,0.997959,0.00846485,0.997959,-3.59744,0.995918,19.6125,0.995918,0.382704,0.995918,All
-3.31071,1,0.00856904,1,-3.59515,0.997959,20.5157,0.997959,0.387784,0.997959,All
-3.31071,1,0.00856904,1,-3.57257,1,26.5159,1,0.830614,1,All
-3.31071,1,0.00856904,1,-3.27562,1,26.5159,1,0.830614,1,All
